Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,NameASCII,PlayerId,MLBAMID
"Jose A. Ferrer","SEA",-0.19371794164180756,-2.6934001445770264,2.4996821880340576,2.884999990463257,0.3278202414512634,1.5308815240859985,1.207364559173584,1.4725923538208008,1.1258363723754883,22,0.23870164155960083,-0.3652417680122115,12,5,"Jose A. Ferrer",24017,678606
"Jonathan Bowlan","PHI",-0.5036138892173767,-1.1668219566345215,0.6632081270217896,-0.453999787569046,-0.04065008461475372,0.6568602919578552,0.5563633441925049,0.7357000112533569,0.545324981212616,16,-0.13980114459991455,-0.6268974903811889,1,5,"Jonathan Bowlan",24607,680742
"Gus Varland","WSN",0.4760279357433319,-2.679594039916992,3.1556220054626465,-1.7380001544952393,-0.17076259851455688,2.0004189014434814,1.755127191543579,1.9470189809799194,1.819741129875183,17,-0.2531956434249878,0.49115976953869084,12,5,"Gus Varland",24737,681402
"Cooper Criswell","SEA",-0.20096412301063538,-1.5843795537948608,1.3834154605865479,1.1540000438690186,0.12753111124038696,0.8675867915153503,0.7521499991416931,0.97127366065979,1.3158400058746338,10,0.06599149852991104,-0.2976272552933653,4,5,"Cooper Criswell",24975,681867
"Nick Mears","KCR",-0.4107000231742859,-2.4618899822235107,2.051190137863159,-0.3169999122619629,-0.029760200530290604,1.5190658569335938,1.2818714380264282,1.5224100351333618,1.3654667139053345,18,-0.01038864254951477,-0.25997489784585054,8,5,"Nick Mears",25376,683232
"Ryan Zeferjahn","LAA",-0.05580984801054001,-2.9281322956085205,2.8723223209381104,-0.038999781012535095,-0.007549883797764778,1.6635487079620361,1.3271052837371826,1.323894739151001,1.3462307453155518,13,0.1914570927619934,-0.22500576359046046,5,5,"Ryan Zeferjahn",25420,666171
"Anthony Nunez","BAL",0.18260207772254944,-2.4600701332092285,2.642672061920166,-3.750999927520752,-0.39900633692741394,1.429592490196228,1.2486034631729126,1.4263652563095093,1.2726777791976929,18,0.1834186613559723,-0.05568850120558902,8,5,"Anthony Nunez",25796,689296
"Tyler Holton","DET",-0.8405199572443962,-2.7428822070360184,1.9023623168468475,-1.345400333404541,-0.13313840329647064,1.0477555283793696,0.9999774502169702,1.215643437012382,0.8468110958735148,18,-0.06102246232330799,-0.7411875327358277,6,5,"Tyler Holton",26231,663947
"Mitchell Parker","WSN",-0.8109217882156372,-2.942798137664795,2.131876230239868,-1.7000004053115845,-0.1740749478340149,1.3697196245193481,1.2151345014572144,1.1690363883972168,1.7534363269805908,11,-0.08025123178958893,-0.5117836443261709,4,5,"Mitchell Parker",27636,680730
"Jordan Leasure","CHW",-0.7231731340289116,-2.251483079046011,1.5283100605010986,-6.477899849414825,-0.6673965342342854,1.1807569159737117,1.0643333413384177,1.2040470978792976,1.3216533342997232,15,-0.08522839471697807,-0.5272373247258308,4,5,"Jordan Leasure",29950,673929
"Kenley Jansen","DET",-1.7544978857040405,-3.925542116165161,2.171044111251831,-2.2749998569488525,-0.22178585827350616,2.343191146850586,2.110344409942627,2.210494041442871,2.712266683578491,3,-0.01628042384982109,-0.7324838790804837,7,4,"Kenley Jansen",3096,445276
"Brooks Raley","NYM",0.440807968378067,-1.8766822814941406,2.317490339279175,3.2889997959136963,0.32630711793899536,1.644813895225525,1.3024373054504395,1.5283454656600952,1.881568431854248,19,0.43824636936187744,-0.17024767987024553,11,4,"Brooks Raley",10061,548384
"Taylor Rogers","MIN",0.40355756878852844,-1.4252452850341797,1.8288028240203857,2.2689998149871826,0.23460949957370758,1.111634373664856,0.9721488952636719,1.3906636238098145,1.1156713962554932,14,-0.197627991437912,0.5606588389440688,7,4,"Taylor Rogers",13449,573124
"Lucas Sims","CHW",-0.5648838877677917,-1.1463299989700317,0.58144611120224,-1.5999999046325684,-0.16665855050086975,1.0919489860534668,1.0508861541748047,1.5786443948745728,1.5026665925979614,6,-0.16920141875743866,-0.3481156857800186,1,4,"Lucas Sims",13470,608371
"Steven Okert","HOU",-0.16476399078965187,-1.6707180589437485,1.505954034626484,-0.44190001487731934,-0.06569472700357437,0.984731125831604,0.8636122047901154,1.0385440111160278,1.0031083300709724,24,0.2544681057333946,-0.4217868656136705,6,4,"Steven Okert",13580,595345
"Paul Sewald","ARI",0.20810195803642273,-1.961751937866211,2.169853925704956,3.36899995803833,0.3298434317111969,1.6653342247009277,1.87260901927948,1.8796181678771973,1.527733325958252,3,0.5347274541854858,-0.40976637733390364,10,4,"Paul Sewald",13892,623149
"Wandy Peralta","SDP",-0.752997875213623,-1.5308480262756348,0.7778501510620117,2.678999900817871,0.2785644829273224,0.503190279006958,0.4595194458961487,0.800599992275238,0.38911762833595276,17,0.18676652014255524,-1.6832140999719158,0,4,"Wandy Peralta",14295,593974
"Joel Payamps","ATL",-0.5769000053405762,-0.9558439254760742,0.37894394993782043,-3.8329997062683105,-0.3894047439098358,0.7818615436553955,0.7784512639045715,0.8567500114440918,1.0573999881744385,9,-0.21601320803165436,-0.5218412241526252,1,4,"Joel Payamps",14332,606303
"Anthony Banda","MIN",0.10731412470340729,-1.412693977355957,1.5200080871582031,-6.178999900817871,-0.6548821926116943,0.9237200021743774,0.8638815879821777,1.116879940032959,0.8604094982147217,21,-0.0011996282264590263,0.11737566041239929,6,4,"Anthony Banda",14706,607455
"Emilio Pagán","CIN",-0.34336403012275696,-2.900984048843384,2.557620048522949,-2.2619998455047607,-0.21710212528705597,2.0100860595703125,2.142106771469116,2.1114001274108887,1.77239990234375,3,-0.5762495398521423,0.4054289779722413,7,4,"Emilio Pagan",14771,641941
"Sam Moll","CIN",-0.0541858896613121,-1.1554679870605469,1.1012821197509766,5.813000202178955,0.5865136981010437,0.7137428522109985,0.6859772801399231,0.9357749819755554,0.6493909358978271,22,0.40764158964157104,-0.4835595333287935,4,4,"Sam Moll",14874,594580
"Kyle Finnegan","DET",0.16812211275100708,-2.2395739555358887,2.407696008682251,6.4770002365112305,0.6606134176254272,1.2198424339294434,1.1194343566894531,1.1919916868209839,1.3631272315979004,22,-0.03291158378124237,0.1707343943957577,7,4,"Kyle Finnegan",15009,640448
"Justin Topa","MIN",-0.4150993227958679,-1.8794684410095215,1.4643691778182983,-6.497999668121338,-0.6711053848266602,0.9303711652755737,0.7100080251693726,0.9988608360290527,0.9189599752426147,15,-0.6251721978187561,0.17900690563354904,3,4,"Justin Topa",15145,623437
"Brad Keller","PHI",0.38906997442245483,-2.231926441192627,2.6209964752197266,3.5989997386932373,0.35738420486450195,1.4688787460327148,1.5248444080352783,1.5158272981643677,1.4488874673843384,16,0.342552125453949,-0.07767663762127974,8,4,"Brad Keller",15734,641745
"Aaron Bummer","ATL",-0.5001799464225769,-1.3446240425109863,0.8444440364837646,-9.230999946594238,-0.9035221934318542,0.9377949237823486,0.744519054889679,1.0560842752456665,0.9768375158309937,16,-0.2791042625904083,-0.25425322713158005,2,4,"Aaron Bummer",16258,607481
"Tim Hill","NYY",-0.09439801424741745,-1.9043781757354736,1.809980034828186,3.1510002613067627,0.3239574134349823,1.4538893699645996,1.1801389455795288,1.4390079975128174,1.232319951057434,20,0.4231831729412079,-0.4881110940042224,10,4,"Tim Hill",16814,657612
"Tanner Banks","PHI",-0.5970138907432556,-1.8547558784484863,1.257741928100586,-5.559999942779541,-0.5807160139083862,0.9145762324333191,0.7866638898849487,0.8264600038528442,0.8760133385658264,15,-0.28440842032432556,-0.36836810017942956,3,4,"Tanner Banks",16990,621383
"Matt Gage","SFG",-0.5376419425010681,-2.016169786453247,1.4785279035568237,2.9549999237060547,0.3160378634929657,0.9755802154541016,0.957344114780426,1.4458308219909668,0.7476999759674072,22,0.3600490391254425,-0.9111487170241102,5,4,"Matt Gage",17381,657424
"Dennis Santana","PIT",-0.6728155612945557,-2.9788734912872314,2.306057929992676,-4.266000270843506,-0.42273467779159546,1.428378701210022,1.3021652698516846,1.4048086404800415,1.616676926612854,13,-0.5657135844230652,0.09467914465958116,9,4,"Dennis Santana",17878,642701
"Garrett Cleavinger","TBR",0.00409604050219059,-1.1982120275497437,1.2023080587387085,-2.1760001182556152,-0.22476902604103088,1.9333045482635498,1.4717090129852295,1.6927272081375122,2.034980058670044,10,-0.30084213614463806,0.3029608093282653,4,4,"Garrett Cleavinger",17897,664076
"Seranthony Domínguez","CHW",-0.3466480076313019,-3.417912483215332,3.0712645053863525,-0.9319994449615479,-0.09702757745981216,2.076162576675415,1.7363545894622803,1.8833714723587036,2.388200044631958,6,-0.6584227681159973,0.49145703454305445,8,4,"Seranthony Dominguez",19249,622554
"Matt Festa","CLE",0.15866011381149292,-1.5421059131622314,1.7007660865783691,0.43900004029273987,0.05061741918325424,0.8944213390350342,0.7103346586227417,1.238417387008667,0.8854299783706665,20,-0.40750592947006226,0.5848944899695991,5,4,"Matt Festa",19330,670036
"Lucas Erceg","KCR",0.2540319263935089,-3.1981704235076904,3.452202320098877,1.3199999332427979,0.14778171479701996,1.8954291343688965,1.8595046997070312,1.8840285539627075,2.3555333614349365,3,-0.09076698124408722,0.2247904178301728,11,4,"Lucas Erceg",19360,668674
"David Bednar","NYY",-0.6750940680503845,-3.7225780487060547,3.0474839210510254,-5.052000045776367,-0.5532412528991699,1.7229000329971313,1.2999610900878906,1.442272663116455,3.4921998977661133,2,-0.692988395690918,0.30115250555166195,7,4,"David Bednar",19569,670280
"Will Vest","DET",-0.6348399519920349,-2.0932021141052246,1.458362102508545,-1.9320000410079956,-0.1821451485157013,1.8773354291915894,1.226058840751648,1.216225028038025,1.5336833000183105,12,0.17984864115715027,-0.5180087494258186,3,4,"Will Vest",19769,676684
"Bryan Baker","TBR",0.09465207904577255,-3.1480720043182373,3.2427241802215576,6.001999855041504,0.6135121583938599,2.0400822162628174,1.4942131042480469,1.5478260517120361,2.7693750858306885,8,0.490059494972229,-0.4436632868727517,10,4,"Bryan Baker",19804,641329
"Riley O'Brien","STL",0.908251941204071,-3.7169742584228516,4.6252264976501465,1.5109999179840088,0.13495099544525146,2.532238006591797,2.0510666370391846,2.1352334022521973,1.9835000038146973,8,0.3128432035446167,0.045832378624103,15,4,"Riley O'Brien",20348,676617
"Zack Kelly","BOS",-0.23681801557540894,-1.6992695331573486,1.4624515771865845,0.7199999690055847,0.05770590156316757,1.2748438119888306,0.9052841067314148,1.1810941696166992,1.1075166463851929,12,0.18628524243831635,-0.37204761846299894,3,4,"Zack Kelly",20349,677161
"Ryan Walker","SFG",-0.9787899255752563,-2.919693946838379,1.9409040212631226,-5.185000419616699,-0.552705705165863,1.5620486736297607,1.083145022392273,1.1258000135421753,0.8539111018180847,9,-0.4473881423473358,-0.1792184046182107,2,4,"Ryan Walker",20423,676254
"Connor Brogdon","CLE",-0.48397204279899597,-1.4943140745162964,1.0103421211242676,-3.7179999351501465,-0.38783514499664307,1.037670373916626,0.9890254139900208,1.3064533472061157,1.2211090326309204,11,-0.12035131454467773,-0.34605117218361914,4,4,"Connor Brogdon",21205,641401
"Jacob Latz","TEX",-0.4170420169830322,-2.317798189818859,1.900755986571312,3.352000117301941,0.3330504298210144,1.2282000311305015,1.3848370578553941,1.575778945496208,1.4639750272035599,8,0.7350548505783081,-1.0746103027949672,7,4,"Jacob Latz",21306,656641
"Hogan Harris","ATH",0.8560461401939392,-2.113506317138672,2.969552516937256,-1.0280003547668457,-0.07254283130168915,1.5691202878952026,1.300119400024414,1.6412593126296997,1.6122817993164062,22,0.026558704674243927,0.5189993043565541,9,4,"Hogan Harris",21520,663687
"Ryan Rolison","CHC",-0.6333019733428955,-1.5236647129058838,0.8903627991676331,-0.5149999856948853,-0.05436530336737633,1.000333309173584,0.8773924708366394,1.059999942779541,1.517366647720337,6,0.16396450996398926,-0.7970554682827641,2,4,"Ryan Rolison",22200,669020
"Angel Zerpa","MIL",-0.3820740580558777,-2.3871726989746094,2.005098819732666,-1.9259999990463257,-0.19400189816951752,2.0163447856903076,2.0424489974975586,2.1526167392730713,1.7765555381774902,9,-0.26424604654312134,0.07475759160852921,5,4,"Angel Zerpa",22717,672582
"Ben Brown","CHC",0.692236065864563,-2.3887439370155334,3.0809799432754517,7.229400157928467,0.7496346235275269,1.0429532749210289,0.959365337360196,1.3283066749572754,0.8853230934876662,13,0.7439698278903961,-0.08024300281572705,5,4,"Ben Brown",23590,676962
"Victor Vodnik","COL",-0.546750009059906,-3.3325719833374023,2.7858219146728516,-5.496999740600586,-0.4676308333873749,1.8945170640945435,1.6419514417648315,1.4330110549926758,1.8082000017166138,8,-0.316545695066452,0.027949714897111566,6,4,"Victor Vodnik",24614,680767
"Ryan Weiss","HOU",-1.4041419923305511,-2.6877079606056213,1.2835661172866821,-10.944899320602417,-1.043103188276291,0.7137848563266523,0.6489312607666542,0.9414666493733724,0.6050999959309896,6,-1.3493835180997849,-0.6177946587484611,0,4,"Ryan Weiss",24621,680802
"Abner Uribe","MIL",-0.1326819658279419,-2.633527994155884,2.5008459091186523,1.334999918937683,0.13449619710445404,1.7749868631362915,1.5190348625183105,1.6674299240112305,2.0233800411224365,10,0.09104003757238388,-0.16579099409129644,9,4,"Abner Uribe",25327,682842
"Kevin Kelly","TBR",1.2205281257629395,-2.1433298587799072,3.3638579845428467,8.714999198913574,0.8782055377960205,1.7947616577148438,1.700028419494629,2.221583366394043,1.471809983253479,20,0.6862831115722656,-0.006232855029031592,16,4,"Kevin Kelly",25679,687330
"Bryan King","HOU",0.31640610098838806,-3.060255765914917,3.376661777496338,1.74399995803833,0.17561106383800507,2.0936214923858643,1.8046047687530518,1.8916499614715576,2.0058600902557373,10,0.5617431998252869,-0.41061459222400754,9,4,"Bryan King",25890,687911
"Andrew Nardi","MIA",-0.10390990972518921,-1.9133440256118774,1.8094340562820435,-3.5930001735687256,-0.3710496425628662,1.2150795459747314,1.131701111793518,1.1251304149627686,1.2121684551239014,19,-0.149162158370018,0.06364519771553416,10,4,"Andrew Nardi",25942,677053
"Graham Ashcraft","CIN",0.3094061315059662,-2.8266701698303223,3.1360762119293213,5.650999546051025,0.518627405166626,1.5217779874801636,1.3524032831192017,1.2710239887237549,1.5743237733840942,21,0.14785410463809967,0.05546473296599552,12,4,"Graham Ashcraft",27552,668933
"Brent Headrick","NYY",0.6747261881828308,-2.079756021499634,2.7544822692871094,6.349999904632568,0.6694691181182861,1.2699482440948486,1.1678297519683838,1.4885153770446777,1.1328434944152832,23,0.28114303946495056,0.25015907565686657,10,4,"Brent Headrick",27702,687396
"Will Klein","LAD",0.11604807712137699,-1.4525219835340977,1.5685701221227646,5.143999695777893,0.545110322535038,0.9803999793398511,0.9907597353061041,1.2733624428510666,0.9710000111506536,13,0.5589564815163612,-0.4405883873028979,3,4,"Will Klein",27787,694361
"Bradgley Rodriguez","SDP",0.03657802939414978,-1.5694119930267334,1.605989933013916,4.860999941825867,0.5138315558433533,0.9470933011599949,0.8559144576390584,0.9859363490884955,1.3838316076680233,19,0.5975457727909088,-0.5589244148430179,5,4,"Bradgley Rodriguez",29107,699134
"Chase Silseth","LAA",0.049604080617427826,-1.7786296606063843,1.8282338380813599,0.4359997808933258,0.06357966363430023,1.1113011837005615,0.9049199819564819,1.47087824344635,1.2254444360733032,18,0.16465525329113007,-0.12001921641384589,5,4,"Chase Silseth",30074,681217
"Jaden Hill","COL",0.49600210785865784,-2.170315980911255,2.666317939758301,4.630000114440918,0.43021130561828613,1.8740999698638916,1.2755488157272339,1.6714667081832886,1.3937499523162842,20,0.32306399941444397,-0.05840250011636733,9,4,"Jaden Hill",30250,677955
"Mason Fluharty","TOR",0.43326812610030174,-1.0991260707378387,1.5323942303657532,0.892000138759613,0.10251255333423615,1.032341826100682,0.8859697859734297,1.2075999401233815,1.2022154056108916,26,0.12990493327379227,0.289789508185413,5,4,"Mason Fluharty",31553,689254
"Andrew Morris","MIN",-0.7242659293115139,-2.4116780757904053,1.6874120272696018,-0.7790002524852753,-0.06592307984828949,1.1693247450460302,0.9388456619702853,1.111114306109292,1.4560153621893663,13,0.052471643313765526,-0.6718598264339332,3,4,"Andrew Morris",31891,702193
"Huascar Brazobán","NYM",0.5482921451330185,-2.1152100414037704,2.6635022163391113,4.412899911403656,0.46110424399375916,1.5261813157072692,1.2748914344890698,1.6278727759014477,1.2578727115284314,22,0.7006307393312454,-0.3413731992932017,10,3,"Huascar Brazoban",6107,623211
"Fernando Cruz","NYY",0.9137501120567322,-1.8605021238327026,2.77425217628479,6.38100004196167,0.6849315166473389,1.6091163158416748,1.2580465078353882,1.6018240451812744,1.524808406829834,24,0.49218276143074036,0.0756755736447946,10,3,"Fernando Cruz",7048,518585
"Caleb Thielbar","CHC",-0.062192048877477646,-1.3415762186050415,1.2793841361999512,2.69599986076355,0.27760154008865356,1.5635372400283813,1.3615167140960693,1.5720922946929932,0.8986750245094299,8,0.16779416799545288,-0.20757067429494386,4,3,"Caleb Thielbar",10078,573204
"Blake Treinen","LAD",0.10467200726270676,-1.3114361763000488,1.4161081314086914,1.8430001735687256,0.2519877851009369,1.1408129930496216,1.006410002708435,1.307289958000183,1.0333157777786255,19,0.10641728341579437,-0.014665166372581598,6,3,"Blake Treinen",12572,595014
"Burch Smith","DET",-0.43299390375614166,-1.109322041273117,0.6763280965387821,-0.17599976062774658,-0.031118229031562805,0.6532815506583766,0.6104190519877842,0.5849692179606512,0.8884444369210137,9,0.08330591022968292,-0.7461042141459205,1,3,"Burch Smith",12784,572143
"Andrew Kittredge","BAL",-0.6796860098838806,-1.2433820962905884,0.563696026802063,-6.625999927520752,-0.6835121512413025,1.0037319660186768,0.6742818355560303,0.722000002861023,0.4801499843597412,8,-0.506510853767395,-0.17064802220212205,0,3,"Andrew Kittredge",12828,552640
"Shawn Armstrong","CLE",0.21993009746074677,-1.0664479732513428,1.286378026008606,1.7519999742507935,0.18096528947353363,1.3107508420944214,1.2631250619888306,1.1790285110473633,1.4526000022888184,12,-0.02254893071949482,0.19033833080816848,3,3,"Shawn Armstrong",12857,542888
"Pierce Johnson","CIN",0.6603798866271973,-1.1310900449752808,1.791469931602478,7.15500020980835,0.6978177428245544,0.9234110116958618,0.7939871549606323,0.9539564847946167,0.8757176399230957,17,0.1466646045446396,0.5684881045555011,6,3,"Pierce Johnson",13435,572955
"Matt Strahm","KCR",0.25645002722740173,-1.8316540718078613,2.088104009628296,1.283000111579895,0.138965904712677,1.6173863410949707,1.5167293548583984,1.5601999759674072,1.9796874523162842,16,-0.08134959638118744,0.2399078954785973,9,3,"Matt Strahm",13799,621381
"Brent Suter","LAA",-0.40505993366241455,-1.7558703422546387,1.350810468196869,3.0410001277923584,0.3037066478282213,0.6630188124811548,0.7258333750069141,0.7364842232904936,1.4578363678672097,11,0.03764250874519348,-0.6485752998474485,1,3,"Brent Suter",13942,608718
"Tim Mayza","PHI",-0.3262900039553642,-1.1907940059900284,0.864504024386406,2.1659998893737793,0.18848659843206406,0.5745903563040954,0.43036000728607177,0.5916454575278542,0.6733333302868737,18,0.13404294848442078,-0.7019083857920372,0,3,"Tim Mayza",15042,641835
"Cole Sulser","TBR",0.42863819003105164,-1.4660782217979431,1.8947163820266724,1.1460002064704895,0.10637618042528629,1.110545092937993,1.2017858602382518,1.3692888220151265,1.5620153958980854,13,0.06089789606630802,0.3250730948973021,5,3,"Cole Sulser",15256,642121
"Devin Williams","NYM",0.564574122428894,-2.5769307613372803,3.1415047645568848,-3.4100000858306885,-0.3840741217136383,2.2515387535095215,1.82048499584198,1.8675999641418457,2.114025115966797,8,0.04452433064579964,0.2062260157778985,10,3,"Devin Williams",15816,642207
"Sean Manaea","NYM",-0.39451390504837036,-1.4009321928024292,1.006418228149414,-11.270999908447266,-1.1606231927871704,0.5264622569084167,0.5522933602333069,0.9473090767860413,1.4636000394821167,5,-0.5570936799049377,-0.19227419950412672,2,3,"Sean Manaea",15873,640455
"Bryan Abreu","HOU",-0.016296112909913063,-2.126707077026367,2.1104109287261963,-4.034000396728516,-0.43193843960762024,1.5475319623947144,1.3794536590576172,1.2600420713424683,1.1347143650054932,7,-0.4432176649570465,0.4326872763732167,6,3,"Bryan Abreu",16609,650556
"Ryan Thompson","ARI",0.5793660283088684,-1.0217419862747192,1.6011079549789429,3.1619999408721924,0.32612118124961853,1.0635820627212524,0.997138500213623,1.325452208518982,1.3032699823379517,20,0.2637932002544403,0.28093771296396997,6,3,"Ryan Thompson",16647,657044
"Brennan Bernardino","COL",0.07627007365226746,-2.054905951023102,2.1311760544776917,4.532299757003784,0.4547826051712036,1.3474329788606245,0.9663689629784946,1.1677249372005463,1.7281052940770198,19,0.454725906252861,-0.3981219230872117,4,3,"Brennan Bernardino",16835,657514
"Luke Weaver","NYM",1.1868321895599365,-1.996824026107788,3.1836562156677246,4.344000339508057,0.42920634150505066,1.8760956525802612,1.8005774021148682,2.0077810287475586,1.5555052757263184,19,0.4467616379261017,0.18584586688189886,14,3,"Luke Weaver",16918,596133
"JT Brubaker","SFG",-0.12019406259059906,-0.42504405975341797,0.3048499822616577,1.313999891281128,0.12963277101516724,0.20346786081790924,0.15422838926315308,0.21191765367984772,0.16411110758781433,9,-0.12268560379743576,-0.4680419052422601,0,3,"JT Brubaker",17578,664141
"Trevor Megill","MIL",-0.5446999073028564,-2.0991439819335938,1.5544440746307373,-1.8589998483657837,-0.19960008561611176,1.3035584688186646,1.4911222457885742,1.4911222457885742,1.1611167192459106,12,-0.08444148302078247,-0.3334146548757284,7,3,"Trevor Megill",17722,656730
"José Alvarado","PHI",0.18525607883930206,-2.1715400218963623,2.3567960262298584,-5.854000091552734,-0.6043116450309753,1.44817054271698,1.1184152364730835,1.3015825748443604,1.7786909341812134,22,-0.40678760409355164,0.5347118183865275,7,3,"Jose Alvarado",17780,621237
"Brock Burke","CIN",0.2910820543766022,-1.9085960388183594,2.1996779441833496,-2.0219998359680176,-0.21584485471248627,1.20467209815979,0.8996276259422302,1.0328799486160278,1.0707999467849731,19,-0.03472638130187988,0.276354003308937,6,3,"Brock Burke",17968,656271
