Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Manny Machado","SDP",153,640,28,92,106,12,0.0984375,0.159375,0.210992908,0.28988764,0.278368794,0.346875,0.489361702,0.34968837026565797,0.3768401274809966,123.25985632199338,-0.3119739422108978,18.63911830589697,4.523363471031189,4.476071168025064,"Manny Machado",11493,592518
"Brandon Lowe","TBR",149,615,39,97,99,7,0.110569105,0.271544715,0.276635514,0.280120481,0.246728971,0.339837398,0.523364485,0.36336161920559973,0.3553165117379296,136.42345818863697,1.823306298116222,29.249045980965622,-5.887858629226685,4.454725277044507,"Brandon Lowe",18882,664040
"Joey Gallo","- - -",153,616,38,90,77,6,0.180194805,0.34577922,0.259036145,0.245967741,0.19879518,0.35064935,0.457831325,0.3484881172984009,0.3500737482958501,122.55962644377595,1.9230705054942518,18.937393492707375,4.089705228805542,4.424658867241205,"Joey Gallo",14128,608336
"Ronald Acuña Jr.","ATL",82,360,24,72,52,17,0.136111111,0.236111111,0.313131313,0.310880829,0.282828282,0.394444444,0.595959595,0.41197204473298354,0.4299365986629027,157.32891175727008,2.7974471375346184,29.071280586355556,2.4806301593780518,4.375191062439017,"Ronald Acuna Jr.",18401,660670
"Tim Anderson","CHW",123,551,17,94,61,18,0.039927404,0.215970961,0.15939279,0.372448979,0.309297912,0.337568058,0.468690702,0.34471611738204955,0.3218537219980145,118.40024070724031,3.9071582907345146,16.320169851816594,7.572967529296875,4.288263154217681,"Tim Anderson",15172,641313
"Nolan Arenado","STL",157,653,34,81,105,2,0.076569678,0.147013782,0.239460371,0.24893617,0.254637436,0.312404287,0.494097807,0.335943981750991,0.31322965400163516,111.5414266521601,1.30478770355694,10.899234105936545,9.617668390274048,4.254526762574193,"Nolan Arenado",9777,571448
"Rafael Devers","BOS",156,664,38,101,113,5,0.093373493,0.215361445,0.258883248,0.306763285,0.279187817,0.352409638,0.538071065,0.37304485261531,0.39102331021936926,132.50393810827188,-0.32194632082246244,26.102513520227284,-6.591598987579346,4.23692509297012,"Rafael Devers",17350,646240
"Javier Báez","- - -",138,547,31,80,87,18,0.051188299,0.336380255,0.229083665,0.351724137,0.264940239,0.318681318,0.494023904,0.3440072793951806,0.31811420869212564,116.63502616195355,4.486016312381253,16.07000323243573,7.157664895057678,4.169685106287239,"Javier Baez",12979,595879
"Xander Bogaerts","BOS",144,603,23,90,79,5,0.102819237,0.187396351,0.198487712,0.3325,0.29489603,0.369817578,0.493383742,0.36804320342132135,0.3580559539794922,129.12394977901238,0.2524848722387105,21.754028628612115,-1.1976408958435059,4.132259957503225,"Xander Bogaerts",12161,593428
"Mike Zunino","TBR",109,375,33,64,62,0,0.090666666,0.352,0.342342342,0.23076923,0.216216216,0.301333333,0.558558558,0.3584973629315694,0.35485319010416666,133.1363165281403,-0.18692516232840717,15.026869643304172,12.719357967376709,4.070173132911212,"Mike Zunino",13265,572287
"Byron Buxton","MIN",61,254,19,50,32,9,0.051181102,0.244094488,0.340425532,0.344155844,0.306382978,0.358267716,0.64680851,0.41880824105946096,0.40840848787563055,170.70003080421128,2.647824208950624,24.634287563774222,7.194182336330414,4.063955103795436,"Byron Buxton",14161,621439
"Justin Turner","LAD",151,612,27,87,87,3,0.099673202,0.160130718,0.193245779,0.292270531,0.277673545,0.361111111,0.470919324,0.3584584999902576,0.36125555210144744,126.21444508400096,-2.7929427279159427,17.630988288095946,2.1728777289390564,4.045071665401965,"Justin Turner",5235,457759
"Teoscar Hernández","TOR",143,595,32,92,116,12,0.060504201,0.248739495,0.227272727,0.352150537,0.296363636,0.346218487,0.523636363,0.36892860937198807,0.36581976939055877,131.83245288722355,1.3866230510175228,24.576002518714006,-4.706140995025635,4.035942882574211,"Teoscar Hernandez",13066,606192
"Jorge Polanco","MIN",152,644,33,97,98,11,0.069875776,0.183229813,0.234693878,0.282167042,0.268707482,0.322981366,0.50340136,0.349227445373624,0.3461432805513705,123.67908466481015,1.402981964405626,20.0733480823359,-2.1530747413635254,4.0087344380457735,"Jorge Polanco",13152,593871
"Francisco Lindor","NYM",125,524,20,73,63,10,0.110687022,0.183206106,0.181415929,0.24778761,0.230088495,0.322393822,0.411504424,0.31673463819555736,0.3443411070468598,101.20426909111724,-0.5523485532030463,0.2509964019687967,21.48434829711914,3.9426524422256715,"Francisco Lindor",12916,596019
"Mookie Betts","LAD",122,550,23,93,58,10,0.123636363,0.156363636,0.223175966,0.276243093,0.263948497,0.367272727,0.487124463,0.3653867228405319,0.3567295563526643,130.7172033703091,0.5644142364617437,22.07199718315755,-1.4439585208892822,3.919100736748739,"Mookie Betts",13611,605141
"Randy Arozarena","TBR",141,604,20,94,69,20,0.092715231,0.281456953,0.185255198,0.363372093,0.274102079,0.355960264,0.459357277,0.34959715108076733,0.2980804443359375,127.12177791959417,1.7387503320351243,21.79534283141098,-3.7323453426361084,3.885668910789472,"Randy Arozarena",19290,668227
"Jeimer Candelario","DET",149,626,16,75,67,0,0.103833865,0.215654952,0.172351885,0.332512315,0.271095152,0.351437699,0.443447037,0.3443679286956787,0.355494287109375,118.85531833679906,1.05919135408476,15.510602564179864,1.61392380297184,3.867120908338917,"Jeimer Candelario",13621,600869
"Corey Seager","LAD",95,409,16,54,57,1,0.117359413,0.161369193,0.21529745,0.335766423,0.305949008,0.393643031,0.521246458,0.38931151602133485,0.39187284652372545,146.26629338533422,-0.12109842663630843,23.96881611797384,0.3734009265899658,3.817110018145639,"Corey Seager",13624,608369
"Jake Cronenworth","SDP",152,643,21,94,71,4,0.085536547,0.139968895,0.194003528,0.2832244,0.266313932,0.34015748,0.46031746,0.34072414983437055,0.343990185546875,117.43387198234791,-0.07891955715604126,14.192003659377427,1.5792535077780485,3.7450081139526703,"Jake Cronenworth",18036,630105
"Yoán Moncada","CHW",144,616,14,74,61,3,0.136363636,0.254870129,0.148076923,0.35042735,0.263461538,0.375,0.411538461,0.34715657961077806,0.35230143630054395,120.04944350639202,-1.0428289449773729,14.078330458162995,2.145839035511017,3.7424930356624033,"Yoan Moncada",17232,660162
"Matt Chapman","OAK",151,622,27,75,72,3,0.128617363,0.324758842,0.192816635,0.27184466,0.209829867,0.313504823,0.402646502,0.31149090179676414,0.31834915333132047,101.43100657872834,-0.8933556876145303,0.19641236398846562,15.385048627853394,3.6986518272308793,"Matt Chapman",16505,656305
"Nick Castellanos","CIN",138,585,34,95,100,3,0.07008547,0.206837606,0.267419962,0.340314136,0.308851224,0.362393162,0.576271186,0.3912440283545132,0.3752344591864224,140.28213426297262,0.15116378525272012,30.15077197575752,-12.923243045806885,3.6958801581556036,"Nick Castellanos",11737,592206
"Ozzie Albies","ATL",156,686,30,103,106,20,0.068513119,0.186588921,0.228934817,0.278242677,0.259141494,0.310495626,0.488076311,0.3358612113703064,0.32695801586699275,107.8633138676116,5.051072014961392,11.918228922470666,1.5231693387031555,3.656065454816727,"Ozzie Albies",16556,645277
"Enrique Hernández","BOS",134,585,20,84,60,1,0.104273504,0.188034188,0.198818897,0.277922077,0.25,0.336752136,0.448818897,0.3378441967515864,0.34750885270599624,108.71622301928437,2.564323102356866,8.807221351996043,7.5356690883636475,3.6479304579362637,"Enrique Hernandez",10472,571771
"Yasmani Grandal","CHW",93,375,23,60,62,0,0.232,0.218666666,0.279569892,0.245810055,0.240143369,0.419786096,0.519713261,0.4022374873492807,0.4105678282218708,157.27173121599688,-4.226113281445578,22.06891459660988,0.7928738594055176,3.580384486558218,"Yasmani Grandal",11368,518735
"Brandon Belt","SFG",97,381,29,65,59,3,0.125984251,0.270341207,0.323076923,0.30927835,0.273846153,0.377952755,0.596923076,0.40626257705310037,0.3708105339575066,158.60968534952224,-0.46005266159772873,27.96763986273973,-5.15042245388031,3.5699769392734892,"Brandon Belt",10264,474832
"Pete Alonso","NYM",152,637,37,81,94,3,0.094191522,0.199372056,0.256684492,0.274314214,0.262032085,0.343799058,0.518716577,0.36261472139041134,0.3764104691762773,131.02243880746173,-2.285403583664447,22.871814397248617,-9.089180827140808,3.5254097103117923,"Pete Alonso",19251,624413
"Joey Votto","CIN",129,533,36,73,99,1,0.14446529,0.238273921,0.296875,0.287197231,0.265625,0.375234521,0.5625,0.39131762305066076,0.40361046112465904,140.32996458469697,-1.8627503826282918,25.502680680380898,-8.31009978055954,3.5174082342090176,"Joey Votto",4314,458015
"Yordan Alvarez","HOU",144,598,33,92,104,1,0.08361204,0.242474916,0.253258845,0.320441988,0.277467411,0.346153846,0.530726256,0.36949795674877006,0.3860264274006339,136.9499108537178,-0.42907702340744436,26.623997917682615,-12.414905458688736,3.4786108071233732,"Yordan Alvarez",19556,670541
"Jean Segura","PHI",131,567,14,76,58,9,0.068783068,0.137566137,0.145914397,0.316901408,0.289883268,0.348056537,0.435797665,0.3375126980972968,0.3213109851095978,109.79163500095301,1.1888602026738226,8.256680826342746,7.369314670562744,3.4747202251356093,"Jean Segura",5933,516416
"Luis Robert Jr.","CHW",68,296,13,42,43,6,0.047297297,0.206081081,0.229090909,0.394088669,0.338181818,0.378378378,0.567272727,0.39890533827118957,0.386485776274262,155.0199489420947,0.20151454699225724,20.141000173470886,3.802006185054779,3.4174839062881985,"Luis Robert Jr.",20043,673357
"Jonathan India","CIN",150,631,21,98,69,12,0.112519809,0.223454833,0.189849624,0.326203208,0.268796992,0.376190476,0.458646616,0.3626584939433585,0.35245362298477245,121.70395704205981,-0.3041195764672011,17.13062239462146,-4.4091691970825195,3.3988109627425525,"Jonathan India",21523,663697
"Josh Donaldson","MIN",135,543,26,73,72,0,0.136279926,0.209944751,0.227571116,0.267692307,0.24726477,0.351749539,0.474835886,0.35261735601037353,0.38649283515082467,125.96990074267843,-1.2327182835433632,16.032504074942167,-0.9670878648757935,3.3755852374694286,"Josh Donaldson",5038,518626
"Dansby Swanson","ATL",160,653,27,78,88,9,0.079632465,0.255742725,0.200680272,0.296758104,0.248299319,0.311349693,0.448979591,0.3224367261116887,0.32936729619532457,99.13853501104396,1.7259990775492042,1.0098588712153092,9.934432029724121,3.294630175300206,"Dansby Swanson",18314,621020
"Yuli Gurriel","HOU",143,605,15,83,81,1,0.097520661,0.112396694,0.143396226,0.335511982,0.318867924,0.383471074,0.46226415,0.3632308445364286,0.3260015737555711,132.71475454540797,-1.335277734324336,22.89738274423093,-10.91646558046341,3.2792208566890757,"Yuli Gurriel",19198,493329
"Sean Murphy","OAK",119,448,17,47,59,0,0.089285714,0.254464285,0.188295165,0.256603773,0.216284987,0.305803571,0.404580152,0.3092813115300877,0.33792517062534955,99.9378212264274,-3.4816389533225447,-3.5157442806715764,20.807669162750244,3.272578149078784,"Sean Murphy",19352,669221
"Jesse Winker","CIN",110,485,24,77,71,1,0.10927835,0.154639175,0.250591016,0.324074074,0.304964539,0.393814432,0.555555555,0.40333832627978206,0.38801284663933366,148.14240397094358,-3.7389165845233947,25.98573380558284,-9.92379379272461,3.242524408705725,"Jesse Winker",13590,608385
"Adam Frazier","- - -",155,639,5,83,43,10,0.07511737,0.10798122,0.105719237,0.339285714,0.305025996,0.367924528,0.410745233,0.34051614886954756,0.3245148356956772,112.84813382529514,-0.9242581711150706,9.527471144587611,1.3615127205848694,3.2419776107300655,"Adam Frazier",15223,624428
"Brandon Nimmo","NYM",92,386,8,51,28,5,0.139896373,0.204663212,0.144615384,0.365546218,0.292307692,0.401041666,0.436923076,0.3690706718092163,0.3460110241346785,135.2182599974683,-0.10712620569393039,17.199102706010134,2.0078547596931458,3.2247808053129643,"Brandon Nimmo",12927,607043
"Ty France","SEA",152,650,18,85,73,0,0.07076923,0.163076923,0.154115587,0.326710816,0.290718038,0.367692307,0.444833625,0.35304897647058286,0.3462953449767313,129.1675693760138,-0.7047409180086106,22.507424285107096,-12.787111282348633,3.2070874652503787,"Ty France",17982,664034
"AJ Pollock","LAD",117,422,21,53,69,9,0.071090047,0.189573459,0.239583333,0.326315789,0.296875,0.355450236,0.536458333,0.3748424556551938,0.3561561657832219,136.86262914607624,0.905195697909221,20.708880342185964,-3.382704734802246,3.1573161687425144,"AJ Pollock",9256,572041
"Willy Adames","- - -",140,555,25,77,73,5,0.102702702,0.281081081,0.219315895,0.331230283,0.261569416,0.336936936,0.480885311,0.3492630730897511,0.32381540429290884,119.57147494841749,-1.2285950630903244,12.786182451705844,-0.2231132984161377,3.1371005453396217,"Willy Adames",15986,642715
"Kris Bryant","- - -",144,586,25,86,73,10,0.105802047,0.230375426,0.216374269,0.312676056,0.265107212,0.35324232,0.481481481,0.3562471184533896,0.34679082496879027,124.3297865166277,2.5374246947467327,20.687697546456786,-9.539004385471344,3.0896877816371138,"Kris Bryant",15429,592178
"Myles Straw","- - -",158,638,4,86,48,30,0.105015673,0.189655172,0.076241135,0.336343115,0.271276595,0.348508634,0.34751773,0.31082929256759595,0.3046420955058164,97.80223509216792,4.332735211588442,2.6159974106302784,6.18473706766963,3.0736632738138567,"Myles Straw",17620,664702
"Joey Wendle","TBR",136,501,11,73,54,8,0.055888223,0.225548902,0.156521739,0.327433628,0.265217391,0.319361277,0.42173913,0.3168277411873432,0.286698805683791,104.97703751484642,1.3033204269595444,4.356207196731049,9.131812334060669,3.0731652007041603,"Joey Wendle",13853,621563
"Jacob Stallings","PIT",112,427,8,38,53,0,0.114754098,0.199063231,0.122994653,0.296819787,0.245989304,0.334894613,0.368983957,0.31187709391256685,0.3132720161098507,92.29249994139577,-1.0062508103437722,-5.19600607784626,21.483036994934082,3.069939411672601,"Jacob Stallings",13723,607732
"J.P. Crawford","SEA",160,687,9,89,54,3,0.084425036,0.165938864,0.103392569,0.32,0.273021001,0.338192419,0.37641357,0.3141035026007325,0.2997507567287015,102.84920076356005,-3.0173254816327244,-0.6208011330148491,7.627083212137222,3.062011117942968,"J.P. Crawford",15491,641487
"Giancarlo Stanton","NYY",139,579,35,64,97,0,0.10880829,0.271157167,0.243137255,0.323987538,0.272549019,0.354058721,0.515686274,0.36953522672290207,0.3617867674503027,138.1502517466922,-3.080014993902296,23.964427212182652,-13.406076431274414,3.047277369886892,"Giancarlo Stanton",4949,519317
"Tommy Edman","STL",159,691,11,91,56,30,0.054992764,0.13748191,0.124804992,0.291280148,0.262090483,0.307692307,0.386895475,0.30078707314854447,0.3184035943478954,88.69241256128448,6.618575238622725,-3.328496406411059,9.94960418343544,2.9889825159150214,"Tommy Edman",19470,669242
"Tony Kemp","OAK",131,397,8,54,37,8,0.130982367,0.128463476,0.13939394,0.304347826,0.278787878,0.381679389,0.418181818,0.3513024940745521,0.3244034359827066,128.33467615833194,2.055615508230403,15.828053217417457,0.2501811385154724,2.9757189813221108,"Tony Kemp",14894,643393
"Harrison Bader","STL",103,401,16,45,50,9,0.06733167,0.211970074,0.193460491,0.305970149,0.267029972,0.324189526,0.460490463,0.33069843657409087,0.2912448738194719,108.13226639246153,0.7719240584410727,4.923406573460724,10.882128119468689,2.934173479220983,"Harrison Bader",18030,664056
"Max Stassi","LAA",87,319,13,45,35,0,0.087774294,0.31661442,0.184397163,0.325443786,0.241134751,0.326018808,0.425531914,0.3268142137034186,0.3193172129922861,105.40940958253566,-1.1318005283828825,0.9809226928566264,17.329517662525177,2.9316685192054375,"Max Stassi",10059,545358
"Darin Ruf","SFG",117,312,16,41,43,2,0.147435897,0.278846153,0.248091603,0.34375,0.270992366,0.384615384,0.519083969,0.38433934853922935,0.3794316659081715,144.36144290888666,-0.3742918351199478,17.24577297864665,1.446643590927124,2.9241928471594942,"Darin Ruf",9929,573131
"Mark Canha","OAK",141,625,17,93,61,12,0.1232,0.2048,0.156069364,0.27393617,0.231213872,0.3584,0.387283236,0.33302490367889404,0.3321886474609375,115.98314172873634,0.4572317253332585,12.687732079018033,-5.036343544721603,2.9137646524628438,"Mark Canha",11445,592192
"José Abreu","CHW",152,659,30,86,117,1,0.092564491,0.216995447,0.219081273,0.29280397,0.261484098,0.350531107,0.480565371,0.3539355836990403,0.34683954148065477,124.63052342896387,-1.9846522598527372,17.888241575907966,-12.186769843101501,2.835006792346573,"Jose Abreu",15676,547989
"Kevin Kiermaier","TBR",122,390,4,54,37,9,0.084615384,0.253846153,0.129310345,0.345381526,0.258620689,0.328205128,0.387931034,0.3102819656895608,0.28386217063095526,100.55356758915703,4.295305542647839,4.559629981169682,10.152209281921387,2.814662274761853,"Kevin Kiermaier",11038,595281
"Amed Rosario","CLE",141,588,11,77,57,13,0.052721088,0.204081632,0.127272728,0.340425531,0.281818181,0.321428571,0.409090909,0.3154132664203644,0.3020613683413153,101.620425915183,4.873199614929035,6.039763595732644,1.7514522075653076,2.800711932436884,"Amed Rosario",15518,642708
"Omar Narváez","MIL",123,445,11,54,49,0,0.092134831,0.188764044,0.135549872,0.307947019,0.265984654,0.341573033,0.401534526,0.32220459254079276,0.3044928641340851,100.13299421418111,-1.4681443399749696,-1.392801844169004,14.00615930557251,2.7621263429929277,"Omar Narvaez",13338,553882
"Chris Taylor","LAD",148,582,20,92,73,13,0.108247422,0.28694158,0.183431953,0.3374613,0.254437869,0.344234079,0.437869822,0.3380622528171704,0.32908748962718587,112.95861123556014,3.9578274365048856,13.559097587055986,-5.605324923992157,2.755857102519545,"Chris Taylor",13757,621035
"Adolis García","TEX",149,622,31,77,90,16,0.051446945,0.311897106,0.211703959,0.305555555,0.242685025,0.286173633,0.454388984,0.31422503498589494,0.2964988291455235,98.50564175324193,0.1378796047065407,-1.0001332452508351,7.152820110321045,2.7531785865808183,"Adolis Garcia",19287,666969
"J.D. Martinez","BOS",148,634,28,92,99,0,0.086750788,0.236593059,0.231578947,0.340050377,0.285964912,0.349131121,0.517543859,0.36397208599002356,0.37203675289853716,126.37279133683903,-1.7705635908059776,18.70083022977941,-13.045120656490326,2.7445572055882557,"J.D. Martinez",6184,502110
"Salvador Perez","KCR",161,665,48,88,121,1,0.042105263,0.255639097,0.270967742,0.298029556,0.272580645,0.315789473,0.543548387,0.3591030183249631,0.36887575458289995,125.0284922153468,-3.647767753805965,16.73008356759592,-12.5328848361969,2.7047719373507952,"Salvador Perez",7304,521692
"Willson Contreras","CHC",128,483,21,61,57,5,0.107660455,0.285714285,0.200968523,0.298449612,0.237288135,0.339544513,0.438256658,0.33705513123654723,0.34606978006025857,110.9365853137724,-1.793868123088032,4.930881508501146,5.6174468994140625,2.6829157811718276,"Willson Contreras",11609,575929
"Kyle Schwarber","- - -",113,471,32,76,71,1,0.135881104,0.269639065,0.288220551,0.305785123,0.26566416,0.373673036,0.553884711,0.3916120416306435,0.39918588016078926,145.2543943368363,-2.6005983194336295,24.048472520278157,-13.299790620803833,2.6743339489909106,"Kyle Schwarber",16478,656941
"George Springer","TOR",78,342,22,59,50,4,0.108187134,0.230994152,0.2909699,0.28643216,0.264214046,0.351906158,0.555183946,0.38122718947775225,0.364539067885455,140.1435230186328,0.5260796740185469,17.335148152506697,-2.8299808502197266,2.62908549763183,"George Springer",12856,543807
"Whit Merrifield","KCR",162,720,10,97,74,40,0.055555555,0.143055555,0.11746988,0.309058614,0.277108433,0.316666666,0.394578313,0.30623238880876374,0.3039606807958102,89.2998547610978,6.58938514161855,-2.8430586461635627,4.196630120277405,2.608520033505916,"Whit Merrifield",11281,593160
"Kolten Wong","MIL",116,492,14,70,50,12,0.06300813,0.168699186,0.175280899,0.304843304,0.271910112,0.335365853,0.447191011,0.3365938156054122,0.3097342124053271,109.48477096674125,1.8248041300103068,7.76552565353232,1.6934911012649536,2.6039675548118084,"Kolten Wong",12532,543939
"Hunter Renfroe","BOS",144,572,31,89,96,1,0.076923076,0.227272727,0.24184261,0.284153005,0.259117082,0.314685314,0.500959692,0.3439629382186836,0.35175773219058387,112.85111412148343,-3.3199947299435735,5.679929760302256,0.34351491928100586,2.56849724234448,"Hunter Renfroe",15464,592669
