"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Antonacci, Sam","803011","95","10.8",40,"108.4","88.6","98.8","91.3","88.2","407","145",,"36",37.9,"8",8.4,6.1
"Sanoja, Javier","691594","95","12.8",31.6,"106.2","88.2","98.3","90.4","89.1","378","149","375","33",34.7,"2",2.1,1.7
"DeLuca, Jonny","676356","94","12.6",29.8,"109","85.5","97.7","89.5","85.4","438","146","416","28",29.8,"3",3.2,2.4
"Schneemann, Daniel","682177","94","11.8",41.5,"107.1","88","98.4","92.2","82.4","424","177","396","34",36.6,"7",7.4,4.5
"Realmuto, J.T.","592663","94","9.6",31.9,"107.3","89","98.5","92","85","401","167","401","39",41.5,"2",2.1,1.6
"Butler, Lawrence","671732","94","7.9",29.8,"112.7","90.4","102.4","94.2","88.4","404","149","378","43",45.7,"6",6.4,3.9
"Smith, Dominic","642086","94","17",40.4,"109.1","90.1","99.5","94.8","81.1","430","200","397","40",42.6,"9",9.6,7.6
"Ballesteros, Moisés","694208","92","12.1",38,"111.4","91.2","101.5","97.2","85.6","427","173","390","46",50,"11",12,8.4
"Taveras, Leody","665750","92","15.1",34.8,"110","87.2","98.1","89.8","85.4","419","162","409","28",30.4,"4",4.3,2.8
"Ortiz, Joey","687401","91","7",18.7,"110.8","86","97.6","92.2","83.6","395","124","395","31",34.1,"3",3.3,2.3
"McMahon, Ryan","641857","91","13.8",27.5,"110.5","90.8","101.8","94","88.9","383","166","363","44",48.4,"8",8.8,5.3
"Mead, Curtis","678554","91","13.4",29.7,"109.6","88.8","100.7","92.4","85.6","404","164","396","41",45.1,"8",8.8,6.1
"Rooker, Brent","667670","90","18.6",33.3,"111.4","89.9","101.3","93.6","86.2","422","200","388","37",41.1,"13",14.4,8.4
"Walls, Taylor","670764","90","18.9",25.6,"101.9","82.4","92.7","87.7","78.8","364","150",,"13",14.4,"2",2.2,1.4
"Williamson, Ben","810938","89","5",36,"109.2","89.4","99.5","91.4","88","371","141",,"35",39.3,"1",1.1,0.8
"Manzardo, Kyle","700932","89","16.1",36,"108.4","89.7","99.4","94.6","83.9","454","178","399","38",42.7,"13",14.6,8.3
"Ruiz, Keibert","660688","89","16.3",34.8,"106.3","90.1","98.9","92.9","88.3","386","175","370","37",41.6,"6",6.7,5.6
"Grissom, Vaughn","687093","89","11.2",28.1,"108.6","90.7","100.9","94.4","87.3","406","158","396","41",46.1,"5",5.6,4.4
"Julien, Edouard","666397","88","8",40.9,"109.1","90.9","99.9","95.3","88","403","157","389","43",48.9,"7",8,4.8
"Lowe, Josh","666139","88","18.5",29.5,"109.2","88.6","98.3","91.6","85.7","426","182","384","30",34.1,"7",8,5.2
"Yoshida, Masataka","807799","87","7",24.1,"108.6","88.2","99.4","90.7","88.4","393","135","393","36",41.4,"2",2.3,1.8
"Diaz, Yainer","673237","87","5.9",23,"109.6","87.8","98.1","91.6","86.3","387","123","380","25",28.7,"3",3.4,2.8
"Pederson, Joc","592626","87","15.6",32.2,"110.6","91.8","101.5","94","89.2","415","177","385","42",48.3,"6",6.9,4.2
"Gelof, Zack","680869","86","16.9",29.1,"108.1","90.6","100.1","96.5","86.5","429","159","396","38",44.2,"8",9.3,6.4
"Matthews, Brice","694728","86","10.9",31.4,"111.1","88.6","100.6","95.4","84.5","434","152","398","34",39.5,"7",8.1,5
"Wells, Austin","669224","86","16.8",26.7,"110.5","90.2","100.8","94","87.2","396","169","377","40",46.5,"6",7,4.2
"Ramírez, Agustín","682663","86","6.3",26.7,"114.9","89.2","101.9","92.6","89.6","418","129","415","35",40.7,"4",4.7,3.1
"Stephenson, Tyler","663886","86","23",34.9,"107","90.6","99.7","94.7","85.4","406","209","388","37",43,"10",11.6,6.9
"Mayo, Coby","691723","86","19.2",26.7,"116.5","91.1","104.1","95.9","87.7","452","172","417","39",45.3,"7",8.1,4.9
"Vivas, Jorbit","678391","85","13.8",27.1,"108.5","82.7","94.4","86.3","80.8","380","133","364","20",23.5,"2",2.4,1.7
"Alvarez, Francisco","682626","85","8.8",29.4,"111.7","90.3","101.8","96.2","86.1","429","151","415","36",42.4,"14",16.5,10.9
"Sosa, Lenyn","672820","85","19.7",35.3,"107.7","89.4","99.4","91.7","89","415","168","415","32",37.6,"5",5.9,4.6
"Canzone, Dominic","686527","85","14.7",36.5,"114.1","92.8","103.4","97.5","88.6","444","176","402","40",47.1,"12",14.1,9.5
"Raley, Luke","670042","85","13.8",41.2,"113.8","91.7","103.2","96.9","85.9","434","186","382","44",51.8,"18",21.2,12.4
"Pagés, Pedro","686780","84","12.9",27.4,"108.9","86.2","98.5","91","82.9","419","158","403","29",34.5,"5",6,4.2
"Massey, Michael","686681","83","16.3",28.9,"107.2","91","99.1","94.2","85.7","412","195","402","36",43.4,"7",8.4,6.5
"Vázquez, Christian","543877","82","11.7",30.5,"107.4","87.3","96.3","88.9","86.8","385","143","373","22",26.8,"2",2.4,1.9
"Davis, Henry","680779","81","18.5",23.5,"112.3","90.4","101","95.2","90.1","415","144","392","30",37,"7",8.6,6
"Kim, Hyeseong","808975","81","9.8",43.2,"103.9","85","94.7","91.1","79.6","372","158","372","17",21,"3",3.7,2.4
"Lowe, Nathaniel","663993","81","12.8",46.9,"112.7","90.7","102.8","94.5","86.5","438","185","399","39",48.1,"12",14.8,9.8
"Hoskins, Rhys","656555","80","22.9",35,"112.3","88.2","100.2","95.8","78.4","411","180","378","36",45,"9",11.3,6
"Moreno, Gabriel","672515","80","14.5",38.8,"110.2","88.8","99.6","93.6","83.3","427","176","413","34",42.5,"9",11.3,8
"Taylor, Tyrone","621438","80","21.2",32.5,"107.6","86.3","97.5","90.7","84.5","419","178","401","25",31.3,"5",6.3,5
"Shaw, Matt","807713","79","15.5",36.7,"107.9","86.4","97.1","90.8","83.8","396","172","357","28",35.4,"4",5.1,3.8
"Stowers, Kyle","669065","78","16.8",29.5,"110.1","90.3","101.5","95.6","85.6","395","165","378","39",50,"6",7.7,4.7
"Gilbert, Drew","687551","78","16.9",26.9,"105.1","83.8","96.2","91.1","82.7","392","135","380","23",29.5,"2",2.6,1.9
"McKinstry, Zach","656716","78","12.3",30.8,"104.2","83.4","94.2","88.7","81.3","399","147","399","16",20.5,"1",1.3,1
"Beavers, Dylan","687637","77","15.5",33.8,"109.6","87.4","99.3","92.9","82.1","411","165","406","30",39,"4",5.2,3.4
"Acuña, Luisangel","682668","77","2.3",18.2,"109.8","89.1","99.2","92.6","88","377","120",,"29",37.7,"2",2.6,1.9
"Anthony, Roman","701350","76","8.3",40.8,"112.3","92.3","102.1","95","89.7","391","152","391","36",47.4,"7",9.2,5.4
"Bailey, Patrick","672275","76","12.3",30.3,"106.3","90","98.2","92","90.2","407","154","407","28",36.8,"5",6.6,4.5
"Quero, Edgar","700337","76","8.2",21.1,"106.5","89.6","97.5","89.1","90.2","407","134","407","22",28.9,"1",1.3,0.8
"Mitchell, Garrett","669003","75","4.8",26.7,"115.5","92.5","104.9","98.2","89.8","420","137","413","39",52,"10",13.3,6.4
"Gurriel Jr., Lourdes","666971","75","11.9",32,"105.8","87.5","97.9","92.4","84.2","381","170","379","27",36,"5",6.7,4.9
"Lindor, Francisco","596019","74","14.8",31.1,"111.3","90.9","100.3","94.9","87.8","410","173","406","32",43.2,"7",9.5,6.7
"Hernaiz, Darell","687231","74","17.8",32.4,"108.5","84.7","95.2","85.4","87","396","157","396","17",23,"1",1.4,1
"O'Hoppe, Logan","681351","74","16.5",29.7,"114.3","86.6","99.3","90.5","84.8","427","163","427","28",37.8,"7",9.5,5.9
"Cronenworth, Jake","630105","74","7.1",28.4,"108.6","87.4","98.1","91.1","86.3","399","134","399","24",32.4,"4",5.4,3.5
"Alexander, Blaze","677942","74","10",36.5,"112.9","92.4","100.8","92.3","92.7","384","148",,"36",48.6,"3",4.1,2.6
"Castellanos, Nick","592206","74","13.7",41.9,"108.7","88","98.5","92.6","79.2","405","191","394","28",37.8,"7",9.5,6.3
"Jansen, Danny","643376","73","22.2",20.5,"107.3","88.5","98.2","93.1","87.5","409","160","398","26",35.6,"4",5.5,3.3
"Smith, Josh","669701","73","17.8",34.2,"108.1","87.9","98.6","90.4","86","383","180",,"26",35.6,"4",5.5,3.7
"Rojas, Miguel","500743","73","12.9",34.2,"108.3","86.2","97.4","91.4","83.2","401","138","401","22",30.1,"3",4.1,3.4
"Thomas, Alek","677950","72","11.7",36.1,"108","89.9","100.5","95.1","87.2","415","162","408","31",43.1,"6",8.3,6
"Mangum, Jake","663968","72","2.4",20.8,"104.2","83.3","95","90.7","80.9","370","99",,"19",26.4,"0",0,0
"Doyle, Brenton","686668","71","6.7",25.4,"109.4","87.8","99.1","93.5","84.1","408","139","408","25",35.2,"4",5.6,3.3
"Caissie, Owen","683357","71","14.3",49.3,"112.6","91.1","102.4","95.4","86.3","403","196","394","31",43.7,"9",12.7,6.3
"Donovan, Brendan","680977","70","14.8",38.6,"109.6","85.9","96.9","90.5","82.3","381","162","348","23",32.9,"3",4.3,3
"Freeland, Alex","690976","69","7.1",36.2,"106.8","88.7","99.4","92.4","85.9","413","146","388","25",36.2,"6",8.7,5.4
"Straw, Myles","664702","69","15.9",30.4,"107.2","86.3","96.4","90","84.6","401","160","389","17",24.6,"4",5.8,4.3
"Narváez, Carlos","665966","69","14.6",37.7,"109.9","91.2","99.3","92.3","90.9","396","171","386","26",37.7,"5",7.2,4.4
"Fermin, Freddy","666023","69","13.6",29,"104.3","85.7","95.9","89.7","82.4","413","146",,"18",26.1,"0",0,0
"Bleday, JJ","668709","69","21.1",43.5,"112.6","91.6","102.5","95.4","91.3","403","214","386","35",50.7,"9",13,8.9
"Del Castillo, Adrian","680728","69","16.7",31.9,"106.7","88.2","98.5","94.4","82","420","185","403","27",39.1,"5",7.2,4.4
"Bazzana, Travis","683953","68","11.7",32.4,"108.1","88.6","98.2","90.2","88","427","161","399","23",34.8,"3",4.4,3
"Lewis, Royce","668904","68","14.6",33.8,"111.6","87.9","100.3","92.7","87.7","390","161","382","28",41.2,"8",11.8,6.7
"Robert Jr., Luis","673357","68","14.7",20.6,"112.4","90.2","102.2","94.4","88.7","412","144","400","29",42.6,"2",2.9,2
"France, Ty","664034","68","9.9",36.8,"109.6","90.7","101.9","93.7","90","427","150","391","33",48.5,"10",14.7,11.1
"Hernández, Heriberto","681715","68","11",32.4,"109.9","90.6","101.2","97.1","86","439","154","428","31",45.6,"5",7.4,5
"Bader, Harrison","664056","67","12.4",32.8,"109.3","88.9","99","94.6","85.3","425","155","382","26",38.8,"6",9,6.1
"Wallner, Matt","670242","67","8.1",26.9,"110.3","88.4","101.4","95.6","83.3","424","154","415","27",40.3,"7",10.4,5.2
"Moncada, Yoán","660162","66","15.8",33.3,"110.4","90.3","101","92.2","87.7","388","179","373","27",40.9,"5",7.6,3.8
"Betts, Mookie","605141","66","18.6",42.4,"105.6","91.2","98.8","93.7","87.6","414","204","387","26",39.4,"7",10.6,8.4
"Rivas, Leo","660844","66","20.2",30.3,"100","86.2","93.4","89.6","81.7","381","175",,"9",13.6,"1",1.5,0.8
"Monasterio, Andruw","655316","66","19.5",39.4,"107.5","87.8","98.5","91.6","88.9","388","165","388","26",39.4,"4",6.1,4.5
"Sánchez, Gary","596142","66","18.3",22.7,"111.9","87.7","100.2","95.4","84.2","414","164","405","23",34.8,"7",10.6,6.3
"Tena, José","677588","65","12.1",38.5,"114","92.9","104","96.7","89.7","403","170","398","35",53.8,"7",10.8,6.5
"Thomas, Lane","657041","65","25.9",38.5,"107.6","85.3","97.1","89.3","86.2","407","176","407","23",35.4,"2",3.1,1.9
"Palacios, Richie","680700","65","11.9",35.4,"106.5","86.4","95.8","90.8","85.6","390","152","382","16",24.6,"3",4.6,2.9
"O'Neill, Tyler","641933","64","24.8",29.7,"110.9","88.4","99","91.2","84.8","402","190","397","24",37.5,"3",4.7,2.9
"Carpenter, Kerry","681481","64","20.7",35.9,"110.3","92","100.2","94.6","89.7","425","195","382","32",50,"7",10.9,6
"Rosario, Amed","642708","64","13",31.3,"112.1","90.9","101.6","95.9","87.5","416","173","405","25",39.1,"7",10.9,7.9
"Suárez, Eugenio","553993","63","19.3",38.1,"109.6","84.9","96.5","89.6","81.3","431","167","397","12",19,"5",7.9,4.8
"Sosa, Edmundo","624641","63","5.4",33.3,"111.6","87.2","99.7","95.6","85.2","442","125","419","24",38.1,"3",4.8,3.4
"Báez, Javier","595879","63","10.2",46,"104","84.7","96.1","87.5","84.3","403","151","379","18",28.6,"2",3.2,2.4
"Goldschmidt, Paul","502671","63","13.7",36.5,"109.8","90.2","101.5","96.8","85.5","419","171","397","31",49.2,"11",17.5,11.2
"Naylor, Bo","666310","63","18.9",30.2,"108.9","89.6","99.9","94.1","84.8","397","187","395","26",42.6,"7",11.1,7.8
"Lockridge, Brandon","663604","61","1.2",19.7,"110.4","86.2","98.9","87.4","85.9","369","97",,"20",32.8,"1",1.6,1
"Langford, Wyatt","694671","61","13.2",26.2,"109","90.8","99.8","92.9","91.2","395","142","365","23",37.7,"3",4.9,3.6
"Stanton, Giancarlo","519317","61","21.5",37.7,"116.3","94.1","104.8","97.8","92.2","446","187","410","27",44.3,"11",18,11.5
"Beck, Jordan","687597","61","14.2",29.5,"108.1","85.3","96.3","88","82.1","404","157","359","16",26.2,"2",3.3,2.3
"Torrens, Luis","620443","61","6.4",29.5,"106.4","89","98.6","93.3","87.3","377","126",,"26",42.6,"0",0,0
"Valenzuela, Brandon","678218","61","17.1",37.7,"111.4","89.2","99.8","92.5","88.1","412","167","392","24",39.3,"5",8.2,5.2
"Pauley, Graham","688363","60","21.7",30,"105.1","83.4","94.1","89.7","78.2","384","162","362","11",18.3,"2",3.3,2.3
"Millas, Drew","686452","60","9.2",35,"104.9","81.5","92.9","85.2","77.7","398","136","398","12",20,"2",3.3,2.2
"Yorke, Nick","694377","60","6.7",26.7,"113.5","89.3","102","91.4","89.1","394","138","394","29",48.3,"3",5,3.5
"Sullivan, Brett","664954","59","16.5",22,"102.8","85.2","95.6","92","79.7","377","141",,"15",25.4,"0",0,0
"Cowser, Colton","681297","59","6.1",30.5,"113.3","86.3","99.3","93","79.8","440","147","417","19",32.2,"6",10.2,5.7
"Muncy, Max","691777","57","10.5",35.1,"111.4","92.5","103.6","97.8","88.7","404","154","383","32",56.1,"7",12.3,6.7
"Amaya, Miguel","665804","57","20.8",28.1,"105.7","86.7","96.4","89.5","85.4","390","152","384","15",26.3,"4",7,4.5
"Fraley, Jake","641584","57","22.8",45.6,"107.8","83.9","94.9","90.2","74.1","401","191","400","12",21.1,"5",8.8,5.6
"Rushing, Dalton","687221","56","16.5",33.9,"109.3","88.4","101.6","96.8","78.4","421","184","399","25",44.6,"6",10.7,6.6
"Barrosa, Jorge","678489","56","12.4",35.7,"104.1","86.2","94.4","91.1","78.9","382","149","351","12",21.4,"4",7.1,4.3
"Peña, Jeremy","665161","55","20.1",36.4,"110","84.7","96","87.2","84.2","368","177",,"14",25.5,"1",1.8,1.4
"Hedges, Austin","595978","55","5.7",21.8,"106.9","86.8","98","88","87","381","117","381","19",34.5,"0",0,0
"Heineman, Tyler","623168","55","12.9",18.2,"103","83.4","93","85.7","82.7","391","123","391","9",16.4,"1",1.8,1.4
"Piñango, Yohendrick","682818","55","6.3",36.4,"114.8","90.1","101.2","92.7","88.5","403","159","348","22",40,"3",5.5,4.2
"Yelich, Christian","592885","55","3.3",20,"111.1","88","99.7","90.9","86.9","421","118","409","19",34.5,"4",7.3,4.5
"Higashioka, Kyle","543309","55","14.7",32.7,"107.1","88.6","98.9","92.8","84.4","406","168","392","21",38.2,"6",10.9,6.8
"Vilade, Ryan","668723","55","19.9",34.5,"108.4","89.3","99.2","90.6","90.6","413","185","402","21",38.2,"2",3.6,2.6
"White, Eli","642201","53","4",34,"108.9","87.2","98.6","93.4","83.1","370","127","355","18",34,"4",7.5,5.7
"Chourio, Jackson","694192","53","14.5",35.8,"113.3","92.5","103.2","99.8","85.4","405","181","400","26",49.1,"10",18.9,12.5
"Heim, Jonah","641680","52","14.4",28.8,"106","85.3","95.8","88.4","84.6","425","161","425","13",25,"2",3.8,2.9
"Myers, Dane","667472","52","21.6",42.3,"107.2","90.3","99.1","92.1","89.3","411","215","378","17",32.7,"6",11.5,6.8
"Frazier, Adam","624428","51","13.9",31.4,"104.1","83.8","93.6","85.2","83","398","144","398","9",17.6,"1",2,1.2
"Shewmake, Braden","669699","51","14.4",27.5,"107.1","89.4","97.8","92.4","86.3","403","154","376","17",33.3,"3",5.9,4.8
"McCutchen, Andrew","457705","50","23.6",30,"106","87.2","97.1","91.6","85.3","407","179","347","14",28,"3",6,3.8
"Osuna, Alejandro","696030","50","6.3",32,"107.7","89","99.3","92.7","88.6","372","131",,"20",40,"0",0,0
"Gray, Tristan","656484","50","11.5",42,"111.3","88.5","100.8","91.5","85.2","401","164","390","19",38,"5",10,6
"Fry, David","681807","50","16.3",28,"106.7","86.3","97.6","91.3","83.7","406","151","376","17",34,"3",6,3.5
"Triolo, Jared","669707","49","3.3",20.4,"108.6","85.2","97.3","87.7","83.3","357","130",,"16",32.7,"1",2,1.4
"Benson, Will","666181","49","25.1",30.6,"111.9","91.5","100.7","92.6","93.8","414","215","407","19",38.8,"6",12.2,6.3
"Loftin, Nick","679845","48","15",33.3,"110.8","86.7","97.4","89.7","86.2","376","160",,"17",35.4,"3",6.3,4.5
"Conforto, Michael","624424","47","18.8",40.4,"109.3","94.8","103.3","97.2","91.1","414","202","409","25",53.2,"6",12.8,7.5
"Refsnyder, Rob","608701","47","20.7",27.7,"109.6","87.4","98.7","93.6","79.6","412","174","399","18",38.3,"4",8.5,5.1
"Urías, Ramón","602104","46","17.7",30.4,"106.8","89.5","98.9","93.9","88","414","171","412","17",37,"5",10.9,7.4
"Lee, Hao-Yu ","701678","46","17.4",41.3,"110.6","88.7","98.3","93.7","79.6","402","207","402","15",32.6,"5",10.9,7.1
"Marchán, Rafael","665561","46","26.2",26.1,"103.7","85.7","94.6","88.9","86.1","397","179","378","10",21.7,"1",2.2,1.6
"Lukes, Nathan","664770","46","15.7",28.3,"107.5","86.9","98.5","92.3","85","362","148",,"17",37,"0",0,0
"Saggese, Thomas","695336","45","11.4",33.3,"109.7","88.7","99.8","92.6","84.5","385","160",,"17",37.8,"3",6.7,4.1
"Polanco, Jorge","593871","45","10.9",40,"108.7","87.3","98.2","90.6","85","379","168","346","15",33.3,"2",4.4,3.3
"Fermín, José","665877","45","26",17.8,"105.1","85.3","96.1","91.7","83.8","379","151","372","15",33.3,"1",2.2,1.5
"Wong, Connor","657136","44","12.6",25,"107.9","88","99.7","90.8","87.8","385","153",,"17",38.6,"1",2.3,1.5
"McCann, James","543510","44","5.4",22.7,"109.8","90.6","100.7","95.9","88.1","399","127",,"20",45.5,"3",6.8,4.8
"Pereira, Everson","677592","44","12.7",40.9,"108.4","87.8","100.3","94.6","83.3","416","166","407","19",43.2,"5",11.4,7
"Tawa, Tim","694374","44","11.2",25,"104.1","87.9","97","90.6","89","363","146","363","14",31.8,"1",2.3,1.5
"Perkins, Blake","663368","43","14.8",16.3,"106.4","84.4","96.5","92.8","80","397","135",,"14",32.6,"2",4.7,3
"Grichuk, Randal","545341","43","16.1",46.5,"110.9","91.5","102","92.6","90.2","411","196","379","20",46.5,"8",18.6,13.3
"Kiner-Falefa, Isiah","643396","43","9.3",37.2,"108.1","82.4","92.4","85.9","78.5","382","135",,"8",18.6,"1",2.3,1.8
"Melendez, MJ","669004","42","19.7",26.2,"111.9","94","102.7","97.6","88","388","208","373","25",59.5,"6",14.3,7.1
"Vaughn, Andrew","683734","42","5.2",38.1,"104.9","87.8","97.7","91.3","85.1","403","142","403","15",35.7,"2",4.8,3.6
"Meyers, Jake","676694","41","11.8",36.6,"106.5","86.1","96.2","89.8","83.9","393","168","391","12",29.3,"5",12.2,8.6
"Wiemer, Joey","686894","41","2.2",29.3,"110.5","88.8","100.5","96.9","83.1","398","141","392","16",39,"4",9.8,4.8
"Hill, Derek","656537","41","14.9",31.7,"105.9","89.3","98.9","91.4","87.5","417","148","414","15",36.6,"4",9.8,6
"Schneider, Davis","676914","41","24.6",26.8,"111.1","86.7","99.7","95","78.3","393","184","366","17",41.5,"4",9.8,4.5
"Loperfido, Joey","694388","40","7.6",35,"105.7","90","98.9","94","87.7","334","122",,"16",40,"2",5,3
"Garver, Mitch","641598","40","15.8",17.5,"110.5","91.2","102","94.6","85.9","406","182","388","23",57.5,"3",7.5,3.7
"Call, Alex","669743","40","14.4",25,"104","85.4","93.6","86.9","87.7","349","128",,"8",20,"0",0,0
"Mateo, Jorge","622761","39","9.8",41,"112.2","88.6","101.2","90.9","85.7","407","159","380","17",43.6,"4",10.3,6.3
"Jones, Jahmai","663330","39","13.5",35.9,"111.7","92","102.3","95.1","89.5","423","177","410","19",48.7,"5",12.8,7.5
"Escarra, J.C.","641555","39","9.7",35.9,"109","89.9","99.9","91.5","88.5","371","142",,"14",35.9,"2",5.1,3.6
"Bart, Joey","663698","38","15.2",39.5,"109.5","86.9","99.4","91","83","403","184","382","14",36.8,"3",7.9,4.8
"Harris, Dustin","687957","38","15.8",44.7,"103.9","83.7","93.7","87.5","79.2","373","159",,"6",15.8,"0",0,0
"Espinal, Santiago","669289","37","13.4",40.5,"101.4","86","96.6","88.8","84.4","383","161","383","13",35.1,"1",2.7,2.3
"Campusano, Luis","669134","37","11.9",37.8,"110","86.5","101","97.5","74.5","421","171","406","18",48.6,"4",10.8,6.9
"Feduccia, Hunter","676439","37","16.3",37.8,"107.2","88.6","96.9","91.5","82.9","421","179","421","10",27.8,"1",2.7,1.5
"Marte, Starling","516782","36","7.9",33.3,"109.2","90.1","100.8","91.3","90.3","373","157",,"12",33.3,"3",8.3,5.3
"Romo, Drew","691011","36","6.4",27.8,"108.6","83.9","97.6","89.6","79.8","397","136","373","11",30.6,"4",11.1,6.9
"Jiménez, Leo","677870","36","4.5",33.3,"107.9","90.6","99.9","90.4","91.6","414","130",,"15",41.7,"3",8.3,5.8
"India, Jonathan","663697","35","28.3",28.6,"105.5","85.7","96.5","90.9","82.5","397","172","389","11",31.4,"2",5.7,3.4
"Morel, Christopher","666624","35","22.5",31.4,"109.4","88.4","100.2","90.1","93.8","355","152",,"15",42.9,"1",2.9,1.7
"Waldschmidt, Ryan","814439","35","15.1",57.1,"107","85.1","97.1","88.5","79.9","410","198",,"13",37.1,"4",11.4,7
"Outman, James","681546","34","19.4",32.4,"103.3","84.7","94.9","93.1","78.2","348","155",,"9",26.5,"0",0,0
"Brito, Juan","682877","34","14.2",29.4,"107.2","84.3","97.2","91.5","85.6","394","130",,"11",32.4,"1",2.9,1.8
"Susac, Daniel","691740","34","14.9",41.2,"104.7","88.7","99.1","90","87.2","404","169",,"12",35.3,"2",5.9,4.1
"Kelenic, Jarred","672284","33","14.8",42.4,"110.8","95.5","103.5","96","94.7","446","206","446","18",54.5,"8",24.2,13.6
"Rogers, Jake","668670","33","35.9",33.3,"106.2","86.6","97.3","91.8","74.7","373","208",,"12",36.4,"3",9.1,5.6
"Mack, Joe","691788","32","7.2",31.3,"106.3","89","98.7","93.1","87.7","341","121",,"12",37.5,"1",3.1,1.9
"Clarke, Denzel","672016","32","2.6",12.5,"112.7","91.9","103.2","94.3","93.3","303","77",,"15",46.9,"1",3.1,1.7
"Allen, Nick","669397","31","11.8",16.1,"105.8","87.3","97.5","84.3","90.5","367","118","367","11",35.5,"0",0,0
"Rodriguez, Jesus","683679","30","5.7",40,"101.5","86.8","96.1","86.1","87.3","350","137","339","9",30,"0",0,0
"Hays, Austin","669720","30","-1.3",30,"111.9","87","100.1","93.5","82.7","353","110","353","15",50,"1",3.3,2.3
"Wynns, Austin","642851","30","23.5",30,"109.3","85.4","97.1","92.6","77.7","390","167",,"8",26.7,"2",6.7,4.7
"Foscue, Justin","679822","30","14.5",56.7,"106.9","92.6","100.8","94.9","89.3","429","204","392","16",53.3,"4",13.3,8.2
"Teodosio, Bryce","669326","30","6.4",13.3,"107.2","83.5","96.1","89.5","81.7","387","114",,"7",23.3,"2",6.7,3.9
"Valera, George","671655","29","9.6",20.7,"108.3","90.2","98.4","92","91.6","375","111",,"10",34.5,"0",0,0
"Cole, Zach","805904","29","16.1",24.1,"113.9","92.8","102.6","97.4","88","391","166","376","15",51.7,"5",17.2,9.6
"Gasper, Mickey","681508","29","17.8",31,"105.9","91.5","100.1","90.2","93.4","378","179",,"14",48.3,"2",6.9,5.1
"Reyes, Felix","694025","29","6.4",37.9,"110.3","89.2","98.9","91.3","87.4","348","157","348","8",27.6,"2",6.9,5.3
"Slater, Austin","596103","29","11.9",34.5,"101.5","85.7","93.3","89.3","82.6","352","157",,"4",13.8,"1",3.4,2
"d'Arnaud, Travis","518595","28","14.2",39.3,"104.2","87.7","97.6","93.5","83.5","396","165","396","9",32.1,"4",14.3,10
"Dunn, Blake","694362","28","15.3",42.9,"107.9","89.9","100.4","98.9","84.6","405","169","393","9",32.1,"2",7.1,5
"Rivero, Sebastián","665861","27","19.4",11.1,"106.3","83.4","92.9","79.7","87.7","249","112",,"3",11.1,"0",0,0
"Kreidler, Ryan","668952","27","13.7",37,"108.9","88.2","99","92.7","86.7","438","160","413","9",33.3,"3",11.1,6.7
"Pozo, Yohel","650968","27","14.2",25.9,"104.9","86.8","96","89.2","88","302","119",,"7",25.9,"0",0,0
"Eldridge, Bryce","805811","27","17.6",33.3,"113.4","93.2","102.8","94.2","91.2","413","166","364","16",59.3,"1",3.7,2.3
"Bolte, Henry","703607","27","7.7",18.5,"112.2","90.2","102.9","91.7","89.8","389","137",,"13",48.1,"0",0,0
"Encarnacion, Jerar","666464","26","5.4",38.5,"112.3","87.5","99.3","92.2","83","350","142",,"9",34.6,"2",7.7,5.7
"Thomas, Colby","687515","26","17.2",30.8,"108.1","90.7","99.7","92.7","88.7","400","189","400","9",34.6,"3",11.5,8.1
"Ewing, A.J.","805999","26","12.8",42.3,"110.5","88","100.9","90.7","85.8","405","185","405","11",42.3,"3",11.5,6
"Meadows, Parker","678009","26","13.3",30.8,"105","85.3","94.5","89.3","81.1","361","147",,"5",19.2,"1",3.8,2.6
"Domínguez, Jasson","691176","26","11.4",26.9,"110.8","91.9","101.4","92.9","94.7","348","128","348","11",42.3,"0",0,0
"Trevino, Jose","624431","26","10.8",23.1,"101.5","84.7","94.6","87.8","84.3","351","116",,"7",26.9,"0",0,0
"Wilson, Weston","642215","25","23.1",36,"110.3","86.8","98.6","94.7","84.3","363","159","363","9",36,"1",4,2.4
"Kim, Ha-Seong","673490","25","10.2",12,"108.1","86.3","97.2","88.9","86.7","398","107",,"7",28,"1",4,2.6
"Haggerty, Sam","664059","25","15.5",24,"105.5","85.7","93.9","89.5","86.5","336","132",,"2",8,"0",0,0
"Ruiz, Esteury","665923","25","29.4",36,"105.1","88.5","97.5","93","72.9","396","207","389","8",32,"2",8,5.1
"Jiménez, Eloy","650391","25","5.6",32,"102.5","89.2","99","93.4","86.7","390","149",,"11",44,"1",4,2.9
"Dezenzo, Zach","701305","24","12.7",45.8,"106","84.9","97.4","92","76.4","359","177","359","8",33.3,"4",16.7,9.8
"Murray, Tanner","695020","23","25.6",26.1,"108.6","90.7","100.1","98.2","88.5","395","159","368","10",43.5,"2",8.7,6.1
"Joe, Connor","656582","22","17.5",40.9,"107.7","92.1","100.6","91.7","93.5","398","188","398","10",45.5,"2",9.1,5.1
"Ibáñez, Andy","628451","22","13.6",22.7,"105.1","86.3","94.9","90.4","79.1","355","188",,"4",18.2,"0",0,0
