"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"McGuire, Reese","624512","21","18.8",33.3,"96","74.3","87.9","77.2","74.9","330","148",,"2",9.5,"0",0,0
"Trammell, Taylor","666211","20","3.1",30,"111.8","91.7","102.2","94.4","89.4","385","147",,"9",45,"1",5,3
"Mauricio, Ronny","677595","20","4.9",30,"111.3","89.7","101.2","94.6","86.8","421","157","421","7",35,"2",10,6.3
"Johnson, Bryce","669369","20","19",15,"96.2","79.7","90","82.8","77","280","113",,"2",10,"0",0,0
"Black, Tyler","672012","20","12.6",25,"99.5","83.6","94.2","84.5","81.8","347","141",,"3",15,"0",0,0
"Sogard, Nick","686765","19","13.7",36.8,"101.1","83.4","94.4","87.5","78.2","316","140",,"5",26.3,"0",0,0
"Marte, Noelvi","682622","19","-0.8",5.3,"106","84.9","97.4","88.5","84.8","255","58",,"6",31.6,"0",0,0
"Haase, Eric","606992","18","17.3",44.4,"103.6","83","93.5","90.7","76.6","397","164","389","4",22.2,"3",16.7,11.5
"Brennan, Will","686823","18","15.3",22.2,"103.1","84.6","96","89.6","86","349","139",,"5",27.8,"0",0,0
"Crews, Dylan","686611","18","10.3",33.3,"106.4","89","95.7","90.4","88.9","396","146","396","4",22.2,"1",5.6,4
"Arias, Gabriel","672356","18","4.9",22.2,"111.6","94.6","103.8","102","91.1","407","122","383","9",50,"3",16.7,9.4
"Halpin, Petey","690984","18","25",27.8,"107.3","86.3","96.3","88.2","86.3","370","186",,"4",22.2,"1",5.6,4
"Young, Jared","676724","18","-2.6",22.2,"113.5","88.7","104","90","88.2","357","97",,"9",50,"3",16.7,13
"Kirk, Alejandro","672386","18","4.7",33.3,"105.6","85.5","100.1","87.8","85.3","394","103","394","8",44.4,"1",5.6,4.5
"Díaz, Elias","553869","17","15",35.3,"110","88.4","100.3","95","81.9","405","174","389","7",41.2,"3",17.6,13
"Williams, Carson","700246","17","22.1",23.5,"110.1","83.2","96.4","91.1","86.9","312","140",,"3",17.6,"0",0,0
"Short, Zack","670097","16","29.4",31.3,"102.8","91.1","97","94.2","89.9","377","201",,"4",25,"1",6.3,3.6
"Conine, Griffin","665052","16","6.4",56.3,"114.4","90.1","106.7","102.8","77.5","405","183","404","10",62.5,"4",25,16
"Workman, Gage","669398","16","10.9",68.8,"109","96.9","104.7","100.4","89.2","382","220","381","10",62.5,"5",31.3,15.6
"Thompson, Sterlin","694514","16","3.6",12.5,"107","85.7","97.6","92.6","83.4","352","101",,"6",37.5,"0",0,0
"Santana, Carlos","467793","16","29.5",25,"107.2","87.8","98.4","87.5","91.5","364","174",,"7",43.8,"0",0,0
"Volpe, Anthony","683011","16","25.7",37.5,"104.5","89.1","98","94.7","91.6","344","189",,"6",37.5,"0",0,0
"Hinds, Rece","677956","16","26.1",25,"109.5","87.1","98.3","85.2","94.6","292","165",,"4",25,"0",0,0
"Barger, Addison","680718","16","16.7",25,"108.1","89","101.1","88.8","89.2","362","177",,"8",50,"0",0,0
"Song, Sung-Mun","823550","16","6.3",25,"102.9","86.3","96.9","93.6","81.5","375","139",,"5",31.3,"2",12.5,8
"Prieto, César","693409","15","10.4",20,"108.9","91.2","101.5","96.7","90.8","378","150",,"7",46.7,"1",6.7,5.9
"Pereda, Jhonny","640902","15","25.8",53.3,"106.7","90.9","101.6","95.1","74.6","392","243","392","8",53.3,"1",6.7,4.5
"Emerson, Colt","806068","15","16.6",46.7,"103.3","87.7","97.3","92.6","85.4","363","182","344","6",40,"0",0,0
"Kemp, Otto","805249","15","27",33.3,"101.5","81.5","89.9","86.9","70.9","335","175",,"2",13.3,"0",0,0
"Kayfus, CJ","692216","14","24.1",14.3,"104.5","92.8","101.2","97.4","87.9","357","202","352","7",50,"3",21.4,12
"Stubbs, Garrett","596117","14","10",28.6,"103.5","90.8","99.1","89.4","92.7","323","133",,"6",42.9,"0",0,0
"Matos, Luis","682641","13","19.8",7.7,"104.5","84.1","94.6","95.9","86.5","379","103",,"3",23.1,"0",0,0
"Jones, Greg","675659","13","-1.8",23.1,"109.1","85.7","98.3","84.5","86.4","287","98",,"4",30.8,"0",0,0
"Rodríguez, Endy","682848","13","26.3",46.2,"103.5","89.4","95.9","90.3","84.6","366","223",,"4",30.8,"1",7.7,4
"Cook, Billy","695257","13","13.6",15.4,"103.7","84.5","94.1","94.5","74.8","338","115",,"2",15.4,"0",0,0
"Higgins, P.J.","664731","13","23",53.8,"98.3","80.6","88.7","79.9","91.9","301","141",,"1",7.7,"0",0,0
"León, Sandy","506702","12","20.5",16.7,"98.2","83.7","93.1","91.9","77.9","342","139",,"2",16.7,"0",0,0
"Durán, Rodolfo","660710","12","26.5",41.7,"108.3","91.8","103.4","97.4","87.6","387","235","386","6",50,"3",25,14.3
"Salazar, César","663967","12","7.6",25,"101.3","86.7","95.8","90.9","83.1","320","120",,"4",33.3,"0",0,0
"Mountcastle, Ryan","663624","12","8.8",33.3,"111","90","103.1","91.1","89.3","345","152",,"5",41.7,"0",0,0
"Koss, Christian","683766","12","19.1",8.3,"100.1","83.5","92.5","90.5","76.5","280","131",,"2",16.7,"0",0,0
"Lawlar, Jordan","691783","12","23.4",33.3,"106.5","90.4","101.7","92.6","86.2","424","209","424","5",41.7,"1",8.3,5
"Garcia, Jhostynxon","691373","12","19.1",41.7,"109.7","80.4","96.7","91","79.4","221","130",,"3",25,"0",0,0
"Azócar, José","640492","12","5.6",33.3,"102.3","86.8","95.8","91.2","83.2","330","134",,"3",25,"0",0,0
"Jones, Spencer","682987","12","18.1",33.3,"111.1","97.2","105.7","94.8","99.5","364","178",,"9",75,"0",0,0
"Johnson, Daniel","669288","11","21.8",18.2,"107.2","92.7","100.7","89.2","100.3","309","136",,"5",45.5,"0",0,0
"Farmer, Kyle","571657","11","7",36.4,"96.7","81.6","93.2","87.1","76.9","348","126",,"3",27.3,"0",0,0
"Chaparro, Andrés","665953","11","16.7",36.4,"105.9","92.7","102.6","91.9","100.7","390","207",,"6",54.5,"1",9.1,5.3
"Robles, Victor","645302","11","15.5",27.3,"102.5","81.2","90.5","88.4","77","318","124",,"2",18.2,"1",9.1,6.7
"Arcia, Orlando","606115","10","7.3",50,"98.2","82.1","92.4","82","87.6","295","111",,"1",10,"0",0,0
"Candelario, Jeimer","600869","10","18.2",30,"102.3","91.8","98.5","90.1","94.3","323","185",,"4",40,"0",0,0
"Schuemann, Max","680474","10","26.4",30,"104.1","85.2","97.6","85","86.3","380","139",,"4",40,"0",0,0
"Senger, Hayden","663584","9","-3.8",22.2,"102.8","84.5","98.3","98.3","70.6","336","110",,"2",22.2,"0",0,0
"Tromp, Chadwick","644433","9","7",22.2,"105","85.2","98.1","83.1","88.2","249","67",,"3",33.3,"0",0,0
"Holliday, Jackson","702616","8","30.1",37.5,"105.8","93.3","99","94.5","90.8","337","239","337","3",37.5,"1",12.5,7.7
"Fulford, Braxton","690924","8","30.6",12.5,"103.8","88.9","97","85.7","100.8","376","178","376","3",37.5,"0",0,0
"Murphy, Sean","669221","8","1.9",12.5,"107","80.3","97.5","94.3","71.9","276","103",,"2",25,"0",0,0
"Helman, Michael","680737","8","29.3",25,"93.9","85.4","90.1","84.1","89.6","364","180",,"0",0,"0",0,0
"Whitcomb, Shay","694376","8","41.4",37.5,"106","87.6","96.9","88.2",,"407","245","407","2",25,"1",12.5,5.6
"Torres, Bryan","663494","7","9.3",57.1,"99.8","86.9","96","91.5","77.9","377","187","377","2",28.6,"0",0,0
"Wisdom, Patrick","621550","7","39.3",28.6,"103.8","96.9","101.9","100.9","101","360","181",,"5",71.4,"1",14.3,8.3
"Pham, Tommy","502054","6","10.5",16.7,"106","91.7","100.6","87.4","96.1","309","160",,"2",33.3,"0",0,0
"Oliva, Jared","666931","6","13.6",16.7,"105.4","93.6","101.1","88.6","98.7","297","148",,"4",66.7,"0",0,0
"Meckler, Wade","685133","6","-19.6",33.3,"105.8","78.3","96.1","98.3","68.3","403","120","403","1",16.7,"1",16.7,12.5
"Moore, Dylan","664238","6","41.6",50,"101.3","91.3","96.9","94.2",,"346","253",,"2",33.3,"0",0,0
"Stevens, Chad","677060","6","23.4",33.3,"100.2","84.1","96.1","88","64.7","371","249",,"2",33.3,"0",0,0
"Ward, Ryan","669899","5","35.4",60,"94","84.1","88.9","83.6",,"361","228",,"0",0,"0",0,0
"Jung, Jace","690291","5","23.3",80,"107.1","85.5","94.8","90.5","65.8","295","239",,"1",20,"0",0,0
"Walton, Donovan","622268","5","10.5",60,"103.8","85.1","99.8","100","75.1","329","150",,"3",60,"0",0,0
"Siri, Jose","642350","5","23.4",40,"107.2","88","99.1","98","58.5","296","166",,"2",40,"0",0,0
"Garcia, Aramis","605244","4","21.7",50,"102.6","89.2","94.9","90.7","84.6","353","214",,"1",25,"0",0,0
"Rodríguez, Johnathan","671286","4","13.8",50,"100.5","89.1","100.4","96.5","66.9","377","241",,"2",50,"0",0,0
"Troy, Tommy","694371","4","17.2",50,"106.8","99.5","103.9","99","101","364","250",,"3",75,"0",0,0
"Tolbert, Tyler","686475","4","-26.5",0,"102.8","80.7","100.6",,"80.7","54","25",,"2",50,"0",0,0
"Williams, Alika","675961","4","13.2",25,"95.5","87.4","95.5","89.8","95.5","333","140",,"2",50,"0",0,0
"Smith, Pavin","656976","4","39.6",0,"105.6","92.1","101.1","91.5","105.6","350","187",,"2",50,"0",0,0
"Bruján, Vidal","660644","4","44.5",0,"90.9","72.2","78.6","90.9",,"351","181",,"0",0,"0",0,0
"Wilson, Will","669717","4","0.8",50,"106.3","87.8","95.5","95.5","80.2","384","172","384","1",25,"1",25,16.7
"Ramírez, Pedro","699393","4","4.6",25,"101.4","88.4","99","85.9","89.3","309","137",,"2",50,"0",0,0
"Stefanic, Michael","683021","4","-9.5",25,"91.5","88.8","90.6","88","89","228","63",,"0",0,"0",0,0
"De Los Santos, Deyvison","691277","4","-8.2",50,"106.2","92.9","99.6","99.6","86.2","388","134",,"1",25,"1",25,14.3
"Kingery, Scott","664068","4","30.9",0,"90.7","77.1","87.7","76.8","64.1","293","168",,"0",0,"0",0,0
"Huff, Sam","669087","4","22.5",25,"104.6","100.2","104.5","98.7","104.6","353","261",,"3",75,"1",25,11.1
"Ritter, Ryan","690022","4","29.6",50,"96","90.6","93.4","90.6",,"353","290",,"1",25,"0",0,0
"Valdez, Esmerlyn","699013","3","20",33.3,"105","87.2","99.6","99.6","62.2","345","229","345","1",33.3,"0",0,0
"Jarvis, Jim","805347","3","11.5",33.3,"101.8","91.2","95.9","89.9","91.8","308","165",,"1",33.3,"0",0,0
"Lopez, Nicky","670032","3","-20.2",0,"98.5","88.3","98.5",,"88.3","65","23",,"1",33.3,"0",0,0
"Harris, Brett","695391","2","11.8",0,"80.4","70.9","80.4","80.4","61.3","277","144",,"0",0,"0",0,0
"Gonzalez, Gabriel","694224","2","11.6",0,"66.6","63.1","66.6",,"66.6","55","29",,"0",0,"0",0,0
"Bericoto, Victor","682674","2","17.8",0,"96.7","81.1","96.7",,"96.7","157","82",,"1",50,"0",0,0
"Carlson, Dylan","666185","2","6.4",50,"88.2","84.4","88.2","80.7","88.2","286","148",,"0",0,"0",0,0
"Martinez, Omar","683079","2","16.8",0,"99.6","88.8","99.6","78.1","99.6","273","146",,"1",50,"0",0,0
"Baker, Luken","663609","2","28.6",0,"106.8","92.2","106.8","92.2",,"244","214",,"1",50,"0",0,0
"Quero, Jeferson","691620","1","2.1",0,"85.6","85.6","85.6",,"85.6","58","58",,"0",0,"0",0,0
"Jackson, Alex","656577","1","3.4",0,"65.5","65.5","65.5",,"65.5","51","51",,"0",0,"0",0,0
"Morabito, Nick","703492","1","16.5",100,"77.1","77.1","77.1","77.1",,"164","164",,"0",0,"0",0,0
