Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",152,679,53,137,114,12,0.182621502,0.235640648,0.356746765,0.376119402,0.330868761,0.456553755,0.687615526,0.46277131105470437,0.45925570055028764,204.45786957330023,-4.145379086956382,79.45023901152052,-3.8506932258605957,10.12664521334136,"Aaron Judge",15640,592450
"Cal Raleigh","SEA",159,705,60,110,125,14,0.137588652,0.266666666,0.342281879,0.247863247,0.246644295,0.358865248,0.588926174,0.39200781996166983,0.37054980078408883,161.1147743082231,-2.7622428983449936,48.01953528528228,16.293894536793232,9.063522678886908,"Cal Raleigh",21534,663728
"Bobby Witt Jr.","KCR",157,687,23,99,88,38,0.071324599,0.181950509,0.205457464,0.334024896,0.295345104,0.350800582,0.500802568,0.36028863131912187,0.36518207527476654,129.71644196602443,7.409138033166528,31.470827676791323,23.204934120178223,8.014061291780536,"Bobby Witt Jr.",25764,677951
"Shohei Ohtani","LAD",158,727,55,146,102,20,0.149931224,0.257221458,0.340425532,0.315363881,0.281505728,0.391724137,0.62193126,0.4178216946885941,0.42509599165482953,172.3156045629402,3.6784444581717253,65.988858620479,-17.067899703979492,7.479299686867678,"Shohei Ohtani",19755,660271
"Geraldo Perdomo","ARI",161,720,20,98,100,27,0.130555555,0.115277777,0.172529313,0.302970297,0.289782244,0.389044943,0.462311557,0.3698901362224638,0.35617754119743916,137.98755046348717,3.759662989526987,36.17630255672144,9.078240633010864,7.080357584300766,"Geraldo Perdomo",22799,672695
"Trea Turner","PHI",141,639,15,94,69,36,0.067292644,0.167449139,0.152801358,0.34968017,0.303904923,0.355242566,0.456706281,0.35156535943473766,0.32088068660150126,124.8082278067238,7.952275047078729,26.74071863591716,17.273226737976074,6.6777756121837575,"Trea Turner",16252,607208
"Corbin Carroll","ARI",143,642,31,107,84,32,0.10436137,0.238317757,0.281914893,0.299479166,0.258865248,0.342679127,0.540780141,0.37149713461675615,0.3719789517000786,139.08839604480144,10.266530230641365,40.00900376277793,2.546459674835205,6.5387640385833805,"Corbin Carroll",25878,682998
"José Ramírez","CLE",158,673,30,103,85,44,0.09806835,0.109955423,0.219224283,0.279352226,0.283305227,0.360119047,0.50252951,0.35964188603254466,0.3417029512845553,133.4721923751499,7.248114140704274,33.798558741733686,4.625572979450226,6.301999333230078,"Jose Ramirez",13510,608070
"Francisco Lindor","NYM",160,732,31,117,86,31,0.088797814,0.178961748,0.198757764,0.288343558,0.267080745,0.345628415,0.465838509,0.3501807249572179,0.34546049556181224,128.77125428201668,2.7474005091935396,27.70852131639694,9.273873329162598,6.274850788294273,"Francisco Lindor",12916,596019
"Fernando Tatis Jr.","SDP",155,691,25,111,71,32,0.128798842,0.186685962,0.178451179,0.30316742,0.267676767,0.367583212,0.446127946,0.3532081374473739,0.3701129750883352,131.28272564346076,5.8016376961022615,31.421502814851454,5.123783588409424,6.0906009364077915,"Fernando Tatis Jr.",19709,665487
"Juan Soto","NYM",160,715,43,120,105,38,0.177622377,0.191608391,0.26169844,0.270471464,0.263431542,0.395511921,0.525129982,0.38982828523431506,0.42858725180782814,155.93110814120718,2.7101056072860956,50.10741311791276,-17.207160472869873,5.7993434148536815,"Juan Soto",20123,665742
"Julio Rodríguez","SEA",160,710,32,106,95,30,0.06197183,0.214084507,0.207055215,0.302127659,0.266871165,0.323943661,0.47392638,0.3409884508619917,0.347904129245682,125.96944026266532,3.863284643739462,25.59497521471576,5.93397068977356,5.726872831135753,"Julio Rodriguez",23697,677594
"Jeremy Peña","HOU",125,543,17,68,62,20,0.064456721,0.171270718,0.172413793,0.345454545,0.304259634,0.363468634,0.476673427,0.3629105426647045,0.33391561136617287,135.11462301057807,4.279294792562723,26.752261823236253,10.4454665184021,5.718581058403201,"Jeremy Pena",21636,665161
"Maikel Garcia","KCR",160,666,16,81,74,23,0.093093093,0.126126126,0.16302521,0.308,0.285714285,0.35143288,0.448739495,0.3469151187446502,0.334391168314462,120.50392963812814,1.1067246738821268,17.20146250716434,14.960439443588257,5.636636449225507,"Maikel Garcia",22715,672580
"Pete Crow-Armstrong","CHC",157,647,31,91,95,35,0.044822256,0.239567233,0.233502538,0.275779376,0.247038917,0.287051482,0.480541455,0.3234034123830497,0.320855923687083,108.9191437637993,6.712073503062129,13.551530930820224,17.400602340698242,5.368613784325664,"Pete Crow-Armstrong",27769,691718
"George Springer","TOR",140,586,32,106,84,18,0.11774744,0.189419795,0.251004016,0.339832869,0.309236947,0.39896373,0.560240963,0.4078920781612396,0.40411586595618204,166.12905855908951,2.776580646634102,48.449895298364346,-17.78070878982544,5.202102602504532,"George Springer",12856,543807
"Byron Buxton","MIN",126,542,35,97,83,24,0.075645756,0.27306273,0.286885246,0.302250803,0.264344262,0.326568265,0.551229508,0.3666271403071157,0.3501997990394706,136.3415758121969,8.525242248550057,31.74061259923911,-1.368856430053711,5.01667604973994,"Byron Buxton",14161,621439
"Kyle Schwarber","PHI",162,724,56,111,132,10,0.14917127,0.272099447,0.322847682,0.252840909,0.240066225,0.364640883,0.562913907,0.39137705031543724,0.40230382602750175,152.08051640783808,-1.0842550229281187,43.605508216230575,-19.550870895385742,4.924954409324165,"Kyle Schwarber",16478,656941
"Cody Bellinger","NYY",152,656,29,89,98,13,0.086890243,0.137195121,0.207482993,0.274058577,0.272108843,0.333841463,0.479591836,0.34747452362803105,0.32659346622858443,125.03422753309191,0.8493729066103697,20.205149883674178,5.099569320678711,4.899834540960243,"Cody Bellinger",15998,641355
"Nico Hoerner","CHC",156,649,7,89,61,29,0.060092449,0.07550077,0.096828047,0.312614259,0.297161936,0.345146379,0.393989983,0.324089211722215,0.322042728394501,109.3889383665007,4.545298142358661,11.767263331302654,13.586107969284058,4.802596621342692,"Nico Hoerner",21479,663538
"Gunnar Henderson","BAL",154,651,17,85,68,30,0.095238095,0.210445468,0.164644715,0.329439252,0.273830155,0.348694316,0.43847487,0.33939238232235575,0.34076161020073614,119.78289181549304,7.279591524973512,22.458597763067914,1.754678726196289,4.770553143516011,"Gunnar Henderson",26289,683002
"Matt Olson","ATL",162,724,29,98,95,1,0.125690607,0.243093922,0.211538461,0.332547169,0.272435897,0.366022099,0.483974358,0.3663292339799147,0.3601102577664485,136.0615266903134,-4.791036667302251,26.152993864433522,-4.210481643676758,4.708857578747855,"Matt Olson",14344,621566
"Alejandro Kirk","TOR",130,506,15,45,76,1,0.09486166,0.11660079,0.139689579,0.292428198,0.281596452,0.347826086,0.421286031,0.3344693310440533,0.358883381837879,115.55087581177857,-5.863105958327651,3.411125807311901,24.857967376708984,4.674732642765047,"Alejandro Kirk",22581,672386
"Ketel Marte","ARI",126,556,28,87,72,4,0.115107913,0.149280575,0.233333333,0.29032258,0.283333333,0.37589928,0.516666666,0.38054607012055136,0.38983042918852645,145.2872078795435,-3.3963203821331263,26.446821456066733,0.008746564388275146,4.59887432544704,"Ketel Marte",13613,606466
"Nick Kurtz","ATH",117,489,36,90,86,2,0.128834355,0.308793456,0.328571429,0.364406779,0.29047619,0.383196721,0.619047619,0.41892504495443755,0.37232573958467846,170.30615312604996,-0.33511345088481903,40.18538412561948,-12.123751640319824,4.593622112068645,"Nick Kurtz",35110,701762
"Junior Caminero","TBR",154,653,45,93,110,7,0.062787136,0.191424196,0.270764119,0.259681093,0.264119601,0.310872894,0.53488372,0.356518121127702,0.34550213557417675,129.25356454772745,0.028258362784981728,22.54287458861419,-0.41267549991607666,4.564473515525576,"Junior Caminero",28163,691406
"Kyle Tucker","CHC",136,597,22,91,73,25,0.145728643,0.147403685,0.198,0.282442748,0.266,0.377104377,0.464,0.3629035417631497,0.3720955271940215,135.97800271715482,3.7602339051663876,29.217138043027905,-5.09455132484436,4.499709349788878,"Kyle Tucker",18345,663656
"Brice Turang","MIL",156,659,18,97,81,24,0.100151745,0.227617602,0.147260274,0.356294536,0.287671232,0.359208523,0.434931506,0.34630487177793573,0.33523911337816076,123.56972992154685,2.604098593816161,21.013269366309537,0.1846621036529541,4.411474392478871,"Brice Turang",22186,668930
"Jazz Chisholm Jr.","NYY",130,531,31,75,80,31,0.109227871,0.278719397,0.238095238,0.282229965,0.242424242,0.332075471,0.48051948,0.3490127379141593,0.3450513608527906,126.09384578932723,2.941703423857689,19.272417961990865,5.332306742668152,4.38788763094364,"Jazz Chisholm Jr.",20454,665862
"Elly De La Cruz","CIN",162,699,22,102,86,37,0.095851216,0.258941344,0.176470589,0.337236533,0.263910969,0.336194563,0.440381558,0.3325369146115894,0.3215300714084675,108.50352613594754,9.368204394355416,16.41303301315895,2.8173787593841553,4.34629758564489,"Elly De La Cruz",26668,682829
