Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Brandon Young","BAL",36.1,0.33128834,0.68571429,0.4950495,0.63888889,0.89583333,0.80333333,0.4620462,19.02488688,"Brandon Young",27819,687064
"Yennier Cano","BAL",19,0.35294118,0.58928571,0.45967742,0.5625,0.86363636,0.73684211,0.4516129,19.02234637,"Yennier Cano",25911,666974
"Trevor McDonald","SFG",22.2,0.30232558,0.64457831,0.4704142,0.51923077,0.85046729,0.74213836,0.49112426,19.01659751,"Trevor McDonald",26448,686790
"Zack Wheeler","PHI",37.2,0.38580247,0.70338983,0.51964286,0.616,0.90361446,0.78006873,0.42142857,19.01201923,"Zack Wheeler",10310,554430
"Blake Treinen","LAD",16.1,0.31111111,0.64,0.46923077,0.54761905,0.8625,0.75409836,0.48076923,19.00531915,"Blake Treinen",12572,595014
"Michael Kelly","ATH",4.1,0.17647059,0.64444444,0.44303797,0.33333333,0.86206897,0.77142857,0.56962025,19,"Michael Kelly",12791,547184
"Brenan Hanifee","DET",9.1,0.31666667,0.60606061,0.46825397,0.84210526,0.95,0.91525424,0.52380952,19,"Brenan Hanifee",22304,669724
"Tyler Schweitzer","CHW",4,0.26829268,0.62857143,0.43421053,0.36363636,0.81818182,0.66666667,0.46052632,19,"Tyler Schweitzer",31920,805326
"Yoshinobu Yamamoto","LAD",64,0.32595573,0.65292842,0.48329854,0.54938272,0.85049834,0.74514039,0.48121086,18.99858357,"Yoshinobu Yamamoto",33825,808967
"Aaron Bummer","ATL",15.1,0.2739726,0.65693431,0.45936396,0.5,0.9,0.77692308,0.48409894,18.99516908,"Aaron Bummer",16258,607481
"Eric Lauer","TOR",36.1,0.31024096,0.71481481,0.49169435,0.76699029,0.89119171,0.84797297,0.44850498,18.99311927,"Eric Lauer",19316,641778
"Ryan Rolison","CHC",15,0.19298246,0.64864865,0.41777778,0.63636364,0.90277778,0.84042553,0.49333333,18.98773006,"Ryan Rolison",22200,669020
"Dylan Cease","TOR",62,0.31553398,0.64705882,0.45682451,0.5025641,0.76767677,0.66260163,0.42618384,18.97791411,"Dylan Cease",18525,656302
"Andrew Morris","MIN",21.2,0.28061224,0.69897959,0.48979592,0.67272727,0.8540146,0.80208333,0.5,18.96928328,"Andrew Morris",31891,702193
"Reid Detmers","LAA",63,0.33024119,0.66795367,0.49574267,0.52808989,0.85260116,0.74236641,0.49006623,18.95069532,"Reid Detmers",27468,672282
"Victor Mederos","ATL",2,0.15384615,0.75,0.44,1,1,1,0.48,18.94736842,"Victor Mederos",31533,682989
"Matt Svanson","STL",25.2,0.23275862,0.69879518,0.47401247,0.68518519,0.87931034,0.83333333,0.51767152,18.94602273,"Matt Svanson",29629,694335
"Trey Yesavage","TOR",25.1,0.33039648,0.72361809,0.51408451,0.52,0.81944444,0.71689498,0.46713615,18.94357367,"Trey Yesavage",35456,702056
"Ryne Stanek","STL",21,0.284,0.71794872,0.4741573,0.49295775,0.76428571,0.67298578,0.43820225,18.94186047,"Ryne Stanek",15947,592773
"George Kirby","SEA",68.2,0.35741445,0.68762677,0.5171737,0.65425532,0.88495575,0.80265655,0.48380765,18.94165536,"George Kirby",25436,669923
"Connor Phillips","CIN",27.2,0.21,0.63157895,0.40036563,0.47619048,0.87179487,0.75799087,0.45155393,18.92961165,"Connor Phillips",27649,683175
"Sandy Alcantara","MIA",69.2,0.3203125,0.6770073,0.50471698,0.61585366,0.8787062,0.79813084,0.51698113,18.92782152,"Sandy Alcantara",18684,645261
"Nick Martinez","TBR",59.2,0.31449631,0.65277778,0.488677,0.6640625,0.91134752,0.83414634,0.51489869,18.92114094,"Nick Martinez",12730,607259
"Gavin Collyer","TEX",13.1,0.21875,0.53571429,0.36666667,0.60714286,0.86666667,0.78409091,0.46666667,18.90502793,"Gavin Collyer",26349,686560
"Spencer Miles","TOR",29,0.27522936,0.69868996,0.49217002,0.65,0.85,0.79545455,0.51230425,18.90490798,"Spencer Miles",31621,693686
"Brady Basso","ATH",2.2,0.25,0.76,0.53333333,0.4,1,0.875,0.55555556,18.90322581,"Brady Basso",25582,669620
"Hunter Barco","PIT",11.2,0.19047619,0.63207547,0.39224138,0.70833333,0.91044776,0.85714286,0.45689655,18.90116279,"Hunter Barco",33174,682995
"Dax Fulton","MIA",4,0.17142857,0.5862069,0.359375,0.5,0.82352941,0.73913043,0.453125,18.89361702,"Dax Fulton",27757,690978
"Zach Agnos","COL",34,0.37096774,0.69456067,0.51183971,0.54782609,0.90963855,0.76156584,0.43533698,18.88395062,"Zach Agnos",31552,688642
"Robert Garcia","TEX",8,0.18666667,0.61538462,0.40522876,0.5,0.79166667,0.72580645,0.50980392,18.88135593,"Robert Garcia",23363,676395
"Erik Sabrowski","CLE",21,0.29081633,0.66049383,0.45810056,0.42105263,0.77570093,0.65243902,0.45251397,18.88043478,"Erik Sabrowski",24978,681870
"Tanner Scott","LAD",21.2,0.44444444,0.68,0.56462585,0.546875,0.76470588,0.68072289,0.51020408,18.88018433,"Tanner Scott",17586,656945
"Jonathan Bowlan","PHI",16.1,0.33333333,0.66393443,0.48,0.64705882,0.72839506,0.6969697,0.44363636,18.87684729,"Jonathan Bowlan",24607,680742
"Will Klein","LAD",21.1,0.27329193,0.60674157,0.44837758,0.54545455,0.90740741,0.80263158,0.52507375,18.86956522,"Will Klein",27787,694361
"Ryan Weathers","NYY",57.1,0.30942623,0.60280374,0.44650655,0.57615894,0.86046512,0.75550122,0.46724891,18.86930984,"Ryan Weathers",23796,677960
"Keegan Thompson","COL",2.2,0.08,0.59259259,0.34615385,0.5,0.875,0.83333333,0.51923077,18.84615385,"Keegan Thompson",19795,624522
"Enmanuel De Jesus","DET",21.1,0.27083333,0.62,0.44897959,0.59615385,0.87903226,0.79545455,0.51020408,18.84429066,"Enmanuel De Jesus",18554,646241
"Rolddy Muñoz","ATL",2,0.2,0.66666667,0.42857143,0.6,0.6875,0.66666667,0.48979592,18.83783784,"Rolddy Munoz",27407,691548
"Calvin Faucher","MIA",20.2,0.27317073,0.54819277,0.39622642,0.57142857,0.87912088,0.76190476,0.44743935,18.83333333,"Calvin Faucher",20116,676534
"Colin Holderman","CLE",18.1,0.32,0.60162602,0.44688645,0.58333333,0.78378378,0.70491803,0.45054945,18.83168317,"Colin Holderman",22361,670059
"Zak Kent","- - -",9.1,0.30337079,0.69230769,0.48502994,0.51851852,0.90740741,0.77777778,0.46706587,18.82926829,"Zak Kent",25703,687849
"Andrew Kittredge","BAL",8.2,0.31818182,0.68831169,0.49090909,0.57142857,0.9245283,0.80246914,0.46666667,18.82352941,"Andrew Kittredge",12828,552640
"Simeon Woods Richardson","MIN",43,0.2244898,0.66757493,0.43873518,0.67045455,0.90204082,0.84084084,0.48353096,18.82129964,"Simeon Woods Richardson",24494,680573
"Emerson Hancock","SEA",58.2,0.26470588,0.76890756,0.52614379,0.61538462,0.83606557,0.7826087,0.51851852,18.81167883,"Emerson Hancock",27470,676106
"Zack Littell","WSN",46.1,0.24517906,0.71117166,0.47945205,0.78651685,0.91187739,0.88,0.50273973,18.79844961,"Zack Littell",15823,641793
"Jacob deGrom","TEX",53.2,0.35535308,0.71728972,0.53402537,0.42307692,0.81433225,0.6825054,0.49365629,18.79352851,"Jacob deGrom",10954,594798
"Zac Gallen","ARI",54.1,0.32713755,0.63797468,0.45873526,0.65340909,0.92063492,0.81074766,0.42336549,18.78985507,"Zac Gallen",19291,668678
"Carmen Mlodzinski","PIT",50,0.27570093,0.60283688,0.43830787,0.65254237,0.89803922,0.82037534,0.49706228,18.78706625,"Carmen Mlodzinski",27572,669387
"Jack Anderson","BOS",8,0.35384615,0.72881356,0.53225806,0.65217391,0.90697674,0.81818182,0.47580645,18.78494624,"Jack Anderson",30086,681252
"Bryan Baker","TBR",21.1,0.36702128,0.6626506,0.50564972,0.5942029,0.71818182,0.67039106,0.46892655,18.78490566,"Bryan Baker",19804,641329
"Paul Skenes","PIT",60,0.34072581,0.71167048,0.51446945,0.68047337,0.82958199,0.77708333,0.46838156,18.78223496,"Paul Skenes",33677,694973
"Michael Lorenzen","COL",53.2,0.25948104,0.65072765,0.45112016,0.62307692,0.88498403,0.80812641,0.4898167,18.76890756,"Michael Lorenzen",14843,547179
"Lucas Erceg","KCR",20.1,0.26368159,0.73652695,0.47826087,0.69811321,0.86178862,0.8125,0.45380435,18.76363636,"Lucas Erceg",19360,668674
"Lazaro Estrada","TOR",4,0.38235294,0.625,0.5,0.84615385,0.7,0.75757576,0.48484848,18.75471698,"Lazaro Estrada",24914,681751
"Lance McCullers Jr.","HOU",39.1,0.27272727,0.59807074,0.41810345,0.53333333,0.90322581,0.76975945,0.44683908,18.74759152,"Lance McCullers Jr.",14120,621121
"Trevor Richards","- - -",12,0.3271028,0.67961165,0.5,0.65714286,0.9,0.81904762,0.49047619,18.74358974,"Trevor Richards",19309,670950
"Ryan Zeferjahn","LAA",24.1,0.23228346,0.62311558,0.40397351,0.55932203,0.81451613,0.73224044,0.4392936,18.74193548,"Ryan Zeferjahn",25420,666171
"Grant Holmes","ATL",52.1,0.33551198,0.66124661,0.48067633,0.46753247,0.8852459,0.72361809,0.44565217,18.73675497,"Grant Holmes",16944,656550
"Spencer Strider","ATL",21,0.29441624,0.65454545,0.45856354,0.44827586,0.82407407,0.69277108,0.4558011,18.73646209,"Spencer Strider",27498,675911
"Joey Cantillo","CLE",56,0.2854251,0.63063063,0.44882729,0.5248227,0.82142857,0.72209026,0.47334755,18.73142857,"Joey Cantillo",23335,676282
"Chris Devenski","PIT",2.1,0.42105263,0.57894737,0.5,0.625,0.90909091,0.78947368,0.5,18.73076923,"Chris Devenski",12763,606965
"Wandy Peralta","SDP",24.1,0.32599119,0.78285714,0.52487562,0.60810811,0.86131387,0.77251185,0.43532338,18.72727273,"Wandy Peralta",14295,593974
"Griffin Jax","TBR",28,0.31854839,0.64646465,0.46412556,0.55696203,0.8359375,0.7294686,0.44394619,18.72507553,"Griffin Jax",20253,643377
"Brandon Sproat","MIL",44.2,0.24873096,0.62886598,0.43734015,0.6122449,0.82786885,0.76608187,0.49616368,18.7233677,"Brandon Sproat",33850,687075
"Jose Franco","CIN",16.2,0.2392638,0.71014493,0.4551495,0.61538462,0.87755102,0.80291971,0.45847176,18.72272727,"Jose Franco",27014,683742
"Cody Laweryson","MIN",6.1,0.2173913,0.6122449,0.42105263,0.7,0.93333333,0.875,0.51578947,18.71641791,"Cody Laweryson",26429,689520
"Hunter Harvey","CHC",4,0.26470588,0.61904762,0.46052632,0.66666667,0.92307692,0.85714286,0.55263158,18.70175439,"Hunter Harvey",15507,640451
"Drew Rasmussen","TBR",55,0.31111111,0.65853659,0.47674419,0.58571429,0.88518519,0.78292683,0.47674419,18.70172684,"Drew Rasmussen",25385,656876
"Victor Vodnik","COL",18,0.2642487,0.68531469,0.44345238,0.54901961,0.84693878,0.74496644,0.42559524,18.69795918,"Victor Vodnik",24614,680767
"Erik Miller","SFG",14.1,0.21505376,0.55645161,0.3516129,0.375,0.85507246,0.67889908,0.4,18.68979592,"Erik Miller",26252,669062
"Joel Peguero","SFG",9,0.36842105,0.77419355,0.57983193,0.71428571,0.85416667,0.8115942,0.5210084,18.68674699,"Joel Peguero",21951,666711
"Michael Soroka","ARI",55,0.33909287,0.6719457,0.50165746,0.57961783,0.90909091,0.79515419,0.48839779,18.68609865,"Michael Soroka",18383,647336
"Tim Mayza","PHI",25.1,0.2617801,0.61734694,0.44186047,0.58,0.84297521,0.76608187,0.50645995,18.68181818,"Tim Mayza",15042,641835
"Cole Henry","WSN",7,0.25,0.71666667,0.45,0.7,0.81395349,0.77777778,0.42857143,18.67307692,"Cole Henry",27570,669371
"Kyle Nicolas","CIN",7.1,0.17213115,0.5,0.2979798,0.61904762,0.94736842,0.83050847,0.38383838,18.66451613,"Kyle Nicolas",27775,693312
"Cole Sands","MIN",11.2,0.27659574,0.67816092,0.46961326,0.69230769,0.79661017,0.76470588,0.48066298,18.66412214,"Cole Sands",21461,663485
"Justin Sterner","ATH",24.2,0.35909091,0.70618557,0.52173913,0.55696203,0.80291971,0.71296296,0.46859903,18.66237942,"Justin Sterner",27694,686993
"Luke Little","CHC",1,0.28571429,0.66666667,0.52631579,0.5,0.75,0.7,0.63157895,18.64285714,"Luke Little",28036,681432
"Chase Petty","CIN",10.2,0.28985507,0.75,0.51824818,0.8,0.88235294,0.85915493,0.49635036,18.64130435,"Chase Petty",30170,695534
"Shaun Anderson","LAA",16.2,0.26490066,0.63909774,0.44014085,0.6,0.83529412,0.76,0.46830986,18.63809524,"Shaun Anderson",19453,641312
"John King","MIA",21.1,0.31506849,0.54135338,0.42293907,0.65217391,0.88888889,0.79661017,0.47670251,18.6281407,"John King",22051,667463
"Nate Pearson","HOU",2,0.26315789,0.75,0.4516129,0.8,1,0.92857143,0.38709677,18.625,"Nate Pearson",20160,663878
"Austin Voth","TOR",2.2,0.09677419,0.83333333,0.36734694,0.33333333,1,0.88888889,0.36734694,18.62162162,"Austin Voth",15047,608723
"David Peterson","NYM",48.1,0.31578947,0.63636364,0.46125,0.58695652,0.9004329,0.78319783,0.45375,18.61780105,"David Peterson",20302,656849
"José Buttó","SFG",2,0.25,0.57894737,0.34920635,0.36363636,0.81818182,0.59090909,0.3015873,18.61702128,"Jose Butto",23313,676130
"Tejay Antone","CIN",7.1,0.38333333,0.45833333,0.41666667,0.65217391,0.95454545,0.8,0.44444444,18.61538462,"Tejay Antone",16233,622088
"Jack Flaherty","DET",47,0.25626204,0.63908046,0.43081761,0.62406015,0.85611511,0.7810219,0.45597484,18.60911602,"Jack Flaherty",17479,656427
"Michael King","SDP",62,0.28252788,0.6350211,0.44762846,0.57894737,0.82392027,0.74172185,0.46837945,18.60290237,"Michael King",19853,650633
"Tyler Davis","CHW",14.2,0.33653846,0.6039604,0.46829268,0.6,0.8852459,0.78125,0.49268293,18.59602649,"Tyler Davis",34847,699823
"Kevin Kelly","TBR",24.2,0.33522727,0.61538462,0.47246377,0.66101695,0.93269231,0.83435583,0.48985507,18.58203125,"Kevin Kelly",25679,687330
"Gabe Speier","SEA",12.1,0.34951456,0.70909091,0.53521127,0.58333333,0.87179487,0.78070175,0.51643192,18.57961783,"Gabe Speier",17170,642100
"Lucas Giolito","SDP",10,0.17045455,0.64473684,0.3902439,0.66666667,0.85714286,0.8125,0.46341463,18.57723577,"Lucas Giolito",15474,608337
"Tobias Myers","NYM",30.1,0.27,0.74208145,0.51781473,0.64814815,0.88414634,0.82568807,0.52494062,18.57142857,"Tobias Myers",22191,668964
"Corbin Martin","CHC",5,0.31818182,0.71111111,0.47747748,0.38095238,0.84375,0.66037736,0.40540541,18.56470588,"Corbin Martin",19884,656686
"Jonah Tong","NYM",3,0.35294118,0.72727273,0.5,0.5,0.75,0.64285714,0.39285714,18.55555556,"Jonah Tong",32157,804636
"Gavin Williams","CLE",69.1,0.34923664,0.63708087,0.49078565,0.50273224,0.83591331,0.71541502,0.49175558,18.55136541,"Gavin Williams",30122,668909
"Trevor Martin","TBR",4.1,0.22857143,0.66666667,0.45070423,0.25,0.91666667,0.75,0.50704225,18.54,"Trevor Martin",31878,694680
"Brent Headrick","NYY",26,0.33009709,0.6969697,0.50990099,0.44117647,0.84057971,0.70873786,0.49009901,18.53767123,"Brent Headrick",27702,687396
"Ty Madden","DET",11.1,0.33653846,0.63380282,0.45714286,0.62857143,0.84444444,0.75,0.40571429,18.51515152,"Ty Madden",30140,680744
"Riley Martin","CHC",8.1,0.19565217,0.65333333,0.47933884,0.44444444,0.87755102,0.81034483,0.61983471,18.51136364,"Riley Martin",29934,702303
"John Schreiber","KCR",20.1,0.27624309,0.60714286,0.43553009,0.7,0.88235294,0.82236842,0.48137536,18.5095057,"John Schreiber",20020,670167
"Andrés Muñoz","SEA",19.2,0.39108911,0.61481481,0.48071217,0.36708861,0.78313253,0.58024691,0.40059347,18.49800797,"Andres Munoz",20373,662253
"Eduard Bazardo","SEA",23.1,0.30687831,0.56930693,0.44245524,0.5862069,0.86956522,0.77456647,0.51662404,18.49310345,"Eduard Bazardo",20997,660825
"Hunter Bigge","TBR",17.2,0.2875,0.66386555,0.44802867,0.5,0.89873418,0.752,0.4265233,18.49268293,"Hunter Bigge",26259,685801
"Ryan Walker","SFG",15.1,0.24183007,0.54929577,0.38983051,0.72972973,0.91025641,0.85217391,0.48135593,18.48878924,"Ryan Walker",20423,676254
"Lake Bachar","MIA",25.1,0.32034632,0.69714286,0.48275862,0.52702703,0.78688525,0.68877551,0.43103448,18.4852459,"Lake Bachar",19222,669199
"Domingo Gonzalez","SEA",5.2,0.225,0.76,0.52222222,0.55555556,0.86842105,0.80851064,0.55555556,18.48484848,"Domingo Gonzalez",25241,682445
"Grayson Rodriguez","LAA",9.1,0.19480519,0.5959596,0.42045455,0.46666667,0.91525424,0.82432432,0.5625,18.48461538,"Grayson Rodriguez",24492,680570
"Foster Griffin","WSN",62,0.29069767,0.62698413,0.45686275,0.61333333,0.87341772,0.78969957,0.49411765,18.47700394,"Foster Griffin",16432,656492
"Tyler Glasnow","LAD",39.2,0.29652997,0.57801418,0.42904841,0.41489362,0.88957055,0.71595331,0.47078464,18.47228381,"Tyler Glasnow",14374,607192
"Cody Ponce","TOR",2.1,0.5,1,0.61702128,0.33333333,0.72727273,0.48275862,0.23404255,18.45945946,"Cody Ponce",17920,664074
"Kyle Backhus","PHI",9.2,0.31578947,0.56470588,0.44720497,0.58333333,0.97916667,0.84722222,0.52795031,18.45833333,"Kyle Backhus",29615,679775
"Eduardo Rivera","BOS",3.1,0.33333333,0.6,0.46341463,0.57142857,0.66666667,0.63157895,0.48780488,18.4516129,"Eduardo Rivera",31280,700842
"Jake Irvin","WSN",51.2,0.25,0.66457023,0.45837724,0.55932203,0.84858044,0.77011494,0.50263435,18.45111732,"Jake Irvin",21504,663623
"Andrew Painter","PHI",50,0.33632287,0.63917526,0.47721823,0.66666667,0.89112903,0.80653266,0.46522782,18.44861338,"Andrew Painter",30091,691725
"Brandon Eisert","CHW",7,0.27956989,0.63492063,0.42307692,0.69230769,0.775,0.74242424,0.40384615,18.44628099,"Brandon Eisert",27668,685126
"Blade Tidwell","SFG",12,0.30208333,0.6744186,0.47802198,0.44827586,0.86206897,0.72413793,0.47252747,18.44029851,"Blade Tidwell",31701,694918
"Angel Zerpa","MIL",12.2,0.20792079,0.6,0.41666667,0.76190476,0.88405797,0.85555556,0.53240741,18.43670886,"Angel Zerpa",22717,672582
"Chris Murphy","CHW",6,0.23636364,0.7037037,0.46788991,0.53846154,0.86842105,0.78431373,0.49541284,18.42857143,"Chris Murphy",26214,669684
"Graham Ashcraft","CIN",26,0.32635983,0.5959596,0.44851259,0.44871795,0.86440678,0.69897959,0.45308924,18.42727273,"Graham Ashcraft",27552,668933
"Christian Roa","HOU",8.2,0.19354839,0.72941176,0.4494382,0.5,0.90322581,0.8125,0.47752809,18.42537313,"Christian Roa",27662,685005
"Albert Suárez","BAL",19.2,0.23668639,0.72519084,0.45,0.675,0.85263158,0.8,0.43666667,18.42201835,"Albert Suarez",6175,544150
"Jose A. Ferrer","SEA",24,0.34682081,0.71,0.54155496,0.66666667,0.81690141,0.77227723,0.53619303,18.4141791,"Jose A. Ferrer",24017,678606
"Tyler Holton","DET",24.1,0.2629108,0.65803109,0.45073892,0.64285714,0.84251969,0.78142077,0.47536946,18.40939597,"Tyler Holton",26231,663947
"Ryan Fernandez","STL",7.2,0.35384615,0.7,0.50434783,0.47826087,0.74285714,0.63793103,0.43478261,18.40243902,"Ryan Fernandez",24862,681676
"Tyler Samaniego","BOS",17.1,0.24031008,0.58139535,0.41085271,0.70967742,0.88,0.83018868,0.5,18.39784946,"Tyler Samaniego",30081,701719
"Luis Morales","ATH",9.1,0.2519084,0.64197531,0.4009434,0.75757576,0.94230769,0.87058824,0.38207547,18.39490446,"Luis Morales",32227,806960
"Andrew Abbott","CIN",56.2,0.26719057,0.65376344,0.45174538,0.59558824,0.90460526,0.80909091,0.47741273,18.39118457,"Andrew Abbott",29911,671096
"Robert Suarez","ATL",22.1,0.39303483,0.71034483,0.52601156,0.62025316,0.85436893,0.75274725,0.41907514,18.38521401,"Robert Suarez",30115,663158
"Jack Kochanowicz","LAA",57.1,0.25363825,0.66887417,0.45503212,0.63934426,0.83168317,0.77647059,0.48501071,18.38179148,"Jack Kochanowicz",27688,686799
"Steven Cruz","KCR",10.1,0.2293578,0.70652174,0.44776119,0.4,0.8,0.68888889,0.45771144,18.38157895,"Steven Cruz",23165,674444
"Reynaldo López","ATL",32.1,0.25684932,0.65019011,0.44324324,0.64,0.88888889,0.81300813,0.47387387,18.37831325,"Reynaldo Lopez",16400,625643
"Cody Bolton","HOU",20,0.22772277,0.61827957,0.41494845,0.67391304,0.90434783,0.83850932,0.47938144,18.37671233,"Cody Bolton",23265,675989
"Zach Eflin","BAL",3.2,0.25581395,0.76666667,0.46575342,0.36363636,0.7826087,0.64705882,0.4109589,18.375,"Zach Eflin",13774,621107
"Ryan Weiss","HOU",26,0.28911565,0.63559322,0.44339623,0.56470588,0.9,0.7787234,0.44528302,18.36363636,"Ryan Weiss",24621,680802
"Mitch Keller","PIT",64.1,0.30161943,0.65744681,0.47510373,0.65100671,0.88349515,0.80786026,0.48755187,18.359375,"Mitch Keller",17594,656605
"John Klein","MIN",2.1,0.48,0.66666667,0.55813953,0.91666667,0.91666667,0.91666667,0.41860465,18.35294118,"John Klein",32155,804619
"Mike Burrows","HOU",56.1,0.31762295,0.6766055,0.48701299,0.60645161,0.85423729,0.76888889,0.47186147,18.34569733,"Mike Burrows",24728,681347
"José Soriano","LAA",66.1,0.31903945,0.64239829,0.46285714,0.46774194,0.85,0.7037037,0.4447619,18.33376123,"Jose Soriano",22100,667755
"Matthew Liberatore","STL",51.2,0.27610209,0.67726161,0.47142857,0.57142857,0.88808664,0.79292929,0.48690476,18.32295082,"Matthew Liberatore",22294,669461
"Jake Bennett","BOS",10.1,0.31395349,0.70588235,0.50877193,0.77777778,0.85,0.82758621,0.49707602,18.3203125,"Jake Bennett",31959,687562
"Eduardo Rodriguez","ARI",60.1,0.27329193,0.63636364,0.45079365,0.71969697,0.89455782,0.84037559,0.48888889,18.31948424,"Eduardo Rodriguez",13164,593958
"Jared Koenig","MIL",2.1,0.2173913,0.47826087,0.34782609,0.2,0.90909091,0.6875,0.5,18.31428571,"Jared Koenig",27517,657649
"Shohei Ohtani","LAD",49,0.31496063,0.64705882,0.4794702,0.5,0.81404959,0.70994475,0.49536424,18.30659537,"Shohei Ohtani",19755,660271
"JR Ritchie","ATL",25.2,0.2745098,0.64948454,0.43652561,0.62857143,0.9047619,0.80612245,0.43207127,18.3033033,"JR Ritchie",31760,702275
"Andrew Alvarez","WSN",12.2,0.32653061,0.61627907,0.46195652,0.34375,0.9245283,0.70588235,0.4673913,18.29545455,"Andrew Alvarez",29914,674841
"Shawn Armstrong","CLE",12.1,0.18965517,0.62711864,0.41025641,0.72727273,0.78378378,0.77083333,0.5042735,18.29050279,"Shawn Armstrong",12857,542888
"Mason Montgomery","PIT",20.2,0.35757576,0.71341463,0.53495441,0.40677966,0.78632479,0.65909091,0.49848024,18.29045643,"Mason Montgomery",29770,682254
"Brandyn Garcia","ARI",7.2,0.19047619,0.56140351,0.4040404,0.5,0.8125,0.75,0.57575758,18.28985507,"Brandyn Garcia",33568,805299
"Ryan Borucki","SFG",19.2,0.33136095,0.69387755,0.5,0.58928571,0.78431373,0.71518987,0.46518987,18.28755365,"Ryan Borucki",16350,621366
"Joe Boyle","TBR",15.2,0.2761194,0.64341085,0.45627376,0.62162162,0.81927711,0.75833333,0.4904943,18.28497409,"Joe Boyle",29608,671212
"Logan Webb","SFG",48,0.34760705,0.64371257,0.48290014,0.69565217,0.88372093,0.8101983,0.45690834,18.28046422,"Logan Webb",17995,657277
"Grant Taylor","CHW",25.2,0.33039648,0.62931034,0.48148148,0.57333333,0.82876712,0.74208145,0.50544662,18.26857143,"Grant Taylor",33927,691799
"Lucas Sims","CHW",10,0.27368421,0.61842105,0.42690058,0.69230769,0.85106383,0.79452055,0.44444444,18.24193548,"Lucas Sims",13470,608371
"Charlie Barnes","- - -",5,0.17391304,0.6097561,0.37931034,0.625,0.96,0.87878788,0.47126437,18.24193548,"Charlie Barnes",19865,656212
"Brandon Williamson","CIN",28,0.24210526,0.65236052,0.42664093,0.68115942,0.80921053,0.76923077,0.44980695,18.24164524,"Brandon Williamson",25463,682227
"Jalen Beeks","TEX",21,0.25974026,0.61176471,0.44444444,0.525,0.89423077,0.79166667,0.52469136,18.24050633,"Jalen Beeks",17192,656222
"DL Hall","MIL",24.2,0.23140496,0.58247423,0.38761468,0.60714286,0.80530973,0.73964497,0.44495413,18.23404255,"DL Hall",22207,669084
"Paul Sewald","ARI",19.1,0.31818182,0.69230769,0.52083333,0.5952381,0.83333333,0.76666667,0.54166667,18.22897196,"Paul Sewald",13892,623149
"Matthew Boyd","CHC",24,0.37656904,0.66492147,0.50465116,0.63333333,0.77952756,0.71889401,0.44418605,18.22560976,"Matthew Boyd",15440,571510
"Patrick Corbin","TOR",44.1,0.31234257,0.71803279,0.48860399,0.66935484,0.90410959,0.81924198,0.43447293,18.21850394,"Patrick Corbin",9323,571578
"Osvaldo Bido","- - -",18.2,0.31521739,0.65413534,0.45741325,0.62068966,0.88505747,0.77931034,0.41955836,18.21030043,"Osvaldo Bido",23150,674370
"Evan Sisk","PIT",22.1,0.23232323,0.64367816,0.42473118,0.60869565,0.8125,0.75316456,0.46774194,18.19858156,"Evan Sisk",24995,681895
"Brock Burke","CIN",24,0.25821596,0.62162162,0.42713568,0.56363636,0.8173913,0.73529412,0.46482412,18.19520548,"Brock Burke",17968,656271
"Franco Aleman","CLE",2.2,0.2962963,0.72,0.5,0.625,0.88888889,0.80769231,0.48076923,18.19512195,"Franco Aleman",30195,680916
"Noah Schultz","CHW",38.2,0.23893805,0.58466454,0.40490798,0.61728395,0.87978142,0.79924242,0.48006135,18.19461698,"Noah Schultz",32056,702273
"Martín Pérez","ATL",46.2,0.28759894,0.62941176,0.44923505,0.69724771,0.85981308,0.80495356,0.472879,18.19324578,"Martin Perez",6902,527048
"Freddy Peralta","NYM",61.1,0.29289428,0.67377399,0.46367113,0.59763314,0.83860759,0.75463918,0.44837476,18.18943299,"Freddy Peralta",18679,642547
"Gerrit Cole","NYY",6,0.22580645,0.58536585,0.43055556,0.71428571,0.91666667,0.87096774,0.56944444,18.18,"Gerrit Cole",13125,543037
"Elmer Rodríguez","NYY",13,0.20769231,0.61111111,0.3907563,0.44444444,0.87878788,0.75268817,0.45378151,18.17919075,"Elmer Rodriguez",31811,695684
"Sam Bachman","LAA",26,0.30046948,0.59428571,0.43298969,0.4375,0.80769231,0.66666667,0.45103093,18.17857143,"Sam Bachman",29754,696147
"Colton Gordon","HOU",9.1,0.3245614,0.69318182,0.48514851,0.67567568,0.93442623,0.83673469,0.43564356,18.17763158,"Colton Gordon",31312,676467
"Tyler Ferguson","ATH",1.1,0.5,0.5,0.5,0.66666667,0.85714286,0.76923077,0.53846154,18.16666667,"Tyler Ferguson",19481,621053
"Merrill Kelly","ARI",41,0.31853786,0.66548043,0.46536145,0.62295082,0.84491979,0.75728155,0.42319277,18.15352697,"Merrill Kelly",11156,518876
"Bryan King","HOU",23.1,0.31313131,0.66183575,0.49135802,0.70967742,0.89781022,0.83919598,0.51111111,18.1320132,"Bryan King",25890,687911
"Trevor Rogers","BAL",42.2,0.32387707,0.68681319,0.49174079,0.62043796,0.872,0.78294574,0.46251588,18.12372881,"Trevor Rogers",22286,669432
