Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"William Kempner","MIA",1,0.33333333,0.6,0.5,0,1,0.75,0.625,24.2,"William Kempner",31615,687531
"Pete Fairbanks","MIA",13,0.34782609,0.56363636,0.44354839,0.54166667,0.85483871,0.71818182,0.44354839,23.94240838,"Pete Fairbanks",17998,664126
"Riley Cornelio","WSN",2,0.04545455,0.6,0.30952381,1,0.91666667,0.92307692,0.47619048,23.20689655,"Riley Cornelio",31953,683000
"Cade Gibson","MIA",3.2,0.37288136,0.56097561,0.45,0.68181818,0.95652174,0.82222222,0.41,22.82051282,"Cade Gibson",31815,806188
"Josh Simpson","SEA",2.1,0.26315789,0.71428571,0.5,0.6,0.8,0.75,0.525,22.7,"Josh Simpson",25957,681006
"Yuki Matsui","SDP",10,0.30434783,0.6031746,0.42580645,0.28571429,0.73684211,0.54545455,0.40645161,22.5826087,"Yuki Matsui",33826,673513
"Luke Weaver","NYM",22.1,0.33510638,0.69411765,0.50558659,0.58730159,0.84745763,0.75690608,0.47486034,22.42424242,"Luke Weaver",16918,596133
"Aaron Brooks","TBR",0.1,0.3125,1,0.35294118,0.8,1,0.83333333,0.05882353,22.38461538,"Aaron Brooks",12272,605156
"Matt Pushard","STL",4.1,0.30188679,0.65517241,0.42682927,0.6875,0.89473684,0.8,0.35365854,22.38095238,"Matt Pushard",31870,690155
"Orlando Ribalta","WSN",11.2,0.41025641,0.68421053,0.51813472,0.66666667,0.84615385,0.76,0.39378238,22.27083333,"Orlando Ribalta",26247,687377
"Paxton Schultz","WSN",18.2,0.25287356,0.63333333,0.42901235,0.68181818,0.86315789,0.8057554,0.46296296,22.25847458,"Paxton Schultz",25501,687606
"David Morgan","SDP",13.1,0.34722222,0.66086957,0.48648649,0.52,0.86842105,0.73015873,0.44401544,22.2565445,"David Morgan",31616,688158
"Alex Vesia","LAD",18,0.34574468,0.6124031,0.45425868,0.53846154,0.7721519,0.66666667,0.40694006,22.15447154,"Alex Vesia",25007,681911
"Kirby Yates","LAA",6.1,0.36507937,0.625,0.48739496,0.7826087,0.74285714,0.75862069,0.47058824,22.10989011,"Kirby Yates",9073,489446
"Jedixson Paez","CHW",3,0.24390244,0.83333333,0.46153846,0.7,0.95,0.86666667,0.36923077,22.02040816,"Jedixson Paez",29114,699151
"PJ Poulin","WSN",21.2,0.25454545,0.60621762,0.4188862,0.82142857,0.87179487,0.85549133,0.46731235,21.97142857,"PJ Poulin",23394,676571
"Devin Williams","NYM",17,0.37142857,0.656,0.49,0.52307692,0.74390244,0.6462585,0.41666667,21.83181818,"Devin Williams",15816,642207
"Johan Oviedo","BOS",3.2,0.33333333,0.6969697,0.5,0.76923077,0.91304348,0.86111111,0.45833333,21.82692308,"Johan Oviedo",22487,670912
"Abner Uribe","MIL",18.1,0.24,0.56551724,0.4,0.66666667,0.86585366,0.80508475,0.49152542,21.70642202,"Abner Uribe",25327,682842
"Josh Fleming","TOR",3,0.25581395,0.70588235,0.45454545,0.81818182,0.875,0.85714286,0.44155844,21.69491525,"Josh Fleming",20418,676596
"Yohan Ramírez","PIT",30,0.33590734,0.58482143,0.45134576,0.55172414,0.84732824,0.7293578,0.46376812,21.69054441,"Yohan Ramirez",19444,670990
"Tyron Guerrero","BOS",1.2,0.23076923,0.64705882,0.46666667,0.33333333,0.81818182,0.71428571,0.56666667,21.68181818,"Tyron Guerrero",11691,594027
"Kyle Hart","SDP",16.2,0.25373134,0.62015504,0.43346008,0.70588235,0.8875,0.83333333,0.4904943,21.68062827,"Kyle Hart",19646,606996
"Nolan Hoffman","PHI",3.1,0.18518519,0.67857143,0.43636364,0.6,0.94736842,0.875,0.50909091,21.575,"Nolan Hoffman",23381,676510
"Fernando Cruz","NYY",21.2,0.28638498,0.60248447,0.42245989,0.37704918,0.73195876,0.59493671,0.43048128,21.5734767,"Fernando Cruz",7048,518585
"Michael Petersen","MIA",19.2,0.25675676,0.65,0.46103896,0.65789474,0.83653846,0.78873239,0.51948052,21.57079646,"Michael Petersen",20827,656848
"Bryce Miller","SEA",11,0.31944444,0.80246914,0.5751634,0.65217391,0.87692308,0.81818182,0.52941176,21.53211009,"Bryce Miller",29837,682243
"Matt Strahm","KCR",16.1,0.28571429,0.62162162,0.46263345,0.63157895,0.85869565,0.79230769,0.52669039,21.51442308,"Matt Strahm",13799,621381
"Jonathan Cannon","CHW",0,0,1,0.07142857,,0,0,0.07142857,21.5,"Jonathan Cannon",31730,686563
"Dustin May","STL",54,0.29464286,0.65566038,0.47018349,0.63636364,0.89928058,0.81463415,0.48623853,21.48895899,"Dustin May",19716,669160
"Joey Lucchesi","LAA",3.1,0.29333333,0.54054054,0.375,0.81818182,0.9,0.85714286,0.33035714,21.46590909,"Joey Lucchesi",19320,664192
"Cristian Javier","HOU",9.1,0.22105263,0.75308642,0.46590909,0.80952381,0.80327869,0.80487805,0.46022727,21.4609375,"Cristian Javier",17606,664299
"Kyle Finnegan","DET",24.2,0.25806452,0.64835165,0.43609023,0.60714286,0.88135593,0.79310345,0.45614035,21.45205479,"Kyle Finnegan",15009,640448
"Bailey Falter","KCR",7.1,0.19444444,0.63492063,0.4,0.64285714,0.825,0.77777778,0.46666667,21.43617021,"Bailey Falter",20070,663559
"Isaac Mattson","PIT",19.2,0.26256983,0.70786517,0.48459384,0.65957447,0.8968254,0.83236994,0.49859944,21.4,"Isaac Mattson",20385,676755
"Matt Gage","SFG",21.2,0.32432432,0.65,0.45027624,0.58333333,0.94505495,0.78527607,0.38674033,21.39194139,"Matt Gage",17381,657424
"Dean Kremer","BAL",11,0.34444444,0.58823529,0.46285714,0.51612903,0.8,0.69135802,0.48571429,21.35877863,"Dean Kremer",19350,665152
"Mitch Spence","KCR",4,0.19148936,0.59459459,0.36904762,0.77777778,0.86363636,0.83870968,0.44047619,21.3015873,"Mitch Spence",27707,687765
"Cam Schlittler","NYY",66,0.36746988,0.73161034,0.55044955,0.62295082,0.78804348,0.73321234,0.5024975,21.27882038,"Cam Schlittler",32095,693645
"J.P. France","HOU",6.2,0.21052632,0.68333333,0.45299145,0.83333333,0.87804878,0.86792453,0.51282051,21.24418605,"J.P. France",21212,641585
"Alek Manoah","LAA",7.1,0.2,0.6056338,0.37888199,0.83333333,0.8372093,0.83606557,0.44099379,21.24390244,"Alek Manoah",26410,666201
"Shane Baz","BAL",57.1,0.2938856,0.65292842,0.46487603,0.57718121,0.94019934,0.82,0.47623967,21.24200278,"Shane Baz",22264,669358
"José Suarez","- - -",23.1,0.34074074,0.70833333,0.49350649,0.58695652,0.82352941,0.72807018,0.41558442,21.19770774,"Jose Suarez",19911,660761
"Kyle Bradish","BAL",52.1,0.29268293,0.62034739,0.43376068,0.51282051,0.9,0.75123153,0.43055556,21.18918919,"Kyle Bradish",24586,680694
"Jhoan Duran","PHI",14.2,0.32857143,0.72115385,0.49590164,0.47826087,0.81333333,0.68595041,0.42622951,21.18478261,"Jhoan Duran",21029,661395
"Garrett Cleavinger","TBR",8.1,0.40229885,0.66129032,0.51006711,0.71428571,0.85365854,0.78947368,0.41610738,21.17592593,"Garrett Cleavinger",17897,664076
"Emilio Pagán","CIN",14,0.3030303,0.77083333,0.5,0.65,0.83783784,0.77192982,0.42105263,21.16766467,"Emilio Pagan",14771,641941
"Jordan Leasure","CHW",17.2,0.34682081,0.76,0.52013423,0.6,0.83157895,0.74193548,0.41946309,21.16591928,"Jordan Leasure",29950,673929
"Roddery Muñoz","HOU",4,0.27631579,0.69444444,0.41071429,0.23809524,0.88,0.58695652,0.32142857,21.16091954,"Roddery Munoz",25311,682610
"Ian Hamilton","ATL",1,0.22222222,0.61538462,0.38709677,0.25,1,0.75,0.41935484,21.125,"Ian Hamilton",19261,641656
"Yoendrys Gómez","- - -",25,0.25365854,0.69060773,0.45854922,0.65384615,0.816,0.76836158,0.46891192,21.07553957,"Yoendrys Gomez",22872,672782
"Ryan Helsley","BAL",10.2,0.25471698,0.6744186,0.44270833,0.44444444,0.68965517,0.61176471,0.44791667,21.0137931,"Ryan Helsley",18138,664854
"Clayton Beeter","WSN",12.1,0.25833333,0.64285714,0.43119266,0.61290323,0.87301587,0.78723404,0.44954128,21.01212121,"Clayton Beeter",27494,690925
"Jeff Hoffman","TOR",23,0.4,0.68681319,0.52224824,0.44897959,0.784,0.6367713,0.42622951,21.0031348,"Jeff Hoffman",17432,656546
"Max Fried","NYY",61.2,0.29338843,0.61431871,0.44492912,0.61267606,0.86090226,0.7745098,0.47219193,20.96888889,"Max Fried",13743,608331
"Sonny Gray","BOS",44,0.29649596,0.63043478,0.45165945,0.59090909,0.92118227,0.80511182,0.46464646,20.96850394,"Sonny Gray",12768,543243
"Yariel Rodríguez","TOR",4.1,0.2826087,0.55882353,0.4,0.69230769,0.89473684,0.8125,0.425,20.92982456,"Yariel Rodriguez",33838,684320
"Connor Seabold","DET",15.2,0.34782609,0.67883212,0.51272727,0.70833333,0.86021505,0.80851064,0.49818182,20.89756098,"Connor Seabold",19695,657756
"Cade Cavalli","WSN",53.2,0.30526316,0.61024499,0.4534632,0.53793103,0.88321168,0.76372315,0.48593074,20.8910162,"Cade Cavalli",27473,676917
"Brandon Woodruff","MIL",30,0.32989691,0.67727273,0.51449275,0.5625,0.88590604,0.78873239,0.53140097,20.8862069,"Brandon Woodruff",16162,605540
"Elvis Alvarado","ATH",9.2,0.26804124,0.77647059,0.50549451,0.69230769,0.72727273,0.7173913,0.46703297,20.88405797,"Elvis Alvarado",21662,665660
"Tyler Wells","BAL",23.1,0.2972973,0.7025641,0.50526316,0.52727273,0.81021898,0.72916667,0.51315789,20.88297872,"Tyler Wells",20000,669330
"Mitchell Parker","WSN",24,0.34673367,0.69892473,0.51688312,0.44927536,0.80769231,0.68341709,0.48311688,20.87323944,"Mitchell Parker",27636,680730
"Justin Slaten","BOS",8.2,0.2295082,0.68539326,0.5,0.57142857,0.85245902,0.8,0.59333333,20.86363636,"Justin Slaten",25648,686580
"Bryan Woo","SEA",63.2,0.35169492,0.72803347,0.54105263,0.62650602,0.87068966,0.79182879,0.50315789,20.85962373,"Bryan Woo",30279,693433
"Ryne Nelson","ARI",60,0.33333333,0.72921109,0.53470716,0.71523179,0.87426901,0.82555781,0.50867679,20.85607196,"Ryne Nelson",26253,669194
"Seth Halvorsen","COL",9.1,0.28421053,0.67857143,0.46927374,0.51851852,0.89473684,0.77380952,0.46927374,20.84444444,"Seth Halvorsen",33294,678020
"Jeremiah Estrada","SDP",16.2,0.32450331,0.68932039,0.47244094,0.53061224,0.81690141,0.7,0.40551181,20.82539683,"Jeremiah Estrada",22210,669093
"Tomoyuki Sugano","COL",53.2,0.24651163,0.66909976,0.4530321,0.66981132,0.90545455,0.83989501,0.48870392,20.81300813,"Tomoyuki Sugano",35321,608372
"Tyler Kinley","ATL",22.2,0.24867725,0.63636364,0.44148936,0.5106383,0.85714286,0.75903614,0.49734043,20.80714286,"Tyler Kinley",18297,641755
"Gordon Graceffo","STL",27.1,0.21538462,0.70186335,0.43539326,0.71428571,0.95575221,0.89032258,0.45224719,20.80708661,"Gordon Graceffo",29519,700669
"Justin Lawrence","PIT",20.1,0.28645833,0.64848485,0.45378151,0.54545455,0.87850467,0.7654321,0.46218487,20.78846154,"Justin Lawrence",17639,664875
"Aroldis Chapman","BOS",17.2,0.31884058,0.68461538,0.49626866,0.52272727,0.7752809,0.69172932,0.48507463,20.7839196,"Aroldis Chapman",10233,547973
"Zach Pop","PHI",7.1,0.23529412,0.53225806,0.37692308,0.8125,0.87878788,0.85714286,0.47692308,20.73469388,"Zach Pop",20185,647315
"Ethan Roberts","CHC",12.1,0.22222222,0.61458333,0.41538462,0.63636364,0.84745763,0.79012346,0.49230769,20.73333333,"Ethan Roberts",24930,681799
"Tanner Bibee","CLE",60,0.25403226,0.65858586,0.45610494,0.57936508,0.79754601,0.73672566,0.49949546,20.72665765,"Tanner Bibee",30134,676440
"David Bednar","NYY",22,0.38075314,0.69587629,0.52193995,0.63736264,0.77777778,0.72123894,0.44803695,20.72507553,"David Bednar",19569,670280
"Justin Verlander","DET",3.2,0.34883721,0.64864865,0.4875,0.8,0.875,0.84615385,0.4625,20.72131148,"Justin Verlander",8700,434378
"Kenley Jansen","DET",14.1,0.2578125,0.63779528,0.44705882,0.51515152,0.79012346,0.71052632,0.49803922,20.66326531,"Kenley Jansen",3096,445276
"Trevor Megill","MIL",17,0.32692308,0.68181818,0.48958333,0.43137255,0.81111111,0.67375887,0.45833333,20.65566038,"Trevor Megill",17722,656730
"Pierce Johnson","CIN",21.1,0.31182796,0.5872093,0.44413408,0.62068966,0.88118812,0.78616352,0.48044693,20.6394052,"Pierce Johnson",13435,572955
"Bennett Sousa","HOU",3.1,0.21052632,0.54285714,0.36986301,0.375,0.94736842,0.77777778,0.47945205,20.625,"Bennett Sousa",21345,656986
"Chris Martin","TEX",7.1,0.34615385,0.75,0.575,0.72222222,0.82352941,0.79710145,0.56666667,20.62352941,"Chris Martin",11847,455119
"Brock Stewart","LAD",2,0.23529412,0.63636364,0.39285714,0.5,0.57142857,0.54545455,0.39285714,20.61904762,"Brock Stewart",16727,592779
"Valente Bellozo","COL",10.2,0.21590909,0.7195122,0.45882353,0.42105263,0.83050847,0.73076923,0.48235294,20.61290323,"Valente Bellozo",23899,678368
"Jonathan Loáisiga","ARI",19.1,0.34545455,0.68794326,0.50326797,0.61403509,0.88659794,0.78571429,0.46078431,20.6,"Jonathan Loaisiga",19753,642528
"Josh Walker","BAL",4,0.34210526,0.5483871,0.43478261,0.61538462,0.76470588,0.7,0.44927536,20.58490566,"Josh Walker",23617,677020
"Logan Henderson","MIL",23,0.30967742,0.77386935,0.57062147,0.6875,0.77922078,0.75742574,0.56214689,20.55893536,"Logan Henderson",31475,701656
"Anthony Bender","MIA",21.1,0.25,0.50561798,0.38622754,0.58974359,0.93333333,0.82945736,0.53293413,20.54471545,"Anthony Bender",19742,669622
"Greg Weissert","BOS",20.1,0.31111111,0.61445783,0.4566474,0.69642857,0.85294118,0.79746835,0.47976879,20.54296875,"Greg Weissert",20375,669711
"Andrew Nardi","MIA",20.2,0.29834254,0.66081871,0.47443182,0.42592593,0.87610619,0.73053892,0.48579545,20.52918288,"Andrew Nardi",25942,677053
"Nick Davila","SEA",7.1,0.27536232,0.50943396,0.37704918,0.63157895,1,0.84782609,0.43442623,20.52747253,"Nick Davila",27741,689546
"Jose Quintana","COL",41,0.32009926,0.67605634,0.46724891,0.68217054,0.86979167,0.79439252,0.41339156,20.52371542,"Jose Quintana",11423,500779
"Daniel Palencia","CHC",9.2,0.32967033,0.70422535,0.49382716,0.43333333,0.8,0.6625,0.4382716,20.51666667,"Daniel Palencia",27914,694037
"Josh Ekness","MIA",5.1,0.24528302,0.55555556,0.3877551,0.69230769,0.92,0.84210526,0.45918367,20.51315789,"Josh Ekness",33785,694795
"Kumar Rocker","TEX",45,0.29166667,0.6920904,0.47769029,0.49579832,0.92244898,0.78296703,0.46456693,20.51236749,"Kumar Rocker",31843,677958
"Phil Maton","CHC",16,0.27333333,0.64375,0.46451613,0.53658537,0.84466019,0.75694444,0.51612903,20.50214592,"Phil Maton",18064,664208
"Ryan Yarbrough","NYY",16.2,0.27407407,0.65693431,0.46691176,0.7027027,0.84444444,0.80314961,0.50367647,20.495,"Ryan Yarbrough",16502,642232
"Andrew Hoffmann","ARI",11.2,0.16239316,0.61946903,0.38695652,0.57894737,0.91428571,0.84269663,0.49130435,20.49112426,"Andrew Hoffmann",29633,694851
"Angel Chivilli","NYY",2.1,0.2195122,0.57894737,0.33333333,0.55555556,0.72727273,0.65,0.31666667,20.4893617,"Angel Chivilli",26790,683409
"Chase Solesky","TBR",3,0.04545455,0.58333333,0.37931034,1,0.95238095,0.95454545,0.62068966,20.48780488,"Chase Solesky",25480,686678
"Mason Englert","TBR",16,0.36567164,0.72440945,0.54022989,0.6122449,0.86956522,0.78014184,0.48659004,20.48128342,"Mason Englert",22288,669438
"Joe Ross","ARI",3.2,0.27272727,0.72972973,0.45652174,0.4,0.81481481,0.66666667,0.40217391,20.47887324,"Joe Ross",12972,605452
"Vince Velasquez","CHC",2.1,0.28571429,0.64705882,0.48387097,0.75,0.90909091,0.86666667,0.5483871,20.47826087,"Vince Velasquez",11189,592826
"Kodai Senga","NYM",20,0.26262626,0.68639053,0.45776567,0.46153846,0.86206897,0.73809524,0.46049046,20.47211896,"Kodai Senga",31838,673540
"Seth Johnson","PHI",3.2,0.28,0.65,0.44444444,0.85714286,0.84615385,0.85,0.44444444,20.46376812,"Seth Johnson",26020,686751
"Luis Medina","ATH",20,0.20430108,0.66242038,0.41399417,0.55263158,0.80769231,0.73943662,0.45772595,20.43968872,"Luis Medina",21649,665622
"Spencer Arrighetti","HOU",41,0.27605634,0.60064935,0.42684766,0.52040816,0.86486486,0.74558304,0.46455505,20.43621399,"Spencer Arrighetti",29921,681293
"Edgardo Henriquez","LAD",19.1,0.31875,0.67132867,0.48514851,0.47058824,0.88541667,0.7414966,0.47194719,20.43171806,"Edgardo Henriquez",26944,683618
"Chase Silseth","LAA",17.1,0.32804233,0.66129032,0.4600639,0.53225806,0.76829268,0.66666667,0.39616613,20.42553191,"Chase Silseth",30074,681217
"Emmet Sheehan","LAD",45.2,0.36320755,0.69252078,0.51464968,0.5,0.832,0.70544554,0.45987261,20.42301184,"Emmet Sheehan",29839,686218
"Kendry Rojas","MIN",14.1,0.24806202,0.66326531,0.42731278,0.53125,0.8,0.71134021,0.43171806,20.42168675,"Kendry Rojas",29423,696070
"Aaron Nola","PHI",50.2,0.31863727,0.625,0.45342312,0.60377358,0.87755102,0.76980198,0.43995511,20.42081448,"Aaron Nola",16149,605400
"Eury Pérez","MIA",58.2,0.30245747,0.72668113,0.5,0.575,0.82089552,0.74141414,0.46565657,20.4165536,"Eury Perez",27768,691587
"Chris Sale","ATL",62,0.37959184,0.64380531,0.50636943,0.56989247,0.82817869,0.72746331,0.47983015,20.40028694,"Chris Sale",10603,519242
"Brian Fitzpatrick","MIL",5.2,0.2,0.82,0.52631579,0.88888889,0.73170732,0.76,0.52631579,20.39705882,"Brian Fitzpatrick",31624,702153
"José Urquidy","PIT",6.1,0.43333333,0.64788732,0.54961832,0.61538462,0.86956522,0.77777778,0.54198473,20.38461538,"Jose Urquidy",18413,664353
"Riley O'Brien","STL",24.1,0.3236715,0.68604651,0.48812665,0.53731343,0.83898305,0.72972973,0.45382586,20.37769784,"Riley O'Brien",20348,676617
"Shane Smith","CHW",8.1,0.304,0.58,0.42666667,0.55263158,0.89655172,0.76041667,0.44444444,20.37714286,"Shane Smith",31687,681343
"Yaramil Hiraldo","BAL",1.2,0.17857143,0.68421053,0.38297872,0.6,0.61538462,0.61111111,0.40425532,20.37142857,"Yaramil Hiraldo",25215,682274
"Chris Bassitt","BAL",47.1,0.23394495,0.69041769,0.45432977,0.62745098,0.86120996,0.79895561,0.48279953,20.37055016,"Chris Bassitt",12304,605135
"José Fermin","LAA",11.1,0.33333333,0.73863636,0.5,0.54761905,0.83076923,0.71962617,0.41121495,20.36196319,"Jose Fermin",33908,820862
"Carter Baumler","TEX",5.2,0.28358209,0.62,0.42735043,0.63157895,0.77419355,0.72,0.42735043,20.35555556,"Carter Baumler",30231,691945
"Kevin Gausman","TOR",64,0.35714286,0.70537634,0.51730959,0.59487179,0.85365854,0.75717017,0.45994065,20.35380507,"Kevin Gausman",14107,592332
"Brendon Little","TOR",3.2,0.25,0.65853659,0.43010753,0.53846154,0.81481481,0.725,0.44086022,20.34782609,"Brendon Little",21574,663893
"Anthony Kay","CHW",46.1,0.31790744,0.6015625,0.4415437,0.66455696,0.90909091,0.80976864,0.43586833,20.33785822,"Anthony Kay",20387,641743
"Anthony Banda","MIN",22.2,0.28017241,0.67836257,0.44913151,0.55384615,0.87068966,0.75690608,0.42431762,20.33443709,"Anthony Banda",14706,607455
"Tyler Alexander","TEX",23.2,0.31472081,0.59473684,0.45219638,0.74193548,0.88495575,0.83428571,0.49095607,20.32508834,"Tyler Alexander",17735,641302
"Jason Adam","SDP",17.2,0.32394366,0.73825503,0.53608247,0.56521739,0.81818182,0.74358974,0.51202749,20.32272727,"Jason Adam",11861,592094
"José Alvarado","PHI",17.2,0.37440758,0.62328767,0.47619048,0.58227848,0.8021978,0.7,0.40896359,20.30483271,"Jose Alvarado",17780,621237
"Gus Varland","WSN",20.1,0.32911392,0.69480519,0.50961538,0.51923077,0.88785047,0.7672956,0.49358974,20.30044843,"Gus Varland",24737,681402
"Zach Maxwell","CIN",1,0.15789474,0.65217391,0.42857143,0.33333333,0.93333333,0.83333333,0.54761905,20.29411765,"Zach Maxwell",31610,687209
"George Soriano","STL",21.2,0.31382979,0.66049383,0.47428571,0.52542373,0.8317757,0.72289157,0.46285714,20.28735632,"George Soriano",21863,666277
"Duncan Davitt","CHW",1,0,0.75,0.42857143,,1,1,0.57142857,20.27272727,"Duncan Davitt",31886,701474
