Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,CG,ShO,TBF,H,ER,HR,BB,IBB,HBP,SO,QS,AVG,WHIP,ERA-,FIP-,K%,BB%,SIERA,K-BB%,WPA,Clutch,EV,Barrel%,HardHit%,K/BB,Contact% (sc),O-Swing% (mlb),NameASCII,PlayerId,MLBAMID
"Brandon Eisert","CHW",0,0,0,7,0,7,9.00000122615286,6.4285723043948995,0,0.391304347826087,0.71428571,0.571428571,0,89.56114032451923,5.14285784351592,4.91985875848522,3.219966689907778,4.222907085357061,0.06935577839612961,0,0,35,9,4,0,5,0,0,7,0,0.3,2.000000272478413,125.03372296423416,76.08729448445888,0.2,0.14285714,4.383830776513605,0.05714286,-0.10066200792789459,-0.02348077517879335,89.4047619047619,0.04347826,0.47826087,1.4,0.74242424,0.27956989,"Brandon Eisert",27668,685126
"Tyler Glasnow","LAD",3,0,0,7,7,39.2,11.117647771604378,2.9495800210378964,1.1344538542453448,0.18518518518518517,0.80769231,0.453488372,0.147058823,95.61749871222527,2.7226892501888273,2.4815183078630394,3.22837004148727,2.7932428619766774,0.9704521298408508,0,0,148,20,12,5,13,1,0,49,4,0.14814814814814814,0.8319328264465862,67.78878625595965,77.701096364142,0.33108108,0.08783784,2.858671632756839,0.24324324,0.5396860241889954,0.015804876886207575,90.4186046511628,0.08139535,0.38372093,3.76923077,0.71595331,0.29652997,"Tyler Glasnow",14374,607192
"Isaac Mattson","PIT",0,0,0,21,0,19.2,6.8644083330464225,4.576272222030949,0,0.3114754098360656,0.7,0.216666666,0,94.01607937282986,4.118644999827854,6.212743388806034,3.2296519349889223,5.22873331001626,0.29427507519721985,0,0,87,19,9,0,10,0,1,15,0,0.25,1.4745766048766389,100.12123265562289,80.34125919342969,0.17241379,0.11494253,4.949454229112591,0.05747127,0.5980721712112427,0.08129854418471205,91.46666666666667,0.1147541,0.49180328,1.5,0.83236994,0.26256983,"Isaac Mattson",20385,676755
"Carlos Rodón","NYY",0,2,0,3,3,13,11.769231632616457,7.615385174045942,0,0.26666666666666666,0.65,0.551724137,0,94.50459248310811,4.153846458570514,2.9609572412027734,3.2309556927201326,4.095027363697774,0.27237242460250854,0,0,59,8,6,0,11,0,1,17,0,0.1702127659574468,1.461538568756292,102.39948798048664,77.07301611102869,0.28813559,0.18644068,4.649325272826155,0.10169492,-0.27673983573913574,-0.22183574473934894,87.55517578125,0.06666667,0.2,1.54545455,0.72580645,0.31210191,"Carlos Rodon",16137,607074
"Brian Fitzpatrick","MIL",0,0,0,4,0,5.2,6.352941889251472,4.764706416938604,0,0.35,0.8,0.55,0,93.82413522820724,1.588235472312868,3.1288903234089736,3.253580135622654,4.740291744897755,0.07543297111988068,0,0,27,7,1,0,3,0,0,4,0,0.2916666666666667,1.764706080347631,39.6419027543635,80.46183069603912,0.14814815,0.11111111,4.554946525663087,0.03703704,-0.019700022414326668,0.17713912980265697,80.43999633789062,0.05,0.25,1.33333333,0.76,0.2,"Brian Fitzpatrick",31624,702153
"Drew Anderson","DET",1,1,2,17,1,33.2,11.227724256497936,4.27722828818969,0.8019803040355669,0.2962962962962963,0.72864322,0.493975903,0.107142857,95.60094284262892,3.7425747521659787,3.0737812677405674,3.2553273729291274,3.264691477493695,0.5047794878482819,0,0,143,27,14,3,16,1,1,42,0,0.21428571428571427,1.277227891612199,90.99570496541322,79.03785548647899,0.29370629,0.11188811,3.168717298948964,0.18181818,0.35101012885570526,0.18750643329293476,90.1890243902439,0.07142857,0.39285714,2.625,0.70955882,0.31464174,"Drew Anderson",15130,623454
"Wilber Dotel","PIT",1,0,0,5,0,10.2,8.43750050291422,2.531250150874266,0.843750050291422,0.18518518518518517,0.92105263,0.428571428,0.076923076,98.37674464536516,1.687500100582844,3.0319390973610347,3.2646095387637626,3.757126384713761,0.10102102905511856,0,0,41,6,2,1,3,0,0,10,0,0.15789473684210525,0.843750050291422,41.021887097310824,81.20774189509696,0.24390244,0.07317073,3.2814919556543334,0.17073171,0.5246639847755432,0.2318604334647536,93.0142822265625,0.03571429,0.53571429,3.33333333,0.77777778,0.28,"Wilber Dotel",28901,696062
"Enmanuel De Jesus","DET",2,0,0,16,0,21.1,8.859377112240104,4.640626106411482,0.42187510058286204,0.35294117647058826,0.54913295,0.388059701,0.04,94.24011640100672,5.9062514081600686,4.518277410531652,3.264609572291385,4.300683681420035,0.1409418135881424,0,0,101,25,14,1,11,0,0,21,0,0.2777777777777778,1.6875004023314482,143.60261215289015,79.26403662732393,0.20792079,0.10891089,4.117424277366162,0.0990099,-0.2360178381204605,-0.04097122962212957,91.06716417910448,0.07246377,0.46376812,1.90909091,0.79545455,0.27083333,"Enmanuel De Jesus",18554,646241
"Taj Bradley","MIN",5,1,0,9,9,52,10.211538461538462,3.2884615384615383,0.8653846153846154,0.2803030303030303,0.83928571,0.345588235,0.078125,97.10363559582309,2.769230769230769,3.628966554386373,3.2694172198955833,3.7475604350750267,1.1739321947097778,0,0,217,42,16,5,19,0,2,59,5,0.21428571428571427,1.1730769230769231,66.99226432055183,79.45443892028939,0.2718894,0.0875576,3.554062914594512,0.1843318,1.2101801633834839,0.7134457168075092,92.14191032858456,0.09489051,0.44525547,3.10526316,0.74937965,0.29184549,"Taj Bradley",22543,671737
"Garrett Cleavinger","TBR",1,1,1,12,0,10.1,13.935485585795444,5.225807094673291,0.8709678491122153,0.4166666666666667,0.72289157,0.375,0.125,97.12586321149554,4.3548392455610765,4.920805681697292,3.2706579385017163,3.0996512302326944,0.1386183202266693,0,0,48,11,5,1,6,1,1,16,0,0.2682926829268293,1.6451614927675178,105.2213501217962,78.13373124780757,0.33333333,0.125,2.954926316506579,0.20833333,0.070078045129776,0.19063099625828725,91.44583129882812,0.08,0.56,2.66666667,0.78409091,0.38613861,"Garrett Cleavinger",17897,664076
"José Suarez","- - -",0,1,1,14,1,25,11.160001277160791,5.760000659179763,0.3600000411987352,0.44285714285714284,0.69958848,0.449275362,0.047619047,93.18877002446338,5.760000659179763,3.6119645129548124,3.277109550476077,3.9365673703050055,0.355404251255095,0,0,120,32,16,1,16,1,2,31,0,0.3137254901960784,1.9200002197265877,141.49283241906844,81.3512084724614,0.25833333,0.13333333,3.8537125266904493,0.125,-0.66133863478899,-0.697425664296319,88.66521686056386,0.01408451,0.36619718,1.9375,0.72995781,0.33691756,"Jose Suarez",19911,660761
"Bryce Elder","ATL",4,2,0,11,11,68.2,7.8640779611560845,2.7524272864046297,0.6553398300963403,0.22702702702702704,0.82539683,0.452127659,0.073529411,92.8118273469917,1.9660194902890211,2.988258776126017,3.28099303028453,3.724875269617275,1.3932815790176392,0,0,273,47,15,5,21,0,2,60,8,0.188,0.9902912988122476,48.46881700545721,82.88758334676682,0.21978022,0.07692308,3.8784600372873155,0.14285714,1.1458501815795898,-0.608400188395497,89.44467877327128,0.03684211,0.37894737,2.85714286,0.78820961,0.31558935,"Bryce Elder",27779,693821
"Will Warren","NYY",6,1,0,11,11,58.1,10.02857230299354,2.468571643813794,1.080000094168535,0.2903225806451613,0.69256757,0.409937888,0.104477611,93.8309791926434,3.5485717379823294,3.183268607790892,3.2828238312390403,3.3355517720022254,1.2499479055404663,0,0,244,52,23,7,16,0,1,65,4,0.2290748898678414,1.165714387356514,87.47842094203581,78.31480812110672,0.26639344,0.06557377,3.294622249891152,0.20081967,0.22261612117290497,-0.01962929127714097,90.29564974767081,0.0617284,0.40123457,4.0625,0.76995305,0.27524752,"Will Warren",30182,701542
"Ranger Suarez","BOS",2,3,0,10,10,53.2,7.8819879511478,2.850931812117289,0.6708074852040681,0.2569444444444444,0.76779026,0.414965986,0.083333333,92.03677782600309,3.0186336834183063,3.2206874722650953,3.3007120226559135,3.5876235652953934,1.2323497533798218,0,0,213,41,18,4,17,0,1,47,3,0.21025641025641026,1.0807453928287762,70.62318078546645,79.93417074833016,0.22065728,0.07981221,3.9041078297343716,0.14084507,1.1002839803695679,-0.22374951393117404,87.75918101615646,0.05405405,0.34459459,2.76470588,0.80481283,0.31956522,"Ranger Suarez",17277,624133
"Carmen Mlodzinski","PIT",4,3,0,11,9,55,7.52727324935034,3.272727499717539,0.49090912495763084,0.32934131736526945,0.73878628,0.434523809,0.051724137,95.04570855034723,3.76363662467517,4.72674271227384,3.313473180345268,4.08508685232352,1.1474890559911728,0,0,238,58,23,3,20,0,2,46,1,0.26851851851851855,1.4181819165442668,91.49123999423979,82.41890901180071,0.19327731,0.08403361,4.204146730391973,0.1092437,0.47208602726459503,0.2537825101384514,91.80118815104167,0.07058824,0.50588235,2.3,0.81598063,0.27824268,"Carmen Mlodzinski",27572,669387
"Tyler Phillips","MIA",0,0,2,16,1,33.2,8.287129338869102,4.811881551601414,0.26732675286674523,0.24731182795698925,0.88942308,0.457446808,0.03030303,96.95912124171402,1.069307011466981,3.321014469939155,3.3147333079138868,4.304906846779442,0.38445066660642624,0,0,144,24,4,1,18,0,1,31,0,0.192,1.2475248467114777,26.134115119782074,82.07648899591477,0.21527778,0.125,4.224590744333493,0.09027778,0.3454701155424118,-0.122157809934555,87.30212986722906,0.06382979,0.32978723,1.72222222,0.69918699,0.35873016,"Tyler Phillips",20629,663969
"Kyle Hart","SDP",0,1,0,12,0,16.2,5.400000823974735,3.2400004943848413,0,0.24,0.5,0.574468085,0,93.28440856933594,5.400000823974735,3.62800142988914,3.31710956420899,4.496567488539957,0.16647394001483917,0,0,68,12,10,0,6,0,2,10,0,0.2,1.080000164794947,138.98907258799917,82.886718214311,0.14705882,0.08823529,4.2316849162751655,0.05882353,0.04039398580789566,-0.23317294024194962,85.69999792220744,0.04,0.26,1.66666667,0.83333333,0.25373134,"Kyle Hart",19646,606996
"Jake Eder","LAD",1,0,0,4,0,4,2.25,2.25,0,0.23076923076923078,0.75,0.307692307,0,95.40295780066288,2.25,9.957986346386502,3.327109527587891,6.135342252254486,0.020407069474458694,0,0,15,3,1,0,1,0,0,1,0,0.21428571428571427,1,56.01989616160975,80.06902935358124,0.06666667,0.06666667,6.2732712444712275,0,0.023723991587758064,0.1373629767332079,95.26923076923077,0.30769231,0.69230769,1,0.90909091,0.32142857,"Jake Eder",27590,671109
"Bryce Miller","SEA",1,0,0,3,2,16,7.875000469386606,1.1250000670552294,1.1250000670552294,0.2727272727272727,0.90909091,0.444444444,0.117647058,97.0969484887942,2.2500001341104587,2.1505370667650023,3.327109542489053,3.1939831695332317,0.3077671602368355,0,0,62,14,4,2,2,1,0,14,0,0.23333333333333334,1.0000000596046483,58.662304866227686,84.42638454934566,0.22580645,0.03225806,3.237198882670835,0.19354839,0.4249020703136921,0.05773063654491428,86.62000054253473,0.04347826,0.2826087,7,0.78625954,0.33613445,"Bryce Miller",29837,682243
"Luis Medina","ATH",1,1,0,15,1,20,8.550001223087486,4.0500005793572305,0.4500000643730256,0.25925925925925924,0.6779661,0.407407407,0.047619047,97.31752108683628,2.250000321865128,4.526974810831104,3.3271095633506826,4.151431861720896,0.2177022509276867,0,0,84,15,5,1,9,1,1,19,0,0.20270270270270271,1.2000001716614015,53.34314246085502,79.55117656387843,0.22619048,0.10714286,3.8946233285827594,0.11904762,-0.07391990721225739,-0.5720664082529833,91.68302082565596,0.09090909,0.4,2.11111111,0.73943662,0.20430108,"Luis Medina",21649,665622
"Gavin Williams","CLE",7,3,0,11,11,69.1,10.9038469537476,2.8557694402672285,1.168269316472957,0.2919254658385093,0.79819277,0.467455621,0.15,96.64661412805944,3.245192545758214,4.233857084384245,3.336724931248548,2.8643255947665853,1.4216477870941162,0,0,277,56,25,9,22,0,1,84,5,0.2204724409448819,1.1250000825295141,80.04505842411473,82.10582712907994,0.3032491,0.07942238,3.007319095515156,0.22382672,1.058382272720337,0.7853514724896502,91.7558294190951,0.12941176,0.47058824,3.81818182,0.718,0.3512476,"Gavin Williams",30122,668909
"Andrew Morris","MIN",1,2,1,15,1,22.1,6.850747828867403,3.6268664976356844,0.4029851664039649,0.3287671232876712,0.67484663,0.383561643,0.032258064,96.31328724048755,4.432836830443614,3.5083019111068356,3.345766305190534,4.712674403016788,0.2598117534071207,0,0,100,25,11,1,9,0,0,17,0,0.27472527472527475,1.5223884064149786,107.2376415626229,81.31656859641383,0.17,0.09,4.404803627725212,0.08,-0.6447739563882351,-0.6503061537019648,86.67671224515732,0.02702703,0.33783784,1.88888889,0.8,0.275,"Andrew Morris",31891,702193
"Peter Lambert","HOU",3,4,0,7,7,40.1,8.925620116103625,4.016529052246631,0.44628100580518126,0.25961538461538464,0.70539419,0.438095238,0.05,94.38082181490384,3.7933885493440407,3.765097528620872,3.3746301981246782,4.1225142174052305,0.8281577229499817,0,0,168,29,17,2,18,0,4,40,3,0.19863013698630136,1.165289292935751,92.99515295289356,82.39905165383132,0.23809524,0.10714286,4.0812393592035985,0.13095238,0.3806820809841156,-0.16595122105984794,88.72286086309524,0.05660377,0.41509434,2.22222222,0.75851393,0.28212291,"Peter Lambert",17969,663567
"Sam Bachman","LAA",1,0,0,19,0,26,9.346155903043579,3.807693145684421,0.6923078446698947,0.22580645161290322,0.83333333,0.53125,0.086956521,,2.4230774563446316,2.5174246986913165,3.384801902996733,3.626904892188666,0.3781570494174957,0,0,103,16,7,2,11,0,1,27,0,0.17582417582417584,1.0384617670048422,58.37553132341359,81.20130922462272,0.26213592,0.10679612,3.3601338098574374,0.15533981,1.6654441356658936,0.42591755669736764,85.90645476310483,0.046875,0.296875,2.45454545,0.66666667,0.30046948,"Sam Bachman",29754,696147
"Huascar Brazobán","NYM",3,1,0,22,3,26,6.576924765604216,3.461539350318008,0.3461539350318008,0.18309859154929578,0.80508475,0.535211267,0.045454545,96.70239935980902,1.730769675159004,2.565736276403635,3.3848019142828254,4.072900551393846,0.38238459726562724,0,0,102,14,5,1,10,1,1,19,0,0.15384615384615385,0.9230771600848022,44.34482487300771,84.35787728840461,0.18627451,0.09803922,4.032585201534346,0.08823529,0.547664150595665,-0.3414176369811698,82.92000296456473,0.01388889,0.22222222,1.9,0.74226804,0.31979695,"Huascar Brazoban",6107,623211
"Chase Burns","CIN",7,1,0,11,11,64.1,10.072539656449523,2.7979276823470896,1.119171072938836,0.22818791946308725,0.94488189,0.435064935,0.126984126,98.17498067579506,1.9585493776429628,2.8671012649963297,3.387990381182012,3.146425556285673,1.6210113763809204,0,0,249,42,14,8,20,0,0,72,7,0.18340611353711792,0.9637306461417754,46.24209001961686,79.9097564009253,0.28915663,0.08032129,3.2048323477134475,0.20883534,2.131481885910034,0.9527381334858496,88.8666693239796,0.07006369,0.37579618,3.6,0.69008264,0.33151184,"Chase Burns",35333,695505
"Luke Weaver","NYM",2,1,0,21,0,22.1,9.2686580357136,3.2238810559003825,0.8059702639750956,0.24561403508771928,0.76576577,0.5,0.09090909,95.22614247311827,3.2238810559003825,3.215065150374145,3.39054240802265,3.609522736416035,0.31548652052879333,0,0,91,16,8,2,8,0,1,23,0,0.1951219512195122,1.0746270186334608,82.60050016312877,84.50045398797663,0.25274725,0.08791209,3.259146783884577,0.16483517,1.1864261627197266,0.1858339793464704,87.37068965517241,0.08474576,0.28813559,2.875,0.75690608,0.33510638,"Luke Weaver",16918,596133
"Sam Hentges","SFG",0,0,0,7,0,6.1,11.36842333511018,8.526317501332635,0,0.15384615384615385,1,0.23076923,0,93.22258738982372,0,1.8461067693721198,3.3928990646742845,5.166520088980938,0.07242899388074875,0,0,27,2,0,0,6,1,0,8,0,0.09523809523809523,1.2631581483455756,0,87.23457643409499,0.2962963,0.22222222,5.039432120914972,0.07407407,0.1914680302143097,0.06699751177067448,83.65384615384616,0,0.23076923,1.33333333,0.75,0.19354839,"Sam Hentges",18548,656529
"George Kirby","SEA",5,4,0,11,11,68.2,7.208738131059744,2.097087456308289,0.7864077961156084,0.3065326633165829,0.7310705,0.551219512,0.096774193,96.87495727539063,3.538835082520238,3.369726828499768,3.397497888968324,3.5293699491629713,1.2813478708267212,1,0,278,67,27,6,16,0,2,55,6,0.25769230769230766,1.208737908844361,92.26498227040226,86.21881804166284,0.19784173,0.05755396,3.6418425933095655,0.14028777,0.2984164357185364,-0.0009011036576465625,89.31470205269608,0.05365854,0.4195122,3.4375,0.80265655,0.35741445,"George Kirby",25436,669923
"Sean Burke","CHW",2,3,0,11,9,60,8.100000386238117,2.4000001144409233,0.7500000357627886,0.28402366863905326,0.70149254,0.350877192,0.064935064,94.35761282297486,3.9000001859665008,4.0990515888410135,3.4104428768157966,4.129058909409812,1.3954691886901855,0,0,249,53,26,5,16,0,5,54,3,0.2324561403508772,1.1500000548362759,94.81723151795836,80.60464395162892,0.21686747,0.06425703,3.8407810030377383,0.15261044,-0.05737406015396118,-0.4188747462396394,88.9625765259503,0.05747126,0.36781609,3.375,0.82188841,0.3244898,"Sean Burke",29878,680732
"Andrés Muñoz","SEA",3,3,9,22,0,20.2,14.370969510351552,3.0483874718927533,1.7419356982244305,0.35555555555555557,0.70093458,0.375,0.222222222,98.5609104886968,4.790323170117184,4.423227439223076,3.415819246687086,2.122630112812053,0.21828751266002655,0,0,89,20,11,4,7,0,0,33,0,0.24390243902439024,1.3064517736683228,124.8939473171484,86.6853699191033,0.37078652,0.07865169,2.028399534465896,0.29213483,-0.5421718955039978,0.06551462596971652,89.39791870117188,0.12244898,0.48979592,4.71428571,0.57894737,0.39150943,"Andres Munoz",20373,662253
"Calvin Faucher","MIA",4,3,1,21,0,20.2,9.580647224442592,7.40322740070564,0,0.3090909090909091,0.58823529,0.555555555,0,96.67511541193181,3.919355682726515,4.156472443438111,3.4158192779469725,4.366995083068998,0.1931539624929428,0,0,94,17,9,0,17,1,0,22,0,0.22077922077922077,1.6451616446012531,95.78997566585178,84.57071888612184,0.23404255,0.18085106,4.706493803376368,0.05319149,-0.6414318680763245,-0.5242501233285366,89.84629087094908,0.05454545,0.45454545,1.29411765,0.76190476,0.27317073,"Calvin Faucher",20116,676534
"Mason Montgomery","PIT",1,1,0,21,3,20.2,12.193551012926935,3.4838717179791243,1.3064518942421717,0.2978723404255319,0.76923077,0.5,0.1875,98.61973592679794,3.4838717179791243,3.823616918650596,3.4158192779469725,2.6157801603715476,0.2477743700146675,0,0,86,17,8,3,8,0,0,28,0,0.21794871794871795,1.2096776798538627,84.69036074551502,84.95572828940956,0.3255814,0.09302326,2.602885874267196,0.23255814,0.8018800318241119,0.3918133074687258,88.48599975585938,0.1,0.44,3.5,0.65909091,0.35757576,"Mason Montgomery",29770,682254
"Kendry Rojas","MIN",1,0,0,5,1,14.1,8.790697869382855,6.2790699067020395,0,0.3055555555555556,0.90909091,0.428571428,0,96.27087272481715,1.255813981340408,3.6779328483194433,3.425946744626893,4.699447659638608,0.18507668375968933,0,0,61,11,2,0,10,0,1,14,0,0.22,1.4651163115638093,30.380213563339293,83.27214376987324,0.2295082,0.16393443,4.756319927586591,0.06557377,0.5724940001964569,0.2906282236934219,84.94000069754465,0.08333333,0.36111111,1.4,0.71134021,0.24806202,"Kendry Rojas",29423,696070
"Devin Williams","NYM",3,2,7,20,0,17,13.235295602607234,5.294118241042893,1.0588236482085787,0.4,0.63492063,0.4,0.125,93.79931955645161,6.352941889251472,3.3076607715477797,3.430050743657417,3.222160237822893,0.16895033419132233,0,0,77,18,12,2,10,1,0,25,0,0.26865671641791045,1.6470590083244558,162.77156894453327,85.48172290937771,0.32467532,0.12987013,3.1110213465754066,0.1948052,0.5639020800590515,0.2061533200785,89.0125,0.0952381,0.28571429,2.5,0.6462585,0.37142857,"Devin Williams",15816,642207
"Trevor McDonald","SFG",2,1,0,4,4,22.2,8.338236229642558,1.588235472312868,0.794117736156434,0.2698412698412698,0.61983471,0.625,0.2,,4.764706416938604,4.002562322867147,3.430050743657417,2.9024549619627487,0.4051065742969513,0,0,94,19,12,2,4,0,4,21,2,0.22093023255813954,1.0147059961998879,120.93578521582845,88.18651000694331,0.22340426,0.04255319,2.725307833271834,0.18085106,0.1067362129688263,-0.14839217212374367,90.94126674107143,0.04615385,0.44615385,5.25,0.74213836,0.30232558,"Trevor McDonald",26448,686790
"Taylor Clarke","ARI",1,1,0,24,0,22.2,3.970589014898275,1.1911767044694825,0.39705890148982753,0.17391304347826086,0.72289157,0.536231884,0.045454545,94.59829372829861,1.9852945074491375,2.8012349360196374,3.4300507733566263,4.219340338829424,0.22878210246562958,0,0,85,13,5,1,3,1,2,10,0,0.1625,0.7058824915374711,48.69360958935823,87.95041422279074,0.11764706,0.03529412,4.0035136162196405,0.08235294,0.7783121466636658,0.09714588183850026,86.04492895153986,0.05714286,0.28571429,3.33333333,0.82,0.26829268,"Taylor Clarke",17611,664199
"Ian Seymour","TBR",3,0,2,24,1,28,9.964287750575423,3.2142863711533622,0.9642859113460087,0.3013698630136986,0.62893082,0.352112676,0.088235294,91.78246680726396,4.500000919614707,3.669188788103647,3.4342524577160423,3.7463938186238748,0.39330368861556053,0,0,118,25,14,3,10,3,1,31,0,0.2336448598130841,1.2500002554485299,108.72873729927515,82.05593237042109,0.26271186,0.08474576,3.2824620549714365,0.1779661,1.432756157591939,0.8384680759158176,88.59155058524978,0.10526316,0.36842105,3.1,0.73059361,0.37280702,"Ian Seymour",27932,693855
"Edgardo Henriquez","LAD",2,0,0,18,0,19.1,8.379310895940248,3.7241381759734433,0.4655172719966804,0.22916666666666666,0.63106796,0.5,0.055555555,100.43293042452831,3.258620903976763,2.5555648740130175,3.439178516918642,4.074045516708702,0.21711686253547668,0,0,77,12,7,1,8,0,2,18,0,0.1791044776119403,1.0344828266592898,81.13226874259072,82.75662544516888,0.23376623,0.1038961,3.6732814274130963,0.12987013,0.2728040814399719,0.2636376048135003,83.48333231608073,0.02040816,0.28571429,2.25,0.7414966,0.31875,"Edgardo Henriquez",26944,683618
"Cole Sulser","TBR",1,0,2,18,1,22,6.545455112930221,3.6818185010232494,0.4090909445581388,0.2898550724637681,0.66433566,0.420289855,0.032258064,92.32669821346508,3.6818185010232494,4.113545039789699,3.440745922750681,4.8283645536145325,0.3202793039381504,0,0,95,21,9,1,9,2,0,16,0,0.2441860465116279,1.3636364818604627,88.95986550501492,82.21161408867688,0.16842105,0.09473684,4.49019335017257,0.07368421,0.42845818400382996,0.3249684586348874,87.22898798403533,0.1,0.38571429,1.77777778,0.79775281,0.3255814,"Cole Sulser",15256,642121
"Nick Martinez","TBR",4,1,0,10,10,59.2,5.430167829211691,1.8100559430705638,0.6033519810235213,0.26595744680851063,0.92948718,0.403141361,0.054054054,93.12853473165761,1.508379952558803,4.270729156594508,3.445824627102265,4.315734342604369,1.230918049812317,0,0,242,54,10,4,12,0,2,36,6,0.23684210526315788,1.1061452985431224,36.44538090967798,82.33337672476559,0.14876033,0.04958678,4.508352188463717,0.09917355,1.9859200716018677,0.48309903095342177,87.04816344895288,0.06770833,0.32291667,3,0.83414634,0.31449631,"Nick Martinez",12730,607259
"Graham Ashcraft","CIN",1,1,1,26,0,27,10.666668173707775,5.333334086853887,0.6666667608567359,0.2542372881355932,0.72847682,0.540983606,0.105263157,,3.3333338042836798,3.244694596244539,3.4474799502860773,3.4725988754769572,0.3348502516746521,0,0,109,17,10,2,16,1,0,32,0,0.1827956989247312,1.2222223949040159,78.70126921620924,81.30807710690394,0.29357798,0.14678899,3.582376732032615,0.14678899,0.31513214111328125,-0.015206872268704458,88.90545099431819,0.06557377,0.36065574,2,0.69950739,0.33333333,"Graham Ashcraft",27552,668933
"Austin Voth","TOR",0,0,0,1,0,2.2,3.3750008046628963,3.3750008046628963,0,0.3,0.75,0.3,0,91.5165506998698,3.3750008046628963,3.149364295938077,3.4521096169948793,6.084828424058889,0.05032437667250633,0,0,12,3,1,0,1,0,0,1,0,0.2727272727272727,1.500000357627954,82.76186592036429,82.71439547563556,0.08333333,0.08333333,5.829452353883184,0,-0.07090002298355103,-0.006685687393505807,91.89000244140625,0,0.4,1,0.88888889,0.09677419,"Austin Voth",15047,608723
"Joel Kuhnel","ATH",1,1,4,21,0,21,5.571430089522795,2.1428577267395363,0.4285715453479073,0.25396825396825395,0.84070796,0.5,0.066666666,95.06626263786765,2.1428577267395363,4.383293349155352,3.4580620123415864,3.8419547567059373,0.3003751337528229,0,0,84,17,5,1,5,0,2,13,0,0.22077922077922077,1.0476193330726622,50.80299939515429,82.69330783435393,0.1547619,0.05952381,3.7402589064685885,0.0952381,0.7283380031585693,-0.02745870092028513,88.7109375,0.046875,0.40625,2.6,0.76428571,0.30769231,"Joel Kuhnel",19995,669270
"Ryan Weathers","NYY",2,2,0,10,10,57.1,10.203488598390814,2.511627962680816,1.255813981340408,0.28368794326241137,0.79545455,0.425675675,0.137931034,95.91738497463099,3.1395349533510197,3.816016265122789,3.460830466330793,3.0673202660102787,1.1855345964431763,0,0,230,48,20,8,16,0,0,65,4,0.22429906542056074,1.1162790945248071,77.39495788455804,82.57652299096334,0.2826087,0.06956522,3.1473064892145954,0.21304348,0.4488801062107086,0.11219307813046331,89.10271843112245,0.10067114,0.40268456,4.0625,0.75550122,0.30942623,"Ryan Weathers",23796,677960
"Erik Miller","SFG",0,0,2,17,0,15.1,13.500002798827378,7.630436364554606,0.5869566434272773,0.25806451612903225,0.67961165,0.5625,0.111111111,97.12432650862068,4.695653147418218,3.086910143352714,3.468413956539409,3.4447431208275905,0.07072879374027252,0,0,68,9,8,1,13,0,0,23,0,0.16363636363636364,1.4347829061555668,119.1831040135869,89.16948658577508,0.33823529,0.19117647,3.875064442098204,0.14705882,-0.3077559471130371,-0.28579038179014393,85.296875,0.0625,0.3125,1.76923077,0.68376068,0.21212121,"Erik Miller",26252,669062
"Christian Scott","NYM",0,0,0,6,6,25.1,10.657895271797948,4.973684460172375,0.3552631757265982,0.3125,0.77720207,0.285714285,0.041666666,95.77771347736625,3.197368581539384,4.191744890370611,3.4718463895063336,4.288904036938241,0.46862274408340454,0,0,114,21,9,1,14,0,5,30,0,0.22105263157894736,1.3815790167145487,81.92121218543724,86.51980177710244,0.26315789,0.12280702,4.06588721262868,0.14035088,0.13764996826648712,0.04841589744923008,86.98412698412699,0.01538462,0.29230769,2.14285714,0.79646018,0.25862069,"Christian Scott",30107,681035
"Tyler Wells","BAL",0,1,0,19,0,25.1,8.881580061859841,2.131579214846362,1.065789607423181,0.29411764705882354,0.69767442,0.25,0.085714285,93.46550171764184,3.1973688222695427,3.715331715510111,3.471846419226106,3.87227039111738,0.35848355293273926,0,0,103,23,9,3,6,0,1,25,0,0.23958333333333334,1.144736985750824,79.07272067854598,84.9122610604499,0.24271845,0.05825243,3.397713513036824,0.18446602,-0.20433399081230164,-0.25429913180539593,89.09117934283088,0.07042254,0.36619718,4.16666667,0.73658537,0.29850746,"Tyler Wells",20000,669330
"Jacob Webb","CHC",0,1,1,23,0,22.2,10.720590340225343,3.1764712119186203,1.1911767044694825,0.3442622950819672,0.79136691,0.46031746,0.15,93.92478590745192,2.7794123104287927,4.772458216172643,3.4741684290777184,2.992506301270581,0.16375420987606049,0,0,99,24,7,3,8,0,0,27,0,0.26373626373626374,1.4117649830749421,70.1112142903496,87.49348074056792,0.27272727,0.08080808,2.940675724003813,0.19191919,0.0858481377363205,0.5649616056251822,91.7209708921371,0.109375,0.484375,3.375,0.69585253,0.35096154,"Jacob Webb",19274,657097
"Drew Rasmussen","TBR",4,1,0,10,10,55,8.345454545454546,1.6363636363636365,1.1454545454545455,0.2483221476510067,0.79646018,0.503267973,0.14,96.15219221443965,2.7818181818181817,3.169631027910431,3.4771095275878907,3.099033493345434,1.132022738456726,0,0,218,44,17,7,10,0,1,51,5,0.21256038647342995,0.9818181818181818,67.21411477648174,83.08343652135827,0.23394495,0.04587156,3.2649102935885854,0.1880734,0.8772979974746704,0.15236622348796636,87.01438036151961,0.07692308,0.32692308,5.1,0.78292683,0.31111111,"Drew Rasmussen",25385,656876
