Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,CG,ShO,TBF,H,ER,HR,BB,IBB,HBP,SO,QS,AVG,WHIP,ERA-,FIP-,K%,BB%,SIERA,K-BB%,WPA,Clutch,EV,Barrel%,HardHit%,K/BB,Contact% (sc),O-Swing% (mlb),NameASCII,PlayerId,MLBAMID
"Phil Maton","CHC",0,1,0,18,0,16,10.687502548099172,5.0625012069943445,1.6875004023314482,0.3488372093023256,0.62015504,0.4,0.1875,,7.875001877546758,5.203424140466287,5.389610078930986,4.356226194886367,-0.22836816310882568,0,0,77,18,14,3,9,0,3,19,0,0.27692307692307694,1.6875004023314482,198.64844884723388,135.57066434206712,0.24675325,0.11688312,3.757285137203736,0.12987013,-0.8715817928314209,-0.44899869058820085,89.82444661458334,0.13043478,0.43478261,2.11111111,0.75694444,0.27333333,"Phil Maton",18064,664208
"Luis García","- - -",0,1,2,15,0,15,3.6000002288818505,3.6000002288818505,1.2000000762939502,0.3559322033898305,0.51470588,0.383333333,0.08,96.2792236328125,9.000000572204627,6.806603362516921,5.410443009270572,6.017303651742562,-0.20722080022096634,0,0,74,23,15,2,6,0,1,6,0,0.34328358208955223,1.9333334562513642,222.01426352078607,132.43773626504318,0.08108108,0.08108108,5.493187624012131,0,-0.08204989321529865,0.18638694058098054,88.41403680098684,0.04918033,0.44262295,1,0.8115942,0.34057971,"Luis Garcia",6984,472610
"Albert Suárez","BAL",1,0,1,7,0,19.2,4.576271334382117,4.118644200943905,1.372881400314635,0.1864406779661017,0.69148936,0.216666666,0.09375,93.43871143196202,2.74576280062927,4.826430921484276,5.416092654049861,5.717705727935927,-0.09729873389005661,0,0,81,14,6,3,9,0,0,10,0,0.19444444444444445,1.1694915632309852,67.9042509802134,132.6243488169342,0.12345679,0.11111111,5.789137349111884,0.01234568,-0.11875397711992264,-0.8206529850241342,89.76000162760417,0.08064516,0.37096774,1.11111111,0.8,0.23668639,"Albert Suarez",6175,544150
"John Schreiber","KCR",0,2,1,22,0,20.1,5.311476738470543,4.42623061539212,1.3278691846176358,0.25806451612903225,0.89147287,0.46875,0.136363636,92.94962654532966,3.098361430774484,5.580661104292775,5.437765855797021,5.038940836590641,-0.3192386031150818,0,0,88,19,7,3,10,3,1,12,0,0.24675324675324675,1.426229864959683,73.31588172572057,132.73532898254558,0.13636364,0.11363636,4.967841470740611,0.02272727,-0.16126316785812378,-0.01591635154736995,91,0.06153846,0.43076923,1.2,0.82236842,0.27624309,"John Schreiber",20020,670167
"Dean Kremer","BAL",0,1,0,2,2,11,13.090909090909092,1.6363636363636365,3.272727272727273,0.19047619047619047,0.68181818,0.36,0.333333333,93.6638671875,4.090909090909091,4.115835032599403,5.440745891224255,2.2452364683151247,-0.013978302478790283,0,0,43,8,5,4,2,0,0,16,1,0.1951219512195122,0.9090909090909091,101.1704716746341,133.22934287297394,0.37209302,0.04651163,2.0879421173801047,0.3255814,-0.3544299602508545,-0.34383943656715127,87.57599609375,0.16,0.36,8,0.69135802,0.34444444,"Dean Kremer",19350,665152
"Aaron Civale","ATH",5,2,0,11,11,55.2,6.305389509618588,2.7485031195773333,1.9401198491134117,0.2994350282485876,0.86102719,0.288770053,0.13483146,91.61004694667432,4.203593006412392,5.002596599008687,5.448367120948728,4.890876489150372,0.036084022372961044,0,0,246,65,26,12,17,1,1,39,1,0.2850877192982456,1.4730539595120349,99.6590348941076,130.44957331646089,0.15853659,0.06910569,4.879331545523859,0.08943089,0.4584181010723114,1.1077348670771932,91.03582469919786,0.08465608,0.47619048,2.29411765,0.82692308,0.28976035,"Aaron Civale",19479,650644
"Mason Englert","TBR",0,1,1,10,1,16,7.312500871718034,2.2500002682209335,2.2500002682209335,0.34615384615384615,0.73529412,0.285714285,0.153846153,93.03582624955611,5.625000670552334,6.229349512677293,5.452109810709987,4.4837987840699265,-0.07698442041873932,0,0,73,22,10,4,4,2,0,13,0,0.3188405797101449,1.6250001937151186,135.91091005134655,130.43434023638417,0.17808219,0.05479452,4.163604964390756,0.12328767,-0.10508400201797485,0.2636508740637773,90.49285670689174,0.14285714,0.44642857,3.25,0.78014184,0.36567164,"Mason Englert",22288,669438
"Kody Funderburk","MIN",1,1,1,19,0,16,5.625002011657481,7.312502615154725,0.5625002011657481,0.18181818181818182,0.84070796,0.5,0.076923076,,2.8125010058287403,5.297707063893246,5.452110376954383,5.780455038775388,-0.2309531718492508,0,0,70,9,5,1,13,0,2,10,0,0.16363636363636364,1.3750004917384953,68.03904278321829,132.68962420025886,0.14285714,0.18571429,6.0001973196987315,-0.04285714,0.18025216460227966,0.06616504849099278,87.78095354352679,0.04444444,0.28888889,0.76923077,0.83495146,0.18,"Kody Funderburk",24993,681892
"Matt Svanson","STL",1,1,0,24,0,25.2,9.11688469770835,5.2597411717548175,1.7532470572516057,0.379746835443038,0.59090909,0.44047619,0.172413793,,8.766235286258029,7.254184558865218,5.453733316306734,4.507734756469766,-0.27195408940315247,0,0,126,35,25,5,15,0,1,26,0,0.3181818181818182,1.9480522858351175,221.9392446854346,137.7542056514153,0.20634921,0.11904762,4.218047786018644,0.08730159,-0.7179359793663025,-0.27780277296609124,92.36666434151786,0.07142857,0.52380952,1.73333333,0.83333333,0.23275862,"Matt Svanson",29629,694335
"Clayton Beeter","WSN",1,0,2,12,0,12.1,9.486487464542643,6.567568244683368,1.4594596099296373,0.10714285714285714,0.90163934,0.633333333,0.181818181,96.47386615044248,2.9189192198592746,3.9526134322375506,5.509542210803954,4.653754013301951,-0.3023632764816284,0,0,53,5,4,2,9,2,1,13,0,0.11627906976744186,1.1351352521674958,72.31663623928371,135.79277102711703,0.24528302,0.16981132,4.4275693271413985,0.0754717,0.30202609300613403,-0.0769360189893064,91.67333170572917,0.1,0.53333333,1.44444444,0.78723404,0.25833333,"Clayton Beeter",27494,690925
"Jalen Beeks","TEX",2,1,0,24,0,21.2,7.476925270938953,3.32307789819509,2.076923686371931,0.2459016393442623,0.9047619,0.446153846,0.2,93.61118781429597,3.7384626354694763,4.011982746305678,5.5232640915370546,4.143397950862275,-0.27941563725471497,0,0,92,20,9,5,8,1,0,18,0,0.23809523809523808,1.2923080715203128,92.41784774283514,133.45533407522154,0.19565217,0.08695652,3.94626442458445,0.10869565,0.06420423090457916,0.2498873091227049,89.84769381009616,0.07575758,0.42424242,2.25,0.78289474,0.27160494,"Jalen Beeks",17192,656222
"AJ Blubaugh","HOU",2,2,0,22,0,33.2,6.415842068801885,5.61386181020165,1.336633764333726,0.21875,0.73170732,0.319587628,0.098039215,95.70862165178572,4.811881551601414,4.9697899099809675,5.5424562484700965,5.7387909507959325,-0.38021621108055115,0,0,147,26,18,5,21,0,1,24,0,0.208,1.396039709415225,117.9635713720282,135.5156252010098,0.16326531,0.14285714,5.374186723871071,0.02040816,0.20934206247329712,0.19864272815370437,89.84792073567708,0.08910891,0.35643564,1.14285714,0.74368231,0.25308642,"AJ Blubaugh",31764,805123
"Brandon Sproat","MIL",1,3,0,10,8,44.2,9.671642341707278,5.440298817210343,1.8134329390701145,0.30275229357798167,0.72390572,0.422413793,0.191489361,96.89592542146382,5.84328391478148,4.811717225043247,5.562184295943233,4.420246970396253,-0.23800375312566757,0,0,196,42,29,9,27,0,3,48,1,0.25301204819277107,1.5447762073560234,145.84669386497188,137.35035782022524,0.24489796,0.1377551,4.389101888014585,0.10714286,-0.2741738110780716,0.41568152178264,89.6896551724138,0.08474576,0.42372881,1.77777778,0.76608187,0.24873096,"Brandon Sproat",33850,687075
"Brayan Bello","BOS",2,5,0,10,7,49,6.428571929041954,3.8571431574251727,1.8367348368691299,0.3433734939759036,0.66216216,0.502890173,0.2,94.41397154564952,6.428571929041954,6.30205721667706,5.587313804642369,4.367024283451139,-0.28174424171447754,0,0,232,67,35,10,21,0,0,35,1,0.3175355450236967,1.795918507160927,150.40122292115524,135.50653062173114,0.15086207,0.09051724,4.532073220344536,0.06034483,-1.0516400039196014,-0.23273499791621055,90.17745495393787,0.10795455,0.42045455,1.66666667,0.77068558,0.30501089,"Brayan Bello",23920,678394
"Seranthony Domínguez","CHW",3,3,11,22,0,20.2,11.322582038458798,4.790323170117184,2.1774196227805382,0.2127659574468085,0.71428571,0.384615384,0.25,97.31747226860686,4.3548392455610765,5.728337891351706,5.593238869467624,3.8068996454565136,-0.2932918071746826,0,0,91,15,10,5,11,1,2,26,0,0.19230769230769232,1.2580646709398664,105.875328533485,132.3720195717016,0.28571429,0.12087912,3.394173831468208,0.16483517,-0.2734460234642029,0.5005961883845731,90.80784696691177,0.11538462,0.36538462,2.36363636,0.74698795,0.25490196,"Seranthony Dominguez",19249,622554
"Shaun Anderson","LAA",1,0,0,9,0,16.2,6.480000247192392,4.320000164794928,1.620000061798098,0.2857142857142857,0.59633028,0.470588235,0.176470588,93.2711038961039,5.9400002265930265,5.693415383892584,5.597109623718266,4.689308278668356,-0.1485675871372223,0,0,73,17,11,3,8,0,1,12,0,0.265625,1.5000000572204613,143.10341932348325,134.4587584139547,0.16438356,0.10958904,4.544237610718092,0.05479452,-0.1478319764137268,-0.09642073766786657,87.0215705422794,0.07692308,0.36538462,1.5,0.76,0.26490066,"Shaun Anderson",19453,641312
"Shane Smith","CHW",0,2,0,3,3,8.1,11.880001812744418,9.720001483154523,1.080000164794947,0.4074074074074074,0.48543689,0.444444444,0.1,95.4727684227196,10.80000164794947,4.505329679912731,5.597109912109434,5.72204956597367,-0.03023814968764782,0,0,49,12,10,1,9,0,1,11,0,0.3076923076923077,2.520000384521543,262.57082251758465,132.4638255486021,0.2244898,0.18367347,5.3939359406559335,0.04081633,-0.5465120077133179,0.11295972516717812,82.18888346354167,0,0.32142857,1.22222222,0.76041667,0.304,"Shane Smith",31687,681343
"Robbie Ray","SFG",3,6,0,11,11,58.2,8.130682170637398,4.448863829216689,1.9943182682695506,0.25161290322580643,0.78025478,0.310975609,0.1625,93.4517429157839,4.6022729267758855,5.343608630965817,5.63392782024116,4.667950090639833,-0.44064703583717346,0,0,250,52,30,13,29,0,0,53,4,0.23529411764705882,1.3806818780327657,116.8129663138409,144.65622112237827,0.212,0.116,4.680161718535213,0.096,-0.05080180615186691,0.10858369169341915,89.18571064635093,0.11904762,0.375,1.82758621,0.76969697,0.29251701,"Robbie Ray",11486,592662
"Cionel Pérez","WSN",2,3,0,16,0,16,5.062500301748532,6.187500368803762,1.1250000670552294,0.27450980392156865,0.61983471,0.622641509,0.142857142,96.48665114182693,6.187500368803762,9.12738178798399,5.639609680324803,5.243211473739263,-0.3173033595085144,0,0,73,16,11,2,11,0,0,9,0,0.25806451612903225,1.687500100582844,153.29619619373645,138.99175411657146,0.12328767,0.15068493,5.246149214364345,-0.02739726,0.1638800948858261,0.030216684984509218,93.22075840212264,0.1509434,0.56603774,0.81818182,0.825,0.19205298,"Cionel Perez",19614,672335
"Yoendrys Gómez","- - -",0,0,3,19,0,26,7.961539337621029,4.500000495177104,1.7307694212219629,0.25,0.75,0.24,0.116279069,95.28338117230663,4.500000495177104,5.847625250960081,5.654032888073925,5.476225313905473,-0.13542187213897705,0,0,116,23,13,5,13,2,3,23,0,0.23,1.3846155369775703,108.73901277142586,135.61933251106925,0.19827586,0.11206897,4.67934297937203,0.0862069,0.8892921358346939,1.0011862649848757,88.79558608111213,0.11688312,0.35064935,1.76923077,0.76344086,0.24882629,"Yoendrys Gomez",22872,672782
"Trent Thornton","CHC",2,1,0,8,0,9.2,4.655172719966804,2.7931036319800824,1.8620690879867217,0.17857142857142858,0.97222222,0.533333333,0.285714285,94.83647365196079,2.7931036319800824,6.466650894591056,5.663316594236115,3.9904352293475385,-0.1925550103187561,0,0,38,7,3,2,3,1,0,5,0,0.2,1.0344828266592898,70.45658053039926,142.4406404597209,0.13157895,0.07894737,4.146264912430539,0.05263158,0.47543033957481384,0.5945145116799537,90.0699951171875,0.13333333,0.5,1.66666667,0.80597015,0.24050633,"Trent Thornton",17948,663423
"Joel Payamps","ATL",0,2,0,12,0,7.2,10.565219581690991,4.695653147418218,2.347826573709109,0.3333333333333333,0.39215686,0.217391304,0.153846153,94.14694063780738,8.217393007981883,5.996513726683249,5.685805720598012,4.675394125510215,-0.1432744711637497,0,0,36,9,7,2,4,0,0,9,0,0.28125,1.6956525254565789,202.58564064756345,143.42518243815584,0.25,0.11111111,4.013932291141634,0.13888889,-0.5769000053405762,-0.5218412241526252,92.52609120244566,0.17391304,0.39130435,2.25,0.77142857,0.25641026,"Joel Payamps",14332,606303
"JR Ritchie","ATL",1,1,0,5,5,25.2,7.363636546039248,5.610389749363237,1.4025974373408092,0.24285714285714285,0.72674419,0.486486486,0.173913043,94.29536409198113,4.55844167135763,4.629972623238145,5.687499202638842,4.919759300517411,-0.19486528635025024,0,0,114,21,13,4,16,0,3,21,1,0.22105263157894736,1.4415584772669428,112.38051112433436,143.46781334128983,0.18421053,0.14035088,5.080378756961281,0.04385965,-0.0139339379966259,0.1390073696264733,88.51095622859589,0.05405405,0.37837838,1.3125,0.80612245,0.2745098,"JR Ritchie",31760,702275
"David Morgan","SDP",2,0,0,11,0,13.1,10.125002413988689,7.425001770258372,1.3500003218651586,0.39473684210526316,0.73529412,0.552631578,0.181818181,97.5548095703125,6.0750014483932135,3.507752176599797,5.70211015343681,4.910505963628634,-0.19174130260944366,0,0,68,17,9,2,11,1,2,15,0,0.3090909090909091,2.1000005006791356,156.36272008222105,142.2735459952502,0.22058824,0.16176471,4.575247615566631,0.05882353,-0.07296790182590485,0.3451086720125618,85.73158023231908,0.025,0.275,1.36363636,0.73015873,0.34722222,"David Morgan",31616,688158
"Miles Mikolas","WSN",1,3,0,11,6,46.2,5.978571754377733,2.700000147138331,2.1214286870372603,0.272108843537415,0.60483871,0.484076433,0.203703703,93.16570138459159,6.171428907744757,5.289888175251112,5.712823956937214,4.2733013834751326,-0.5372174382209778,0,0,203,51,32,11,14,0,0,31,0,0.2698412698412698,1.3928572187618375,152.89802347441952,140.79244443254782,0.15270936,0.06896552,4.332754375944558,0.08374384,-0.927871972322464,-0.23550072750111428,89.94610199370942,0.12025316,0.4556962,2.21428571,0.84166667,0.27390181,"Miles Mikolas",9803,571945
"Kenley Jansen","DET",1,3,7,17,0,14.1,11.930233616516967,5.023256259586091,2.5116281297930456,0.17857142857142858,0.78947368,0.15625,0.2,,5.023256259586091,4.104473034982083,5.72827255348055,4.059597562190037,-0.24528290331363678,0,0,59,9,8,4,8,0,0,19,0,0.17647058823529413,1.1860466168467159,122.1337648094863,139.29658731877274,0.3220339,0.13559322,3.5417021620521494,0.18644068,-1.754949927330017,-0.7326141271410108,87.3499984741211,0.125,0.34375,2.375,0.71052632,0.2578125,"Kenley Jansen",3096,445276
"Chase Solesky","TBR",0,0,0,1,0,3,12,3,3,0.45454545454545453,0.89285714,0.5,0.25,93.05911254882812,6,5.134263641715322,5.743776194254558,3.2825980106989547,-0.016696183010935783,0,0,17,6,2,1,1,0,0,4,0,0.375,2.3333333333333335,144.9716201061371,137.4270819398419,0.23529412,0.05882353,3.0370945157209093,0.17647059,0.005035982001572847,0.14678130083583457,89.44167073567708,0.08333333,0.33333333,4,0.95454545,0.04545455,"Chase Solesky",25480,686678
"Chris Murphy","CHW",1,0,1,6,0,6,9.000001430511702,7.500001192093085,1.500000238418617,0.4,0.55555556,0.4,0.125,95.40657552083333,10.500001668930318,4.087127657018446,5.743776618109877,5.449265054409588,-0.027221502736210823,0,0,32,9,7,1,5,0,0,6,0,0.3333333333333333,2.3333337042067375,255.27719018177172,135.94218563632597,0.1875,0.15625,5.0679497506618505,0.03125,-0.5046460628509521,-0.44013633769152016,87.76500244140625,0.0952381,0.38095238,1.2,0.78431373,0.23636364,"Chris Murphy",26214,669684
"Cade Povich","BAL",1,1,0,4,3,19.1,5.586207263960165,3.258620903976763,1.8620690879867217,0.25862068965517243,0.74766355,0.419354838,0.137931034,92.05527269203245,5.120689991963484,5.109798251958263,5.7667648769020445,5.1832842096122995,-0.09501777775585651,0,0,82,19,11,4,7,0,1,12,1,0.25675675675675674,1.3448276746570769,126.6375297700392,141.22989659725505,0.14634146,0.08536585,4.902400793955136,0.06097561,-0.2970758341252804,-0.40069891881763176,91.24917752625512,0.09677419,0.4516129,1.71428571,0.75886525,0.31012658,"Cade Povich",30055,700249
"Mitch Farris","LAA",0,0,0,9,0,19.2,8.23728920077168,3.6610174225651915,2.288135889103245,0.34545454545454546,0.96,0.416666666,0.25,91.87527316433567,3.6610174225651915,4.702078922471365,5.7720251303094905,3.8948550865523206,-0.2358860969543457,0,0,86,24,8,5,8,0,0,18,0,0.3076923076923077,1.6271188544734185,88.1993419842708,138.6695441095677,0.20930233,0.09302326,3.840397232599632,0.11627907,0.19778403639793396,0.19618795377859427,87.24500325520833,0.06666667,0.36666667,2.25,0.75625,0.31578947,"Mitch Farris",33628,815083
"Emilio Pagán","CIN",2,1,6,15,0,14,7.071429053131448,3.8571431198898805,1.9285715599449402,0.2682926829268293,0.6547619,0.227272727,0.115384615,94.46833767361112,6.428571866483134,4.718850760796749,5.791395426769659,5.6133258018300385,-0.20358528196811676,0,0,62,14,10,3,6,1,1,11,0,0.2545454545454545,1.428571525885141,151.78100809755583,136.4025347268166,0.17741935,0.09677419,4.916155880365088,0.08064516,-0.34409603476524353,0.40536520950963956,91.59318403764205,0.11363636,0.56818182,1.83333333,0.77192982,0.3030303,"Emilio Pagan",14771,641941
"Keegan Akin","BAL",0,0,0,12,2,10.2,9.28125138301423,3.3750005029142653,2.531250377185699,0.4166666666666667,0.39325843,0.289473684,0.176470588,93.70669668692129,12.656251885928494,5.016638334981055,5.795859932713272,4.37742017381797,-0.07384367473423481,0,0,54,18,15,3,4,0,0,11,0,0.36,2.0625003073364954,312.99619338346656,141.9438935341044,0.2037037,0.07407407,3.9736300992889126,0.12962963,-0.13870583474636078,0.033105850638866535,84.1710538362202,0.05128205,0.30769231,2.75,0.78640777,0.3030303,"Keegan Akin",19362,669211
"Connor Phillips","CIN",1,0,1,25,0,27.2,9.108435200129277,9.108435200129277,0.9759037714424226,0.2535211267605634,0.71129707,0.256756756,0.076923076,98.48776187968164,5.530121371507061,6.017874910492148,5.824097921277673,6.393756017648178,-0.3671169877052307,0,0,133,21,17,3,28,0,3,28,0,0.20588235294117646,1.7710846222473593,130.56825280983765,137.17121696634865,0.21052632,0.21052632,5.855994866836982,0,0.5439160466194153,1.134898400095602,89.76756492820945,0.09459459,0.40540541,1,0.75799087,0.21,"Connor Phillips",27649,683175
"Ryan Feltner","COL",1,1,0,5,5,20,7.65,3.6,2.25,0.29310344827586204,0.65217391,0.428571428,0.2,94.92733604029605,6.3,6.452807319554238,5.827109527587891,4.332254980504513,-0.06806377321481705,0,0,88,22,14,5,8,0,0,17,0,0.275,1.5,137.19769732938255,136.965989634071,0.19318182,0.09090909,4.4179798946472255,0.10227273,-0.44870397448539734,-0.12370138010547782,89.4920634920635,0.15873016,0.49206349,2.125,0.77575758,0.24539877,"Ryan Feltner",21446,663372
"Jason Alexander","HOU",1,1,0,4,2,18.1,6.872727391897157,3.9272727953698037,1.9636363976849018,0.2982456140350877,0.45081967,0.459016393,0.181818181,91.84950734608209,9.327272889003284,3.9114242244208492,5.858927757641502,4.707503736112669,-0.09514193795621395,0,0,84,21,19,4,8,0,1,14,1,0.28,1.581818209246171,228.658666957865,143.26988306215648,0.16666667,0.0952381,4.6058054673805495,0.07142857,-0.1299499273300171,0.01523750082165548,87.10333658854167,0.04918033,0.37704918,1.75,0.81203008,0.22068966,"Jason Alexander",19666,669920
"PJ Poulin","WSN",3,0,2,24,6,23.2,6.0845084316178895,5.704226654641771,1.5211271079044724,0.23880597014925373,0.85526316,0.478873239,0.137931034,90.24927292427007,3.4225359927850625,5.828789655994538,5.950349620296338,5.473703363893337,-0.47260866314172745,0,0,103,20,9,4,15,1,1,16,0,0.22988505747126436,1.478873577129348,84.79381297096184,146.63434005177095,0.15533981,0.14563107,5.393732684826049,0.00970874,0.2680181562900543,0.3912424290087883,92.57825945425725,0.11267606,0.49295775,1.06666667,0.8579235,0.24894515,"PJ Poulin",23394,676571
"Tatsuya Imai","HOU",2,2,0,6,6,23.1,8.871429780064961,6.942858088746491,1.542857353054776,0.23636363636363636,0.67901235,0.525423728,0.210526315,94.87538846685082,6.171429412219104,5.549122833573001,6.034252787609544,4.9490331062314965,-0.1731511652469635,0,0,103,17,16,4,18,0,3,23,1,0.2073170731707317,1.5000002043588099,151.2929705623073,147.5657373570502,0.22330097,0.17475728,5.178001431509292,0.04854369,-0.6436999440193176,-0.6085596937272771,90.45932368908899,0.10169492,0.50847458,1.27777778,0.71649485,0.25868726,"Tatsuya Imai",37124,837227
"Brandon Williamson","CIN",2,3,0,6,6,28,6.107143273158978,6.428571866483134,1.285714373296627,0.2682926829268293,0.69124424,0.337209302,0.095238095,92.76325461647727,6.107143273158978,6.469730416526775,6.0413954437995585,6.290427147120586,-0.0969952791929245,0,0,128,26,19,4,20,0,3,19,1,0.24761904761904763,1.6428572547679121,144.19195769267807,142.27886238513938,0.1484375,0.15625,6.080020393337524,-0.0078125,-0.22481191158294678,0.1375700693174738,88.13720703125,0.10465116,0.41860465,0.95,0.76923077,0.24210526,"Brandon Williamson",25463,682227
"Sam Haggerty","TEX",0,0,0,1,0,1,0,0,0,0,1,1,0,34.954699198404946,0,3.0269331337393917,6.077109527587891,6.077109527587891,-0.010928180068731308,0,0,3,0,0,0,0,0,1,0,0,0,0,0,146.86600251279594,0,0,2.0873690274005168,0,0.00003199999991920777,,70.19999694824219,0,0,0,0.66666667,0.4,"Sam Haggerty",18054,664059
"Carlos Cortes","ATH",0,0,0,1,0,1,0,9,0,0.25,1,0.5,0,79.71289740668402,0,4.259882136283564,6.077109527587891,8.885342252254485,-0.01059660967439413,0,0,5,1,0,0,1,0,0,0,0,0.25,2,0,145.5358981022782,0,0.2,8.54651568816185,-0.2,0.000046000008296687156,,72.3499984741211,0,0.25,0,0.88888889,0.44444444,"Carlos Cortes",21842,666126
"Duncan Davitt","CHW",0,0,0,1,0,1,0,9,0,0,1,0.5,0,92.71275329589844,0,36.01614926128381,6.077109527587891,7.4812258899211885,-0.011985640041530132,0,0,3,0,0,0,1,0,0,0,0,0,1,0,143.84753729977498,0,0.33333333,11.49670234632985,-0.33333333,0.015450000762939453,0.015122963773750595,101.3499984741211,0.5,1,0,1,0,"Duncan Davitt",31886,701474
"Luis Mey","CIN",0,0,0,6,0,8.1,15.120000576782248,7.560000288391124,2.160000082397464,0.26666666666666666,0.81967213,0.647058823,0.4,98.29104614257812,5.40000020599366,5.381039897326133,6.077109642028813,3.799579372547907,-0.10054449737071991,0,0,40,6,5,2,7,0,2,14,0,0.1935483870967742,1.5600000595092796,127.49604298055601,143.11833565135237,0.35,0.175,3.4698406881618498,0.175,-0.3559660017490387,-0.6264673825333842,92.31428745814732,0.17647059,0.41176471,2,0.62121212,0.24,"Luis Mey",25620,682825
"Zach Thornton","NYM",0,1,0,1,1,4.1,6.230769687855771,4.153846458570514,2.076923229285257,0.23076923076923078,0.43478261,0.428571428,0.166666666,91.35960804332386,8.307692917141027,8.175839917663001,6.077109747666595,5.021270787287585,-0.043768253177404404,0,0,19,4,4,1,2,0,0,3,0,0.23529411764705882,1.3846154861901714,212.85512035303054,151.22675347106443,0.15789474,0.10526316,5.0543378780735395,0.05263158,-0.225832000374794,-0.31802911972960707,92.2357177734375,0.14285714,0.57142857,1.5,0.84615385,0.26315789,"Zach Thornton",33891,804267
"Brandan Bidois","PIT",0,0,0,6,0,7,9.00000122615286,3.8571433826369397,2.57142892175796,0.14285714285714285,1,0.066666666,0.153846153,97.47136966765873,2.57142892175796,9.71032459488166,6.077109936305511,4.970468744156595,-0.08344986289739609,0,0,26,4,2,2,3,0,0,7,0,0.17391304347826086,1.0000001362392066,62.50954703391213,150.92027020792767,0.26923077,0.11538462,4.725997222727119,0.15384615,0.01650354638695717,-0.011045550668829576,89.45332845052083,0.3125,0.5,2.33333333,0.67213115,0.38709677,"Brandan Bidois",28052,684049
"Connor Brogdon","CLE",2,2,1,15,0,15.1,8.217393007981883,1.760869930281832,2.9347832171363866,0.2,0.5,0.361702127,0.2,94.68789365310077,5.282609790845496,4.865736179520607,6.07711014954953,4.127299466509392,-0.31646728515625,0,0,67,14,9,5,3,0,0,14,0,0.21875,1.1086958820293016,130.29945168977127,149.77517103346074,0.20895522,0.04477612,3.554545385514457,0.1641791,-0.48397204279899597,-0.34605117218361914,91.64254695811171,0.14,0.44,4.66666667,0.76335878,0.27891156,"Connor Brogdon",21205,641401
"Chris Devenski","PIT",0,0,0,3,0,2.1,11.57143487736014,0,3.857144959120047,0.5,0.83333333,0.444444444,0.333333333,93.15340983072916,7.714289918240094,3.4799876202742204,6.077111162459039,2.3109730045051453,-0.042572107166051865,0,0,12,5,2,1,0,0,0,3,0,0.4166666666666667,2.1428583106222483,187.52871774802756,150.92030060019448,0.25,0,2.379889855438267,0.25,-0.156483992934227,-0.31748015432750265,94.71111382378473,0.22222222,0.55555556,3,0.78947368,0.42105263,"Chris Devenski",12763,606965
"Kodai Senga","NYM",0,4,0,5,5,20,10.350000987053011,5.850000557899528,2.2500002145767417,0.38181818181818183,0.57575758,0.305084745,0.185185185,96.33967391304348,9.000000858306967,4.654967187582842,6.127109818458585,4.772666778438783,-0.2245010882616043,0,0,97,26,20,5,13,0,1,23,1,0.3132530120481928,1.9500001859665095,230.59305212397845,152.46860572193117,0.2371134,0.13402062,4.578032527448583,0.10309278,-1.1210858821868896,-0.3883251801557297,89.11525920286017,0.1,0.4,1.76923077,0.73809524,0.26262626,"Kodai Senga",31838,673540
"Cole Ragans","KCR",1,4,0,8,8,35.1,11.46226456344405,5.858490776871403,2.5471699029875667,0.2328767123287671,0.83333333,0.341463414,0.227272727,95.17006372206704,4.8396228156763765,4.845251574683463,6.162015298983944,4.2312922090110305,-0.29870936274528503,0,0,151,27,19,10,23,0,0,45,3,0.2109375,1.4150943905486482,114.51898749673464,150.45233861869727,0.29801325,0.15231788,4.141268287535119,0.14569537,0.24721017479896545,0.6075230816847861,89.59511956935975,0.15662651,0.39759036,1.95652174,0.71724138,0.27887324,"Cole Ragans",21846,666142
"Robert Gasser","MIL",0,1,0,2,2,8.1,7.560000288391124,6.480000247192392,1.080000041198732,0.25,0.61643836,0.08,0.066666666,92.17284284319196,6.480000247192392,4.480800570837728,6.1971096466064495,7.16451913571013,-0.03651706501841545,0,0,41,7,6,1,6,0,3,7,0,0.21875,1.5600000595092796,161.73895126103147,152.99616174532176,0.17073171,0.14634146,6.219152932924877,0.02439024,-0.4011179208755493,-0.1986056135646827,88.4919921875,0.08,0.36,1.16666667,0.81428571,0.2688172,"Robert Gasser",29812,688107
"Osvaldo Bido","- - -",2,0,1,11,0,18.2,5.303571880167882,4.8214289819708025,1.4464286945912408,0.22641509433962265,0.64516129,0.303571428,0.115384615,94.58840573489012,6.267857676562043,5.992816583117394,6.2378240824354165,6.10427186145632,-0.24916775524616241,0,0,81,15,13,3,10,0,4,11,0,0.22388059701492538,1.339285828325223,153.5362721034856,152.08523160090664,0.13580247,0.12345679,5.428429378118951,0.01234568,-0.08900270983576775,0.02752503281739871,88.45714460100446,0.08928571,0.41071429,1.1,0.77931034,0.31521739,"Osvaldo Bido",23150,674370
