Name,Team,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,UBR,wGDP,XBR,wSB,wRC,wRAA,wOBA,wRC+,NameASCII,PlayerId,MLBAMID
"Blake Dunn","CIN",40,0.075,0.225,0.333333333,0.351351351,0.4,0.54054054,0.94054054,0.189189189,8.917489069725672,0.444444444,,,0.14676383137702942,0.3332347720861435,7.653583671265248,3.0322236673170364,0.41225539743900297,161.17119308142534,"Blake Dunn",29487,694362
"Michael Conforto","CHC",80,0.15,0.2625,0.571428571,0.283582089,0.3875,0.537313432,0.924813432,0.253731343,1.30357142125,0.363636363,,,0.4637465476989746,-0.11127538979053497,14.670833173345327,5.428113165448904,0.4021366983652115,160.97921499743617,"Michael Conforto",16376,624424
"Kyle Schwarber","PHI",225,0.137777777,0.346666666,0.397435897,0.226315789,0.346666666,0.6,0.946666666,0.373684211,3.8490772144614454,0.25,,,-0.9439744353294373,-0.0670609325170517,42.06956160784796,16.074411585639268,0.406704150835673,160.6734673816391,"Kyle Schwarber",16478,656941
"Aaron Judge","NYY",234,0.162393162,0.286324786,0.567164179,0.25,0.379310344,0.557291666,0.93660201,0.307291666,3.717397329063429,0.287037037,,,0.42753979563713074,-0.5319128260016441,42.8804525317002,15.845496508603164,0.40196417606874707,159.63074274674895,"Aaron Judge",15640,592450
"Joey Wiemer","WSN",83,0.144578313,0.34939759,0.413793103,0.285714285,0.397590361,0.514285714,0.911876075,0.228571429,7.015829983356596,0.447368421,,,0.7660375833511353,0.06646953523159027,15.227243464983053,5.637921456790515,0.4022325528673379,159.26567061376215,"Joey Wiemer",27690,686894
"JJ Bleday","CIN",101,0.148514851,0.168316831,0.882352941,0.270588235,0.376237623,0.576470588,0.952708211,0.305882353,4.315245622850391,0.269841269,,,0.2158295065164566,-0.3366018682718277,18.930367849308574,7.261433839339339,0.407281129360199,157.78446402194376,"JJ Bleday",26368,668709
"Pedro Ramírez","CHC",5,0.2,0,1,0.25,0.4,0.5,0.9,0.25,2.64285714,0.25,,,,-0.005563769489526749,0.8959524406986028,0.3182824402050763,0.39680023193359376,157.3458832886125,"Pedro Ramirez",29218,699393
"Brice Turang","MIL",215,0.172093023,0.218604651,0.787234042,0.291428571,0.413145539,0.485714285,0.898859824,0.194285714,6.403617391166567,0.360655737,,,0.33816584944725037,0.621084664016962,38.571224586081996,13.731414564860358,0.3970680858286636,156.48671541462528,"Brice Turang",22186,668930
"CJ Abrams","WSN",228,0.105263157,0.192982456,0.545454545,0.288659793,0.381578947,0.536082474,0.917661421,0.247422681,5.680122349694927,0.316901408,,,0.5441507697105408,-0.5516755320131779,40.95348521226664,14.61173318976184,0.3973473228711997,155.93956310848463,"CJ Abrams",25768,682928
"Shea Langeliers","ATH",221,0.090497737,0.203619909,0.444444444,0.304568527,0.37556561,0.54822335,0.92378896,0.243654823,1.6318277275000002,0.340425531,,,-0.020074674859642982,-0.3226986303925514,40.538116807063666,15.005102785249802,0.4021939161148938,155.85048655281426,"Shea Langeliers",25816,669127
"Endy Rodríguez","PIT",25,0.24,0.24,1,0.315789473,0.48,0.368421052,0.848421052,0.052631579,1.08035714,0.461538461,,,0.32857850193977356,-0.061201464384794235,4.539359448414906,1.651009445947274,0.3998328351974487,155.72109514402354,"Endy Rodriguez",25332,682848
"Dalton Rushing","LAD",91,0.087912087,0.263736263,0.333333333,0.2625,0.351648351,0.55,0.901648351,0.2875,1.5064935025000001,0.285714285,,,0.38936564326286316,-0.12796669825911522,16.111970137436042,5.598376128453861,0.3940831390055981,154.20804736720513,"Dalton Rushing",31382,687221
"James Wood","WSN",254,0.177165354,0.29527559,0.6,0.253658536,0.397637795,0.512195121,0.909832916,0.258536585,4.910892709703188,0.333333333,,,1.015947937965393,0.8241560645401478,44.96370972331683,15.618073698245688,0.3940422559074062,153.68930917112476,"James Wood",29518,695578
"Ryan Kreidler","MIN",45,0.111111111,0.288888888,0.384615384,0.275,0.355555555,0.55,0.905555555,0.275,3.301708406256491,0.333333333,,,0.26657456159591675,-0.8673442713916302,7.991867442332674,2.792837437890935,0.39477318657769095,152.8587324207202,"Ryan Kreidler",25867,668952
"Daniel Susac","SFG",49,0.081632653,0.224489795,0.363636363,0.355555555,0.408163265,0.466666666,0.874829931,0.111111111,3.392857142857143,0.470588235,,,-0.14800702035427094,-0.49209171533584595,8.492253152300297,2.831087147463737,0.3893211617761729,152.85710926166774,"Daniel Susac",31441,691740
"Taylor Trammell","HOU",33,0.121212121,0.272727272,0.444444444,0.344827586,0.424242424,0.448275862,0.872518286,0.103448276,6.897473076026136,0.5,,,0.17622977495193481,0.13323476910591125,5.772124873981491,1.9595028707242161,0.39135857784386835,151.86569959989032,"Taylor Trammell",19960,666211
"Casey Schmitt","SFG",183,0.038251366,0.196721311,0.194444444,0.295857988,0.338797814,0.556213017,0.895010831,0.260355029,4.90835914883572,0.314516129,,,-0.2600727081298828,-0.031185943633317947,31.44872095971515,10.30599894165208,0.38746340971826854,151.5922592817026,"Casey Schmitt",27577,669477
"Ryan Waldschmidt","ARI",57,0.087719298,0.280701754,0.3125,0.352941176,0.410714285,0.470588235,0.88130252,0.117647059,8.347358600121147,0.514285714,,,0.15079839527606964,0.49678076058626175,10.005582830200062,3.4201448245738595,0.3921519581760679,151.39421740941864,"Ryan Waldschmidt",35061,814439
"Munetaka Murakami","CHW",226,0.181415929,0.331858407,0.546666666,0.234972677,0.376106194,0.530054644,0.906160838,0.295081967,1.7787333965951317,0.282608695,,,-0.03416822850704193,-1.1455327458679676,39.55687310307881,13.446189080771408,0.39150809946360887,151.13721686298587,"Munetaka Murakami",37120,808959
"Yandy Díaz","TBR",206,0.082524271,0.116504854,0.708333333,0.314917127,0.393203883,0.50276243,0.895966313,0.187845303,3.6296599062239143,0.326666666,,,-0.02691263146698475,-0.13938993588089943,36.16977116147193,12.369767141138638,0.39220904158841213,150.99071480603962,"Yandy Diaz",16578,650490
"Justin Foscue","TEX",49,0.061224489,0.306122448,0.2,0.318181818,0.367346938,0.522727272,0.89007421,0.204545454,0.76785714,0.428571428,,,-0.19970794022083282,-0.07232900336384773,8.41458448079494,2.753418475958382,0.38730475002405595,149.9361044491004,"Justin Foscue",27501,679822
"Luke Raley","SEA",145,0.055172413,0.331034482,0.166666666,0.265151515,0.326388888,0.545454545,0.871843433,0.28030303,4.137908304082405,0.337837837,,,0.7609727382659912,-0.37554825469851494,24.01532993693582,7.26289992262355,0.37954066114293206,149.76672050355413,"Luke Raley",19354,670042
"Mike Trout","LAA",238,0.197478991,0.235294117,0.839285714,0.239361702,0.399159663,0.489361702,0.888521365,0.25,4.35957502606548,0.268907563,,,-0.22327980399131775,0.6160999201238155,41.33188020739458,13.834788183902726,0.3897690427661454,149.03599614060224,"Mike Trout",10155,545361
"Brandon Lowe","PIT",208,0.120192307,0.225961538,0.531914893,0.259668508,0.350961538,0.546961325,0.897922863,0.287292817,2.56870459625,0.278688524,,,-0.3351742625236511,-0.26706093549728394,36.12271062217329,12.091638601642583,0.389773515268014,148.87220992434501,"Brandon Lowe",18882,664040
"Willson Contreras","BOS",210,0.1,0.257142857,0.388888888,0.280898876,0.376190476,0.52247191,0.898662386,0.241573034,4.29961585337597,0.336206896,,,0.30412977933883667,-0.13382616639137268,36.99911573017216,12.736975709444048,0.39297848826362974,148.2095660584355,"Willson Contreras",11609,575929
"Max Muncy","LAD",190,0.136842105,0.257894736,0.530612244,0.257668711,0.363157894,0.515337423,0.878495317,0.257668712,2.1964285649999997,0.294117647,,,0.3471667468547821,-0.27818847447633743,32.26692948642485,10.315469467670843,0.38488737205979684,147.94711195998963,"Max Muncy",13301,571970
"Xavier Edwards","MIA",229,0.11790393,0.113537117,1.038461538,0.313432835,0.394736842,0.47761194,0.872348782,0.164179105,6.294078104686265,0.337278106,,,0.34138593077659607,-0.0011704228818416595,39.188142652576055,12.730856629972541,0.3865428070664931,147.21709873237512,"Xavier Edwards",22266,669364
"Brendan Donovan","SEA",101,0.108910891,0.148514851,0.733333333,0.273809523,0.386138613,0.452380952,0.838519565,0.178571429,3.6928065557928735,0.298507462,,,0.33001217246055603,-0.37554825469851494,16.416913623418296,4.7479796134490595,0.37562345337159564,147.10231701146995,"Brendan Donovan",24679,680977
"Mickey Moniak","COL",164,0.060975609,0.243902439,0.25,0.28,0.335365853,0.606666666,0.942032519,0.326666666,4.818017425213646,0.303030303,,,0.7831586003303528,0.021959379315376282,30.325445440193953,11.377869424006281,0.40407775342464447,146.79778761268352,"Mickey Moniak",19956,666160
"Miguel Vargas","CHW",221,0.153846153,0.167420814,0.918918918,0.244444444,0.37556561,0.5,0.87556561,0.255555556,6.3840119716690555,0.240601503,,,-0.395992636680603,1.2606100849807262,37.4642077105065,11.93119368869263,0.3844998286529021,146.37033639313827,"Miguel Vargas",20178,678246
"Andrew Vaughn","MIL",55,0.109090909,0.09090909,1.2,0.29787234,0.4,0.44680851,0.84680851,0.14893617,1.820488715,0.31707317,,,-0.2325884997844696,-0.09458408132195473,9.211440934324473,2.8570709288956815,0.38190398649735885,146.16224253689006,"Andrew Vaughn",26197,683734
"Nick Sogard","BOS",28,0.178571428,0.142857142,1.25,0.304347826,0.428571428,0.434782608,0.863354036,0.130434782,3.0595238025,0.368421052,,,-0.584459125995636,-0.05563769489526749,4.866172479200233,1.6312204764364848,0.3899325260094234,146.13776569945298,"Nick Sogard",25483,686765
"Paul Goldschmidt","NYY",98,0.112244897,0.214285714,0.523809523,0.25,0.357142857,0.511904761,0.869047618,0.261904761,3.8326719525,0.275862068,,,0.3141750693321228,-0.13353046774864197,16.427834650435784,5.105502640762664,0.38209508693948085,146.11620036073512,"Paul Goldschmidt",9218,502671
"Riley Greene","DET",223,0.125560538,0.2735426,0.459016393,0.310880829,0.403587443,0.450777202,0.854364645,0.139896373,2.2156445885867626,0.4375,,,0.4333857595920563,-0.5980990342795849,37.72217419948576,11.95809217747447,0.38403732252762457,146.0621638652885,"Riley Greene",25976,682985
"Randy Arozarena","SEA",226,0.101769911,0.234513274,0.433962264,0.291666666,0.384955752,0.453125,0.838080752,0.161458334,6.912287110489064,0.372262773,,,0.6791561841964722,1.6210846789181232,36.40805542305532,10.297371400747931,0.37378382366315455,145.85103903352388,"Randy Arozarena",19290,668227
"Byron Buxton","MIN",204,0.06372549,0.259803921,0.245283018,0.262032085,0.31862745,0.577540106,0.896167556,0.315508021,6.467036768877818,0.277310924,,,0.13850350677967072,0.5885767713189125,34.56801139569075,10.99907537555488,0.3844104420962592,145.81020852419903,"Byron Buxton",14161,621439
"Shohei Ohtani","LAD",230,0.165217391,0.226086956,0.73076923,0.27173913,0.401746724,0.472826086,0.87457281,0.201086956,5.149448743204582,0.330708661,,,0.45310690999031067,0.026648424565792084,38.31288102213893,11.740060999436718,0.3807552577134205,145.1337630386467,"Shohei Ohtani",19755,660271
"Bryce Harper","PHI",221,0.126696832,0.176470588,0.717948717,0.27368421,0.36199095,0.526315789,0.888306739,0.252631579,4.255567677175586,0.28169014,,,-0.06139000132679939,-0.31215011700987816,37.270510442750336,11.737496420936466,0.3833848651685671,144.79653812009238,"Bryce Harper",11579,547180
"Matt Olson","ATL",237,0.109704641,0.236286919,0.464285714,0.263157894,0.341772151,0.545454545,0.887226696,0.282296651,2.9273250873989474,0.290780141,,,0.38353830575942993,-0.0670609325170517,39.57273158542359,12.191173562030441,0.3812587738037109,144.4928335372269,"Matt Olson",14344,621566
"Elly De La Cruz","CIN",231,0.09090909,0.281385281,0.323076923,0.288461538,0.354978354,0.528846153,0.883824507,0.240384615,5.466536775157232,0.363636363,,,0.944684624671936,-0.5324918515980244,39.414667584469655,12.72631356166873,0.38590548074606695,143.23085951573955,"Elly De La Cruz",26668,682829
"Alex Call","LAD",58,0.172413793,0.120689655,1.428571428,0.304347826,0.431034482,0.391304347,0.822338829,0.086956521,3.038179037499925,0.35,,,0.3430539071559906,-0.5199105627834797,9.50418568564485,2.803213679919943,0.37730465572455835,142.78442161931684,"Alex Call",19296,669743
"Cody Bellinger","NYY",223,0.152466367,0.125560538,1.214285714,0.274193548,0.381165919,0.473118279,0.854284198,0.198924731,5.838615107139693,0.29032258,,,0.13908082246780396,-0.5597316734492779,36.507609574151125,10.743527552139847,0.3771087273353953,142.724581963792,"Cody Bellinger",15998,641355
"Nathaniel Lowe","CIN",123,0.089430894,0.25203252,0.354838709,0.267857142,0.333333333,0.553571428,0.886904761,0.285714286,0.6542207712499999,0.301369863,,,-0.291193425655365,-0.13909423723816872,20.896295143151647,6.685613131010896,0.3849670499320922,142.5919291529905,"Nathaniel Lowe",19566,663993
"Dominic Smith","ATL",118,0.033898305,0.161016949,0.210526315,0.327272727,0.35042735,0.518181818,0.868609168,0.190909091,3.1607142775000003,0.352272727,,,-0.16073647141456604,-0.1724768541753292,19.358833752751476,5.72582174110425,0.3775497211350335,141.9675260433095,"Dominic Smith",15653,642086
"Christian Walker","HOU",219,0.08675799,0.196347031,0.441860465,0.265306122,0.337899543,0.530612244,0.868511787,0.265306122,1.3818922275,0.271428571,,,-0.0038789482787251472,-0.26706093549728394,35.59690112438873,10.294955102772274,0.3756224716313973,141.16232648521594,"Christian Walker",13419,572233
"Junior Caminero","TBR",219,0.127853881,0.159817351,0.8,0.268421052,0.360730593,0.5,0.860730593,0.231578948,1.8209263166286391,0.265734265,,,-0.18289455771446228,-1.134405206888914,35.68826448798125,10.386318466364795,0.376153181774825,140.0698519228485,"Junior Caminero",28163,691406
"Ryan Vilade","TBR",77,0.116883116,0.168831168,0.692307692,0.307692307,0.381578947,0.476923076,0.858502023,0.169230769,6.181479296807847,0.346153846,,,0.10909690707921982,0.27203330770134926,12.544097626474617,3.6479796188743077,0.3760898897522374,140.026802001617,"Ryan Vilade",22165,668723
"Jared Young","NYM",23,0.086956521,0.130434782,0.666666666,0.35,0.391304347,0.45,0.841304347,0.1,0.9067460274999999,0.388888888,,,-0.004625992383807898,-0.03894638642668724,3.602921396127549,0.9456393938573272,0.3681243554405544,139.3363619089919,"Jared Young",20404,676724
"Gavin Sheets","SDP",163,0.098159509,0.208588957,0.470588235,0.253424657,0.331288343,0.506849315,0.838137658,0.253424658,3.8899058604421204,0.27184466,,,0.20020265877246857,0.4052680768072605,25.417982790774527,6.585940774685564,0.36722087823540156,139.16046884554785,"Gavin Sheets",19901,657757
"Ty France","SDP",90,0.033333333,0.2,0.166666666,0.279069767,0.311111111,0.53488372,0.845994831,0.255813953,4.897493613665467,0.301587301,,,-0.7255825996398926,-0.3032192513346672,14.008575745928534,3.610515737045056,0.36685488422711693,138.9112819252177,"Ty France",17982,664034
"Travis Bazzana","CLE",100,0.13,0.17,0.764705882,0.294117647,0.4,0.423529411,0.823529411,0.129411764,4.357213755769075,0.338461538,,,0.27079468965530396,0.4046890512108803,15.906435943431097,4.353035933560569,0.3711973019320555,138.75991735128957,"Travis Bazzana",34967,683953
"José Azocar","ATL",16,0.0625,0.1875,0.333333333,0.333333333,0.375,0.466666666,0.841666666,0.133333333,4.7023809482142855,0.416666666,,,0.3543284833431244,0.17774492502212524,2.565128287221147,0.7165842856418622,0.3727952912449837,138.7304737544487,"Jose Azocar",18821,640492
"Iván Herrera","STL",234,0.132478632,0.166666666,0.794871794,0.267015706,0.393162393,0.434554973,0.827717366,0.167539267,4.4182087069979135,0.304054054,,,-1.060020923614502,0.01609991118311882,36.67227901311207,9.63732299001503,0.368213893537936,138.2399410783135,"Ivan Herrera",20599,671056
"Otto Lopez","MIA",221,0.036199095,0.162895927,0.222222222,0.336538461,0.366515837,0.48076923,0.847285067,0.144230769,5.9790501549809525,0.388235294,,,1.0242034196853638,0.051395874470472336,35.43194390406212,9.89892988224825,0.37280167740394626,137.86145436399966,"Otto Lopez",19608,672640
"Tyler Black","MIL",28,0.035714285,0.25,0.142857142,0.333333333,0.357142857,0.481481481,0.838624338,0.148148148,0.76785714,0.45,,,0.1765594631433487,-0.03338261693716049,4.401575172899032,1.166623170135284,0.3688244777066367,137.2570625579423,"Tyler Black",29949,672012
"Alec Burleson","STL",219,0.09589041,0.155251141,0.617647058,0.293814432,0.365296803,0.469072164,0.834368967,0.175257732,3.0200702002598327,0.322580645,,,0.40610381960868835,0.07730137556791306,33.958984676920025,8.657038655303566,0.3661081670066728,136.8062577460583,"Alec Burleson",27615,676475
"Austin Martin","MIN",165,0.139393939,0.151515151,0.92,0.297101449,0.406060606,0.405797101,0.811857707,0.108695652,3.742837016957124,0.348214285,,,-0.5839366912841797,-0.5238566845655441,26.115657121624224,7.052547105337851,0.3701953140172091,136.1413731942509,"Austin Martin",27462,668885
"A.J. Ewing","NYM",50,0.16,0.32,0.5,0.275,0.395833333,0.4,0.795833333,0.125,6.201210270280633,0.434782608,,,0.2513246536254883,-0.7037982828915119,7.644424761039982,1.8677247561047179,0.3633408372600873,136.07950486556496,"A.J. Ewing",33656,805999
"Alejandro Osuna","TEX",76,0.118421052,0.157894736,0.75,0.306451612,0.434210526,0.338709677,0.772920203,0.032258065,2.373868244383001,0.38,,,-0.04634935408830643,-0.7786196582019329,11.80845316443762,3.027869156936017,0.36650319554303823,135.78731846803555,"Alejandro Osuna",27915,696030
"Jake Bauers","MIL",175,0.091428571,0.217142857,0.421052631,0.284810126,0.354285714,0.481012658,0.835298372,0.196202532,4.471022334868599,0.336283185,,,0.5307849645614624,0.16325028985738754,26.80245722530918,6.584007208035755,0.3636822794065919,133.75599825330877,"Jake Bauers",15194,641343
"Liam Hicks","MIA",191,0.083769633,0.094240837,0.888888888,0.275449101,0.345549738,0.497005988,0.842555726,0.221556887,2.639510820586218,0.246478873,,,-1.7756152153015137,-0.0781884714961052,29.616574595976115,7.549580577123404,0.3661040237075404,133.30135867864283,"Liam Hicks",29844,689414
"Andy Pages","LAD",215,0.069767441,0.204651162,0.34090909,0.282051282,0.33488372,0.497435897,0.832319617,0.215384615,4.444438756060122,0.307692307,,,-0.5170600414276123,0.5076126009225845,32.85438015663751,8.01457013541587,0.3632423434146615,133.21010013343405,"Andy Pages",24816,681624
"Josh Jung","TEX",199,0.070351758,0.145728643,0.48275862,0.302197802,0.356783919,0.461538461,0.81832238,0.159340659,2.057579257175334,0.335570469,,,-0.7310219407081604,-0.49238741397857666,30.2799593235536,7.288693303911247,0.36241486384041943,133.00652002661417,"Josh Jung",26299,673962
"Colby Thomas","ATH",37,0.054054054,0.243243243,0.222222222,0.323529411,0.361111111,0.470588235,0.831699346,0.147058824,1.08035714,0.416666666,,,0.33437612652778625,-0.05563769489526749,5.804481466397475,1.5297234627453797,0.36841582589679295,132.87533006721935,"Colby Thomas",31855,687515
"Adley Rutschman","BAL",148,0.087837837,0.155405405,0.565217391,0.263157894,0.331081081,0.496240601,0.827321682,0.233082707,1.04224738375,0.269230769,,,0.03082195296883583,-0.17804062366485596,22.45549552264284,5.356463508034455,0.36186240774554174,132.6696120443016,"Adley Rutschman",26288,668939
"Spencer Horwitz","PIT",176,0.142045454,0.136363636,1.041666666,0.273972602,0.380681818,0.438356164,0.819037982,0.164383562,3.553037312674772,0.291666666,,,-1.35007643699646,-0.10044354945421219,27.268531280328297,6.9345472629561655,0.36594403738325293,132.64791643110016,"Spencer Horwitz",26477,687462
"Ryan O'Hearn","PIT",182,0.104395604,0.186813186,0.558823529,0.289308176,0.368131868,0.459119496,0.827251364,0.16981132,3.083071178948485,0.325,,,-2.1319310665130615,-0.09487977996468544,28.149182104666817,7.121994086702455,0.36560183467127344,132.4149278083452,"Ryan O'Hearn",16442,656811
"Trevor Larnach","MIN",146,0.150684931,0.171232876,0.88,0.278688524,0.397260273,0.401639344,0.798899617,0.12295082,5.004072402806325,0.336842105,,,0.7518002986907959,-0.2645685635507107,22.259713896946106,5.391749882535131,0.362800564437077,131.11161788013075,"Trevor Larnach",21501,663616
"Gary Sánchez","MIL",112,0.1875,0.205357142,0.913043478,0.202247191,0.366071428,0.426966292,0.79303772,0.224719101,3.3560924337499998,0.213114754,,,0.06197018176317215,-0.17804062366485596,16.79342089542416,3.853612884369166,0.3595915862492153,130.97085093715503,"Gary Sanchez",11442,596142
"Ildemaro Vargas","ARI",189,0.037037037,0.095238095,0.388888888,0.307262569,0.336898395,0.491620111,0.828518506,0.184357542,4.941718507692878,0.311688311,,,0.41512736678123474,-0.05036962404847145,28.687026224509793,6.851100205854492,0.36193477434496724,130.82085607158479,"Ildemaro Vargas",13324,545121
"Taylor Ward","BAL",237,0.198312236,0.202531645,0.979166666,0.255319148,0.405063291,0.367021276,0.772084567,0.111702128,2.0915437953981684,0.330935251,,,-0.8366497755050659,-1.0456805936992168,35.41083187621158,8.029273852818424,0.3589193129338293,130.66777998646663,"Taylor Ward",17548,621493
"Nolan Arenado","ARI",186,0.086021505,0.182795698,0.470588235,0.274390243,0.349462365,0.469512195,0.81897456,0.195121952,3.1628758466276894,0.304,,,-1.0968068838119507,-0.06149716302752495,28.173572748299517,6.6842487299403315,0.3615373802441423,130.55029040684602,"Nolan Arenado",9777,571448
"Kevin McGonigle","DET",228,0.135964912,0.131578947,1.033333333,0.282051282,0.385964912,0.41025641,0.796221322,0.128205128,6.561870099564069,0.320987654,,,2.2117042541503906,1.2049723900854588,34.477967509412785,8.13621548690798,0.3612172305583954,130.54041054461817,"Kevin McGonigle",33572,805808
"Eric Haase","SFG",26,0.038461538,0.269230769,0.142857142,0.24,0.269230769,0.56,0.829230769,0.32,2.64285714,0.25,,,0.006039245054125786,-0.016691308468580246,3.827065776492014,0.8231817739256768,0.35609779908106876,130.23699186737946,"Eric Haase",14111,606992
"Bobby Witt Jr.","KCR",235,0.09787234,0.174468085,0.560975609,0.295238095,0.361702127,0.471428571,0.833130698,0.176190476,5.728417046400855,0.335365853,,,0.9782247543334961,1.6513958983123302,36.18968389744066,9.039193874244916,0.3647530979352959,130.18728849104266,"Bobby Witt Jr.",25764,677951
