Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Michael Wacha","KCR",7.815789630604586,2.8421053202198494,2.75,0.9947368620769473,0.22088353,0.08032129,0.14056225,0.19911504424778761,1.02631581007939,0.23170731707317074,0.82474227,64.13982906866131,94.86331250703351,99.5867137181594,2.700000054208857,3.8713377709534034,-1.1713377167445462,4.076083906349405,4.009211390389548,"Michael Wacha",14078,608379
"Orion Kerkering","PHI",7.854546816487193,3.436364232213147,2.28571429,0.9818183520608992,0.20512821,0.08974359,0.11538462,0.2,1.1454547440710492,0.23076923076923078,0.83333333,59.93651527456295,98.89987889219144,117.98549644259569,2.454545880152248,4.063682422953233,-1.6091365428009854,4.7626521001361555,4.005423550986837,"Orion Kerkering",31776,689147
"Steven Cruz","KCR",12.193551012926935,6.967743435958249,1.75,4.354839647473906,0.2745098,0.15686275,0.11764706,0.2558139534883721,1.8387100733778712,0.25,0.66666667,206.90271481661165,220.44897818499618,101.89667722040342,8.709679294947811,8.985091148579183,-0.2754118536313719,4.170431795369397,4.003806537676161,"Steven Cruz",23165,674444
"Andrew Kittredge","BAL",8.307694745487725,4.153847372743862,2,2.076923686371931,0.17777778,0.08888889,0.08888889,0.34146341463414637,2.076923686371931,0.3870967741935484,0.46052632,232.04116668355726,138.2526883177766,99.18980236530325,9.346156588673692,5.6203263542358055,3.725830234437886,4.059872503773707,4.001194116841956,"Andrew Kittredge",12828,552640
"Joel Payamps","ATL",10.565219581690991,4.695653147418218,2.25,2.347826573709109,0.25,0.11111111,0.13888889,0.28125,1.6956525254565789,0.3333333333333333,0.39215686,202.9477833980855,143.72283849475627,115.19529492411297,8.217393007981883,5.690560263902455,2.526832744079428,4.649819725975918,3.9919707213555626,"Joel Payamps",14332,606303
"Ryan Yarbrough","NYY",7.560001153564629,3.2400004943848413,2.33333333,0.5400000823974735,0.1971831,0.08450704,0.11267606,0.20634920634920634,1.140000173950222,0.25,0.66326531,106.91267600087923,86.84581810126369,112.13278392930401,4.320000659179788,3.621864153289808,0.6981365058899804,4.588514184476393,3.990007072352909,"Ryan Yarbrough",16502,642232
"Jake Woodford","MIL",7.578948129247176,3.3157898065456397,2.28571429,0.4736842580779485,0.17582418,0.07692308,0.0989011,0.30952380952380953,1.7368422796191445,0.373134328358209,0.63291139,153.97405873366225,78.88823439658452,98.18901491236151,6.157895355013331,3.1871272393541004,2.9707681156592303,3.962106334434536,3.989296676526858,"Jake Woodford",18674,663765
"Taylor Clarke","ARI",3.970589014898275,1.1911767044694825,3.33333333,0.39705890148982753,0.11764706,0.03529412,0.08235294,0.1625,0.7058824915374711,0.17391304347826086,0.72289157,48.78065444433005,88.14952763781095,104.23836292596516,1.9852945074491375,3.4348053166610697,-1.4495108092119322,4.20673465033753,3.9815520464335687,"Taylor Clarke",17611,664199
"Connor Prielipp","MIN",9.310344827586206,3.7241379310344827,2.5,1.2413793103448276,0.24390244,0.09756098,0.14634146,0.2018348623853211,1.1724137931034482,0.24,0.59210526,97.98315370999529,103.95698630594823,105.69119984384905,4.0344827586206895,4.254277863995783,-0.21979510537509306,4.325414849869136,3.9795595365416228,"Connor Prielipp",31857,687570
"Joel Peguero","SFG",3.0000006357830125,2.0000004238553415,1.5,0,0.09090909,0.06060606,0.03030303,0.1724137931034483,0.7777779426104106,0.19230769230769232,0.77777778,25.42695929046433,96.43908560506675,115.76071060921636,1.0000002119276707,3.7485308788441145,-2.7485306669164435,4.67268445231022,3.9790282097668133,"Joel Peguero",21951,666711
"Trevor Richards","- - -",9.750000774860444,3.7500002980232474,2.6,3.000000238418598,0.24528302,0.09433962,0.1509434,0.2708333333333333,1.500000119209299,0.2903225806451613,0.64516129,183.06357999926024,155.15951899630147,115.59898375953502,7.500000596046495,6.498531009091293,1.001469586955202,4.706619321783801,3.9784343915505773,"Trevor Richards",19309,670950
"Johan Oviedo","BOS",7.363637640456744,2.454545880152248,3,4.909091760304496,0.16666667,0.05555556,0.11111111,0.375,1.9090912401184152,0.36363636363636365,0.76923077,230.60358084535596,247.99304566353211,130.78249633120328,9.818183520608992,10.172774391332162,-0.35459087072316997,5.350240936539714,3.9728704171437044,"Johan Oviedo",22487,670912
"Jalen Beeks","TEX",7.285716270914424,3.4285723627832585,2.125,1.285714636043722,0.1954023,0.09195402,0.10344828,0.21518987341772153,1.190476514855298,0.23728813559322035,0.86538462,74.45300313936751,108.27635787989874,100.75805055523384,3.000000817435351,4.46281682812448,-1.4628160106891293,4.123925856147299,3.971017834302147,"Jalen Beeks",17192,656222
"Wandy Peralta","SDP",7.027398729172533,3.6986309100908064,1.9,1.1095892730272419,0.18811881,0.0990099,0.08910891,0.25555555555555554,1.3561646670332956,0.29411764705882354,0.93959732,57.220905930651064,111.94315790775448,99.51560398835781,2.2191785460544837,4.479124636926639,-2.2599460908721554,4.015751991921344,3.954733463718264,"Wandy Peralta",14295,593974
"Max Fried","NYY",7.297297598237635,2.772973087330301,2.63157895,0.14594595196475268,0.20833333,0.07916667,0.12916667,0.1963470319634703,1.0054054468682962,0.25,0.67092652,79.46211520676492,64.51264486719471,91.92599241272725,3.2108109432245593,2.6926748656529935,0.5181360775715658,3.7631902684906864,3.953183086301153,"Max Fried",13743,608331
"Carmen Mlodzinski","PIT",7.920000604248093,3.0600002334594905,2.58823529,0.3600000274658224,0.2037037,0.0787037,0.125,0.26903553299492383,1.4000001068115315,0.33774834437086093,0.70809249,96.43677974665215,74.25463588540141,95.36963931386245,3.9600003021240466,2.9818640632629387,0.9781362388611079,3.8480941957697006,3.9528969833674523,"Carmen Mlodzinski",27572,669387
"Keegan Akin","BAL",9.28125138301423,3.3750005029142653,2.75,2.531250377185699,0.2037037,0.07407407,0.12962963,0.36,2.0625003073364954,0.4166666666666667,0.39325843,314.2223678352231,142.69431761936565,106.38294543270254,12.656251885928494,5.800614476017715,6.855637409910779,4.353668428760672,3.951668529502841,"Keegan Akin",19362,669211
"Zack Kelly","BOS",7.7142881165447985,3.8571440582723993,2,0.5510205797532,0.1971831,0.09859155,0.09859155,0.2222222222222222,1.2857146860907998,0.2708333333333333,0.67961165,77.65223691970081,88.42836425909154,98.34000816596932,3.3061234785191993,3.632884650645534,-0.3267611721263348,4.025163605243188,3.9432433344800173,"Zack Kelly",20349,677161
"Bryan King","HOU",6.942858656280225,3.4714293281401125,2,0,0.17821782,0.08910891,0.08910891,0.23595505617977527,1.2857145659778193,0.29577464788732394,0.72727273,66.44998452966256,75.59742769169709,104.33595861186528,2.700000588553421,3.081864070892334,-0.3818634823389133,4.270061529686238,3.938371539187061,"Bryan King",25890,687911
"Caleb Thielbar","CHC",10.125002413988689,5.0625012069943445,2,1.6875004023314482,0.25531915,0.12765957,0.12765957,0.1951219512195122,1.3125003129244597,0.2222222222222222,0.80357143,85.28723719752016,124.8533679661225,110.71768092814511,3.3750008046628963,4.956864517927277,-1.5818637132643802,4.468750432453033,3.933982678446936,"Caleb Thielbar",10078,573204
"Mason Black","KCR",9.64285845659235,3.8571433826369397,2.5,0,0.22727273,0.09090909,0.13636364,0.35,1.9285716913184698,0.4666666666666667,1,0,54.42502073820573,112.44131567428693,0,2.2247210969730142,-2.2247210969730142,4.601115820305926,3.933631960568518,"Mason Black",30171,696131
"Grant Anderson","MIL",7.1718773511246106,3.3750011064115815,2.125,1.265625414904343,0.2125,0.1,0.1125,0.20833333333333334,1.078125353437033,0.23076923076923078,0.79787234,73.84094159565473,109.84726035912405,103.39483133477702,2.953125968110134,4.441239516530332,-1.488113548420198,4.172623253192038,3.9312531808757787,"Grant Anderson",20546,681982
"Michael King","SDP",9.14516129032258,4.064516129032258,2.25,0.7258064516129032,0.25403226,0.11290323,0.14112903,0.19907407407407407,1.1451612903225807,0.25675675675675674,0.80882353,71.11593184274203,91.17064535111268,95.41854475918952,2.7580645161290325,3.646380199924592,-0.8883156837955597,3.8500718728188548,3.930853667188003,"Michael King",19853,650633
"Mick Abel","MIN",10.18032802801176,4.426229577396417,2.3,0,0.24731183,0.10752688,0.13978495,0.275,1.573770516407615,0.38596491228070173,0.74285714,96.74755429303892,66.82082876288598,101.86852686296237,3.9836066196567756,2.7376017704281685,1.246004849228607,4.1692820253418,3.9272834125944818,"Mick Abel",27756,690953
"Luinder Avila","KCR",9.327272889003284,4.909090994212255,1.9,0.49090909942122546,0.24358974,0.12820513,0.11538462,0.29411764705882354,1.6363636647374182,0.3958333333333333,0.73426573,104.95608364318569,82.1728406212611,96.03244569236175,4.418181894791029,3.3545913483485705,1.0635905464424589,3.9309137835662966,3.9239901092831766,"Luinder Avila",24452,679883
"Sonny Gray","BOS",6.954545454545454,2.25,3.09090909,0.8181818181818182,0.18681319,0.06043956,0.12637363,0.25,1.2045454545454546,0.2923076923076923,0.77380952,76.86784695325731,89.4015913052128,93.17426537793038,3.272727272727273,3.672773161801425,-0.40004588907415206,3.814174588837407,3.915359114567799,"Sonny Gray",12768,543243
"Sean Burke","CHW",7.8113211763843236,2.3773586188995766,3.28571429,0.8490566496069917,0.20535714,0.0625,0.14285714,0.24390243902439024,1.2075472349966103,0.2922077922077922,0.70967742,99.47148214151568,86.64870081209456,102.62173817394016,4.07547191811356,3.6479018372969954,0.42757008081656434,4.200046103262381,3.9139123813966705,"Sean Burke",29878,680732
"Easton McGee","MIL",4.5,4.5,1,0,0.16666667,0.16666667,0,0.2,1,0.25,1,0,88.6327110581789,88.78610595982916,0,3.581864070892334,-3.581864070892334,3.581864070892334,3.9124352240816664,"Easton McGee",22176,668834
"Tyler Mahle","SFG",9.406452075906671,3.6580646961859276,2.57142857,1.7419355696123464,0.23580786,0.09170306,0.1441048,0.28846153846153844,1.567742012651112,0.3472222222222222,0.68656716,155.0224039994702,121.55576768869219,94.69251051684702,6.0967744936432124,4.7270254421928835,1.369749051450329,3.8207119263266462,3.894540479412192,"Tyler Mahle",16358,641816
"Scott Barlow","ATH",7.920001812744555,3.600000823974798,2.2,0.7200001647949595,0.21782178,0.0990099,0.11881188,0.12790697674418605,0.8400001922607861,0.14516129032258066,0.73275862,68.54671467499887,100.04626627905995,115.59418659957196,2.880000659179838,4.161864318084774,-1.281863658904936,4.72989132514147,3.8912263476053646,"Scott Barlow",14993,605130
"Martín Pérez","ATL",7.714285977032729,2.892857241387273,2.66666667,0.9642857471290911,0.21621622,0.08108108,0.13513514,0.19642857142857142,1.028571463604364,0.22764227642276422,0.8372093,66.68283156299688,97.38966937571375,94.11003629958876,2.700000091961455,3.853292668595607,-1.153292576634152,3.7971573735873463,3.886322682559776,"Martin Perez",6902,527048
"MacKenzie Gore","TEX",10.145454545454545,4.254545454545455,2.38461538,0.9818181818181818,0.26609442,0.11158798,0.15450644,0.20388349514563106,1.2363636363636363,0.2608695652173913,0.69306931,109.64893838282296,90.17644136737783,96.83080714477421,4.418181818181818,3.7182277072559704,0.6999541109258476,3.9635219687765297,3.8860328718610657,"MacKenzie Gore",22201,669022
"John King","MIA",7.1718773511246106,3.3750011064115815,2.125,0.8437502766028954,0.2125,0.1,0.1125,0.10144927536231885,0.7031252305024128,0.1,0.85526316,51.64579598759452,105.35691196069654,109.00668246835647,2.109375691507238,4.253739455063021,-2.1443637635557833,4.399559724497488,3.8815550558757788,"John King",22051,667463
"Erik Miller","SFG",13.18604943609225,7.534885392052715,1.75,0,0.33333333,0.19047619,0.14285714,0.1568627450980392,1.3953491466764287,0.26666666666666666,0.7,95.79459175949468,68.58157717746666,85.20304210599666,3.7674426960263574,2.6632593268894054,1.104183369136952,3.4369693029991932,3.8759947490357622,"Erik Miller",26252,669062
"Luis Medina","ATH",8.550001223087486,4.0500005793572305,2.11111111,0.4500000643730256,0.22619048,0.10714286,0.11904762,0.20270270270270271,1.2000001716614015,0.25925925925925924,0.6779661,53.552116243426816,80.05285295348256,101.08808612144853,2.250000321865128,3.331864106655126,-1.0818637847899981,4.137405791628368,3.8726617587966876,"Luis Medina",21649,665622
"Anthony Banda","MIN",7.544120397948242,3.176471746504523,2.375,0.7941179366261307,0.19,0.08,0.11,0.22093023255813954,1.191176904939196,0.26153846153846155,0.56291391,144.6471292051777,107.65709825996679,115.5015642954372,5.95588452469598,4.4053939652692184,1.5504905594267617,4.7261082701872255,3.8671094183757786,"Anthony Banda",14706,607455
"José Suarez","- - -",11.5714296749661,6.17142915998192,1.875,0.38571432249887,0.26548673,0.14159292,0.12389381,0.3125,1.9714287594386688,0.4461538461538462,0.67982456,151.9503113754035,81.18152499815788,94.38801072599044,6.17142915998192,3.25329265866961,2.91813650131231,3.8249371958410663,3.8642299736858874,"Jose Suarez",19911,660761
"Bryce Elder","ATL",7.8640779611560845,2.7524272864046297,2.85714286,0.6553398300963403,0.21978022,0.07692308,0.14285714,0.188,0.9902912988122476,0.22702702702702704,0.82539683,48.55546002047446,83.07702219421618,92.00215415968003,1.9660194902890211,3.2857475735889734,-1.3197280832999523,3.7119171697094595,3.8564984675012437,"Bryce Elder",27779,693821
"Josh Simpson","SEA",11.571430147910819,3.8571433826369397,3,7.714286765273879,0.3,0.1,0.2,0.2222222222222222,1.28571446087898,0,1,201.91584405365967,330.562354017349,116.49399539450614,7.714286765273879,12.939008270964514,-5.224721505690635,4.766643014179495,3.8542141183757783,"Josh Simpson",25957,681006
"Aaron Nola","PHI",9.059210981028254,3.197368581539384,2.83333333,1.598684290769692,0.22767857,0.08035714,0.14732143,0.2961165048543689,1.5592106045778478,0.3561643835616438,0.67771084,147.47535494052613,108.12931640095039,91.55919668540761,6.03947398735217,4.443706244510961,1.5957677428412085,3.6940045052860824,3.8490988485123108,"Aaron Nola",16149,605400
"Matt Waldron","SDP",8.485714748149041,2.700000147138331,3.14285714,1.9285715336702365,0.2,0.06363636,0.13636364,0.32673267326732675,1.714285807706877,0.3783783783783784,0.57142857,218.80181124743694,128.40368877124075,106.88640056304148,8.485714748149041,5.139007040140586,3.346707708008455,4.313818089106302,3.8459375435731995,"Matt Waldron",25550,663362
"Joel Kuhnel","ATH",5.225807576968687,2.177419823736953,2.4,0.43548396474739054,0.14457831,0.06024096,0.08433735,0.21052631578947367,1.0161292510772446,0.23809523809523808,0.83333333,51.824632369316134,85.68644223070554,96.32438431076213,2.177419823736953,3.565735142833879,-1.3883153190969262,3.942837691603256,3.840878872698382,"Joel Kuhnel",19995,669270
"Tobias Myers","NYM",6.824176753896125,2.076923359881429,3.28571429,1.4835166856295923,0.19008264,0.05785124,0.13223141,0.21929824561403508,1.0549451986699323,0.23255813953488372,0.72,91.38670040017419,109.7042259223949,101.24493572602114,3.5604400455110214,4.40054556922975,-0.8401055237187283,4.085684075456767,3.8340987132172053,"Tobias Myers",22191,668964
"Joe Boyle","TBR",9.191489734710114,3.4468086505162927,2.66666667,0.5744681084193821,0.24242424,0.09090909,0.15151515,0.18333333333333332,1.0851064270143884,0.23255813953488372,0.38461538,125.41174664018276,72.43485017122589,94.52685765288818,5.170212975774439,3.0180342810679583,2.152178694706481,3.869419715317996,3.8325535937424116,"Joe Boyle",29608,671212
"Steven Okert","HOU",8.059704037918024,2.8208964132713086,2.85714286,1.2089556056877038,0.2247191,0.07865169,0.14606742,0.2073170731707317,1.0746272050557366,0.23728813559322035,0.70707071,99.17909109054165,97.62569038566247,104.56528910688937,4.029852018959012,3.977386741772114,0.052465277186898085,4.2794282785861295,3.826809236086784,"Steven Okert",13580,595345
"Sam Moll","CIN",8.181820309852334,4.500001170418783,1.81818182,0.8181820309852333,0.21276596,0.11702128,0.09574468,0.1875,1.1818184892008927,0.22413793103448276,0.72519084,67.73241558244109,102.74005740105333,100.48417472345133,2.8636371084483168,4.354591674647142,-1.490954566198825,4.054919820789186,3.8177149038181373,"Sam Moll",14874,594580
"Brent Suter","LAA",8.00000113028083,4.000000565140415,2,1.0000001412851038,0.21621622,0.10810811,0.10810811,0.25252525252525254,1.3703705639832906,0.3055555555555556,0.67073171,112.86737715734905,98.44146611644639,89.50375789997885,4.666667325997151,4.081864212177438,0.5848031138197136,3.6642567949673297,3.8144625580981653,"Brent Suter",13942,608718
"Eduard Bazardo","SEA",8.485716829106062,3.471429611907025,2.44444444,0.7714288026460056,0.22222222,0.09090909,0.13131313,0.24719101123595505,1.328571826779232,0.3076923076923077,0.82191781,60.5747631192871,91.7151884033339,102.73691437747455,2.3142864079380168,3.5961499393230048,-1.281863531384988,4.204750347142534,3.792648336085147,"Eduard Bazardo",20997,660825
"Jack Anderson","BOS",6.75,2.25,3,1.125,0.1875,0.0625,0.125,0.26666666666666666,1.25,0.30434782608695654,0.81395349,79.2699671705466,96.33303467756382,95.0643476356224,3.375,3.956864070892334,-0.5818640708923342,3.891372895613313,3.7879100558757783,"Jack Anderson",30086,681252
"Pierce Johnson","CIN",8.43750201165724,3.3750008046628963,2.5,1.2656253017485861,0.2247191,0.08988764,0.13483146,0.2222222222222222,1.2187502905727126,0.25862068965517243,0.82568807,79.82748806337663,98.15769226937839,102.86731888981033,3.3750008046628963,4.159989327937426,-0.7849885232745297,4.151291288038127,3.782987129741156,"Pierce Johnson",13435,572955
"Connor Seabold","DET",8.042554007444382,2.8723407169444224,2.8,1.1489362867777688,0.20289855,0.07246377,0.13043478,0.2698412698412698,1.404255461617273,0.3191489361702128,0.84158416,84.13285996383294,100.16392849383766,109.44341871787462,3.4468088603333067,4.103140770250351,-0.6563319099170446,4.478670054793965,3.7820653036460996,"Connor Seabold",19695,657756
"JoJo Romero","STL",8.027029095992294,3.648649589087406,2.2,1.094594876726222,0.21782178,0.0990099,0.11881188,0.2222222222222222,1.216216529695802,0.26153846153846155,0.85820896,74.03187983677954,106.69434066435768,98.7473009536023,2.918919671269925,4.216999498608416,-1.2980798273384915,3.9846827465956087,3.7809128497551328,"JoJo Romero",19574,668941
"Matt Strahm","KCR",9.367347668032561,3.8571431574251727,2.42857143,1.653061353182217,0.23943662,0.09859155,0.14084507,0.2222222222222222,1.2857143858083908,0.2558139534883721,0.84269663,91.62833253464443,119.07880726301825,112.20343880743613,3.8571431574251727,4.857374413199159,-1.0002312557739867,4.591400004358072,3.7801221291295497,"Matt Strahm",13799,621381
"Clay Holmes","NYM",7.6898737890448166,3.0759495156179266,2.5,0.5126582526029878,0.20930233,0.08372093,0.1255814,0.20408163265306123,1.1012658759619738,0.25,0.82116788,61.40645889761499,79.72816377307548,88.26414065720606,2.392405178813943,3.1957881270263315,-0.8033829482123886,3.5607564254645387,3.77942060237014,"Clay Holmes",13649,605280
"Yuki Matsui","SDP",10.80000102996836,5.40000051498418,2,0,0.30769231,0.15384615,0.15384615,0.15151515151515152,1.1000001049041848,0.23809523809523808,1,0,62.122205005557,106.14812879498491,0,2.4818640136718697,-2.4818640136718697,4.28396327187769,3.7734981763867665,"Yuki Matsui",33826,673513
"Gus Varland","WSN",8.409838169245027,3.098361430774484,2.71428571,0.442623061539212,0.21111111,0.07777778,0.13333333,0.27710843373493976,1.4754102051307065,0.3492063492063492,0.6993007,98.87086670215632,71.29673030237477,101.26586613737176,3.9836075538529077,2.88514271020824,1.0984648436446678,4.086530475972715,3.7712539861863017,"Gus Varland",24737,681402
"Jake Irvin","WSN",10.10322630375161,3.8322582531471623,2.63636364,1.2193548987286424,0.25438596,0.09649123,0.15789474,0.24,1.3548387763651584,0.3037037037037037,0.63444109,129.7015410117227,104.27958089719644,100.25110050318797,5.225806708837039,4.223799610971539,1.0020070978655005,4.045494581266643,3.770802902279009,"Jake Irvin",21504,663623
"Jack Leiter","TEX",9.878049240021554,3.7865855420082624,2.60869565,1.317073232002874,0.25210084,0.09663866,0.15546219,0.24882629107981222,1.3902439671141447,0.3103448275862069,0.73353293,114.40336921748194,100.94283317525378,87.99566254116544,4.609756312010059,4.161132413783578,0.4486238982264803,3.6026603180504138,3.7623541413885193,"Jack Leiter",30146,683004
"Gabe Speier","SEA",8.756759013809775,3.648649589087406,2.4,0.7297299178174812,0.21428571,0.08928571,0.125,0.28,1.5405409376146826,0.35135135135135137,0.75268817,76.40059892541123,93.07732162929875,104.61193258996926,2.918919671269925,3.649431784750375,-0.7305121134804504,4.281333379753683,3.7595173588513955,"Gabe Speier",17170,642100
"Jonathan Loáisiga","ARI",5.5862078150729175,1.3965519537682294,4,0.4655173179227431,0.15789474,0.03947368,0.11842105,0.2361111111111111,1.0344829287172068,0.2711864406779661,0.76530612,68.62933233805596,80.43837671347733,98.30773471389774,2.7931039075364588,3.1335882173281946,-0.34048430979173583,3.9669072195958517,3.7555723955982176,"Jonathan Loaisiga",19753,642528
"Graham Ashcraft","CIN",10.384616908237296,5.538462351059891,1.875,0.6923077938824864,0.28301887,0.1509434,0.13207547,0.18888888888888888,1.269230955451225,0.25862068965517243,0.72847682,81.8743392238344,85.45005597074078,90.05903965221901,3.4615389694124326,3.6203256883564903,-0.15878671894405771,3.6333399695718693,3.7407681441759975,"Graham Ashcraft",27552,668933
"Sean Manaea","NYM",9.29032372386363,3.774194012819599,2.46153846,0.8709678491122153,0.21917808,0.0890411,0.13013699,0.2868217054263566,1.61290342428188,0.3617021276595745,0.6626506,149.03565639375546,97.76185351114701,106.96612488130828,5.806452327414768,3.920573851518912,1.8858784758958564,4.317042044096205,3.7384663032442944,"Sean Manaea",15873,640455
"Phil Maton","CHC",10.687502548099172,5.0625012069943445,2.11111111,1.6875004023314482,0.24675325,0.11688312,0.12987013,0.27692307692307694,1.6875004023314482,0.3488372093023256,0.62015504,199.00355346088034,135.85415876697772,107.61036754308182,7.875001877546758,5.39436462223543,2.4806372553113283,4.343094438011734,3.735323567417664,"Phil Maton",18064,664208
"Tanner Banks","PHI",10.525425089874926,4.57627177820649,2.3,0.45762717782064893,0.23232323,0.1010101,0.13131313,0.33707865168539325,2.033898568091773,0.4461538461538462,0.64766839,156.4444567013822,71.3502596015223,101.62239369929593,6.406780489489085,2.929321678285451,3.477458811203634,4.100948019293148,3.733150644591417,"Tanner Banks",16990,621383
"Bryan Woo","SEA",8.340314469275128,1.9790576706754544,4.21428571,0.8481675731466233,0.23046875,0.0546875,0.17578125,0.21666666666666667,1.036649256068095,0.26285714285714284,0.65436242,99.90076139092554,81.77995143361484,96.83646735908188,3.816754079159805,3.2075185261733155,0.6092355529864895,3.963753153931971,3.731864172250087,"Bryan Woo",30279,693433
"Craig Kimbrel","NYM",9.000001144409325,3.60000045776373,2.5,1.800000228881865,0.234375,0.09375,0.140625,0.27586206896551724,1.4666668531630012,0.325,0.56179775,154.00351223857618,121.68011391030727,100.05972555598264,6.00000076293955,4.8818642997741994,1.1181364631653503,4.037755609903849,3.725072897672653,"Craig Kimbrel",6655,518886
"Paul Sewald","ARI",10.241380994300348,2.7931039075364588,3.66666667,1.3965519537682294,0.2972973,0.08108108,0.21621622,0.13432835820895522,0.7758621965379051,0.14285714285714285,0.59322034,91.50577645074128,100.30043138181873,107.28809136303822,3.7241385433819447,3.9094504138660997,-0.18531187048415498,4.330061979141385,3.7185321180652933,"Paul Sewald",13892,623149
"Foster Griffin","WSN",8.709677419354838,2.7580645161290325,3.15789474,1.4516129032258065,0.23166023,0.07335907,0.15830116,0.2170212765957447,1.1290322580645162,0.24848484848484848,0.75409836,90.0705101580322,108.73045289300877,93.21532268424939,3.629032258064516,4.404444716053624,-0.7754124579891082,3.760976237298981,3.7161185912036374,"Foster Griffin",16432,656492
"Ryan Zeferjahn","LAA",11.095891860529738,5.547945930264869,2,0.3698630620176579,0.27522936,0.13761468,0.13761468,0.17045454545454544,1.232876873392193,0.24561403508771928,0.60693642,116.29094606806731,90.1649019442643,110.34328725575244,4.808219806229553,3.7393984033681704,1.0688214028613823,4.515424183966051,3.715397740333798,"Ryan Zeferjahn",25420,666171
"Ranger Suarez","BOS",7.952055210064154,2.5890412311836783,3.07142857,0.5547945495393596,0.2287234,0.07446809,0.15425532,0.20114942528735633,1.0068493676825414,0.25,0.80357143,56.46628093520808,72.47747519219635,82.39946935038014,2.4041097146705583,2.9791243394961566,-0.5750146248255983,3.374090033894093,3.7146057534686485,"Ranger Suarez",17277,624133
"Justin Lawrence","PIT",9.737706440426317,4.42623020019378,2.2,1.3278690600581342,0.22916667,0.10416667,0.125,0.24390243902439024,1.4754100667312602,0.2982456140350877,0.53691275,129.34889525996704,121.92198721124564,107.70715971384548,5.311476240232537,4.901536486527555,0.4099397537049816,4.347008596309994,3.7138443002752153,"Justin Lawrence",17639,664875
"José Urquidy","PIT",8.526316217438357,2.8421054058127857,3,1.4210527029063929,0.16666667,0.05555556,0.11111111,0.4411764705882353,2.684210661045409,0.5185185185185185,0.44871795,207.63899403501966,104.18250519232824,101.7077959999535,8.526316217438357,4.1871272842639735,4.339188933174383,4.1044015850224005,3.713202208708359,"Jose Urquidy",18413,664353
"Mitchell Parker","WSN",7.5,2.625,2.85714286,1.5,0.2,0.07,0.13,0.22826086956521738,1.1666666666666667,0.25,0.64102564,130.3020046952866,113.1018463919241,98.50059432440587,5.25,4.581864070892335,0.668135929107665,3.974706228946647,3.7090231183757787,"Mitchell Parker",27636,680730
"Kai-Wei Teng","HOU",8.756757659577824,3.6486490248240933,2.4,0.7297298049648187,0.24827586,0.10344828,0.14482759,0.1875,1.0540541627269604,0.23595505617977527,0.86956522,53.878359645164714,87.56413001507437,92.53659398097125,2.189189414894456,3.5683506075355464,-1.3791611926410905,3.7881296101470165,3.7062717762233337,"Kai-Wei Teng",24282,678906
"Jordan Romano","LAA",13.500003218651585,6.750001609325793,2,1.1250002682209654,0.28571429,0.14285714,0.14285714,0.3142857142857143,2.1250005066396014,0.45454545454545453,0.54216867,244.8819224401316,104.48336077300641,108.48812088243433,10.125002413988689,4.331864368915629,5.79313804507306,4.439651977637507,3.7029448617869822,"Jordan Romano",16122,605447
"Orlando Ribalta","WSN",7.714286134680946,3.0857144538723786,2.5,0,0.21276596,0.08510638,0.12765958,0.18604651162790697,1.028571484624126,0.24242424242424243,0.66666667,57.43925417954177,59.24854841834028,97.66228939572372,2.314285840404284,2.3961497478095835,-0.08186390740529959,3.9408061917103154,3.6988101918803555,"Orlando Ribalta",26247,687377
"Brendon Little","TOR",14.727280068992302,7.363640034496151,2,7.363640034496151,0.25,0.125,0.125,0.47619047619047616,3.545456312905554,0.5833333333333334,0.22727273,604.262620198772,311.1521773604106,92.23799287601443,24.545466781653836,12.90005078355387,11.645415998099967,3.7759335802598155,3.693949118375778,"Brendon Little",21574,663893
"Shawn Armstrong","CLE",11.6756786850797,5.83783934253985,2,1.4594598356349624,0.30188679,0.1509434,0.1509434,0.20454545454545456,1.3783787336552422,0.2692307692307692,0.85526316,90.34918800394114,118.3973453752973,106.5970791389842,3.648649589087406,4.784567212466457,-1.1359176233790507,4.362414481733403,3.6791948029719466,"Shawn Armstrong",12857,542888
"Spencer Strider","ATL",11.571428571428571,5.142857142857143,2.25,1.7142857142857142,0.32926829,0.14634146,0.18292683,0.17142857142857143,1.1428571428571428,0.20512820512820512,0.92391304,74.09203254643688,118.7653663970863,91.13776297191659,3,4.700911689939954,-1.7009116899399537,3.67696223571187,3.6757158502251626,"Spencer Strider",27498,675911
"Shane McClanahan","TBR",9.47014979292171,3.425373329354661,2.76470588,0.40298509757113654,0.25824176,0.09340659,0.16483517,0.18181818181818182,1.05223886588019,0.2413793103448276,0.70135747,68.42531562087802,64.8105599240422,86.62770461394898,2.820895682997956,2.7012670342973717,0.11962864870058443,3.5467875986002326,3.674147193597096,"Shane McClanahan",21483,663556
"Edwin Díaz","LAD",15,7.5,2,1.5,0.3030303,0.15151515,0.15151515,0.3333333333333333,2.3333333333333335,0.5,0.58823529,261.8935083814046,118.29025350322514,108.17182623629687,10.5,4.915197404225668,5.584802595774332,4.365799148380757,3.67160579073831,"Edwin Diaz",14710,621242
