Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Clarke Schmidt","NYY",9,9,0,33,32,159,8.4339625708316,2.6037736795855944,1.3584906154359624,0.3125,0.7016632,0.438271604,0.13114754,,4.6415096027395375,4.312457435011683,4.418562414384352,4.359212544131092,1.8821719642728567,"Clarke Schmidt",19899,657376
"Max Fried","ATL",8,1,0,14,14,77.2,9.27038656964565,2.0858369781702715,0.8111588248439944,0.3088235294117647,0.82294264,0.576923076,0.132075471,94.15148745381774,2.549356306652554,2.7430283376608053,3.1391605273764998,3.0957396198520093,1.8755189180374146,"Max Fried",13743,608331
"Shane McClanahan","TBR",11,2,0,21,21,115,9.469565217391304,3.208695652173913,1.173913043478261,0.273972602739726,0.8173913,0.436065573,0.132743362,96.97010157273918,3.2869565217391306,4.076242726815864,3.9159099247144615,3.8448555612045787,1.859690546989441,"Shane McClanahan",21483,663556
"Nick Pivetta","BOS",10,9,1,38,16,142.2,11.54439272915123,3.154205663702522,1.4509346053031602,0.2676923076923077,0.72496263,0.364161849,0.158620689,94.71474649896265,4.037383249539229,4.003634576170446,3.962984297350303,3.5475824510863716,1.8593756556510925,"Nick Pivetta",15454,601713
"Hunter Brown","HOU",11,13,0,31,29,155.2,10.291221229257276,3.179871728141293,1.503212089666793,0.32997481108312343,0.687974,0.523696682,0.209677419,95.73762475702752,5.087794765026069,4.270688540135648,4.372813451813403,3.518524000846807,1.8493172521702945,"Hunter Brown",25880,686613
"Alex Cobb","SFG",7,7,0,28,28,151.1,7.790749160522903,2.2004406025904384,1.1299559851140089,0.31788079470198677,0.76365663,0.575692963,0.182692307,95.06172688802083,3.865638896442662,4.7220291639047,4.008344349573076,3.5124098554432908,1.8330057859420776,"Alex Cobb",6562,502171
"Bryce Miller","SEA",8,7,0,25,25,131.1,8.154822650844464,1.7817259573273618,1.2335025858420197,0.2888283378746594,0.70561457,0.335078534,0.107142857,95.09532654207516,4.317259050447069,4.837817592288696,3.978390641318008,4.311612187194702,1.831724762916565,"Bryce Miller",29837,682243
"Devin Williams","MIL",8,3,36,61,0,58.2,13.346591487650068,4.295454731657493,0.6136363902367847,0.1981981981981982,0.85020243,0.478260869,0.111111111,94.20036332325269,1.5340909755919618,2.682106208434606,2.658449424544641,2.786642551843782,1.8074822425842285,"Devin Williams",15816,642207
"Johan Oviedo","PIT",9,14,0,32,32,177.2,8.003752803480584,4.204503054992966,0.9624766029501969,0.2795275590551181,0.72048611,0.449330783,0.1,95.84720838078967,4.305816381619302,4.599352273804459,4.487685833450831,4.865566717660169,1.7998902797698975,"Johan Oviedo",22487,670912
"Bryce Elder","ATL",12,4,0,31,31,174.2,6.59542023144323,3.2461833951634644,0.9790076906048544,0.27431906614785995,0.74363992,0.49905482,0.121019108,90.87113609417344,3.812977321303117,4.513832644373886,4.422979358815143,4.494980653295698,1.7961455583572388,"Bryce Elder",27779,693821
"Cristopher Sánchez","PHI",3,5,0,19,18,99.1,8.69798702255285,1.4496645037588083,1.4496645037588083,0.27169811320754716,0.74468085,0.570397111,0.222222222,,3.44295319642717,3.72167098406267,3.989939725985911,3.094382562187615,1.793510952964425,"Cristopher Sanchez",20778,650911
"Brandon Williamson","CIN",5,5,0,23,23,117,7.538462030033342,3.0000001956255136,1.384615474904083,0.27844311377245506,0.70189274,0.373563218,0.121621621,92.83613308414465,4.461538752468712,4.75523856708257,4.631108825296808,4.722528143947164,1.7622230052947998,"Brandon Williamson",25463,682227
"Jack Flaherty","- - -",8,9,0,29,27,144.1,9.228637738609322,4.11547358613659,1.060046226732152,0.35626535626535627,0.72617946,0.426540284,0.126865671,93.23979341126876,4.988452831680715,5.048787897939379,4.356657026493229,4.360461657315404,1.759562473744154,"Jack Flaherty",17479,656427
"Griffin Canning","LAA",7,8,0,24,22,127,9.850393774756437,2.5511811215196527,1.5590551298175657,0.2964071856287425,0.76219512,0.426553672,0.160583941,94.60313732620729,4.322834678130523,4.123162318033066,4.286536430234954,3.8181048542068847,1.7548932917416096,"Griffin Canning",19867,656288
"Emmanuel Clase","CLE",3,9,44,75,0,72.2,7.926605781996344,1.981651445499086,0.4954128613747715,0.29493087557603687,0.60453401,0.550458715,0.072727272,,3.2201835989360146,3.1118741425041407,2.9110036502090346,3.446797427684043,1.7428536415100098,"Emmanuel Clase",21032,661403
"Michael Lorenzen","- - -",9,9,1,29,25,153,6.529411886802596,2.7647059340515496,1.176470610234702,0.26576576576576577,0.69811321,0.410480349,0.11299435,94.47578389337173,4.176470666333192,4.47630210792132,4.464190708904958,4.677545356353217,1.7366362977772951,"Michael Lorenzen",14843,547179
"Aroldis Chapman","- - -",6,5,6,61,0,58.1,15.89142943744275,5.5542860169702815,0.6171428907744757,0.3142857142857143,0.73099415,0.47706422,0.117647058,99.0673010917887,3.0857144538723786,2.7865745958630845,2.5178974621831136,2.5901367741364845,1.7352975606918335,"Aroldis Chapman",10233,547973
"Adrian Houser","MIL",8,5,0,23,21,111.1,7.760479396453647,2.7485031195773333,1.050898251603098,0.32047477744807124,0.7256894,0.466858789,0.105691056,93.36841509196881,4.122754679366,4.23562852094164,3.9915673392530886,4.300210458765406,1.7290918305516243,"Adrian Houser",12718,605288
"Josh Hader","SDP",2,3,33,61,0,56.1,13.579882882914607,4.792899841028684,0.47928998410286844,0.2636363636363636,0.88815789,0.354545454,0.057692307,,1.2781066242743158,2.368691508449367,2.686992970930708,3.5208562037115465,1.727655053138733,"Josh Hader",14212,623352
"Yennier Cano","BAL",1,4,8,72,0,72.2,8.050460687802685,1.6100921375605368,0.49541296540324214,0.2828282828282828,0.80965909,0.58,0.102564102,96.53532409667969,2.1055051029637792,3.3027089730239845,2.8421962216610352,3.013949269297578,1.7197297811508179,"Yennier Cano",25911,666974
"Alexis Díaz","CIN",9,6,37,71,0,67.1,11.495050373270043,4.811881551601414,0.5346535057334905,0.26666666666666666,0.71090047,0.38,0.06779661,94.68556072695036,3.07425765796757,3.4552716252065516,3.5223671123638156,4.19881894786385,1.70411217212677,"Alexis Diaz",21132,664747
