Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Mike Trout","LAA",53,241,17,41,46,1,0.145228215,0.232365145,0.32160804,0.3,0.281407035,0.390041493,0.603015075,0.407018456277968,0.4275618333082933,159.76939323521265,-0.22143501322716475,17.52364517247568,-2.1840083599090576,2.355252609025731,"Mike Trout",10155,545361
"DJ LeMahieu","NYY",50,216,10,41,27,3,0.083333333,0.097222222,0.225641025,0.369696969,0.364102564,0.421296296,0.589743589,0.4285541679020281,0.3662933564521897,177.142798831542,0.01731137139722705,20.544582531077644,-2.663815349340439,2.315534610905989,"DJ LeMahieu",9874,518934
"Corey Seager","LAD",52,232,15,38,41,1,0.073275862,0.159482758,0.278301887,0.308641975,0.306603773,0.35775862,0.58490566,0.39380953383856804,0.4299398697099311,149.45291165792958,-0.0940066329203546,14.56495977358204,0.6685842871665955,2.312692308447053,"Corey Seager",13624,608369
"Tim Anderson","CHW",49,221,10,45,21,5,0.045248868,0.226244343,0.206730769,0.382550335,0.322115384,0.357466063,0.528846153,0.37614066946021035,0.35238179293545807,139.89193431598048,-0.21832571411505342,10.642414998498516,3.306803584098816,2.2974101713743034,"Tim Anderson",15172,641313
"Wil Myers","SDP",55,218,15,34,40,2,0.082568807,0.256880733,0.318181819,0.330708661,0.287878787,0.353211009,0.606060606,0.3996220520876963,0.3960855625293873,155.36532463348613,1.4073335276916623,16.82852190180269,-2.103412389755249,2.213089334118419,"Wil Myers",10047,571976
"Ronald Acuña Jr.","ATL",46,202,14,46,29,8,0.188118811,0.297029702,0.33125,0.302325581,0.25,0.405940594,0.58125,0.41317822635173795,0.42193450160961055,158.13281675379957,1.7039279961027205,16.707554140467266,0.24771088361740112,2.1881569079082173,"Ronald Acuna Jr.",18401,660670
"Brandon Lowe","TBR",56,224,14,36,37,3,0.111607142,0.258928571,0.284974094,0.308943089,0.269430051,0.361607142,0.554404145,0.38472798307027134,0.380941895626051,151.4106784987716,1.5059171356260777,15.692683953689471,0.27422067523002625,2.150751053982275,"Brandon Lowe",18882,664040
"Kyle Lewis","SEA",58,242,11,37,28,5,0.140495867,0.293388429,0.174757281,0.341269841,0.262135922,0.363636363,0.436893203,0.34936043152139207,0.34439242034532225,126.92960018973902,1.0255768289789557,9.053946253200053,3.335043966770172,2.071865105708044,"Kyle Lewis",19508,641786
"Paul Goldschmidt","STL",58,231,6,31,21,1,0.16017316,0.186147186,0.162303665,0.363636363,0.303664921,0.417391304,0.465968586,0.3868391539739526,0.3956671673318614,146.62326647849997,-1.360895347315818,12.399730141400381,-1.346109390258789,2.0583622226610627,"Paul Goldschmidt",9218,502671
"Dansby Swanson","ATL",60,264,10,49,35,5,0.083333333,0.268939393,0.189873418,0.350318471,0.274261603,0.344696969,0.464135021,0.34830063491156604,0.3538160142789775,115.29182293388939,1.7169269500300288,6.874990462131394,7.021353721618652,2.056136680515834,"Dansby Swanson",18314,621020
"Salvador Perez","KCR",37,156,11,22,32,1,0.019230769,0.23076923,0.3,0.375,0.333333333,0.352564102,0.633333333,0.41031438494339967,0.40587868628563817,160.56932829425108,-1.4624491930007935,10.177723736613931,3.754893481731415,2.019102601367267,"Salvador Perez",7304,521692
"Trevor Story","COL",59,259,11,41,28,15,0.092664092,0.243243243,0.229787234,0.354037267,0.289361702,0.355212355,0.519148936,0.37004575988118965,0.33519709249414825,117.20592071211765,2.9610580787993968,8.654844590093488,2.1188790798187256,1.975671418023715,"Trevor Story",12564,596115
"Ian Happ","CHC",57,231,12,27,28,1,0.129870129,0.272727272,0.247474748,0.31707317,0.257575757,0.360869565,0.505050505,0.36889639639958544,0.3620282143748279,131.67714087449147,-0.8728283578529954,8.476522407353304,1.6578797698020935,1.9689621180715084,"Ian Happ",17919,664023
"George Springer","HOU",51,222,14,37,32,1,0.108108108,0.171171171,0.275132275,0.258992805,0.264550264,0.359090909,0.539682539,0.37898599451238457,0.40537926910120414,142.99158246055913,0.3991658887825906,12.156760502778582,-0.1185981035232544,1.9660957135188024,"George Springer",12856,543807
"Nelson Cruz","MIN",53,214,16,33,33,0,0.116822429,0.271028037,0.291891892,0.36036036,0.302702702,0.397196261,0.594594594,0.41143722739516264,0.38333328910495923,166.0397104219545,-1.165981718339026,16.24410804170368,-5.617283821105957,1.9444875730424012,"Nelson Cruz",2434,443558
"Michael Conforto","NYM",54,233,9,40,31,3,0.103004291,0.244635193,0.193069307,0.411764705,0.321782178,0.412017167,0.514851485,0.4007338904515868,0.37432861328125,158.2530281402604,-1.0695358361117542,16.272413971668307,-2.903033494949341,1.9221459051364536,"Michael Conforto",16376,624424
"Jake Cronenworth","SDP",54,192,4,26,20,3,0.09375,0.15625,0.191860466,0.323741007,0.28488372,0.354166666,0.476744186,0.35571672829488915,0.3929478510512107,126.37306916414803,1.456473340280354,7.9261920720533485,4.627058930695057,1.9087179086532757,"Jake Cronenworth",18036,630105
"Travis d'Arnaud","ATL",44,184,9,19,34,1,0.086956521,0.27173913,0.212121212,0.411214953,0.321212121,0.385869565,0.533333333,0.39198737818261853,0.3857915909563909,144.13974186770304,-0.06370662804692984,10.3132764839563,4.207106590270996,1.903305869976814,"Travis d'Arnaud",7739,518595
"Brandon Belt","SFG",51,179,9,25,30,0,0.167597765,0.201117318,0.281879194,0.35576923,0.308724832,0.424581005,0.590604026,0.42712997519568113,0.4218287521533752,171.4704022560564,-0.9070761669427156,15.438594907039562,-2.5555320382118225,1.8942224122052074,"Brandon Belt",10264,474832
"Ke'Bryan Hayes","PIT",24,95,5,17,11,1,0.094736842,0.210526315,0.305882353,0.45,0.376470588,0.442105263,0.682352941,0.4643455397698187,0.36195784029753314,193.84744055495187,0.635238847695291,12.026440395886908,3.239927262067795,1.8891529629095045,"Ke'Bryan Hayes",18577,663647
"Mike Yastrzemski","SFG",54,225,10,39,35,2,0.133333333,0.244444444,0.270833333,0.37007874,0.296875,0.4,0.567708333,0.40673717736128734,0.36405397423714264,158.00430854634166,0.20338123477995396,16.87839764738951,-5.7986045479774475,1.883635299981366,"Mike Yastrzemski",14854,573262
"J.T. Realmuto","PHI",47,195,11,33,32,4,0.082051282,0.246153846,0.225433526,0.307017543,0.265895953,0.348717948,0.491329479,0.3607374356343196,0.35588018955328526,124.49834009705097,1.868505057413131,7.972227389645692,5.747777104377747,1.8548231189261002,"J.T. Realmuto",11739,592663
"César Hernández","CLE",58,261,3,35,20,0,0.091954022,0.218390804,0.124463519,0.364161849,0.283261802,0.355212355,0.407725321,0.3354299800276296,0.32972337288285775,112.41982753669441,-0.049628831911832094,3.9437282779163314,3.671768307685852,1.851686289412141,"Cesar Hernandez",10556,514917
"Francisco Lindor","CLE",60,266,8,30,27,6,0.090225563,0.154135338,0.156779661,0.28042328,0.258474576,0.334586466,0.415254237,0.3239277519963004,0.34626088305571234,104.54233114258243,-1.9814176829531789,-0.4929393920278149,7.851400136947632,1.8479719238505297,"Francisco Lindor",12916,596019
"Bryce Harper","PHI",58,244,13,41,33,8,0.200819672,0.176229508,0.273684211,0.279411764,0.268421052,0.419753086,0.542105263,0.39967678810687773,0.4541026987928025,150.21138710753576,-0.7531623160466552,14.900484948340864,-2.7281035780906677,1.8350891766510973,"Bryce Harper",11579,547180
"Jeimer Candelario","DET",52,206,7,30,29,1,0.097087378,0.237864077,0.205405405,0.372093023,0.297297297,0.368932038,0.502702702,0.3730964139827247,0.3561885926781631,139.62347091971182,-0.19468253618106246,9.860774458793344,-0.11545944213867188,1.824700434590223,"Jeimer Candelario",13621,600869
"Kyle Tucker","HOU",58,228,9,33,42,8,0.078947368,0.201754385,0.244019139,0.303225806,0.267942583,0.324561403,0.511961722,0.34863825762166384,0.32730963377825983,122.20741896849808,3.317132669966668,9.554696598109443,0.7509381771087646,1.8190906259161919,"Kyle Tucker",18345,663656
"Brandon Nimmo","NYM",55,225,8,33,18,1,0.146666666,0.191111111,0.204301075,0.325925925,0.279569892,0.404444444,0.483870967,0.3865195883644952,0.35897946892297855,148.86681613161966,0.01008569821715355,14.058265591193807,-1.8800087794661522,1.7849489533140295,"Brandon Nimmo",12927,607043
"Austin Nola","- - -",48,184,7,24,28,0,0.097826086,0.184782608,0.198757764,0.303278688,0.273291925,0.353260869,0.472049689,0.3521758786967543,0.360694614264483,127.43270448519851,-0.620897354092449,5.58590510190896,5.9667112827301025,1.7827399299766387,"Austin Nola",15941,543592
"Kyle Seager","SEA",60,248,9,35,40,5,0.129032258,0.133064516,0.192118226,0.239520958,0.24137931,0.354838709,0.433497536,0.3377332249466254,0.36499845543686227,118.96651011563833,0.854391910135746,6.648961520146932,2.33579009026289,1.762275034317309,"Kyle Seager",9785,572122
"Chris Taylor","LAD",56,214,8,30,32,3,0.121495327,0.257009345,0.205405405,0.344262295,0.27027027,0.366197183,0.475675675,0.3635303459257027,0.3713960827521558,129.45848101629284,-1.2584965461865067,6.796171014745701,2.805091470479965,1.7004314063590424,"Chris Taylor",13757,621035
"Willson Contreras","CHC",57,225,7,37,26,1,0.088888888,0.253333333,0.164021164,0.307086614,0.243386243,0.355555555,0.407407407,0.33617727937442915,0.353435754776001,110.07153778177707,0.06282914895564318,2.958184028967264,4.455586016178131,1.678821703844029,"Willson Contreras",11609,575929
"Whit Merrifield","KCR",60,265,9,38,30,12,0.045283018,0.124528301,0.157258065,0.29468599,0.282258064,0.324528301,0.439516129,0.32910400741505175,0.33619056557709315,104.95102074535178,0.8737649112008512,2.4900676044569914,2.896730959415436,1.6519578813310807,"Whit Merrifield",11281,593160
"Jason Heyward","CHC",50,181,6,20,22,2,0.165745856,0.204419889,0.19047619,0.311320754,0.265306122,0.392265193,0.455782312,0.36780623926056755,0.38092447916666666,130.95727112873394,1.13903783634305,8.298241932633914,0.5584259033203125,1.6318532249691162,"Jason Heyward",4940,518792
"Jose Iglesias","BAL",39,150,3,16,24,0,0.02,0.113333333,0.183098592,0.406504065,0.373239436,0.4,0.556338028,0.40745765606562295,0.38743762841960727,159.86733850356848,-0.23969514295458794,10.823059666642122,1.6569998860359192,1.6141237102474806,"Jose Iglesias",10231,578428
"Brian Anderson","MIA",59,229,11,27,38,0,0.096069868,0.288209606,0.21,0.322580645,0.255,0.344978165,0.465,0.34772656570401106,0.3240512714051364,119.66245098660826,0.041966908145695925,5.794996835973642,4.431056499481201,1.605760350591907,"Brian Anderson",18289,605119
"Yasmani Grandal","CHW",46,194,8,27,27,0,0.154639175,0.298969072,0.192546584,0.298969072,0.229813664,0.350515463,0.422360248,0.338185624977977,0.3271637749426144,113.89777690293154,-1.6899886731989682,1.6314722113744624,6.386556625366211,1.6056286140456888,"Yasmani Grandal",11368,518735
"Cody Bellinger","LAD",56,243,12,33,30,6,0.12345679,0.172839506,0.215962442,0.245283018,0.239436619,0.333333333,0.455399061,0.337304591637924,0.3737550623276654,112.14067755866446,0.07936853682622313,3.848772617909683,3.597405254840851,1.594726266349876,"Cody Bellinger",15998,641355
"Xander Bogaerts","BOS",56,225,11,36,28,8,0.093333333,0.182222222,0.201970444,0.328947368,0.30049261,0.364444444,0.502463054,0.36779649161437167,0.3403982557691969,129.09007510023395,2.559390853624791,10.622628077895094,-0.4420762062072754,1.5906588947437894,"Xander Bogaerts",12161,593428
"Jackie Bradley Jr.","BOS",55,217,7,32,22,5,0.105990783,0.221198156,0.167539267,0.343065693,0.282722513,0.364055299,0.45026178,0.3521972927782271,0.301482294646787,118.40669860586574,0.08535938896238804,5.005955415743397,5.168427467346191,1.5687066464134143,"Jackie Bradley Jr.",12984,598265
"Sean Murphy","OAK",43,140,7,21,14,0,0.171428571,0.264285714,0.224137931,0.277777777,0.23275862,0.364285714,0.456896551,0.357526410477502,0.3476747512817383,132.93931246575835,-0.22966447984799743,5.451333597115333,5.516556978225708,1.5682435356741746,"Sean Murphy",19352,669221
"Alex Verdugo","BOS",53,221,6,36,15,4,0.076923076,0.203619909,0.169154229,0.370860927,0.308457711,0.366515837,0.47761194,0.3619238333268599,0.298517539284446,125.06808524246725,0.8415768509730697,7.666464604562558,2.332376003265381,1.5623101321951367,"Alex Verdugo",17027,657077
"Brandon Crawford","SFG",54,193,8,26,28,1,0.077720207,0.243523316,0.209302326,0.302521008,0.255813953,0.32642487,0.465116279,0.3343932453874518,0.3089595593904194,110.23302305623288,-1.364318671170622,1.1590735477179215,7.581004858016968,1.5414440292458265,"Brandon Crawford",5343,543063
"Jonathan Schoop","DET",44,177,8,26,23,0,0.04519774,0.220338983,0.197530864,0.316239316,0.277777777,0.323863636,0.475308641,0.33956908163699234,0.30028148106166297,116.66170743020973,0.2614273284561932,3.894506375696913,3.9618961215019226,1.5175435246910367,"Jonathan Schoop",11265,570731
"Robbie Grossman","OAK",51,192,8,23,23,8,0.109375,0.197916666,0.240963855,0.266666666,0.240963855,0.34375,0.48192771,0.3505868811356394,0.327839281193163,128.1866578306337,1.9269061675295234,8.593851418712738,-0.167008638381958,1.5073973336527182,"Robbie Grossman",5254,543257
"Nick Ahmed","ARI",57,217,5,29,29,4,0.082949308,0.211981566,0.135678392,0.324324324,0.266331658,0.32718894,0.40201005,0.31828015026408957,0.30439346668332123,96.12085259845347,1.2834005081094801,0.20787797375452444,7.2382423877716064,1.501576896084943,"Nick Ahmed",12147,605113
"Mark Canha","OAK",59,243,5,32,33,4,0.152263374,0.222222222,0.162303665,0.306569343,0.246073298,0.386831275,0.408376963,0.35132816409276535,0.35886093775431316,128.69433806492148,0.45822835620492697,9.048058197989388,-2.676055908203125,1.4902555646231797,"Mark Canha",11445,592192
"Eloy Jiménez","CHW",55,226,14,26,41,0,0.053097345,0.24778761,0.262910799,0.340277777,0.295774647,0.331858407,0.558685446,0.3730762221116935,0.36445214165581596,137.79319545667983,-0.313289740588516,10.208851552538476,-4.885366916656494,1.4797843954793004,"Eloy Jimenez",17484,650391
"Teoscar Hernández","TOR",50,207,16,33,34,6,0.06763285,0.304347826,0.289473684,0.348214285,0.289473684,0.339805825,0.578947368,0.3839089095013813,0.40057462366615854,141.7859951776224,0.8238999755121768,11.479629098237629,-2.2182279527187347,1.4532227739629122,"Teoscar Hernandez",13066,606192
"James McCann","CHW",31,111,7,20,15,1,0.072072072,0.27027027,0.247422681,0.338709677,0.288659793,0.36036036,0.536082474,0.37799874297133434,0.343074420550922,141.1644675455432,-0.13240909855812788,5.496543061385196,4.483380772173405,1.443120270262346,"James McCann",12859,543510
"J.P. Crawford","SEA",53,232,2,33,24,6,0.099137931,0.168103448,0.083333334,0.303030303,0.25490196,0.336206896,0.338235294,0.302511808687243,0.31809990924337633,94.84452446006955,0.8518280279822648,-0.621633470298081,6.823368787765503,1.4342889894402318,"J.P. Crawford",15491,641487
"Robinson Canó","NYM",49,182,10,23,30,0,0.049450549,0.131868131,0.228070176,0.318840579,0.315789473,0.351648351,0.543859649,0.3764720404345686,0.3525023908246288,142.2320609069566,-0.7511777263134718,9.069402802325067,0.6228169798851013,1.4283968905664723,"Robinson Cano",3269,429664
"Luke Voit","NYY",56,234,22,41,52,0,0.072649572,0.23076923,0.333333333,0.268115942,0.276995305,0.337606837,0.610328638,0.3933207703451825,0.38871600710112475,153.012607580735,-0.805408762767911,14.476482346171366,-6.4695305824279785,1.403283171593941,"Luke Voit",14811,572228
"Miguel Rojas","MIA",40,143,4,20,20,5,0.111888111,0.125874125,0.192,0.330097087,0.304,0.391608391,0.496,0.378680519178404,0.3299441714938596,140.10245345989895,-0.35067457472905517,6.976397756699746,3.4614717960357666,1.396823945374333,"Miguel Rojas",7802,500743
"Kevin Kiermaier","TBR",49,159,3,16,22,8,0.125786163,0.264150943,0.144927536,0.29032258,0.217391304,0.320754716,0.36231884,0.30111440752125995,0.32472057583965835,94.14649993335709,2.3384325900115073,1.1918777590822747,8.725756466388702,1.3889321549844993,"Kevin Kiermaier",11038,595281
"Dominic Smith","NYM",50,199,10,27,42,0,0.070351758,0.226130653,0.299435029,0.368,0.31638418,0.376884422,0.615819209,0.41183739331499414,0.3923513624403212,165.58506817120465,-0.40920092118903995,16.26640213132401,-7.567231178283691,1.3771898845402666,"Dominic Smith",15653,642086
"Cavan Biggio","TOR",59,265,8,41,28,6,0.154716981,0.230188679,0.181818181,0.311258278,0.25,0.375,0.431818181,0.35544497271378833,0.31454008275812323,122.2919842089853,1.8441675608046353,9.121574780080214,-2.2969331084750593,1.3710357303593301,"Cavan Biggio",19252,624415
"Kole Calhoun","ARI",54,228,16,35,40,1,0.122807017,0.219298245,0.3,0.2109375,0.226315789,0.337719298,0.526315789,0.3624195174167031,0.3794416300455729,125.26765526827299,0.1011189203709364,7.4618896037462275,-1.9003340005874634,1.357697453317387,"Kole Calhoun",11200,594777
"David Fletcher","LAA",49,230,3,31,18,2,0.086956521,0.108695652,0.106280193,0.348066298,0.318840579,0.375545851,0.425120772,0.34993536920006096,0.31605772992929515,120.67507069211905,-0.8574837362393737,5.00061808184434,0.4696388244628906,1.3559829552724787,"David Fletcher",17992,664058
"Clint Frazier","NYY",39,160,8,24,26,3,0.15625,0.275,0.244274809,0.3375,0.267175572,0.39375,0.511450381,0.3882862955331802,0.3631225347518921,149.564661924487,-0.06978029757738113,9.699761774110026,-0.2064129114151001,1.350336622823276,"Clint Frazier",15983,640449
"Luis Robert Jr.","CHW",56,227,11,33,31,9,0.088105726,0.321585903,0.202970297,0.3,0.232673267,0.302222222,0.435643564,0.31595782385932075,0.32921374539088777,98.67468945549727,1.0577457933686674,0.6871285793214277,3.2158724069595337,1.3458897518329467,"Luis Robert Jr.",20043,673357
"Justin Turner","LAD",42,175,4,26,23,1,0.102857142,0.148571428,0.153333334,0.347107438,0.306666666,0.4,0.46,0.37604342324393136,0.4031911389581088,137.72131346981635,-0.9653013609349728,7.4689852154433485,-0.0960962176322937,1.3439916358827255,"Justin Turner",5235,457759
"Jeff McNeil","NYM",52,209,4,19,23,0,0.095693779,0.114832535,0.142076503,0.335443037,0.311475409,0.382775119,0.453551912,0.3595765299267239,0.33677147430123633,131.07535109108298,-1.0159469041973352,7.28228997690919,0.709565281867981,1.3350890823861545,"Jeff McNeil",15362,643446
"Mike Brosseau","TBR",37,98,5,12,12,2,0.081632653,0.31632653,0.255813953,0.411764705,0.302325581,0.37755102,0.558139534,0.39446866390656454,0.31767853019163783,158.08174935174867,0.7953796749934554,7.807475470917276,3.2027665972709656,1.3323844326251666,"Mike Brosseau",19683,670712
"Adalberto Mondesi","KCR",59,233,6,33,22,24,0.0472103,0.300429184,0.159817352,0.349650349,0.255707762,0.294372294,0.415525114,0.3045649043409339,0.2670580988344939,88.14499886380088,2.877899594604969,-0.5249252699367588,3.9125165939331055,1.3213036330536505,"Adalberto Mondesi",13769,609275
"Alec Bohm","PHI",44,180,4,24,23,1,0.088888888,0.2,0.14375,0.409836065,0.3375,0.4,0.48125,0.381066499153773,0.35723258124457463,137.92234775930518,-0.12973771477118134,8.591762975625148,-0.07568108290433884,1.308671609777297,"Alec Bohm",21618,664761
"Jesse Winker","CIN",54,183,12,27,23,1,0.153005464,0.25136612,0.288590604,0.282608695,0.255033557,0.387978142,0.543624161,0.3955904662283392,0.3971039908272879,141.93907372408404,0.2924433033913374,10.09847791760079,-4.706373572349548,1.3034150709981893,"Jesse Winker",13590,608385
"Tommy La Stella","- - -",55,228,5,31,25,1,0.118421052,0.052631578,0.168367347,0.276243093,0.280612244,0.370044052,0.448979591,0.35540058119181495,0.34807426317603185,127.8847591355175,0.14291953900828958,7.975120479395956,-3.070252314209938,1.293830243386214,"Tommy La Stella",12371,600303
"Byron Buxton","MIN",39,135,13,19,27,2,0.014814814,0.266666666,0.323076923,0.240963855,0.253846153,0.266666666,0.576923076,0.3449766591743187,0.33487362648124125,120.52306050992571,-0.5062605459243059,2.9069098544144842,4.422745168209076,1.2875276068269264,"Byron Buxton",14161,621439
"Starling Marte","- - -",61,250,6,36,27,10,0.048,0.164,0.149122807,0.318681318,0.280701754,0.34,0.429824561,0.3331637731996406,0.3261858519272283,107.85273327936159,1.583330585155636,4.091658742127017,0.9771967530250549,1.286290158579247,"Starling Marte",9241,516782
"Jean Segura","PHI",54,217,7,28,25,2,0.105990783,0.207373271,0.15625,0.314285714,0.265625,0.347222222,0.421875,0.3327921300290901,0.3179648212183302,106.04505540886764,0.7962958295829594,2.4723325048248883,4.742312014102936,1.2808524550361287,"Jean Segura",5933,516416
"Anthony Santander","BAL",37,165,11,24,32,0,0.06060606,0.151515151,0.31372549,0.247863247,0.261437908,0.315151515,0.575163398,0.36426051089793077,0.3584602732717255,130.28303932539387,-0.3230252377688885,5.83250517417455,2.7228416204452515,1.272454869609683,"Anthony Santander",14551,623993
"Christian Vázquez","BOS",47,189,7,22,23,4,0.084656084,0.227513227,0.173410404,0.341463414,0.283236994,0.343915343,0.456647398,0.3455083616196163,0.28137752857614073,113.82567039647012,-1.6160065890289843,1.603060884603873,6.21038031578064,1.2643564484175456,"Christian Vazquez",9774,543877
"Lourdes Gurriel Jr.","TOR",57,224,11,28,33,3,0.0625,0.214285714,0.225961539,0.350993377,0.307692307,0.348214285,0.533653846,0.3718999863735267,0.3468222169063551,133.5614800333238,-1.075790808070451,8.185493135366155,-1.3512579202651978,1.2625383656369868,"Lourdes Gurriel Jr.",19238,666971
"Alex Bregman","HOU",42,180,6,19,22,0,0.133333333,0.144444444,0.209150327,0.25409836,0.241830065,0.35,0.450980392,0.3447210442420491,0.33187943362118155,119.52464879659456,0.04218797432258725,4.371688655913868,1.877753496170044,1.252641241769185,"Alex Bregman",17678,608324
"Dylan Moore","SEA",38,159,8,26,17,12,0.088050314,0.270440251,0.240875912,0.313953488,0.255474452,0.358490566,0.496350364,0.3677498769460234,0.35708796827098993,139.52392449175107,0.032006558030843735,7.773758680242612,-0.8578541483730078,1.2422276175153515,"Dylan Moore",18042,664238
"Andrés Giménez","NYM",49,132,3,22,12,8,0.053030303,0.212121212,0.13559322,0.318181818,0.262711864,0.333333333,0.398305084,0.32066918232224206,0.3054071382711862,105.38343803956658,2.2469785418361425,3.1549185383164766,5.804409742355347,1.2236666220078931,"Andres Gimenez",19950,665926
"Willi Castro","DET",36,140,6,21,24,0,0.05,0.271428571,0.201550387,0.448275862,0.348837209,0.381294964,0.550387596,0.39343046027121786,0.36398647500456666,153.5495881796912,-1.1031356328167021,8.132488449721361,-1.8483450412750244,1.2071287413959417,"Willi Castro",17338,650489
"Max Kepler","MIN",48,196,9,27,23,3,0.112244897,0.183673469,0.210526316,0.236220472,0.228070175,0.321428571,0.438596491,0.32815694139928236,0.3400396493765024,109.00379087260492,0.7548840972594917,2.9289041579438186,0.6863880157470703,1.185946895046258,"Max Kepler",12144,596146
"Gio Urshela","NYY",43,174,6,24,30,1,0.103448275,0.14367816,0.19205298,0.314516129,0.298013245,0.367816091,0.490066225,0.36500921057558605,0.378959788063358,133.62295460313612,-0.24059196701273322,6.966618408019537,0.17447832226753235,1.1589309758724855,"Gio Urshela",10681,570482
"Max Stassi","LAA",31,105,7,12,20,0,0.104761904,0.2,0.255555556,0.276923076,0.277777777,0.352380952,0.533333333,0.370150595619565,0.38953234599186826,134.51981214499727,-0.17028133384883404,4.294907184051899,3.7398975789546967,1.1575956282382787,"Max Stassi",10059,545358
"AJ Pollock","LAD",55,210,16,30,34,2,0.057142857,0.214285714,0.290816326,0.277372262,0.275510204,0.314285714,0.56632653,0.3640621330179096,0.34516387054885644,129.80963905137114,-0.9660175479948521,7.0323159787158165,-2.884124219417572,1.1557542897295257,"AJ Pollock",9256,572041
"Carlos Correa","HOU",58,221,5,22,25,0,0.07239819,0.221719457,0.119402985,0.324324324,0.263681592,0.325791855,0.383084577,0.3078799264071739,0.31222537711814596,94.29338298367459,-0.28918958827853203,-1.842839187457547,5.535297393798828,1.1508381608238447,"Carlos Correa",14162,621043
"Willy Adames","TBR",54,205,8,29,23,2,0.097560975,0.360975609,0.221621622,0.388349514,0.259459459,0.331707317,0.481081081,0.3469241258574695,0.30655989927404065,125.52006425723158,1.041085185483098,7.486007713108731,-1.2940363883972168,1.149362292397287,"Willy Adames",15986,642715
"Michael Brantley","HOU",46,187,5,24,22,2,0.09090909,0.14973262,0.176470588,0.335766423,0.3,0.363636363,0.476470588,0.36205998142772816,0.3247314901912914,131.39951467352654,-0.3972639665007591,6.836204933538792,-1.9384231567382812,1.146260473811378,"Michael Brantley",4106,488726
