Name,Team,PA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Connor Wong","BOS",67,0.37984496,0.62280702,0.49382716,0.55102041,0.87323944,0.74166667,0.4691358,19.06818182,"Connor Wong",19896,657136
"Carlos Correa","HOU",141,0.31987578,0.61153846,0.45017182,0.68932039,0.85534591,0.79007634,0.4467354,19.06802721,"Carlos Correa",14162,621043
"Max Muncy","ATH",104,0.37383178,0.66315789,0.50990099,0.4125,0.82539683,0.66504854,0.47029703,19.06734007,"Max Muncy",29779,691777
"Gary Sánchez","MIL",112,0.20229008,0.52803738,0.3487395,0.50943396,0.84955752,0.74096386,0.44957983,19.06648199,"Gary Sanchez",11442,596142
"Jakob Marsee","MIA",223,0.2344086,0.56470588,0.39213483,0.63302752,0.92083333,0.83094556,0.47752809,19.06363636,"Jakob Marsee",31370,805300
"Brandon Lockridge","MIL",96,0.29807692,0.57560976,0.43583535,0.62903226,0.84745763,0.77222222,0.49636804,19.06349206,"Brandon Lockridge",21496,663604
"Jorbit Vivas","WSN",115,0.27699531,0.79787234,0.52119701,0.6440678,0.94,0.85645933,0.46882793,19.06007067,"Jorbit Vivas",23917,678391
"Chase DeLauter","CLE",207,0.18518519,0.66233766,0.41772152,0.66666667,0.91764706,0.86060606,0.48734177,19.05405405,"Chase DeLauter",32127,800050
"Pavin Smith","ARI",8,0.13636364,0.6,0.38297872,0.66666667,0.93333333,0.88888889,0.53191489,19.05128205,"Pavin Smith",19892,656976
"Hayden Senger","NYM",12,0.47058824,0.75,0.60606061,0.75,0.91666667,0.85,0.48484848,19.05,"Hayden Senger",21489,663584
"Jim Jarvis","ATL",5,0.30769231,0.53846154,0.42307692,0.5,1,0.81818182,0.5,19.04761905,"Jim Jarvis",33492,805347
"Will Smith","LAD",166,0.22841226,0.61627907,0.41820768,0.68292683,0.91509434,0.85034014,0.48933144,19.04664179,"Will Smith",19197,669257
"Willi Castro","COL",156,0.3816568,0.75,0.54983923,0.55813953,0.81220657,0.71637427,0.45659164,19.04376368,"Willi Castro",17338,650489
"Dane Myers","CIN",88,0.15028902,0.55494505,0.35774648,0.80769231,0.84158416,0.83464567,0.51267606,19.04135338,"Dane Myers",22054,667472
"Justin Crawford","PHI",165,0.36842105,0.62251656,0.4912,0.71428571,0.92021277,0.84039088,0.4832,19.0349345,"Justin Crawford",31791,702222
"Tyler Stephenson","CIN",144,0.21189591,0.67128028,0.44982079,0.35087719,0.8556701,0.74103586,0.51792115,19.03389831,"Tyler Stephenson",17988,663886
"Carson Benge","NYM",190,0.26884422,0.63846154,0.45177665,0.65420561,0.89156627,0.82022472,0.49492386,19.03015075,"Carson Benge",35177,701807
"Ceddanne Rafaela","BOS",187,0.34133333,0.63173653,0.47813822,0.6328125,0.85781991,0.77286136,0.47108604,19.02879079,"Ceddanne Rafaela",24262,678882
"Lenyn Sosa","- - -",109,0.51652893,0.65,0.56965174,0.72,0.90384615,0.80349345,0.39800995,19.02768166,"Lenyn Sosa",22896,672820
"Sal Stewart","CIN",227,0.29735683,0.71327014,0.49771689,0.68148148,0.81395349,0.77293578,0.48173516,19.0248062,"Sal Stewart",31505,701398
"Salvador Perez","KCR",213,0.45652174,0.74006116,0.57433291,0.63333333,0.84710744,0.74778761,0.41550191,19.02292769,"Salvador Perez",7304,521692
"Jake Burger","TEX",206,0.38755981,0.64741641,0.50200803,0.44444444,0.82159624,0.65866667,0.44042838,19.02222222,"Jake Burger",22275,669394
"Colby Thomas","ATH",37,0.43055556,0.78571429,0.5859375,0.35483871,0.93181818,0.69333333,0.4375,19.02222222,"Colby Thomas",31855,687515
"Kyle Manzardo","CLE",157,0.28651685,0.64285714,0.45180723,0.5,0.81313131,0.70666667,0.46385542,19.02169625,"Kyle Manzardo",29794,700932
"Jac Caglianone","KCR",172,0.31578947,0.64827586,0.46390169,0.48245614,0.82978723,0.6986755,0.44546851,19.01057082,"Jac Caglianone",35041,695506
"Sam Haggerty","TEX",43,0.34246575,0.6875,0.52287582,0.4,0.81818182,0.6875,0.52287582,19.00909091,"Sam Haggerty",18054,664059
"Garrett Mitchell","MIL",156,0.18639053,0.63939394,0.41017964,0.38095238,0.73933649,0.65693431,0.49401198,19.0019685,"Garrett Mitchell",27555,669003
"Orlando Arcia","MIN",11,0.29411765,0.72222222,0.51428571,1,0.76923077,0.83333333,0.51428571,19,"Orlando Arcia",13185,606115
"Vidal Bruján","NYM",5,0.125,1,0.53333333,1,0.71428571,0.75,0.46666667,19,"Vidal Brujan",20536,660644
"Maverick Handley","BAL",1,0.66666667,1,0.75,0.5,0,0.33333333,0.25,19,"Maverick Handley",26106,668974
"Blaze Alexander","BAL",116,0.27853881,0.80275229,0.54004577,0.49180328,0.77142857,0.69915254,0.49885584,18.99685535,"Blaze Alexander",23789,677942
"Yordan Alvarez","HOU",229,0.26970954,0.61712846,0.42662116,0.63076923,0.93469388,0.82933333,0.4516496,18.98924731,"Yordan Alvarez",19556,670541
"Rafael Devers","SFG",219,0.32464455,0.71017699,0.52402746,0.66423358,0.74454829,0.72052402,0.51716247,18.98468606,"Rafael Devers",17350,646240
"David Hamilton","MIL",138,0.29432624,0.58964143,0.43339587,0.6626506,0.92567568,0.83116883,0.47091932,18.98461538,"David Hamilton",27531,666152
"Blake Dunn","CIN",40,0.2625,0.66666667,0.44520548,0.52380952,0.84090909,0.73846154,0.45205479,18.98113208,"Blake Dunn",29487,694362
"Kyle Higashioka","TEX",88,0.33333333,0.57831325,0.45086705,0.46666667,0.80208333,0.67307692,0.47976879,18.98054475,"Kyle Higashioka",5517,543309
"Adam Frazier","LAA",82,0.36842105,0.69277108,0.53773585,0.55357143,0.88695652,0.77777778,0.52201258,18.9787234,"Adam Frazier",15223,624428
"Will Benson","CIN",95,0.19339623,0.67567568,0.41813602,0.6097561,0.712,0.68674699,0.46599496,18.97682119,"Will Benson",21853,666181
"Cole Young","SEA",211,0.29742389,0.64285714,0.46578631,0.70866142,0.83141762,0.79123711,0.48739496,18.97568882,"Cole Young",31680,702284
"Matt Vierling","DET",151,0.28378378,0.63461538,0.46381579,0.78571429,0.88888889,0.85815603,0.51315789,18.97339246,"Matt Vierling",21558,663837
"Joc Pederson","TEX",144,0.25255973,0.61409396,0.43485618,0.48648649,0.78688525,0.70038911,0.50423012,18.97309417,"Joc Pederson",11899,592626
"Keibert Ruiz","WSN",108,0.35227273,0.58673469,0.47580645,0.74193548,0.93043478,0.86440678,0.52688172,18.97286822,"Keibert Ruiz",19610,660688
"Corbin Carroll","ARI",208,0.2991453,0.61797753,0.4368932,0.6,0.80454545,0.725,0.43203883,18.96563011,"Corbin Carroll",25878,682998
"Andy Pages","LAD",215,0.35550936,0.67718447,0.50391937,0.62573099,0.87096774,0.77777778,0.46136618,18.95839525,"Andy Pages",24816,681624
"Eugenio Suárez","CIN",104,0.2744186,0.64851485,0.45563549,0.49152542,0.77862595,0.68947368,0.48441247,18.94871795,"Eugenio Suarez",12552,553993
"Corey Seager","TEX",182,0.28822055,0.80555556,0.50509461,0.43478261,0.80172414,0.68011527,0.41921397,18.9486166,"Corey Seager",13624,608369
"Kazuma Okamoto","TOR",210,0.25373134,0.66050808,0.44900222,0.42016807,0.78671329,0.67901235,0.48004435,18.94339623,"Kazuma Okamoto",37123,672960
"William Contreras","MIL",210,0.2775,0.6685879,0.45917001,0.68468468,0.9137931,0.83965015,0.46452477,18.93296089,"William Contreras",20503,661388
"Nolan Schanuel","LAA",208,0.28606965,0.64423077,0.46821516,0.65217391,0.91044776,0.83289817,0.50855746,18.93057851,"Nolan Schanuel",33189,694384
"Nathaniel Lowe","CIN",123,0.27777778,0.63333333,0.44509804,0.69333333,0.84868421,0.79735683,0.47058824,18.92428198,"Nathaniel Lowe",19566,663993
"Spencer Steer","CIN",197,0.25647668,0.63660477,0.44429882,0.61616162,0.8625,0.79056047,0.49410223,18.92402827,"Spencer Steer",26323,668715
"Spencer Torkelson","DET",202,0.20361991,0.63679245,0.41570439,0.45555556,0.81851852,0.72777778,0.48960739,18.92006033,"Spencer Torkelson",27465,679529
"Matt Olson","ATL",237,0.28171642,0.63803681,0.45170732,0.67549669,0.85576923,0.79697624,0.47707317,18.91847134,"Matt Olson",14344,621566
"MJ Melendez","NYM",84,0.28804348,0.66455696,0.4619883,0.50943396,0.75238095,0.67088608,0.4619883,18.91796875,"MJ Melendez",22197,669004
"Nick Fortes","TBR",129,0.38271605,0.68518519,0.52505447,0.77419355,0.91216216,0.85892116,0.47058824,18.91692308,"Nick Fortes",21538,663743
"Maikel Garcia","KCR",226,0.21162791,0.55082742,0.37983587,0.68131868,0.93133047,0.86111111,0.49589683,18.91533546,"Maikel Garcia",22715,672580
"CJ Abrams","WSN",228,0.34453782,0.67919799,0.49714286,0.54878049,0.83763838,0.72873563,0.456,18.91525424,"CJ Abrams",25768,682928
"Brandon Valenzuela","TOR",97,0.30985915,0.70588235,0.50359712,0.51515152,0.84722222,0.74285714,0.48920863,18.91455696,"Brandon Valenzuela",23813,678218
"Jerar Encarnacion","SFG",35,0.43373494,0.61842105,0.52201258,0.63888889,0.95744681,0.81927711,0.47798742,18.91129032,"Jerar Encarnacion",21871,666464
"Rob Refsnyder","SEA",78,0.2375,0.64900662,0.43729904,0.44736842,0.8877551,0.76470588,0.48553055,18.90987124,"Rob Refsnyder",13770,608701
"Ryan O'Hearn","PIT",182,0.29949239,0.59593023,0.43766938,0.6440678,0.89268293,0.80185759,0.46612466,18.90827338,"Ryan O'Hearn",16442,656811
"Griffin Conine","MIA",25,0.38,0.625,0.48888889,0.42105263,0.72,0.59090909,0.44444444,18.90769231,"Griffin Conine",21626,665052
"Amed Rosario","NYY",89,0.41614907,0.74509804,0.57643312,0.58208955,0.84210526,0.74585635,0.48726115,18.90666667,"Amed Rosario",15518,642708
"Mickey Moniak","COL",164,0.41447368,0.76470588,0.57986111,0.53174603,0.87980769,0.74850299,0.47222222,18.90487805,"Mickey Moniak",19956,666160
"Eli White","ATL",70,0.2919708,0.736,0.50381679,0.575,0.79347826,0.72727273,0.47709924,18.88541667,"Eli White",19346,642201
"Cedric Mullins","TBR",169,0.2797619,0.70754717,0.48776758,0.69148936,0.86666667,0.81504702,0.48623853,18.88453608,"Cedric Mullins",17929,656775
"Isaac Paredes","HOU",199,0.27813163,0.61483254,0.43644544,0.70229008,0.90661479,0.83762887,0.47019123,18.88175182,"Isaac Paredes",20036,670623
"Otto Kemp","PHI",27,0.33333333,0.68627451,0.48333333,0.30434783,0.85714286,0.63793103,0.425,18.88172043,"Otto Kemp",31792,805249
"Christopher Morel","MIA",60,0.35106383,0.67592593,0.52475248,0.57575758,0.75342466,0.69811321,0.53465347,18.88028169,"Christopher Morel",21897,666624
"Brady House","WSN",177,0.33524355,0.73076923,0.52193646,0.54700855,0.77192982,0.69565217,0.4720121,18.87966805,"Brady House",29993,691781
"Sebastián Rivero","LAA",37,0.49438202,0.77142857,0.6163522,0.68181818,0.81481481,0.75510204,0.44025157,18.87704918,"Sebastian Rivero",21735,665861
"Jake Fraley","TBR",90,0.2173913,0.66145833,0.44414894,0.525,0.90551181,0.81437126,0.5106383,18.875,"Jake Fraley",19260,641584
"Brett Harris","ATH",6,0,0.61538462,0.36363636,,0.75,0.75,0.59090909,18.875,"Brett Harris",29788,695391
"Endy Rodríguez","PIT",25,0.22807018,0.65116279,0.41,0.53846154,0.92857143,0.80487805,0.43,18.86666667,"Endy Rodriguez",25332,682848
"Kyle Karros","COL",173,0.23786408,0.61077844,0.40482574,0.47959184,0.89705882,0.7615894,0.44772118,18.85335689,"Kyle Karros",33252,691720
"Blake Perkins","MIL",67,0.30821918,0.5483871,0.41851852,0.66666667,0.83823529,0.7699115,0.45925926,18.84729064,"Blake Perkins",19921,663368
"Cam Smith","HOU",197,0.30875576,0.63707572,0.4626683,0.47761194,0.82786885,0.7037037,0.46878825,18.83797054,"Cam Smith",35108,701358
"Javier Báez","DET",82,0.50909091,0.72807018,0.59856631,0.63095238,0.86746988,0.74850299,0.40860215,18.83248731,"Javier Baez",12979,595879
"TJ Rumfield","COL",212,0.32009346,0.73387097,0.5125,0.62043796,0.92307692,0.82195122,0.465,18.83047945,"TJ Rumfield",29805,681198
"Matt Chapman","SFG",218,0.24311927,0.62325581,0.43187067,0.60377358,0.83955224,0.77272727,0.4965358,18.82972136,"Matt Chapman",16505,656305
"Jared Young","NYM",23,0.27659574,0.75,0.49425287,0.69230769,0.9,0.8372093,0.45977011,18.828125,"Jared Young",20404,676724
"Austin Wells","NYY",143,0.284375,0.66666667,0.4624374,0.6043956,0.81182796,0.74368231,0.46577629,18.82743363,"Austin Wells",27562,669224
"Pete Alonso","BAL",226,0.25708502,0.66193853,0.4438386,0.51968504,0.83214286,0.73464373,0.4612868,18.82344428,"Pete Alonso",19251,624413
"Brooks Lee","MIN",192,0.34090909,0.70571429,0.51206434,0.62962963,0.89068826,0.79842932,0.4691689,18.82246377,"Brooks Lee",31595,686797
"Parker Meadows","DET",39,0.27906977,0.64935065,0.45398773,0.66666667,0.88,0.81081081,0.47239264,18.82113821,"Parker Meadows",23800,678009
"Jose Siri","LAA",11,0.45833333,0.6,0.52272727,0.45454545,0.5,0.47826087,0.45454545,18.81818182,"Jose Siri",17452,642350
"Jonathan Aranda","TBR",216,0.29237288,0.61083744,0.43963554,0.7173913,0.85887097,0.80829016,0.46241458,18.81681682,"Jonathan Aranda",21837,666018
"Daniel Schneemann","CLE",157,0.33021807,0.6187291,0.46935484,0.40566038,0.86486486,0.6975945,0.48225806,18.8137045,"Daniel Schneemann",25180,682177
"Jung Hoo Lee","SFG",193,0.29521277,0.63610315,0.45931034,0.73873874,0.95045045,0.87987988,0.48137931,18.80263158,"Jung Hoo Lee",33824,808982
"Jahmai Jones","DET",67,0.3129771,0.73148148,0.50209205,0.43902439,0.84810127,0.70833333,0.45188285,18.80116959,"Jahmai Jones",18872,663330
"José Ramírez","CLE",242,0.30072464,0.66445916,0.46467662,0.72891566,0.93023256,0.85867238,0.45074627,18.7992228,"Jose Ramirez",13510,608070
"Ildemaro Vargas","ARI",189,0.41441441,0.58745875,0.49685535,0.78985507,0.92696629,0.86708861,0.47641509,18.79591837,"Ildemaro Vargas",13324,545121
"Yandy Díaz","TBR",206,0.27005348,0.67032967,0.46747967,0.83168317,0.92622951,0.89855072,0.49322493,18.79588015,"Yandy Diaz",16578,650490
"Jake Meyers","HOU",58,0.33962264,0.75,0.53465347,0.61111111,0.875,0.78703704,0.47524752,18.79020979,"Jake Meyers",20308,676694
"Carlos Narváez","BOS",114,0.35064935,0.68619247,0.5212766,0.51851852,0.84756098,0.73877551,0.50851064,18.78977273,"Carlos Narvaez",19722,665966
"Reese McGuire","CHW",34,0.375,0.58064516,0.49090909,0.55555556,0.91666667,0.7962963,0.56363636,18.78947368,"Reese McGuire",15674,624512
"Jordan Walker","STL",215,0.34953704,0.73239437,0.52223634,0.55629139,0.8,0.71046229,0.45108005,18.78910369,"Jordan Walker",27475,691023
"Freddie Freeman","LAD",218,0.27350427,0.75,0.49308756,0.671875,0.86666667,0.80841121,0.46082949,18.78582435,"Freddie Freeman",5361,518692
"Luis Rengifo","MIL",155,0.31907895,0.70695971,0.50259965,0.67010309,0.89637306,0.82068966,0.47313692,18.78571429,"Luis Rengifo",19858,650859
"Chandler Simpson","TBR",208,0.30267062,0.61408451,0.46242775,0.8627451,0.95412844,0.925,0.51300578,18.76907216,"Chandler Simpson",31912,802415
"Ryan Vilade","TBR",77,0.25903614,0.72121212,0.48942598,0.74418605,0.89915966,0.85802469,0.49848943,18.76771654,"Ryan Vilade",22165,668723
"Sean Murphy","ATL",14,0.54545455,0.54545455,0.54545455,0.41666667,0.66666667,0.54166667,0.5,18.76666667,"Sean Murphy",19352,669221
"Isiah Kiner-Falefa","BOS",57,0.39,0.61904762,0.49456522,0.74358974,0.94230769,0.85714286,0.45652174,18.75396825,"Isiah Kiner-Falefa",16512,643396
"Brenton Doyle","COL",122,0.3539823,0.73366834,0.53176471,0.425,0.87671233,0.71681416,0.46823529,18.75333333,"Brenton Doyle",25479,686668
"Ezequiel Duran","TEX",154,0.35238095,0.64684015,0.4880137,0.54054054,0.86206897,0.73684211,0.46061644,18.74764151,"Ezequiel Duran",23733,677649
"Christian Yelich","MIL",88,0.26436782,0.66666667,0.47696477,0.34782609,0.80769231,0.6875,0.52845528,18.74558304,"Christian Yelich",11477,592885
"Edgar Quero","CHW",121,0.28235294,0.72477064,0.48625793,0.56944444,0.85443038,0.76521739,0.46088795,18.74504249,"Edgar Quero",28022,700337
"Jose Trevino","CIN",32,0.375,0.70588235,0.56043956,0.53333333,0.86111111,0.76470588,0.56043956,18.74137931,"Jose Trevino",16725,624431
"Brayan Rocchio","CLE",194,0.2985782,0.67428571,0.46891192,0.65873016,0.86440678,0.79281768,0.45336788,18.73116438,"Brayan Rocchio",23690,677587
"Austin Hedges","CLE",78,0.25925926,0.68085106,0.45544554,0.52380952,0.85416667,0.75362319,0.46534653,18.72522523,"Austin Hedges",12976,595978
"Ronald Acuña Jr.","ATL",179,0.25970874,0.71428571,0.45416667,0.65420561,0.80909091,0.75840979,0.42777778,18.72170686,"Ronald Acuna Jr.",18401,660670
"Nasim Nuñez","WSN",185,0.24867725,0.67750678,0.4605087,0.60638298,0.856,0.7877907,0.4939759,18.7201426,"Nasim Nunez",25979,683083
"Austin Riley","ATL",223,0.33596838,0.66666667,0.48237885,0.52352941,0.82462687,0.70776256,0.44273128,18.71764706,"Austin Riley",18360,663586
"Austin Slater","- - -",49,0.25925926,0.6,0.41414141,0.53571429,0.81481481,0.7195122,0.45454545,18.71621622,"Austin Slater",16153,596103
"Esmerlyn Valdez","PIT",9,0.31578947,0.72222222,0.51351351,0.16666667,0.69230769,0.52631579,0.48648649,18.71428571,"Esmerlyn Valdez",29005,699013
"Elly De La Cruz","CIN",231,0.25311203,0.57239819,0.40584416,0.5,0.82608696,0.72,0.47835498,18.70972424,"Elly De La Cruz",26668,682829
"Trevor Larnach","MIN",146,0.28115016,0.54887218,0.40414508,0.56818182,0.8630137,0.75213675,0.45941278,18.70930233,"Trevor Larnach",21501,663616
"Colt Emerson","SEA",24,0.26415094,0.66101695,0.47321429,0.5,0.94871795,0.83018868,0.52678571,18.70454545,"Colt Emerson",33575,806068
"Travis Bazzana","CLE",100,0.20512821,0.64921466,0.42487047,0.575,0.87096774,0.79878049,0.49481865,18.70446735,"Travis Bazzana",34967,683953
"Brice Turang","MIL",215,0.20689655,0.61036036,0.40418502,0.6875,0.86715867,0.82016349,0.48898678,18.69811321,"Brice Turang",22186,668930
"Iván Herrera","STL",234,0.26639344,0.60635697,0.42140468,0.62307692,0.90725806,0.80952381,0.45596433,18.69381599,"Ivan Herrera",20599,671056
"Tristan Gray","MIN",84,0.40322581,0.74050633,0.55813953,0.50666667,0.77777778,0.671875,0.45930233,18.69111969,"Tristan Gray",19877,656484
"Tyrone Taylor","NYM",101,0.38251366,0.69060773,0.53571429,0.62857143,0.88,0.78974359,0.49725275,18.68060837,"Tyrone Taylor",13675,621438
"Andrés Giménez","TOR",182,0.42898551,0.71786834,0.56777108,0.64864865,0.85152838,0.77188329,0.48042169,18.675,"Andres Gimenez",19950,665926
"Konnor Griffin","PIT",186,0.37967914,0.6552795,0.50718391,0.47887324,0.83886256,0.69405099,0.46264368,18.66930693,"Konnor Griffin",35376,804606
"Willy Adames","SFG",221,0.33256881,0.65517241,0.48812352,0.53793103,0.86090226,0.74695864,0.48218527,18.66235864,"Willy Adames",15986,642715
"Liam Hicks","MIA",191,0.25770308,0.625,0.43357664,0.77173913,0.96585366,0.90572391,0.47883212,18.65173116,"Liam Hicks",29844,689414
"Bryce Teodosio","LAA",51,0.37777778,0.66666667,0.51977401,0.5,0.75862069,0.66304348,0.49152542,18.65079365,"Bryce Teodosio",29524,669326
"TJ Friedl","CIN",169,0.26959248,0.60771704,0.43650794,0.46511628,0.88359788,0.75272727,0.49365079,18.64425163,"TJ Friedl",19522,670770
"José Tena","WSN",107,0.31465517,0.68421053,0.48979592,0.47945205,0.74825175,0.65740741,0.4739229,18.64071856,"Jose Tena",23691,677588
"Jorge Soler","LAA",209,0.28275862,0.67164179,0.46953405,0.36585366,0.8,0.66412214,0.48028674,18.64057508,"Jorge Soler",14221,624585
"Ketel Marte","ARI",212,0.33975904,0.64902507,0.48320413,0.62411348,0.90987124,0.80213904,0.46382429,18.64042934,"Ketel Marte",13613,606466
"Dominic Canzone","SEA",126,0.3011583,0.61818182,0.44676409,0.53846154,0.81617647,0.71495327,0.45929019,18.63456091,"Dominic Canzone",26438,686527
"Nick Kurtz","ATH",239,0.21465969,0.62446352,0.39846006,0.41463415,0.78350515,0.67391304,0.44850818,18.6325,"Nick Kurtz",35110,701762
"Mark Vientos","NYM",170,0.35691318,0.7630662,0.55183946,0.48648649,0.81278539,0.7030303,0.47993311,18.62441315,"Mark Vientos",22184,668901
"Myles Straw","TOR",93,0.2,0.55232558,0.37463977,0.77142857,0.91578947,0.87692308,0.49567723,18.62301587,"Myles Straw",17620,664702
"Sam Huff","BAL",9,0.31578947,0.84210526,0.57894737,0.33333333,0.6875,0.59090909,0.5,18.62068966,"Sam Huff",22209,669087
"Junior Caminero","TBR",219,0.28094303,0.61538462,0.41744186,0.6993007,0.87962963,0.80779944,0.40813953,18.61815336,"Junior Caminero",28163,691406
"Jarren Duran","BOS",207,0.34916865,0.62711864,0.47612903,0.42176871,0.85135135,0.6802168,0.45677419,18.61648746,"Jarren Duran",24617,680776
"Luis Campusano","SDP",58,0.34453782,0.66990291,0.4954955,0.46341463,0.86956522,0.71818182,0.46396396,18.61585366,"Luis Campusano",22217,669134
"Austin Martin","MIN",165,0.17094017,0.63258786,0.38855422,0.6,0.9040404,0.83333333,0.47138554,18.61491935,"Austin Martin",27462,668885
"Francisco Alvarez","NYM",128,0.30960854,0.625,0.45489443,0.59770115,0.82666667,0.74261603,0.46065259,18.6122449,"Francisco Alvarez",26121,682626
"Mookie Betts","LAD",83,0.19708029,0.59883721,0.42071197,0.66666667,0.95145631,0.89230769,0.5566343,18.61160714,"Mookie Betts",13611,605141
"Tyler O'Neill","BAL",103,0.26728111,0.69060773,0.45979899,0.46551724,0.832,0.71584699,0.45477387,18.60750853,"Tyler O'Neill",15711,641933
"Francisco Lindor","NYM",105,0.27626459,0.67821782,0.45315904,0.5915493,0.86131387,0.76923077,0.44008715,18.6039886,"Francisco Lindor",12916,596019
"Thomas Saggese","STL",74,0.37086093,0.73333333,0.54195804,0.57142857,0.78787879,0.70967742,0.47202797,18.59808612,"Thomas Saggese",27883,695336
"Nick Loftin","KCR",67,0.17424242,0.5511811,0.35907336,0.82608696,0.91428571,0.89247312,0.49034749,18.59259259,"Nick Loftin",27630,679845
"Jhonny Pereda","SEA",22,0.2,0.66,0.43,0.9,0.81818182,0.8372093,0.5,18.58441558,"Jhonny Pereda",19802,640902
"Gabriel Arias","CLE",32,0.29411765,0.61666667,0.4453125,0.3,0.75675676,0.59649123,0.46875,18.58333333,"Gabriel Arias",22563,672356
"Hyeseong Kim","LAD",123,0.28991597,0.63636364,0.46843177,0.43478261,0.8757764,0.74347826,0.51527495,18.58310627,"Hyeseong Kim",35322,808975
"Logan O'Hoppe","LAA",118,0.32330827,0.67788462,0.47890295,0.51162791,0.85815603,0.72687225,0.43881857,18.56862745,"Logan O'Hoppe",24729,681351
"Jorge Barrosa","ARI",94,0.31674208,0.57142857,0.43414634,0.57142857,0.85185185,0.74157303,0.46097561,18.56507937,"Jorge Barrosa",23968,678489
"Jeimer Candelario","LAA",20,0.34210526,0.7173913,0.54761905,0.46153846,0.54545455,0.52173913,0.54761905,18.56451613,"Jeimer Candelario",13621,600869
"Tyler Tolbert","KCR",5,0.16666667,1,0.64285714,0,0.875,0.77777778,0.57142857,18.55555556,"Tyler Tolbert",25779,686475
"Miguel Amaya","CHC",89,0.2705314,0.62275449,0.42780749,0.64285714,0.80769231,0.75,0.44652406,18.54929577,"Miguel Amaya",21693,665804
"Jordan Lawlar","ARI",20,0.25,0.61538462,0.40659341,0.38461538,0.83333333,0.67567568,0.42857143,18.54929577,"Jordan Lawlar",29976,691783
"Adrian Del Castillo","ARI",114,0.3015873,0.66956522,0.47717842,0.52631579,0.83116883,0.73043478,0.47717842,18.54545455,"Adrian Del Castillo",29554,680728
"Rodolfo Durán","SDP",21,0.26190476,0.73684211,0.4875,0.54545455,0.82142857,0.74358974,0.475,18.54237288,"Rodolfo Duran",20958,660710
"César Salazar","HOU",16,0.28947368,0.70967742,0.47826087,0.72727273,0.95454545,0.87878788,0.44927536,18.53846154,"Cesar Salazar",21587,663967
"Ryan Waldschmidt","ARI",57,0.17431193,0.6097561,0.40517241,0.26315789,0.84,0.72340426,0.53017241,18.52873563,"Ryan Waldschmidt",35061,814439
"Joey Loperfido","HOU",66,0.3115942,0.65909091,0.48148148,0.48837209,0.77011494,0.67692308,0.48888889,18.5270936,"Joey Loperfido",29630,694388
"Trea Turner","PHI",231,0.34328358,0.69784173,0.51015801,0.54658385,0.86941581,0.75442478,0.47065463,18.52073733,"Trea Turner",16252,607208
"Randal Grichuk","- - -",60,0.33333333,0.64423077,0.48165138,0.57894737,0.85074627,0.75238095,0.47706422,18.51898734,"Randal Grichuk",10243,545341
"Drake Baldwin","ATL",216,0.34382022,0.69028871,0.50363196,0.63398693,0.87072243,0.78365385,0.46125908,18.51644737,"Drake Baldwin",31539,686948
"Riley Greene","DET",223,0.25050916,0.65462754,0.44218415,0.48780488,0.85172414,0.7433414,0.47430407,18.5106082,"Riley Greene",25976,682985
"Santiago Espinal","LAD",44,0.32222222,0.62352941,0.46857143,0.79310345,0.94339623,0.8902439,0.48571429,18.50387597,"Santiago Espinal",19997,669289
"Michael Busch","CHC",228,0.24848485,0.61004785,0.41401972,0.56910569,0.85098039,0.75925926,0.45783133,18.50368189,"Michael Busch",26319,683737
"Thomas Troy","ARI",4,0,1,0.4375,,0.71428571,0.71428571,0.4375,18.5,"Thomas Troy",33279,694371
"Ramón Laureano","SDP",186,0.31604938,0.7107438,0.50260417,0.4609375,0.82170543,0.70207254,0.47265625,18.49825784,"Ramon Laureano",17128,657656
"Masyn Winn","STL",193,0.25552826,0.5974026,0.42171717,0.65384615,0.85217391,0.79041916,0.48611111,18.49748744,"Masyn Winn",27479,691026
"Gunnar Henderson","BAL",238,0.35639413,0.65256125,0.5,0.57058824,0.87372014,0.76241901,0.48488121,18.49122807,"Gunnar Henderson",26289,683002
"Taylor Trammell","HOU",33,0.24074074,0.64285714,0.44545455,0.46153846,0.77777778,0.69387755,0.50909091,18.48684211,"Taylor Trammell",19960,666211
"Zach Cole","HOU",52,0.26605505,0.60747664,0.43518519,0.27586207,0.69230769,0.56382979,0.49537037,18.48148148,"Zach Cole",31583,805904
"Juan Brito","CLE",56,0.352,0.63636364,0.48510638,0.5,0.81428571,0.69298246,0.46808511,18.48044693,"Juan Brito",26693,682877
"Andrew Benintendi","CHW",166,0.3452381,0.73421927,0.52904239,0.5862069,0.77828054,0.71216617,0.47252747,18.47222222,"Andrew Benintendi",17901,643217
"Jarred Kelenic","CHW",59,0.27118644,0.67592593,0.46460177,0.25,0.84931507,0.66666667,0.47787611,18.46987952,"Jarred Kelenic",22558,672284
"Wenceel Pérez","DET",125,0.26548673,0.67873303,0.46979866,0.7,0.91333333,0.85238095,0.49440716,18.46728972,"Wenceel Perez",22857,672761
"Brice Matthews","HOU",141,0.24315068,0.63907285,0.44444444,0.36619718,0.7253886,0.62878788,0.50841751,18.45842697,"Brice Matthews",33280,694728
"Steven Kwan","CLE",222,0.20805369,0.48926014,0.34411085,0.80645161,0.97073171,0.91946309,0.48383372,18.45762712,"Steven Kwan",24610,680757
