Name,Team,PA,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,NameASCII,PlayerId,MLBAMID
"Carter Jensen","KCR",175,0.26811594,0.66153846,0.44113667,0.46846847,0.81395349,0.69631902,0.43978349,18.43137255,"Carter Jensen",29478,695600
"Yoán Moncada","LAA",130,0.21090909,0.566787,0.38949275,0.43103448,0.84076433,0.73023256,0.50181159,18.42042755,"Yoan Moncada",17232,660162
"Alex Jackson","MIN",4,0.44444444,0.71428571,0.5625,0.5,0.4,0.44444444,0.4375,18.41666667,"Alex Jackson",17276,656577
"Esteury Ruiz","MIA",39,0.34615385,0.71621622,0.52631579,0.48148148,0.75471698,0.6625,0.48684211,18.4159292,"Esteury Ruiz",21780,665923
"Randy Arozarena","SEA",226,0.31687243,0.63785047,0.46717724,0.69480519,0.75824176,0.735363,0.46827133,18.4114202,"Randy Arozarena",19290,668227
"Mike Trout","LAA",238,0.18703704,0.58695652,0.371,0.5049505,0.92592593,0.81132075,0.46,18.39449541,"Mike Trout",10155,545361
"Petey Halpin","CLE",25,0.25454545,0.79245283,0.51851852,0.42857143,0.85714286,0.75,0.49074074,18.3902439,"Petey Halpin",27931,690984
"Edouard Julien","COL",146,0.21895425,0.63728814,0.42429285,0.46268657,0.85638298,0.75294118,0.49084859,18.38631347,"Edouard Julien",27534,666397
"Greg Jones","MIL",22,0.375,0.64285714,0.52702703,0.41666667,0.74074074,0.64102564,0.56756757,18.38461538,"Greg Jones",25448,675659
"Hunter Feduccia","TBR",65,0.28985507,0.63934426,0.45384615,0.7,0.79487179,0.76271186,0.46923077,18.38265306,"Hunter Feduccia",23372,676439
"Daylen Lile","WSN",235,0.37971698,0.7421875,0.5519802,0.59006211,0.87719298,0.7735426,0.47524752,18.37762238,"Daylen Lile",29995,695734
"Ramón Urías","STL",68,0.24576271,0.71428571,0.48101266,0.65517241,0.82352941,0.78070175,0.5021097,18.375,"Ramon Urias",18795,602104
"Nick Allen","HOU",41,0.11111111,0.66233766,0.41428571,0.57142857,0.88235294,0.84482759,0.55,18.37373737,"Nick Allen",22277,669397
"Gleyber Torres","DET",144,0.16719243,0.61204013,0.38311688,0.71698113,0.8579235,0.82627119,0.48538961,18.37313433,"Gleyber Torres",16997,650402
"Jonah Heim","- - -",70,0.34285714,0.57936508,0.45488722,0.77083333,0.84931507,0.81818182,0.47368421,18.37244898,"Jonah Heim",16930,641680
"Shohei Ohtani","LAD",230,0.28169014,0.62216625,0.43288591,0.58571429,0.84615385,0.75193798,0.44407159,18.36144578,"Shohei Ohtani",19755,660271
"Curtis Mead","WSN",131,0.23049645,0.59770115,0.40699816,0.69230769,0.91025641,0.84615385,0.48066298,18.36029412,"Curtis Mead",23986,678554
"James Wood","WSN",254,0.21864407,0.56224066,0.37313433,0.41085271,0.83763838,0.7,0.44962687,18.35965978,"James Wood",29518,695578
"Travis d'Arnaud","LAA",40,0.28358209,0.67567568,0.4893617,0.52631579,0.84,0.75362319,0.5248227,18.35,"Travis d'Arnaud",7739,518595
"Paul Goldschmidt","NYY",98,0.32994924,0.68333333,0.49867374,0.64615385,0.82926829,0.76595745,0.47745358,18.34050179,"Paul Goldschmidt",9218,502671
"Starling Marte","KCR",57,0.32743363,0.64814815,0.4841629,0.56756757,0.82857143,0.73831776,0.48868778,18.33536585,"Starling Marte",9241,516782
"Noelvi Marte","CIN",31,0.47435897,0.68085106,0.552,0.62162162,0.90625,0.75362319,0.376,18.33333333,"Noelvi Marte",26517,682622
"JJ Bleday","CIN",101,0.22596154,0.695,0.45588235,0.4893617,0.82014388,0.73655914,0.49019608,18.33006536,"JJ Bleday",26368,668709
"Carson Williams","TBR",29,0.32692308,0.7037037,0.51886792,0.52941176,0.76315789,0.69090909,0.50943396,18.32894737,"Carson Williams",30038,700246
"Victor Caratini","MIN",144,0.25757576,0.59090909,0.42424242,0.5,0.93589744,0.80357143,0.5,18.31937173,"Victor Caratini",14968,605170
"Davis Schneider","TOR",89,0.1971831,0.56756757,0.36934673,0.52380952,0.8,0.72108844,0.46482412,18.3029316,"Davis Schneider",23565,676914
"Mitch Garver","SEA",81,0.24102564,0.62580645,0.41142857,0.38297872,0.79381443,0.65972222,0.44285714,18.29850746,"Mitch Garver",15161,641598
"Leo Jiménez","MIA",52,0.27731092,0.66315789,0.44859813,0.72727273,0.92063492,0.85416667,0.44392523,18.29192547,"Leo Jimenez",23782,677870
"Lawrence Butler","ATH",155,0.2326284,0.68138801,0.45216049,0.55844156,0.80555556,0.74061433,0.48919753,18.28716904,"Lawrence Butler",22542,671732
"Dalton Rushing","LAD",91,0.32727273,0.70068027,0.50320513,0.51851852,0.82524272,0.71974522,0.47115385,18.27477477,"Dalton Rushing",31382,687221
"Leo Rivas","SEA",120,0.16603774,0.53903346,0.35393258,0.52272727,0.84137931,0.76719577,0.50374532,18.27007299,"Leo Rivas",21009,660844
"Everson Pereira","CHW",71,0.42063492,0.8018018,0.59915612,0.41509434,0.80898876,0.66197183,0.46835443,18.26666667,"Everson Pereira",23695,677592
"Joe Mack","MIA",54,0.21428571,0.69747899,0.46320346,0.54166667,0.81927711,0.75700935,0.51515152,18.26285714,"Joe Mack",29780,691788
"Cody Bellinger","NYY",223,0.23555556,0.63797468,0.42366864,0.74528302,0.87698413,0.83798883,0.46745562,18.26213592,"Cody Bellinger",15998,641355
"Donovan Walton","LAA",8,0.4,0.6,0.48571429,0.25,1,0.64705882,0.42857143,18.25925926,"Donovan Walton",19314,622268
"Zack Short","DET",28,0.3,0.66101695,0.46511628,0.52380952,0.87179487,0.75,0.45736434,18.25252525,"Zack Short",19562,670097
"Bryce Johnson","SDP",36,0.32835821,0.63076923,0.47727273,0.40909091,0.7804878,0.65079365,0.49242424,18.22916667,"Bryce Johnson",20002,669369
"Vaughn Grissom","LAA",113,0.25,0.65789474,0.46136364,0.56603774,0.92,0.82758621,0.51818182,18.22291022,"Vaughn Grissom",26031,687093
"Omar Martinez","LAA",3,0.28571429,0.6,0.41666667,1,1,1,0.41666667,18.22222222,"Omar Martinez",25369,683079
"Munetaka Murakami","CHW",226,0.21641791,0.64473684,0.41330645,0.34482759,0.70068027,0.6,0.45967742,18.21121252,"Munetaka Murakami",37120,808959
"Jacob Young","WSN",183,0.24683544,0.5989011,0.43529412,0.61538462,0.88990826,0.81756757,0.53529412,18.20449898,"Jacob Young",29931,696285
"Jose Fernandez","ARI",145,0.35,0.57720588,0.45804196,0.6,0.88535032,0.77099237,0.47552448,18.19952494,"Jose Fernandez",28020,699912
"Dylan Carlson","CHC",4,0.11111111,0.45454545,0.3,0,0.8,0.66666667,0.55,18.1875,"Dylan Carlson",20126,666185
"Rece Hinds","CIN",36,0.41758242,0.77192982,0.55405405,0.39473684,0.72727273,0.57317073,0.38513514,18.17117117,"Rece Hinds",27493,677956
"Luis Arraez","SFG",219,0.32417582,0.66745843,0.50828025,0.87288136,0.95373665,0.92982456,0.53630573,18.16871705,"Luis Arraez",18568,650333
"Mickey Gasper","BOS",39,0.3164557,0.67605634,0.48666667,0.44,0.95833333,0.78082192,0.47333333,18.16363636,"Mickey Gasper",24759,681508
"Colt Keith","DET",157,0.23655914,0.60942761,0.42881944,0.57575758,0.85635359,0.78137652,0.515625,18.16229117,"Colt Keith",27899,690993
"Owen Caissie","MIA",143,0.29289941,0.63541667,0.45047923,0.43434343,0.80327869,0.67375887,0.4600639,18.15866388,"Owen Caissie",27496,683357
"Andy Ibáñez","- - -",26,0.51428571,0.77272727,0.65822785,0.77777778,0.85294118,0.82692308,0.55696203,18.1509434,"Andy Ibanez",18819,628451
"Ke'Bryan Hayes","CIN",128,0.28837209,0.57560976,0.42857143,0.59677419,0.93220339,0.81666667,0.48809524,18.12758621,"Ke'Bryan Hayes",18577,663647
"Jesus Rodriguez","SFG",39,0.33333333,0.66153846,0.49253731,0.69565217,0.86046512,0.8030303,0.48507463,18.11578947,"Jesus Rodriguez",26991,683679
"P.J. Higgins","CIN",21,0.24324324,0.55555556,0.41463415,0.22222222,0.92,0.73529412,0.54878049,18.1147541,"P.J. Higgins",18433,664731
"Masataka Yoshida","BOS",110,0.25,0.52105263,0.38341969,0.85714286,0.93939394,0.91216216,0.49222798,18.11313869,"Masataka Yoshida",31837,807799
"JJ Wetherholt","STL",233,0.2296748,0.66090713,0.43874346,0.61061947,0.8496732,0.78520286,0.48481675,18.10878661,"JJ Wetherholt",34985,802139
"Pedro Pagés","STL",119,0.36363636,0.61572052,0.48619958,0.54545455,0.87943262,0.7510917,0.48619958,18.07449857,"Pedro Pages",25782,686780
"J.P. Crawford","SEA",189,0.16883117,0.54683544,0.36025641,0.73846154,0.90740741,0.8683274,0.50641026,18.06960951,"J.P. Crawford",15491,641487
"Will Wilson","SEA",6,0.33333333,0.8,0.52,0.2,0.875,0.61538462,0.4,18.05263158,"Will Wilson",25434,669717
"Samuel Basallo","BAL",159,0.38993711,0.672,0.51408451,0.50806452,0.83928571,0.69863014,0.44014085,18.03740648,"Samuel Basallo",28824,694212
"Oswald Peraza","LAA",152,0.36184211,0.75097276,0.54010695,0.53636364,0.85492228,0.73927393,0.45811052,18.03703704,"Oswald Peraza",22823,672724
"Jonathan India","KCR",58,0.17094017,0.6,0.38818565,0.7,0.81944444,0.79347826,0.50632911,18.02793296,"Jonathan India",21523,663697
"Giancarlo Stanton","NYY",96,0.30288462,0.625,0.45052083,0.42857143,0.77272727,0.64739884,0.45833333,18.02777778,"Giancarlo Stanton",4949,519317
"Taylor Ward","BAL",237,0.11192661,0.4844358,0.29272899,0.52459016,0.91566265,0.83870968,0.48536355,18.02692778,"Taylor Ward",17548,621493
"Chase Meidroth","CHW",212,0.24944321,0.5258427,0.38702461,0.70535714,0.88034188,0.82369942,0.49776286,18.00590842,"Chase Meidroth",31580,805367
"Ryan Ward","LAD",6,0.125,0.7,0.44444444,1,1,1,0.55555556,18,"Ryan Ward",27449,669899
"Sam Antonacci","CHW",132,0.20727273,0.609375,0.40112994,0.71929825,0.8974359,0.84976526,0.48210923,17.95707071,"Sam Antonacci",35101,803011
"Alex Freeland","LAD",112,0.20704846,0.58064516,0.38963964,0.4893617,0.80952381,0.72254335,0.48873874,17.94495413,"Alex Freeland",31665,690976
"Jeremy Peña","HOU",72,0.35460993,0.78461538,0.56088561,0.58,0.84313725,0.75657895,0.4797048,17.94444444,"Jeremy Pena",21636,665161
"Geraldo Perdomo","ARI",206,0.21394231,0.5547619,0.38516746,0.80898876,0.93562232,0.90062112,0.50239234,17.93450479,"Geraldo Perdomo",22799,672695
"Gabriel Gonzalez","MIN",4,0,1,0.44444444,,1,1,0.44444444,17.92857143,"Gabriel Gonzalez",28833,694224
"Adolis García","PHI",208,0.28425358,0.62468514,0.43679458,0.44604317,0.83870968,0.69767442,0.44808126,17.91691395,"Adolis Garcia",19287,666969
"Hao-Yu  Lee","DET",70,0.27777778,0.688,0.48207171,0.4,0.81395349,0.69421488,0.49800797,17.89502762,"Hao-Yu  Lee",30080,701678
"Kyle Stowers","MIA",127,0.35769231,0.78037383,0.54852321,0.48387097,0.79041916,0.68076923,0.45147679,17.87283237,"Kyle Stowers",26151,669065
"Aramis Garcia","ARI",7,0.44444444,0.7,0.53571429,0.5,0.85714286,0.66666667,0.35714286,17.85714286,"Aramis Garcia",16925,605244
"Deyvison De Los Santos","MIA",7,0.57142857,0.53846154,0.55882353,0.5,1,0.68421053,0.38235294,17.74074074,"Deyvison De Los Santos",27969,691277
"Brendan Donovan","SEA",101,0.25263158,0.62650602,0.42696629,0.625,0.92307692,0.82894737,0.46629213,17.73228346,"Brendan Donovan",24679,680977
"Jake Rogers","DET",54,0.27433628,0.57692308,0.41935484,0.5483871,0.81666667,0.72527473,0.47926267,17.73125,"Jake Rogers",19452,668670
"Ryan Bliss","SEA",2,0.33333333,0.33333333,0.33333333,0,0,0,0.33333333,17.71428571,"Ryan Bliss",29547,669208
"Kyle Farmer","ATL",15,0.57692308,0.58333333,0.58,0.73333333,0.71428571,0.72413793,0.48,17.68571429,"Kyle Farmer",14813,571657
"Tyler Black","MIL",28,0.32,0.76595745,0.53608247,0.625,0.83333333,0.76923077,0.48453608,17.63768116,"Tyler Black",29949,672012
"Roman Anthony","BOS",130,0.21582734,0.53358209,0.37179487,0.46666667,0.86013986,0.74384236,0.49084249,17.59951456,"Roman Anthony",31812,701350
"Nico Hoerner","CHC",240,0.30718954,0.5470297,0.41946698,0.76595745,0.98190045,0.89779006,0.46813441,17.59289176,"Nico Hoerner",21479,663538
"Michael Conforto","CHC",80,0.2247191,0.62913907,0.41033435,0.45,0.84210526,0.72592593,0.45896657,17.54471545,"Michael Conforto",16376,624424
"Dylan Crews","WSN",25,0.46666667,0.65217391,0.56043956,0.66666667,0.93333333,0.82352941,0.50549451,17.53846154,"Dylan Crews",33541,686611
"Eloy Jiménez","TOR",35,0.39240506,0.70588235,0.51538462,0.51612903,0.86111111,0.70149254,0.39230769,17.5,"Eloy Jimenez",17484,650391
"Drew Romo","CHW",58,0.28346457,0.68817204,0.45454545,0.44444444,0.875,0.72,0.42272727,17.4591195,"Drew Romo",27763,691011
"Tommy Pham","NYM",14,0.31034483,0.58064516,0.45,0.44444444,0.83333333,0.7037037,0.51666667,17.43478261,"Tommy Pham",2967,502054
"Johnathan Rodríguez","BAL",11,0.25,0.7826087,0.47272727,0.5,0.94444444,0.80769231,0.41818182,17.43181818,"Johnathan Rodriguez",22530,671286
"Andrés Chaparro","WSN",19,0.30508475,0.69565217,0.41463415,0.72222222,0.75,0.73529412,0.2804878,17.41269841,"Andres Chaparro",21797,665953
"Nick Sogard","BOS",28,0.16666667,0.56,0.34545455,0.5,0.89285714,0.78947368,0.45454545,17.37037037,"Nick Sogard",25483,686765
"Pedro Ramírez","CHC",5,0.25,0.6,0.38461538,1,1,1,0.38461538,17.25,"Pedro Ramirez",29218,699393
"Braxton Fulford","COL",13,0.42307692,0.61111111,0.5,0.45454545,0.72727273,0.59090909,0.40909091,17.19354839,"Braxton Fulford",29704,690924
"Daniel Johnson","HOU",17,0.28125,0.66666667,0.43396226,0.55555556,0.92857143,0.7826087,0.39622642,17.05555556,"Daniel Johnson",19643,669288
"Henry Bolte","ATH",42,0.25333333,0.73846154,0.47857143,0.42105263,0.8125,0.70149254,0.46428571,16.96907216,"Henry Bolte",31448,703607
"Nick Morabito","NYM",8,0.57894737,0.25,0.42857143,0.27272727,0.5,0.33333333,0.45714286,16.5,"Nick Morabito",32119,703492
"Sandy León","ATL",18,0.35714286,0.725,0.57352941,0.5,0.79310345,0.71794872,0.58823529,16.25490196,"Sandy Leon",5273,506702
"Luke Williams","ATL",1,0,,0,,,,0,14.33333333,"Luke Williams",19931,663897
"Kenley Jansen","DET",0,,,,,,,,,"Kenley Jansen",3096,445276
"Max Scherzer","TOR",0,,,,,,,,,"Max Scherzer",3137,453286
"Huascar Brazobán","NYM",0,,,,,,,,,"Huascar Brazoban",6107,623211
"Albert Suárez","BAL",0,,,,,,,,,"Albert Suarez",6175,544150
"Carlos Carrasco","ATL",0,,,,,,,,,"Carlos Carrasco",6632,471911
"Craig Kimbrel","NYM",0,,,,,,,,,"Craig Kimbrel",6655,518886
"Martín Pérez","ATL",0,,,,,,,,,"Martin Perez",6902,527048
"Luis García","- - -",0,,,,,,,,,"Luis Garcia",6984,472610
"Fernando Cruz","NYY",0,,,,,,,,,"Fernando Cruz",7048,518585
"Justin Verlander","DET",0,,,,,,,,,"Justin Verlander",8700,434378
"Kirby Yates","LAA",0,,,,,,,,,"Kirby Yates",9073,489446
"Nathan Eovaldi","TEX",0,,,,,,,,,"Nathan Eovaldi",9132,543135
"Patrick Corbin","TOR",0,,,,,,,,,"Patrick Corbin",9323,571578
"Miles Mikolas","WSN",0,,,,,,,,,"Miles Mikolas",9803,571945
"Brooks Raley","NYM",0,,,,,,,,,"Brooks Raley",10061,548384
"Caleb Thielbar","CHC",0,,,,,,,,,"Caleb Thielbar",10078,573204
"Aroldis Chapman","BOS",0,,,,,,,,,"Aroldis Chapman",10233,547973
"Zack Wheeler","PHI",0,,,,,,,,,"Zack Wheeler",10310,554430
"Chris Sale","ATL",0,,,,,,,,,"Chris Sale",10603,519242
"Jacob deGrom","TEX",0,,,,,,,,,"Jacob deGrom",10954,594798
"Merrill Kelly","ARI",0,,,,,,,,,"Merrill Kelly",11156,518876
"Vince Velasquez","CHC",0,,,,,,,,,"Vince Velasquez",11189,592826
"Jose Quintana","COL",0,,,,,,,,,"Jose Quintana",11423,500779
"Drew Pomeranz","LAA",0,,,,,,,,,"Drew Pomeranz",11426,519141
"Robbie Ray","SFG",0,,,,,,,,,"Robbie Ray",11486,592662
"Jameson Taillon","CHC",0,,,,,,,,,"Jameson Taillon",11674,592791
"Tyron Guerrero","BOS",0,,,,,,,,,"Tyron Guerrero",11691,594027
"Taijuan Walker","PHI",0,,,,,,,,,"Taijuan Walker",11836,592836
"Chris Martin","TEX",0,,,,,,,,,"Chris Martin",11847,455119
"Jason Adam","SDP",0,,,,,,,,,"Jason Adam",11861,592094
"Aaron Brooks","TBR",0,,,,,,,,,"Aaron Brooks",12272,605156
"Chris Bassitt","BAL",0,,,,,,,,,"Chris Bassitt",12304,605135
"Colin Rea","CHC",0,,,,,,,,,"Colin Rea",12317,607067
"Seth Lugo","KCR",0,,,,,,,,,"Seth Lugo",12447,607625
"Blake Treinen","LAD",0,,,,,,,,,"Blake Treinen",12572,595014
"Adrian Houser","SFG",0,,,,,,,,,"Adrian Houser",12718,605288
"Nick Martinez","TBR",0,,,,,,,,,"Nick Martinez",12730,607259
"Chris Devenski","PIT",0,,,,,,,,,"Chris Devenski",12763,606965
"Sonny Gray","BOS",0,,,,,,,,,"Sonny Gray",12768,543243
"Burch Smith","DET",0,,,,,,,,,"Burch Smith",12784,572143
"Michael Kelly","ATH",0,,,,,,,,,"Michael Kelly",12791,547184
"Andrew Kittredge","BAL",0,,,,,,,,,"Andrew Kittredge",12828,552640
"Shawn Armstrong","CLE",0,,,,,,,,,"Shawn Armstrong",12857,542888
"Joe Ross","ARI",0,,,,,,,,,"Joe Ross",12972,605452
"Gerrit Cole","NYY",0,,,,,,,,,"Gerrit Cole",13125,543037
"Eduardo Rodriguez","ARI",0,,,,,,,,,"Eduardo Rodriguez",13164,593958
"Danny Coulombe","BOS",0,,,,,,,,,"Danny Coulombe",13293,543056
"Hoby Milner","CHC",0,,,,,,,,,"Hoby Milner",13346,571948
"Steven Matz","TBR",0,,,,,,,,,"Steven Matz",13361,571927
"Pierce Johnson","CIN",0,,,,,,,,,"Pierce Johnson",13435,572955
"Taylor Rogers","MIN",0,,,,,,,,,"Taylor Rogers",13449,573124
"Lucas Sims","CHW",0,,,,,,,,,"Lucas Sims",13470,608371
"Blake Snell","LAD",0,,,,,,,,,"Blake Snell",13543,605483
"Steven Okert","HOU",0,,,,,,,,,"Steven Okert",13580,595345
"Carl Edwards Jr.","NYM",0,,,,,,,,,"Carl Edwards Jr.",13607,605218
"Jakob Junis","TEX",0,,,,,,,,,"Jakob Junis",13619,596001
"Clay Holmes","NYM",0,,,,,,,,,"Clay Holmes",13649,605280
"Max Fried","NYY",0,,,,,,,,,"Max Fried",13743,608331
"Zach Eflin","BAL",0,,,,,,,,,"Zach Eflin",13774,621107
"Matt Strahm","KCR",0,,,,,,,,,"Matt Strahm",13799,621381
"Paul Sewald","ARI",0,,,,,,,,,"Paul Sewald",13892,623149
"Dietrich Enns","BAL",0,,,,,,,,,"Dietrich Enns",13932,608650
"Brent Suter","LAA",0,,,,,,,,,"Brent Suter",13942,608718
"Michael Wacha","KCR",0,,,,,,,,,"Michael Wacha",14078,608379
"Kevin Gausman","TOR",0,,,,,,,,,"Kevin Gausman",14107,592332
"Lance McCullers Jr.","HOU",0,,,,,,,,,"Lance McCullers Jr.",14120,621121
"Wandy Peralta","SDP",0,,,,,,,,,"Wandy Peralta",14295,593974
"Joel Payamps","ATL",0,,,,,,,,,"Joel Payamps",14332,606303
"Ty Blach","CHC",0,,,,,,,,,"Ty Blach",14361,621389
"Tyler Glasnow","LAD",0,,,,,,,,,"Tyler Glasnow",14374,607192
"Carlos Estévez","KCR",0,,,,,,,,,"Carlos Estevez",14542,608032
"Anthony Banda","MIN",0,,,,,,,,,"Anthony Banda",14706,607455
"Edwin Díaz","LAD",0,,,,,,,,,"Edwin Diaz",14710,621242
"Paul Blackburn","NYY",0,,,,,,,,,"Paul Blackburn",14739,621112
"Emilio Pagán","CIN",0,,,,,,,,,"Emilio Pagan",14771,641941
"Michael Lorenzen","COL",0,,,,,,,,,"Michael Lorenzen",14843,547179
"Joe Mantiply","TOR",0,,,,,,,,,"Joe Mantiply",14857,573009
"Sam Moll","CIN",0,,,,,,,,,"Sam Moll",14874,594580
"Scott Barlow","ATH",0,,,,,,,,,"Scott Barlow",14993,605130
"Yacksel Ríos","CHC",0,,,,,,,,,"Yacksel Rios",15007,605441
"Kyle Finnegan","DET",0,,,,,,,,,"Kyle Finnegan",15009,640448
"Germán Márquez","SDP",0,,,,,,,,,"German Marquez",15038,608566
"Tim Mayza","PHI",0,,,,,,,,,"Tim Mayza",15042,641835
"Lou Trivino","BAL",0,,,,,,,,,"Lou Trivino",15043,642152
"Austin Voth","TOR",0,,,,,,,,,"Austin Voth",15047,608723
"Drew Anderson","DET",0,,,,,,,,,"Drew Anderson",15130,623454
"Justin Topa","MIN",0,,,,,,,,,"Justin Topa",15145,623437
"Cole Sulser","TBR",0,,,,,,,,,"Cole Sulser",15256,642121
"Matthew Boyd","CHC",0,,,,,,,,,"Matthew Boyd",15440,571510
"Nick Pivetta","SDP",0,,,,,,,,,"Nick Pivetta",15454,601713
"Lucas Giolito","SDP",0,,,,,,,,,"Lucas Giolito",15474,608337
"Antonio Senzatela","COL",0,,,,,,,,,"Antonio Senzatela",15488,622608
"Hunter Harvey","CHC",0,,,,,,,,,"Hunter Harvey",15507,640451
"Tyler Rogers","TOR",0,,,,,,,,,"Tyler Rogers",15541,643511
"Mark Leiter Jr.","ATH",0,,,,,,,,,"Mark Leiter Jr.",15551,643410
"Luis Castillo","SEA",0,,,,,,,,,"Luis Castillo",15689,622491
"Brad Keller","PHI",0,,,,,,,,,"Brad Keller",15734,641745
"Devin Williams","NYM",0,,,,,,,,,"Devin Williams",15816,642207
"Zack Littell","WSN",0,,,,,,,,,"Zack Littell",15823,641793
"Sean Manaea","NYM",0,,,,,,,,,"Sean Manaea",15873,640455
"Luis Severino","ATH",0,,,,,,,,,"Luis Severino",15890,622663
"Ryne Stanek","STL",0,,,,,,,,,"Ryne Stanek",15947,592773
"Jordan Romano","LAA",0,,,,,,,,,"Jordan Romano",16122,605447
"Carlos Rodón","NYY",0,,,,,,,,,"Carlos Rodon",16137,607074
"Aaron Nola","PHI",0,,,,,,,,,"Aaron Nola",16149,605400
"Brandon Woodruff","MIL",0,,,,,,,,,"Brandon Woodruff",16162,605540
"Tejay Antone","CIN",0,,,,,,,,,"Tejay Antone",16233,622088
"Kyle Freeland","COL",0,,,,,,,,,"Kyle Freeland",16256,607536
"Aaron Bummer","ATL",0,,,,,,,,,"Aaron Bummer",16258,607481
"Ryan Borucki","SFG",0,,,,,,,,,"Ryan Borucki",16350,621366
"Tyler Mahle","SFG",0,,,,,,,,,"Tyler Mahle",16358,641816
"Reynaldo López","ATL",0,,,,,,,,,"Reynaldo Lopez",16400,625643
"Foster Griffin","WSN",0,,,,,,,,,"Foster Griffin",16432,656492
"Ryan Yarbrough","NYY",0,,,,,,,,,"Ryan Yarbrough",16502,642232
"Bryan Abreu","HOU",0,,,,,,,,,"Bryan Abreu",16609,650556
"Ryan Thompson","ARI",0,,,,,,,,,"Ryan Thompson",16647,657044
"Brock Stewart","LAD",0,,,,,,,,,"Brock Stewart",16727,592779
"Tim Hill","NYY",0,,,,,,,,,"Tim Hill",16814,657612
"Brennan Bernardino","COL",0,,,,,,,,,"Brennan Bernardino",16835,657514
"Luke Weaver","NYM",0,,,,,,,,,"Luke Weaver",16918,596133
"Sean Newcomb","CHW",0,,,,,,,,,"Sean Newcomb",16943,656794
"Grant Holmes","ATL",0,,,,,,,,,"Grant Holmes",16944,656550
"Tanner Banks","PHI",0,,,,,,,,,"Tanner Banks",16990,621383
"Raisel Iglesias","ATL",0,,,,,,,,,"Raisel Iglesias",17130,628452
"Gabe Speier","SEA",0,,,,,,,,,"Gabe Speier",17170,642100
"Jalen Beeks","TEX",0,,,,,,,,,"Jalen Beeks",17192,656222
"Ranger Suarez","BOS",0,,,,,,,,,"Ranger Suarez",17277,624133
"Framber Valdez","DET",0,,,,,,,,,"Framber Valdez",17295,664285
"Matt Gage","SFG",0,,,,,,,,,"Matt Gage",17381,657424
"Erick Fedde","CHW",0,,,,,,,,,"Erick Fedde",17425,607200
"Jeff Hoffman","TOR",0,,,,,,,,,"Jeff Hoffman",17432,656546
"Jonathan Hernández","LAD",0,,,,,,,,,"Jonathan Hernandez",17464,642546
"Jack Flaherty","DET",0,,,,,,,,,"Jack Flaherty",17479,656427
"Daniel Duarte","NYM",0,,,,,,,,,"Daniel Duarte",17480,650960
"Jimmy Herget","COL",0,,,,,,,,,"Jimmy Herget",17556,623474
"JT Brubaker","SFG",0,,,,,,,,,"JT Brubaker",17578,664141
"Tanner Scott","LAD",0,,,,,,,,,"Tanner Scott",17586,656945
"Mitch Keller","PIT",0,,,,,,,,,"Mitch Keller",17594,656605
"Cristian Javier","HOU",0,,,,,,,,,"Cristian Javier",17606,664299
"Taylor Clarke","ARI",0,,,,,,,,,"Taylor Clarke",17611,664199
"Justin Lawrence","PIT",0,,,,,,,,,"Justin Lawrence",17639,664875
"Jeffrey Springs","ATH",0,,,,,,,,,"Jeffrey Springs",17677,605488
"Trevor Megill","MIL",0,,,,,,,,,"Trevor Megill",17722,656730
"Tyler Alexander","TEX",0,,,,,,,,,"Tyler Alexander",17735,641302
"José Alvarado","PHI",0,,,,,,,,,"Jose Alvarado",17780,621237
"Dennis Santana","PIT",0,,,,,,,,,"Dennis Santana",17878,642701
"Tayler Saucedo","LAA",0,,,,,,,,,"Tayler Saucedo",17888,642048
"Garrett Cleavinger","TBR",0,,,,,,,,,"Garrett Cleavinger",17897,664076
"Cody Ponce","TOR",0,,,,,,,,,"Cody Ponce",17920,664074
"Trent Thornton","CHC",0,,,,,,,,,"Trent Thornton",17948,663423
"Tyler Gilbert","CHW",0,,,,,,,,,"Tyler Gilbert",17964,656457
"Brock Burke","CIN",0,,,,,,,,,"Brock Burke",17968,656271
"Peter Lambert","HOU",0,,,,,,,,,"Peter Lambert",17969,663567
"Logan Webb","SFG",0,,,,,,,,,"Logan Webb",17995,657277
"Pete Fairbanks","MIA",0,,,,,,,,,"Pete Fairbanks",17998,664126
"Phil Maton","CHC",0,,,,,,,,,"Phil Maton",18064,664208
"Ryan Helsley","BAL",0,,,,,,,,,"Ryan Helsley",18138,664854
"Tyler Kinley","ATL",0,,,,,,,,,"Tyler Kinley",18297,641755
"Julian Fernández","WSN",0,,,,,,,,,"Julian Fernandez",18341,642759
"Michael Soroka","ARI",0,,,,,,,,,"Michael Soroka",18383,647336
"Enyel De Los Santos","HOU",0,,,,,,,,,"Enyel De Los Santos",18403,660853
"José Urquidy","PIT",0,,,,,,,,,"Jose Urquidy",18413,664353
"Dylan Cease","TOR",0,,,,,,,,,"Dylan Cease",18525,656302
"Sam Hentges","SFG",0,,,,,,,,,"Sam Hentges",18548,656529
"Enmanuel De Jesus","DET",0,,,,,,,,,"Enmanuel De Jesus",18554,646241
"Jake Woodford","MIL",0,,,,,,,,,"Jake Woodford",18674,663765
"Freddy Peralta","NYM",0,,,,,,,,,"Freddy Peralta",18679,642547
"Sandy Alcantara","MIA",0,,,,,,,,,"Sandy Alcantara",18684,645261
