Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",157,696,62,133,131,16,0.159482758,0.251436781,0.375438597,0.340236686,0.310526315,0.424855491,0.685964912,0.45819641417238366,0.4680610577146982,206.15483678377262,1.0447603580541909,84.1859759027085,-0.7627415657043457,11.072871929220785,"Aaron Judge",15640,592450
"Nolan Arenado","STL",148,620,30,73,103,5,0.083870967,0.116129032,0.240574506,0.289760348,0.292639138,0.358064516,0.533213644,0.38100475536559736,0.3432587910473831,149.23873319731655,0.06302293483167887,35.53169478630878,11.87398861348629,7.214285058475321,"Nolan Arenado",9777,571448
"Manny Machado","SDP",150,644,32,100,102,9,0.097826086,0.206521739,0.233564014,0.337349397,0.297577854,0.366459627,0.531141868,0.38163479654946914,0.3450199452108389,151.89197100623315,-0.3680452723056078,38.45882636817571,7.358444511890411,7.134095677044465,"Manny Machado",11493,592518
"Jose Altuve","HOU",141,604,28,103,57,18,0.109271523,0.144039735,0.233396585,0.314769975,0.299810246,0.387417218,0.533206831,0.3968867239761986,0.35587635581600846,164.41354359861333,0.36312282318249345,44.14369907409446,2.1195709109306335,6.8653721864700445,"Jose Altuve",5417,514888
"Paul Goldschmidt","STL",151,651,35,106,115,7,0.121351766,0.216589861,0.260249554,0.367609254,0.317290552,0.403697996,0.577540106,0.4193155593526216,0.37200734046959655,175.43467587848605,0.9403223660774529,57.99593632646037,-15.27502727508545,6.834243824848043,"Paul Goldschmidt",9218,502671
"Freddie Freeman","LAD",159,708,21,117,100,13,0.118644067,0.144067796,0.18627451,0.358870967,0.325163398,0.406779661,0.511437908,0.3925452781305916,0.4059765307934253,157.36182044310345,1.6728692566975951,48.8577160495876,-8.443013668060303,6.797747383171899,"Freddie Freeman",5361,518692
"J.T. Realmuto","PHI",139,562,22,75,84,21,0.072953736,0.211743772,0.202380953,0.317934782,0.27579365,0.34163701,0.478174603,0.3539975367340387,0.3538176945277623,128.70202522484274,3.476643835194409,22.21775010078601,21.82200002670288,6.651619594850514,"J.T. Realmuto",11739,592663
"Dansby Swanson","ATL",162,696,25,99,96,18,0.070402298,0.261494252,0.1703125,0.347826086,0.2765625,0.329022988,0.446875,0.3374367519870572,0.34159275850803733,116.77114989445319,3.7320724478922784,17.293907127951883,22.072914123535156,6.644429597262544,"Dansby Swanson",18314,621020
"Yordan Alvarez","HOU",135,561,37,95,97,1,0.139037433,0.188948306,0.306382979,0.320359281,0.306382978,0.406417112,0.612765957,0.4265703602113586,0.45909157422406704,185.3695676784142,-1.9537664544768631,51.939348567295355,-9.153809547424316,6.357276767052925,"Yordan Alvarez",19556,670541
"Francisco Lindor","NYM",161,706,26,98,107,16,0.083569405,0.188385269,0.17936508,0.30125523,0.269841269,0.338526912,0.449206349,0.34181135130876844,0.3332933233269248,124.49756976678198,1.2090893485583365,21.30344432786644,14.976154804229736,6.3563609008522866,"Francisco Lindor",12916,596019
"Trea Turner","LAD",160,708,21,101,100,27,0.063559322,0.185028248,0.168711656,0.341897233,0.297546012,0.342776203,0.466257668,0.3496184023559516,0.3384674159210292,128.0095265665505,6.574980460572988,29.615135211152648,6.141532242298126,6.308670656095119,"Trea Turner",16252,607208
"Andrés Giménez","CLE",146,557,17,66,69,20,0.061041292,0.201077199,0.16904277,0.353424657,0.297352342,0.370705244,0.466395112,0.36407862888659287,0.33164622266870164,140.95169372278434,3.8780777431093156,29.546218183537608,11.119712829589844,6.121428303236244,"Andres Gimenez",19950,665926
"Mike Trout","LAA",119,499,40,85,80,1,0.108216432,0.278557114,0.347031964,0.323076923,0.283105022,0.368737474,0.630136986,0.4177913187477594,0.3981361466852565,175.87476170926516,0.01221082080155611,42.617667908771956,-1.000166654586792,6.028528408038211,"Mike Trout",10155,545361
"Xander Bogaerts","BOS",150,631,15,84,73,8,0.090332805,0.187004754,0.149012567,0.361948955,0.307001795,0.37717908,0.456014362,0.36310586375917275,0.32532933188017094,133.26878273125635,3.226726214867085,26.849648064991154,10.300215721130371,5.9982546683390785,"Xander Bogaerts",12161,593428
"Mookie Betts","LAD",142,639,35,117,82,12,0.086071987,0.162754303,0.263986014,0.272311212,0.269230769,0.339593114,0.533216783,0.3733934800203231,0.34824654441209707,144.26631334521406,2.0940808258019388,34.95809263063982,0.12991666793823242,5.989523031987137,"Mookie Betts",13611,605141
"José Ramírez","CLE",157,685,29,90,126,20,0.100729927,0.119708029,0.234608985,0.278557114,0.279534109,0.354744525,0.514143094,0.3627308818630706,0.32489817975515345,140.00021261532623,3.561899565625936,34.395214185173,0.5356007814407349,5.944776590661489,"Jose Ramirez",13510,608070
"Austin Riley","ATL",159,693,38,90,93,2,0.082251082,0.242424242,0.255284553,0.314769975,0.273170731,0.349206349,0.528455284,0.37660742744889564,0.38549738440948356,143.55505058023763,-0.7983884057030082,34.27018692173942,-2.270272731781006,5.86010762826783,"Austin Riley",18360,663586
"Julio Rodríguez","SEA",132,560,28,84,75,25,0.071428571,0.258928571,0.225048924,0.345132743,0.283757338,0.344642857,0.508806262,0.366144234113556,0.3418890635172526,147.51493447290923,3.596791716758162,33.53911567457126,3.378633975982666,5.737855890360437,"Julio Rodriguez",23697,677594
"Adley Rutschman","BAL",113,470,13,70,42,4,0.138297872,0.182978723,0.190954774,0.291390728,0.253768844,0.361702127,0.444723618,0.3538266050054672,0.34086462791929856,134.14233810157899,1.3437535581178963,19.401288330528676,19.130131244659424,5.608095400308956,"Adley Rutschman",26288,668939
"Jeff McNeil","NYM",148,589,9,73,62,4,0.067911714,0.103565365,0.127579738,0.352564102,0.326454033,0.382003395,0.454033771,0.3651558885566231,0.32622751248937076,140.45996407911096,-0.15934253530576825,27.52837485841892,4.698667764663696,5.508739943358995,"Jeff McNeil",15362,643446
"Brandon Nimmo","NYM",151,673,16,102,64,3,0.105497771,0.172362555,0.158620689,0.31707317,0.274137931,0.367164179,0.43275862,0.35271362439909976,0.33652297608152837,131.9522637759577,2.9566657547838986,27.940728553978015,1.133994221687317,5.480816371128705,"Brandon Nimmo",12927,607043
"Alex Bregman","HOU",155,656,23,93,93,1,0.132621951,0.117378048,0.195255475,0.259825327,0.259124087,0.365853658,0.454379562,0.35776854207497516,0.35710190705932243,136.79692832325603,-3.390904954634607,23.77240875769931,6.923791408538818,5.403751782180097,"Alex Bregman",17678,608324
"Tommy Edman","STL",153,630,13,95,57,32,0.073015873,0.176190476,0.135181976,0.308370044,0.265164644,0.324324324,0.40034662,0.3176352491979584,0.31380626482841295,105.9082942990953,7.159882736392319,11.484513518153811,17.924511909484863,5.36077982025646,"Tommy Edman",19470,669242
"Sean Murphy","OAK",148,612,18,67,66,1,0.091503267,0.202614379,0.176908752,0.29,0.24953445,0.332242225,0.426443202,0.3313379441380305,0.34599514665274783,120.5478118024314,-0.8380975499749184,13.312811662489104,17.257165670394897,5.244228194887591,"Sean Murphy",19352,669221
"Rafael Devers","BOS",141,614,27,84,88,3,0.081433224,0.185667752,0.225225225,0.32853717,0.295495495,0.358306188,0.52072072,0.37278885687168556,0.36493369307176843,140.10477260873677,-0.7088260599412024,27.000870665418596,1.4505828022956848,5.028439559562217,"Rafael Devers",17350,646240
"Kyle Tucker","HOU",150,609,30,71,107,25,0.096880131,0.155993431,0.220588235,0.26128266,0.257352941,0.330033003,0.477941176,0.3476341959844,0.361801020515937,129.64229271781184,3.192522768396884,23.506568575566448,3.6027722358703613,4.870900947016263,"Kyle Tucker",18345,663656
"Bo Bichette","TOR",159,697,24,91,93,13,0.058823529,0.222381635,0.179447853,0.347368421,0.2898773,0.332855093,0.469325153,0.3474860288833443,0.33350597227239887,129.34172848499162,-0.03415366820991039,22.97951283247982,0.9470205307006836,4.829259037880526,"Bo Bichette",19612,666182
"Michael Harris II","ATL",114,441,19,75,64,20,0.047619047,0.242630385,0.217391304,0.361111111,0.297101449,0.338636363,0.514492753,0.36750358031554653,0.33857077075028474,137.3300739975453,5.142315374687314,24.269180971744202,5.80234956741333,4.748458715977191,"Michael Harris II",25931,671739
"Steven Kwan","CLE",147,638,6,89,52,19,0.097178683,0.094043887,0.10124334,0.323353293,0.29840142,0.372641509,0.39964476,0.3413959780137998,0.31506006691232913,124.9382183480614,6.0288424217142165,23.932981592177757,0.2963433265686035,4.664915407260181,"Steven Kwan",24610,680757
"Carlos Correa","MIN",136,590,22,70,64,0,0.10338983,0.205084745,0.176245211,0.339425587,0.291187739,0.366101694,0.46743295,0.3623498081147265,0.3605943537082802,139.16724655124978,-3.2263625231571496,22.777771556390928,2.1417312622070312,4.5778135961502855,"Carlos Correa",14162,621043
"Willy Adames","MIL",139,617,31,83,98,8,0.079416531,0.26904376,0.220248668,0.278378378,0.238010657,0.298217179,0.458259325,0.3247190959484647,0.32872377078773923,108.90093169867333,1.12424026010558,7.504920754911645,13.622429370880127,4.444332114366711,"Willy Adames",15986,642715
"Marcus Semien","TEX",161,724,26,101,83,25,0.073204419,0.165745856,0.181126332,0.262955854,0.248097412,0.303867403,0.429223744,0.31717919941106554,0.3106145068426817,106.62320079030867,5.9436008324846625,11.339624312572727,7.413793087005615,4.375857664383448,"Marcus Semien",12533,543760
"Corey Seager","TEX",151,663,33,91,83,3,0.087481146,0.155354449,0.210792581,0.242424242,0.244519392,0.316742081,0.455311973,0.3312733048891149,0.37286941574983273,116.57334340226429,0.20210669236257672,12.567017861236385,7.82534122467041,4.345156272317535,"Corey Seager",13624,608369
"Eugenio Suárez","SEA",150,629,31,76,87,0,0.116057233,0.311605723,0.222836095,0.302180685,0.23572744,0.332273449,0.458563535,0.3442028495579342,0.34352855317911524,132.02477755786296,-1.5009986646473408,21.166526704878656,0.2196594551205635,4.336477181183679,"Eugenio Suarez",12552,553993
"Will Smith","LAD",137,578,24,68,87,1,0.096885813,0.166089965,0.20472441,0.275510204,0.259842519,0.342560553,0.464566929,0.34873081167400505,0.3579397168309016,127.40261488084201,-2.583388143684715,15.81866206897013,5.503602862358093,4.324091705943849,"Will Smith",19197,669257
"Daulton Varsho","ARI",151,592,27,79,74,16,0.077702702,0.244932432,0.207156309,0.269230769,0.235404896,0.30220713,0.442561205,0.32278947646022854,0.30065489468509204,106.3111882556776,2.2098795608617365,6.550773825728978,14.028483867645264,4.296588406027415,"Daulton Varsho",19918,662139
"Nico Hoerner","CHC",135,517,10,60,55,20,0.054158607,0.11025145,0.128898129,0.300480769,0.28066528,0.32688588,0.409563409,0.31958620404174687,0.30838908121257486,108.32659267120033,3.3501920104026794,8.351737566163536,14.702791690826416,4.285894929399022,"Nico Hoerner",21479,663538
"Alejandro Kirk","TOR",139,541,14,59,63,0,0.116451016,0.107208872,0.129787235,0.298507462,0.285106382,0.371534195,0.414893617,0.34719711929172664,0.35425746307940287,129.13776437793746,-5.27950741071254,12.45915364088577,11.169836968183517,4.279422194013788,"Alejandro Kirk",22581,672386
"Cal Raleigh","SEA",119,415,27,46,63,1,0.091566265,0.293975903,0.278378379,0.225663716,0.21081081,0.284337349,0.489189189,0.3298870839268328,0.32920793280544053,121.91814753081805,0.7508400259539485,10.986580967922052,15.589060366153717,4.169943854795109,"Cal Raleigh",21534,663728
"George Springer","TOR",133,583,25,89,76,14,0.092624356,0.171526586,0.204678362,0.284987277,0.26705653,0.341968911,0.471734892,0.3521003138441528,0.34499527056874185,132.59931680684383,4.571021863259375,25.957752346538786,-6.1215081214904785,4.020819600157967,"George Springer",12856,543807
"Christian Walker","ARI",160,667,36,84,94,2,0.103448275,0.196401799,0.234991423,0.24822695,0.241852487,0.326836581,0.47684391,0.3461346896967494,0.36229891079403514,122.27404479167484,-1.6836821767501533,15.577529898515827,-0.8766851425170898,3.9499644149773694,"Christian Walker",13419,572233
"Travis d'Arnaud","ATL",107,426,18,61,60,0,0.044600938,0.211267605,0.204545455,0.305555555,0.267676767,0.319248826,0.472222222,0.34328994714598143,0.31637306303560875,120.77341424100175,-2.0338537860661745,8.247820610730043,14.713136315345764,3.947756748638344,"Travis d'Arnaud",7739,518595
"Yandy Díaz","TBR",137,558,9,71,57,3,0.139784946,0.107526881,0.126849894,0.32345679,0.295983086,0.401433691,0.42283298,0.3661150184037874,0.3647644818370009,145.17914806432864,-3.248150309547782,25.120559143427762,-5.735047936439514,3.890385949286789,"Yandy Diaz",16578,650490
"Matt Chapman","TOR",155,621,27,83,76,2,0.109500805,0.273752012,0.204460966,0.277456647,0.228624535,0.323671497,0.433085501,0.3307340100888283,0.3454899703166019,117.51515486503425,1.057528041768819,13.297288684577987,3.9166353940963745,3.8718101729288716,"Matt Chapman",16505,656305
"Jose Trevino","NYY",115,353,11,39,43,2,0.042492917,0.175637393,0.140298507,0.273764258,0.247761194,0.283286118,0.388059701,0.293059102874302,0.2796335302314649,89.57136147702779,-1.4880190137773752,-5.6305871732437405,30.85385799407959,3.8218412276697364,"Jose Trevino",16725,624431
"José Abreu","CHW",157,679,15,85,75,0,0.091310751,0.162002945,0.141430948,0.35,0.304492512,0.37849779,0.44592346,0.3613577484204111,0.3737443259910301,137.28691392838536,-2.347800638526678,26.142272076435685,-11.40706753730774,3.8043649457319386,"Jose Abreu",15676,547989
"Pete Alonso","NYM",160,685,40,95,131,5,0.097810218,0.186861313,0.246231156,0.278538812,0.271356783,0.351824817,0.517587939,0.3657313285921721,0.356582094201058,140.85343517913793,-2.6643195459619164,29.849314823853902,-17.18448829650879,3.801131022866768,"Pete Alonso",19251,624413
"Taylor Ward","LAA",135,564,23,73,65,5,0.106382978,0.212765957,0.191919192,0.324929971,0.28080808,0.359929078,0.472727272,0.36193434651016343,0.3631374162636684,136.44091182771547,-2.602050246670842,20.525822150687755,-2.9516353607177734,3.7201494705049725,"Taylor Ward",17548,621493
