Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",158,704,58,122,144,10,0.188920454,0.242897727,0.379248659,0.367469879,0.322003577,0.458036984,0.701252236,0.4757340011100992,0.4809395285213695,219.7835722854021,-0.4931896701455116,95.99530419615104,-9.598692893981934,11.3301788795295,"Aaron Judge",15640,592450
"Bobby Witt Jr.","KCR",161,709,32,125,109,31,0.080394922,0.149506346,0.256289308,0.35375494,0.331761006,0.389280677,0.588050314,0.40973835374627793,0.40694056919642857,169.13393177564416,4.488509424030781,60.57304130091224,17.54539966583252,10.492325777805815,"Bobby Witt Jr.",25764,677951
"Shohei Ohtani","LAD",159,731,54,134,130,59,0.110807113,0.221614227,0.336477988,0.336470588,0.309748427,0.39010989,0.646226415,0.43054929176412915,0.44389798050139273,179.6782932394558,9.737880982458591,79.3874901857637,-17.17592430114746,8.950996990191552,"Shohei Ohtani",19755,660271
"Juan Soto","NYY",157,713,41,128,109,7,0.180925666,0.16690042,0.28125,0.297619047,0.288194444,0.419354838,0.569444444,0.4205848819428188,0.4636422871534512,180.99055562627643,-3.8677096739411354,62.20612550082791,-5.455176591873169,8.299217739628983,"Juan Soto",20123,665742
"Gunnar Henderson","BAL",159,719,37,118,92,21,0.108484005,0.221140472,0.247619048,0.319634703,0.28095238,0.364394993,0.528571428,0.38146476194387025,0.37391566563319495,153.79507079266284,3.9905477464199066,48.247039197559765,4.4383018016815186,7.899848028107995,"Gunnar Henderson",26289,683002
"Francisco Lindor","NYM",152,689,33,107,91,29,0.081277213,0.184325108,0.226537217,0.295010845,0.273462783,0.343976777,0.5,0.36288581496572286,0.38103285501169604,136.87564878805517,4.007105514407158,34.38937253454479,16.907704830169678,7.678644854683361,"Francisco Lindor",12916,596019
"Jarren Duran","BOS",160,735,21,111,75,34,0.073469387,0.217687074,0.207153502,0.344827586,0.284649776,0.341961852,0.491803278,0.3568673902286514,0.33954088805151766,130.74070663303564,8.32556726783514,34.178320024105346,7.675283670425415,6.835882905888461,"Jarren Duran",24617,680776
"Elly De La Cruz","CIN",160,696,25,105,76,67,0.099137931,0.31321839,0.21197411,0.359042553,0.258899676,0.338616714,0.470873786,0.34864824028373453,0.3298914370329484,119.26510609565474,7.461562395095825,23.495564233948343,16.739577770233154,6.560381376068529,"Elly De La Cruz",26668,682829
"José Ramírez","CLE",158,682,39,114,118,41,0.079178885,0.120234604,0.258064516,0.265346534,0.279032258,0.334801762,0.537096774,0.3642762730118049,0.3333672949729657,141.43936858837043,6.291075125336647,38.62832715644046,0.7672991752624512,6.400794706536588,"Jose Ramirez",13510,608070
"Ketel Marte","ARI",136,583,36,93,95,7,0.111492281,0.181818181,0.267857143,0.299191374,0.291666666,0.372212692,0.559523809,0.3909995480337077,0.39414922007313974,151.5932209536712,0.9338681921362877,36.902380948618564,4.832349181175232,6.324790547352229,"Ketel Marte",13613,606466
"William Contreras","MIL",155,679,23,99,92,9,0.114874815,0.204712812,0.18487395,0.330275229,0.280672268,0.365243004,0.465546218,0.3587271837346278,0.3591032848867535,131.57793467399807,-2.5740872099995613,23.065721493793603,7.381562352180481,5.490771103047341,"William Contreras",20503,661388
"Matt Chapman","SFG",154,647,27,98,78,15,0.098918083,0.244204018,0.215652174,0.293367346,0.246956521,0.327666151,0.462608695,0.34013576694527026,0.3417041044280003,120.6726386704186,3.683193765580654,19.677355335947794,11.599823713302612,5.465906668528573,"Matt Chapman",16505,656305
"Cal Raleigh","SEA",153,628,34,73,100,6,0.111464968,0.280254777,0.216117216,0.251461988,0.219780219,0.31210191,0.435897435,0.32256641812049425,0.34666320408902235,117.55250684811342,-2.5751669853925705,10.037426615675756,21.550546884536743,5.409784663621995,"Cal Raleigh",21534,663728
"Jackson Merrill","SDP",156,593,24,77,90,16,0.048903878,0.170320404,0.207581228,0.31797235,0.292418772,0.32597623,0.5,0.351507786788097,0.3753677679567921,129.64684290775756,3.7243598848581314,24.747347278772814,7.156049728393555,5.3439871982908596,"Jackson Merrill",29490,701538
"Vladimir Guerrero Jr.","TOR",159,697,30,98,103,2,0.103299856,0.137733142,0.22077922,0.342105263,0.323051948,0.395982783,0.543831168,0.39789022276871394,0.4129388982599432,164.49173188476283,-5.590876989066601,45.84219034356644,-17.402435302734375,5.32058980093082,"Vladimir Guerrero Jr.",19611,665489
"Yordan Alvarez","HOU",147,635,35,88,86,6,0.108661417,0.149606299,0.259057971,0.316901408,0.307971014,0.392125984,0.567028985,0.40158736975397163,0.41476764400735666,167.06348230854238,-2.898996725678444,45.82752750672614,-16.469484329223633,5.203419072671794,"Yordan Alvarez",19556,670541
