Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,OPS,BB,IBB,SO,HBP,AB,H,1B,2B,3B,BB%,K%,BB/K,OPS,WPA,Clutch,EV,Barrel%,maxEV,HardHit%,xBA,xSLG,BatSpd,SqUpSw%,O-Swing% (mlb),Z-Swing% (mlb),Swing% (sc),O-Contact% (mlb),Z-Contact% (mlb),Contact% (sc),Zone% (mlb),NameASCII,PlayerId,MLBAMID
"Tristan Peters","CHW",51,146,2,15,12,4,0.075342465,0.212328767,0.108527132,0.3125,0.248062015,0.316901408,0.356589147,0.30506906710879905,0.28357179614080896,92.33760248300014,1.2642443273216486,-0.03320689382650355,3.939688552170992,0.9285860643207839,0.673490555,11,0,31,2,129,32,23,6,1,0.075342465,0.212328767,0.354838709,0.673490555,0.3082418143749237,0.33518965472460127,87.24772505326705,0.04901961,105.8,0.24509804,0.2308333260672433,0.3360396793910435,69.25298713235294,0.2394958,0.33948339,0.72222222,0.53049908,0.66304348,0.85128205,0.79094077,0.49907579,"Tristan Peters",30063,671976
"Bo Bichette","NYM",55,241,5,25,27,1,0.062240663,0.174273858,0.09375,0.25698324,0.227678571,0.273858921,0.321428571,0.26796900508809385,0.3231977953689511,71.12053041599097,-0.6872542225755751,-8.752634348185598,3.7581430673599243,0.2655410488357079,0.595287492,15,0,42,0,224,51,40,6,0,0.062240663,0.174273858,0.357142857,0.595287492,-1.006566047668457,-0.24844065078635758,90.79347826086956,0.07065217,114.9,0.44565217,0.27726818431507455,0.41607274142178624,69.88120404411765,0.27877238,0.39534884,0.68719212,0.5301479,0.73796791,0.93189964,0.85407725,0.46188851,"Bo Bichette",19612,666182
"Austin Hays","CHW",12,44,1,3,7,0,0.022727272,0.295454545,0.093023256,0.310344827,0.232558139,0.25,0.325581395,0.24546078194019405,0.28293024107467296,51.78054944600203,-0.47279722429811954,-2.9334392566057583,-1.9399267435073853,-0.346069136484417,0.575581395,1,1,13,0,43,10,8,1,0,0.022727272,0.295454545,0.076923076,0.575581395,-0.41192787885665894,-0.0017725465267668938,86.97999674479166,0.03333333,111.9,0.5,0.28551163784293243,0.36458139641340387,72.41543344350961,0.23076923,0.39361702,0.70833333,0.53012048,0.45945946,0.78431373,0.64772727,0.43373494,"Austin Hays",19363,669720
"Daulton Varsho","TOR",52,206,5,25,16,4,0.092233009,0.194174757,0.151351351,0.321428571,0.27027027,0.344660194,0.421621621,0.3390995100432751,0.3124636357753121,116.35019894784071,0.8999558556824923,4.806239419169306,0.16603505611419678,1.2543761969098302,0.766281815,19,2,40,2,185,50,33,11,1,0.092233009,0.194174757,0.475,0.766281815,1.9942491054534912,1.5125891910871159,86.44028049045139,0.06206897,110.4,0.39310345,0.259872921263974,0.3756132600057191,72.96491864859883,0.18879056,0.3507109,0.74571429,0.52979275,0.71621622,0.88888889,0.82640587,0.45336788,"Daulton Varsho",19918,662139
"Jose Siri","LAA",10,12,1,3,1,0,0.083333333,0.416666666,0.363636364,0.4,0.272727272,0.333333333,0.636363636,0.4140530427296956,0.20605382052334872,165.5710933382735,-0.010676632708054967,0.9018954434154627,1.1237209811806679,0.2526496102880689,0.969696969,1,0,5,0,11,3,1,1,0,0.083333333,0.416666666,0.2,0.969696969,-0.16782791912555695,-0.19244330551560385,89.96666463216145,0,107.2,0.5,0.14840000867843628,0.2194000005722046,73.31940569196429,0.0952381,0.42857143,0.65217391,0.52941176,0.41666667,0.6,0.51851852,0.45098039,"Jose Siri",17452,642350
"Harrison Bader","SFG",28,106,5,10,13,0,0.037735849,0.29245283,0.198019802,0.181818181,0.168316831,0.198113207,0.366336633,0.24469717212443082,0.28279771991804536,54.36256659997633,-0.3827419434674084,-5.98864603177575,0.29858386516571045,-0.24457560229993666,0.56444984,4,0,31,0,101,17,7,5,0,0.037735849,0.29245283,0.129032258,0.56444984,-0.568265974521637,-0.011243416073093315,88.98873514524648,0.08450704,109.3,0.3943662,0.2219278394561453,0.38109277941516995,72.94555254888269,0.22905028,0.39130435,0.67894737,0.52896725,0.51851852,0.81395349,0.7,0.47858942,"Harrison Bader",18030,664056
"Michael Helman","TEX",6,15,0,0,0,0,0.066666666,0.2,0.071428572,0.181818181,0.142857142,0.2,0.214285714,0.19190858205159506,0.2044394652048747,17.002090439445368,-0.02119595743715763,-1.4650786728519647,0.2970621585845947,-0.06694215783028172,0.414285714,1,0,3,0,14,2,1,1,0,0.066666666,0.2,0.333333333,0.414285714,-0.24751603603363037,-0.06020444555445176,78.19000244140625,0,93.9,0,0.16514285973140172,0.2154285737446376,70.2388916015625,0.24,0.4137931,0.66666667,0.52830189,0.58333333,0.875,0.75,0.45283019,"Michael Helman",24605,680737
"Cal Raleigh","SEA",41,181,7,16,18,2,0.099447513,0.314917127,0.155279503,0.191919191,0.161490683,0.243093922,0.316770186,0.25332544422939995,0.288848919104476,63.90175337268363,-0.5854525729082525,-8.163166171933549,5.928822159767151,0.41907253397622596,0.559864108,18,0,57,0,161,26,15,4,0,0.099447513,0.314917127,0.315789473,0.559864108,-1.406581163406372,-0.3756367035206156,87.4622641509434,0.12264151,109.9,0.31132075,0.18001242454007546,0.38677018917865635,74.65292497486595,0.13672922,0.37923251,0.71468927,0.52823087,0.63095238,0.76679842,0.71258907,0.44416562,"Cal Raleigh",21534,663728
"Nick Fortes","TBR",42,133,1,10,10,0,0.030075187,0.142857142,0.072,0.29245283,0.256,0.293233082,0.328,0.2798965178934255,0.2700799306233724,74.58705535777892,-1.0984343141317368,-5.018380778293424,3.054511606693268,0.2746216133050611,0.621233082,4,0,19,3,125,32,25,6,0,0.030075187,0.142857142,0.210526315,0.621233082,0.6214336156845093,1.1476393663863163,87.33904389880952,0.00934579,108.9,0.43925234,0.24887903275028353,0.31924192367061494,72.22456942471591,0.25,0.3852459,0.68303571,0.52777778,0.77659574,0.91503268,0.86234818,0.47863248,"Nick Fortes",21538,663743
"Andrew Benintendi","CHW",49,173,3,17,23,1,0.063583815,0.283236994,0.132911392,0.302752293,0.227848101,0.273255813,0.360759493,0.27976914616518245,0.30738996324085055,75.1237163153345,-0.5061578480526805,-5.497359407333708,-5.690494418144226,-0.5358709892565248,0.634015306,11,0,49,0,158,36,23,8,2,0.063583815,0.283236994,0.224489795,0.634015306,-0.15863734483718872,0.5398682715376472,88.67545276988636,0.09734513,106.4,0.46902655,0.2440844201422357,0.415545451176631,69.40376830651815,0.24422442,0.34302326,0.73076923,0.52743902,0.59322034,0.78508772,0.71965318,0.47560976,"Andrew Benintendi",17901,643217
"Greg Jones","MIL",11,22,0,0,1,1,0,0.409090909,0,0.166666666,0.095238095,0.095238095,0.095238095,0.08555160817645845,0.1747619083949498,-55.65223006251227,-0.21562195045407861,-4.183849919436611,-0.11241140961647034,-0.37302693486823413,0.19047619,0,0,9,0,21,2,2,0,0,0,0.409090909,0,0.19047619,-0.4249591827392578,0.10788021232902378,85.70000110973011,0,109.1,0.30769231,0.1874285652523949,0.21723808561052596,71.69227337015086,0.13793103,0.375,0.64285714,0.52702703,0.41666667,0.74074074,0.64102564,0.56756757,"Greg Jones",25448,675659
"Brandon Marsh","PHI",51,194,5,28,24,4,0.046391752,0.216494845,0.154696133,0.394160583,0.32596685,0.355670103,0.480662983,0.3635884279414162,0.32491647820723685,131.30292669594033,0.32619077153503895,7.363477718016732,-2.631501019001007,1.119160122130288,0.836333086,9,1,42,1,181,59,43,9,2,0.046391752,0.216494845,0.214285714,0.836333086,0.2499268651008606,-0.011870576988990966,89.90071149553572,0.06338028,110.1,0.47183099,0.28608988644031996,0.43893818373090765,71.4793455471246,0.28434505,0.38,0.68518519,0.52670623,0.62406015,0.91891892,0.8084507,0.48071217,"Brandon Marsh",20202,669016
"Angel Martínez","CLE",52,190,9,24,27,8,0.031578947,0.2,0.217142857,0.255813953,0.24,0.279569892,0.457142857,0.321199135434243,0.3033543159948528,104.75021042849284,0.8009763644076884,1.8477190964706622,0.40482234954833984,0.9155537684174254,0.736712749,6,0,38,4,175,42,23,9,1,0.031578947,0.2,0.157894736,0.736712749,-0.4042159914970398,-0.0963240051920512,87.75662051930146,0.08450704,110.1,0.34507042,0.24784117305980008,0.4085588343003217,71.64553022540984,0.22622951,0.40633245,0.66076696,0.5264624,0.73376623,0.92857143,0.84920635,0.47214485,"Angel Martinez",26540,682657
"Lourdes Gurriel Jr.","ARI",25,102,1,7,11,1,0.078431372,0.186274509,0.076086957,0.27027027,0.228260869,0.284313725,0.304347826,0.2665832323186538,0.2901150572533701,65.8758803127879,0.1926959715783596,-3.8407868716521527,-3.1379259824752808,-0.3908640051019534,0.588661551,8,0,19,0,92,21,16,4,0,0.078431372,0.186274509,0.421052631,0.588661551,-0.353738009929657,0.04956977180427413,87.4893359375,0.06666667,105.8,0.36,0.2319782713185186,0.32631521639616595,71.107374811747,0.26506024,0.40465116,0.68484848,0.52631579,0.57471264,0.89380531,0.755,0.43421053,"Lourdes Gurriel Jr.",19238,666971
"Bryce Harper","PHI",55,229,13,33,33,4,0.135371179,0.179039301,0.261538462,0.277777777,0.271794871,0.366812227,0.533333333,0.38757718817252945,0.4102465710832399,147.6380525555699,-0.3847400536760688,12.257035260554284,-8.967669010162354,1.0835254985642229,0.90014556,31,2,41,0,195,53,29,10,1,0.135371179,0.179039301,0.75609756,0.90014556,0.40156036615371704,-0.28059521675131,89.59554140127389,0.14012739,113.5,0.42038217,0.29384456891470007,0.5732331745365123,73.94784324091479,0.20802005,0.36032389,0.74796748,0.52607184,0.53370787,0.86956522,0.73788546,0.42757822,"Bryce Harper",11579,547180
"Jordan Walker","STL",52,222,15,37,42,7,0.09009009,0.252252252,0.281407035,0.341085271,0.296482412,0.364864864,0.577889447,0.4079339839853682,0.3828652758117116,165.2722623328572,0.8892978406511247,17.68121278294517,-3.5677859783172607,2.180512129735268,0.942754311,20,0,56,2,199,59,33,11,0,0.09009009,0.252252252,0.357142857,0.942754311,1.2803682088851929,-0.24634007045301654,94.36250135633681,0.15972222,115.6,0.52083333,0.27664102407602165,0.5386512951973157,78.84784947359626,0.21122995,0.35123043,0.73584906,0.52567237,0.56050955,0.80586081,0.71627907,0.45354523,"Jordan Walker",27475,691023
"Jorge Mateo","ATL",32,64,2,17,6,6,0.0625,0.328125,0.15,0.432432432,0.3,0.34375,0.45,0.35157322976738214,0.30856823921203613,124.26493583989246,0.5648015798069537,2.364408717320102,1.6220538914203644,0.6201052888093452,0.79375,4,0,21,0,60,18,13,3,0,0.0625,0.328125,0.19047619,0.79375,-0.07177980989217758,-0.03499192469315818,88.5657894736842,0.1025641,112.2,0.43589744,0.2578499952952067,0.4008000055948893,73.69960445115547,0.16806723,0.41428571,0.65811966,0.52529183,0.53448276,0.83116883,0.7037037,0.45525292,"Jorge Mateo",17273,622761
"James McCann","ARI",22,62,0,3,6,0,0.016129032,0.274193548,0.050847458,0.285714285,0.20338983,0.216666666,0.254237288,0.21036508878072102,0.2075765291849772,27.59418332472152,-0.13049361761659384,-5.332653930506268,0.1618201732635498,-0.3336720316883476,0.470903954,1,0,17,0,59,12,9,3,0,0.016129032,0.274193548,0.058823529,0.470903954,-0.29257404804229736,0.4257215076616294,90.58333333333333,0.06818182,109.8,0.45454545,0.18076271121784793,0.28245764263605666,72.74126782463593,0.2815534,0.45833333,0.59322034,0.52521008,0.50909091,0.87142857,0.712,0.49579832,"James McCann",12859,543510
"Brett Sullivan","COL",28,84,1,4,9,0,0.047619047,0.214285714,0.116883117,0.237288135,0.194805194,0.240963855,0.311688311,0.24684553548514124,0.23582423174822773,39.72035204637077,0.7304077264852822,-5.13730142855376,-1.3871578574180603,-0.4022949533819038,0.552652166,4,0,18,1,77,15,8,6,0,0.047619047,0.214285714,0.222222222,0.552652166,-0.6251877546310425,0.15008176688562813,85.54745431673729,0,102.8,0.26229508,0.19860000610351564,0.2617199961344401,66.31857322080292,0.28467153,0.39240506,0.67132867,0.52491694,0.70967742,0.86458333,0.80379747,0.47508306,"Brett Sullivan",18217,664954
"Christopher Morel","MIA",18,60,0,2,1,1,0.05,0.35,0.053571429,0.257142857,0.160714285,0.216666666,0.214285714,0.20107182562351228,0.22183618545532227,20.907838072170083,0.2388850310817361,-5.260362682232763,-3.333706498146057,-0.694283469204988,0.43095238,3,0,21,1,56,9,6,3,0,0.05,0.35,0.142857142,0.43095238,-0.7022939920425415,-0.06141436664378208,88.38285435267858,0.02857143,109.4,0.42857143,0.1885535717010498,0.2432142836706979,76.21796875,0.21052632,0.35106383,0.67592593,0.52475248,0.57575758,0.75342466,0.69811321,0.53465347,"Christopher Morel",21897,666624
"Chad Stevens","COL",5,15,0,0,2,0,0.133333333,0.333333333,0,0.125,0.083333333,0.2,0.083333333,0.15346827109654745,0.17078109221024948,-23.864816654312975,0.17001744685694575,-1.9830508634008357,0.7341716103255749,-0.0805068767234196,0.283333333,2,0,5,0,12,1,1,0,0,0.133333333,0.333333333,0.4,0.283333333,-0.09680002927780151,0.07133239106993033,83.9625015258789,0,100.2,0.375,0.12144445048438178,0.17355555958218044,72.86601819490132,0.15789474,0.37837838,0.75,0.52459016,0.57142857,0.88888889,0.75,0.39344262,"Chad Stevens",29614,677060
"Sam Haggerty","TEX",32,43,0,3,1,1,0.023255813,0.372093023,0.024390244,0.24,0.146341463,0.186046511,0.170731707,0.1675661386445511,0.1743717969850052,0.4396651739458037,0.21041650092229247,-4.7546870270799175,0.17907750606536865,-0.3188597100817697,0.356778218,1,0,16,1,41,6,5,1,0,0.023255813,0.372093023,0.0625,0.356778218,-0.8846839666366577,-0.1266217542719854,85.72608483355978,0,105.5,0.08,0.15714633755567597,0.18392682657009218,70.27142776268116,0.1884058,0.34246575,0.6875,0.52287582,0.4,0.81818182,0.6875,0.52287582,"Sam Haggerty",18054,664059
"Pete Crow-Armstrong","CHC",55,224,6,28,23,12,0.089285714,0.25,0.137755102,0.281481481,0.224489795,0.313901345,0.362244897,0.3052137574634036,0.32632670271287273,94.9679860460091,1.097914021462202,-0.20828225311149295,12.265556871891022,1.974302631500756,0.676146242,20,1,56,6,196,44,31,5,2,0.089285714,0.25,0.357142857,0.676146242,0.4265612065792084,0.43837020494239354,91.34558823529412,0.08450704,111.5,0.48591549,0.24079792240123057,0.41083937728960895,74.47678645833334,0.21866667,0.38157895,0.69109948,0.52267303,0.57471264,0.85227273,0.74200913,0.45584726,"Pete Crow-Armstrong",27769,691718
"Jerar Encarnacion","SFG",17,35,0,1,0,0,0.028571428,0.228571428,0.029411764,0.23076923,0.176470588,0.2,0.205882352,0.18490846497671945,0.21024548666817802,13.649497361171504,-1.0925170863047242,-4.594802214016525,-0.7497988343238831,-0.4392800892376354,0.405882352,1,0,8,0,34,6,5,1,0,0.028571428,0.228571428,0.125,0.405882352,-0.5121598839759827,-0.20528241546089399,87.50384051983173,0.07692308,112.3,0.34615385,0.18976471003364115,0.2656470467062557,74.66251302083333,0.17333333,0.43373494,0.61842105,0.52201258,0.63888889,0.95744681,0.81927711,0.47798742,"Jerar Encarnacion",21871,666464
"Brady House","WSN",44,177,7,22,25,1,0.073446327,0.282485875,0.171779141,0.280373831,0.226993865,0.282485875,0.398773006,0.3014933463543822,0.319680083881725,90.65589660065712,-0.7978448625653982,-2.714436053120562,-2.7916585355997086,0.004896185362852117,0.681258881,13,0,50,0,163,37,23,7,0,0.073446327,0.282485875,0.26,0.681258881,-0.1778026968240738,0.3417100838858276,88.98230088495575,0.10526316,113.4,0.42982456,0.2508148146264347,0.4269629584418403,73.49042585784314,0.19934641,0.33524355,0.73076923,0.52193646,0.54700855,0.77192982,0.69565217,0.4720121,"Brady House",29993,691781
"Rafael Devers","SFG",55,227,7,21,28,0,0.057268722,0.295154185,0.170616114,0.323741007,0.246445497,0.290748898,0.417061611,0.30759976466496786,0.2898723082108931,97.1960334464198,-1.1082375040277839,-1.8458313283388874,-6.2046138048172,-0.0960243521553859,0.707810509,13,2,67,1,211,52,30,15,0,0.057268722,0.295154185,0.19402985,0.707810509,0.4545780420303345,1.087825672308128,91.52482489224138,0.10273973,112.4,0.49315068,0.2221796165392237,0.40928157324929837,71.40349461338631,0.23471883,0.3233945,0.70752688,0.52164262,0.67375887,0.74772036,0.72553191,0.51609323,"Rafael Devers",17350,646240
"Matt Wallner","MIN",34,135,4,14,10,0,0.074074074,0.392592592,0.125,0.253968253,0.166666666,0.259259259,0.291666666,0.255997312951971,0.2816288418240017,58.45015420835436,-0.39637874998152256,-6.90181895153787,-5.788561820983887,-0.8278089044072506,0.550925925,10,0,53,5,120,20,13,3,0,0.074074074,0.392592592,0.188679245,0.550925925,-1.1450215578079224,-0.4002920405954675,88.39253439832089,0.10447761,110.3,0.40298507,0.1997416655222575,0.3333083470662435,75.37049865722656,0.1328125,0.3161512,0.74169742,0.52135231,0.31521739,0.71641791,0.59044369,0.48220641,"Matt Wallner",26466,670242
"Carlos Narváez","BOS",35,114,2,13,3,1,0.087719298,0.289473684,0.108910891,0.303030303,0.217821782,0.300884955,0.326732673,0.28789826462754103,0.29132488554557867,76.72657213600463,-0.12886513071134686,-3.205944578060176,4.881166752427816,0.5828174647646169,0.627617628,10,0,33,2,101,22,15,5,0,0.087719298,0.289473684,0.303030303,0.627617628,-0.19494891166687012,-0.201842632681122,91.22537459188433,0.07246377,109.9,0.37681159,0.22336633134596418,0.3403762213074335,71.59865969036697,0.21100917,0.35064935,0.68619247,0.5212766,0.51851852,0.84756098,0.73877551,0.50851064,"Carlos Narvaez",19722,665966
"Jorbit Vivas","WSN",41,115,1,15,5,0,0.078260869,0.139130434,0.092783505,0.280487804,0.24742268,0.330357142,0.340206185,0.3060962493930544,0.27837417806897846,93.79023950675122,-0.24975608009845018,-1.0773004265591606,0.02841273695230484,0.2647463463664619,0.670563327,9,0,16,4,97,24,17,6,0,0.078260869,0.139130434,0.5625,0.670563327,-0.9234068393707275,-0.6045477902135099,82.69518307605422,0.02325581,108.5,0.23255814,0.22875256882500403,0.2894329975560768,69.27131984544837,0.21195652,0.27699531,0.79787234,0.52119701,0.6440678,0.94,0.85645933,0.46882793,"Jorbit Vivas",23917,678391
"Esteury Ruiz","MIA",24,43,2,11,5,8,0.023255813,0.348837209,0.268292683,0.24,0.195121951,0.209302325,0.463414634,0.28219789266586304,0.20619982342387355,76.15056436841145,1.919451619964093,0.7310447664795054,-1.4271278083324432,0.06755586957146653,0.672716959,1,0,15,0,41,8,2,3,1,0.023255813,0.348837209,0.066666666,0.672716959,0.03741444647312164,-0.1340520565624513,87.88461538461539,0.07407407,105.1,0.2962963,0.16141463489067265,0.2947804985976801,71.8217709189967,0.21052632,0.35227273,0.69879518,0.52046784,0.48387097,0.74137931,0.65168539,0.48538012,"Esteury Ruiz",21780,665923
"Garrett Stubbs","PHI",9,21,0,3,1,0,0.047619047,0.19047619,0,0.285714285,0.235294117,0.333333333,0.235294117,0.2743870956557138,0.2865896224975586,70.56135540607751,-0.03976845974102616,-0.756168647282681,1.1181252300739288,0.10560160076410935,0.56862745,1,0,4,2,17,4,4,0,0,0.047619047,0.19047619,0.25,0.56862745,-0.09525793045759201,-0.005914970776183831,90.80832926432292,0,103.5,0.42857143,0.23917646969065948,0.27900000179515166,67.74235288558468,0.35483871,0.39534884,0.6875,0.52,0.58823529,0.95454545,0.79487179,0.42666667,"Garrett Stubbs",18067,596117
"Will Wilson","SEA",2,6,1,1,2,0,0.166666666,0.166666666,0.6,0,0.2,0.333333333,0.8,0.4653123120466868,0.45209868748982746,208.13610966886253,-0.005281002726405859,0.7471999235511655,0.08319935761392117,0.10745532402453307,1.133333333,1,0,1,0,5,1,0,0,0,0.166666666,0.166666666,1,1.133333333,0.07376399636268616,0.010530486143900689,87.79999542236328,0.25,106.3,0.25,0.2115999937057495,0.7619999885559082,65.65958658854167,0.16666667,0.33333333,0.8,0.52,0.2,0.875,0.61538462,0.4,"Will Wilson",25434,669717
"Bryce Teodosio","LAA",34,51,0,5,2,4,0.058823529,0.352941176,0.042553191,0.344827586,0.212765957,0.26,0.255319148,0.23697749733924867,0.20311552047729492,45.090152381122444,0.2469412232749164,-3.0008934876148374,1.9885309040546417,0.07848247787980786,0.515319148,3,0,18,0,47,10,8,2,0,0.058823529,0.352941176,0.166666666,0.515319148,-0.37740591168403625,0.004270562875312689,83.51851851851852,0.06666667,107.2,0.23333333,0.1598936141805446,0.2361702208823346,70.45854106702302,0.19736842,0.37777778,0.66666667,0.51977401,0.5,0.75862069,0.66304348,0.49152542,"Bryce Teodosio",29524,669326
"Carson Williams","TBR",11,29,0,6,3,0,0.068965517,0.344827586,0.038461538,0.1875,0.115384615,0.178571428,0.153846153,0.15995666810444423,0.1952922855104719,-7.019164908113368,0.2746127787977457,-3.3248116518221393,-1.6202629581093788,-0.4073716302564938,0.332417581,2,0,10,0,26,3,2,1,0,0.068965517,0.344827586,0.2,0.332417581,-0.44531404972076416,-0.023968797589312252,83.19999694824219,0,110.1,0.17647059,0.16661539444556603,0.18865383588350737,74.45582549426021,0.14285714,0.32692308,0.7037037,0.51886792,0.52941176,0.76315789,0.69090909,0.50943396,"Carson Williams",30038,700246
"Henry Davis","PIT",39,123,4,12,10,1,0.089430894,0.186991869,0.138888889,0.135802469,0.138888888,0.237704918,0.277777777,0.24018810274171049,0.2887940487619174,46.999552149877196,0.2934457203373313,-7.261010983176373,3.3291041553020477,-0.007525368286828205,0.515482695,11,0,23,3,108,15,8,3,0,0.089430894,0.186991869,0.478260869,0.515482695,-0.30766621232032776,0.22381434801208672,90.47856794084821,0.09302326,112.3,0.36046512,0.2040865421295166,0.3400384462796725,75.49431864420573,0.234375,0.31279621,0.71111111,0.51834862,0.51515152,0.90625,0.7920354,0.51605505,"Henry Davis",29617,680779
"Jonny DeLuca","TBR",41,125,2,17,19,6,0.04,0.208,0.142857142,0.329670329,0.268907563,0.298387096,0.411764705,0.3130650818347931,0.27707226045670047,97.15471022532105,1.147146638482809,0.7346598714709166,2.180393099784851,0.7505883641060355,0.710151801,5,0,26,0,119,32,19,11,0,0.04,0.208,0.192307692,0.710151801,-0.4578604996204376,-0.08891474026533347,85.46043848729396,0.03191489,109,0.29787234,0.2516302541524422,0.3503277241682806,73.764569757109,0.17061611,0.37142857,0.68181818,0.51827957,0.62637363,0.86666667,0.77593361,0.47311828,"Jonny DeLuca",26365,676356
"Petey Halpin","CLE",16,26,0,3,1,2,0.038461538,0.23076923,0,0.157894736,0.12,0.153846153,0.12,0.13064391337908232,0.24025354018578163,-24.902206605616712,0.4865563530474901,-3.2797614517718205,0.9290937036275864,-0.14976742534281728,0.273846153,1,0,6,0,25,3,3,0,0,0.038461538,0.23076923,0.166666666,0.273846153,-0.20564602315425873,0.11416387268286837,87.02222357855902,0.05263158,107.3,0.26315789,0.2159600067138672,0.2956399917602539,71.36737969581117,0.19148936,0.25,0.7962963,0.51818182,0.42857143,0.86046512,0.75438596,0.49090909,"Petey Halpin",27931,690984
"Donovan Walton","LAA",4,13,0,2,0,0,0.076923076,0.307692307,0.083333333,0.125,0.083333333,0.153846153,0.166666666,0.15233360345547015,0.261324018239975,-12.500950664239419,-0.005281002726405859,-1.701465341901923,0.40450451895594597,-0.08746553857841285,0.320512819,1,0,4,0,12,1,0,1,0,0.076923076,0.307692307,0.25,0.320512819,-0.19175215065479279,-0.025968065876484453,87.57500457763672,0,103.8,0.5,0.17999999863760813,0.29128571919032503,67.08741861979166,0.26666667,0.4137931,0.62962963,0.51785714,0.33333333,0.82352941,0.62068966,0.48214286,"Donovan Walton",19314,622268
"Casey Schmitt","SFG",47,192,12,26,31,3,0.036458333,0.197916666,0.269662922,0.315384615,0.297752808,0.338541666,0.56741573,0.3907030743236343,0.3607533362603957,153.78516141917007,-0.25358815398067236,11.713329173256437,-2.9473495483398438,1.5299704420723992,0.905957396,7,0,38,5,178,53,30,10,1,0.036458333,0.197916666,0.184210526,0.905957396,0.7398799061775208,-0.11136486130450918,89.93687666223404,0.14084507,112.3,0.45774648,0.2782034984854765,0.5217151198276254,72.24176065811258,0.26490066,0.36151603,0.67365269,0.5155096,0.58064516,0.91555556,0.7965616,0.49335303,"Casey Schmitt",27577,669477
"Eloy Jiménez","TOR",12,35,0,2,3,0,0.085714285,0.2,0,0.36,0.29032258,0.342857142,0.29032258,0.29114929267338346,0.25653645651681084,83.72521227852877,-0.49860389716923237,-1.1592317518845767,-0.9722222089767456,-0.0947599143544395,0.633179722,3,0,7,0,31,9,9,0,0,0.085714285,0.2,0.428571428,0.633179722,-0.20736993849277496,-0.11936934573083394,89.22400390625,0.04,102.5,0.44,0.21361291023992723,0.28925806476223853,72.70145325741525,0.23728814,0.39240506,0.70588235,0.51538462,0.51612903,0.86111111,0.70149254,0.39230769,"Eloy Jimenez",17484,650391
"Samuel Basallo","BAL",44,164,8,21,22,0,0.079268292,0.268292682,0.22,0.323232323,0.266666666,0.323170731,0.486666666,0.351358205994214,0.3374753541584256,125.52933964265799,-0.4547575619071722,4.400999312251556,-2.8329842165112495,0.7513423914149724,0.809837397,13,1,44,0,150,40,24,7,1,0.079268292,0.268292682,0.295454545,0.809837397,0.6307753324508667,0.433563360060514,92.90848872346699,0.10280374,111.8,0.4953271,0.261572423474542,0.4633931127087823,75.10181499524715,0.25855513,0.38905775,0.67307692,0.51443124,0.515625,0.84,0.7029703,0.44142615,"Samuel Basallo",28824,694212
"Zach McKinstry","DET",33,108,1,2,9,1,0.074074074,0.175925925,0.06122449,0.2,0.173469387,0.231481481,0.234693877,0.2104324971404031,0.24433150800686437,27.953965056333832,-1.2810880672186613,-10.305259650151436,0.8500217813998461,-0.5901383304825771,0.466175358,8,1,19,0,98,17,13,3,0,0.074074074,0.175925925,0.421052631,0.466175358,-0.21180398762226105,0.6248432926255097,83.58394820601852,0.01234568,104.2,0.20987654,0.2079270879427592,0.28033334016799927,69.09583875868056,0.21666667,0.30434783,0.68103448,0.51442308,0.67857143,0.94936709,0.87850467,0.55769231,"Zach McKinstry",19392,656716
"Ryan Kreidler","MIN",15,47,3,9,8,0,0.106382978,0.276595744,0.261904762,0.346153846,0.285714285,0.361702127,0.547619047,0.39626252143941026,0.3437438315533577,153.8856038908906,-0.6032538283616304,2.334017842331128,-0.09566435217857361,0.40038696862060796,0.909321174,5,0,13,0,42,12,7,2,0,0.106382978,0.276595744,0.384615384,0.909321174,0.16821593046188354,0.4133662814955256,88.86206896551724,0.10344828,108.9,0.34482759,0.2457380975995745,0.4661190396263486,74.14277102623457,0.18518519,0.30232558,0.71910112,0.51428571,0.42307692,0.796875,0.68888889,0.50857143,"Ryan Kreidler",25867,668952
"Daniel Susac","SFG",18,53,0,2,9,0,0.075471698,0.245283018,0.102040816,0.444444444,0.326530612,0.37735849,0.428571428,0.35930209339789626,0.338063545946805,132.40269018697683,-0.6583612784743309,1.3317415807200674,2.210776925086975,0.5384788927996881,0.805929918,4,0,13,0,49,16,12,3,1,0.075471698,0.245283018,0.307692307,0.805929918,0.0004661455750465393,0.03221983055095017,89.01944308810764,0.08333333,104.7,0.36111111,0.29220407836291257,0.42506120642837214,69.2720691769622,0.26744186,0.35714286,0.68131868,0.51322751,0.51428571,0.88709677,0.75257732,0.48148148,"Daniel Susac",31441,691740
