Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,OPS,BB,IBB,SO,HBP,AB,H,1B,2B,3B,BB%,K%,BB/K,OPS,WPA,Clutch,EV,Barrel%,maxEV,HardHit%,xBA,xSLG,BatSpd,SqUpSw%,O-Swing% (mlb),Z-Swing% (mlb),Swing% (sc),O-Contact% (mlb),Z-Contact% (mlb),Contact% (sc),Zone% (mlb),NameASCII,PlayerId,MLBAMID
"Dustin Harris","- - -",17,52,0,6,5,4,0.115384615,0.134615384,0.069767442,0.27027027,0.232558139,0.333333333,0.302325581,0.2947094463834576,0.3346068064371745,85.42745275515517,0.6265817792154849,-0.25226328912074547,0.12839844822883606,0.17398635011625369,0.635658914,6,0,7,1,43,10,8,1,1,0.115384615,0.134615384,0.857142857,0.635658914,0.21489989757537842,0.3453877963179231,83.68611145019531,0,103.9,0.15789474,0.28572093054305675,0.3558139579240666,66.71633424620697,0.37681159,0.31683168,0.54545455,0.42328042,0.8125,0.89583333,0.8625,0.46560847,"Dustin Harris",25705,687957
"Nico Hoerner","CHC",54,246,4,23,31,10,0.101626016,0.077235772,0.11682243,0.257731958,0.252336448,0.337398373,0.369158878,0.31990973057785654,0.3355982483935957,104.97519642876847,1.5488736303523183,2.9671599859277165,6.386642098426819,1.766043385916757,0.706557251,25,0,19,4,214,54,37,13,0,0.101626016,0.077235772,1.315789473,0.706557251,0.13293591141700745,-0.38242344878735235,85.24769631410257,0.01515152,105.8,0.25757576,0.2891067949313562,0.37601941303142067,68.20709817951713,0.35202492,0.30785563,0.55238095,0.42312009,0.77241379,0.97413793,0.89655172,0.47138047,"Nico Hoerner",21479,663538
"Jim Jarvis","ATL",2,5,0,0,0,0,0,0.4,0,0.333333333,0.2,0.2,0.2,0.17965837717056274,0.17720000743865966,7.199663301696168,-0.005304827394866152,-0.5430024817766737,-0.8699458241462708,-0.12993565893991268,0.4,0,0,2,0,5,1,1,0,0,0,0.4,0,0.4,-0.0774279534816742,-0.011730195562883988,91.16666666666667,0,101.8,0.33333333,0.1833999991416931,0.22080001831054688,69.99350314670139,0.11111111,0.30769231,0.53846154,0.42307692,0.5,1,0.81818182,0.5,"Jim Jarvis",33492,805347
"Bryan Torres","STL",4,17,1,1,2,0,0.117647058,0.117647058,0.2,0.333333333,0.333333333,0.411764705,0.533333333,0.4168769121170044,0.4217653274536133,171.36194163168275,-0.21873862389475107,1.1870957725643,-0.0221136212348938,0.17568881825985225,0.945098038,2,0,2,0,15,5,4,0,0,0.117647058,0.117647058,1,0.945098038,-0.24854326248168945,-0.3368933796003449,86.25833129882812,0,99.8,0.23076923,0.35239999294281005,0.49250001907348634,67.12579345703125,0.22222222,0.25641026,0.625,0.42253521,0.6,0.95,0.83333333,0.45070423,"Bryan Torres",21464,663494
"Masyn Winn","STL",47,200,1,20,18,4,0.085,0.205,0.086206897,0.286764705,0.229885057,0.31,0.316091954,0.28604481935501097,0.30073806288328814,82.27193943248533,0.7033268990926445,-3.4054239623966227,2.237446591258049,0.5283071457903078,0.626091954,17,0,41,5,174,40,29,8,2,0.085,0.205,0.414634146,0.626091954,0.4057055413722992,0.7693278897857019,86.79701346781717,0.02919708,108.5,0.2919708,0.2538452375502813,0.3235297657194592,69.77559448653199,0.25252525,0.25178147,0.5990099,0.42181818,0.6509434,0.85123967,0.79022989,0.48969697,"Masyn Winn",27479,691026
"Bryson Stott","PHI",49,184,5,15,25,10,0.059782608,0.173913043,0.159763314,0.255639097,0.23076923,0.28021978,0.390532544,0.29633048504263493,0.3078421689151378,85.50368773041802,2.937443831935525,-0.153520150012306,2.783888578414917,0.8693005854499953,0.670752324,11,0,32,1,169,39,24,8,2,0.059782608,0.173913043,0.34375,0.670752324,0.27712759375572205,0.5511658017327951,90.02173913043478,0.06428571,109.6,0.40714286,0.253830302845348,0.39746061382871684,70.12029747596154,0.35,0.3260274,0.52136752,0.42178771,0.73109244,0.91803279,0.84437086,0.49022346,"Bryson Stott",26294,681082
"Sal Frelick","MIL",50,189,3,21,18,4,0.089947089,0.111111111,0.085365853,0.23076923,0.219512195,0.291891891,0.304878048,0.2705323644306349,0.27798487345377604,70.310258449184,0.20934033067896962,-6.293256184078036,-2.5559229850769043,-0.3019848807129413,0.596769939,17,1,21,1,164,36,28,5,0,0.089947089,0.111111111,0.809523809,0.596769939,-0.3896138072013855,0.3042509121599849,85.43541802300348,0.02666667,107.2,0.24666667,0.23613665562979183,0.31918012725640527,68.05154289333977,0.34362934,0.21902017,0.61246612,0.42178771,0.77631579,0.95132743,0.90728477,0.51536313,"Sal Frelick",29622,686217
"Denzel Clarke","ATH",22,60,0,4,6,2,0.066666666,0.4,0.018867925,0.310344827,0.16981132,0.228070175,0.188679245,0.1977591263620477,0.19309585435049875,16.769445562473756,0.5019889157265425,-5.289730879772955,0.5812953412532806,-0.27153091006092284,0.41674942,4,0,24,0,53,9,8,1,0,0.066666666,0.4,0.166666666,0.41674942,-0.29525622725486755,0.2655736941634685,91.89643205915179,0.03125,112.7,0.46875,0.1631923088660607,0.19011537845318133,77.1595292524858,0.20454545,0.25954198,0.61261261,0.4214876,0.35294118,0.79411765,0.64705882,0.45867769,"Denzel Clarke",29858,672016
"Edouard Julien","COL",45,149,2,15,12,3,0.114093959,0.281879194,0.083969465,0.287356321,0.20610687,0.302013422,0.290076335,0.2762782573699951,0.3241909974373427,59.7625389600982,-0.23390581691637635,-7.181515683841938,-4.605414927005768,-0.7357095816727822,0.592089757,17,0,42,1,131,27,21,3,1,0.114093959,0.281879194,0.404761904,0.592089757,-0.35229018330574036,0.21491235847787382,91.0483124122191,0.07865169,109.1,0.49438202,0.2386412292946386,0.3982290020425811,71.27827785326087,0.27826087,0.2172524,0.63333333,0.42088091,0.47058824,0.85789474,0.75581395,0.48939641,"Edouard Julien",27534,666397
"Junior Caminero","TBR",52,229,13,32,27,0,0.126637554,0.161572052,0.221105527,0.266666666,0.266331658,0.358078602,0.487437185,0.369837248377863,0.37345427085910987,135.782088332237,-1.3026744248345494,8.200630628334338,-7.606672465801239,0.8840796577889714,0.845515787,29,2,37,0,199,53,35,5,0,0.126637554,0.161572052,0.783783783,0.845515787,0.06422747671604156,-0.5727850948031377,92.47469376929013,0.12269939,116.9,0.46625767,0.2790876368886417,0.5014638999073776,79.9004442168445,0.2195122,0.28248588,0.62191781,0.42075893,0.7,0.88105727,0.80901857,0.40736607,"Junior Caminero",28163,691406
"Michael Conforto","CHC",33,84,3,11,11,0,0.142857142,0.261904761,0.23943662,0.340425531,0.267605633,0.369047619,0.507042253,0.38222044706344604,0.36815600168137325,147.40562577941301,0.38277977891266346,4.997312773534595,-3.275633454322815,0.45073540951117486,0.876089872,12,0,22,0,71,19,8,8,0,0.142857142,0.261904761,0.545454545,0.876089872,1.1850059032440186,0.47692726913791783,94.202001953125,0.12,109.3,0.52,0.2633098548566791,0.48008448641065143,72.82108263465447,0.2601626,0.23655914,0.63354037,0.42074928,0.47727273,0.84313725,0.73287671,0.46397695,"Michael Conforto",16376,624424
"Marcell Ozuna","PIT",45,188,5,14,21,0,0.09574468,0.292553191,0.119047619,0.24074074,0.184523809,0.271276595,0.303571428,0.2625954074655625,0.3104769600762261,62.25778722800608,-0.40114128217101097,-8.623639605200516,-4.537036895751953,-0.7512378440068499,0.574848023,18,1,55,2,168,31,21,5,0,0.09574468,0.292553191,0.327272727,0.574848023,-1.2906973361968994,-0.013588889456150666,89.69008657094595,0.07964602,111.2,0.40707965,0.22038508350064295,0.40225466141789595,73.53556149022108,0.2244898,0.26136364,0.60582011,0.4205379,0.53043478,0.81222707,0.71802326,0.46210269,"Marcell Ozuna",10324,542303
"Iván Herrera","STL",53,242,6,31,26,2,0.132231404,0.17768595,0.161616162,0.304635761,0.262626262,0.388429752,0.424242424,0.36190624823089407,0.361538525285392,133.9297148506434,-0.9857043423689902,8.529413284627847,-4.071240067481995,1.2466273832905834,0.812672176,32,4,43,10,198,52,33,12,1,0.132231404,0.17768595,0.744186046,0.812672176,0.48205217719078064,-0.46303847428331,89.56645035282259,0.07006369,112.3,0.43312102,0.2674041510863625,0.4225077653795944,74.37980594023324,0.25947522,0.27021696,0.60047281,0.42043011,0.62043796,0.90551181,0.8056266,0.45483871,"Ivan Herrera",20599,671056
"Jared Triolo","PIT",24,70,0,4,3,1,0.042857142,0.228571428,0.03076923,0.326530612,0.246153846,0.289855072,0.276923076,0.2604662879653599,0.24767420185146047,60.80796511669531,0.5372463660314679,-2.641928663688367,-1.0257873758673668,-0.15221526892051013,0.566778148,3,0,16,1,65,16,14,2,0,0.042857142,0.228571428,0.1875,0.566778148,-0.8483474850654602,-0.4375831094816268,85.56595952460107,0.02,108.6,0.34,0.22244444347563244,0.27892064291333396,71.26081692442602,0.23469388,0.23076923,0.5971223,0.42007435,0.36666667,0.91566265,0.7699115,0.51672862,"Jared Triolo",25807,669707
"Will Smith","LAD",45,175,5,20,22,0,0.097142857,0.16,0.117647058,0.268292682,0.248366013,0.325714285,0.366013071,0.3121887237685067,0.36422624027027806,98.42977137537807,-0.5104983537457883,-0.8289324213575672,4.804917573928833,0.9792884635297117,0.691727356,17,0,28,2,153,38,30,3,0,0.097142857,0.16,0.607142857,0.691727356,0.3199995756149292,0.4676677149618536,89.9453125,0.125,110.8,0.3984375,0.2616711302891674,0.46204028033570155,69.85448137684502,0.29889299,0.22222222,0.62465753,0.41991925,0.69047619,0.91666667,0.85576923,0.49125168,"Will Smith",19197,669257
"Taylor Walls","TBR",40,147,0,19,14,6,0.115646258,0.244897959,0.080645161,0.284090909,0.201612903,0.302816901,0.282258064,0.27357972675645853,0.2423295095457253,70.2891556205031,0.6626547980122268,-4.402652917486712,3.247937321662903,0.4086175651536878,0.585074965,17,0,36,1,124,25,17,6,2,0.115646258,0.244897959,0.472222222,0.585074965,-0.03658171370625496,0.18835400473513073,82.62261672247024,0.02150538,101.9,0.15053763,0.17600813144590796,0.2284959312376937,67.26942326472356,0.23557692,0.24172185,0.604811,0.41989882,0.64383562,0.86363636,0.79919679,0.49072513,"Taylor Walls",22458,670764
"Jake Rogers","DET",18,54,0,4,4,1,0.074074074,0.296296296,0.085106383,0.212121212,0.14893617,0.222222222,0.234042553,0.2094769036328351,0.24218080661914967,27.30378603409519,0.12034076685085893,-4.432464316530016,0.9847218096256256,-0.16267102040560388,0.456264775,4,0,16,1,47,7,4,2,1,0.074074074,0.296296296,0.25,0.456264775,-0.6663597226142883,-0.2197301076492707,86.62727124763258,0.09090909,106.2,0.36363636,0.17810638914717006,0.29272341220936876,70.7854335455247,0.24691358,0.27433628,0.57692308,0.41935484,0.5483871,0.81666667,0.72527473,0.47926267,"Jake Rogers",19452,668670
"Blake Perkins","MIL",31,71,0,6,7,2,0.084507042,0.253521126,0.047619047,0.133333333,0.095238095,0.185714285,0.142857142,0.16392903072493417,0.23105637686593192,-2.2811908946699733,0.35107464995235205,-8.064285564368394,-1.8969913721084595,-0.8000135562155041,0.328571427,6,0,18,1,63,6,3,3,0,0.084507042,0.253521126,0.333333333,0.328571427,-0.40914207696914673,0.17140192505382884,85.10222439236111,0.04347826,106.4,0.34782609,0.16838094923231336,0.24723809862893725,70.3101337139423,0.24038462,0.30463576,0.54887218,0.41901408,0.65217391,0.83561644,0.76470588,0.46830986,"Blake Perkins",19921,663368
"Munetaka Murakami","CHW",54,235,19,39,39,0,0.174468085,0.327659574,0.3125,0.268041237,0.234375,0.370212765,0.546875,0.3935448767302872,0.3721746826171875,152.5359137271553,-1.1554769086651504,13.163027473060705,-3.6360763013362885,1.8297161959697403,0.917087765,41,4,77,1,192,45,23,3,0,0.174468085,0.327659574,0.532467532,0.917087765,0.9323535561561584,-0.25457172055149946,94.05304008152174,0.19827586,114.1,0.57758621,0.2160967755061324,0.5158064647387433,75.19381492962466,0.20107239,0.21903052,0.65199161,0.41876209,0.3442623,0.71061093,0.6073903,0.46131528,"Munetaka Murakami",37120,808959
"Will Benson","CIN",40,95,2,10,5,1,0.157894736,0.305263157,0.128205128,0.255319148,0.179487179,0.319148936,0.307692307,0.29034288916536555,0.3233075883653429,78.14483973469487,0.2642177753150463,-2.1417853465373,-2.1223796606063843,-0.13277432907120817,0.626841243,15,1,29,1,78,14,9,2,1,0.157894736,0.305263157,0.517241379,0.626841243,-0.7247146368026733,-0.30009420248292995,91.53478473165761,0.12,111.9,0.38,0.20141333262125652,0.38117332458496095,73.52357219827586,0.2,0.19339623,0.67567568,0.41813602,0.6097561,0.712,0.68674699,0.46599496,"Will Benson",21853,666181
"Chase DeLauter","CLE",52,215,7,20,30,2,0.116279069,0.111627906,0.180851064,0.257861635,0.255319148,0.339534883,0.436170212,0.3437720065893129,0.3514096541105261,120.10863132659429,1.2105238577350974,6.224641001746621,-4.436389148235321,0.9573323869075168,0.775705095,25,0,24,0,188,48,29,11,1,0.116279069,0.111627906,1.041666666,0.775705095,0.6887955665588379,0.17870838255591426,89.84938905297255,0.06024096,111.2,0.39156627,0.27607222663031683,0.4192666795518663,71.69853449192176,0.32653061,0.18571429,0.66084788,0.41778319,0.66666667,0.91698113,0.86005831,0.48842875,"Chase DeLauter",32127,800050
"Omar Martinez","LAA",5,3,0,0,0,0,0,0.333333333,0,0.5,0.333333333,0.333333333,0.333333333,0.29943062861760456,0.11133333047231038,87.58281846635555,-0.34630602737888694,-0.389509413790725,-0.1304697711020708,-0.04301288178161141,0.666666666,0,0,1,0,3,1,1,0,0,0,0.333333333,0,0.666666666,-0.05257996916770935,-0.02797325357831755,88.8499984741211,0,99.6,0.5,0.11633333563804626,0.13566665848096213,75.5701904296875,0.25,0.28571429,0.6,0.41666667,1,1,1,0.41666667,"Omar Martinez",25369,683079
"Spencer Torkelson","DET",54,207,7,17,20,0,0.125603864,0.323671497,0.175141243,0.269230769,0.197740112,0.309178743,0.372881355,0.30933902113909884,0.3250506576614,95.24926013442415,-0.7121978425420821,-1.8527236069673485,-5.634401440620422,-0.03090701113943428,0.682060098,26,0,67,3,177,35,18,10,0,0.125603864,0.323671497,0.388059701,0.682060098,0.3983478248119354,0.7963952394821749,90.08818359375,0.13513514,109.8,0.43243243,0.21276744576387627,0.410941855851994,73.02941105769231,0.22153846,0.20833333,0.63657407,0.41666667,0.44210526,0.81454545,0.71891892,0.48648649,"Spencer Torkelson",27465,679529
"Michael Busch","CHC",54,237,6,22,30,1,0.151898734,0.219409282,0.158974359,0.280575539,0.23076923,0.358649789,0.389743589,0.33888661659370034,0.3565571772587764,117.89749080772509,-1.1112165628001094,3.804185865807428,-0.34783434867858887,1.1267646537853357,0.748393378,36,1,52,4,195,45,27,11,1,0.151898734,0.219409282,0.692307692,0.748393378,1.4334431886672974,0.41227618654281195,88.66180419921875,0.13103448,108.7,0.43448276,0.2447382143030616,0.43916228928491086,68.36269589206232,0.29080119,0.25,0.61431871,0.41622761,0.56589147,0.85338346,0.75949367,0.45626976,"Michael Busch",26319,683737
"Joey Ortiz","MIL",44,133,1,15,11,4,0.120300751,0.180451127,0.044247788,0.233333333,0.194690265,0.290076335,0.238938053,0.25148360738317477,0.2872707861980409,57.33902355242638,-1.009119946975261,-7.5841995975191985,6.704692959785461,0.34068982489922545,0.529014388,16,0,24,0,113,22,19,2,0,0.120300751,0.180451127,0.666666666,0.529014388,-0.5414381623268127,-0.04842676884289587,86.29550890976124,0.03225806,110.8,0.34408602,0.21625663959874517,0.27764602256032217,71.9519755045573,0.24479167,0.3046595,0.54032258,0.41555977,0.70588235,0.92537313,0.84018265,0.47058824,"Joey Ortiz",25493,687401
"Kevin McGonigle","DET",53,233,3,33,21,8,0.137339055,0.128755364,0.135678392,0.331325301,0.291457286,0.394849785,0.427135678,0.3705238334099111,0.3740488688151042,136.8789709926904,3.469384149648249,13.435093576236213,0.34924447536468506,2.2629413955802176,0.821985463,32,0,30,2,199,58,40,12,3,0.137339055,0.128755364,1.066666666,0.821985463,1.1221741437911987,0.2436831574200089,88.00236917529585,0.09467456,109.5,0.37278107,0.2752820528470553,0.4726256541716747,71.39188544694767,0.31976744,0.18674699,0.66593407,0.41552991,0.74193548,0.92409241,0.88131313,0.47743966,"Kevin McGonigle",33572,805808
"Travis Bazzana","CLE",26,109,3,11,11,7,0.137614678,0.165137614,0.141304348,0.338028169,0.29347826,0.403669724,0.434782608,0.37632374741412983,0.3486326236536007,142.25660413514694,0.6885260287672281,6.030411778584494,-1.4338703453540802,0.8670548587811978,0.838452332,15,1,18,2,92,27,20,4,0,0.137614678,0.165137614,0.833333333,0.838452332,0.7176140546798706,0.18002784504992986,89.46856863839285,0.04054054,108.1,0.35135135,0.27380458787940015,0.4015976916784528,69.42526726973684,0.31578947,0.2,0.63285024,0.41486811,0.5952381,0.8778626,0.80924855,0.49640288,"Travis Bazzana",34967,683953
"P.J. Higgins","CIN",8,21,0,1,3,0,0.047619047,0.333333333,0,0.454545454,0.294117647,0.315789473,0.294117647,0.2733329220821983,0.31187326029727336,66.56191712866075,-0.22259021643549204,-1.0363181978183804,0.9126916378736496,0.055369948800067355,0.60990712,1,0,7,0,17,5,5,0,0,0.047619047,0.333333333,0.142857142,0.60990712,0.04854006692767143,0.12279967922208504,80.55454323508523,0,98.3,0.07692308,0.3227058859432445,0.3655293969547047,66.57407142376077,0.24137931,0.24324324,0.55555556,0.41463415,0.22222222,0.92,0.73529412,0.54878049,"P.J. Higgins",18433,664731
"Juan Soto","NYM",38,163,11,23,23,5,0.134969325,0.153374233,0.278571429,0.285714285,0.292857142,0.386503067,0.571428571,0.40578241137009635,0.41587622648750255,164.9644521139948,0.6393305221572518,12.910387430610982,-3.562187373638153,1.496075021070657,0.957931638,22,5,25,0,140,41,25,4,1,0.134969325,0.153374233,0.88,0.957931638,0.34769314527511597,-1.2103280548452466,93.01667009320175,0.18965517,114.2,0.5,0.2818592495388455,0.6313333581995081,72.94796449200237,0.3507109,0.22082019,0.6179402,0.41423948,0.54285714,0.90322581,0.8046875,0.48705502,"Juan Soto",20123,665742
"Austin Slater","- - -",21,49,0,4,2,1,0.102040816,0.306122448,0.023255814,0.310344827,0.209302325,0.285714285,0.232558139,0.24437012842723302,0.23348897817183514,52.38854405208904,0.34855855675414205,-2.354939912519747,-0.03626468777656555,-0.08832384533016553,0.518272424,5,0,15,0,43,9,8,1,0,0.102040816,0.306122448,0.333333333,0.518272424,-0.4934760481119156,-0.2378305930658362,85.69655424973061,0.03448276,101.5,0.13793103,0.18032558574232943,0.24576743813448174,71.44859520164695,0.22972973,0.25925926,0.6,0.41414141,0.53571429,0.81481481,0.7195122,0.45454545,"Austin Slater",16153,596103
"Sung-Mun Song","SDP",15,25,0,3,4,2,0.16,0.2,0.047619048,0.25,0.19047619,0.32,0.238095238,0.271232430934906,0.30517471313476563,73.78195730964738,0.34742850391194224,-0.41212585540658175,-0.4857262372970581,-0.011738019116161659,0.558095238,4,0,5,0,21,4,3,1,0,0.16,0.2,0.8,0.558095238,0.23951786756515503,0.18930446794070963,86.30000305175781,0.125,102.9,0.3125,0.19052380607241676,0.34800000417800175,70.46195068359376,0.25,0.19642857,0.64150943,0.41284404,0.45454545,0.88235294,0.77777778,0.48623853,"Sung-Mun Song",37122,823550
"Mitch Garver","SEA",27,85,2,12,6,0,0.188235294,0.294117647,0.115942029,0.285714285,0.20289855,0.352941176,0.318840579,0.3170556867823881,0.3072527426260489,107.26335688084212,-0.13182609621435404,0.584201587287139,-0.04892343282699585,0.36071803001138697,0.671781755,16,0,25,0,69,14,10,2,0,0.188235294,0.294117647,0.64,0.671781755,0.43564990162849426,0.23876527748225995,90.50454434481534,0.06818182,110.5,0.54545455,0.17516922583946815,0.31850770803598255,73.07596747819767,0.21705426,0.24137931,0.62576687,0.41256831,0.3877551,0.80392157,0.66887417,0.44535519,"Mitch Garver",15161,641598
"Adley Rutschman","BAL",37,154,7,18,26,0,0.09090909,0.155844155,0.224637681,0.259259259,0.253623188,0.324675324,0.478260869,0.35158239556597426,0.3557252264642096,125.6818766318786,-0.06108553847298026,4.525832506841636,4.9819029569625854,1.5367519870544633,0.802936193,14,0,24,1,138,35,18,10,0,0.09090909,0.155844155,0.583333333,0.802936193,-0.08591222763061523,-0.4351657912885327,89.21304347826087,0.08695652,110.3,0.45217391,0.278471020684726,0.4564202902973562,71.02077220933405,0.29257642,0.25531915,0.57877814,0.4125,0.76190476,0.93333333,0.87878788,0.4859375,"Adley Rutschman",26288,668939
"Anthony Volpe","NYY",10,40,1,6,7,2,0.2,0.25,0.1875,0.38095238,0.28125,0.425,0.46875,0.400795204937458,0.30555108014275045,158.85063679810577,0.1881544110365212,2.9182928033195563,0.9393308162689209,0.5427479366800617,0.89375,8,0,10,0,32,9,5,3,0,0.2,0.25,0.8,0.89375,0.3805627226829529,0.16778807945774477,89.41363525390625,0,104.5,0.40909091,0.1834230789771447,0.24034615663381723,71.49739276238208,0.22641509,0.22115385,0.68493151,0.41242938,0.52173913,0.86,0.75342466,0.41242938,"Anthony Volpe",27647,683011
"Rhys Hoskins","CLE",45,155,5,20,20,0,0.180645161,0.29032258,0.196721311,0.236842105,0.18852459,0.33548387,0.385245901,0.3253335541294467,0.305019304349825,107.56323948685682,-2.2804691726341844,-0.9208632275829041,-6.030901193618774,-0.16232575282276374,0.720729771,28,0,45,1,122,23,9,9,0,0.180645161,0.29032258,0.622222222,0.720729771,0.0653918981552124,-0.013279257800742628,88.47160734953704,0.12345679,112.3,0.45679012,0.1741404888058497,0.3232727366045487,72.54112768954919,0.20901639,0.21081081,0.6485623,0.4114202,0.62820513,0.7635468,0.72597865,0.45827233,"Rhys Hoskins",16472,656555
"Garrett Mitchell","MIL",45,164,3,19,28,6,0.146341463,0.365853658,0.138686131,0.386666666,0.233576642,0.349693251,0.372262773,0.3269180651800132,0.3266456459141985,108.70605337775591,0.10947206430137157,1.764036782615266,-1.8968010246753693,0.5185524821021692,0.721956024,24,1,60,1,137,32,20,8,1,0.146341463,0.365853658,0.4,0.721956024,0.33420228958129883,0.3242037306453491,92.32563977363782,0.12658228,115.5,0.50632911,0.2201954834443286,0.38645866221951364,76.91640940020162,0.17741935,0.19444444,0.63848397,0.41109531,0.37142857,0.74429224,0.65397924,0.48790896,"Garrett Mitchell",27555,669003
"Seiya Suzuki","CHC",41,173,7,22,17,0,0.115606936,0.25433526,0.167785235,0.282828282,0.234899328,0.335260115,0.402684563,0.3260900550028857,0.31543285875435334,109.18368308516743,-0.7582404632121325,1.0828773388264523,-0.1212918758392334,0.6609694626131959,0.737944678,20,3,44,3,149,35,24,4,0,0.115606936,0.25433526,0.454545454,0.737944678,-1.3334336280822754,-1.1052510612161484,88.55282650353773,0.06603774,112.6,0.41509434,0.23230821792393513,0.3946643724833449,72.74610900878906,0.203125,0.23989218,0.59705882,0.41068917,0.49438202,0.86699507,0.75342466,0.47819972,"Seiya Suzuki",30116,673548
"Elly De La Cruz","CIN",54,241,12,37,37,9,0.087136929,0.294605809,0.233944954,0.367647058,0.284403669,0.348547717,0.518348623,0.3781414454903345,0.36632251739501953,137.9311919281692,0.4402725035324693,11.033593153976572,6.481756925582886,2.5940949409864733,0.86689634,21,0,71,1,218,62,36,13,1,0.087136929,0.294605809,0.295774647,0.86689634,0.47062379121780396,0.030237297392652907,94.07291666666667,0.14189189,116.3,0.52702703,0.27301914269844313,0.5025597896302145,74.83175551470588,0.26470588,0.26336634,0.57173913,0.41036269,0.5037594,0.82509506,0.71717172,0.47668394,"Elly De La Cruz",26668,682829
"Ben Rice","NYY",50,209,16,39,34,2,0.124401913,0.23444976,0.329608938,0.301724137,0.284916201,0.37799043,0.614525139,0.42209753437318664,0.4017980395264886,173.34459015195077,-0.7967309160158038,16.98147272711325,-4.277486354112625,2.0649680598090288,0.992515569,26,2,49,2,179,51,24,11,0,0.124401913,0.23444976,0.530612244,0.992515569,1.1251085996627808,-0.5224556953626098,92.57272431344697,0.17424242,110.9,0.52272727,0.28466093129125136,0.5583218541638605,72.24133463541666,0.30333333,0.23059867,0.61518987,0.41016548,0.5,0.87654321,0.76368876,0.46690307,"Ben Rice",29576,700250
"Endy Rodríguez","PIT",7,25,0,3,2,0,0.24,0.24,0.052631579,0.461538461,0.315789473,0.48,0.368421052,0.399245069026947,0.3599420928955078,155.30925794910956,0.2606172109954059,1.8629636745389015,0.2506299093365669,0.29978410309389475,0.848421052,6,0,6,0,19,6,5,1,0,0.24,0.24,1,0.848421052,0.13127218186855316,0.05347439035308521,89.39230581430289,0.07692308,103.5,0.30769231,0.21573684090062192,0.37710526115015935,71.10038926866319,0.22222222,0.22807018,0.65116279,0.41,0.53846154,0.92857143,0.80487805,0.43,"Endy Rodriguez",25332,682848
"Trevor Larnach","MIN",43,151,2,23,14,2,0.145695364,0.185430463,0.125984252,0.340206185,0.275590551,0.390728476,0.401574803,0.35862467885017396,0.3239539010184152,128.27708363616225,0.652045541908592,5.60409607798913,0.3510873317718506,1.1584776498146503,0.792303279,22,1,28,2,127,35,24,8,1,0.145695364,0.185430463,0.785714285,0.792303279,0.248053640127182,-0.3302485005866997,86.51010101010101,0.06060606,108.5,0.32323232,0.23824193400721397,0.3495322504351216,71.42206566220239,0.26190476,0.29192547,0.54779412,0.40909091,0.56382979,0.8590604,0.74485597,0.45791246,"Trevor Larnach",21501,663616
"Luke Keaschall","MIN",51,209,1,23,18,10,0.09090909,0.153110047,0.070652174,0.274509803,0.233695652,0.315789473,0.304347826,0.2843741255883987,0.28338540363781556,77.7575355876582,2.177378637250513,-3.2140355219728702,-1.780047059059143,0.23417295616196204,0.620137299,19,1,32,4,184,43,33,8,1,0.09090909,0.153110047,0.59375,0.620137299,-0.06745842099189758,0.46690993578795964,84.12353196486929,0.03246753,107.2,0.25974026,0.2219553047052309,0.31860334513573674,69.20393268327068,0.27443609,0.24047619,0.59424084,0.40897756,0.7029703,0.93832599,0.86585366,0.47630923,"Luke Keaschall",33321,807712
"Connor Joe","SEA",18,39,1,2,3,2,0.153846153,0.282051282,0.151515152,0.238095238,0.181818181,0.307692307,0.333333333,0.2962313202711252,0.3688346667167468,93.09460609946575,0.6311468058265746,0.3188075521375615,-0.7917324304580688,0.09117755314417418,0.64102564,6,0,11,0,33,6,3,2,0,0.153846153,0.282051282,0.545454545,0.64102564,-0.14251570403575897,-0.05705570657111063,92.15000221946023,0.09090909,107.7,0.45454545,0.28060606754187384,0.4353939403187145,73.21705228365384,0.21538462,0.23655914,0.59090909,0.40883978,0.68181818,0.80769231,0.77027027,0.48618785,"Connor Joe",16572,656582
"Ben Williamson","TBR",39,127,0,19,14,4,0.11023622,0.188976377,0.071428572,0.34090909,0.267857142,0.349206349,0.339285714,0.3157007528675927,0.31126418946281315,98.94800203975548,1.0690675755031407,0.9141173819417477,-1.838050365447998,0.3606450822601751,0.688492063,14,0,24,0,112,30,23,6,1,0.11023622,0.188976377,0.583333333,0.688492063,-0.2035331279039383,-0.1951465824504227,89.38965404992815,0.01123596,109.2,0.39325843,0.25993750776563374,0.3482142857142857,70.37021763392858,0.28,0.29496403,0.53441296,0.40761905,0.7195122,0.92424242,0.84579439,0.47047619,"Ben Williamson",33197,810938
"Dylan Moore","PHI",15,15,0,3,0,1,0.2,0.4,0,0,0,0.2,0,0.14037321805953978,0.2337183952331543,-20.69528046755171,0.2637923094443977,-1.8341818416626352,-0.3574221432209015,-0.17802801462633855,0.2,3,0,6,0,12,0,0,0,0,0.2,0.4,0.5,0.2,-0.2115674465894699,-0.27079722323430927,91.2999979654948,0,101.3,0.33333333,0.09608333309491475,0.17766666412353516,73.23655598958334,0.1,0.26086957,0.6,0.40740741,0.5,0.80952381,0.6969697,0.43209877,"Dylan Moore",18042,664238
