Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Roger Clemens,815,112388,BOS,7.575290679931641,,8.74,2.4081082074184192,,2.540074980215403,,,,0.21031345,0.06268959,0.14762386,246.2,32,32,,,,,7.58918950216714,2.2621622554536667,3.35483871,0.4013513679030699,0.2746781115879828,0.75019335,,0,0.2211328976034858,1.0743243686294297,58.04520674118672,64.08682453252615,,,,4.247481822967529,0.1768102341627244,208,62,9,11,23,11,5,66
Charles Nagy,397,119640,CLE,6.975656032562256,,5.96,2.9642857142857144,,2.711889662061419,,,,0.16601179,0.05599214,0.11001965,252.0,33,33,,,,,6.035714285714286,2.0357142857142856,2.96491228,0.3928571428571428,0.300385109114249,0.73804574,,0,0.2554744525547445,1.1984126984126984,75.32500937529153,69.36589314155866,,,,3.2150721549987793,-0.1729937933894585,169,57,2,11,24,10,3,83
Greg Maddux,104,118120,CHC,6.972506523132324,,9.11,2.1828358208955225,,2.5780943528929754,,,,0.18755891,0.06597549,0.12158341,268.0,35,35,,,,,6.682835820895522,2.3507462686567164,2.84285714,0.2350746268656716,0.251621271076524,0.78851744,,0,0.2057318321392016,1.0111940298507462,60.68286931197376,71.41283865896818,,,,4.7624101638793945,-0.0687138196977983,199,70,14,7,30,9,4,65
Kevin Brown,642,111554,TEX,6.320103645324707,,4.79,3.319949938916978,,2.990344590225176,,,,0.15613718,0.06859206,0.08754513,265.2,35,35,,,,,5.860727953394258,2.5746550546703095,2.27631579,0.3726474421233343,0.2995226730310262,0.69452796,,0,0.2563600782778865,1.2722710650271414,85.09217955450778,76.59324188679925,,,,2.1089463233947754,-0.0122581675472348,173,76,10,11,23,11,1,98
Melido Perez,1010183,120411,NYY,5.880381107330322,,5.91,2.8707938422350594,,3.0498054255961984,,,,0.21520237,0.09180652,0.12339585,247.2,33,33,,,,,7.921937438066367,3.379542118074184,2.34408602,0.5814266009589995,0.2878120411160059,0.75104312,,0,0.2316939890710382,1.2314938423089918,74.26222599297463,76.82302432973844,,,,1.1023399829864502,-1.1580297926795808,218,93,5,16,23,10,1,79
Juan Guzman,1005162,115267,TOR,5.475878715515137,,5.46,2.640221327884538,,2.600661412064016,,,,0.22510232,0.09822647,0.12687585,180.2,28,28,,,,,8.219556964168845,3.5867157661827687,2.29166667,0.2988929805152307,0.263803680981595,0.76152305,,0,0.2045454545454545,1.1457564253083845,65.7306713517636,64.41704550116391,,,,4.665227890014648,0.8676087954689846,165,72,1,6,20,1,0,53
Mark Langston,1007323,117480,CAL,5.408113956451416,,3.25,3.655021590518762,,3.106462316761661,,,,0.18490967,0.07863974,0.10626993,229.0,32,32,,,,,6.838427491938329,2.9082967494450367,2.35135135,0.550218303949061,0.2852897473997028,0.68693694,,0,0.2392566782810685,1.2227073421090244,91.4923853480326,77.1342423857288,,,,1.5875719785690308,-0.0778669164532854,174,74,6,14,20,9,2,93
Mike Mussina,837,119608,BAL,5.34407901763916,,8.22,2.539418926354947,,3.1899572118932333,,,,0.13584117,0.05015674,0.08568443,241.0,32,32,,,,,4.854771476855046,1.7925310068387863,2.70833333,0.5975103356129288,0.2575558475689882,0.80133556,,0,0.2337375964718853,1.078838105967788,63.9705066012304,79.89582394457399,,,,4.215362071990967,0.6511998075861758,130,48,2,16,24,8,4,68
David Cone,1680,112552,- - -,5.188458040356636,,5.16,2.8117491132280015,,2.951542539409614,,,,0.24739336,0.10521327,0.14218009,249.2,35,34,,,,,9.408545109647545,4.001335276516771,2.35135135,0.5407209833130773,0.2835365853658536,0.7689769,,0,0.2156652360515021,1.2496662725457786,78.54045883949377,81.55784879233298,,,,0.8050360381603241,-0.2272967224881508,261,111,12,15,24,7,5,78
Jose Rijo,349,121206,CIN,5.097727298736572,,5.52,2.559241706161137,,2.7548822145326444,,,,0.20454545,0.05263158,0.15191388,211.0,33,33,,,,,7.293838862559242,1.8767772511848344,3.88636364,0.6398104265402843,0.2819237147595356,0.78199052,,0,0.2344740177439797,1.085308056872038,71.83240848976902,74.98965049708306,,,,2.1833341121673584,-0.3608556082415948,171,44,3,15,23,2,0,60
