Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Chase%,Whiff%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Chris Gomez,1208,114909,2B,PIT,-0.2126682976290015,,0.04,-5.814976681705229,-2.739782214164734,0.7555613233707845,,,,,73.8273700635339,0.2933150581037155,,,,,0.654941373,0.333333333,0.32160804,0.273224043,0.06010929,0.318181818,90,200,183,26,20,1,9,61,50,41,8,0,0,13,1,30,0.15,0.065,0.26443769,,0.13531353000000002,,-1.1640020608901978,-0.6158387846532176,0.0,0.0,-1.0,0.0,,0.42259414,0.55670103,0.67816092,0.93981481,0.54114365,,,324.5
Ryan Garko,6319,434939,1B,CLE,-0.2140964868174021,,1.46,-3.939901087089069,-17.668787479400635,-5.622616608161479,,,,,102.42623617302868,0.3333250395555937,,,,,0.750399196,0.404040404,0.346358792,0.272727272,0.131313132,0.300248138,141,563,495,61,90,14,36,200,135,99,21,1,0,45,1,86,0.152753108,0.079928952,0.248,,0.15836653,,0.1223599165678024,0.4534596549478585,0.0,0.0,0.0,0.0,,0.44151275,0.63098346,0.6953405,0.89793103,0.50527704,,,1058.2
Yusmeiro Petit,4020,433589,P,ARI,-0.2159718053719974,,-0.21,-4.236948975534546,1.588695049285889,0.0,,,,,-100.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19,15,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0.466666666,0.0,0.41176471,,0.375,,-0.367338091135025,0.0200185565616301,0.0,0.0,-1.0,0.699999988079071,,0.35555556,0.32142857,0.28571429,0.88888889,0.62222222,,,56.1
Jeff Clement,4652,459943,C,SEA,-0.2165352484955859,,-0.56,-9.330081304508791,-0.5850890576839447,-3.1560059408657253,,,,,77.62543113399433,0.2924184873700142,,,,,0.654248768,0.359605911,0.294642857,0.226600985,0.133004926,0.301470588,66,224,203,17,23,5,16,73,46,30,10,1,0,15,0,63,0.28125,0.066964285,0.302267,,0.23056995000000002,,0.3714181780815124,1.1330781307103206,0.0,0.0,-5.0,2.180000066757202,,0.46958637,0.62588235,0.55,0.86842105,0.51703163,,,292.0
Mark Redman,491,150230,P,COL,-0.2218691740984987,,-0.26,-4.296112247915375,1.588695049285889,0.0,,,,,-100.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10,15,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0.4,0.0,0.2173913,,0.44999999999999996,,-0.3395200073719024,-0.0323142426264071,0.0,0.0,1.0,-0.0199999995529651,,0.35714286,0.45454545,0.6,0.53333333,0.58928571,,,45.1
Greg Maddux,104,118120,P,- - -,-0.2228272807372241,,-0.25,-10.79262667656801,6.566606402397156,0.1812764739152044,,,,,-41.00868486564955,0.1086537837982177,,,,,0.234090909,0.109090909,0.125,0.109090909,0.0,0.15,34,62,55,1,3,0,0,6,6,6,0,0,1,1,0,15,0.241935483,0.016129032,0.36363636,,0.21782177999999996,,-0.7507219910621643,0.1329565548727898,0.0,0.0,7.0,0.6300000250339508,,0.52879581,0.64035088,0.67857143,0.82191781,0.59685864,,,194.0
Jeff Francis,4684,433585,P,COL,-0.2250881472911498,,-0.28,-9.021058393620333,5.189737319946289,-0.0106991594657301,,,,,-46.49488283630439,0.1241973485702123,,,,,0.282051281,0.153846153,0.128205128,0.128205128,0.025641025,0.178571428,25,49,39,1,1,0,1,6,5,4,1,0,0,0,0,11,0.224489795,0.0,0.20689655,,0.11320755000000005,,-1.101395845413208,0.0509700304950091,0.0,0.0,2.0,-1.3200000524520874,,0.37857143,0.5,0.83333333,0.90243902,0.58571429,,,143.2
Mike Pelfrey,5203,460059,P,NYM,-0.226989313413686,,-0.2,-12.214572595325702,7.625736236572266,-0.0267478986643254,,,,,-34.85595567745379,0.1258122446015477,,,,,0.240995762,0.084745762,0.15625,0.084745762,0.0,0.121951219,32,72,59,4,2,0,0,5,5,5,0,0,0,4,0,18,0.25,0.055555555,0.33858268,,0.20740740999999996,,-1.0025179386138916,-0.0925993001856957,0.0,0.0,3.0,1.2400000095367432,,0.47202797,0.57861635,0.76744186,0.80434783,0.55594406,,,200.2
Joe Blanton,4849,430599,P,- - -,-0.2335651798506112,,-0.16,-5.658081305769235,2.5419121608138084,-0.0026747898664325,,,,,-87.10897771291188,0.0497808025942908,,,,,0.114379084,0.058823529,0.055555555,0.058823529,0.0,0.142857142,33,24,17,0,1,0,0,1,1,1,0,0,0,0,0,11,0.458333333,0.0,0.43333333,,0.44117647000000004,,-0.3311578948050737,0.0639564378670811,0.0,0.0,1.0,0.8000000026077032,,0.41975309,0.41176471,0.23076923,0.76190476,0.62962963,,,197.2
Brent Lillibridge,3501,452121,SS,ATL,-0.2344599849079914,,-0.36,-4.540323932549549,-0.5408398509025574,1.067902515642345,,,,,47.43664904473563,0.252376438606353,,,,,0.575595238,0.3375,0.238095238,0.2,0.1375,0.267857142,29,85,80,9,8,1,8,27,16,8,6,1,2,3,0,23,0.270588235,0.035294117,0.32173913,,0.26923076999999995,,-0.5959760546684265,-0.3722636414601834,0.0,0.0,-3.0,0.0,,0.54929577,0.70414201,0.45945946,0.81512605,0.59507042,,,184.0
Aaron Harang,1451,421685,P,CIN,-0.2355764031906865,,-0.19,-10.506470273912726,6.248867511749268,-0.0160487391985952,,,,,-41.65025368611027,0.1228852868080139,,,,,0.277777777,0.148148148,0.129629629,0.129629629,0.018518519,0.205882352,30,59,54,0,2,0,1,8,7,6,1,0,0,0,0,20,0.33898305,0.0,0.47142857,,0.43119266,,-1.1700160503387451,-0.0824962647786475,0.0,0.0,-5.0,4.949999809265137,,0.60555556,0.69090909,0.3030303,0.68421053,0.61111111,,,184.1
Willy Taveras,1876,430838,CF,COL,-0.2379982778305222,,-0.04,-17.171025769392184,-2.4897414445877075,14.061639403691515,,,,,53.75090932286808,0.2766315544996389,,,,,0.604290327,0.296450939,0.307839388,0.25052192,0.045929019,0.2960199,133,538,479,64,26,1,18,142,120,102,15,2,68,36,0,79,0.146840148,0.066914498,0.23362176,,0.11053985,,-1.6328383684158323,-0.2164187516473068,0.0,0.0,-3.0,0.0,,0.41985969,0.56417625,0.77248677,0.92699491,0.56341069,,,993.0
Jeff Salazar,4507,434625,LF,ARI,-0.2393285139092317,,-1.09,-4.620303326354785,-2.6608173847198486,-0.1488499382976442,,,,,76.56410473353557,0.3065433204174042,,,,,0.674875827,0.34375,0.331125827,0.2109375,0.1328125,0.294117647,90,152,128,17,12,2,10,44,27,17,5,3,0,21,1,41,0.269736842,0.138157894,0.21126761,,0.25316456,,-0.1716101318597793,-0.0083164854945632,0.0,0.0,-7.0,0.0,,0.41578947,0.61888112,0.63333333,0.78531073,0.50175439,,,252.29999999999998
Adam Rosales,9682,489267,3B,CIN,-0.2394394579073877,,-0.16,-2.870612951926492,-0.4946648627519607,0.1839512637816369,,,,,18.88439092492469,0.2149345417817433,,,,,0.474712643,0.24137931,0.233333333,0.206896551,0.034482759,0.24,18,30,29,0,2,0,1,7,6,5,1,0,1,1,0,4,0.133333333,0.033333333,0.28888889,,0.26666667,,-0.1047400534152984,0.1000753773813996,0.0,0.0,-1.0,0.0,,0.50561798,0.72727273,0.46153846,0.84375,0.49438202,,,45.0
Gary Sheffield,114,122111,LF,DET,-0.2451213219690939,,-0.22,-7.627849296887901,-11.492212653160095,-3.062832862371579,,,,,92.31177517586698,0.3217736939298833,,,,,0.725247672,0.399521531,0.325726141,0.224880382,0.174641149,0.236593059,114,482,418,52,57,19,35,167,94,59,16,0,9,58,3,83,0.17219917,0.12033195,0.23648649,,0.17241379,,-1.242748141288757,-0.9635750047601424,0.0,0.0,-2.0,0.0,,0.39809926,0.54075547,0.72380952,0.86764706,0.531151,,,47.0
Reggie Willits,5590,435065,LF,LAA,-0.2475903083434409,,-0.41,-5.599458205587165,-1.5854244828224182,1.376091448124498,,,,,58.36387595518082,0.2682811472252125,,,,,0.552092168,0.231481481,0.320610687,0.194444444,0.037037037,0.25,82,136,108,21,7,0,4,25,21,17,4,0,2,21,0,26,0.19117647,0.154411764,0.18215613,,0.11330048999999998,,-0.675058126449585,-0.3589285167413275,0.0,0.0,0.0,0.0,,0.34879725,0.49201278,0.79591837,0.91558442,0.53780069,,,256.1
Glendon Rusch,707,121556,P,- - -,-0.2476497063127675,,-0.31,-5.658900020498087,2.4359991550445557,-0.0026747898664325,,,,,-94.35472795108066,0.0448027223348617,,,,,0.1,0.05,0.05,0.05,0.0,0.058823529,36,23,20,0,0,0,0,1,1,1,0,0,0,0,0,3,0.130434782,0.0,0.37931034,,0.10526316000000002,,-0.5196301341056824,-0.0356224728659789,0.0,0.0,1.0,-1.5000000149011612,,0.53521127,0.64285714,0.63636364,1.0,0.5915493,,,83.2
Chad Billingsley,5842,451532,P,LAD,-0.2491703116043814,,-0.3,-12.437095638820953,7.625736236572266,-0.0267478986643254,,,,,-37.318130711775375,0.1225293661231425,,,,,0.244491826,0.095238095,0.149253731,0.095238095,0.0,0.222222222,35,72,63,1,3,0,0,6,6,6,0,0,0,4,0,36,0.5,0.055555555,0.26,,0.32967033,,-0.9019861817359924,0.0602827950022748,0.0,0.0,1.0,4.579999923706055,,0.34210526,0.39156627,0.53846154,0.72307692,0.62406015,,,200.2
Greg Golson,8074,449172,CF,PHI,-0.2494348709803725,,-0.21,-1.3660306860452125,-1.3289738837629557,0.3000000044703483,,,,,-100.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6,6,6,2,0,0,0,0,0,0,0,0,1,0,0,4,0.666666666,0.0,0.46153846,,0.75,,0.103855974972248,0.2073621002723273,0.0,0.0,-1.0,0.0,,0.54545455,0.66666667,0.0,0.5,0.40909091,,,13.1
Josh Bard,1578,408036,C,SDP,-0.25412030829553,,-0.24,-13.658646995727455,4.7522478103637695,-1.8150160119403151,,,,,52.3463571299006,0.2498881254440698,,,,,0.548850738,0.269662921,0.279187817,0.202247191,0.06741573,0.230263157,57,198,178,11,16,1,10,48,36,26,9,0,0,18,2,25,0.126262626,0.09090909,0.30868167,,0.14093960000000005,,-1.5702698230743408,-0.1993021878951684,0.0,0.0,-1.0,2.180000066757202,,0.46130031,0.60298507,0.71875,0.92574257,0.51857585,,,416.2
Eider Torres,2905,462855,SS,BAL,-0.2566880248856258,,-0.17,-1.4157771754511668,-1.4704518541693687,-0.4053495856933296,,,,,8.863267407197304,0.1991232103771633,,,,,0.444444444,0.222222222,0.222222222,0.222222222,0.0,0.285714285,8,9,9,2,0,0,0,2,2,2,0,0,0,0,0,2,0.222222222,0.0,0.47058824,,0.09999999999999998,,-0.2486660033464431,-0.0580431514817184,0.0,0.0,-1.0,0.0,,0.58823529,0.70588235,0.75,1.0,0.5,,,24.0
Jonathan Sánchez,7507,456043,P,SFG,-0.2572841643588773,,-0.35,-10.172168778047944,5.8252153396606445,-0.0133739493321627,,,,,-47.148530135339655,0.1110396361351013,,,,,0.242448979,0.122448979,0.12,0.102040816,0.020408163,0.185185185,30,55,49,2,4,0,1,6,5,4,1,0,0,1,0,22,0.4,0.018181818,0.4125,,0.33695652,,-1.0624080896377563,-0.0482688089177485,0.0,0.0,-2.0,0.1099999994039535,,0.50549451,0.57843137,0.54545455,0.72881356,0.56043956,,,158.0
Mike Redmond,538,133226,C,MIN,-0.2628139867436121,,-0.1,-5.649143559287692,-1.7230316400527954,-1.7016419195570052,,,,,76.60987624881805,0.294548378808655,,,,,0.654501216,0.333333333,0.321167883,0.286821705,0.046511628,0.310924369,38,137,129,14,12,0,6,43,37,31,6,0,0,5,0,11,0.08029197,0.03649635,0.3,,0.06694560999999999,,-1.53803813457489,-0.7731796031630755,0.0,0.0,-2.0,-1.4600000381469729,,0.47420635,0.62043796,0.85507246,0.96470588,0.54365079,,,253.0
Jamie D'Antona,5851,452202,1B,ARI,-0.2634262096370805,,-0.3,-1.6917946082496311,-1.5609536804258823,0.2866260625887662,,,,,17.04520993801852,0.2160386192171197,,,,,0.439628482,0.176470588,0.263157894,0.176470588,0.0,0.23076923,18,19,17,2,1,0,0,3,3,3,0,0,0,2,0,4,0.210526315,0.105263157,0.36842105,,0.24324323999999997,,-0.1366679519414901,-0.1405863615402353,0.0,0.0,-2.0,0.0,,0.52112676,0.6969697,0.85714286,0.69565217,0.46478873,,,7.0
Phil Dumatrait,8598,430597,P,PIT,-0.263935019467837,,-0.28,-6.236334280281943,2.7537381649017334,-0.0026747898664325,,,,,-91.0056245558628,0.042669259366535,,,,,0.095238094,0.047619047,0.047619047,0.047619047,0.0,0.071428571,21,26,21,0,1,0,0,1,1,1,0,0,0,0,0,7,0.269230769,0.0,0.46153846,,0.21739129999999995,,-0.4267120063304901,0.0824169742006296,0.0,0.0,1.0,-1.8600000143051147,,0.46938776,0.47457627,0.61111111,0.89285714,0.60204082,,,78.2
Michael Cuddyer,1534,150212,RF,MIN,-0.2650987286849472,,0.36,-6.1993274632290865,-6.104186773300171,-1.5041522150859237,,,,,86.33912959533517,0.3090675375678322,,,,,0.699227014,0.369477911,0.329749103,0.248995983,0.120481928,0.286407766,71,279,249,30,36,3,20,92,62,42,13,4,5,25,4,40,0.143369175,0.089605734,0.29192547,,0.17931034,,0.0320162810385227,-0.0184818732698666,0.0,0.0,-2.0,0.0,,0.42563601,0.54545455,0.68085106,0.8877551,0.52739726,,,527.2
Cliff Pennington,3395,460060,2B,OAK,-0.269582485079177,,-0.53,-1.4068205822324065,-5.341930687427521,1.586790565866977,,,,,79.22981841802748,0.2957154559052509,,,,,0.632059726,0.292929292,0.339130434,0.242424242,0.05050505,0.292682926,36,117,99,14,9,0,5,29,24,19,5,0,4,13,0,18,0.153846153,0.111111111,0.18309859,,0.14492753999999997,,-0.0273700784891843,0.0696159097458019,0.0,0.0,-10.0,0.0,,0.44325482,0.66141732,0.74358974,0.88095238,0.54389722,,,256.0
Elliot Johnson,4751,471107,SS,TBR,-0.2701248347312662,,-0.13,-3.2511726430503036,-0.1155196949839592,-0.330290911020711,,,,,-24.79326263817499,0.1414822810574581,,,,,0.315789472,0.157894736,0.157894736,0.157894736,0.0,0.25,7,19,19,0,0,0,0,3,3,3,0,0,0,0,0,7,0.368421052,0.0,0.26923077,,0.31428571000000005,,-0.2641400694847107,0.0691861437099307,0.0,0.0,2.0,0.0,,0.53846154,0.71794872,0.42857143,0.75,0.6,,,38.0
Chris Burke,2164,429663,LF,ARI,-0.2709154991752353,,-0.9,-12.487249930857732,3.380252718925476,1.6796344828326255,,,,,43.28503052011222,0.2559390093283678,,,,,0.582371942,0.272727272,0.30964467,0.193939393,0.078787879,0.225563909,86,199,165,20,12,2,8,45,32,24,5,1,5,27,8,33,0.165829145,0.135678391,0.22058824,,0.17241379,,-1.5523217916488647,-0.720166596256415,0.0,0.0,0.0,0.0,,0.45789474,0.65,0.66666667,0.87179487,0.55263158,,,366.5
Pete Orr,2748,434681,SS,WSN,-0.2732269746942189,,-0.2,-4.043153862888786,-1.234288901090622,0.5491790312808007,,,,,53.68915562731678,0.2640709021152594,,,,,0.588717948,0.306666666,0.282051282,0.253333333,0.053333333,0.322033898,49,79,75,10,7,0,3,23,19,16,2,1,1,2,0,16,0.202531645,0.025316455,0.41935484,,0.23846153999999997,,-0.4006900489330292,-0.2083384014532602,0.0,0.0,-1.0,0.0,,0.53061224,0.6446281,0.61538462,0.85897436,0.49387755,,,120.0
Josh Phelps,1318,150482,LF,STL,-0.2783053861519649,,-0.45,-1.3268571876272846,-2.620966523885727,0.373252107296139,,,,,62.37722982907285,0.2734579112794664,,,,,0.599673202,0.294117647,0.305555555,0.264705882,0.029411765,0.391304347,19,36,34,4,1,0,1,10,9,8,1,0,0,2,0,11,0.305555555,0.055555555,0.21052632,,0.32786885,,-0.2884220480918884,-0.1648350024975588,0.0,0.0,-4.0,0.0,,0.44202899,0.60493827,0.25,0.7755102,0.58695652,,,48.0
Andy González,3669,462413,1B,CLE,-0.2788366144560397,,-0.2,-0.5761520590254181,-3.258167713880539,-0.5490144430659711,,,,,99.26568701984029,0.32860848903656,,,,,0.699999999,0.333333333,0.366666666,0.208333333,0.125,0.222222222,10,30,24,3,2,1,1,8,5,4,0,0,0,6,0,5,0.166666666,0.2,0.05555556,,0.28947367999999996,,-0.4229919910430908,-0.3653356904074161,0.0,0.0,-2.0,0.0,,0.304,0.49295775,0.33333333,0.74285714,0.568,,,50.0
Chris Denorfia,4400,456121,CF,OAK,-0.2798846367216684,,0.32,-0.2828168913717652,-4.979236125946045,-0.9561705335509032,,,,,107.69866872882878,0.3382000888603321,,,,,0.749415614,0.387096774,0.36231884,0.29032258,0.096774194,0.377777777,29,71,62,10,9,1,4,24,18,14,3,0,2,6,0,16,0.225352112,0.084507042,0.17,,0.18181818000000005,,-0.0331757999956607,0.062199890725095,0.0,0.0,1.0,0.0,,0.36514523,0.5035461,0.52941176,0.88732394,0.58506224,,,153.3
Matt Stairs,1384,122644,LF,- - -,-0.2814108276191973,,-0.22,-2.92813470865339,-13.225445568561554,-0.8817211629357189,,,,,95.66182040799974,0.3252645937538652,,,,,0.750580819,0.409495548,0.341085271,0.252225519,0.157270029,0.303797468,121,387,337,46,49,13,26,138,85,59,12,1,1,42,9,90,0.232558139,0.108527131,0.24146982,,0.24116742999999996,,-1.4352596774697304,-0.9557884619580364,0.0,0.0,-4.0,0.0,,0.44255608,0.65867419,0.60869565,0.81798715,0.48198504,,,123.2
Dmitri Young,505,124693,1B,WSN,-0.2817493273530332,,-0.47,-1.5552352759221106,-7.050430774688721,-4.252462927019224,,,,,111.93772380621763,0.3526439389044588,,,,,0.794444444,0.4,0.394444444,0.28,0.12,0.319327731,50,180,150,15,10,4,10,60,42,32,6,0,0,28,4,28,0.155555555,0.155555555,0.28291317,,0.20257234999999996,,0.1215838342905044,0.0415909928370671,0.0,0.0,-7.0,0.0,,0.48442368,0.73684211,0.64356436,0.87142857,0.44392523,,,290.0
Emil Brown,1197,111548,RF,OAK,-0.2836135539402299,,-0.03,-13.240404533577872,-4.744898855686188,-3.209337366046384,,,,,81.40895527927567,0.298967425292785,,,,,0.682375791,0.385572139,0.296803652,0.243781094,0.141791045,0.259146341,117,438,402,48,59,13,29,155,98,69,14,2,4,27,2,65,0.148401826,0.061643835,0.27177177,,0.21703297,,-0.0087323766201734,0.9453247517832162,0.0,0.0,-3.0,0.0,,0.49794802,0.68718593,0.61878453,0.83729433,0.54445964,,,847.2
Dexter Fowler,4062,451594,CF,COL,-0.2861171624615154,,-0.28,-4.100261163812168,0.3630243241786957,0.0643595077563077,,,,,-22.881955760826877,0.1601032725086918,,,,,0.339031338,0.153846153,0.185185185,0.153846153,0.0,0.19047619,13,27,26,3,0,0,0,4,4,4,0,0,0,0,0,5,0.185185185,0.0,0.2,,0.17948717999999997,,-0.4064779877662658,-0.0268493276346312,0.0,0.0,1.0,0.0,,0.42857143,0.60784314,0.625,0.87096774,0.56043956,,,50.2
Andrew Miller,6785,453192,P,FLA,-0.2867167173292074,,-0.29,-7.292998826689826,3.389216184616089,-0.005349579732865,,,,,-81.43201011471409,0.059736963113149,,,,,0.133333332,0.066666666,0.066666666,0.066666666,0.0,0.142857142,29,32,30,1,3,0,0,2,2,2,0,0,0,0,0,16,0.5,0.0,0.34883721,,0.36585365999999997,,-0.6216359734535217,0.0528014420811576,0.0,0.0,-3.0,-2.809999942779541,,0.38317757,0.40625,0.46666667,0.73076923,0.59813084,,,107.1
Frank Thomas,255,123245,,- - -,-0.2904108605284751,,0.21,-5.449409122264795,-7.4537034034729,-5.627357055200264,,,,,100.49983408954247,0.3286044752309066,,,,,0.723464707,0.373983739,0.349480968,0.239837398,0.134146341,0.28021978,71,289,246,27,30,8,16,92,59,43,7,1,0,39,0,57,0.197231833,0.134948096,0.16666667,,0.15299335000000003,,0.158895518630743,-0.1353820225814253,,,,,,0.38579983,0.55895865,0.74418605,0.87123288,0.55859709,,,
Eugenio Velez,3893,464299,2B,SFG,-0.2923747900863314,,-0.86,-10.45902068463279,-1.8491355180740356,-1.0967613707762212,,,,,74.45686239050772,0.2959533471962159,,,,,0.680787253,0.381818181,0.298969072,0.261818181,0.12,0.302127659,98,292,275,32,30,1,24,105,72,48,16,7,15,14,2,40,0.136986301,0.047945205,0.33729216,,0.16968326,,0.7525697946548462,1.1793702077750483,0.0,0.0,-8.0,0.0,,0.49440716,0.63424947,0.64788732,0.91666667,0.52908277,,,540.4
Daniel Ortmeier,4694,430931,LF,SFG,-0.298189956135359,,-0.59,-3.344722546678524,-1.9905153512954712,-0.2873297147452831,,,,,66.63394883038059,0.284057789378696,,,,,0.627568493,0.3125,0.315068493,0.21875,0.09375,0.304347826,38,73,64,4,5,0,6,20,14,8,6,0,2,7,1,18,0.246575342,0.09589041,0.3,,0.30232558,,-0.5911900401115417,-0.3104503051071273,0.0,0.0,-1.0,0.0,,0.47080292,0.64925373,0.54761905,0.77011494,0.48905109,,,137.1
Frank Catalanotto,1241,112131,1B,TEX,-0.3000285020689306,,-0.06,-1.182798856189181,-11.436569690704346,0.1958477729931473,,,,,95.97432291968876,0.3303077775781805,,,,,0.741011729,0.399193548,0.341818181,0.274193548,0.125,0.302752293,88,278,248,28,21,2,26,99,68,42,23,1,1,20,0,29,0.104316546,0.071942446,0.2297593,,0.08837209000000001,,0.245438203215599,0.4133328653254051,0.0,0.0,-6.0,0.0,,0.4321608,0.60408922,0.87619048,0.92307692,0.54070352,,,392.29999999999995
Johnny Estrada,955,283051,C,WSN,-0.3010113000264929,,-0.39,-7.2643864004370515,2.4787558913230896,0.0705773129593581,,,,,-6.245784782600754,0.1729335600679571,,,,,0.36981132,0.16981132,0.2,0.16981132,0.0,0.183673469,23,55,53,0,4,0,0,9,9,9,0,0,0,1,0,4,0.072727272,0.018181818,0.4494382,,0.18478260999999996,,-0.3031820058822632,0.1902830143199391,0.0,0.0,1.0,1.6699999570846558,,0.56097561,0.69333333,0.7,0.90384615,0.45731707,,,94.1
Esteban German,1449,407397,LF,KCR,-0.3054650117470796,,-0.94,-9.811321002410567,-1.6181997060775757,0.1887617423199117,,,,,66.45567978547442,0.2845137737974336,,,,,0.64048397,0.337962962,0.302521008,0.24537037,0.092592592,0.299435028,89,242,216,30,22,0,17,73,53,36,14,3,7,18,1,42,0.173553719,0.074380165,0.23271889,,0.13730569999999997,,-0.008353903889656,1.0659579979458966,0.0,0.0,-9.0,0.0,,0.407173,0.55447471,0.68316832,0.92631579,0.54219409,,,514.0
Jose Castillo,1866,425489,3B,- - -,-0.313363740113206,,-0.47000000000000003,-19.45883328380641,1.7068029046058657,-4.093288632808253,,,,,73.09623933267972,0.2936358173513202,,,,,0.667894546,0.375586854,0.292307692,0.246478873,0.129107981,0.29117647,127,455,426,46,37,6,39,160,105,66,29,4,2,27,1,81,0.178021978,0.059340659,0.32063075,,0.24014336999999997,,-2.477840095758438,-0.8313620926067786,0.0,0.0,-3.0,0.0,,0.52840909,0.72053463,0.58196721,0.83305228,0.51957071,,,948.1
Wes Bankston,4661,457821,1B,OAK,-0.3134395640111738,,-0.54,-4.63363532595038,-0.6885150671005249,-0.1294226974714547,,,,,41.96244582508303,0.2401006127160693,,,,,0.543179983,0.305084745,0.238095238,0.20338983,0.101694915,0.25,17,63,59,4,4,1,4,18,12,8,3,0,0,2,0,15,0.238095238,0.031746031,0.41584158,,0.264,,-0.5269880890846252,0.0301273387590744,0.0,0.0,-1.0,0.0,,0.56561086,0.69166667,0.57142857,0.81927711,0.54298643,,,108.0
Danny Richar,3767,462950,2B,CIN,-0.3149594597429333,,-0.42,-3.349600343452836,-0.9980486333370208,0.2839512727223336,,,,,21.764108014806588,0.2193134526411692,,,,,0.499999999,0.277777777,0.222222222,0.222222222,0.055555555,0.296296296,16,37,36,4,3,0,2,10,8,6,2,0,1,0,0,9,0.243243243,0.0,0.43396226,,0.21311475000000002,,-0.2854039669036865,0.0170558919112382,0.0,0.0,-2.0,0.0,,0.54954955,0.65517241,0.52173913,0.94736842,0.52252252,,,63.2
Emilio Bonifácio,4054,466988,2B,- - -,-0.3179218514232691,,0.01999999999999999,-6.9783766844039405,-2.182814635336399,1.2932430980727077,,,,,64.57139539015148,0.2811145282560779,,,,,0.63297703,0.337278106,0.295698924,0.24260355,0.094674556,0.325396825,49,186,169,29,14,0,11,57,41,30,6,5,7,14,0,46,0.247311827,0.075268817,0.29117647,,0.21036584999999997,,-0.8098700232803822,-0.2208997715926257,0.0,0.0,-1.0,0.0,,0.44747613,0.5826972,0.56565657,0.88646288,0.5361528,,,343.0
Josh Barfield,3622,429662,2B,CLE,-0.3187009715194568,,-0.46,-3.556753995765802,-0.7811898589134216,0.6866260983515531,,,,,-4.3827567783042864,0.1739318497253186,,,,,0.393939393,0.212121212,0.181818181,0.181818181,0.030303031,0.260869565,12,33,33,3,2,0,1,7,6,5,1,0,0,0,0,10,0.303030303,0.0,0.3877551,,0.18867924999999997,,-0.2266318947076797,0.1397811723054443,0.0,0.0,-2.0,0.0,,0.48181818,0.55737705,0.63157895,0.91176471,0.55454545,,,71.0
Mark Teahen,4511,433597,RF,KCR,-0.319994210272628,,-1.15,-10.944117715904312,-13.800931930541992,0.1560550120193511,,,,,85.53653137611619,0.3129885090764774,,,,,0.715099507,0.402097902,0.313001605,0.255244755,0.146853147,0.306074766,149,623,572,66,59,15,50,230,146,96,31,4,4,46,4,131,0.210272873,0.073836276,0.26205083,,0.21467391000000002,,-2.2263638973236084,-0.6974038700578009,0.0,0.0,-20.0,0.0,,0.47402319,0.67760943,0.63545151,0.84099379,0.51009017,,,1311.2
Clayton Kershaw,2036,477132,P,LAD,-0.3205296350256766,,-0.31,-8.460330434986888,4.024694442749023,-0.005349579732865,,,,,-77.25784312808588,0.0617968583929127,,,,,0.137931034,0.068965517,0.068965517,0.068965517,0.0,0.125,22,38,29,1,0,0,0,2,2,2,0,0,0,0,0,13,0.342105263,0.0,0.36585366,,0.29629629999999996,,-0.6463860273361206,-0.0472509860283802,0.0,0.0,1.0,2.299999952316284,,0.48648649,0.55714286,0.4,0.82051282,0.63063063,,,107.2
Jason Varitek,217,123660,C,BOS,-0.3222959610907917,,0.55,-17.826581689935423,-2.102273941040039,-3.4298671868164092,,,,,75.80380759753396,0.3008468223114808,,,,,0.67196746,0.359338061,0.312629399,0.219858156,0.139479905,0.275862068,131,483,423,37,43,13,33,152,93,60,20,0,0,52,3,122,0.252587991,0.107660455,0.26992561,,0.23027989999999998,,-1.719616413116455,-0.2545277472027154,0.0,0.0,4.0,-9.029999732971191,,0.42694188,0.59111111,0.63385827,0.83458647,0.48886475,,,1041.1
