fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
,10.37,94.54759973818057,-8.790123462677002,-2.079097706824541,,,,,217.19484439298665,0.5685274551803916,,,,,1.287454402,0.734649122,0.55280528,0.405701754,0.328947368,0.37755102,143,606,456,135,120,37,73,335,185,112,33,3,2,147,,27.0,0.044554455,0.242574257,,,,,,,,,-3.0,,,,,,,
,9.32,65.95622009355068,7.141975402832031,-0.620239382609725,,,,,178.79761816969938,0.4860739467992491,,,,,1.08286676,0.643253234,0.439613526,0.356746765,0.286506469,0.327309236,139,621,541,122,125,30,84,348,193,109,43,11,4,76,,13.0,0.020933977,0.122383252,,,,,,,,,8.0,,,,,,,
,7.98,46.449742126066994,9.092592656612396,0.267274459823966,,,,,163.77205982919648,0.4385662673898732,,,,,0.964243914,0.55783582,0.406408094,0.343283582,0.214552238,0.376940133,137,601,536,117,76,14,70,299,184,114,39,17,4,46,,71.0,0.118136439,0.076539101,,,,,,,,,10.0,,,,,,,
,6.62,47.67932796459552,2.080246925354004,-1.0454461369663477,,,,,158.70890684583824,0.450391026012233,,,,,0.996275098,0.579881656,0.416393442,0.297830374,0.282051282,0.288508557,140,610,507,102,122,33,67,294,151,84,24,10,6,102,,65.0,0.106557377,0.167213114,,,,,,,,,8.0,,,,,,,
,6.85,48.7659749039334,-0.3950614929199219,0.0080827288329601,,,,,163.1269308673008,0.4375513958594114,,,,,0.962359001,0.555765595,0.406593406,0.285444234,0.270321361,0.307894736,149,641,529,92,120,34,69,294,151,82,29,6,3,104,,115.0,0.179407176,0.162246489,,,,,,,,,6.0,,,,,,,
,6.77,37.165922780308975,0.3950614929199219,-1.0732004083693027,,,,,142.39146169708505,0.4261148075112416,,,,,0.929721713,0.519736842,0.409984871,0.358552631,0.161184211,0.366319444,152,663,608,106,101,7,65,316,218,153,39,19,2,52,,25.0,0.03770739,0.078431372,,,,,,,,,-8.0,,,,,,,
,5.18,15.36384943709064,18.228663444519043,-2.3053476717323065,,,,,119.52896220298454,0.3807969719889652,,,,,0.824420128,0.465986394,0.358433734,0.275510204,0.19047619,0.285123966,156,665,588,104,87,24,57,274,162,105,26,7,10,72,,80.0,0.120300751,0.108270676,,,,,,,,,14.0,,,,,,,
,5.9,37.38690084635439,-1.524691104888916,0.3239681739360094,,,,,147.9107020383806,0.4113836904025859,,,,,0.878030667,0.456813819,0.421216848,0.287907869,0.16890595,0.304824561,151,642,521,95,74,11,53,238,150,97,29,13,5,118,,54.0,0.084112149,0.183800623,,,,,,,,,5.0,,,,,,,
,5.95,36.67931115648867,-4.0432098768651485,1.249199690297246,,,,,142.36827967549556,0.3986353571838957,,,,,0.84353078,0.42662116,0.41690962,0.317406143,0.109215017,0.332096474,151,694,586,111,45,7,45,250,186,141,33,5,10,99,,40.0,0.057636887,0.142651296,,,,,,,,,-4.0,,,,,,,
,5.31,38.09426758847599,-1.2716050148010254,0.3077740631997585,,,,,157.32935402170952,0.4299237730310243,,,,,0.94113372,0.53488372,0.40625,0.317124735,0.217758985,0.325242718,126,547,473,67,100,16,63,253,150,87,39,8,4,70,,45.0,0.08226691,0.127970749,,,,,,,,,4.0,,,,,,,
