Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Mordecai Brown,1001547,111577,CHC,7.319427490234375,,9.53,1.313229494014429,,1.774293114519614,,,,,,,342.2,50,34,,,,,4.517509459409634,1.3920232636552945,3.24528302,0.0262645898802885,0.2357310419075856,0.74852265,,7,0.2029167120546142,0.8725680415784759,51.504109898189874,66.78919668628536,,,,,,172,53,7,1,,32,8,50
Christy Mathewson,1008235,118422,NYG,6.915150165557861,,9.68,1.144067881148138,,1.619312876453044,,,,,,,275.1,37,33,,,,,4.870460408316358,1.1767555348952274,4.13888889,0.0653753074941793,0.2324329777541937,0.75932504,,2,0.1982570023693861,0.8280872282596046,44.07659000727465,59.63785839412683,,,,,,149,36,0,2,,26,8,35
Orval Overall,1009910,120128,CHC,6.35984468460083,,7.31,1.4210526315789471,,1.7482879002888998,,,,,,,285.0,38,32,,,,,6.473684210526316,2.526315789473684,2.5625,0.031578947368421,0.2532119246600973,0.77770131,,3,0.2024412027389104,0.9964912280701754,55.73287170410588,65.76928705299628,,,,,,205,80,8,1,,23,9,45
Frank Smith,1012139,122386,CHW,5.3086748123168945,,7.13,1.8,,1.905365525859676,,,,,,,365.0,51,40,,,,,4.364383561643836,1.726027397260274,2.52857143,0.0246575342465753,0.2452846896307447,0.70901872,,1,0.2126520309033886,0.9534246575342464,77.14719559630957,84.76319819807411,,,,,,177,70,6,1,,37,7,73
Chief Bender,1000827,110850,PHA,5.185986518859863,,4.55,1.656,,1.5789545669555665,,,,,,,250.0,34,29,,,,,5.796,1.62,3.57777778,0.036,0.2638700947225981,0.72771872,,1,0.2175360710321864,0.964,69.4060881906145,69.20850611342031,,,,,,161,45,5,1,,24,5,46
Howie Camnitz,1001866,111910,PIT,4.814934730529785,,5.47,1.6219081272084803,,2.116014637626945,,,,,,,283.0,41,30,,,,,4.229681978798586,2.1625441696113072,1.95588235,0.0318021201413427,0.2364934677289739,0.73770492,,3,0.2059578532624918,0.9717314487632508,63.0158826281567,79.44194614268298,,,,,,133,68,7,1,,20,6,51
Red Ames,1000210,110219,NYG,4.366945266723633,,0.48,2.692622950819672,,2.0879053866276975,,,,,,,244.0,34,26,,,,,5.754098360655738,2.987704918032787,1.92592593,0.0737704918032786,0.2877871178454784,0.64505348,,1,0.23975781146418,1.221311475409836,103.73653504576396,77.69094798066467,,,,,,156,81,4,2,,20,2,73
Heinie Berger,1000870,110898,CLE,4.363061904907227,,2.49,2.7327935222672064,,1.858679263311842,,,,,,,247.0,34,29,,,,,5.902834008097166,2.11336032388664,2.79310345,0.0728744939271255,0.2906282347320646,0.68008328,,1,0.2408614338339473,1.1295546558704452,111.30761653762907,78.65071814557227,,,,,,162,58,12,2,,19,4,75
Nap Rucker,1011281,121530,BRO,4.265745639801025,,7.61,2.2403018714840246,,2.2828425024550825,,,,,,,309.1,38,33,,,,,5.848060729458298,2.9385777794790453,1.99009901,0.1745689769987551,0.2625450556540665,0.75369738,,1,0.2192747042749238,1.118534556325357,89.55521472395074,88.40432685333917,,,,,,201,101,14,6,,28,6,77
George Mullin,1009302,119502,DET,4.136552333831787,,4.58,2.2228319037641135,,2.29069550589864,,,,,,,303.2,40,35,,,,,3.675082080890001,2.311745179914678,1.58974359,0.0296377587168548,0.2597691239576423,0.72387624,,1,0.2315271700886451,1.1064763254292476,86.46844327382175,91.92203918724404,,,,,,124,78,8,1,,29,3,75
