Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA,ERA,xERA,FIP,xFIP,fWAR,NameASCII,PlayerId,MLBAMID,K/BB,K%,BB%,K-BB%,AVG,WHIP,ERA-,FIP-,xFIP-,E-F,SIERA,QS,CG,ShO,HLD,BS,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,Events,EV,EV90,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,Pace,Year,bWAR
Ryan Thompson,ARI,7,5,2,67,0,66.1,7.0552777343592314,2.035176269526701,0.6783920898422336,0.2964824120603015,0.73972603,0.614213197,0.111111111,92.50521484375,3.256282031242722,3.976426872715763,3.302158196258242,3.347993053486448,0.8844500780105591,Ryan Thompson,16647,657044,3.46666667,0.19117647,0.05514706,0.13602941,0.25,1.1909550021674769,78.18845897811167,84.46306199386837,82.6961580218362,-0.0458761650155201,3.2327580624707557,0,0,0,24,7,272,64,26,24,5,15,2,1,2,0,52,0.4827761650085449,-7.5302958488464355,8.01307201385498,6.232999801635742,0.6116395592689514,1.66407573223114,1.4640792608261108,1.5360268354415894,1.630123734474182,63,0.5567641258239746,-0.2666474228051439,27,12,204,90.00408561862245,105.0,113.9,-0.4591836734693877,15.0,0.07352941,91.0,0.44607843,0.34883721,0.63492063,0.4964176,0.64848485,0.86875,0.20618557000000004,0.51586489,19.22804533,2024,0.99
Anthony Bender,MIA,5,2,1,59,0,53.0,10.018870087865452,3.0566044335860703,0.509434072264345,0.3263888888888889,0.69321534,0.5,0.073170731,95.77737630208334,4.07547257811476,3.385336574277247,2.9211967064588142,3.3550146238125613,0.8830666542053223,Anthony Bender,19742,669622,3.27777778,0.25877193,0.07894737,0.17982456,0.2427184466019417,1.2830191449620545,97.51175509112038,72.35222264381986,82.86583934954506,1.1542758716559458,3.207498132127901,0,0,0,15,4,228,50,25,24,3,18,1,4,2,0,59,-0.4430179297924042,-5.2415289878845215,4.798511028289795,2.006000518798828,0.1914125382900238,1.2721092700958252,0.9676458835601808,1.1025762557983398,1.1330407857894895,49,0.2639508545398712,-0.6122054740184578,12,12,147,87.71301102311644,103.8,115.7,8.732876712328768,7.0,0.04761905,60.0,0.40816327,0.25345622,0.575,0.42872117,0.51818182,0.89966555,0.20293399,0.54507338,19.46344828,2024,0.67
Bryan Abreu,HOU,3,3,1,78,0,78.1,11.83404332158796,3.676595983405969,1.0340426203329287,0.2857142857142857,0.82938389,0.404371584,0.116883116,96.89746418189368,3.102127860998786,3.253697061877807,3.4856287351826745,3.478283806353638,0.8758917450904846,Bryan Abreu,16609,650556,3.21875,0.31692308,0.09846154,0.21846154,0.205574912891986,1.1617022030900803,77.57570638724923,85.2662710456325,84.68577845267684,-0.3835008741838885,3.0083191941580703,0,0,0,38,7,325,59,27,27,9,32,0,6,4,1,103,1.7742241621017456,-7.895303249359131,9.669527053833008,9.79699993133545,1.02984881401062,1.543389081954956,1.3691452741622925,1.4497231245040894,1.2917547225952148,75,0.3873644173145294,0.7621993465125407,43,12,184,90.39617486338798,104.5,111.3,16.027322404371585,16.0,0.08695652,70.0,0.38043478,0.30495356,0.6146789,0.46076923,0.43147208,0.81343284,0.31218698,0.50307692,19.36880165,2024,1.76
Rhett Lowder,CIN,2,2,0,6,6,30.2,6.456521872987372,4.1086957373556,0.0,0.2717391304347826,0.8974359,0.384615384,0.0,93.80345243566175,1.1739130678158858,4.378030800909426,3.101262385633357,4.728314943452066,0.859745442867279,Rhett Lowder,33876,695076,1.57142857,0.171875,0.109375,0.0625,0.219298245614035,1.271739156800543,27.133916202070495,73.06781159358613,116.05263528788473,-1.9273493178174712,5.156004913732597,1,0,0,0,0,128,25,4,4,0,14,0,0,0,0,22,1.2269359827041626,-1.5644919872283936,2.7914280891418457,12.487299919128418,1.2470086812973022,1.056172013282776,1.0176687240600586,0.8700000047683716,1.6929000616073608,6,0.785457968711853,0.376223999067828,0,0,92,90.18790779532966,103.2,112.1,12.494505494505496,3.0,0.0326087,38.0,0.41304348,0.25523013,0.66409266,0.46787149,0.68852459,0.86046512,0.18454936,0.52008032,16.34340659,2024,1.92
Ryan Pressly,HOU,2,3,4,59,0,56.2,9.211765739414634,2.858823850163162,0.6352941889251472,0.3333333333333333,0.7320442,0.487804878,0.085106382,93.94649767801856,3.4941180390883098,3.909386365269461,3.0958915350758898,3.4323220744534573,0.855274498462677,Ryan Pressly,7005,519151,3.22222222,0.23770492,0.07377049,0.16393443,0.2589285714285714,1.3411766210641998,87.37830522415459,75.52511406346957,83.5423622687911,0.39822650401242,3.3778254546867585,0,0,0,25,8,244,58,25,22,4,18,0,2,7,0,58,-0.2227899581193924,-7.576243877410889,7.353453636169434,3.560000419616699,0.3631265759468078,1.80469810962677,1.3914339542388916,1.43503737449646,1.5352470874786377,51,-0.2469279915094375,0.1234780045387815,18,13,166,89.77683165015245,105.1,119.3,6.225609756097561,13.0,0.07831325,69.0,0.41566265,0.32106339,0.68125,0.499484,0.47770701,0.87461774,0.25413222999999996,0.49535604,20.22468793,2024,0.4
Jakob Junis,- - -,4,0,1,24,6,67.0,6.850746561196166,1.074626911560183,1.074626911560183,0.2240437158469945,0.77868852,0.387434554,0.103896103,92.6155020672342,2.686567278900457,3.897532824523685,3.6888678602982177,3.874310364919695,0.8415619358420372,Jakob Junis,13619,596001,6.375,0.20158103,0.03162055,0.16996047,0.2024793388429752,0.8507463049851448,63.33962968638738,88.5201064482697,95.4149966935812,-1.00230058139776,3.7240037971002966,1,0,0,0,1,253,49,22,20,8,8,0,3,1,0,51,1.4667861312627792,-2.731608033180237,4.198394060134888,12.675099730491638,1.272990696132183,0.7888061119907204,0.8211997898531632,0.8393166624009609,0.8371600031852722,20,1.1516774594783783,0.707824018725222,6,2,191,90.02565585630727,104.4,116.4,15.1151832460733,16.0,0.08376963,81.0,0.42408377,0.26259947,0.61484099,0.47401909,0.55555556,0.84195402,0.22147651000000002,0.60021209,15.71366279,2024,1.83
Devin Williams,MIL,1,0,14,22,0,21.2,15.784615847796392,4.569230903309482,0.4153846275735892,0.25,0.92592593,0.432432432,0.071428571,94.68864010167464,1.2461538827207677,2.101044831657164,2.058787438093557,2.4357774962530936,0.8337991833686829,Devin Williams,15816,642207,3.45454545,0.43181818,0.125,0.30681818,0.1333333333333333,0.9692307976717084,30.449831094149857,51.45252358470618,60.65180900600766,-0.8126335553727895,2.305961528383932,0,0,0,0,1,88,10,3,3,1,11,1,2,1,0,38,2.088749885559082,-2.2092700004577637,4.298019886016846,7.940999984741211,0.7984778881072998,2.7258777618408203,2.0611636638641357,2.0611636638641357,3.888533353805542,3,0.7506132125854492,0.0156536812566732,14,1,37,84.17567567567568,101.1,104.9,14.72972972972973,2.0,0.05405405,12.0,0.32432432,0.3254717,0.64804469,0.47314578,0.44927536,0.73275862,0.37297296999999996,0.45780051,20.46052632,2024,1.35
Kyle Harrison,SFG,7,7,0,24,24,124.1,8.541555309205874,3.0402146015817517,1.302949114963608,0.30835734870317,0.73252688,0.408839779,0.123287671,92.9029866332498,4.560321902372627,4.832762945776294,4.332699665139938,4.226157253074172,0.8160495162010193,Kyle Harrison,27758,690986,2.80952381,0.22180451,0.07894737,0.14285714,0.2587991718426501,1.343163593820509,113.3151021789064,110.54019793496964,103.917631340741,0.2276222372326897,4.175550401900592,9,0,0,0,0,532,125,65,63,18,42,0,7,2,1,118,-0.4767039120197296,-9.400547981262209,8.923844337463379,-1.710200309753418,-0.2883635461330414,0.9533928632736206,0.8600140810012817,0.8698333501815796,0.8841000199317932,24,-1.298906326293945,0.7988984802283752,0,0,365,90.71878237223756,105.9,114.9,14.900552486187843,37.0,0.10136986,161.0,0.44109589,0.25129266,0.64266427,0.46053898,0.58847737,0.8627451,0.20689654999999996,0.5346487,16.08148631,2024,0.7
José Leclerc,TEX,6,5,1,64,0,66.2,12.015001833343783,4.320000659179788,0.9450001441955788,0.3141025641025641,0.71776156,0.352201257,0.102941176,95.58239483890216,4.320000659179788,3.57887119966856,3.481479826354988,3.658728427747282,0.8075965046882629,Jose Leclerc,14524,600917,2.78125,0.30902778,0.11111111,0.19791667,0.2222222222222222,1.3200002014160463,108.93807066039606,84.15985815633785,89.17480207878214,0.8385208328248002,3.263838151907392,0,0,0,13,3,288,56,33,32,7,32,1,4,5,2,89,-0.8666397929191589,-6.682683944702148,5.816044330596924,-0.1839999705553054,-0.0496759675443172,1.2430109977722168,1.062328577041626,1.215656280517578,1.4274823665618896,51,-0.329532116651535,-0.3676779599064294,15,14,163,87.42151651503164,103.2,115.8,18.082278481012654,12.0,0.07361963,50.0,0.30674847,0.30298507,0.67350746,0.46766169,0.48275862,0.74792244,0.34751772999999997,0.44444444,19.48618785,2024,-0.16
Colin Rea,MIL,12,6,1,32,27,167.2,7.2465211495356305,2.308151180963201,1.5566600987891357,0.2816901408450704,0.7662624,0.38771593,0.136792452,93.0369091892429,4.294234755280374,4.887420496457971,4.752960951768378,4.416255862175867,0.8043355643749237,Colin Rea,12317,607067,3.13953488,0.18907563,0.06022409,0.12885154,0.2556732223903177,1.2644135668325545,104.92983634687684,116.44669189763242,108.5115017842258,-0.458726196488004,4.333975336028232,8,0,0,1,0,714,169,83,80,29,43,1,10,2,0,135,-0.2821514904499054,-11.57925570011139,11.297104239463806,-0.4574999809265136,-0.1366651952266693,0.8912928518971507,0.8682411805877472,0.8929625172168016,1.1081677559883365,31,-1.54337877035141,1.2268144785484012,3,0,526,90.3767305814303,105.1,114.3,15.190384615384616,46.0,0.08745247,221.0,0.42015209,0.2489487,0.64613279,0.46792453,0.67905405,0.87288136,0.17338710000000002,0.55132075,18.08354956,2024,1.11
Ben Lively,CLE,13,10,0,29,29,151.0,7.033112582781457,2.9205298013245033,1.3708609271523178,0.2654462242562929,0.78358209,0.419213973,0.121693121,89.99538799894958,3.814569536423841,4.026955443554211,4.656546003455358,4.56892738607743,0.7890021800994873,Ben Lively,14932,594902,2.40816327,0.18670886,0.07753165,0.10917722,0.2404844290657439,1.2450331125827814,95.97821149478116,115.42582581005354,111.8183400066152,-0.8419764670315173,4.5824181894481235,9,0,0,0,0,632,139,67,64,23,49,0,5,2,1,118,0.3657043278217315,-10.756105422973633,11.12180995941162,6.107999801635742,0.6078220009803772,0.9521196484565736,0.8857219815254211,0.8718206882476807,1.0158207416534424,29,0.044729508459568,0.3393654195408717,0,0,460,90.15711330689278,104.4,116.9,13.962800875273524,30.0,0.06521739,191.0,0.41521739,0.23614896,0.65363985,0.46259352,0.65,0.88511137,0.16981132,0.54239401,16.77872582,2024,1.42
James Paxton,- - -,9,3,0,21,21,100.1,6.548173151666666,4.485050103881278,1.0764120249315068,0.2757475083056478,0.71981424,0.374592833,0.091603053,93.38611942498008,4.395349101803653,4.766265401062441,4.791064593695681,5.210397853640641,0.7889227569103241,James Paxton,11828,572020,1.46,0.16704805,0.11441648,0.05263158,0.2461139896373056,1.4451828112506342,106.9056181405066,114.297815180372,127.62689607887144,-0.3957154918920276,5.347175858235163,7,0,0,0,0,437,95,53,49,12,50,0,1,4,0,73,0.8484144508838654,-6.954611778259277,7.803026080131531,0.3269993364810943,0.0333576798439025,1.0017044321695965,0.9575830180689974,0.8774952207292829,1.1874190739222936,21,-0.1326184943318367,0.9795893408581724,0,0,313,90.45293830422794,104.4,118.1,16.035947712418302,25.0,0.0798722,135.0,0.4313099,0.27809965,0.66627219,0.47014052,0.5875,0.90941385,0.1867995,0.49473068,17.00158353,2024,0.24
Dylan Lee,ATL,4,2,0,52,0,59.2,11.4636891052739,2.5642462472323193,1.0558661018015434,0.3,0.83629893,0.351724137,0.106060606,92.5487733004386,2.1117322036030868,2.615517568324432,2.998881984353042,3.1462432632862205,0.7830778956413269,Dylan Lee,19996,669276,4.47058824,0.31666667,0.07083333,0.24583333,0.2197309417040358,1.1061454399825692,50.96676357829263,75.73045485721492,77.82072835636043,-0.8871497807499553,2.727364191515293,0,0,0,9,2,240,49,19,14,7,17,4,0,0,0,76,0.7939002513885498,-2.681065559387207,3.474965810775757,13.342000007629396,1.3696026802062988,0.7510780692100525,0.7812476754188538,0.8926423192024231,1.0351864099502563,44,1.146120309829712,-0.0891060207245386,11,5,147,87.50206761853448,104.4,111.2,16.83448275862069,11.0,0.07482993,47.0,0.31972789,0.40632603,0.71875,0.56926659,0.39520958,0.77329193,0.35582822000000003,0.52153667,20.18429487,2024,1.3
Nick Mears,- - -,1,5,0,54,0,57.2,11.705204957694145,3.7456655864621258,1.0924857960514534,0.36,0.59840426,0.407643312,0.111111111,96.85981674071084,5.930637178565033,3.223688749184906,3.3919133552527936,3.4657260238195904,0.7764229327440262,Nick Mears,25376,683232,3.125,0.29296875,0.09375,0.19921875,0.2629310344827586,1.4739887724503735,131.30125360997027,81.16268194297152,85.5412604410115,2.5387238233122393,3.1939752235412597,0,0,0,14,2,256,61,40,38,7,24,1,0,3,0,75,0.6751682311296463,-4.4528918862342834,5.128060162067413,-4.130999967455864,-0.5282715484499931,1.204217458764712,1.013571140481465,1.0343814801286768,1.3048142875943864,42,0.1851044744253158,0.3755652170955451,16,10,157,88.05413857235271,103.1,109.7,14.312101910828025,11.0,0.07006369,52.0,0.33121019,0.30952381,0.63957597,0.49124514,0.54545455,0.81491713,0.26138614000000004,0.55058366,19.97272727,2024,-0.38
Kevin Kelly,TBR,5,2,1,68,0,70.2,8.023586926914017,1.1462267038448597,0.8915096585460018,0.268041237113402,0.75949367,0.567839195,0.129629629,92.21830055930398,2.6745289756380055,3.3512266909446633,3.2655364070171284,3.133203174661399,0.7703973054885864,Kevin Kelly,25679,687330,7.0,0.22661871,0.0323741,0.19424461,0.2234848484848484,0.96226439335124,69.09892790272474,81.68432762914901,76.10101102312595,-0.5910074313791229,2.834466191963464,0,0,0,17,3,278,59,25,21,7,9,1,5,1,0,63,1.896571159362793,-3.7403528690338135,5.6369242668151855,13.199000358581545,1.4056415557861328,1.0276888608932495,1.0431287288665771,1.353885293006897,1.3031235933303833,55,1.241847038269043,0.6036250997809169,21,8,201,86.94132653061224,104.5,114.9,4.760204081632653,10.0,0.04975124,74.0,0.3681592,0.23798077,0.58279221,0.44379845,0.64646465,0.85793872,0.18777292999999995,0.59689922,17.68891856,2024,1.68
Shane Bieber,CLE,2,0,0,2,2,12.0,15.0,0.75,0.0,0.4166666666666667,1.0,0.5,0.0,92.47847316576087,0.0,2.78507361867924,0.083146444956462,0.5871492470304176,0.7693706154823303,Shane Bieber,19427,669456,20.0,0.44444444,0.02222222,0.42222222,0.2272727272727272,0.9166666666666666,0.0,0.2258055502103893,12.7613772551547,-0.083146444956462,1.3374920492290854,2,0,0,0,0,45,10,0,0,0,1,0,0,0,0,20,0.4502339959144592,-0.2416259795427322,0.6918599605560303,5.297999858856201,0.5910416841506958,0.7013199925422668,0.7393333315849304,0.8700000047683716,0.2703999876976013,2,0.3708504438400268,0.27113039329877,0,0,24,88.54166666666667,104.1,111.4,7.208333333333333,1.0,0.04166667,10.0,0.41666667,0.25316456,0.67816092,0.47590361,0.3,0.76271186,0.35443038000000004,0.52409639,16.00826446,2024,0.7
Brant Hurter,DET,6,1,0,10,1,45.1,7.544117858665631,1.1911765039998363,0.7941176693332243,0.2362204724409448,0.78488372,0.53125,0.093023255,92.2227783203125,2.580882425332979,2.2810669587716284,3.0341268334009244,3.321252462062087,0.7648656517267227,Brant Hurter,30133,676428,6.33333333,0.21714286,0.03428571,0.18285714,0.2011834319526627,0.8823529659258047,64.01056951332068,73.57362747847155,80.77922025704046,-0.4532444080679454,3.1864725944180914,0,0,0,0,0,175,34,13,13,4,6,0,0,0,1,38,0.8925041863694787,-2.2855278849601746,3.178032010793686,9.195999562740326,0.977098785340786,0.9600858708559455,1.0603970508186185,1.0410799860954283,1.7611778179804485,9,0.9325441755354404,-0.0029354671250311,6,1,131,88.47031116485596,104.5,112.1,10.1953125,6.0,0.04580153,48.0,0.36641221,0.26666667,0.61538462,0.47751938,0.57352941,0.88333333,0.18506493999999996,0.60465116,17.36460554,2024,1.33
Beau Brieske,DET,4,5,1,46,12,67.2,9.177341281134137,3.990148383101798,0.6650247305169663,0.2840909090909091,0.7,0.376404494,0.064935064,95.9616287979744,3.591133544791618,3.3289158286571325,3.5063813072206895,4.266351578302972,0.7632355988025665,Beau Brieske,26079,689225,2.3,0.24468085,0.10638298,0.13829787,0.22,1.2561578243098253,89.06663129795396,85.31218249254142,104.290989292047,0.0847522375709286,3.999947812372997,0,0,0,6,1,282,55,31,27,5,30,2,2,0,0,69,0.7823702991008759,-4.903728365898132,5.686098694801331,4.755999326705933,0.4942931830883026,1.1131848563852995,1.0678141330495292,1.0580912776615308,1.3934000239652746,34,0.6503825187683105,0.0524390248532627,12,7,181,89.04180735787429,103.9,111.3,14.859550561797754,10.0,0.05524862,65.0,0.35911602,0.30377668,0.68876611,0.48524306,0.66486486,0.8315508,0.22361359999999997,0.47135417,20.16782407,2024,0.73
Tony Santillan,CIN,3,3,0,29,1,30.0,13.800002632141616,2.700000514984229,1.2000002288818796,0.2698412698412698,0.77868852,0.323076923,0.133333333,97.279615703382,3.000000572204699,2.409090045300169,2.733146362304672,2.5118213929788173,0.7582406485453248,Tony Santillan,19926,663574,5.11111111,0.37704918,0.07377049,0.30327869,0.1858407079646017,1.0000001907348997,69.3422420825566,64.59701409275254,62.48946479542395,0.266854209900027,2.1875751521931344,0,0,0,4,2,122,21,11,10,4,9,0,0,1,0,46,0.5086918026208878,-2.6959002278745174,3.204592026770115,6.864099979400635,0.6919242739677429,1.3389806920482266,1.275268422929864,1.411993096614706,1.1307851716324135,27,0.3370341323316097,0.0428756047107867,9,5,67,90.2,104.7,112.3,19.692307692307693,4.0,0.05970149,27.0,0.40298507,0.28571429,0.66202091,0.5,0.53225806,0.78947368,0.27380952000000003,0.56944444,19.63157895,2024,0.72
Randy Vásquez,SDP,4,7,0,20,20,98.0,5.6938775510204085,2.663265306122449,1.1938775510204085,0.3302180685358255,0.72164948,0.386706948,0.104,94.30791015625,4.86734693877551,5.890885512876524,4.697092023187754,4.901184378062585,0.7465266585350037,Randy Vasquez,24719,681190,2.13793103,0.14385151,0.06728538,0.07656613,0.3005050505050505,1.510204081632653,122.6458188001735,116.30479954545883,120.23015026283308,0.1702549155877557,5.006992517817579,6,0,0,0,0,431,119,56,53,13,29,1,6,5,2,62,-0.5221199989318848,-7.961032390594482,7.438912391662598,-7.467400550842285,-0.7967446446418762,0.9785050749778748,0.8522266745567322,0.8784999847412109,0.7974600195884705,20,-0.8932415246963501,0.3596520602332347,0,0,334,88.69094009629909,105.7,119.2,14.990936555891238,29.0,0.08682635,132.0,0.39520958,0.27411168,0.68743048,0.4943687,0.68518519,0.88996764,0.16306953999999996,0.53289864,18.95447284,2024,0.5
Ryan Fernandez,STL,1,6,2,62,0,66.2,9.585001462555155,4.320000659179788,0.5400000823974735,0.3068181818181818,0.71759259,0.429378531,0.06779661,95.796632946047,3.5100005355835777,3.459427634872115,3.3464798057556195,3.904607330425473,0.7444950938224792,Ryan Fernandez,24862,681676,2.21875,0.24912281,0.1122807,0.13684211,0.2310756972111553,1.3500002059936838,86.99649908813231,84.40161478786474,96.1471447877833,0.1635207298279581,3.865645307525396,0,0,0,12,3,285,58,30,26,4,32,5,2,0,0,71,0.3713383376598358,-5.955227375030518,6.326565742492676,6.11899995803833,0.6752562522888184,1.247797966003418,1.052934646606445,1.2476612329483032,1.279339075088501,46,-0.1622710824012756,0.4598660038365127,16,11,180,89.04124183439265,105.3,111.8,10.350282485875706,13.0,0.07222222,61.0,0.33888889,0.30577223,0.68,0.47858942,0.44387755,0.8368984,0.29824561000000005,0.46179681,17.00110011,2024,0.91
Joey Estes,OAK,7,9,0,25,24,127.2,6.485640106566314,1.9033943791009835,1.6214100266415783,0.2736572890025575,0.69732938,0.245742092,0.100877192,92.63992135605376,5.005222256154438,4.433586827745919,4.936714879840504,5.294975346522007,0.7282214127480984,Joey Estes,26257,683155,3.40740741,0.1694291,0.04972376,0.11970534,0.2569169960474308,1.2297650926701826,129.20962276000225,125.3036495962528,129.88064866923332,0.0685073763139341,5.035362862286821,8,1,1,1,0,543,130,73,71,23,27,1,10,3,0,92,-0.7429894357919693,-9.729897916316986,8.986908614635468,-11.875699639320374,-1.2060387879610062,0.9530272524932336,0.9345910946528116,0.8995440053939819,1.1585583637158077,24,-1.058530010282993,0.2789201577334257,1,0,414,89.52634143364139,104.7,113.6,25.431707317073172,40.0,0.09661836,164.0,0.39613527,0.30035336,0.73344652,0.55204736,0.69803922,0.87152778,0.16800715,0.58115442,18.24408384,2024,0.62
Bryan Hudson,MIL,6,1,0,43,0,62.1,8.951872388207125,2.454545654830986,1.0106952696362883,0.1478873239436619,0.94240838,0.412162162,0.116666666,91.43294404517454,1.7326204622336372,2.9919649405918816,3.5996348938482043,3.5951510064231633,0.7269054055213928,Bryan Hudson,19924,663542,3.64705882,0.26839827,0.07359307,0.1948052,0.1327014218009478,0.7219251925973489,42.33666576562267,88.62388555361798,88.66890879699197,-1.8670144316145671,3.219562986761758,0,0,0,14,3,231,28,12,12,7,17,0,3,1,1,62,2.57052230834961,-3.537832021713257,6.108354568481445,22.44700050354004,2.317917585372925,1.2338625192642212,1.3436936140060425,1.4958139657974243,1.3125333786010742,42,1.6278891563415527,0.4554242341020336,26,6,149,87.85270402238176,103.4,111.6,14.202702702702704,10.0,0.06711409,54.0,0.36241611,0.26010101,0.63276836,0.47357066,0.54368932,0.88392857,0.19589977000000003,0.57281553,20.06628242,2024,2.43
Cionel Pérez,BAL,2,0,2,62,0,53.2,7.714287176530196,4.695653063974902,0.0,0.2955974842767295,0.6375,0.557692307,0.0,96.52188621411484,4.527951168832941,3.582049778069422,3.2969145856224316,4.592922036613899,0.7190252542495728,Cionel Perez,19614,672335,1.64285714,0.19327731,0.11764706,0.07563025,0.2292682926829268,1.3975157928496733,114.22699220411504,80.67416492947837,112.41526859515632,1.2310365832105097,4.374425397893633,0,0,0,22,1,238,47,29,27,0,28,0,5,6,0,46,1.0268431901931765,-3.7901768684387207,4.817019939422607,-1.250000238418579,-0.1358214020729065,1.1696113348007202,1.032037615776062,1.2519097328186035,1.1284452676773071,53,0.3440496623516083,0.5338857334849335,17,9,159,88.28333458533653,106.2,116.4,4.051282051282051,8.0,0.05031447,54.0,0.33962264,0.22302158,0.67040359,0.45422943,0.50537634,0.87625418,0.21173469,0.51680185,19.2983871,2024,-0.07
Andrew Nardi,MIA,3,2,0,59,0,49.2,12.684566356390905,3.2617456345005182,1.2684566356390905,0.3245614035087719,0.63909774,0.316666666,0.114754098,94.23304219600726,5.073826542556362,2.8087916579435905,3.327553636783648,3.3523693354139605,0.7101933360099792,Andrew Nardi,25942,677053,3.88888889,0.33333333,0.08571429,0.24761905,0.2303664921465968,1.2483224033273588,121.39886153312018,82.16804929275105,82.80191404127348,1.746272905772714,2.769727582240861,0,0,0,15,6,210,44,29,28,7,18,1,1,1,0,70,-0.2773858606815338,-4.879796981811523,4.602410793304443,-10.517999649047852,-1.0030994415283203,1.2179542779922483,1.1277999877929688,1.3560576438903809,1.4273781776428225,55,-0.1225802078843116,-0.1051671433042681,16,11,121,88.2440661414195,102.4,112.7,21.571428571428573,9.0,0.07438017,42.0,0.34710744,0.35947712,0.67785235,0.51655629,0.56969697,0.79867987,0.28205128,0.49337748,17.71924747,2024,0.0
Jesús Luzardo,MIA,3,6,0,12,12,66.2,7.830000298690807,2.9700001132965133,1.2150000463485735,0.2841530054644808,0.66298343,0.37037037,0.118421052,95.5178902222938,4.995000190544135,4.552307390436034,4.261479820060732,4.230169401959262,0.6980787515640259,Jesus Luzardo,19959,666200,2.63636364,0.21167883,0.08029197,0.13138686,0.244,1.2450000474929828,119.51282358664515,104.7276682725914,104.014587821723,0.7335203704834035,4.33362600072007,4,0,0,0,0,274,61,37,37,9,22,0,2,3,0,58,-0.0254477988928556,-4.561578273773193,4.536130428314209,-1.5015997886657717,-0.1602649092674255,0.9003167748451233,0.9285072684288024,0.8700000047683716,0.8978999853134155,12,0.6254637837409973,-0.6537291672191995,0,0,192,90.39999793320106,105.2,115.5,16.51851851851852,19.0,0.09895833,79.0,0.41145833,0.31164384,0.69539078,0.48845799,0.47252747,0.84726225,0.28166351999999995,0.46075716,15.82057716,2024,0.55
Michel Otañez,OAK,1,0,1,36,0,34.0,14.558826796324515,5.2941188350270965,0.5294118835027096,0.352112676056338,0.74152542,0.383561643,0.0625,98.09764840612448,3.441177242767613,2.519196050275536,2.7253032087042035,3.3836642093511315,0.6855605244636536,Michel Otanez,22533,671305,2.75,0.36423841,0.13245033,0.23178808,0.2109375,1.3823532513681864,88.83386004319497,68.31730881642436,82.33187284354145,0.7158740340634093,2.9885798839624855,0,0,0,6,2,151,27,15,13,2,20,0,3,6,0,55,0.1569600403308868,-2.3850178718566895,2.541977882385254,-1.412999987602234,-0.13189797103405,0.9757975339889526,0.8746150732040405,1.1504888534545898,1.1061866283416748,30,-0.1252971291542053,0.2861502107245711,10,4,73,86.32054660744863,101.8,106.3,15.10958904109589,3.0,0.04109589,24.0,0.32876712,0.28571429,0.65,0.46755408,0.29069767,0.75897436,0.38434164000000004,0.49916805,19.65401786,2024,0.41
Hunter Harvey,- - -,2,4,1,49,0,50.2,9.769738435828057,2.842105726786343,0.8881580396207321,0.3333333333333333,0.67692308,0.44680851,0.116279069,97.9638999696334,4.440790198103661,5.124334279136306,3.521742994138088,3.5220659178922187,0.6854808628559113,Hunter Harvey,15507,640451,3.4375,0.25114155,0.07305936,0.17808219,0.2575757575757575,1.3223686367686458,107.6257451658173,86.79374780083974,86.94601786837602,0.9190472039655732,3.3046955968262055,0,0,0,28,3,219,51,28,25,5,16,2,5,2,0,55,0.1558515653014183,-7.269064545631409,7.424915909767151,2.525999426841736,0.2552008181810379,1.9197508278539623,1.558815026283264,1.7071877304388552,1.7038435210352358,46,-0.1955930041149258,0.2767762301045406,25,8,143,90.42482027094417,106.4,112.4,10.907801418439716,13.0,0.09090909,69.0,0.48251748,0.31084337,0.6899384,0.51552106,0.59689922,0.80654762,0.25161290000000003,0.53991131,18.75,2024,-0.03999999999999998
Shawn Armstrong,- - -,3,3,1,57,7,66.2,8.910000977182495,3.3750003701448845,0.8100000888347724,0.3622448979591837,0.69037657,0.358208955,0.075949367,93.50069888607486,4.860000533008634,5.1279639167273325,3.571479822707181,4.193209852266809,0.6851377971470356,Shawn Armstrong,12857,542888,2.64,0.22372881,0.08474576,0.13898305,0.2873134328358209,1.5300001677990145,124.37915407321812,89.72944466528402,102.67997574471003,1.2885207103014529,3.9454131164472583,0,0,0,5,1,295,77,38,36,6,25,0,2,1,1,66,-0.1650678608566522,-4.696744009852409,4.531676292419434,-4.362800568342209,-0.538532692939043,0.8731741173174775,0.7389551435525601,0.8270631688728667,0.9087541749080024,48,-0.5491496054455638,0.3601061402501391,8,11,202,88.8525,104.1,113.0,16.7,18.0,0.08910891,77.0,0.38118812,0.2771855,0.678125,0.50856628,0.66153846,0.8640553,0.18262411,0.57709648,19.10024752,2024,-0.3
