Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,BB/K,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Babe Ruth,1011327,121578.0,OF,NYY,10.686561512919264,,10.55,94.1541133758848,-8.179012298583984,-1.1750019798055291,,,,,204.98984650692532,0.525903931390466,,,,,1.195095496,0.700374531,0.494720965,0.372659176,0.327715355,0.350114416,145,663,534,149,163,46,80,374,199,119,31,3,5,128,,51.0,0.076923076,0.19306184,2.509803921,,,,,,,,,-2.0,,,,,,,,0.0
Lou Gehrig,1004598,114680.0,1B,NYY,9.113751419252536,,8.64,81.77214884267417,-14.69753074645996,-2.2651488282717764,,,,,183.14784220483173,0.4884861632371726,,,,,1.108010815,0.662358642,0.445652173,0.340872374,0.321486268,0.319148936,155,738,619,163,184,46,92,410,211,119,31,15,17,117,,56.0,0.075880758,0.158536585,2.089285714,,,,,,,,,-8.0,,,,,,,,0.0
Al Simmons,1011978,122240.0,OF,PHA,7.877782697202724,,7.38,56.64436752002908,3.5617284774780273,-1.0177104303147644,,,,,174.78545846176615,0.4844982834734671,,,,,1.085375269,0.641325536,0.444049733,0.389863547,0.251461989,0.399103139,128,563,513,105,128,22,72,329,200,128,37,13,3,47,,45.0,0.079928952,0.083481349,1.044444444,,,,,,,,,9.0,,,,,,,,0.0
Joe Cronin,1002796,112854.0,SS,WAS,6.9495563674421446,,6.84,24.799209892546195,20.567901611328125,-2.29287006391678,,,,,128.2604826686481,0.3989560506467161,,,,,0.870346331,0.479541734,0.390804597,0.306055646,0.173486088,0.319926873,156,700,611,103,126,12,69,293,187,118,44,13,10,81,,52.0,0.074285714,0.115714285,1.557692307,,,,,,,,,11.0,,,,,,,,0.0
Bill Terry,1012927,123203.0,1B,NYG,6.308190610127511,,6.59,42.300528633281225,1.3888888359069824,1.2783999254461378,,,,,147.55341568940293,0.4187726334188923,,,,,0.925611267,0.528641571,0.396969696,0.348608837,0.180032734,0.360424028,153,662,611,121,112,9,72,323,213,141,43,20,8,47,,36.0,0.054380664,0.070996978,1.305555555,,,,,,,,,8.0,,,,,,,,0.0
Max Bishop,1000994,111020.0,2B,PHA,6.192194022485989,,6.04,18.47431883273401,22.012345790863037,-0.212878993130289,,,,,122.22342943032707,0.3944537166487761,,,,,0.825934328,0.400402414,0.425531914,0.293762575,0.106639839,0.319727891,130,614,497,115,37,5,39,199,146,107,30,4,3,112,,51.0,0.083061889,0.182410423,2.196078431,,,,,,,,,18.0,,,,,,,,0.0
Wally Berger,1000875,110904.0,OF,BSN,6.168446379409232,,5.88,37.753116630355336,4.0434064865112305,2.286863100831397,,,,,140.14275123197393,0.4044411881033674,,,,,0.891977549,0.512155591,0.379821958,0.322528363,0.189627228,0.34090909,156,678,617,94,84,19,71,316,199,128,44,8,13,55,,70.0,0.103244837,0.081120943,0.785714285,,,,,,,,,6.0,,,,,,,,0.0
Ben Chapman,1002141,112205.0,OF,NYY,6.13508919481964,,5.88,33.119925380177364,4.365751266479492,1.746901445672847,,,,,133.3939299237683,0.4032522108624963,,,,,0.878921568,0.483333333,0.395588235,0.315,0.168333333,0.339920948,149,686,600,120,122,17,56,290,189,133,28,11,61,75,,77.0,0.112244897,0.109329446,0.974025974,,,,,,,,,10.0,,,,,,,,0.0
Earl Averill Sr.,1000378,110396.0,OF,CLE,6.050460920707588,,6.51,41.43608144787495,-4.913580298423767,-2.4962553310906515,,,,,145.76163708352303,0.4395283434258378,,,,,0.979466562,0.575757575,0.403708987,0.333333333,0.242424242,0.317773788,155,701,627,140,143,32,78,361,209,131,36,10,9,68,,38.0,0.054208273,0.097004279,1.789473684,,,,,,,,,-3.0,,,,,,,,0.0
Mel Ott,1009904,120117.0,OF,NYG,5.823217961506444,,6.08,39.11602864019176,2.2716050148010254,1.7173304696334526,,,,,149.4823144699501,0.4219168219747526,,,,,0.937326896,0.545271629,0.392055267,0.291750503,0.253521126,0.273584905,138,580,497,104,115,29,60,271,145,85,23,8,10,80,,44.0,0.075862068,0.137931034,1.818181818,,,,,,,,,6.0,,,,,,,,0.0
