Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Al Orth,1009857,120072.0,NYH,6.03250789642334,,8.11,2.338582536677411,,2.251100623297953,,,,,,,338.2,45,39,,,,,3.534448606569269,1.7539369025080582,2.01515152,0.0531496031063047,0.2770350947245942,0.70566632,,0,0.2492059885713446,1.1309054438730408,80.54195170920741,81.28294736058547,,,,,,133,66,1,2,,36,3,88
Cy Young,1014369,124692.0,BOS,5.75358772277832,,2.04,3.191193285312884,,1.8726312486400123,,,,,,,287.2,39,34,,,,,4.3800692151353315,0.782155216988452,5.6,0.0938586260386142,0.2980485483466635,0.58080808,,2,0.2620039527738168,1.0880648129661576,118.11930903163984,73.34829224617717,,,,,,140,25,8,3,,28,0,102
Bob Ewing,1003880,113955.0,CIN,5.748927593231201,,5.12,2.3777518596448943,,2.185493335435393,,,,,,,287.2,33,32,,,,,4.536500258533022,1.877172520772285,2.41666667,0.1251448347181523,0.2680670438137779,0.69645204,,0,0.2341345391580484,1.07068358592197,85.83116106545556,74.94832448065748,,,,,,145,60,2,4,,26,2,76
Jack Chesbro,1002179,112233.0,NYH,5.577732086181641,,3.86,2.963076923076923,,2.295488865925716,,,,,,,325.0,49,42,,,,,4.2092307692307696,2.076923076923077,2.02666667,0.0553846153846153,0.2898281467719461,0.6587582,,1,0.255180820804551,1.196923076923077,102.04985058521731,82.81170062805032,,,,,,152,75,10,2,,24,4,107
Mordecai Brown,1001547,111577.0,CHC,5.296801567077637,,7.34,1.0384616146426284,,2.077796537071994,,,,,,,277.1,36,32,,,,,4.673077265891828,1.9795674529125105,2.36065574,0.0324519254575821,0.2359055581915752,0.7912844,,3,0.2020243363712673,0.9338942992793082,39.34943784264207,74.59320634438478,,,,,,144,61,4,1,,27,9,32
Irv Young,1014380,124701.0,BSN,4.855401515960693,,3.21,2.91348853751184,,2.522537175335428,,,,,,,358.1,43,41,,,,,3.7925583548645503,2.084651281150713,1.81927711,0.175813963470542,0.2846442083486521,0.6562354,,0,0.256712037313977,1.205581463798003,109.4819905128758,90.68654713317206,,,,,,151,83,6,7,,37,4,116
Vic Willis,1014042,124364.0,PIT,4.849750995635986,,8.27,1.7329192546583851,,2.3507301463843873,,,,,,,322.0,41,36,,,,,3.4658385093167703,2.124223602484472,1.63157895,0.0,0.273391162514828,0.77659574,,1,0.2452121292725096,1.1521739130434785,65.98818371790755,85.35472724957931,,,,,,124,76,5,0,,32,6,62
Ed Walsh,1013570,123878.0,CHW,4.7350873947143555,,4.59,1.8754492388842363,,1.884820935755315,,,,,,,278.1,41,31,,,,,5.529341721538007,1.8754492388842363,2.94827586,0.0323353317049006,0.2584853422274328,0.70710696,,1,0.2150215144878882,0.9808383950486524,73.49017676955599,78.1285042761069,,,,,,171,58,7,1,,24,10,58
Rube Waddell,1013467,123767.0,PHA,4.702850818634033,,5.6,2.2114912775321325,,2.0985319553021675,,,,,,,272.2,43,34,,,,,6.469437170093999,3.036674590044122,2.13043478,0.0330073325004795,0.2774554609311593,0.72761194,,0,0.223250350726773,1.1479216747389012,80.45121857339821,80.30707997942844,,,,,,196,92,10,1,,22,8,67
Jake Weimer,1013738,124044.0,CIN,4.608495235443115,,5.68,2.215535957083607,,2.543500973261635,,,,,,,304.2,41,39,,,,,4.165207599317181,2.924507463350361,1.42424242,0.0,0.2680500475163603,0.72,,1,0.2343694184015758,1.1881837280952083,79.97555455898205,87.87154483280834,,,,,,141,99,13,0,,31,6,75
