fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
,9.41,59.738884481311594,9.62734353542328,0.5430394196882844,,,,,197.66930756643353,0.4781613453834472,,,,,1.118066036,0.663697104,0.454368932,0.389755011,0.273942093,0.368292682,117,515,449,87,118,24,66,298,175,109,33,9,15,58,16,22,0.042718446,0.112621359,,,6.138789653778076,0.4448147620209548,,,,,9.0,,,,,,,
,8.88,53.2029993899334,11.90192037820816,0.33263957768213,,,,,172.39463644596196,0.4280246220459447,,,,,1.004455689,0.624087591,0.380368098,0.28649635,0.337591241,0.276649746,150,652,548,104,121,48,81,342,157,76,25,8,12,89,10,119,0.182515337,0.136503067,,,5.711792469024658,-0.583467934424263,,,,,11.0,,,,,,,
,8.8,40.480994692743195,10.685186386108398,9.615281158243306,,,,,136.32563682154216,0.3765335531093506,,,,,0.819714242,0.399323181,0.420391061,0.30287648,0.096446701,0.320150659,158,722,591,111,53,9,35,236,179,144,22,4,100,117,7,54,0.074792243,0.162049861,,,3.703685522079468,-0.7166582987338126,,,,,18.0,,,,,,,
,8.55,23.0464133711623,19.488683700561523,11.730205707834102,,,,,112.90680500586406,0.3486967757243152,,,,,0.778033351,0.421276595,0.356756756,0.326241134,0.095035461,0.364951768,161,745,705,132,49,3,46,297,230,184,28,15,79,28,3,81,0.108724832,0.037583892,,,1.7321983575820925,-0.2737675253646274,,,,,24.0,,,,,,,
,6.64,41.90518031646802,2.6150217056274414,-0.4833801088389009,,,,,154.84553762617037,0.4021562423149165,,,,,0.901955092,0.494117647,0.407837445,0.321008403,0.173109244,0.343137254,159,690,595,111,99,16,63,294,191,128,39,8,14,86,4,73,0.105797101,0.124637681,,,2.717271566390991,-0.5755637412508858,,,,,12.0,,,,,,,
,6.48,35.25602832329696,5.73148250579834,-1.4349426025291905,,,,,147.23776940547174,0.396449158604543,,,,,0.924621212,0.5625,0.362121212,0.304054054,0.258445946,0.284253578,156,660,592,94,118,41,69,333,180,111,26,2,11,54,19,71,0.107575757,0.081818181,,,2.9445719718933105,-0.970801986665398,,,,,13.0,,,,,,,
,6.81,41.852673649533706,-1.747941970825195,0.922708940343,,,,,151.2962703220312,0.4026480326201858,,,,,0.92606658,0.538585209,0.387481371,0.352090032,0.186495177,0.344582593,153,678,622,96,122,25,62,335,219,157,33,4,17,39,15,42,0.061946902,0.057522123,,,3.2993297576904297,-0.673258400358355,,,,,8.0,,,,,,,
,6.58,33.77504291138309,6.167798042297363,3.884108795435168,,,,,139.5620303927778,0.3838414536644874,,,,,0.834408976,0.407407407,0.427001569,0.294346978,0.113060429,0.310344827,138,642,513,99,46,7,37,209,151,114,23,7,30,119,4,45,0.070093457,0.185358255,,,3.66605544090271,0.5445766525189097,,,,,2.0,,,,,,,
,6.9,15.170222877458484,22.0,-0.8381257700966671,,,,,119.37686596591536,0.3506463357810634,,,,,0.764277281,0.380453752,0.383823529,0.273996509,0.106457243,0.308351177,159,702,573,86,68,13,33,218,157,124,18,2,26,102,7,96,0.136752136,0.145299145,,,2.11489200592041,0.3112705731879792,,,,,22.0,,,,,,,
,6.07,31.573187242226343,2.0,4.326833172352053,,,,,131.37083996411602,0.3706248443930225,,,,,0.824876383,0.432558139,0.392318244,0.317829457,0.114728682,0.34751773,160,738,645,118,53,9,47,279,205,158,29,9,44,78,8,75,0.101626016,0.105691056,,,1.821257710456848,-0.8219818968217205,,,,,2.0,,,,,,,
,7.11,24.06935594226695,12.322036743164062,1.954937553149648,,,,,129.04325943073945,0.3686592239886522,,,,,0.840194457,0.518821603,0.321372854,0.292962356,0.225859247,0.297709923,143,647,611,121,87,23,82,317,179,97,49,10,20,26,1,67,0.103554868,0.040185471,,,2.456777811050415,-0.7803465615170726,,,,,6.0,,,,,,,
,6.5,16.69454836020011,21.94602108001709,-0.2736387082841247,,,,,124.55228974644685,0.355251873623241,,,,,0.817507628,0.486338797,0.331168831,0.264116575,0.222222222,0.257777777,154,617,549,76,101,29,59,267,145,86,25,5,3,58,11,78,0.126418152,0.094003241,,,1.2862019538879397,-0.8933841480176512,,,,,13.0,,,,,,,
,6.52,26.02247410644866,13.735713303089142,0.1120265260105952,,,,,141.22947180971258,0.385598810307093,,,,,0.877204466,0.497959183,0.379245283,0.328571428,0.169387755,0.331797235,129,534,490,76,83,17,45,244,161,116,24,4,3,40,11,39,0.073033707,0.074906367,,,0.7244656682014465,-1.914650713852332,,,,,13.0,,,,,,,
