Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Cy Young,1014369,124692.0,BOS,7.665411949157715,,10.06,2.152512884420312,,2.5505157509714715,,,,,,,384.2,45,43,,,,,0.1403812750708899,0.2711308556735685,0.68694799,,0,0.2439432281386669,1.0476602565475672,60.25959569601571,75.33221280969713,,,,,,160,53,13,6,,41,3
Rube Waddell,1013467,123767.0,PHA,6.766408443450928,,9.14,2.051869873626295,,2.277686954859898,,,,,,,276.1,33,27,,,,,0.2279855415140327,0.2759901506300662,0.72172103,,0,0.2232721456150981,1.042219618349864,55.660616251365745,65.59493388024242,,,,,,210,64,10,7,,26,3
Noodles Hahn,1005205,115307.0,CIN,6.2509446144104,,8.42,1.766355140186916,,2.4592930169863125,,,,,,,321.0,36,36,,,,,0.0560747663551401,0.2683997622744963,0.72552448,,0,0.2375296912114014,1.059190031152648,58.31087895399044,76.65670870828265,,,,,,142,58,6,2,,35,6
Vic Willis,1014042,124364.0,BSN,6.185978889465332,,7.95,2.1951219512195124,,2.599046835085241,,,,,,,410.0,51,46,,,,,0.1317073170731707,0.2821461609620721,0.72085249,,3,0.243423635649784,1.1536585365853658,76.26276778142037,85.52911765961008,,,,,,225,101,14,6,,45,4
Deacon Phillippe,1010287,120511.0,PIT,5.2787885665893555,,3.67,2.051470588235294,,2.1465181406806497,,,,,,,272.0,31,30,,,,,0.0330882352941176,0.2904162633107454,0.69822888,,0,0.2567729932948335,1.0698529411764706,73.76960929545156,72.25364018507891,,,,,,122,26,4,1,,29,5
Bill Dinneen,1003317,113382.0,BOS,4.951906681060791,,6.92,2.932675205562199,,3.111938220089526,,,,,,,371.1,42,42,,,,,0.2181328665294197,0.271165303287243,0.67811935,,0,0.249433766959184,1.2037702634401313,82.10023896906912,91.04923417973356,,,,,,136,99,8,9,,39,2
Eddie Plank,1010385,120616.0,PHA,4.930066108703613,,5.2,3.3,,2.95823382695516,,,,,,,300.0,36,32,,,,,0.15,0.2981956315289649,0.65984655,,0,0.2738197424892704,1.2666666666666666,89.5183637083608,84.05597703685179,,,,,,107,61,18,5,,31,1
Doc White,1013864,124173.0,PHI,4.73829984664917,,7.23,2.5294117647058822,,2.416534480549931,,,,,,,306.0,36,35,,,,,0.088235294117647,0.2878393142280864,0.65958636,,1,0.2429995087374552,1.1405228758169934,91.69918651691128,82.63289819764185,,,,,,185,72,13,3,,34,3
Joe McGinnity,1008527,118713.0,- - -,4.50895619392395,,8.96,2.840758006231573,,3.020350694601753,,,,,,,351.2,44,39,,,,,0.1023696578822188,0.2756195079144686,0.65520446,,0,0.2558715197041906,1.1914690736847138,84.51858719715943,91.83238104759026,,,,,,106,78,17,4,,35,1
Jesse Tannehill,1012822,123086.0,PIT,4.133755207061768,,2.79,1.948051948051948,,2.253645082366415,,,,,,,231.0,26,24,,,,,0.0,0.2690808833275894,0.67226891,,0,0.2375880714402752,0.987012987012987,70.05073917177359,76.10585852956591,,,,,,100,25,10,0,,23,2
Togie Pittinger,1010376,120605.0,BSN,3.929518222808838,,7.3,2.519691912491258,,3.0142155803688304,,,,,,,389.1,46,40,,,,,0.0924657582565599,0.2781423963668641,0.73434992,,0,0.246927138777822,1.253424723033368,87.53895385916438,99.95288012714684,,,,,,174,128,16,4,,36,7
Bill Phillips,1010282,120529.0,CIN,3.85042667388916,,2.38,2.509293680297398,,2.891666292878332,,,,,,,269.0,33,33,,,,,0.1003717472118959,0.281575972183707,0.64259486,,0,0.2603404902591704,1.1970260223048328,82.83675050553607,90.930206251258,,,,,,85,55,9,3,,30,0
Christy Mathewson,1008235,118422.0,NYG,3.787468671798706,,4.21,2.1144576758358378,,2.556466766655886,,,,,,,276.2,34,32,,,,,0.0975903542693463,0.2770018437006055,0.65666041,,0,0.2359968531728765,1.1349396755768428,76.57940911271834,87.61849907783984,,,,,,159,73,10,3,,29,8
Jack Chesbro,1002179,112233.0,PIT,3.759729623794556,,5.26,2.1688010854168955,,2.629976160523326,,,,,,,286.1,35,33,,,,,0.0314318997886506,0.2641211835624981,0.75401731,,1,0.230594794684815,1.061699726194422,77.98874116366584,89.63849056464296,,,,,,136,62,21,1,,31,8
Addie Joss,1006630,116772.0,CLE,3.735687732696533,,4.46,2.7735150609924815,,2.954504475894134,,,,,,,269.1,32,29,,,,,0.0668316882166863,0.2544152039845929,0.62217924,,0,0.2285377779140176,1.1138614702781051,79.31997508247078,88.51144633072164,,,,,,106,75,13,2,,28,5
Al Orth,1009857,120072.0,WAS,3.645064353942871,,3.85,3.9722222222222223,,3.3716906170786167,,,,,,,324.0,38,37,,,,,0.5,0.2940978191256278,0.6013306,,0,0.286566511540744,1.2561728395061729,109.31701734099455,96.6540552288685,,,,,,76,40,9,18,,36,1
Bill Donovan,1003393,113465.0,BRO,3.588210105895996,,3.29,2.781634748289461,,2.755605974544309,,,,,,,297.2,35,33,,,,,0.0302351603074941,0.2711177723102146,0.6710311,,1,0.2294798946540721,1.2127658745561538,99.10796065762833,93.29202687030087,,,,,,170,111,7,1,,30,4
Frank Kitson,1006981,117130.0,BRO,3.393357992172241,,3.99,2.8421050404771178,,2.6764537661440913,,,,,,,259.2,31,30,,,,,0.1386392702671764,0.2831724299561311,0.66910786,,0,0.2552732597219406,1.1514761613857158,101.2624805286412,90.47188164421856,,,,,,107,48,7,4,,28,3
Jack Taylor,1012879,,CHI,3.2580385208129883,,0.0,1.330595399165197,,2.723422050529555,,,,,,,324.2,36,33,,,,,0.0554414749652165,0.2441991230523551,0.74097136,,1,0.2283913050300827,0.9671457299487776,49.698357583536385,96.5963968065264,,,,,,83,43,10,2,,33,7
Jack Powell,1010487,120718.0,SLB,3.22435998916626,,5.97,3.2071067977119436,,3.237489361589391,,,,,,,328.1,42,39,,,,,0.3289340305345583,0.280791335682245,0.68608095,,2,0.2568424550412025,1.2578680982478945,93.20524127252592,98.16857092146869,,,,,,137,93,9,12,,36,3
Bill Bernhard,1000891,110919.0,- - -,3.1936085894703865,,6.06,2.150442477876106,,2.9392367768076673,,,,,,,226.0,28,25,,,,,0.1592920353982301,0.2289304158015226,0.65442561,,1,0.216396990114592,0.9424778761061948,61.44204185473745,87.86472295333459,,,,,,58,37,5,4,,23,3
Sam Leever,1007470,117623.0,PIT,3.170820951461792,,3.07,2.391891891891892,,2.534269862991196,,,,,,,222.0,28,26,,,,,0.081081081081081,0.2712404188707762,0.70652174,,2,0.2448615265849657,1.054054054054054,86.01094812361282,86.19695149674301,,,,,,86,31,8,2,,23,4
Ed Siever,1011958,122220.0,DET,3.149977445602417,,5.88,1.9115047861428995,,2.8241925591337345,,,,,,,188.1,25,23,,,,,0.0,0.251096695221327,0.635,,1,0.2381294274980188,1.0513276323785947,53.25005889503566,82.58665403989832,,,,,,36,32,2,0,,17,4
Red Donahue,1003373,113433.0,SLB,3.1033260822296143,,5.85,2.759747279706646,,3.246565441463777,,,,,,,316.1,35,34,,,,,0.1991570201850156,0.2753352234994848,0.67757009,,0,0.2652257839125013,1.2233931239936675,80.20403662259278,98.43234081372933,,,,,,63,65,8,7,,33,2
Wiley Piatt,1010305,120535.0,CHW,3.0985255241394043,,1.02,3.5121951219512195,,2.9575834204510945,,,,,,,246.0,32,30,,,,,0.1097560975609756,0.3031292263209439,0.62612343,,0,0.2748975666861778,1.3373983739837398,103.05212819708608,90.8986779121413,,,,,,96,66,9,3,,22,2
Casey Patten,1010056,120283.0,WAS,2.8411827087402344,,1.54,4.05450473029218,,3.5291940945647684,,,,,,,299.2,36,34,,,,,0.3303670520978813,0.2982125723544221,0.58950914,,1,0.2814482117004733,1.4015571907182849,111.5814622432015,100.98860889087088,,,,,,92,89,11,11,,33,1
Jim Hughes,1006154,116277.0,BRO,2.835774183273315,,1.08,2.87007874015748,,2.8341918322045037,,,,,,,254.0,31,30,,,,,0.1062992125984252,0.2655556604664337,0.61848506,,0,0.2414538060744694,1.1141732283464567,102.25916649867176,96.09199336267449,,,,,,94,55,9,3,,27,0
Ham Iburg,1006252,116381.0,PHI,2.6863863468170166,,-0.11,3.889830508474576,,2.7496462563336905,,,,,,,236.0,30,30,,,,,0.0381355932203389,0.337469805333207,0.60961969,,0,0.3005717168320161,1.4745762711864407,141.01867410158823,94.70925495568292,,,,,,106,62,11,1,,20,1
