Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,BB/K,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Lou Gehrig,1004598,114680.0,1B,NYY,9.643056520652484,,9.71,84.51067902349057,-6.697530746459961,-1.909475097898394,,,,,177.52035771026465,0.5117781102324331,,,,,1.173681264,0.696027633,0.477653631,0.354058721,0.341968912,0.322314049,155,719,579,167,152,49,93,403,205,112,37,7,3,130,,46.0,0.063977746,0.180806675,2.826086956,,,,,,,,,0.0,,,,,,,,0.0
Mel Ott,1009904,120117.0,OF,NYG,7.933259687095024,,7.85,68.14947213544895,-4.395061492919922,0.6315527409315109,,,,,178.8490533803148,0.4634391211546384,,,,,1.035707288,0.588014981,0.447692307,0.327715355,0.260299626,0.308695652,150,660,534,120,135,33,67,314,175,108,28,6,6,111,,41.0,0.062121212,0.168181818,2.707317073,,,,,,,,,2.0,,,,,,,,0.0
Charlie Gehringer,1004596,114682.0,2B,DET,7.626987222376068,,7.97,43.84905782743122,10.753086566925049,-0.2454566615633666,,,,,138.9042287436153,0.4452749373657362,,,,,0.986700896,0.555382215,0.431318681,0.354134165,0.20124805,0.34584013,154,731,641,144,116,15,87,356,227,140,60,12,4,83,,13.0,0.017783857,0.113543091,6.384615384,,,,,,,,,6.0,,,,,,,,0.0
Arky Vaughan,1013377,123671.0,SS,PIT,7.529255511463408,,7.97,50.639126886792944,7.629630088806152,0.5325820096768439,,,,,155.09317576482016,0.4322445137283391,,,,,0.926558263,0.473591549,0.452966714,0.334507042,0.139084507,0.336431226,156,701,568,122,78,9,50,269,190,140,30,11,6,118,,21.0,0.029957203,0.168330955,5.619047619,,,,,,,,,-2.0,,,,,,,,0.0
Luke Appling,1000284,110297.0,SS,CHW,7.089833416743534,,7.14,38.66497159224658,14.45678997039795,-1.4406544705852866,,,,,141.85491334086032,0.4546389791116216,,,,,0.981460771,0.507604562,0.473856209,0.387832699,0.119771863,0.4,138,618,526,111,128,6,44,267,204,160,31,7,10,85,,25.0,0.040453074,0.137540453,3.4,,,,,,,,,6.0,,,,,,,,0.0
Paul Waner,1013597,123905.0,OF,PIT,7.079727211764798,,7.16,54.03690228715181,-0.2654318809509277,0.8214018996804953,,,,,161.58646681942824,0.4422948960991424,,,,,0.965277454,0.519658119,0.445619335,0.372649572,0.147008547,0.386569872,148,666,585,107,94,5,67,304,218,151,53,9,7,74,,29.0,0.043543543,0.111111111,2.551724137,,,,,,,,,6.0,,,,,,,,0.0
Earl Averill Sr.,1000378,110396.0,OF,CLE,6.855407976164862,,6.84,54.88064787764978,-5.85185182094574,-1.3563343696296215,,,,,153.18231708949125,0.4728874833268278,,,,,1.065271124,0.62703583,0.438235294,0.377850162,0.249185668,0.370235934,152,682,614,136,126,28,82,385,232,150,39,15,3,65,,35.0,0.051319648,0.095307917,1.857142857,,,,,,,,,-4.0,,,,,,,,0.0
Billy Herman,1005692,115809.0,2B,CHC,6.781593393389793,,7.2,30.571239692849662,17.722222328186035,0.4873823812231421,,,,,132.7045858227579,0.3951796287229295,,,,,0.861555205,0.469936708,0.391618497,0.333860759,0.136075949,0.345058626,153,709,632,101,93,5,69,297,211,142,57,7,5,59,,30.0,0.042313117,0.083215796,1.966666666,,,,,,,,,13.0,,,,,,,,0.0
Jimmie Foxx,1004285,114367.0,1B,BOS,6.6416729155842145,,5.52,53.59046151878533,-7.636198043823242,0.1565054194070398,,,,,149.7294569409115,0.472652988909985,,,,,1.070711342,0.63076923,0.439942112,0.338461538,0.292307692,0.369411764,155,693,585,130,143,41,81,369,198,117,32,8,13,105,,119.0,0.171717171,0.151515151,0.882352941,,,,,,,,,-1.0,,,,,,,,0.0
Joe Medwick,1008719,118904.0,OF,STL,6.416191201091518,,7.14,44.59495426056795,1.302469253540039,0.1787399733439088,,,,,150.56782095001725,0.428657703831217,,,,,0.964284381,0.577044025,0.387240356,0.35062893,0.226415095,0.35042735,155,677,636,115,138,18,95,367,223,128,64,13,3,34,,33.0,0.04874446,0.050221565,1.03030303,,,,,,,,,8.0,,,,,,,,0.0
Dick Bartell,1000621,110639.0,SS,NYG,6.206485180312708,,6.37,8.388442638064852,36.88888931274414,0.8066548039205372,,,,,110.19854869159916,0.357181167172956,,,,,0.772602012,0.417647058,0.354954954,0.298039215,0.119607843,0.309012875,145,573,510,71,42,8,42,213,152,110,31,3,6,40,,36.0,0.062827225,0.069808027,1.111111111,,,,,,,,,28.0,,,,,,,,0.0
Dolph Camilli,1001860,111905.0,1B,PHI,5.60128794396319,,6.0,49.52400438639983,-10.481481552124023,0.4518544264137745,,,,,158.09991082208552,0.4555292293911538,,,,,1.018036456,0.57735849,0.440677966,0.315094339,0.262264151,0.332535885,151,651,530,106,102,28,70,306,167,97,29,13,5,116,,84.0,0.129032258,0.178187403,1.38095238,,,,,,,,,-4.0,,,,,,,,0.0
Tony Cuccinello,1002848,112911.0,2B,BSN,5.513831998703906,,5.67,16.929284427406067,19.62962961196899,-0.3024667864665389,,,,,120.72014330882396,0.3634760772705078,,,,,0.776169911,0.401769911,0.3744,0.307964601,0.09380531,0.328094302,150,641,565,68,86,7,36,227,174,138,26,3,1,58,,49.0,0.076443057,0.090483619,1.183673469,,,,,,,,,15.0,,,,,,,,0.0
Gus Suhr,1012674,122932.0,1B,PIT,5.510113516838397,,5.16,34.40221969648219,1.2592592239379885,1.0340904579497874,,,,,137.5459118318561,0.4050846789689625,,,,,0.876846432,0.466552315,0.410294117,0.312178387,0.154373928,0.317843866,156,685,583,111,118,11,56,272,182,126,33,12,8,95,,34.0,0.049635036,0.138686131,2.794117647,,,,,,,,,8.0,,,,,,,,0.0
Bill Dickey,1003271,113340.0,C,NYY,5.296818753300483,,5.85,36.424387409416205,3.30246901512146,-1.3092983411625028,,,,,151.56046811006092,0.4637591996687953,,,,,1.044987377,0.617021276,0.427966101,0.361702127,0.255319149,0.34025974,112,472,423,99,107,22,56,261,153,97,26,8,0,46,,16.0,0.033898305,0.097457627,2.875,,,,,,,,,0.0,,,,,,,,0.0
Harlond Clift,1002352,112404.0,3B,SLB,5.263302327529567,,5.97,26.485645251164375,3.814814805984497,-0.0485700056888163,,,,,124.41281454568175,0.4276316078822729,,,,,0.937957655,0.513888888,0.424068767,0.302083333,0.211805555,0.31557377,152,701,576,145,73,20,71,296,174,103,40,11,12,115,,68.0,0.097004279,0.164051355,1.69117647,,,,,,,,,1.0,,,,,,,,0.0
Joe DiMaggio,1003311,113376.0,OF,NYY,5.167288864864352,,4.76,22.827834971973058,6.722355365753174,0.4294941974803805,,,,,121.62564190466712,0.4083877106358234,,,,,0.928017846,0.576138147,0.351879699,0.323390894,0.252747253,0.311072056,138,668,637,132,125,29,88,367,206,118,44,15,4,24,,39.0,0.058383233,0.035928143,0.615384615,,,,,,,,,11.0,,,,,,,,0.0
Red Rolfe,1011157,121410.0,3B,NYY,5.09948037729727,,5.06,18.40029219292886,11.462962865829468,0.1305234632454812,,,,,118.24022342721156,0.4021255843481927,,,,,0.884467179,0.492957746,0.391509433,0.318661971,0.174295775,0.328846153,135,646,568,116,70,10,64,280,181,117,39,15,3,68,,38.0,0.058823529,0.105263157,1.789473684,,,,,,,,,9.0,,,,,,,,0.0
Frank Demaree,1003190,113251.0,OF,CHC,5.069300564814032,,4.94,36.52182429708147,-4.65432071685791,0.2696184008382261,,,,,141.5801961201423,0.4089173892072139,,,,,0.895867768,0.495867768,0.4,0.350413223,0.145454545,0.350626118,154,672,605,93,96,16,53,300,212,159,34,3,4,49,,30.0,0.044642857,0.072916666,1.633333333,,,,,,,,,2.0,,,,,,,,0.0
Odell Hale,1005224,115324.0,3B,CLE,4.971391983548967,,4.66,13.685170662502102,12.833333253860474,-1.2113824165426197,,,,,113.863796525464,0.4001586485153053,,,,,0.886568571,0.506451612,0.380116959,0.316129032,0.19032258,0.323268206,153,693,620,126,87,14,77,314,196,119,50,13,8,64,,43.0,0.062049062,0.092352092,1.488372093,,,,,,,,,10.0,,,,,,,,0.0
