Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA,ERA,xERA,FIP,xFIP,fWAR,NameASCII,PlayerId,MLBAMID,K/BB,K%,BB%,K-BB%,AVG,WHIP,ERA-,FIP-,xFIP-,E-F,SIERA,QS,CG,ShO,HLD,BS,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,Pace,Year,bWAR,EV,Barrel%,HardHit%
Manny Acosta,ATL,1,1,0,21,0,23.2,8.366197407848665,5.323943804994605,0.7605634007135149,0.2,0.8677686,0.596491228,0.125,95.04796478713769,2.281690202140545,,4.2536896749707225,4.003192280073224,0.115448459982872,Manny Acosta,8725,407924,1.57142857,0.23655914,0.15053763,0.08602151,0.1645569620253164,1.1408451010702725,51.91691094735511,95.46083759324917,88.84076440903178,-1.9719994728301775,4.041358198583273,0,0,0,4,0,93,13,6,6,2,14,1,0,1,0,22,0.3333879709243774,-1.0279099941253662,1.3612979650497437,6.063999652862549,0.5900694131851196,0.8187270164489746,0.8032469153404236,0.9490000009536744,1.17454993724823,16,0.5791780948638916,-0.1719752491945681,4,2,0.29281768,0.53793103,0.40184049,0.47169811,0.84615385,0.30534351000000004,0.44478528,,2007,0.68,,,
Glen Perkins,MIN,0,0,0,19,0,28.2,6.279071577824671,3.767442946694802,0.6279071577824671,0.2658227848101265,0.78947368,0.3875,0.057142857,92.68061967329544,3.139535788912335,,4.216349608347651,4.840996583796407,0.1151274740695953,Glen Perkins,8041,450282,1.66666667,0.17391304,0.10434783,0.06956522,0.2277227722772277,1.2209305845770193,70.6517899877678,97.49261563254257,108.79121211163029,-1.0768138194353152,4.4506225992923865,0,0,0,3,0,115,23,10,10,2,12,0,2,2,0,20,0.3365280032157898,-0.7046260237693787,1.0411540269851685,4.7870001792907715,0.4620122015476227,0.4497175812721252,0.5021700859069824,0.8541473746299744,0.937624990940094,16,0.4088493287563324,0.3394603154071139,4,3,0.45454545,0.56363636,0.52272727,0.6,0.90322581,0.19565217000000001,0.625,,2007,0.56,,,
Jason Bulger,LAA,0,0,0,6,0,6.1,11.368421623251145,4.263158108719178,0.0,0.3571428571428571,0.75,0.571428571,0.0,93.53550211588542,2.8421054058127857,,2.134341927314397,2.7285658266148163,0.1140559986233711,Jason Bulger,3915,408072,2.66666667,0.32,0.12,0.2,0.2272727272727272,1.263157958139016,63.24594334932739,49.357809366468395,62.00520032955403,0.7077634784983888,2.7303563478649138,0,0,0,0,0,25,5,2,2,0,3,0,0,1,0,8,-0.0370759852230548,-0.0980740040540695,0.0609980076551437,2.110999822616577,0.2073286026716232,0.1601462215185165,0.0977809429168701,0.1211000010371208,0.4916999936103821,2,0.0556113943457603,-0.2871247255470716,0,0,0.16,0.56521739,0.35416667,0.375,0.96153846,0.17647058999999998,0.47916667,,2007,0.12,,,
Jon Huber,SEA,0,0,0,9,0,11.1,6.352941889251472,3.176470944625736,0.794117736156434,0.3529411764705882,0.70512821,0.617647058,0.111111111,91.19479166666666,4.764706416938604,,4.03372287684247,3.882862876388072,0.1122423931956291,Jon Huber,3109,435679,2.0,0.17021277,0.08510638,0.08510638,0.3023255813953488,1.5000001682954864,108.6287211849699,92.5196236949972,87.57051421598925,0.7309835400961342,3.629811152432656,0,0,0,3,0,47,13,6,6,1,4,0,0,0,0,8,0.1738539934158325,-0.5173500180244446,0.6912040114402771,1.6380000114440918,0.1615704894065857,0.6938679814338684,0.7610641121864319,1.5304222106933594,1.9728666543960571,6,-0.1608032882213592,0.4113610284078507,3,1,0.31182796,0.62962963,0.45977011,0.65517241,0.8627451,0.21250000000000002,0.46551724,,2007,0.07,,,
Brad Salmon,CIN,0,1,0,26,0,24.0,8.250000655651144,3.7500002980232474,1.1250000894069745,0.2923076923076923,0.76388889,0.417910447,0.1,93.70762416294644,4.125000327825572,,4.4062719000710455,4.349362662216626,0.1030488237738609,Brad Salmon,2625,445104,2.2,0.21782178,0.0990099,0.11881188,0.2444444444444444,1.3333334392971548,89.77740271378929,94.46046252402392,96.64330298959408,-0.2812715722454735,3.8172550855496103,0,0,0,0,1,101,22,11,11,3,10,1,1,2,0,22,-0.3825860321521759,-1.239587903022766,0.8570019602775574,0.9140000343322754,0.1137081757187843,0.4664717018604278,0.3944322764873504,0.5664076805114746,0.7066352963447571,17,0.1817595809698104,-1.0019294447071156,2,4,0.26315789,0.68421053,0.51578947,0.8,0.79487179,0.20408163,0.6,,2007,0.34,,,
Bryan Corey,BOS,1,0,0,9,0,9.1,5.785712709232682,3.8571418061551217,0.0,0.2727272727272727,0.8,0.6,0.0,91.64230492001488,1.9285709030775608,,3.2396051406860353,4.0460516009476635,0.102226935327053,Bryan Corey,1439,132241,1.5,0.1875,0.125,0.0625,0.2142857142857142,1.0714282794875336,41.44614670873314,75.26451960350848,91.18481000485272,-1.3110342376084747,4.207376454114914,0,0,0,1,0,32,6,2,2,0,4,0,0,0,0,6,0.4259059727191925,-0.2090039700269699,0.6349099278450012,4.1579999923706055,0.3984966874122619,0.7589755058288574,0.6612865924835205,0.7981777787208557,0.800085723400116,7,0.2256377041339874,0.3355213444101045,4,0,0.33333333,0.7,0.5326087,0.71428571,0.94285714,0.12244898000000004,0.54347826,,2007,0.34,,,
Brad Hennessey,SFG,4,5,19,69,0,68.1,5.2682942514690865,3.029269194594725,0.9219514940070902,0.2757009345794392,0.80291971,0.462616822,0.09589041,90.52632279829544,3.4243912634549063,,4.542044552854781,4.5504811520509705,0.100940503180027,Brad Hennessey,3720,430913,1.73913043,0.13937282,0.08013937,0.05923345,0.2528735632183908,1.3024394121687464,76.96714403538924,102.92729057367806,101.17643134818036,-1.117653289399875,4.404922335133281,0,0,0,13,5,287,66,26,26,7,23,1,3,2,0,40,0.4649139642715454,-8.921954154968262,9.386868476867676,6.437000274658203,0.6428691744804382,1.72096586227417,1.5359355211257937,1.7977246046066284,1.968045711517334,35,0.5565184950828552,-0.2863713791736617,26,16,0.28571429,0.6119403,0.44,0.640625,0.89430894,0.19251337000000002,0.47294118,,2007,1.62,,,
Javier López,BOS,2,1,0,61,0,40.2,5.754101959042132,3.9836090485676303,0.4426232276186256,0.2741935483870967,0.76086957,0.528455284,0.058823529,84.2900390625,3.0983625933303793,,4.22321231317187,4.632689672194641,0.0991721004247665,Javier Lopez,1663,425657,1.44444444,0.14942529,0.10344828,0.04597701,0.2368421052631578,1.3278696828558767,66.58567252834744,97.6260389494106,104.17764095084532,-1.1248497198414906,4.373798406991181,0,0,0,13,2,174,36,16,14,2,18,2,4,1,0,26,0.1222840249538421,-2.3835978507995605,2.505882024765014,3.0709996223449707,0.2896682620048523,0.7670124173164368,0.7475420832633972,1.095678687095642,1.1584759950637815,50,0.5678661465644836,-0.4084371436003856,13,7,0.2994012,0.59574468,0.43506494,0.76,0.86904762,0.17164179000000002,0.45779221,,2007,1.01,,,
John Ennis,PHI,0,0,1,3,1,7.2,9.39130512663013,3.521739422486299,1.1739131408287662,0.4230769230769231,0.58823529,0.346153846,0.111111111,90.7130355834961,8.217391985801363,,4.022213901238546,3.7992034723114623,0.0969518776983022,John Ennis,85,407795,2.66666667,0.21052632,0.07894737,0.13157895,0.3428571428571428,1.9565219013812771,180.6212811356704,87.53139911095,84.2429402603884,4.1951780845628175,3.8333103166468026,0,0,0,0,0,38,12,7,7,1,3,0,0,0,0,8,-0.1340520102530717,-0.4796478897333145,0.3455958813428879,-1.95700004696846,-0.1853217910975217,0.6181024022591419,0.5675111379888322,0.5810666680335999,1.5380000174045565,2,-0.0340752005577087,-0.1828015010424088,0,1,0.24675325,0.68055556,0.45637584,0.52631579,0.81632653,0.26470587999999995,0.48322148,,2007,-0.16,,,
Jose Veras,NYY,0,0,2,9,0,9.1,6.750000919614645,6.750000919614645,0.0,0.2222222222222222,0.53846154,0.407407407,0.0,95.36179287462348,5.7857150739554095,,3.98960524286544,5.468091024294701,0.0938081517815589,Jose Veras,2063,407842,1.0,0.17073171,0.17073171,0.0,0.1764705882352941,1.3928573326188949,128.50132623784862,89.98781450150372,122.68006872001077,1.7961098310899692,5.442935232655031,0,0,0,1,0,41,6,6,6,0,7,1,0,1,0,7,0.2355940192937851,-0.8177739977836609,1.0533679723739624,1.2059999704360962,0.1196630895137786,1.4194695949554443,0.8845515251159668,1.0472222566604614,1.1317332983016968,6,0.1209828630089759,0.0449904132986297,3,1,0.21428571,0.55555556,0.39495798,0.58333333,0.91428571,0.17021277,0.52941176,,2007,-0.05,,,
Nick Masset,CHW,2,3,0,27,1,39.1,4.805086066140371,5.949154177126173,0.457627244394321,0.352112676056338,0.60880829,0.426573426,0.035087719,92.94638356854838,7.093222288111976,,4.968419175064581,6.125324720766308,0.0931784342974424,Nick Masset,7267,434665,0.80769231,0.10880829,0.13471503,-0.02590674,0.3151515151515151,1.9830513923753912,152.37133617796633,106.59947023002928,137.23644807690098,2.1248031130473946,5.7376332764319935,0,0,0,2,1,193,52,33,31,2,26,5,2,4,0,21,-0.0506780296564102,-2.836899995803833,2.7862220108509064,-9.086000084877014,-0.8669576346874237,0.8631801535443562,0.7519576380837638,0.8732592397265964,1.0329304259756338,23,-0.6138514578342438,0.5551406204171436,4,4,0.23809524,0.67647059,0.44568245,0.71111111,0.92173913,0.13749999999999996,0.4735376,,2007,-0.55,,,
Jordan De Jong,TOR,0,0,0,6,0,9.0,7.00000296698802,5.000002119277157,0.0,0.3666666666666666,0.4375,0.433333333,0.0,91.01349639892578,8.000003390843451,,3.3507162988921944,5.023347158958443,0.0895724818110466,Jordan De Jong,4329,459318,1.4,0.16666667,0.11904762,0.04761905,0.2972972972972973,1.7777785312985448,178.0253649911028,75.29538904051904,112.82990361855668,4.649287091951257,4.6814159240080935,0,0,0,0,0,42,11,9,8,0,5,0,0,0,0,7,-0.0551240071654319,-0.1904480159282684,0.1353240013122558,-4.0360002517700195,-0.4074574112892151,0.2021532207727432,0.1906325072050094,0.1750999987125396,0.0394999980926513,2,-0.1037540137767791,-0.1689302746788637,0,0,0.31666667,0.62,0.45454545,0.57894737,0.74193548,0.31999999999999995,0.45454545,,2007,-0.22,,,
Ramon Ortiz,- - -,5,4,0,38,10,104.0,4.413462024116005,1.9038463633441591,1.3846155369775703,0.3049450549450549,0.67873303,0.429708222,0.115942028,90.6808558872768,5.451923676849183,,5.066528418642552,4.731117041735859,0.0876084566116333,Ramon Ortiz,27,150009,2.31818182,0.11111111,0.04793028,0.06318083,0.2946635730858468,1.432692465344847,121.15331078830124,115.38444937966604,106.24966858440064,0.3853952582066311,4.675705944603547,5,0,0,0,0,459,127,65,63,16,22,1,6,2,1,51,-0.820053942501545,-5.202380031347275,4.382326170802116,-13.504400312900543,-1.2892840877175331,0.5580676996934741,0.5108242610452371,0.4186736949180302,0.4355478312658227,23,-1.0560007244348526,-0.4134517146723921,1,1,0.31372549,0.65843621,0.48192771,0.7125,0.875,0.17916666999999997,0.48795181,,2007,0.0,,,
Chin-hui Tsao,LAD,0,1,0,21,0,24.2,5.837839793950605,2.9189198969753023,1.0945949613657384,0.217391304347826,0.65789474,0.385714285,0.09090909,92.3748076467803,4.378379845462954,,4.617983980924373,4.715183861062936,0.0861587524414062,Chin-hui Tsao,1776,425835,2.0,0.16494845,0.08247423,0.08247423,0.2045454545454545,1.0540544072410811,101.2245089879437,104.24913858316827,104.88876292730605,-0.2396041354614189,4.334834218481873,0,0,0,3,1,97,18,12,12,3,8,0,1,0,0,16,0.3441220223903656,-1.4513800144195557,1.7955020666122437,5.343000411987305,0.5680888295173645,0.945519745349884,0.8258935809135437,1.07619047164917,1.202399969100952,15,0.4599670469760895,-0.0960169295060145,7,3,0.2991453,0.69172932,0.508,0.68571429,0.85869565,0.18897638000000005,0.532,,2007,0.17,,,
Eric Hull,LAD,0,0,0,5,0,6.2,6.750003540517756,4.050002124310654,0.0,0.2105263157894736,0.57142857,0.235294117,0.0,91.2464266690341,4.050002124310654,,3.089605062007863,4.971314969005972,0.0853183344006538,Eric Hull,4660,457820,1.66666667,0.18518519,0.11111111,0.07407407,0.1666666666666666,1.0500005507472066,93.6326885522029,69.279761659988,110.66185315828902,0.9603970623027912,4.7892790984132905,0,0,0,0,0,27,4,3,3,0,3,0,0,0,0,5,-0.0441780015826225,-0.1957840025424957,0.1516060084104538,1.1130000352859497,0.1365028023719787,0.3779310882091522,0.2707999944686889,0.4198399782180786,0.3989999890327453,2,0.1066909730434417,-0.2235853036791205,0,1,0.26470588,0.46875,0.36363636,0.66666667,0.86666667,0.20833332999999998,0.48484848,,2007,0.07,,,
Jordan Tata,DET,1,1,0,3,3,14.0,5.142857142857143,5.142857142857143,0.6428571428571429,0.3333333333333333,0.56910569,0.304347826,0.05,89.8872036637931,7.714285714285714,,5.168176569257464,6.031708874021257,0.0832757353782653,Jordan Tata,5999,450265,1.0,0.125,0.125,0.0,0.2962962962962963,1.7142857142857142,169.46168046039233,115.3077337223303,135.1630489399529,2.5461091450282503,5.858212391614914,1,0,0,0,0,64,16,12,12,1,8,1,2,0,0,8,-0.3088999986648559,-1.5351120233535769,1.2262120246887207,-4.184800148010254,-0.3930158615112304,1.0630735158920288,0.9774140119552612,0.8866666555404663,0.635866641998291,3,-0.4269079864025116,0.1363354210558367,0,0,0.18421053,0.60526316,0.39473684,0.52380952,0.88405797,0.19999999999999996,0.5,,2007,-0.31,,,
Troy Cate,STL,0,0,0,14,0,16.0,6.7499991953373915,5.062499396503044,0.5624999329447826,0.3269230769230769,0.78125,0.294117647,0.038461538,89.03334446957237,3.3749995976686957,,4.23960502147676,5.465622871992858,0.080828420817852,Troy Cate,4627,446452,1.33333333,0.16216216,0.12162162,0.04054054,0.2769230769230769,1.687499798834348,78.1734611723883,96.42812292864164,121.80335076374942,-0.8646054238080643,5.044186546769692,0,0,0,2,0,74,18,7,6,1,9,0,0,0,0,12,0.4317099750041961,-0.4081920087337494,0.8399019837379456,1.721000075340271,0.1788278520107269,0.5631651878356934,0.6295269131660461,0.7552714347839355,0.968999981880188,10,0.1645183861255645,0.6020594924952816,3,1,0.19354839,0.625,0.38181818,0.66666667,0.86666667,0.19047619000000005,0.43636364,,2007,0.16,,,
Jamie Vermilyea,TOR,0,0,0,2,0,6.0,3.0,0.0,0.0,0.25,1.0,0.5,0.0,86.37754821777344,0.0,,2.5729384740193693,4.036489856243135,0.0778041407465934,Jamie Vermilyea,5660,461347,2.0,0.09090909,0.0,0.09090909,0.2272727272727272,0.8333333333333334,0.0,58.18039473179133,90.97303695672674,-2.5729384740193693,4.054160784115055,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,2,0.0095680002123117,-0.0057020001113414,0.0152700003236532,3.251999855041504,0.3153390288352966,0.0303090512752532,0.0252666510641574,0.0425000004470348,0.0,1,0.3102549910545349,0.0054262925798299,0,0,0.13333333,0.52380952,0.36111111,1.0,0.90909091,0.07692308000000003,0.58333333,,2007,0.2,,,
Matt DeSalvo,NYY,1,3,0,7,6,27.2,3.253011674420038,5.855421013956068,0.6506023348840075,0.3137254901960784,0.67049808,0.362745098,0.042553191,89.31415364583333,6.180722181398072,,5.733580757741398,6.9249136145938195,0.0763022229075431,Matt DeSalvo,5439,451774,0.55555556,0.07407407,0.13333333,-0.05925926,0.2982456140350877,1.8795178563315775,132.4858307441006,126.70814398110454,152.09842350925402,0.4471414236566735,6.6782784405690085,2,0,0,0,0,135,34,20,19,2,18,0,3,2,0,10,-0.3920779973268509,-2.4699900150299072,2.0779120922088623,-7.661200046539307,-0.719895213842392,0.933558056052302,0.8297735548788502,0.8901428580284119,1.2158000043460302,7,-0.7107580751180649,0.2907756275509422,0,1,0.23529412,0.57857143,0.42084942,0.75,0.91358025,0.12844036999999997,0.54054054,,2007,-0.11,,,
Blaine Boyer,ATL,0,0,0,5,0,5.1,5.06250301748694,1.68750100582898,0.0,0.4545454545454545,0.72727273,0.571428571,0.0,93.3925,3.37500201165796,,2.677104805409709,3.382746071005423,0.073153555393219,Blaine Boyer,2237,430641,3.0,0.11538462,0.03846154,0.07692308,0.4,2.0625012293465312,76.79380781931312,59.558962177176426,74.856161065902,0.6978972062482511,3.2949945891742956,0,0,0,1,0,26,10,3,2,0,1,1,0,2,0,3,0.0602700002491474,-0.1422200053930282,0.2024900019168853,0.2340000122785568,0.0232279077172279,0.4182933568954468,0.3430223166942596,0.4130399823188782,0.3353999853134155,3,-0.1112390011548996,0.2553244838803927,0,0,0.0,0.63157895,0.40677966,,0.79166667,0.20833332999999998,0.6440678,,2007,-0.02,,,
Jeff Bennett,ATL,2,1,0,3,2,13.0,9.692307781185624,2.076923095968348,2.076923095968348,0.2972972972972973,0.9375,0.564102564,0.3,92.34645629882812,3.4615384932805804,,4.778066693255182,2.743045607928501,0.0722365565598011,Jeff Bennett,1903,430831,4.66666667,0.24561404,0.05263158,0.19298246,0.2592592592592592,1.3076923196837749,78.76283359059627,107.40191272657984,60.43757472626077,-1.3165281999746017,2.8748039599452424,1,0,0,0,0,57,14,5,5,3,3,1,0,1,0,14,0.0760039985179901,-0.8244660198688507,0.9004699885845184,1.416299968957901,0.142282897606492,0.9111522572082386,0.90517486844744,0.756933331489563,1.42086660861969,3,-0.1166543029248714,0.2000695586263341,0,1,0.29473684,0.55963303,0.43627451,0.71428571,0.91803279,0.14606741999999995,0.53431373,,2007,0.26,,,
Tom Mastny,CLE,7,2,0,51,0,57.2,8.1156072943189,4.994219873427016,0.9364162262675656,0.3352941176470588,0.75620767,0.403508771,0.085714285,89.29590992647059,4.682081131337828,,4.557524273951498,4.727693349665745,0.0606295578181743,Tom Mastny,5768,457826,1.625,0.19847328,0.1221374,0.07633588,0.2763157894736842,1.647398916581828,105.81868865742658,104.93512086385198,106.28177769397529,0.12455685738633,4.348837253779357,0,0,0,7,0,262,63,30,30,6,32,9,2,5,0,52,0.000558107974939,-3.7125840187072754,3.713141918182373,-4.352000713348389,-0.4311169385910034,0.9137336015701294,0.7618468999862671,0.9420862793922424,1.3591697216033936,33,-0.3211239874362945,0.3217347868793488,9,8,0.21367521,0.65972222,0.45977011,0.8,0.81052632,0.19166667000000004,0.55172414,,2007,0.34,,,
Chad Paronto,ATL,3,1,1,41,0,40.1,3.1239673360988314,4.239669956134128,0.2231405240070594,0.3216783216783216,0.72485207,0.507142857,0.020833333,88.5653552039195,3.57024838411295,,4.504068110059372,5.674680293384288,0.0594671964645385,Chad Paronto,399,406301,0.73684211,0.07777778,0.10555556,-0.02777778,0.2974683544303797,1.6363638427184355,81.23638662428422,101.16243701677207,126.51541938689282,-0.9338197259464214,5.478492737995567,0,0,0,2,1,180,47,20,16,1,19,5,3,2,0,14,-0.1494299173355102,-1.967489957809448,1.818060040473938,-2.316999912261963,-0.2294794023036956,0.6223621368408203,0.5507973432540894,0.8211268186569214,0.8925930857658386,29,-0.1847811043262481,-0.0553201301319294,6,4,0.32246377,0.70053476,0.47516199,0.86516854,0.90839695,0.10909091000000004,0.40388769,,2007,0.13,,,
Trever Miller,HOU,0,0,1,76,0,46.1,8.93525792901151,4.467628964505755,1.1654684255232404,0.2954545454545454,0.72327044,0.34074074,0.092307692,86.80518152573529,4.856118439680168,,4.685649298279685,4.762067765100482,0.0592650435864925,Trever Miller,1672,119125,2.0,0.21800948,0.10900474,0.10900474,0.2445652173913043,1.467626906214451,110.9030397415924,102.9995863801106,105.9455069150364,0.170469141400483,4.029915168860743,0,0,0,12,2,211,45,26,25,6,23,6,4,1,0,46,-0.3341600298881531,-3.608031988143921,3.273871898651123,-2.857999801635742,-0.2619896829128265,0.9388137459754944,0.8105340600013733,1.204918384552002,1.3114843368530271,64,-0.5314387083053589,0.1755001301575315,11,12,0.31972789,0.6010929,0.47575758,0.68085106,0.83636364,0.21019107999999997,0.55454545,,2007,0.25,,,
Cliff Lee,CLE,5,8,0,20,16,97.1,6.102740164522548,3.328767362466845,1.5719179211648988,0.2996845425867508,0.625,0.352760736,0.104938271,89.81733341439688,6.287671684659595,,5.479331329012492,5.29670696685164,0.0580616556107997,Cliff Lee,1636,424324,1.83333333,0.1489842,0.08126411,0.06772009,0.28,1.5205480544601635,142.10628857449908,125.83366330626448,118.88426310435628,0.8083403556471032,4.964501962972348,6,1,0,0,0,443,112,73,68,17,36,1,7,5,0,66,-1.9832679368555544,-8.48155415058136,6.498286210000515,-18.48199963569641,-1.7923372015357018,0.9071244488225604,0.8252082221648273,0.7529700040817261,0.8291888690243164,18,-1.5614510215818882,-0.6248729601273681,0,0,0.21827411,0.63299663,0.46761134,0.69767442,0.90957447,0.12987013000000003,0.60121457,,2007,-0.76,,,
Brandon Backe,HOU,3,1,0,5,5,28.2,3.4534879891275816,3.4534879891275816,1.2558138142282116,0.2421052631578947,0.78488372,0.422680412,0.088888888,89.62670080741627,3.7674414426846345,,5.646581617956774,5.801858377484029,0.0580341517925262,Brandon Backe,1529,407840,1.0,0.08943089,0.08943089,0.0,0.2454545454545454,1.325581248352001,86.04005714277733,124.40435086194468,129.38196129508867,-1.8791401752721395,5.771595922894001,3,0,0,0,0,123,27,13,12,4,11,0,2,0,0,11,0.1281919777393341,-1.8307740688323977,1.9589660167694092,1.718699932098389,0.1736479997634887,0.8865211009979248,0.8130619525909424,0.8623200058937073,0.914680004119873,5,-0.1906157881021499,0.3352169460385296,0,0,0.24757282,0.58189655,0.42465753,0.74509804,0.92592593,0.12365590999999998,0.52968037,,2007,0.64,,,
Matt Miller,CLE,0,0,0,2,0,1.0,0.0,0.0,0.0,0.4,1.0,0.6,0.0,,0.0,,3.2396051406860353,5.748550367355347,0.0579165741801261,Matt Miller,1754,285080,0.0,0.0,0.0,0.0,0.4,2.0,0.0,75.05621204991012,128.89166835906144,-3.2396051406860353,5.073847547864914,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,-0.3741239905357361,-0.3843840062618255,0.0102599998936057,-0.4729999899864197,-0.0412440970540046,0.9890400171279908,1.1740000247955322,2.2881999015808105,,0,-0.0428392961621284,-0.3354305251360335,0,1,,,,,,,,,2007,0.11,,,
Ricky Nolasco,FLA,1,2,0,5,4,21.1,4.640625717438636,3.796875586995247,1.2656251956650824,0.3066666666666666,0.62893082,0.373333333,0.09090909,,5.484375847882024,,5.442730481288216,5.555117822415294,0.0571189820766449,Ricky Nolasco,3830,445060,1.22222222,0.11111111,0.09090909,0.02020202,0.2921348314606741,1.6406252536399215,124.29722123399016,123.1130878902179,123.8205302783946,0.0416453665938085,5.496084909184747,0,0,0,0,0,99,26,16,13,3,9,2,1,1,0,11,-0.3966720178723335,-1.6776660680770874,1.2809940241277218,-4.9603002071380615,-0.4829019755125046,0.9087294710492624,0.7956635816530748,0.7892000198364257,0.6127600125968456,5,-0.2225781083106994,-0.2139346609013709,0,1,,,,,,,,,2007,-0.2,,,
Eddie Guardado,CIN,0,0,0,15,0,13.2,5.2682932956385375,2.6341466478192688,1.3170733239096344,0.2978723404255319,0.54945055,0.229166666,0.086956521,87.85930743907232,7.243903281502989,,5.068873646116083,5.277620263566637,0.0567192249000072,Eddie Guardado,727,115216,2.0,0.12903226,0.06451613,0.06451613,0.2807017543859649,1.4634148043440385,157.6578837427752,108.86670048746744,117.56584899826252,2.175029635386906,4.953302699026549,0,0,0,1,2,62,16,11,11,2,4,0,1,0,0,8,0.1192460134625434,-0.9354940056800842,1.0547399520874023,-4.335999965667725,-0.4267376959323883,0.9487425088882446,0.981599986553192,1.1695200204849243,1.0689231157302856,13,0.025652103126049,0.1000363870020873,5,3,0.18627451,0.66386555,0.44343891,0.78947368,0.81012658,0.19387754999999995,0.53846154,,2007,-0.26,,,
Renyel Pinto,FLA,2,4,1,57,0,58.2,8.590910580532869,4.909091760304496,1.0738638225666086,0.2638888888888889,0.78347578,0.374149659,0.109375,89.16054521980932,3.681818820228372,,4.671423570774847,4.488802753656147,0.0562527626752853,Renyel Pinto,2180,430594,1.75,0.23140496,0.1322314,0.09917355,0.217391304347826,1.3125002275814104,83.44428994926153,105.46645298154388,99.78622551923814,-0.9896047505464748,4.116529967866765,0,0,0,16,5,242,45,25,24,7,32,2,3,2,0,56,0.3129120171070099,-4.392963886260986,4.705875873565674,12.152999877929688,1.1795066595077517,1.065150260925293,0.8937346935272217,1.234126329421997,1.1227508783340454,53,0.7014942169189453,-0.407721564753246,20,9,0.17105263,0.63157895,0.40131579,0.69230769,0.70833333,0.29508197,0.5,,2007,0.97,,,
Jon Switzer,TBD,0,2,0,21,0,19.0,6.157897209527753,3.315790805130328,0.947368801465808,0.3787878787878788,0.54487179,0.298507462,0.06060606,90.00654544106013,8.052634812459369,,4.3448687423961445,5.15526886991751,0.0500790551304817,Jon Switzer,1786,408304,1.85714286,0.14772727,0.07954545,0.06818182,0.3333333333333333,1.7894744027687486,180.53973843021808,98.6729572328741,115.75169913884032,3.707766070063224,4.718730633520273,0,0,0,3,0,88,27,17,17,2,7,1,0,1,0,13,-0.1096780449151992,-0.9127880334854126,0.8031099438667297,-3.610000133514404,-0.3246855735778808,0.4822423756122589,0.5467357635498047,0.755314290523529,0.6214947700500488,19,-0.1824684143066406,-0.04496503091051,2,3,0.24,0.6625,0.5,0.66666667,0.79245283,0.23076923000000005,0.61538462,,2007,-0.33,,,
Ross Ohlendorf,NYY,0,0,0,6,0,6.1,12.789474326157537,2.8421054058127857,1.4210527029063929,0.2857142857142857,0.89285714,0.5,0.166666666,95.36482747395831,2.8421054058127857,,3.3974998854534126,2.533316002078351,0.0500008687376976,Ross Ohlendorf,8268,456027,4.5,0.34615385,0.07692308,0.26923077,0.2083333333333333,1.105263213371639,63.12345307129388,76.86614050684099,57.68081688637824,-0.5553944796406269,2.1482490183922045,0,0,0,1,0,26,5,2,2,1,2,0,0,0,0,9,0.1088440418243408,-0.1044280007481575,0.2132720053195953,1.11899995803833,0.111209712922573,0.4335384964942932,0.2814166843891144,0.3946666717529297,0.86080002784729,3,0.1510593891143798,0.100000303864404,1,0,0.46666667,0.65,0.57142857,0.71428571,0.84615385,0.19999999999999996,0.57142857,,2007,0.14,,,
Aníbal Sánchez,FLA,2,1,0,6,6,30.0,4.2,5.7,0.9,0.3539823008849557,0.78595318,0.451327433,0.066666666,,4.8,,5.706271807352702,6.287980727354686,0.049953743815422,Anibal Sanchez,3284,434671,0.73684211,0.09271523,0.12582781,-0.03311258,0.3307692307692307,2.066666666666667,108.7866109966844,129.14261712302667,140.33895988709452,-0.9062718073527024,6.1209503711646445,1,0,0,0,0,151,43,17,16,3,19,1,2,3,0,14,-0.0023257792927324,-3.063476085662842,3.061150074005127,-1.68559992313385,-0.1753098964691162,1.2709994316101074,0.9397929310798644,0.8866666555404663,1.3181333541870115,6,-0.806400716304779,0.8045708340602322,0,0,,,,,,,,,2007,0.29,,,
Antonio Alfonseca,PHI,5,2,8,61,0,49.2,4.3489951814208085,4.892619579098409,0.5436243976776011,0.3425414364640884,0.6981982,0.530054644,0.057692307,91.8351111778846,5.4362439767760105,,4.749672912012705,5.277845810886138,0.0488880462944507,Antonio Alfonseca,260,110134,0.88888889,0.10169492,0.11440678,-0.01271186,0.3125,1.852349799494048,119.49063076800506,103.60877974104656,117.5709327424328,0.6865710647633056,5.102019123124608,0,0,0,15,5,236,65,31,30,3,27,6,1,1,0,24,-0.8045419454574585,-6.397779941558838,5.59323787689209,-4.390999794006348,-0.4200237989425659,1.4554057121276855,1.14289653301239,1.4337671995162964,1.4725230932235718,39,-0.4603558778762817,-0.0924397713047863,17,14,0.3627451,0.59016393,0.44785276,0.67567568,0.83333333,0.24657534000000003,0.37423313,,2007,-0.6,,,
