Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA,ERA,xERA,FIP,xFIP,fWAR,NameASCII,PlayerId,MLBAMID,K/BB,K%,BB%,K-BB%,AVG,WHIP,ERA-,FIP-,xFIP-,E-F,SIERA,QS,CG,ShO,HLD,BS,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,Pace,Year,bWAR,EV,Barrel%,HardHit%
Randy Wolf,LAD,9,6,0,18,18,102.2,8.240259332024744,3.4188309994570747,0.8766233331941217,0.3236245954692556,0.70921986,0.40776699,0.081300813,87.03232781145485,4.733765999248257,,3.989605103529895,4.226294683753569,1.871591329574585,Randy Wolf,976,150116,2.41025641,0.20524017,0.08515284,0.12008734,0.2663438256658595,1.451298629399157,109.44074197542848,89.87180221572476,93.8694011784564,0.7441608957183616,4.139239320056245,8,0,0,0,0,458,110,55,54,10,39,2,6,4,0,94,-0.5455559492111206,-8.559014320373535,8.013458251953125,-2.7813000679016113,-0.3237392008304596,1.0207736492156982,0.8992782235145569,0.8722222447395325,1.1404666900634766,18,-0.466565191745758,-0.0678882099758609,0,0,0.28830645,0.57620818,0.43810445,0.72027972,0.8516129,0.18984546999999996,0.52030948,,2007,0.93,,,
Andy Sonnanstine,TBD,6,10,0,22,22,130.2,6.68112296911146,1.7908164659474015,1.2397960148866627,0.3259803921568627,0.60586735,0.389423076,0.100558659,82.08543178013393,5.854592292520351,,4.257462362784345,4.18514550348275,1.865302801132202,Andy Sonnanstine,7667,458567,3.73076923,0.17509025,0.04693141,0.12815885,0.2887189292543021,1.3545919421909831,131.25971631940664,96.71986543761938,94.2654548689258,1.5971299297360062,4.128538016481608,9,0,0,0,0,554,151,87,85,18,26,2,5,2,0,97,-1.7323821783065796,-10.089743614196776,8.357361793518066,-15.335000038146973,-1.4398059844970703,0.8781208395957947,0.8188410997390747,0.8745454549789429,0.977572739124298,22,-0.4783381223678589,-1.4944907870382858,0,0,0.25925926,0.60583942,0.46045198,0.55844156,0.83935743,0.22699387000000004,0.58050847,,2007,0.74,,,
Nate Robertson,DET,9,13,0,30,30,177.2,6.02814189882067,3.1913692405521195,1.114446401462645,0.3083623693379791,0.71306576,0.446337308,0.1,89.5620895606884,4.761725533522211,,4.624220366745686,4.56784499759325,1.8313831090927124,Nate Robertson,1620,425146,1.88888889,0.15236876,0.08066581,0.07170295,0.2783216783216783,1.474671500925318,104.60203843727452,103.33599425226818,102.74146430950854,0.137505166776525,4.680748519574905,13,0,0,0,0,781,199,98,94,22,63,2,3,5,1,119,0.2301141321659088,-13.77131175994873,14.001425743103027,-2.602400302886963,-0.22492416203022,1.0085070133209229,0.946372389793396,0.8750133514404297,1.07287335395813,30,0.0269118603318929,0.2012612005654861,0,0,0.28960818,0.58760108,0.45598194,0.6,0.87155963,0.20462046,0.55831452,,2007,1.31,,,
Matt Capps,PIT,4,7,18,76,0,79.0,7.291139944645357,1.8227849861613392,0.5696203081754185,0.2599118942731278,0.80263158,0.31277533,0.043859649,94.32132720947266,2.278481232701674,,3.163655766262646,4.151122670742714,1.7939271926879885,Matt Capps,4788,448165,4.0,0.2031746,0.05079365,0.15238095,0.2162162162162162,1.0126583256451884,51.88126222886377,70.59939040439014,92.17505480467344,-0.885174533560972,3.648626034449452,0,0,0,15,3,315,64,22,20,5,16,10,3,1,0,64,2.096198081970215,-7.415607929229736,9.511808395385742,16.786001205444336,1.610080003738403,1.6341837644577026,1.489659309387207,1.4748631715774536,1.5814896821975708,29,1.90077805519104,-0.6180593502565128,33,9,0.35211268,0.64035088,0.52972973,0.72,0.93150685,0.12244898000000004,0.61621622,,2007,2.64,,,
Paul Byrd,CLE,15,8,0,31,31,192.1,4.117851388793246,1.31022544188876,1.2634316761070186,0.3090379008746355,0.70578231,0.382645803,0.094736842,85.75103248898678,4.58578904661066,,4.6798132653018545,4.713737158666986,1.7936551570892334,Paul Byrd,594,111838,3.14285714,0.10538922,0.03353293,0.07185629,0.2983770287141074,1.3882150515249958,103.64241237171277,107.70756837544772,105.9726766669802,-0.0940242186911941,4.8996116778916,15,2,2,0,0,835,239,107,98,27,28,3,6,5,0,88,-0.8470699787139893,-14.813726425170898,13.966655731201172,-10.31100082397461,-1.0368318557739258,0.9321997165679932,0.8776400089263916,0.8774193525314331,1.4407793283462524,29,-0.7621768712997437,-0.1465017773406792,0,0,0.26634383,0.62827225,0.47667343,0.81818182,0.91666667,0.10638298000000002,0.5811359,,2007,1.68,,,
Joaquín Benoit,TEX,7,4,6,70,0,82.0,9.548781376236834,3.073171017639441,0.658536646637023,0.2897196261682243,0.78125,0.373271889,0.070588235,93.77465761198548,2.8536588020937668,,3.16643440217081,3.5155828753078495,1.792612075805664,Joaquin Benoit,1437,276542,3.10714286,0.25816024,0.08308605,0.17507418,0.2214983713355048,1.1707318162435965,61.35130302305409,70.07714916425336,79.43601494331884,-0.3127756000770438,3.147775605058682,0,0,0,19,7,337,68,28,26,6,28,2,2,3,0,87,2.5149638652801514,-7.194941997528076,9.709905624389648,16.91499900817871,1.590829849243164,1.5152662992477417,1.3391773700714111,1.4750114679336548,1.4634833335876465,48,1.6141289472579956,0.0456214652792015,31,12,0.31494253,0.64123711,0.48695652,0.56934307,0.75241158,0.30357143,0.52717391,,2007,2.36,,,
Chad Gaudin,OAK,11,13,0,34,34,199.1,6.95317637042599,4.515049591185708,0.9481604141489988,0.3051409618573797,0.72284908,0.509740259,0.114754098,91.34836763904036,4.424748599361994,,4.689437731633446,4.47155392117181,1.787571668624878,Chad Gaudin,1783,429985,1.54,0.1738149,0.11286682,0.06094808,0.2634961439588689,1.5301001392351563,100.6510789254944,106.51889422407965,100.60881431819097,-0.2646891322714522,4.6557210534164195,15,1,0,0,0,886,205,108,98,21,100,8,8,3,1,154,-0.4481660723686218,-15.90005588531494,15.451889991760254,-5.653200149536133,-0.5662925243377686,1.0131593942642212,0.8793150782585144,0.8704882264137268,1.2484484910964966,33,-0.3658370971679687,-0.0765079819043029,0,0,0.26114082,0.60995475,0.43421643,0.60409556,0.88278932,0.20165460000000002,0.49618321,,2007,1.42,,,
Paul Maholm,PIT,10,15,0,29,29,177.2,5.318948734253532,2.482176075984982,1.114446401462645,0.3121783876500857,0.65293602,0.532534246,0.12716763,89.77417676693925,5.0150088065819025,,4.596077780850164,4.207843840918842,1.7644720077514648,Paul Maholm,8678,430904,2.14285714,0.1372549,0.06405229,0.07320261,0.2873239436619718,1.4240148463133795,114.19228881065942,103.20026384256045,93.45352674064206,0.4189310257317382,4.366306331081962,12,2,1,0,0,765,204,110,99,22,49,3,6,5,0,105,-1.047166109085083,-14.140033721923828,13.092867851257324,-13.630999565124512,-1.3383222818374634,0.9767890572547911,0.8994945883750916,0.8793931007385254,0.9266963005065918,27,-0.6645788550376892,-0.4074705309659607,0,0,0.25108225,0.59541985,0.43407708,0.67241379,0.90384615,0.15887850000000003,0.53144016,,2007,0.36,,,
Micah Owings,ARI,8,8,0,29,27,152.2,6.248908166824821,2.9475981918985004,1.1790392767594,0.2733188720173535,0.70879121,0.374468085,0.101010101,90.20062022900764,4.30349336017181,,4.811657509698568,4.735580507616281,1.719002562109381,Micah Owings,4253,452249,2.12,0.16282642,0.07680492,0.08602151,0.2487223168654173,1.2838427680269022,91.90466370968224,104.2832020482664,105.34849498370323,-0.5081641495267579,4.612506725384737,14,2,1,0,0,651,146,81,73,20,50,2,14,5,0,106,-0.1139039266854524,-11.319986313581468,11.206082239747047,3.0110005140304565,0.3482154756784439,0.9703303742480566,0.8598188885620662,0.8381655339536995,0.914733334823891,27,0.4387445002794266,-0.5561312478330324,0,0,0.30721649,0.67813765,0.49438202,0.67785235,0.87462687,0.18595041,0.50459653,,2007,1.65,,,
Jon Rauch,WSN,8,4,4,88,0,87.1,7.316794319257332,2.1641222634423096,0.7213740878141032,0.2666666666666666,0.68445476,0.334645669,0.051851851,90.95869462568682,3.606870439070516,,3.3770097288411027,4.27419072918626,1.7000584602355957,Jon Rauch,1475,400010,3.38095238,0.20056497,0.05932203,0.14124294,0.2252252252252252,1.0992367052405383,84.61113322455812,77.41392115166673,94.94895841853858,0.2298607102294134,3.778327057299761,0,0,0,33,6,354,75,37,35,7,21,4,0,2,0,71,1.355023980140686,-8.606451988220215,9.96147632598877,8.840999603271484,0.938804030418396,1.5572855472564695,1.3740631341934204,1.4979772567749023,1.629841923713684,62,1.4288793802261353,-0.5587602280077869,38,13,0.37254902,0.66942149,0.53363229,0.73684211,0.86419753,0.17647058999999998,0.5426009,,2007,1.34,,,
Jake Westbrook,CLE,6,9,0,25,25,152.0,5.506578947368421,3.2565789473684212,0.7697368421052632,0.3035343035343035,0.703667,0.534446764,0.1015625,83.1201880670363,4.322368421052632,,4.33171040384393,4.276266288757324,1.6986013650894165,Jake Westbrook,412,150414,1.69090909,0.14351852,0.08487654,0.05864198,0.2708688245315162,1.4078947368421053,97.68890059352093,99.8156322218214,96.28359350800535,-0.0093419827912981,4.501882301880497,15,0,0,0,0,648,159,78,73,13,55,5,6,3,0,93,0.4597100019454956,-11.215062141418455,11.674772262573242,3.687000274658203,0.3830234408378601,1.0146063566207886,0.9185423851013184,0.871999979019165,1.1778000593185425,25,0.3897885978221893,0.0633033810971909,0,0,0.28644068,0.59270998,0.44471744,0.73372781,0.92513369,0.13443830999999995,0.51678952,,2007,2.01,,,
Carlos Marmol,CHC,5,1,1,59,0,69.1,12.461542118231588,4.5432705639385995,0.3894231911947371,0.2585034013605442,0.91029024,0.31292517,0.038961038,93.4632496105919,1.4278850343807028,,2.7203742190930527,3.551062797850325,1.685610294342041,Carlos Marmol,2790,461791,2.74285714,0.33684211,0.12280702,0.21403509,0.1666666666666666,1.0961541678074085,30.979338015770896,59.16454059259783,78.64995112624656,-1.29248918471235,2.8756505097158467,0,0,0,16,1,285,41,11,11,3,35,3,4,5,1,96,2.950995922088623,-3.5407161712646484,6.4917120933532715,29.934999465942383,2.839841842651367,1.1919782161712646,1.0071839094161987,1.1456135511398315,1.4281585216522217,53,2.1822738647460938,0.2934390988410031,25,6,0.29879518,0.51094891,0.40435835,0.43548387,0.8047619,0.33233533000000004,0.49757869,,2007,3.02,,,
Daniel Cabrera,BAL,9,18,0,34,34,204.1,7.311582017729567,4.756932879004778,1.101141870139995,0.2993421052631579,0.66779661,0.495145631,0.116822429,94.9119829723382,5.549755025505575,,5.011220060644606,4.734501343198657,1.6823128461837769,Daniel Cabrera,1931,425555,1.53703704,0.18004338,0.11713666,0.06290672,0.2590738423028786,1.541598618195993,122.3822489511296,108.92897444697314,106.43256079754462,0.5385349648609692,4.741482955227276,14,1,0,0,0,922,207,133,126,25,108,6,15,7,2,166,-2.162623882293701,-17.61074447631836,15.448123931884766,-15.62829875946045,-1.5182157754898071,1.0151008367538452,0.8612298369407654,0.8764705657958984,1.0090181827545166,33,-1.7430353164672852,-0.387416953880042,0,0,0.21782178,0.57575758,0.40216086,0.53409091,0.90688259,0.19104478000000003,0.515006,,2007,0.68,,,
Bob Howry,CHC,6,7,8,78,0,81.1,7.967215855062967,2.102459739530505,0.8852462061181073,0.2893617021276595,0.76923077,0.323529411,0.070175438,94.21487969708588,3.319673272942903,,3.5223921231959867,4.002021934722986,1.6594526767730713,Bob Howry,237,133982,3.78947368,0.21428571,0.05654762,0.1577381,0.2412698412698412,1.1680331886280584,72.02350185638203,77.01182522638693,88.81438530435139,-0.2027188502530839,3.5086244806535514,0,0,0,22,4,336,76,31,30,8,19,3,2,1,0,72,2.0664479732513428,-6.985876083374023,9.052324295043944,15.993000030517578,1.5050697326660156,1.4365956783294678,1.5221410989761353,1.5936435461044312,1.5369826555252075,46,1.485335111618042,-0.0469011775453089,36,13,0.35416667,0.72148541,0.5483871,0.77310924,0.8125,0.19948849000000002,0.52875175,,2007,1.67,,,
Taylor Buchholz,COL,6,5,0,41,8,93.2,5.861209884844337,1.9217081589653564,0.7686832635861426,0.3180327868852459,0.69084629,0.444078947,0.068376068,91.75689338235294,4.227757949723784,,3.752060649743464,4.208715046677506,1.6524110436439514,Taylor Buchholz,2168,430587,3.05,0.1540404,0.05050505,0.10353535,0.2807486631016043,1.334519554837053,88.31825408310289,79.96655370786138,93.47316336149188,0.4756972999803199,4.1278749316154695,3,0,0,1,0,396,105,47,44,8,20,4,2,3,1,61,0.0309299528598785,-6.079259872436523,6.110189914703369,5.502099990844727,0.4780678749084472,0.8544642540102216,0.8085317273552601,0.986268252861209,0.9767714193889072,35,0.7614638805389404,-0.7252658152428016,9,5,0.30057803,0.63212435,0.47540984,0.61538462,0.87704918,0.20114942999999996,0.5273224,,2007,0.99,,,
Randy Johnson,ARI,4,3,0,10,10,56.2,11.435293091242793,2.064705697029949,1.1117646060930493,0.3284671532846715,0.72635135,0.402877697,0.125,,3.811764363747598,,3.204311026206891,2.8381428181333943,1.6337426900863647,Randy Johnson,60,116615,5.53846154,0.30901288,0.05579399,0.25321888,0.2407407407407407,1.1470587205721938,81.40338387248912,68.99500257338029,62.581026881044345,0.607453337540707,2.6638978460599256,6,0,0,0,0,233,52,26,24,7,13,3,4,1,0,72,0.7401300072669983,-3.829279899597168,4.5694098472595215,7.980400085449219,0.7344385981559753,1.011545181274414,0.979158878326416,0.875,1.5113400220870972,10,0.8708696365356445,-0.1391870375097348,0,0,,,,,,,,,2007,1.36,,,
Billy Wagner,NYM,2,2,34,66,0,68.1,10.536586150124611,2.8975611912842685,0.7902439612593459,0.2848837209302325,0.80736544,0.367816091,0.076923076,96.2189576156496,2.6341465375311532,,3.093263666378749,3.383734866147277,1.5972576141357422,Billy Wagner,578,123790,3.63636364,0.28368794,0.07801418,0.20567376,0.2131782945736434,1.1268293521661044,60.92432743320242,69.09231978757701,74.8784481032702,-0.4591171288475957,2.8391939774659947,0,0,0,0,5,282,55,22,20,6,22,4,2,4,0,80,1.575183987617493,-7.245928287506104,8.821111679077148,11.689000129699709,1.1822949647903442,1.7122491598129272,1.598602056503296,1.5395878553390503,2.321333408355713,9,0.8472042679786682,0.0727459498912533,27,8,0.25806452,0.63709677,0.47465438,0.79166667,0.83544304,0.17475728000000001,0.57142857,,2007,1.71,,,
Barry Zito,SFG,11,13,0,34,33,196.2,5.994915564322549,3.798305281211997,1.0983051415552765,0.2598684210526316,0.69668649,0.391233766,0.095617529,84.88273863579816,4.530508708915514,,4.820961154684604,4.835567728051982,1.5784847056493163,Barry Zito,944,217096,1.57831325,0.15411765,0.09764706,0.05647059,0.2385321100917431,1.347457696815501,101.82840964290926,109.3347899885493,107.6021659655539,-0.2904524457690902,4.95797877535989,18,0,0,0,0,850,182,105,99,24,83,4,4,5,0,131,0.6939799226820469,-14.186349868774414,14.880329672247171,1.8799996078014376,0.2032902427017688,0.9975708175770368,0.90278386397689,0.8610117768540102,1.0210587995893814,34,0.9451468363404274,-0.2494770047312496,0,0,0.26062323,0.56221198,0.40530582,0.69565217,0.86338798,0.19272727,0.47973471,,2007,1.97,,,
Mark Hendrickson,LAD,4,8,0,39,15,122.2,6.749998460645612,2.1277169060730734,1.100543227279176,0.3215189873417721,0.64238411,0.44132653,0.116279069,87.21345421330845,5.209237942454766,,4.062974518131937,3.792542246545228,1.577887773513794,Mark Hendrickson,1574,424805,3.17241379,0.17293233,0.05451128,0.11842105,0.2828685258964143,1.3940214212202895,120.4332587709952,91.55049765053928,84.09279896085532,1.146263424322829,3.92685283717972,2,0,0,2,1,532,142,75,71,15,29,4,1,4,0,92,-1.309400051832199,-8.67347776889801,7.364077806472778,-7.018099784851074,-0.7397617101669312,0.8136651565721377,0.7703358869054424,0.7836102430637066,0.9619885512760707,35,-0.90701225399971,-0.7022492969662009,5,4,0.30871492,0.64574616,0.482066,0.68421053,0.86609071,0.19047619000000005,0.5143472,,2007,0.07,,,
Cha Seung Baek,SEA,4,3,0,14,12,73.1,6.013637738745389,1.7181822110701113,0.7363638047443334,0.3253012048192771,0.61715481,0.338645418,0.056603773,89.99557561459748,5.154546633210334,,3.662332510076301,4.411979458950846,1.5354053787887096,Cha Seung Baek,8214,430657,3.5,0.15264798,0.04361371,0.10903427,0.2861842105263157,1.377273042206994,117.51653933248951,84.14861103054369,99.28936207962404,1.492214123134033,4.4307054372007775,5,1,0,1,0,321,87,45,42,6,14,1,3,1,0,49,-0.3546718955039978,-5.151253782212734,4.79658217728138,-5.833500146865845,-0.5827595293521881,0.8537103509902955,0.8072158485651016,0.9609428644180298,1.3360500236352284,12,0.0929727777838707,-0.5084203532906945,1,0,0.25560538,0.59695817,0.44032922,0.8245614,0.84713376,0.15887850000000003,0.54115226,,2007,0.53,,,
Roger Clemens,NYY,6,6,0,18,17,99.0,6.18181865821751,2.818182035363865,0.8181818812346704,0.2931596091205212,0.67810458,0.462783171,0.086538461,91.38145926339286,4.181818504088316,,4.1385951089562285,4.274606753648054,1.5226248585386202,Roger Clemens,815,112388,2.19354839,0.16190476,0.07380952,0.08809524,0.2578125,1.3131314143272488,92.87861863096413,93.2895857604173,96.24683820660148,0.0432233951320872,4.401449249764855,10,0,0,0,0,420,99,52,46,9,31,0,5,7,0,68,0.6459679901599884,-7.208920087665319,7.854887839406729,3.444100141525269,0.3271739892661571,1.0099327443690782,0.9131107153823076,0.8478889051410887,0.8991333515279822,18,0.6200677119195461,0.0195471473486671,0,0,0.29577465,0.54736842,0.39662447,0.71428571,0.96153846,0.14893617000000003,0.40084388,,2007,1.49,,,
Lee Gardner,FLA,3,4,2,62,0,74.1,6.295965848767979,2.1793727938043004,0.2421525326449222,0.2966101694915254,0.82039911,0.425531914,0.021505376,86.79381975446428,1.937220261159378,,3.0378113634819335,4.25753303866701,1.502424955368042,Lee Gardner,1448,421104,2.88888889,0.16720257,0.05787781,0.10932476,0.2482758620689655,1.2107626632246111,43.90492228450845,68.09124239868547,94.57350089922464,-1.1005911023225554,3.9085233510951136,0,0,0,9,0,311,72,19,16,2,18,4,3,1,0,52,1.2773720026016235,-4.200779914855957,5.478151798248291,19.308000564575195,1.8965373039245603,0.9451719522476196,0.8292770385742188,1.0788387060165403,0.8615952134132385,42,1.1951349973678589,0.1563354938628975,15,7,0.30275229,0.64925373,0.49382716,0.72727273,0.86206897,0.17500000000000004,0.55144033,,2007,2.67,,,
Brandon Lyon,ARI,6,4,2,73,0,74.0,4.864864864864865,2.675675675675676,0.2432432432432432,0.2809917355371901,0.75388027,0.426778242,0.021978021,91.82402600740132,2.675675675675676,,3.442307843388738,4.633618759786761,1.4895927906036377,Brandon Lyon,1312,407193,1.81818182,0.13029316,0.07166124,0.05863192,0.2464788732394366,1.2432432432432432,57.14126933364952,74.22006091976544,103.05031896339936,-0.7666321677130621,4.522529545744356,0,0,0,35,3,307,70,25,22,2,22,2,1,3,1,40,3.091430187225342,-6.944419860839844,10.035850524902344,18.461999893188477,1.632300853729248,1.7214453220367432,1.4249863624572754,1.5478630065917969,1.8888075351715088,53,1.3522645235061646,0.4435695629158711,35,9,0.35784314,0.68032787,0.53348214,0.73972603,0.89156627,0.15481171999999999,0.54464286,,2007,2.08,,,
Tom Glavine,NYM,13,8,0,34,34,200.1,3.998336208002943,2.87520805968751,1.0332778964501987,0.2903703703703704,0.72605965,0.417518248,0.091269841,84.6878165779533,4.447587467329116,,4.861901354919439,4.947394361550919,1.4890713691711426,Tom Glavine,90,114849,1.390625,0.10409357,0.0748538,0.02923977,0.2782719186785261,1.4126456265478562,102.86681901961649,109.40063904661965,110.12269246700488,-0.4143138875903229,5.273794390179266,23,1,1,0,0,855,219,102,99,23,64,2,4,2,0,89,0.9385281205177308,-14.629925727844238,15.568453788757324,5.2505998611450195,0.5560654997825623,0.9968857169151306,0.9258026480674744,0.8604705929756165,1.2519211769104004,33,1.150288701057434,-0.2088286072946182,0,0,0.21100917,0.63235294,0.39561856,0.80434783,0.91627907,0.11726384000000001,0.43814433,,2007,1.98,,,
Jorge Sosa,NYM,9,8,0,42,14,112.2,5.511834257319588,3.27514789203048,0.7988165590318245,0.2742382271468144,0.67647059,0.375,0.064102564,91.97569630244008,4.473372730578217,,4.260315188337811,4.843431107912392,1.472202479839325,Jorge Sosa,1228,407901,1.68292683,0.14345114,0.08523909,0.05821206,0.2477272727272727,1.3313609317197077,103.46319807399206,95.69012760523802,107.77940332582304,0.2130575422404055,4.885217655645617,7,0,0,9,2,481,109,58,56,10,41,2,0,0,0,69,0.3950340049341321,-8.614617824554443,9.009652137756348,1.5685999244451525,0.0988149149343371,1.0873696676759503,0.9868767126913992,1.3381142616271973,1.0145699828863144,40,0.2696525789797306,0.0936406198993989,12,5,0.3030303,0.6,0.46169355,0.61428571,0.88679245,0.19650654999999995,0.53427419,,2007,0.67,,,
Jon Lieber,PHI,3,6,0,14,12,78.0,6.230768621320615,2.5384612901676578,0.8076922286897094,0.328125,0.6779661,0.437984496,0.094594594,83.10224066840277,4.730768768039726,,3.983194811543228,4.0066688270262025,1.4413514137268066,Jon Lieber,287,117758,2.45454545,0.15789474,0.06432749,0.09356725,0.2870662460567823,1.4487178070148754,103.9840276715999,86.66904845258931,88.91912435294088,0.747573956496498,4.281899812083241,5,1,1,0,0,342,91,44,41,7,22,5,3,1,1,54,-0.5088759660720825,-6.69825604557991,6.18938023597002,-3.847999155521393,-0.4083928540349006,1.048727781861423,0.9107017818703708,0.9337999991008212,1.0403833190600078,12,0.4252928048372268,-0.9105245064031576,0,2,0.3125,0.675,0.45192308,0.65,0.85185185,0.23404254999999996,0.38461538,,2007,0.28,,,
Shawn Hill,WSN,4,5,0,16,16,97.1,6.010274286676395,2.3116439564139983,0.8321918243090394,0.2610169491525423,0.71566731,0.546666666,0.105882352,88.23583403087798,3.4212330554927175,,4.030701072436604,3.924161739473165,1.4409664869308472,Shawn Hill,1882,429718,2.6,0.16290727,0.06265664,0.10025063,0.2330623306233062,1.1404110184975724,80.25639144530886,92.67766421445934,87.05944840430435,-0.6094680169438864,3.985772458859534,11,0,0,0,0,399,86,42,37,9,25,2,5,2,0,65,1.1781020164489746,-6.210360050201416,7.388462066650391,9.04680061340332,0.8388476371765137,0.963185966014862,0.9107243418693542,0.8761875033378601,1.1333874464035034,16,0.9727587699890136,0.2503716098309061,0,0,0.25,0.54375,0.41785714,0.63333333,0.93103448,0.14529915000000004,0.57142857,,2007,2.1,,,
Jose Valverde,ARI,1,4,47,65,0,64.1,10.911919255215986,3.6373064184053288,0.9792748049552809,0.2582781456953642,0.82822086,0.358974358,0.094594594,95.06215049342106,2.658031613450048,,3.5815741201942286,3.610034852038707,1.4376410245895386,Jose Valverde,1726,407878,3.0,0.29433962,0.09811321,0.19622642,0.1949152542372881,1.1191712056631782,56.76446577672378,77.27755736282299,79.97915706561906,-0.9235425067441808,2.9756897693465088,0,0,0,0,7,265,46,21,19,7,26,1,3,1,0,78,2.6487441062927246,-8.593972206115723,11.242715835571287,16.606000900268555,1.5357353687286377,2.143351793289185,1.9416803121566772,2.0155446529388428,2.6248667240142822,6,0.9921876788139344,0.2436076370021247,36,9,0.32738095,0.64876033,0.51707317,0.6,0.72611465,0.30660377000000005,0.5902439,,2007,2.24,,,
Jason Marquis,CHC,12,9,0,34,33,191.2,5.118260480664612,3.568695381013858,1.0330433997671695,0.268370607028754,0.67687349,0.495238095,0.105263157,90.6799706185218,4.6017387807810275,,4.987431094837559,4.863177762645355,1.4370679073035717,Jason Marquis,105,150302,1.43421053,0.12884161,0.08983452,0.03900709,0.2509907529722589,1.3878259815053893,99.83914511151592,109.61330131902668,108.22448483290349,-0.3856923140565316,4.960433023013356,15,1,1,0,0,846,190,111,98,22,76,6,13,3,0,109,-0.3951899092644453,-15.875172197818756,15.479982022196054,-4.6951993107795715,-0.4591773450374603,1.0660044481174662,0.9725226481162492,0.8675764588748708,1.1742303588173606,33,-0.8116047084331512,0.4408840140098404,0,1,0.26666667,0.59651475,0.43451569,0.77604167,0.90561798,0.13343799,0.50886767,,2007,0.8,,,
Huston Street,OAK,5,2,16,48,0,50.0,11.340000865173408,2.1600001647949343,0.9000000686645561,0.2521008403361344,0.675,0.4,0.092592592,87.34169921875,2.880000219726579,,2.73960510253906,2.7944355291237177,1.4209425449371338,Huston Street,8258,434718,5.25,0.31658291,0.06030151,0.25628141,0.1871657754010695,0.940000071716314,65.51222581616013,62.88993952075531,63.464079238217074,0.140395117187519,2.2867919278006608,0,0,0,5,5,199,35,20,16,5,12,3,0,0,0,63,1.0721079111099243,-4.649707794189453,5.721816062927246,6.035000324249268,0.5887835621833801,1.5553075075149536,1.522926926612854,1.5992916822433472,1.670384645462036,13,1.0867421627044678,-0.3974200152000673,20,8,0.38983051,0.66153846,0.51711712,0.51304348,0.80232558,0.31358885000000003,0.46846847,,2007,0.84,,,
Russ Springer,STL,8,1,0,76,0,66.0,9.000002080744444,2.5909096899112796,0.409091003670202,0.2289156626506024,0.76530612,0.298780487,0.036144578,92.8472275152439,2.1818186862410776,,2.8305141370158333,3.817199621294653,1.3964238166809082,Russ Springer,1652,122620,3.47368421,0.25680934,0.07392996,0.18287938,0.1744680851063829,0.9090911192671156,50.53639664783186,63.906000325176386,84.64856608508626,-0.6486954507747558,3.219638760974699,0,0,0,11,2,257,41,18,16,3,19,1,3,1,0,66,1.4737199544906616,-2.4607579708099365,3.934478044509888,20.027999877929688,2.0013813972473145,0.7760741114616394,0.7543676495552063,0.8790658116340637,0.9088965654373168,58,1.626948356628418,0.2719939386055936,17,5,0.30092593,0.70089286,0.50454545,0.69230769,0.8343949,0.20720720999999998,0.50909091,,2007,1.68,,,
Matt Lindstrom,FLA,3,4,0,71,0,67.0,8.328360105681941,2.8208961648277544,0.2686567776026433,0.3265306122448979,0.72247706,0.474226804,0.028571428,97.838671875,3.0895529424303976,,2.8515453508155506,3.7741288882921697,1.3937923908233645,Matt Lindstrom,4604,434637,2.95238095,0.21830986,0.07394366,0.1443662,0.2538461538461538,1.2985077584127758,70.0212487712161,63.82968545343477,83.67776941015363,0.2380075916148469,3.3965776325186763,0,0,0,19,2,284,66,27,23,2,21,4,3,5,0,62,0.6733660697937012,-4.746128082275391,5.419494152069092,7.203000068664551,0.6622905731201172,1.0769340991973877,0.8848211765289307,1.0901352167129517,1.13496994972229,60,0.739605724811554,-0.1143436309698376,20,13,0.23529412,0.65467626,0.49553571,0.5,0.85714286,0.20720720999999998,0.62053571,,2007,1.28,,,
Braden Looper,STL,12,12,0,31,30,175.0,4.47428598325984,2.6228573005316305,1.131428639445017,0.2766323024054983,0.66602317,0.42158516,0.101851851,88.02626255580357,4.937143153941893,,4.822462378697499,4.736554284849006,1.3542423630133271,Braden Looper,526,131702,1.70588235,0.11662198,0.06836461,0.04825737,0.2648335745296671,1.3371429375259292,114.35662656487403,109.88059688962144,105.37044352355277,0.1146807752443939,5.0139848697950224,18,0,0,0,0,746,183,100,96,22,51,2,4,0,3,87,-0.0643559582531452,-12.17021957039833,12.105863712728024,-5.8660003542900085,-0.464073970913887,0.9130525439977646,0.8923064243534337,0.8842193657352079,0.970606473184401,31,0.6818717643618584,-0.7523561616467782,0,1,0.27245053,0.64398734,0.45461598,0.75418994,0.86240786,0.17064846,0.49030256,,2007,0.43,,,
