Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,BB/K,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Arky Vaughan,1013377,123671.0,SS,PIT,9.532067302043425,,9.76,74.39346051197744,5.456789970397949,0.1354945758357644,,,,,193.7125074095711,0.4924157177828635,,,,,1.098093366,0.607214428,0.490878938,0.384769539,0.222444889,0.374458874,137,610,499,108,99,19,63,303,192,129,34,10,4,97,,18.0,0.029508196,0.159016393,5.388888888,,,,,,,,,-3.0,,,,,,,,0.0
Lou Gehrig,1004598,114680.0,1B,NYY,8.636747991273328,,8.34,65.03557576689778,2.5617284774780273,-2.2814414063468575,,,,,170.63340273737217,0.4699635689279863,,,,,1.048951379,0.58317757,0.465773809,0.328971962,0.254205608,0.312633832,149,672,535,125,119,30,66,312,176,110,26,10,8,132,,38.0,0.056547619,0.196428571,3.47368421,,,,,,,,,9.0,,,,,,,,0.0
Jimmie Foxx,1004285,114367.0,1B,PHA,8.447990504829482,,7.98,67.06917051315696,-0.3299775123596191,-1.2514193737879395,,,,,174.2269214006619,0.4839831489627644,,,,,1.0962228,0.635514018,0.460708782,0.345794392,0.289719626,0.3725,147,649,535,118,115,36,76,340,185,109,33,7,6,114,,99.0,0.152542372,0.175654853,1.151515151,,,,,,,,,4.0,,,,,,,,0.0
Mel Ott,1009904,120117.0,OF,NYG,7.625917270430757,,7.26,52.70182944035861,3.3580245971679688,0.8124973606318235,,,,,158.4846265495521,0.4306337308567182,,,,,0.961885716,0.55480607,0.407079646,0.322091062,0.232715008,0.317460317,152,683,593,113,114,31,70,329,191,121,33,6,7,82,,58.0,0.084919472,0.120058565,1.413793103,,,,,,,,,9.0,,,,,,,,0.0
Hank Greenberg,1004996,115096.0,1B,DET,7.525228612646092,,7.49,56.21660135959807,-1.5679011344909668,-1.1091504096984863,,,,,156.93062449057226,0.4557866552902686,,,,,1.039197828,0.628432956,0.410764872,0.327948303,0.300484653,0.339430894,152,710,619,121,170,36,98,389,203,105,46,16,4,87,,91.0,0.128169014,0.122535211,0.956043956,,,,,,,,,5.0,,,,,,,,0.0
Billy Herman,1005692,115809.0,2B,CHC,7.307912348785142,,7.23,30.62800423067238,19.75308656692505,0.6239051762968302,,,,,131.42516710556308,0.3907428132330818,,,,,0.858535749,0.475975975,0.382559774,0.34084084,0.135135135,0.349206349,154,735,666,113,83,7,70,317,227,157,57,6,6,42,,29.0,0.039455782,0.057142857,1.448275862,,,,,,,,,15.0,,,,,,,,0.0
Charlie Gehringer,1004596,114682.0,2B,DET,7.275858774387983,,8.58,32.81966313109693,18.59876537322998,-0.2542713135480881,,,,,132.89229402517606,0.4143371521737534,,,,,0.910598881,0.501639344,0.408959537,0.329508196,0.172131148,0.316521739,150,709,610,123,108,19,59,306,201,142,32,8,11,79,,16.0,0.022566995,0.111424541,4.9375,,,,,,,,,14.0,,,,,,,,0.0
Luke Appling,1000284,110297.0,SS,CHW,6.420010332416661,,6.94,17.60060175153258,26.44444465637207,-1.030434973537922,,,,,120.08694133946976,0.3959968371958784,,,,,0.825974828,0.388571428,0.4374034,0.306666666,0.081904762,0.330578512,153,654,525,94,71,1,35,204,161,126,28,6,12,122,,40.0,0.061162079,0.186544342,3.05,,,,,,,,,17.0,,,,,,,,0.0
Joe Medwick,1008719,118904.0,OF,STL,6.363279578470713,,6.09,44.9786882113701,-1.6543207168579102,0.2980559915304184,,,,,151.33680675258057,0.4274327519411098,,,,,0.961937323,0.575709779,0.386227544,0.353312302,0.222397477,0.364130434,154,670,634,132,126,23,82,365,224,142,46,13,4,30,,59.0,0.088059701,0.044776119,0.508474576,,,,,,,,,5.0,,,,,,,,0.0
Augie Galan,1004440,114525.0,OF,CHC,6.108320344647737,,6.02,38.36772026070948,-0.6543207168579102,3.744050493463874,,,,,135.6332835164657,0.3973890065014605,,,,,0.866406778,0.46749226,0.398914518,0.314241486,0.153250774,0.328743545,154,748,646,133,79,12,64,302,203,139,41,11,22,87,,53.0,0.070855614,0.11631016,1.641509433,,,,,,,,,6.0,,,,,,,,0.0
Buddy Myer,1009415,119613.0,2B,WAS,5.936462709881585,,6.56,38.34829437787747,-0.3395061492919922,-2.073214308358729,,,,,139.58535648239854,0.4205765477771865,,,,,0.907476601,0.467532467,0.439944134,0.349025974,0.118506493,0.367775831,151,720,616,115,100,5,52,288,215,163,36,11,7,96,,40.0,0.055555555,0.133333333,2.4,,,,,,,,,-5.0,,,,,,,,0.0
Joe Vosmik,1013456,123757.0,OF,CLE,5.793224784047599,,5.68,37.36393197350609,-0.4814815521240234,-0.6299532111734152,,,,,138.93855271560903,0.4251445513518628,,,,,0.945588721,0.537096774,0.408491947,0.348387096,0.188709678,0.355172413,152,688,620,93,110,10,77,333,216,139,47,20,2,59,,30.0,0.043604651,0.085755813,1.966666666,,,,,,,,,6.0,,,,,,,,0.0
Wally Berger,1000875,110904.0,OF,BSN,5.6022366695278745,,5.77,36.18463994133551,0.1604938507080078,0.1693548550829291,,,,,143.05120717751663,0.4000850063089635,,,,,0.902974965,0.548387096,0.354587869,0.295415959,0.252971137,0.294736842,150,644,589,91,130,34,77,323,174,97,39,4,3,50,,80.0,0.124223602,0.077639751,0.625,,,,,,,,,2.0,,,,,,,,0.0
Hank Leiber,1007490,117641.0,OF,NYG,5.096799866864898,,4.67,38.08704188410026,-7.90123450756073,-0.5646870229393244,,,,,143.7566793521682,0.4073727813101028,,,,,0.901206594,0.51223491,0.388971684,0.331158238,0.181076672,0.322064056,154,680,613,110,107,22,63,314,203,140,37,4,0,48,,29.0,0.042647058,0.070588235,1.655172413,,,,,,,,,-6.0,,,,,,,,0.0
Gabby Hartnett,1005458,115572.0,C,CHC,5.084613820984926,,4.9,32.04898478623036,5.395061731338501,-0.1793099669739604,,,,,153.81715629366929,0.4261081580277328,,,,,0.949189792,0.544794188,0.404395604,0.343825665,0.200968523,0.364406779,116,461,413,67,91,13,51,225,142,91,32,6,1,41,,46.0,0.09978308,0.088937093,0.891304347,,,,,,,,,2.0,,,,,,,,0.0
Bill Terry,1012927,123203.0,1B,NYG,4.931327526432704,,5.16,24.50106025890421,3.820987701416016,0.8353129979223013,,,,,127.89917654888384,0.3823278400362754,,,,,0.834387806,0.451342281,0.383045525,0.340604026,0.110738255,0.368224299,145,653,596,91,64,6,46,269,203,157,32,8,7,41,,55.0,0.084226646,0.062787136,0.745454545,,,,,,,,,10.0,,,,,,,,0.0
Stan Hack,1005183,115283.0,3B,CHC,4.838613607929103,,4.87,23.106340180174843,9.75308632850647,2.3294275226071477,,,,,131.73473104131418,0.3912317307308466,,,,,0.841657795,0.435597189,0.406060606,0.311475409,0.12412178,0.31773399,124,504,427,75,64,4,36,186,133,97,23,9,14,65,,17.0,0.033730158,0.128968253,3.823529411,,,,,,,,,8.0,,,,,,,,0.0
