Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Babe Ruth,1011327,121578.0,OF,NYY,14.707894581688176,,14.13,116.82952344185595,12.561728477478027,-5.087066734209657,,,,,224.8981329047035,0.5693048093168215,,,,,1.308908045,0.764367816,0.544540229,0.392720306,0.37164751,0.422680412,152,699,522,151,131,41,99,399,205,106,45,13,17,170,,93.0,0.13304721,0.243204577,,,,,,,,,19.0,,,,,,,
Harry Heilmann,1005590,115705.0,OF,DET,9.036647500360573,,9.35,73.91444872039631,-1.1358022689819336,-0.6028696743305773,,,,,185.24191522922604,0.5020667320460229,,,,,1.112608078,0.631679389,0.480928689,0.402671755,0.229007634,0.41416309,144,626,524,121,115,18,73,331,211,138,44,11,9,74,,40.0,0.063897763,0.118210862,,,,,,,,,5.0,,,,,,,
Tristram Speaker,1012309,122566.0,OF,CLE,8.575823473697488,,9.12,70.530403398799,-4.7037036418914795,-1.665148734115064,,,,,174.6014934692947,0.4877056736171512,,,,,1.079204681,0.609756097,0.469448584,0.37979094,0.229965157,0.370848708,150,693,574,133,130,17,87,350,218,131,59,11,8,93,,15.0,0.021645021,0.134199134,,,,,,,,,-1.0,,,,,,,
Frankie Frisch,1004364,114448.0,2B,NYG,7.456843519652272,,7.13,32.59715393153462,18.660493850708008,1.1535603150259703,,,,,132.4556588789855,0.4056349055121845,,,,,0.880259001,0.485179407,0.395079594,0.347893915,0.137285492,0.341977309,151,702,641,116,111,12,54,311,223,169,32,10,29,46,,12.0,0.017094017,0.065527065,,,,,,,,,14.0,,,,,,,
Dobie Moore,1015976,,SS,KCM,7.286549112292928,,0.0,25.56887280683181,35.80246925354004,2.4341932046227157,,,,,140.40749470626645,0.4297610571354995,,,,,0.941798941,0.534391534,0.407407407,0.365079365,0.169312169,,94,405,378,70,79,8,39,202,138,99,22,9,10,21,,,,0.051851851,,,,,,,,,30.0,,,,,,,
Ken Williams,1014012,124321.0,OF,SLB,7.268433986491754,,7.71,54.584398921832275,-1.2654318809509275,-3.358929339563474,,,,,164.23048979295675,0.4756157459140573,,,,,1.062102668,0.623423423,0.438679245,0.356756756,0.266666667,0.342105263,147,646,555,106,91,29,78,346,198,120,37,12,18,79,,32.0,0.049535603,0.122291021,,,,,,,,,5.0,,,,,,,
Rogers Hornsby,1006030,116156.0,2B,STL,6.964396344064913,,6.8,51.52753781321044,3.5308642387390137,-1.9923984589986503,,,,,179.63096779261505,0.4883946243410783,,,,,1.085864714,0.62735849,0.458506224,0.384433962,0.242924528,0.386243386,107,487,424,89,83,17,59,266,163,104,32,10,3,55,,29.0,0.059548254,0.112936344,,,,,,,,,1.0,,,,,,,
Joe Sewell,1011766,122023.0,SS,CLE,6.8405046043199595,,7.54,43.75557669361968,4.320987701416016,-0.0528439194895327,,,,,145.99848582975508,0.4383216484882911,,,,,0.93513139,0.479204339,0.455927051,0.352622061,0.126582278,0.356877323,153,682,553,98,109,3,54,265,195,141,41,10,9,98,,12.0,0.017595307,0.143695014,,,,,,,,,-5.0,,,,,,,
Heavy Johnson,1015593,,OF,KCM,6.049210832565725,,0.0,61.17906953623034,-11.234567642211914,3.858315068529919,,,,,196.5419499280856,0.5278728361640658,,,,,1.193353704,0.721925133,0.471428571,0.406417112,0.315508021,,98,420,374,91,120,20,65,270,152,87,32,13,17,38,,,,0.09047619,,,,,,,,,-12.0,,,,,,,
Bill Riggins,1016248,,SS,DS,5.970935686697183,,0.0,5.104965419400118,45.38271617889404,0.7273678758647293,,,,,110.391375211998,0.3772988951446226,,,,,0.805609724,0.426415094,0.37919463,0.301886792,0.124528302,,71,298,265,59,43,6,18,113,80,62,9,3,2,32,,,,0.10738255,,,,,,,,,41.0,,,,,,,
Jack Fournier,1004264,114343.0,1B,BRO,5.776865509336566,,5.66,46.911956539905766,-7.746913433074951,0.9785546455532312,,,,,157.5832456733687,0.4498975338969491,,,,,0.999284258,0.588349514,0.410934744,0.35145631,0.236893204,0.341935483,133,578,515,91,102,22,65,303,181,116,30,13,11,43,,28.0,0.048442906,0.074394463,,,,,,,,,-2.0,,,,,,,
Eddie Collins Sr.,1002451,112506.0,2B,CHW,5.745404794925252,,6.42,35.7227966709198,2.382716178894043,-2.632536940742284,,,,,143.4589271203944,0.4300372485969762,,,,,0.908777319,0.453465346,0.455311973,0.360396039,0.093069307,0.359756097,145,632,505,89,67,5,32,229,182,150,22,5,48,84,,8.0,0.012658227,0.132911392,,,,,,,,,-2.0,,,,,,,
Max Carey,1001944,111989.0,OF,PIT,5.32237198696539,,5.03,27.010906487600064,2.222222328186035,7.326362180290744,,,,,120.40532692350394,0.3905261136483455,,,,,0.840864813,0.452459016,0.388405797,0.308196721,0.144262295,0.315972222,153,699,610,120,63,6,57,276,188,131,32,19,51,73,,28.0,0.040057224,0.104434907,,,,,,,,,6.0,,,,,,,
Ty Cobb,1002378,112431.0,OF,DET,5.039002310670333,,5.6,27.08245520779073,2.518518447875977,-1.994498620508239,,,,,132.18214153377548,0.4104573030471802,,,,,0.88222446,0.46942446,0.4128,0.339928057,0.129496403,0.34141791,145,647,556,103,88,6,53,261,189,136,40,7,9,66,,14.0,0.02163833,0.102009273,,,,,,,,,6.0,,,,,,,
Oscar Charleston,1014838,,OF,ABC,5.014860666794274,,0.0,38.19181973628491,2.228806495666504,5.4135173838585615,,,,,164.76746349064263,0.4723374011130306,,,,,1.043423056,0.59090909,0.452513966,0.363636363,0.227272727,,84,358,308,68,94,11,42,182,112,70,25,6,25,48,,,,0.134078212,,,,,,,,,13.0,,,,,,,
Turkey Stearnes,1016481,,OF,DS,4.963106655408629,,0.0,31.26879775985104,10.302295207977297,0.6412184364162385,,,,,172.94737738816022,0.4866342514452308,,,,,1.110350819,0.709677419,0.4006734,0.362007168,0.347670251,,69,297,279,70,85,17,49,198,101,52,18,14,2,17,,,,0.057239057,,,,,,,,,25.0,,,,,,,
Charlie Jamieson,1006355,116488.0,OF,CLE,4.937450763032011,,5.29,27.771292145838068,-2.567901134490967,-1.8122314023785293,,,,,128.55067027328414,0.4081974261427579,,,,,0.869122776,0.447204968,0.421917808,0.344720496,0.102484472,0.363636363,152,742,644,130,51,2,50,288,222,172,36,12,18,80,,37.0,0.049865229,0.107816711,,,,,,,,,4.0,,,,,,,
