Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Willie Mays,1008315,118495,CF,SFG,8.345146443686819,,9.5,44.35388929573076,14.0,1.2833434734493494,,,,,154.55412667047486,0.4037143261961661,,,,,0.935787767,0.554621848,0.381165919,0.319327731,0.235294117,0.318811881,153,669,595,107,103,29,70,330,190,120,29,12,25,61,11,70,0.104633781,0.091180866,,,,,,,,,14.0,,,,,,,
Eddie Mathews,1008236,118416,3B,MIL,7.684361969231668,,7.33,52.28542574328937,-1.243265151977539,0.4807866727933287,,,,,165.42134704368857,0.4146463090935385,,,,,0.948396239,0.55109489,0.397301349,0.277372262,0.273722628,0.281094527,153,671,548,108,124,39,65,302,152,87,19,7,7,111,3,113,0.168405365,0.165424739,,,,,,,,,-5.0,,,,,,,
Roger Maris,1008110,118287,RF,NYY,7.155781450032637,,7.52,39.15877060974253,13.195494651794434,-0.1929781381040811,,,,,155.5461298702033,0.4120115135352649,,,,,0.952046206,0.581162324,0.370883882,0.28256513,0.298597194,0.255,136,578,499,98,112,39,64,290,141,77,18,7,2,70,4,65,0.112456747,0.121107266,,,,,,,,,20.0,,,,,,,
Ernie Banks,1000512,110533,SS,CHC,7.002978462605196,,7.87,26.64212349107119,18.435321807861328,-0.811155934818089,,,,,134.31135637132218,0.3807085188535543,,,,,0.903996382,0.55443886,0.349557522,0.271356783,0.283082077,0.245436105,156,678,597,94,117,41,80,331,162,82,32,7,1,71,28,69,0.101769911,0.104719764,,,,,,,,,9.0,,,,,,,
Hank Aaron,1000001,110001,RF,MIL,7.000414063412014,,8.0,40.04187847490542,5.719500541687012,0.6364695597440004,,,,,150.2876231648186,0.391614157483325,,,,,0.918511332,0.566101694,0.352409638,0.291525423,0.274576271,0.264529058,153,664,590,102,126,40,71,334,172,101,20,11,16,60,13,63,0.094879518,0.090361445,,,,,,,,,14.0,,,,,,,
Mickey Mantle,1008082,118258,CF,NYY,6.909462786290857,,6.35,48.045429754470696,-1.0,1.868617821484804,,,,,158.49997565392297,0.4166806037523156,,,,,0.956943084,0.557874762,0.399068322,0.275142314,0.282732448,0.286103542,153,644,527,119,94,40,63,294,145,82,17,6,14,111,6,125,0.194099378,0.172360248,,,,,,,,,-1.0,,,,,,,
Ken Boyer,1001283,111321,3B,STL,6.428684879728082,,6.85,31.033554871910734,10.487873315811155,-0.9635304640978576,,,,,144.01523829458708,0.4025193816757831,,,,,0.931724072,0.561594202,0.37012987,0.304347826,0.257246376,0.304250559,151,616,552,95,97,32,68,310,168,100,26,10,8,56,10,77,0.125,0.09090909,,,,,,,,,7.0,,,,,,,
Frank Robinson,1011066,121311,1B,CIN,6.302105406010978,,6.18,45.259495807205134,-3.3568806648254395,0.4357179878279567,,,,,167.58424884138282,0.4319573933486458,,,,,1.002300895,0.594827586,0.407473309,0.297413793,0.297413793,0.28686327,139,562,464,86,83,31,70,276,138,68,33,6,13,82,6,67,0.119217081,0.145907473,,,,,,,,,4.0,,,,,,,
Dick Groat,1005075,115176,SS,PIT,5.765745214114936,,6.15,10.99990875935127,24.280726432800293,-0.5240212017670274,,,,,115.52470350639004,0.3473556021430697,,,,,0.765566086,0.394415357,0.371150729,0.324607329,0.069808028,0.34264432,138,629,573,85,50,2,32,226,186,154,26,4,0,39,0,35,0.055643879,0.062003179,,,,,,,,,16.0,,,,,,,
Don Hoak,1005866,115988,3B,PIT,5.051486958624908,,5.41,17.1142916411355,10.702798128128052,0.0435284813866019,,,,,122.74412174323136,0.3583429002264338,,,,,0.810352621,0.444846292,0.365506329,0.282097649,0.162748643,0.299785867,155,636,553,97,79,16,49,246,156,107,24,9,3,74,9,74,0.116352201,0.116352201,,,,,,,,,7.0,,,,,,,
Luis Aparicio,1000278,110290,SS,CHW,5.003115807046234,,5.55,-6.558150483067266,36.22496509552002,7.279136231169105,,,,,83.15023904219596,0.3007503583958197,,,,,0.666410256,0.343333333,0.323076923,0.276666666,0.066666667,0.290265486,153,670,600,86,61,2,29,206,166,137,20,7,51,43,3,39,0.058208955,0.064179104,,,,,,,,,27.0,,,,,,,
Brooks Robinson,1011055,121301,3B,BAL,4.909219206861421,,4.13,8.076499565294473,20.727489471435547,-0.1740487813949585,,,,,110.33997364757138,0.340548787744815,,,,,0.769489739,0.440336134,0.329153605,0.294117647,0.146218487,0.298148148,152,651,595,74,88,14,50,262,175,125,27,9,2,35,0,49,0.075268817,0.05376344,,,,,,,,,17.0,,,,,,,
Bill Skowron,1012043,122303,1B,NYY,4.746743864232956,,4.55,27.052097790293814,1.7672853469848633,-0.5949307689443231,,,,,138.62364182314485,0.3852624449738112,,,,,0.880620766,0.52788104,0.352739726,0.308550185,0.219330855,0.330969267,146,584,538,63,91,26,63,284,166,103,34,3,2,38,2,95,0.162671232,0.065068493,,,,,,,,,10.0,,,,,,,
Vada Pinson,1010360,120590,CF,CIN,4.580717347921198,,5.56,17.89491873627129,3.0,1.883494523353875,,,,,119.2175762551332,0.3583477157303411,,,,,0.81139973,0.472392638,0.339007092,0.286809815,0.185582823,0.310986964,154,706,652,107,61,20,69,308,187,118,37,12,32,47,3,96,0.135977337,0.066572237,,,,,,,,,3.0,,,,,,,
Ron Hansen,1005329,115440,SS,BAL,4.49875306514038,,3.86,10.575650650089294,15.11296272277832,-0.3800576999783516,,,,,114.79861701235534,0.3475964840837944,,,,,0.781247848,0.439622641,0.341625207,0.254716981,0.18490566,0.271634615,153,604,530,72,86,22,49,233,135,86,22,5,3,69,5,94,0.155629139,0.11423841,,,,,,,,,6.0,,,,,,,
Pete Runnels,1011303,121555,2B,BOS,4.257321982911392,,4.69,12.449784370879083,10.846371531486511,0.4894997822120785,,,,,115.91837186872442,0.3626369143839294,,,,,0.794601644,0.393939393,0.400662251,0.320075757,0.073863636,0.349372384,143,613,528,80,35,2,33,208,169,136,29,2,5,71,2,51,0.083197389,0.115823817,,,,,,,,,9.0,,,,,,,
Woodie Held,1005609,115723,SS,CLE,4.048740061216497,,3.87,10.057068597891844,16.550067901611328,-0.2545740678906441,,,,,119.5648717852472,0.3582058421808397,,,,,0.812665054,0.47074468,0.341920374,0.257978723,0.212765957,0.267605633,109,430,376,45,67,21,37,177,97,60,15,1,0,44,5,73,0.169767441,0.102325581,,,,,,,,,10.0,,,,,,,
Del Crandall,1002729,112788,C,MIL,3.987091219505023,,4.6,8.193300001359205,10.55740737915039,-1.36022574827075,,,,,113.58284575052208,0.3357528238821768,,,,,0.764068789,0.430167597,0.333901192,0.294227188,0.135940409,0.281376518,142,596,537,81,77,19,34,231,158,124,14,1,4,34,6,36,0.060402684,0.057046979,,,,,,,,,2.0,,,,,,,
Nellie Fox,1004281,114361,2B,CHW,3.9572929753498207,,3.97,-0.8515285546745837,19.631467580795288,-0.914405488409102,,,,,100.07499854878658,0.3275030174119743,,,,,0.722647094,0.371900826,0.350746268,0.289256198,0.082644628,0.290756302,150,684,605,85,59,2,36,225,175,139,24,10,2,50,2,13,0.019005847,0.073099415,,,,,,,,,16.0,,,,,,,
Joe Adcock,1000067,110071,1B,MIL,3.954618973994307,,3.68,25.54817120850816,-6.269341468811035,-0.1970344288274645,,,,,138.27320745268548,0.3733293092592643,,,,,0.8539823,0.5,0.3539823,0.297665369,0.202334631,0.314496314,138,570,514,55,91,25,50,257,153,103,21,4,2,46,7,86,0.150877192,0.080701754,,,,,,,,,2.0,,,,,,,
Tony Kubek,1007188,117343,SS,NYY,3.826984015731552,,3.82,-3.2031267761520654,22.584567070007324,0.7919977698475122,,,,,94.72576526430784,0.3158738712304443,,,,,0.713289638,0.40140845,0.311881188,0.272887323,0.128521127,0.273255813,147,618,568,77,62,14,42,228,155,113,25,3,3,31,5,42,0.067961165,0.050161812,,,,,,,,,15.0,,,,,,,
Richie Ashburn,1000335,110349,CF,CHC,3.74462979345407,,4.42,15.768435039298318,-1.8127589225769043,1.9626640770584345,,,,,117.4086358595501,0.354984115225723,,,,,0.753246002,0.338208409,0.415037593,0.290676416,0.047531993,0.319277108,151,672,547,99,40,0,21,185,159,138,16,5,16,116,1,50,0.074404761,0.172619047,,,,,,,,,1.0,,,,,,,
Wally Moon,1009085,119279,LF,LAD,3.735796189141292,,3.86,14.072260435917103,4.335389614105225,-2.530177552253008,,,,,125.71922575001828,0.3716654536454266,,,,,0.835082676,0.452025586,0.38305709,0.298507462,0.153518124,0.310513447,138,547,469,74,69,13,40,212,140,100,21,6,6,67,4,53,0.096892138,0.122486288,,,,,,,,,11.0,,,,,,,
Roy Sievers,1011959,122221,1B,CHW,3.7199941117796897,,3.57,32.10920454324685,-12.112962245941162,0.007622392848134,,,,,149.8866959407536,0.4062394600080568,,,,,0.929974259,0.533783783,0.396190476,0.295045045,0.238738738,0.293447293,127,525,444,87,93,28,50,237,131,81,22,0,1,74,8,69,0.131428571,0.14095238,,,,,,,,,-5.0,,,,,,,
Jim Gentile,1004612,114696,1B,BAL,3.613879031560291,,3.12,27.1460213546065,-6.1522626876831055,0.1947019547224044,,,,,147.38923056166792,0.3991118731841542,,,,,0.903017241,0.5,0.403017241,0.291666666,0.208333334,0.307432432,138,464,384,67,98,21,38,192,112,74,17,0,0,68,5,72,0.155172413,0.146551724,,,,,,,,,0.0,,,,,,,
