Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Al Rosen,1011208,121461,3B,CLE,9.098541385003443,,10.15,65.88063397018881,1.889047145843506,-0.6188073067460209,,,,,177.96739579282237,0.4555066767646822,,,,,1.03419944,0.612687813,0.421511627,0.335559265,0.277128548,0.311023622,155,688,599,115,145,43,75,367,201,126,27,5,8,85,,48,0.069767441,0.123546511,,,,,,,,,0.0,,,,,,,
Duke Snider,1012230,122488,OF,BRO,8.779100117479649,,9.13,58.97988143685342,7.067901313304901,0.9271373206283896,,,,,164.5371958941933,0.4591646928257412,,,,,1.046377903,0.627118644,0.419259259,0.33559322,0.291525424,0.340611353,153,680,590,132,126,42,84,370,198,114,38,4,16,82,,90,0.132352941,0.120588235,,,,,,,,,8.0,,,,,,,
Eddie Mathews,1008236,118416,3B,MIL,8.651549375273905,,8.07,59.80247041145955,4.938271641731262,-0.4203107585199177,,,,,166.85131384570496,0.450606343062485,,,,,1.032825357,0.626943005,0.405882352,0.30224525,0.324697755,0.285077951,157,681,579,110,135,47,86,363,175,89,31,8,1,99,,83,0.121879588,0.145374449,,,,,,,,,3.0,,,,,,,
Roy Campanella,1001871,111915,C,BRO,7.689719429547762,,6.83,42.389861087522185,15.641975402832031,0.5092103003989905,,,,,153.66086398531013,0.4412042869349658,,,,,1.005705234,0.61078998,0.394915254,0.312138728,0.298651252,0.288095238,144,590,519,103,142,41,70,317,162,92,26,3,4,67,,58,0.098305084,0.113559322,,,,,,,,,7.0,,,,,,,
Stan Musial,1009405,119602,OF,STL,7.502592492649955,,7.65,60.11248784481754,-7.406179904937744,-0.3633456516545266,,,,,165.4971934608271,0.4604916260884621,,,,,1.045731721,0.608768971,0.43696275,0.337268128,0.271500843,0.320150659,157,698,593,127,113,30,92,361,200,108,53,9,3,105,,32,0.045845272,0.150429799,,,,,,,,,0.0,,,,,,,
Jackie Robinson,1011070,121314,OF,BRO,6.022014132950537,,6.9,33.10470305314062,8.759259223937988,2.348814370809123,,,,,140.50537328942173,0.4194802392900517,,,,,0.926844876,0.502066115,0.424778761,0.328512396,0.173553719,0.332579185,136,574,484,109,95,12,53,243,159,106,34,7,17,74,,30,0.052264808,0.12891986,,,,,,,,,12.0,,,,,,,
Red Schoendienst,1011600,121851,2B,STL,5.886973225615613,,6.69,28.49768115087962,10.320987701416016,0.0067169456742703,,,,,134.3507210118044,0.4090585425878182,,,,,0.907221766,0.501773049,0.405448717,0.342198581,0.159574468,0.338403041,146,627,564,107,79,15,55,283,193,138,35,5,3,60,,23,0.036682615,0.095693779,,,,,,,,,6.0,,,,,,,
Mickey Vernon,1013416,123711,1B,WAS,5.437175342025535,,5.45,40.838090001228515,-9.382716178894045,-1.0386093345005063,,,,,149.749204410019,0.4129880178416217,,,,,0.921055067,0.518092105,0.402962962,0.337171052,0.180921053,0.354477611,152,679,608,101,115,15,69,315,205,136,43,11,4,63,,57,0.08394698,0.092783505,,,,,,,,,0.0,,,,,,,
Yogi Berra,1000898,110925,C,NYY,5.405962680250216,,4.91,27.052053379231253,8.20987606048584,-0.7655846395064145,,,,,140.28547851870334,0.3943406179440107,,,,,0.886172175,0.522862823,0.363309352,0.296222664,0.226640159,0.274774774,137,557,503,80,108,27,55,263,149,94,23,5,0,50,,32,0.057450628,0.089766606,,,,,,,,,0.0,,,,,,,
Richie Ashburn,1000335,110349,OF,PHI,5.368718130076481,,6.46,13.197624978484756,18.037037134170532,1.0695014882367104,,,,,113.06028785705485,0.3703207779069279,,,,,0.802255476,0.408360128,0.393895348,0.329581993,0.078778135,0.347008547,156,702,622,110,57,2,36,254,205,169,25,9,14,61,,35,0.049857549,0.086894586,,,,,,,,,19.0,,,,,,,
Ray Boone,1001189,111220,3B,- - -,5.359210725361939,,5.84,30.654056140078037,3.2962963581085205,-0.0777446113061159,,,,,142.59400665940674,0.4070288203526872,,,,,0.90935859,0.519114688,0.390243902,0.295774647,0.223340041,0.300248138,135,582,497,94,114,26,51,258,147,96,17,8,3,72,,68,0.116838487,0.12371134,,,,,,,,,0.0,,,,,,,
Solly Hemus,1005627,115742,SS,STL,5.082247888864855,,5.62,14.403349246514097,14.351851463317873,0.6684667794033885,,,,,115.0477687200473,0.3771830113007418,,,,,0.82487267,0.442735042,0.382137628,0.278632478,0.164102564,0.280602636,154,690,585,110,61,14,57,259,163,106,32,11,2,86,,40,0.057971014,0.124637681,,,,,,,,,5.0,,,,,,,
Larry Doby,1003346,113411,OF,CLE,4.971007950599284,,4.19,29.78748338744183,-0.90123450756073,0.3835364675614983,,,,,138.4418196045218,0.394338619805933,,,,,0.872695287,0.487329434,0.385365853,0.263157894,0.22417154,0.292011019,149,617,513,92,102,29,52,250,135,83,18,5,3,96,,121,0.19611021,0.155591572,,,,,,,,,0.0,,,,,,,
Mickey Mantle,1008082,118258,OF,NYY,4.891902649466787,,5.8,31.54647105454586,-0.8518518209457397,0.4812450984027236,,,,,146.40494126725173,0.4038108314628954,,,,,0.894894351,0.496746203,0.398148148,0.295010845,0.201735358,0.328571428,127,540,461,105,92,21,48,229,136,88,24,3,8,79,,90,0.166666666,0.146296296,,,,,,,,,0.0,,,,,,,
Eddie Yost,1014357,124682,3B,WAS,4.833347717337356,,5.18,22.391974302391397,1.8765431642532349,0.5211159172467887,,,,,124.74342239171028,0.3742901607501236,,,,,0.798556403,0.395147313,0.40340909,0.272097053,0.12305026,0.290766208,152,713,577,107,45,9,46,228,157,111,30,7,7,123,,59,0.082748948,0.172510518,,,,,,,,,0.0,,,,,,,
Monte Irvin,1006275,116403,OF,NYG,4.715335204465508,,4.38,29.778455190656253,1.3209877014160156,0.9304185837972908,,,,,143.44189827221425,0.423097900185452,,,,,0.946915041,0.54054054,0.406374501,0.328828828,0.211711712,0.32133676,124,502,444,72,97,21,47,240,146,99,21,5,2,55,,34,0.067729083,0.109561752,,,,,,,,,7.0,,,,,,,
Minnie Minoso,1008984,119176,OF,CHW,4.611290392574514,,4.21,30.868849038860297,-6.863096714019775,-0.9953276528976858,,,,,139.24143422935387,0.4000605397283386,,,,,0.875410027,0.465827338,0.409582689,0.31294964,0.152877698,0.319277108,151,655,556,104,104,15,47,259,174,127,24,8,25,74,,43,0.065648854,0.112977099,,,,,,,,,0.0,,,,,,,
Hank Thompson,1013012,123285,3B,NYG,4.579660850233651,,4.7,27.44519560108509,3.8333333134651184,-0.4509836942888796,,,,,146.4499364096307,0.428065161789413,,,,,0.967452786,0.567010309,0.400442477,0.301546391,0.265463918,0.286153846,114,454,388,80,74,24,47,220,117,70,15,8,6,60,,39,0.085903083,0.13215859,,,,,,,,,3.0,,,,,,,
Carl Furillo,1004409,114495,OF,BRO,4.457813913873032,,4.58,32.481827684404806,-4.469135761260986,0.2454882659949362,,,,,147.04486331203347,0.4302790909717345,,,,,0.973025685,0.580375782,0.392649903,0.34446764,0.235908142,0.338028169,132,518,479,82,92,21,65,278,165,100,38,6,1,34,,32,0.061776061,0.065637065,,,,,,,,,2.0,,,,,,,
Pee Wee Reese,1010776,121010,SS,BRO,4.406857381857829,,5.14,8.746220414066912,15.333333015441896,2.4938214735593647,,,,,107.56245693284828,0.3650806352740428,,,,,0.793617819,0.419847328,0.373770491,0.270992366,0.148854962,0.286666666,140,625,524,108,61,13,45,220,142,97,25,7,22,82,,61,0.0976,0.1312,,,,,,,,,7.0,,,,,,,
Gus Zernial,1014432,124759,OF,PHA,4.35955662799253,,1.48,29.733949441894204,-6.962963104248047,1.3169047406408936,,,,,137.1515738712148,0.4030105545030034,,,,,0.91429579,0.559352517,0.354943273,0.284172661,0.275179856,0.266666666,147,617,556,85,108,42,66,311,158,92,21,3,4,57,,79,0.128038897,0.092382495,,,,,,,,,0.0,,,,,,,
Gil Hodges,1005883,116008,1B,BRO,4.35495910605621,,4.44,30.8518713402675,-6.427029609680176,-0.8917272242251784,,,,,140.12834284287007,0.4188576378551215,,,,,0.942976588,0.55,0.392976588,0.301923076,0.248076924,0.311111111,141,598,520,101,122,31,60,286,157,97,22,7,1,75,,84,0.140468227,0.12541806,,,,,,,,,2.0,,,,,,,
Ted Kluszewski,1007020,117172,1B,CIN,4.321769059280598,,4.84,34.17578384283568,-11.074073791503906,0.9878524425439535,,,,,139.8864871556925,0.4204757735725427,,,,,0.950143641,0.570175438,0.379968203,0.315789473,0.254385965,0.282258064,149,629,570,97,108,40,65,325,180,115,25,0,2,55,,34,0.054054054,0.087440381,,,,,,,,,-2.0,,,,,,,
Gus Bell,1000809,110817,OF,CIN,3.965322869971006,,4.54,18.576172441440686,-0.1913579702377319,-0.2941681738011539,,,,,121.45133597916968,0.3900332677202037,,,,,0.87859924,0.524590163,0.354009077,0.3,0.224590163,0.301181102,151,665,610,102,105,30,72,320,183,111,37,5,0,48,,72,0.108270676,0.072180451,,,,,,,,,1.0,,,,,,,
Alvin Dark,1002987,113052,SS,NYG,3.934139977210206,,4.98,9.621451480321271,7.555784225463867,1.09231799794361,,,,,109.3039619921544,0.366724924719106,,,,,0.823209799,0.488408037,0.334801762,0.29984544,0.188562597,0.289830508,155,693,647,126,88,23,70,316,194,124,41,6,7,28,,34,0.049062049,0.04040404,,,,,,,,,1.0,,,,,,,
Gene Woodling,1014228,124554,OF,NYY,3.898509967663313,,4.32,28.594098316939288,-5.876543045043945,-1.9843519763089716,,,,,151.17429917793618,0.4111916816482941,,,,,0.897521096,0.46835443,0.429166666,0.306329113,0.162025317,0.311797752,125,482,395,64,58,10,40,185,121,81,26,4,2,82,,29,0.060165975,0.170124481,,,,,,,,,0.0,,,,,,,
Jim Gilliam,1004724,114810,2B,BRO,3.879893073598531,,3.89,7.491742262345262,8.59876537322998,-0.9572270640637726,,,,,108.9958382016751,0.3674476198052282,,,,,0.797644394,0.414876033,0.382768361,0.27768595,0.137190083,0.288770053,151,710,605,125,63,6,54,251,168,114,31,17,21,100,,38,0.053521126,0.14084507,,,,,,,,,4.0,,,,,,,
Granny Hamner,1005286,115395,2B,PHI,3.6720260782180056,,3.9,-2.7528814465660183,18.810824871063232,0.4590021180920303,,,,,96.241422357741,0.3425472920000367,,,,,0.767928118,0.454844006,0.313084112,0.275862068,0.178981938,0.2625,154,646,609,90,92,21,59,277,168,109,30,8,2,32,,28,0.043343653,0.049535603,,,,,,,,,12.0,,,,,,,
George Kell,1006783,116913,3B,BOS,3.499275374467285,,3.12,16.256654744126458,1.185185194015503,0.6416410577949136,,,,,124.222696958109,0.3907434030704387,,,,,0.865587418,0.482608695,0.382978723,0.306521739,0.176086956,0.302816901,134,520,460,68,73,12,55,222,141,86,41,2,5,52,,22,0.042307692,0.1,,,,,,,,,0.0,,,,,,,
Gil McDougald,1008471,118655,3B,NYY,3.422840363398876,,3.84,11.344147864106208,2.1598079204559326,-0.4917272182647139,,,,,115.54946574962268,0.3560602439708835,,,,,0.777282625,0.415896487,0.361386138,0.28465804,0.131238447,0.309012875,141,614,541,82,83,10,44,225,154,110,27,7,3,60,,65,0.105863192,0.097719869,,,,,,,,,0.0,,,,,,,
Johnny Logan,1007705,117867,SS,MIL,3.31677191359259,,4.07,-5.45757602985617,17.25925922393799,0.1294810681138187,,,,,93.67729530714968,0.3297719400099087,,,,,0.72396057,0.397708674,0.326251896,0.273322422,0.124386252,0.275132275,150,668,611,100,73,11,46,243,167,121,27,8,2,41,,33,0.049401197,0.061377245,,,,,,,,,8.0,,,,,,,
Harvey Kuenn,1007200,117354,SS,DET,3.301748688180531,,1.69,-1.2249314388171206,9.567901611328123,-0.1671928628347814,,,,,98.83280226309748,0.3411121697458502,,,,,0.742025944,0.385861561,0.356164383,0.307805596,0.078055965,0.320433436,155,731,679,94,48,2,42,262,209,167,33,7,6,50,,31,0.04240766,0.068399452,,,,,,,,,0.0,,,,,,,
Phil Rizzuto,1011011,121257,SS,NYY,3.1975463754740687,,4.04,6.686944183133409,8.20987606048584,0.0817138443235308,,,,,110.5298193503096,0.348292058242149,,,,,0.734286309,0.351089588,0.383196721,0.27118644,0.079903148,0.295698924,134,506,413,54,54,2,26,145,112,86,21,3,4,71,,39,0.077075098,0.140316205,,,,,,,,,0.0,,,,,,,
Hank Bauer,1000679,110697,OF,NYY,3.1647178508606384,,5.49,20.94755245081289,-6.277777671813965,-0.3149076993577182,,,,,134.09800718435582,0.3847651573053869,,,,,0.840646566,0.446224256,0.39442231,0.304347826,0.14187643,0.321989528,133,503,437,77,57,10,36,195,133,97,20,6,2,59,,45,0.08946322,0.117296222,,,,,,,,,0.0,,,,,,,
Sherm Lollar,1007714,117877,C,CHW,3.108081816053224,,2.73,11.17245542116374,6.543210029602051,0.6189293256029487,,,,,121.49739679922176,0.3726006416857702,,,,,0.804342471,0.416167664,0.388174807,0.287425149,0.128742515,0.296296296,113,396,334,46,54,8,27,139,96,69,19,0,1,47,,29,0.073232323,0.118686868,,,,,,,,,0.0,,,,,,,
Jim Delsing,1003183,113246,OF,DET,3.0884308305020443,,1.07,13.073558475109756,-0.8209875822067261,-0.5013938532210886,,,,,119.8373066004435,0.3736178240992806,,,,,0.816325678,0.436325678,0.38,0.288100208,0.14822547,0.296037296,138,552,479,77,62,11,43,209,138,95,26,6,1,66,,39,0.070652173,0.119565217,,,,,,,,,0.0,,,,,,,
