Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Steve Carlton,1001964,112008,PHI,8.242453575134277,,5.5,3.104847908401847,,2.4121956488291074,,,,0.23973177,0.07208718,0.16764459,295.2,38,38,,,,,0.5174746514003079,0.2938978829389788,0.71473751,,0,0.22875226039783,1.1465614825144077,84.31651384676499,67.50491792457098,,,,3.6587440967559814,0.8412088141078553,286,86,1,17,25,19,6
Mario Soto,1012289,122547,CIN,7.41827917098999,,7.52,2.794307836173669,,2.42163778655344,,,,0.26524685,0.06873185,0.19651501,257.2,35,34,,,,,0.6636481110912464,0.275187969924812,0.75479233,,0,0.2108559498956158,1.0595083878825162,75.22970554738436,66.42819243199466,,,,2.9522560238838196,0.5848057150343346,274,71,4,19,26,13,2
Steve Rogers,1011138,121390,MON,6.365658760070801,,7.65,2.404332129963899,,2.7563036939297345,,,,0.15953654,0.05793226,0.10160428,277.0,35,35,,,,,0.3898916967509025,0.2709302325581395,0.77540107,,0,0.2331113225499524,1.11913357400722,67.51013335138151,77.01782232365598,,,,4.899914264678955,-0.4445226925449876,179,65,6,12,28,14,4
Fernando Valenzuela,1013327,123619,LAD,6.098126411437988,,5.03,2.873684210526316,,2.8078205727694328,,,,0.17214533,0.07179931,0.10034602,285.0,37,37,,,,,0.4105263157894737,0.2724097788125728,0.72339069,,0,0.23062558356676,1.1578947368421053,81.62648850107472,79.94692871818107,,,,3.0237300395965576,-0.1417815861008722,199,83,2,13,25,18,4
Len Barker,1000546,110566,CLE,5.761725425720215,,3.63,3.8991827234245418,,3.20705573824488,,,,0.18315377,0.08619001,0.09696376,244.2,33,33,,,,,0.6253406254548792,0.2672176308539944,0.66498922,,0,0.2268817204301075,1.2220708954967905,93.33941287979816,76.83191398711597,,,,-0.2771037518978119,-1.382881573064501,187,88,3,17,23,10,1
Joaquin Andujar,1000266,110278,STL,5.502601012587547,,5.78,2.4730239340912186,,2.86715712567413,,,,0.12973485,0.04734848,0.08238636,265.2,38,37,,,,,0.3726474421233343,0.2655699177438307,0.75017947,,0,0.2372372372372372,1.080301170599969,67.96052526904857,81.79763577614851,,,,2.013199895620346,-2.3162519288548373,137,50,7,11,24,9,5
Jerry Reuss,1010853,121090,LAD,5.499161466956139,,3.59,3.145287965967488,,2.80690663894512,,,,0.13320463,0.04826255,0.08494209,254.2,39,37,,,,,0.3887434564678917,0.2646706586826347,0.68875652,,0,0.2357723577235772,1.107329845696419,89.34134483050666,79.9211956964187,,,,0.6383357346057892,-1.6086303452934796,138,50,2,11,22,8,4
LaMarr Hoyt,1006114,116240,CHW,5.28451170027256,,4.95,3.529902946890898,,3.229805342390189,,,,0.12462312,0.04824121,0.07638191,239.2,39,32,,,,,0.6383867031611199,0.2873134328358209,0.70751276,,0,0.2624338624338624,1.2350487852005978,85.60636196422101,78.66275406621878,,,,0.0386763401329517,-0.8436667158808628,124,48,2,17,17,14,2
Floyd Bannister,1000516,110540,SEA,4.852081775665283,,4.71,3.425101426165588,,3.680155315155945,,,,0.20450098,0.07534247,0.12915851,247.0,35,35,,,,,1.165991974864881,0.275320970042796,0.74173713,,0,0.2388535031847133,1.2226721403097016,81.19169995871741,84.86728724118458,,,,0.427504152059555,-0.3024539059253626,209,77,3,32,25,5,3
Dave Stieb,1012532,122791,TOR,4.834917068481445,,7.63,3.246242660037614,,3.788268765362822,,,,0.11878686,0.0631845,0.05560236,288.1,38,38,,,,,0.8427745367405344,0.2598509052183174,0.75031928,,0,0.2448057813911472,1.199999957663477,75.92920049181906,90.35921390823978,,,,2.732028007507324,-0.3394702986100442,141,75,5,27,23,19,5
Don Sutton,1012745,123006,- - -,4.5790519416332245,,3.5,3.064085384840811,,3.0330143920089276,,,,0.1729249,0.06324111,0.1096838,249.2,34,34,,,,,0.6488651403192306,0.273209549071618,0.73161486,,0,0.2365364308342133,1.1535380272341875,88.13972435151473,86.04798446709593,,,,1.9143359065055847,-0.6649601794811326,175,64,1,18,22,6,1
Dan Petry,1010246,120476,DET,4.423494815826416,,4.2,3.219511995423356,,3.704397319371614,,,,0.12803104,0.09699321,0.03103783,246.0,35,35,,,,,0.5487804537653448,0.2628205128205128,0.74587459,,0,0.2373247033441208,1.3008129274437803,79.34680633788702,87.90845076306242,,,,2.058988094329834,-0.2118982141676859,132,100,4,15,22,8,1
Jim Clancy,1002255,112306,TOR,4.337579727172852,,4.94,3.712500141620642,,3.8303425450801862,,,,0.12636364,0.07,0.05636364,266.2,40,40,,,,,0.8775000334739698,0.2628504672897196,0.70844687,,0,0.2458374142997061,1.230000046920778,86.8349033327515,91.37004180805536,,,,2.508594036102295,0.5236473653448543,139,77,2,26,23,11,3
Bruce Berenyi,1000864,110893,CIN,4.285525798797607,,4.86,3.359819936231533,,3.094403579760592,,,,0.1673774,0.10234542,0.06503198,222.1,34,34,,,,,0.3238380661427983,0.2962962962962963,0.73270014,,0,0.2476190476190476,1.3673162792695932,90.45469551452123,84.64537850509043,,,,0.0910279527306556,-0.4621935170162973,157,96,2,8,21,4,1
Larry Christenson,1002215,112267,PHI,4.243582248687744,,3.18,3.470852255430504,,3.0439467850829183,,,,0.16022099,0.05856354,0.10165746,223.0,33,33,,,,,0.6053812073425298,0.285921625544267,0.70040486,,0,0.2497055359246172,1.1883408884871882,94.2558769024267,84.9559524935237,,,,0.3209562301635742,-0.6324424009621127,145,53,3,15,24,3,0
Jim Beattie,1000731,110748,SEA,4.217267945408821,,3.72,3.3488372093023258,,3.2224064560823664,,,,0.1958042,0.09090909,0.10489511,172.0,28,26,,,,,0.6802325581395349,0.2741935483870967,0.72154472,,0,0.2295839753466872,1.244186046511628,79.38386403133568,74.23252251834866,,,,0.9916000179946424,-0.2664828090144684,140,65,1,13,15,6,1
Joe Niekro,1009582,119785,HOU,4.180885314941406,,6.76,2.466666666666667,,3.0980739840754756,,,,0.12183693,0.05998126,0.06185567,270.0,35,35,,,,,0.4,0.2476635514018691,0.77480087,,0,0.2244488977955911,1.0666666666666669,72.99381382152,91.84775159528152,,,,4.953824043273926,0.7080889657212666,130,64,5,12,28,16,5
Ron Guidry,1005124,115228,NYY,4.021480306982994,,4.06,3.810810810810811,,3.4913672773687696,,,,0.17326203,0.07379679,0.09946524,222.0,34,33,,,,,0.8918918918918919,0.2848751835535976,0.71316614,,0,0.2497109826589595,1.2837837837837838,96.15984225149413,87.17715634617377,,,,0.3200841099023819,0.1843870864471312,162,69,1,22,21,6,1
Tommy John,1006515,116550,- - -,3.8715579360723495,,4.2,3.6947369480774657,,3.551178992696963,,,,0.07407407,0.04248366,0.03159041,221.2,37,33,,,,,0.6090225738589229,0.2824716267339218,0.68846154,,0,0.2728310502283105,1.254135374316893,92.88397084619795,87.97676110893782,,,,-1.0941641256213188,-1.9154824329236575,68,39,3,15,19,10,2
Mike Witt,1014174,124491,CAL,3.819826602935791,,2.3,3.506493630577103,,3.250915341539077,,,,0.11363636,0.06283422,0.05080214,179.2,33,26,,,,,0.4007421292088117,0.281198003327787,0.70063694,,0,0.255043227665706,1.2467532908718588,86.48340323185674,77.33861244754125,,,,0.9749500826001168,-1.0210554342859255,85,47,7,8,14,5,1
Mike Krukow,1007185,117340,PHI,3.7604382038116455,,3.14,3.1153846153846154,,3.115630964132456,,,,0.15453527,0.09182531,0.06270997,208.0,33,33,,,,,0.3461538461538461,0.3066465256797583,0.73384831,,0,0.2611386138613861,1.4086538461538465,84.60265295129494,86.93610419385702,,,,-0.4976540803909302,-0.4501902158211514,138,82,3,8,21,7,2
John Candelaria,1001909,111952,PIT,3.731115780770778,,4.01,2.937023071814563,,2.865447473095317,,,,0.18892045,0.05255682,0.13636364,174.2,31,30,,,,,0.669847367255953,0.2959381044487427,0.76800847,,1,0.2503770739064856,1.162213808144944,80.24726204001297,79.65731199930094,,,,2.8199540451169014,0.4160404197089722,133,37,4,13,18,1,1
Jerry Koosman,1007103,117255,CHW,3.685348272323608,,2.73,3.8423075513726914,,3.0685155666086104,,,,0.12121212,0.0523416,0.06887052,173.1,42,19,,,,,0.4673076751669489,0.3140916808149406,0.69105691,,3,0.282798833819242,1.3384614893670637,93.18272370926935,74.70108794399916,,,,-0.0516920294612646,-1.521571385992623,88,38,2,9,11,3,1
Moose Haas,1005172,115275,MIL,3.6062182784080505,,0.68,4.468965634812076,,3.301075276591407,,,,0.12606061,0.04727273,0.07878788,193.1,32,27,,,,,0.6982758804393868,0.3268072289156626,0.68379447,,1,0.2962962962962963,1.4017241748079543,116.54518447080125,83.75839819637147,,,,0.6924001947045326,0.2559545117757502,104,39,3,15,14,3,0
Rich Gossage,1004894,114989,NYY,3.600994348526001,,4.45,2.22580663421029,,2.125194604615415,,,,0.28651685,0.07865169,0.20786517,93.0,56,0,,,,,0.4838710074370195,0.2624434389140271,0.80952381,,30,0.1920731707317073,0.978494703928195,56.16474431656489,52.79648550842772,,,,4.792257785797119,0.0263319841337246,102,28,0,5,0,0,0
Rick Rhoden,1010887,121124,PIT,3.573744773864746,,1.4,4.141823535744156,,3.333090345440609,,,,0.13021363,0.07121058,0.05900305,230.1,35,35,,,,,0.5470332971737565,0.2925877763328999,0.67261496,,0,0.2623490669593853,1.3415340383070693,113.1656069664472,92.5157511052564,,,,-0.3874419331550598,-0.988745550792174,128,70,2,14,19,6,1
Nolan Ryan Jr.,1011348,121597,HOU,3.5329530239105225,,3.21,3.1637814959374846,,3.1999480089177768,,,,0.23333333,0.10380952,0.12952381,250.1,35,35,,,,,0.7190412490767011,0.2634730538922156,0.74736842,,0,0.210075026795284,1.2183754498244102,93.62289627828277,94.83751280118793,,,,0.7129881381988525,0.867891981320554,245,109,8,20,22,10,3
John Tudor,1013215,123499,BOS,3.5294267758727074,,3.72,3.633730704874439,,3.580306270700577,,,,0.17237308,0.06965762,0.10271547,195.2,32,30,,,,,0.9199318240188452,0.3175895765472312,0.75590551,,0,0.2756410256410256,1.400340665450909,84.37960730995074,86.57693221419831,,,,2.059570011915639,2.126379376151085,146,59,8,20,19,6,1
Geoff Zahn,1014410,124734,CAL,3.4758119583129883,,2.79,3.728197757104336,,3.9331622970175144,,,,0.08580508,0.06885593,0.01694915,229.1,34,34,,,,,0.7063953645039794,0.2667525773195876,0.72172619,,0,0.2571428571428571,1.2645349117663829,91.95146602981076,93.70627155554288,,,,0.7512921094894409,-0.2327066462620601,81,65,4,18,16,12,4
Rick Sutcliffe,1012734,122996,CLE,3.464637756347656,,5.66,2.958333254964266,,3.7814072892008497,,,,0.16009019,0.11048478,0.04960541,216.0,34,27,,,,,0.6666666490060317,0.251993620414673,0.76892744,,1,0.221656050955414,1.259259225900282,70.81717085539157,90.7096103311803,,,,2.838187962770462,0.4266586115628747,142,98,4,16,19,6,1
