Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Chet Brewer,1014683,,KCM,6.84684419631958,,0.0,1.9328859060402688,,,,,,,,,149.0,21,15,,,,,,,,,4,0.1984051280094624,0.959731543624161,45.16368610430592,,,,,,,64,39,3,,,14,3
Lefty Grove,1005099,115201.0,PHA,6.36207389831543,,7.28,2.8111382222497103,,3.287320044565003,,,,0.14554795,0.06934932,0.07619863,275.1,42,37,,,,,0.2615012299767172,0.2980132450331126,0.7354618,,4,0.2564575645756458,1.3038741883561318,66.54207780856119,72.72643089414838,,,,,,170,81,3,8.0,,19,2
John Williams,1016754,,SLS,5.753843307495117,,0.0,3.207920792079208,,,,,,,,,202.0,33,24,,,,,,,,,2,0.2579334062841957,1.2277227722772277,74.95606815083445,,,,,,,63,50,1,,,17,2
Watson Clark,1002315,112348.0,BRO,5.575219631195068,,6.07,3.741935483870967,,3.6736531045701777,,,,0.11774601,0.05971405,0.05803196,279.0,41,36,,,,,0.4516129032258064,0.2924037460978148,0.66685747,,1,0.2645739910313901,1.3118279569892473,80.55222422514854,80.80855804263386,,,,,,140,71,3,14.0,,19,3
George Uhle,1013266,123550.0,DET,5.33867883682251,,3.53,4.0843373493975905,,3.618766893057459,,,,0.09225092,0.05350554,0.03874539,249.0,32,30,,,,,0.3253012048192771,0.2994535519125683,0.61138015,,0,0.2763671875,1.3694779116465865,93.19687307300444,77.66942183559017,,,,,,100,58,2,9.0,,23,1
Willis Hudlin,1006132,116259.0,CLE,5.010602951049805,,7.5,3.3388825253141694,,3.917674821862522,,,,0.04995837,0.06078268,-0.01082431,280.1,40,33,,,,,0.2247324776653768,0.2754716981132075,0.6910793,,1,0.2653061224489796,1.3269917728812726,76.24667630959168,84.55611641813057,,,,,,60,73,1,7.0,,22,2
Pat Malone,1008044,118214.0,CHC,4.934656143188477,,4.8,3.5730337078651684,,3.7835157762306015,,,,0.14409722,0.08854167,0.05555556,267.0,40,30,,,,,0.4044943820224719,0.312933025404157,0.72421165,,2,0.2710727969348659,1.4419475655430711,76.83480939784042,83.08544516129605,,,,,,166,102,6,12.0,,19,5
Yellow Horse Morris,1015995,,CAG,4.932143688201904,,0.0,1.9756103994449892,,,,,,,,,109.1,14,12,,,,,,,,,0,0.2220428499539033,1.0701222996993691,46.1619838326231,,,,,,,23,29,4,,,10,3
Charlie Root,1011188,121440.0,CHC,4.834011077880859,,4.81,3.474264705882353,,3.839502777772791,,,,0.10708117,0.0716753,0.03540587,272.0,43,31,,,,,0.3970588235294117,0.2927350427350427,0.70945946,,5,0.2667910447761194,1.3566176470588236,74.71087269244092,84.28939422642281,,,,,,124,83,3,12.0,,19,4
Firpo Marberry,1008100,118277.0,WAS,4.801172256469727,,6.83,3.055925867387613,,3.47288379464945,,,,0.11770428,0.06712062,0.05058366,250.1,49,26,,,,,0.2157124141685374,0.274818401937046,0.69425901,,11,0.2444910807974816,1.2063916496092275,73.07696123774944,77.90839420879418,,,,,,121,69,6,6.0,,16,0
Sam Gray,1004969,115072.0,SLB,4.651919364929199,,6.22,3.718032786885246,,4.235766037174913,,,,0.08320611,0.07328244,0.00992366,305.0,43,37,,,,,0.5311475409836065,0.292817679558011,0.71358509,,1,0.2769991755976916,1.4163934426229507,83.9819487212,90.82187157007488,,,,,,109,96,1,18.0,,23,4
Dazzy Vance,1013342,123630.0,BRO,4.519138336181641,,5.24,3.8904905123187583,,3.7090358233117127,,,,0.12883436,0.04805726,0.0807771,231.1,31,26,,,,,0.5835735768478139,0.293213828425096,0.68100358,,0,0.2646420824295011,1.257925265649732,83.75015161135796,81.57023784872584,,,,,,126,47,9,15.0,,17,1
William Bell,1014596,,KCM,4.266468524932861,,0.0,3.289915228149459,,,,,,,,,158.2,26,17,,,,,,,,,3,0.2304622606991888,1.0840333701948408,76.87194480004793,,,,,,,90,38,7,,,13,0
Carl Hubbell,1006123,116249.0,NYG,4.102367877960205,,4.51,3.694029850746269,,4.079954928782449,,,,0.09380531,0.05929204,0.03451327,268.0,39,35,,,,,0.5708955223880597,0.2740899357601713,0.67659839,,1,0.2582781456953642,1.2686567164179106,80.0970659779214,90.20376542165678,,,,,,106,67,6,17.0,,19,1
Red Lucas,1007808,117973.0,CIN,4.036623477935791,,5.15,3.6,,4.03661606753314,,,,0.06405694,0.05160142,0.01245552,270.0,32,32,,,,,0.4666666666666667,0.2586912065439672,0.67664281,,0,0.2509398496240601,1.2037037037037035,79.64487965078696,91.0784786325802,,,,,,72,58,2,14.0,,28,2
George Earnshaw,1003633,113700.0,PHA,3.8048226833343506,,5.68,3.2866487551675907,,3.998842060380031,,,,0.13363229,0.11210762,0.02152466,254.2,44,33,,,,,0.2827224735628035,0.2717391304347826,0.71915861,,1,0.2365482233502538,1.4057589657706064,77.79782419263256,89.56877360221254,,,,,,149,125,5,8.0,,13,3
Burleigh Grimes,1005061,115162.0,PIT,3.5066792964935303,,5.31,3.133237342885596,,4.265025120530985,,,,0.06175299,0.06972112,-0.00796813,232.2,33,29,,,,,0.4255013675523649,0.2730455075845974,0.69499341,,2,0.2634408602150537,1.3538679876666155,65.74630597122736,91.1778492880587,,,,,,62,70,4,11.0,,18,2
Wes Ferrell,1004010,114087.0,CLE,3.5041494369506836,,6.03,3.597526944701465,,4.164648083318439,,,,0.09425071,0.10273327,-0.00848256,242.2,43,25,,,,,0.2596153465248479,0.2957244655581947,0.71468453,,5,0.2697576396206533,1.5041206584376112,82.15307678184243,90.19599448529364,,,,,,100,109,3,7.0,,18,1
Webster McDonald,1015886,,- - -,3.439747095108032,,0.0,0.8035714012019498,,2.4577823167853325,,,,0.13953488,0.02325581,0.11627907,56.0,7,6,,,,,0.0,0.1944444444444444,4.75,,0,0.1752397469819334,0.8035714012019498,18.77619698755569,60.824243554016846,,,,,,22,11,0,0.0,,5,2
Jake Miller,1008903,119126.0,CLE,3.4105429649353027,,4.69,3.5825242718446604,,4.083577592164567,,,,0.06473214,0.06696429,-0.00223214,206.0,29,29,,,,,0.3058252427184466,0.2879581151832461,0.68965517,,0,0.2738238841978287,1.3932038834951457,81.81047594685683,88.34466984287089,,,,,,58,60,7,7.0,,14,2
Laymon Yokely,1016847,,BBS,3.3108270168304443,,0.0,3.591549295774648,,4.036720397214935,,,,0.10497835,0.09632035,0.00865801,213.0,30,25,,,,,0.2535211267605634,0.2703448275862068,0.65262431,,1,0.2439613526570048,1.3661971830985915,68.52505658604774,90.94963301605053,,,,,,97,89,7,6.0,,18,1
Red Faber,1003889,113965.0,CHW,3.2980287075042725,,3.75,3.8846153846153846,,4.101003531920604,,,,0.06910569,0.06199187,0.00711382,234.0,31,31,,,,,0.3846153846153846,0.2763157894736842,0.64646465,,0,0.2636761487964989,1.290598290598291,92.686825981802,92.72191575995078,,,,,,68,61,9,10.0,,15,1
Ted Lyons,1007887,118055.0,CHW,3.172457218170166,,3.78,4.095116002501343,,4.243347557167025,,,,0.05172414,0.06896552,-0.01724138,259.1,37,31,,,,,0.3817481019280913,0.2771966527196652,0.64382753,,2,0.26953125,1.3573265846332137,97.70936546314356,96.11824064447228,,,,,,57,76,2,11.0,,21,1
Logan Hensley,1015426,,SLS,3.064164161682129,,0.0,3.76875,,,,,,,,,160.0,28,19,,,,,,,,,0,0.2629859523031689,1.45,88.06036687095428,,,,,,,56,71,8,,,11,2
Tommy Thomas,1012996,123234.0,CHW,3.051201581954956,,4.25,3.188703216145059,,4.29596082301484,,,,0.05672461,0.05489478,0.00182983,259.2,36,31,,,,,0.5892168986355001,0.2651991614255765,0.66296538,,1,0.2613746369796708,1.2708599774491178,76.08237903627412,97.37359185254392,,,,,,62,60,0,17.0,,24,2
Joe Williams,1016753,,HG,3.0227577686309814,,0.0,3.262209901178382,,3.31404154171666,,,,0.15828678,0.05214153,0.10614525,129.2,18,14,,,,,0.4858610491116739,0.3060240963855422,0.64202335,,1,0.2642998027613412,1.2493569834300189,62.241417189179536,77.16126332143982,,,,,,85,28,2,7.0,,13,0
Willie Foster,1015189,,CAG,3.0036048889160156,,0.0,2.7000007209779757,,,,,,,,,133.1,23,16,,,,,,,,,3,0.2464930355683343,1.2675003384591053,63.08804087327672,,,,,,,82,46,2,,,13,2
Earl Whitehill,1013866,124200.0,DET,3.0025651454925537,,2.69,4.62228327950152,,4.447958836996063,,,,0.09572491,0.08921933,0.00650558,245.1,38,28,,,,,0.586956606920828,0.2925407925407925,0.63736903,,1,0.2732855680655066,1.4796197799462538,105.47178434482429,96.59001769768312,,,,,,103,96,3,16.0,,18,1
Army Cooper,1014904,,KCM,2.968855381011963,,0.0,3.0795747243128173,,,,,,,,,125.2,23,12,,,,,,,,,6,0.2860710972997535,1.3289120903365388,71.95714229638597,,,,,,,45,25,4,,,9,1
Jesse Petty,1010257,120487.0,PIT,2.925386905670166,,2.44,3.710669794470694,,4.129751329544058,,,,0.07407407,0.05363985,0.02043423,184.1,36,25,,,,,0.585895230705899,0.2757078986587183,0.62556256,,0,0.2658569500674764,1.296564445728795,77.86286353933878,88.33933082334404,,,,,,58,42,0,12.0,,12,1
Larry Benton,1000855,110883.0,NYG,2.889430522918701,,2.39,4.139240506329114,,4.347352120041345,,,,0.06182532,0.05986261,0.00196271,237.0,39,30,,,,,0.6075949367088608,0.2957906712172923,0.66115702,,3,0.2881002087682672,1.421940928270042,89.75049832554814,96.0016964985396,,,,,,63,61,0,16.0,,14,3
