Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Stan Musial,1009405,119602.0,OF,STL,9.791351065395194,,9.47,63.418644051973715,6.577218055725098,1.1246434464119377,,,,,177.26505985399783,0.4603659747823447,,,,,0.987869035,0.562398703,0.425470332,0.356564019,0.205834684,0.35324232,157,701,617,108,81,13,81,347,220,139,48,20,9,72,,18.0,0.025677603,0.102710413,,,,,,,,,13.0,,,,,,,,0.0
Josh Gibson,1015243,,C,HG,8.123932581708424,,0.0,60.75733474037399,3.3594621419906616,0.4258588077500462,,,,,251.04915217558352,0.6390091636717714,,,,,1.427072528,0.867469879,0.559602649,0.465863453,0.401606426,,69,302,249,93,109,20,51,216,116,65,22,9,4,52,,,,0.17218543,,,,,,,,,5.0,,,,,,,,721.1
Luke Appling,1000284,110297.0,SS,CHW,7.703932295970207,,7.3,36.24441773032876,12.567901611328123,1.575313942041248,,,,,145.4330439817234,0.3990412972558885,,,,,0.825476659,0.406837606,0.418639053,0.328205128,0.078632478,0.341772151,155,677,585,63,80,3,38,238,192,154,33,2,27,90,,29.0,0.042836041,0.132939438,,,,,,,,,3.0,,,,,,,,0.0
Lou Boudreau,1001234,111272.0,SS,CLE,7.475969037908004,,8.05,21.490921187937023,27.35205364227295,-2.507363093085587,,,,,132.8060079370478,0.3756898016163958,,,,,0.775672431,0.387755102,0.387917329,0.285714285,0.102040817,0.2990099,152,649,539,69,67,3,42,209,154,112,32,7,4,90,,31.0,0.047765793,0.138674884,,,,,,,,,18.0,,,,,,,,0.0
Bill Nicholson,1009554,119774.0,OF,CHC,7.112668277938571,,6.68,48.72424385591091,-3.65432071685791,0.1785451304167509,,,,,161.7091543818039,0.4300677589854302,,,,,0.917214912,0.53125,0.385964912,0.309210526,0.222039474,0.322515212,154,684,608,95,128,29,68,323,188,120,30,9,4,71,,86.0,0.125730994,0.103801169,,,,,,,,,3.0,,,,,,,,0.0
Charlie Keller,1006768,116919.0,OF,NYY,6.952544047906608,,6.61,44.111654794244686,-0.092592716217041,-1.1010065656155348,,,,,164.6973170293644,0.4324925898734034,,,,,0.921830754,0.525390625,0.396440129,0.271484375,0.25390625,0.256532066,141,620,512,97,86,31,57,269,139,82,15,11,7,106,,60.0,0.096774193,0.170967741,,,,,,,,,6.0,,,,,,,,0.0
Joe Gordon,1004874,114967.0,2B,NYY,6.731046172211202,,6.51,18.311353984318966,23.567901134490967,-2.4534613941796124,,,,,128.34213786681295,0.3748959276946855,,,,,0.777997359,0.41252302,0.365474339,0.248618784,0.163904236,0.261640798,152,650,543,82,69,17,50,224,135,85,28,5,4,98,,75.0,0.115384615,0.15076923,,,,,,,,,17.0,,,,,,,,0.0
Rudy York,1014354,124678.0,1B,DET,6.524658644374725,,6.07,35.75419212485181,3.302469253540039,-1.453446249011904,,,,,149.93999963844058,0.4178142265030524,,,,,0.892999017,0.527145359,0.365853658,0.27145359,0.255691769,0.26948775,155,661,571,90,118,34,67,301,155,88,22,11,5,84,,88.0,0.133131618,0.127080181,,,,,,,,,10.0,,,,,,,,0.0
Lou Klein,1006993,117142.0,2B,STL,6.078963976859368,,6.53,11.912253705949151,24.47604084014893,1.219764091540128,,,,,113.3959743476377,0.3571172555872899,,,,,0.751567296,0.409888357,0.341678939,0.287081339,0.122807018,0.314545454,154,694,627,91,62,7,49,257,180,131,28,14,9,50,,70.0,0.100864553,0.072046109,,,,,,,,,17.0,,,,,,,,0.0
Augie Galan,1004440,114525.0,OF,BRO,5.513220993993283,,5.98,27.540506867271333,5.629629611968994,0.5373261901549995,,,,,138.87164539460065,0.3971124719580015,,,,,0.817727272,0.406060606,0.411666666,0.286868686,0.11919192,0.297539149,139,604,495,83,67,9,38,201,142,104,26,3,6,103,,39.0,0.064569536,0.170529801,,,,,,,,,8.0,,,,,,,,0.0
Bobby Doerr,1003355,113419.0,2B,BOS,5.12661538141186,,5.17,10.848180351820734,14.69753074645996,-2.0027379426173866,,,,,116.86573822191296,0.3586853750642093,,,,,0.751082239,0.412251655,0.338830584,0.269867549,0.142384106,0.277882797,155,676,604,78,75,16,51,249,163,112,32,3,8,62,,59.0,0.087278106,0.091715976,,,,,,,,,8.0,,,,,,,,0.0
Arky Vaughan,1013377,123671.0,SS,BRO,4.970910727016429,,5.44,22.868497355185823,1.9126982688903809,3.3690331135876477,,,,,124.7506750360958,0.3742849632854093,,,,,0.783099895,0.413114754,0.369985141,0.304918032,0.108196722,0.305743243,149,685,610,112,66,5,50,252,186,136,39,6,20,60,,13.0,0.018978102,0.08759124,,,,,,,,,-4.0,,,,,,,,0.0
Roy Cullenbine,1002861,112924.0,OF,CLE,4.853382192706664,,5.16,27.987667925002903,-2.790123462677002,-1.5644127698615191,,,,,143.8434548201891,0.3931761712090582,,,,,0.81052613,0.403688524,0.406837606,0.288934426,0.114754098,0.315165876,138,598,488,66,56,8,36,197,141,105,24,4,3,96,,58.0,0.096989966,0.160535117,,,,,,,,,3.0,,,,,,,,0.0
Billy Herman,1005692,115809.0,2B,BRO,4.819296830886187,,4.3,26.704613656249563,-2.9772729873657227,0.1214727433398366,,,,,134.86163131170522,0.390630011551208,,,,,0.814943479,0.417094017,0.397849462,0.329914529,0.087179488,0.342908438,153,663,585,76,100,2,45,244,193,148,41,2,4,66,,26.0,0.039215686,0.099547511,,,,,,,,,-8.0,,,,,,,,0.0
Lonny Frey,1004343,114427.0,2B,CIN,4.76272099060193,,5.29,2.793689955386504,22.222222328186035,0.7658623866736889,,,,,102.6433832257125,0.3329374491268054,,,,,0.681903013,0.334470989,0.347432024,0.262798634,0.071672355,0.287878787,144,667,586,78,43,2,30,196,154,124,20,8,7,76,,56.0,0.08395802,0.113943028,,,,,,,,,16.0,,,,,,,,0.0
Stan Spence,1012328,122575.0,OF,WAS,4.510363347825642,,4.37,21.496425573166707,-1.9135801792144775,0.5975617002695799,,,,,127.96578648520588,0.3710038952292007,,,,,0.770968771,0.405263157,0.365705614,0.266666666,0.138596491,0.269749518,149,663,570,72,88,12,45,231,152,107,23,10,8,84,,39.0,0.058823529,0.126696832,,,,,,,,,-1.0,,,,,,,,0.0
Bob Elliott,1003733,113813.0,3B,PIT,4.464555491963174,,4.83,23.40100325110702,-1.851851850748062,0.1943985712714493,,,,,131.3801902191936,0.3890783290691136,,,,,0.82023751,0.444061962,0.376175548,0.314974182,0.12908778,0.32,156,643,581,82,101,7,49,258,183,134,30,12,4,56,,24.0,0.037325038,0.087091757,,,,,,,,,-2.0,,,,,,,,0.0
Eric Tipton,1013080,123358.0,OF,CIN,4.351764695294566,,4.34,26.58474520861172,-4.0061726570129395,-0.3929186849854886,,,,,140.09621833036852,0.393482503500478,,,,,0.818762677,0.423935091,0.394827586,0.288032454,0.135902637,0.296875,140,585,493,82,49,9,42,209,142,100,26,7,1,85,,36.0,0.061538461,0.145299145,,,,,,,,,2.0,,,,,,,,0.0
Marty Marion,1008108,118286.0,SS,STL,4.167531447589763,,4.2,-3.738439920995583,29.90123462677002,-0.218530835583806,,,,,93.38994008664312,0.3247761409894555,,,,,0.67139137,0.337320574,0.334070796,0.279904306,0.057416268,0.305263157,129,463,418,38,52,1,19,141,117,98,15,3,1,32,,37.0,0.079913606,0.06911447,,,,,,,,,22.0,,,,,,,,0.0
Elbie Fletcher,1004150,114235.0,1B,PIT,4.124552864104167,,4.14,20.519083497179217,-1.6543207168579102,-0.4880393301136791,,,,,128.2304131882605,0.3839865003445352,,,,,0.790569425,0.395220588,0.395348837,0.283088235,0.112132353,0.298353909,154,647,544,91,70,9,38,215,154,116,24,5,1,95,,49.0,0.075734157,0.14683153,,,,,,,,,5.0,,,,,,,,0.0
Jeff Heath,1005560,115674.0,OF,CLE,4.09547317723534,,4.26,24.581470256481968,-2.814814567565918,-2.4727397365495563,,,,,149.18502805740212,0.4016387010695504,,,,,0.849984534,0.481132075,0.368852459,0.273584905,0.20754717,0.281609195,118,488,424,58,79,18,46,204,116,70,22,6,5,63,,58.0,0.118852459,0.12909836,,,,,,,,,2.0,,,,,,,,0.0
