Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
Vida Blue,1001094,111119,OAK,7.636055946350098,,7.62,2.3530725454636032,,2.5554387715590483,,,,0.13775934,0.05228216,0.08547718,298.1,37,37,,,,,0.2715083706304157,0.2681159420289855,0.75767063,,0,0.2348816827344434,1.1094971688724395,68.70955334963979,71.28008596068878,,,,5.851002216339111,1.140934813777859,166,63,1,9,29,20,6
Tom Seaver,1011708,121961,NYM,6.766821097582579,,5.41,2.5904060046186,,2.466482074034584,,,,0.21779425,0.07136237,0.14643188,271.0,35,34,,,,,0.4649446674956461,0.2630173564753004,0.76725404,,0,0.2114228456913827,1.0627306685614768,76.88969102247621,72.21415341934096,,,,1.857984097674489,-1.0322861264245706,235,77,4,14,26,13,5
Bert Blyleven,1001098,111126,- - -,6.685156345367432,,6.53,2.872340670931917,,2.7098013847767697,,,,0.17877551,0.06612245,0.11265306,297.2,36,36,,,,,0.423292309400493,0.2992213570634038,0.75757576,,0,0.25,1.222844449379202,81.64233327749143,77.2954127493871,,,,4.080821931362152,1.48590136948851,219,81,12,14,26,18,6
Frank Tanana,1012818,123084,CAL,6.04527473449707,,7.51,2.4346819950282104,,2.757389227921838,,,,0.22854641,0.06392294,0.16462347,288.1,34,34,,,,,0.7491329215471416,0.2425806451612903,0.79109063,,0,0.2,0.988439271485812,72.34455285892109,80.1201037899263,,,,4.6100077629089355,0.2372943539494496,261,73,9,24,27,23,2
Nolan Ryan Jr.,1011348,121597,CAL,5.342111587524414,,3.5,3.355216761555581,,2.910376638442693,,,,0.27364017,0.15313808,0.12050209,284.1,39,39,,,,,0.411488848115307,0.2698650674662669,0.72767365,,0,0.1916583912611718,1.322391511891927,99.69747870776172,84.58941364549094,,,,0.3907299935817718,-0.3260466970077381,327,183,5,13,22,21,7
John Montefusco,1009065,119261,SFG,5.1902167946100235,,6.89,2.842105471344881,,2.762796908433955,,,,0.1645933,0.0708134,0.0937799,253.1,37,36,,,,,0.3907895023099211,0.2716836734693877,0.73970691,,0,0.2316442605997931,1.1763158756399648,79.83822586520333,81.00041215743003,,,,1.9468540847301483,-0.4458571841334926,172,74,4,11,26,11,6
Steve Carlton,1001964,112008,PHI,5.105202674865723,,3.9,3.134564580699658,,2.933325291670514,,,,0.18913676,0.06983511,0.11930165,252.2,35,35,,,,,0.6767809890146987,0.2755376344086021,0.75073964,,0,0.2338204592901878,1.171503934200882,87.29986783923937,82.30699604668837,,,,2.799652099609375,0.4044703197709562,195,72,1,19,22,13,2
Gaylord Perry,1010210,120438,TEX,5.090245246887207,,5.75,3.2356860153004017,,2.8402567938314145,,,,0.14228856,0.05174129,0.09054726,250.1,32,32,,,,,0.5033289357133958,0.2738693467336683,0.72239032,,0,0.2434417628541448,1.1344874424016222,92.34902836323316,81.53516861900471,,,,2.407050132751465,-0.2729635220834034,143,52,0,14,20,21,2
Jerry Koosman,1007103,117255,NYM,4.895581787452102,,4.66,2.6927223241641167,,2.826603818414548,,,,0.20120724,0.06639839,0.13480885,247.1,34,32,,,,,0.6913746507988948,0.2627118644067797,0.77832111,,0,0.221143473570658,1.0956873120847983,79.92669378667037,82.69483162269354,,,,2.552906095981598,0.7429415955539498,200,66,1,19,22,17,3
Rick Reuschel,1010852,121089,CHC,4.838907626457512,,4.74,3.4615384615384617,,3.190226048689623,,,,0.13543599,0.0593692,0.07606679,260.0,38,37,,,,,0.5884615384615385,0.2882562277580071,0.69759896,,1,0.2584493041749503,1.2461538461538462,91.59526194169082,86.12691053489017,,,,1.682970017194748,0.2045642628743265,146,64,8,17,26,9,2
Steve Rogers,1011138,121390,MON,4.822212588042021,,4.74,3.2478263840682384,,2.84557723874744,,,,0.15889831,0.07309322,0.08580509,230.0,33,32,,,,,0.3913043836226793,0.2841068917018284,0.70848708,,1,0.2433983926521239,1.2217392421996989,89.104895750864,80.63539811061902,,,,-0.5400740206241608,-2.676383488752011,150,69,4,10,22,8,4
Mark Fidrych,1004023,114102,DET,4.650467783212662,,9.57,2.336884486825822,,3.1518414047363867,,,,0.09738956,0.05321285,0.04417671,250.1,31,29,,,,,0.4314248283370748,0.246690734055355,0.76893052,,0,0.2308510638297872,1.078562070842687,62.98884239827525,86.18604719783953,,,,4.764937877655029,-0.0698555641688765,97,53,3,12,23,24,4
Randy Jones,1006582,116715,SDP,4.5942816734313965,,4.74,2.739957628311976,,3.1748170216007265,,,,0.07434053,0.03996803,0.0343725,315.1,40,40,,,,,0.4281183794237462,0.2378328741965105,0.71335505,,0,0.2289055973266499,1.027484110616991,83.18151482858663,93.85412896491584,,,,3.4434478282928467,0.2295210848263353,93,50,4,15,27,25,5
Dennis Eckersley,1003660,113726,CLE,4.551452945917845,,2.92,3.431438165396858,,2.722834745349864,,,,0.24360536,0.09500609,0.14859927,199.1,36,30,,,,,0.5869565282915679,0.2704761904761905,0.70973612,,1,0.2100271002710027,1.1688963341191052,98.87363421989232,75.3349441117895,,,,0.4327139225788414,-1.0822585466952563,200,78,5,13,17,9,3
Jon Matlack,1008246,118428,NYM,4.405440330505371,,4.21,2.954198473282443,,3.04474748145533,,,,0.14516129,0.0540797,0.09108159,262.0,35,35,,,,,0.6183206106870229,0.2648845686512758,0.74593796,,0,0.2374245472837022,1.118320610687023,87.68795602880878,89.0435000108449,,,,2.0497100353240967,-0.0266977050880039,153,57,3,18,24,16,6
Phil Niekro,1009583,119786,ATL,4.326970212161541,,6.65,3.2918714305343784,,3.4268685979725015,,,,0.14952463,0.08729473,0.06222991,270.2,38,37,,,,,0.5985220782789779,0.2695449241540256,0.72716346,,0,0.2375954198473282,1.2931032555410016,87.55600723722894,91.60957970477884,,,,1.9025260210037231,0.6892760070718351,173,101,8,18,25,10,2
Jim Palmer,1009973,120196,BAL,4.204874515533447,,6.52,2.5142857142857142,,3.324597233060807,,,,0.12659236,0.06687898,0.05971338,315.0,40,40,,,,,0.5714285714285714,0.2385786802030456,0.77115987,,0,0.2190721649484536,1.076190476190476,77.0832752665818,96.61059575332592,,,,4.456399917602539,1.1093686079072596,159,84,8,20,28,23,6
Jim Slaton,1012054,122313,MIL,4.124658584594727,,3.62,3.444191463676973,,3.336406202820188,,,,0.11174089,0.07611336,0.03562753,292.2,38,38,,,,,0.4305239329596216,0.2777212614445575,0.71039739,,0,0.252863436123348,1.301822368711237,97.04004872908828,95.18859287323082,,,,-0.921026051044464,-1.563209553969343,138,94,6,14,21,12,2
Rollie Fingers,1004051,114129,OAK,4.10714054107666,,3.76,2.5396041522340793,,2.290949556778696,,,,0.20214669,0.07155635,0.13059034,134.2,70,0,,,,,0.2004950646500589,0.2904040404040404,0.77114428,,20,0.23046875,1.173267415359604,74.15626318929112,63.85950999489557,,,,0.1748179197311401,-0.905249926779991,113,40,7,3,0,0,0
Catfish Hunter,1006199,116334,NYY,3.94863224029541,,1.42,3.5256694026899744,,3.40597118831107,,,,0.14297521,0.05619835,0.08677686,298.2,36,36,,,,,0.8437499425240964,0.255863539445629,0.71047365,,0,0.2352941176470588,1.124999923365462,102.46229194735226,97.16664898294036,,,,0.2687221169471741,-1.0920290384814688,173,68,3,28,20,21,2
Dick Ruthven,1011330,121581,ATL,3.870023727416992,,4.53,4.194174846044423,,3.4314241878629193,,,,0.13627639,0.08637236,0.04990403,240.1,36,36,,,,,0.5242718557555529,0.3058375634517766,0.72285543,,0,0.2701271186440678,1.435506271711633,111.55514755776971,91.73083816015546,,,,-0.5680480003356934,0.7765742426615971,142,90,8,14,15,8,4
Dennis Leonard,1007531,117687,KCR,3.8288181331008673,,1.97,3.5096525096525095,,3.2155453240088976,,,,0.13992537,0.06529851,0.07462687,259.0,35,34,,,,,0.555984555984556,0.28,0.70353403,,0,0.2492431886982845,1.223938223938224,98.57974642868376,93.17191199544752,,,,0.6351738628000021,-0.8151487429965544,150,70,11,16,20,16,2
Al Fitzmorris,1004119,114201,KCR,3.735872343182564,,2.25,3.0635401880115447,,3.0500829221781474,,,,0.08820287,0.06174201,0.02646086,220.1,35,33,,,,,0.2450832150409236,0.2896461336828309,0.70860448,,0,0.2673733804475854,1.284417589936692,86.04926387375072,88.35535538623857,,,,1.7793499827384949,0.69046417014812,80,56,2,6,18,8,2
Fergie Jenkins,1006388,116522,BOS,3.708821676671505,,3.98,3.272727511664396,,3.2066964623419456,,,,0.16569428,0.05017503,0.11551925,209.0,30,29,,,,,0.8612440820169464,0.2797527047913447,0.74208145,,0,0.2484548825710754,1.167464200067416,85.51164072451564,87.49672336270707,,,,-0.0865519344806671,-1.047906716902281,142,43,5,20,14,12,2
