Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,BB/K,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Babe Ruth,1011327,121578.0,OF,NYY,13.741771298125071,,12.83,117.06783063447888,-0.1589107513427734,-1.46261866716668,,,,,218.16997482150063,0.5777290568988451,,,,,1.358633015,0.846296296,0.512336719,0.377777777,0.468518519,0.3625,152,693,540,177,171,59,119,457,204,85,44,16,17,145,,81.0,0.116883116,0.209235209,1.790123456,,,,,,,,,6.0,,,,,,,,9.0
Rogers Hornsby,1006030,116156.0,2B,STL,11.074519634476898,,10.84,75.167275307411,14.32990837097168,-2.3177547997329384,,,,,186.0472564875627,0.4915296265315575,,,,,1.096783619,0.638513513,0.458270106,0.396959459,0.241554054,0.40917782,154,674,592,131,126,21,83,378,235,152,44,18,13,60,,48.0,0.071216617,0.089020771,1.25,,,,,,,,,10.0,,,,,,,,0.0
Dave Bancroft,1000503,110524.0,SS,NYG,7.538315559981746,,7.43,19.91893075842717,31.44444465637207,-0.2081491965800523,,,,,121.58263507175482,0.385489063855459,,,,,0.829647313,0.440594059,0.389053254,0.318481848,0.122112211,0.324090121,153,698,606,121,67,6,47,267,193,146,26,15,17,66,,23.0,0.032951289,0.094555873,2.869565217,,,,,,,,,22.0,,,,,,,,0.0
Frankie Frisch,1004364,114448.0,3B,NYG,7.141703628451972,,6.92,31.325496872481622,16.722222328186035,4.805054738651961,,,,,128.89369881222302,0.397645358959954,,,,,0.869703156,0.485436893,0.384266263,0.341423948,0.144012945,0.34879725,153,687,618,121,100,8,56,300,211,155,31,17,49,42,,28.0,0.040756914,0.061135371,1.5,,,,,,,,,12.0,,,,,,,,0.0
Charlie Blackwell,1014622,,OF,SLG,6.829750785484855,,0.0,53.7594074087412,5.705498218536377,5.430061815539375,,,,,222.05475987550705,0.5119091599734862,,,,,1.147679967,0.670068027,0.47761194,0.404761904,0.265306123,,79,335,294,88,89,12,43,197,119,76,20,11,25,33,,,,0.098507462,,,,,,,,,,19.0,,,,,,,,2043.0
Harry Heilmann,1005590,115705.0,OF,DET,6.779901812465564,,6.87,58.22853925325566,-12.438271522521973,-1.4473054874688387,,,,,161.35355743407456,0.4736514963334372,,,,,1.050756736,0.606312292,0.444444444,0.393687707,0.212624585,0.399267399,149,672,602,114,139,19,76,365,237,161,43,14,2,53,,37.0,0.055059523,0.078869047,1.432432432,,,,,,,,,-6.0,,,,,,,,0.0
Ben Taylor,1016528,,1B,ABC,6.670034025541587,,0.0,43.177106081933566,10.586307525634766,2.4028216125443578,,,,,176.82960858106958,0.4453831927017008,,,,,0.967269312,0.519607843,0.447661469,0.392156862,0.127450981,,106,449,408,84,89,3,37,212,160,123,25,9,9,36,,,,0.080178173,,,,,,,,,,15.0,,,,,,,,924.1
Ty Cobb,1002378,112431.0,OF,DET,6.5832700257964,,6.71,49.87213985513875,-2.987654209136963,-1.501097408356145,,,,,161.09015795526182,0.4731770312617608,,,,,1.047957568,0.595660749,0.452296819,0.388560157,0.207100592,0.388655462,128,581,507,124,101,12,65,302,197,132,37,16,22,56,,19.0,0.032702237,0.096385542,2.947368421,,,,,,,,,0.0,,,,,,,,0.0
Oscar Charleston,1014838,,OF,SLG,6.428026561326551,,0.0,64.8957894931136,-8.80734646320343,6.859467767411843,,,,,248.79027716696928,0.5512369697744196,,,,,1.248036704,0.735915492,0.512121212,0.433098591,0.302816901,,77,330,284,104,91,15,44,209,123,79,17,12,32,41,,,,0.124242424,,,,,,,,,,-13.0,,,,,,,,1934.0
Tristram Speaker,1012309,122566.0,OF,CLE,6.269724219918267,,6.57,36.1303218443434,6.839506149291992,-0.6845073346048594,,,,,143.256951595642,0.4456613022420141,,,,,0.976785518,0.537549407,0.439236111,0.361660079,0.175889328,0.366598778,132,588,506,107,75,3,69,272,183,114,52,14,2,68,,12.0,0.020408163,0.115646258,5.666666666,,,,,,,,,10.0,,,,,,,,0.0
