Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Walter Johnson,1006511,116635.0,WAS,9.27444076538086,,14.25,1.3902439024390243,,2.024734935269446,,,,,,,369.0,50,37,,,,,7.390243902439025,1.853658536585366,3.98684211,0.048780487804878,0.2584005308773552,0.75244113,,2,0.1992951568968436,0.907859078590786,41.78369533488275,63.91693963799299,,,,,,303,76,16,2,,34,7,57
Joe Wood,1014224,124535.0,BOS,7.561261177062988,,10.16,1.9098837209302328,,2.243932010961134,,,,,,,344.0,43,38,,,,,6.75,2.145348837209302,3.14634146,0.0523255813953488,0.2712162770704548,0.71747627,,1,0.2158308274323407,1.0145348837209305,58.28971944934428,71.59595011936875,,,,,,258,82,12,2,,35,10,73
Ed Walsh,1013570,123878.0,CHW,6.731555938720703,,12.05,2.15267175572519,,2.4872600185355465,,,,,,,393.0,62,41,,,,,5.816793893129771,2.15267175572519,2.70212766,0.1374045801526717,0.2762103265382204,0.7221163,,10,0.2305139349839612,1.083969465648855,66.98050208465493,80.5629529918793,,,,,,254,94,2,6,,32,6,94
Christy Mathewson,1008235,118422.0,NYG,6.194167613983154,,7.9,2.1193548387096772,,2.584067044719573,,,,,,,310.0,43,34,,,,,3.890322580645161,0.9870967741935484,3.94117647,0.1741935483870967,0.2918101798698814,0.70880095,,4,0.2624029699628755,1.1129032258064515,63.78888682257736,74.7115805122164,,,,,,134,34,2,6,,27,0,73
Bob Groom,1005081,115182.0,WAS,5.044456481933594,,4.21,2.6202531645569622,,2.7789629205872743,,,,,,,316.0,43,40,,,,,5.098101265822785,2.6772151898734178,1.90425532,0.0854430379746835,0.2851062121029595,0.6626506,,1,0.2436084609377652,1.2056962025316456,78.75154836934264,86.58521553999414,,,,,,179,94,5,3,,28,2,92
Grover Alexander,1000128,110127.0,PHI,4.896495819091797,,6.34,2.813104373467524,,3.1257045667852874,,,,,,,310.1,46,34,,,,,5.6552098229501775,3.045112981588557,1.85714286,0.3190118361664202,0.2901455075944348,0.69422777,,3,0.2482519406969696,1.2696026611067637,80.54008649176481,86.57504904938426,,,,,,195,105,6,11,,25,3,97
Rube Marquard,1008125,118295.0,NYG,4.808117389678955,,6.11,2.5656106825877276,,2.902881812536757,,,,,,,294.2,43,38,,,,,5.345022255391099,2.4434387453216453,2.1875,0.2748868588486851,0.2969044578177914,0.72109989,,1,0.2560521283747934,1.2420813622051696,77.22040994419946,84.3073493613999,,,,,,175,80,3,9,,22,1,84
Nap Rucker,1011281,121530.0,BRO,4.796038627624512,,8.41,2.207166702447072,,2.8519426360082196,,,,,,,297.2,45,34,,,,,4.565509206431615,2.176931542139578,2.09722222,0.1814109618449648,0.2787032794890548,0.72652097,,4,0.2447319518804612,1.1556550161975538,67.0560103916465,83.55184731221448,,,,,,151,72,3,6,,23,6,73
George Suggs,1012673,122931.0,CIN,4.700044631958008,,5.32,2.9405940594059405,,3.0829066060950656,,,,,,,303.0,42,36,,,,,3.089108910891089,1.6633663366336633,1.85714286,0.1782178217821782,0.2949852507374631,0.67353407,,3,0.272465643785229,1.2409240924092408,86.08854877097379,87.27426804734168,,,,,,104,56,11,6,,25,5,99
Vean Gregg,1005022,115117.0,CLE,4.63592004776001,,7.46,2.5872237812181913,,2.789615110362243,,,,,,,271.1,37,34,,,,,6.1031945608224,2.985258209097913,2.04444444,0.1326781426265739,0.2905415506973656,0.72235434,,2,0.2402796117653336,1.2235873153339594,75.73412209971805,84.6424740242257,,,,,,184,90,10,4,,26,1,78
Rube Benton,1000857,110882.0,CIN,4.166933536529541,,3.99,3.0993377483443707,,3.2128215843478576,,,,,,,302.0,50,39,,,,,4.827814569536423,3.5165562913907285,1.37288136,0.0596026490066225,0.3128611852855606,0.68788958,,2,0.2706313589805077,1.4370860927152318,90.73591373573235,91.0776464516546,,,,,,162,118,18,2,,22,2,104
Claude Hendrix,1005638,115760.0,PIT,4.06454610824585,,4.68,2.58775963285876,,3.084148977010728,,,,,,,288.2,39,32,,,,,5.487297534736649,3.2736718247008416,1.67619048,0.1870669614114766,0.2815188323143179,0.71902655,,1,0.2392433799426922,1.2505772790656124,77.78706222707686,89.6479358312661,,,,,,176,105,9,6,,25,4,83
Hub Perdue,1010178,120403.0,BSN,3.9220898151397705,,2.73,3.7951807228915664,,3.2863341777678956,,,,,,,249.0,37,30,,,,,3.6506024096385543,1.9518072289156627,1.87037037,0.3975903614457831,0.3208386994735534,0.64362336,,3,0.2958342525923103,1.4016064257028114,105.289979553178,88.3484620016578,,,,,,101,54,2,11,,20,1,105
Slim Sallee,1011385,121637.0,STL,3.8673293590545654,,6.13,2.6020408163265305,,3.175113785996729,,,,,,,294.0,48,32,,,,,3.306122448979592,2.204081632653061,1.5,0.1836734693877551,0.2818500517887021,0.68321249,,6,0.2584788208357184,1.227891156462585,77.24464404325315,91.2346101441855,,,,,,108,72,6,6,,20,3,85
Art Fromme,1004375,114459.0,CIN,3.698007345199585,,5.51,2.7364864864864864,,3.3485831737518312,,,,,,,296.0,43,37,,,,,3.6486486486486487,2.675675675675676,1.36363636,0.2128378378378378,0.2800386816020631,0.68947087,,0,0.2545279176937092,1.260135135135135,80.11311510320964,95.0521896815318,,,,,,120,88,11,7,,23,3,90
Jack Warhop,1013628,123935.0,NYH,3.6682770252227783,,6.91,2.86046511627907,,3.019125809410746,,,,,,,258.0,39,22,,,,,3.8372093023255816,2.058139534883721,1.86440678,0.1046511627906976,0.2906175335416284,0.64565483,,3,0.2602789865386962,1.2209302325581397,81.99932977885157,89.46968335184721,,,,,,110,59,16,3,,16,0,82
Larry Cheney,1002176,112230.0,CHC,3.6363542079925537,,4.37,2.848351839395165,,3.3068249627285997,,,,,,,303.1,42,37,,,,,4.153846432451282,3.293406814300659,1.26126126,0.1483516583018314,0.2642945445941828,0.69168901,,0,0.234472895518547,1.229670412146292,85.07816132425923,95.731394865852,,,,,,140,111,7,5,,28,4,96
Joe Lake,1007262,117417.0,- - -,3.3449573516845703,,-0.13,3.441577590895075,,2.7939549580233383,,,,,,,219.2,37,20,,,,,4.670712444786173,2.2534138988003467,2.07272727,0.1229134853891098,0.337066818138049,0.58449809,,1,0.2956359246780023,1.433990662872948,102.0710072205632,85.63870728280048,,,,,,114,55,4,3,,15,0,84
Russ Ford,1004223,114305.0,NYH,3.300748825073242,,4.91,3.548571181042747,,3.3902974216791297,,,,,,,291.2,36,35,,,,,3.455999758928588,2.4377141156728435,1.41772152,0.3085714070471954,0.3017198847070378,0.60981912,,0,0.2781921755500371,1.3577141910076598,101.72487574208358,100.10984926952656,,,,,,112,79,5,10,,30,0,115
Otto Hess,1005749,115867.0,BSN,3.1897270679473877,,2.37,3.755905511811024,,3.6123627013108863,,,,,,,254.0,33,31,,,,,2.8346456692913384,3.188976377952756,0.88888889,0.1062992125984252,0.2955894074926933,0.62837109,,0,0.2737559313785132,1.4173228346456692,104.2003644666884,97.39349544908742,,,,,,80,90,15,3,,21,0,106
Hugh Bedient,1000764,110784.0,BOS,3.055172920227051,,4.08,2.9220779220779223,,2.883215208383866,,,,,,,231.0,41,28,,,,,4.753246753246753,2.142857142857143,2.21818182,0.2337662337662337,0.2741904526884374,0.66901408,,2,0.2402556506729491,1.12987012987013,89.18192265866587,91.10689616183312,,,,,,122,55,3,6,,19,0,75
Red Ames,1000210,110219.0,NYG,3.0318169593811035,,1.93,2.463687150837989,,2.7927172519641217,,,,,,,179.0,33,22,,,,,4.173184357541899,1.7597765363128492,2.37142857,0.1508379888268156,0.3116942458957538,0.65996503,,2,0.2776267208563496,1.2793296089385475,74.15268928100943,80.99158809392607,,,,,,83,35,4,3,,9,2,49
Earl Hamilton,1005273,115380.0,SLB,3.0133564472198486,,3.76,3.2443253050316043,,2.980759389882748,,,,,,,249.2,41,26,,,,,5.010680193326589,3.100133069252422,1.61627907,0.0720961178895912,0.285692578711673,0.64334791,,2,0.2446194187493483,1.2576767231850912,98.63405714624793,93.72015516745248,,,,,,139,86,9,2,,17,1,90
Chief Bender,1000827,110850.0,PHA,2.9898934364318848,,2.16,2.736842105263158,,2.4684662146875036,,,,,,,171.0,27,19,,,,,4.7368421052631575,1.736842105263158,2.72727273,0.0526315789473684,0.2998821891399807,0.69444444,,2,0.2595129142225361,1.1812865497076024,85.22238204226848,80.0395930974372,,,,,,90,33,1,1,,12,1,52
Howie Camnitz,1001866,111910.0,PIT,2.922229051589966,,4.66,2.8301202738110445,,3.379908435884939,,,,,,,276.2,41,32,,,,,3.9361442888636367,2.6674696833621336,1.47560976,0.260240944718257,0.2733685894135925,0.72689818,,2,0.2470565391098375,1.2216866571495952,85.07233015527417,98.53835174917702,,,,,,121,82,13,8,,22,2,87
George McConnell,1008406,118589.0,NYH,2.7595956325531006,,3.03,2.750942841825668,,2.9900925791955384,,,,,,,176.2,23,20,,,,,4.635848122335848,2.649056069906199,1.75,0.1528301578792038,0.2933008860669219,0.59874888,,0,0.256639770564966,1.2679242727756166,78.85971690613222,88.63740422164095,,,,,,91,52,4,3,,19,0,54
