Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Whit Wyatt,1014304,124627.0,BRO,6.85169792175293,,6.67,2.341040627613619,,2.772941208612255,,,,0.15344377,0.07149085,0.08195292,288.1,38,35,,,,,0.3121387503484825,0.2428734321550741,0.7440273,,1,0.2097836312323612,1.0578035428476351,62.9897149779564,71.82498300419239,,,,,,176,82,2,10.0,,23,7,75
Dutch Leonard,1007533,117689.0,WAS,5.8806562423706055,,4.12,3.4453125,,2.930613708496094,,,,0.08480895,0.05032619,0.03448276,256.0,34,33,,,,,0.2109375,0.2883569096844396,0.66020025,,0,0.2667322834645669,1.26953125,85.41056171436117,74.9403814541576,,,,,,91,54,3,6.0,,19,4,98
Bob Feller,1003975,114055.0,CLE,5.614806652069092,,8.2,3.1486880466472305,,3.461897873947989,,,,0.17735334,0.13233288,0.04502046,343.0,44,40,,,,,0.3935860058309038,0.2711693548387097,0.76623377,,2,0.2241515390686661,1.3935860058309038,77.88060721388793,87.9118485857848,,,,,,260,194,5,15.0,,28,6,120
Bucky Walters,1013583,123898.0,CIN,5.276118755340576,,6.63,2.8311258278145695,,3.139093633992782,,,,0.10303514,0.07028754,0.0327476,302.0,37,35,,,,,0.2980132450331126,0.2756598240469208,0.74456522,,2,0.2512908777969019,1.2582781456953642,79.00465268137899,84.70953050307808,,,,,,129,88,2,10.0,,27,5,95
Bobo Newsom,1009546,119749.0,DET,5.110113143920898,,3.13,4.601864835595465,,3.499787220478608,,,,0.15486726,0.10442478,0.05044248,250.1,43,36,,,,,0.5392810354213435,0.3052503052503053,0.6739726,,2,0.2626362735381566,1.5299602708620337,103.17047101867324,80.53311163837888,,,,,,175,118,3,15.0,,12,2,128
Thornton Lee,1007468,117615.0,CHW,4.986655235290527,,8.6,2.36736974971452,,3.541259057547014,,,,0.10620915,0.0751634,0.03104575,300.1,35,34,,,,,0.5394007024665995,0.2448979591836734,0.77858881,,1,0.2287234042553191,1.1653718880451225,57.370694850320746,88.05666269784876,,,,,,130,92,4,18.0,,30,3,79
Johnny Vander Meer,1013350,123638.0,CIN,4.2750725746154785,,4.22,2.8232699581115837,,3.0267742489609426,,,,0.21375661,0.13333333,0.08042328,226.1,33,32,,,,,0.3181149248576432,0.2697368421052631,0.7505212,,0,0.2102689486552567,1.3166423278830233,78.78542884777295,81.57517528769138,,,,,,202,126,1,8.0,,18,6,71
Mickey Harris,1005424,115530.0,BOS,3.9415783882141113,,3.46,3.247422680412371,,3.287451659527022,,,,0.12982456,0.1005848,0.02923977,194.0,35,22,,,,,0.2783505154639175,0.2815384615384615,0.71109456,,1,0.2464146023468057,1.4175257731958764,75.67725275598043,78.76218579932414,,,,,,111,86,2,6.0,,11,1,70
Hilton Smith,1016417,,KCM,3.7359771728515625,,0.0,1.5260862478104478,,,,,,,,,76.2,13,6,,,,,,,,,3,0.1998518872476111,0.8086952766175022,40.87521390181723,,,,,,,53,8,0,,,6,2,13
Ted Lyons,1007887,118055.0,CHW,3.7164714336395264,,2.42,3.699288959300159,,3.2774359994199296,,,,0.07924528,0.04654088,0.0327044,187.1,22,22,,,,,0.4323844238143043,0.2785923753665689,0.67282322,,0,0.2639257294429708,1.2597867162984668,89.64834414766128,81.66319071734694,,,,,,63,37,4,9.0,,19,2,77
Claude Passeau,1010046,120274.0,CHC,3.693176746368408,,3.78,3.3506493506493507,,3.2273365169376524,,,,0.08056395,0.05236657,0.02819738,231.0,34,30,,,,,0.3896103896103896,0.2964705882352941,0.71760797,,0,0.2787234042553191,1.3593073593073592,93.8909953792255,87.53435619222097,,,,,,80,52,1,10.0,,20,3,86
