Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Joe Morgan,1009179,119371,2B,CIN,10.964286850629904,,10.97,65.63437737539584,17.305898189544678,9.691731426049955,,,,,176.212347512042,0.4429398518313402,,,,,0.974385805,0.508032128,0.466353677,0.327309236,0.180722892,0.335632183,146,639,498,107,94,17,50,253,163,113,27,6,67,132,3,52,0.081377151,0.206572769,,,7.272232532501221,-0.3529113866130604,,,,,14.0,,,,,,,,1205.0
Mike Schmidt,1011586,121836,3B,PHI,7.948421749785148,,7.65,33.699696220745224,20.105623722076416,1.2569824941456318,,,,,141.90255178686445,0.3967931099394534,,,,,0.889898139,0.523131672,0.366766467,0.24911032,0.274021352,0.295652173,158,674,562,93,95,38,75,294,140,65,34,3,29,101,10,180,0.267062314,0.149851632,,,1.0798819065093994,-2.432081312664989,,,,,16.0,,,,,,,,1396.0
John Mayberry Sr.,1008289,118480,1B,KCR,7.290349703191644,,7.2,50.65692511931356,-3.863648414611816,-0.0280697942944243,,,,,166.39263686115729,0.4265364082725914,,,,,0.963353694,0.546931407,0.416422287,0.290613718,0.256317689,0.280973451,156,683,554,95,106,34,73,303,161,88,38,1,5,119,16,73,0.106881405,0.174231332,,,4.714585781097412,-0.3501986238343146,,,,,7.0,,,,,,,,1158.2
Fred Lynn,1007872,118040,CF,BOS,7.10978090968909,,7.41,41.36981377560992,6.285775065422058,0.1684446696890518,,,,,160.9280792130089,0.4269242605450603,,,,,0.966955657,0.566287878,0.400667779,0.331439393,0.234848485,0.364066193,145,605,528,103,105,21,75,299,175,100,47,7,10,62,10,90,0.14876033,0.102479338,,,3.5581300258636475,-0.0736597906506775,,,,,8.0,,,,,,,,1249.2
Rod Carew,1001942,111986,2B,MIN,7.05635238995738,,7.83,40.67305188329912,5.836076617240906,3.646231834893115,,,,,153.68988395813926,0.4071586022304522,,,,,0.918507736,0.497196261,0.421311475,0.358878504,0.138317757,0.362525458,143,617,535,89,80,14,42,266,192,150,24,4,35,64,18,40,0.064829821,0.103727714,,,4.711048126220703,0.7727120607674571,,,,,4.0,,,,,,,,1154.0
Toby Harrah,1005384,115497,SS,TEX,6.912518359822814,,7.07,34.891859723314916,9.664381980895996,1.251789713394828,,,,,147.6212758438357,0.3951272175170445,,,,,0.86200776,0.457854406,0.404153354,0.293103448,0.164750958,0.305747126,151,632,522,81,93,20,45,239,153,108,24,1,23,99,3,71,0.112341772,0.156645569,,,2.066037654876709,-1.3502251631765108,,,,,2.0,,,,,,,,1312.5
Bobby Grich,1005033,115130,2B,BAL,6.858185641414016,,7.28,23.642876499939614,20.67168688774109,-0.5489050527103245,,,,,133.0436311868577,0.3660067268806826,,,,,0.787399852,0.398854961,0.388544891,0.259541984,0.139312977,0.286046511,150,655,524,81,57,13,43,209,136,93,26,4,14,107,4,88,0.134351145,0.163358778,,,2.1856274604797363,-0.7211701103372583,,,,,17.0,,,,,,,,1338.1
Johnny Bench,1000826,110849,C,CIN,6.785364777497451,,6.62,29.86607626599866,14.781458377838137,2.2951793145621195,,,,,139.60604390168865,0.3869519143241252,,,,,0.877545609,0.518867924,0.358677685,0.283018867,0.235849057,0.303482587,142,606,530,83,110,28,68,275,150,82,39,1,11,65,12,108,0.178217821,0.107260726,,,1.4760221242904663,-1.8317324648233195,,,,,9.0,,,,,,,,1192.3
Ron Cey,1002108,112162,3B,LAD,6.62388683200131,,6.72,27.555396378973303,13.8683123588562,0.3451886705588549,,,,,135.7813779370576,0.3766513066077084,,,,,0.84527365,0.473498233,0.371775417,0.282685512,0.190812721,0.284210526,158,662,566,72,101,25,56,268,160,104,29,2,5,78,15,74,0.111782477,0.117824773,,,4.9377264976501465,0.7385127284387982,,,,,10.0,,,,,,,,1410.0
Dave Parker,1010000,120225,RF,PIT,6.460059404062285,,6.33,34.015846592297116,8.121152400970459,-0.6291296760318801,,,,,150.0987592907815,0.4010719488496366,,,,,0.898361494,0.541218637,0.357142857,0.308243727,0.23297491,0.330337078,148,602,558,75,101,25,70,302,172,102,35,10,8,38,4,89,0.147840531,0.063122923,,,3.9043800830841064,0.3005569645074848,,,,,15.0,,,,,,,,1253.2
