Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA,ERA,xERA,FIP,xFIP,fWAR,NameASCII,PlayerId,MLBAMID,K/BB,K%,BB%,K-BB%,AVG,WHIP,ERA-,FIP-,xFIP-,E-F,SIERA,QS,CG,ShO,HLD,BS,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,Year,EV,Barrel%,HardHit%,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%
Esteban Yan,TBD,4,6,22,54,0,62.1,9.240643596270472,1.5882356181089876,1.010695393342083,0.3220338983050847,0.65527066,,,,3.898396517176606,,3.225607453610553,,1.157196283340454,Esteban Yan,1236,124643,5.81818182,0.24242424,0.04166667,0.20075758,0.2580645161290322,1.203208801597718,87.03286164707725,73.72594012712537,,0.6727890635660532,,0,0,0,,,264,64,34,27,7,11,1,5,5,0,64,-1.6566821336746216,-9.331552505493164,7.674870014190674,-2.0990002155303955,-0.1841299682855606,1.8211631774902344,1.5522260665893557,1.409740686416626,1.616000056266785,3,0.8907971978187561,-1.800480719949768,17,8,2001,,,,,,,,,,
Jeff Nelson,SEA,4,3,4,69,0,65.1,12.122451338953162,6.061225669476581,0.4132653865552214,0.2045454545454545,0.77836412,,,,2.7551025770348097,,3.248116459939846,,1.146196365356445,Jeff Nelson,1092,119704,2.0,0.32234432,0.16117216,0.16117216,0.1345291479820627,1.1326532816698662,63.95580089316755,74.95428461387668,,-0.4930138829050365,,0,0,0,,,273,30,21,20,3,44,1,6,2,0,88,2.313699960708618,-4.380239963531494,6.693940162658691,18.96699905395508,1.8643906116485596,1.2905148267745972,1.3379533290863037,1.3824057579040527,1.7513056993484497,53,1.2634378671646118,0.529412484265509,23,8,2001,,,,,,,,,,
Brandon Lyon,TOR,5,4,0,11,11,63.0,5.000000908261419,2.1428575321120364,0.8571430128448146,0.2794117647058823,0.67988669,,,,4.285715064224073,,3.9380258797338064,,1.143284797668457,Brandon Lyon,1312,407193,2.33333333,0.13409962,0.05747126,0.07662835,0.2571428571428571,1.2380954629980656,93.39853597882728,88.4639563287872,,0.3476891844902665,,7,0,0,,,261,63,31,30,6,15,0,1,0,1,35,0.4366620481014251,-4.882450103759766,5.3191118240356445,2.8454997539520264,0.2772918939590454,1.116607904434204,1.0960180759429932,0.8784909248352051,1.487218141555786,11,0.2881805300712585,0.1028806887929281,0,0,2001,,,,,,,,,,
Steve Woodard,CLE,3,3,0,29,10,97.0,4.824740939850696,1.5773191534127275,0.927834796125134,0.344927536231884,0.66423358,,,,5.1958748583007495,,3.9975901765263577,,1.1320641040802002,Steve Woodard,1285,124548,3.05882353,0.12121212,0.03962704,0.08158508,0.3169533169533169,1.5051542248252172,115.8159421424597,89.8499518406619,,1.1982846817743915,,3,0,0,,,429,129,60,56,10,17,1,5,4,3,52,-1.596143901348114,-6.636044144630432,5.039900064468384,-11.027699947357178,-1.040649950504303,0.6968899528185527,0.6517855954279593,0.7124482804331286,0.7399333428453516,27,-0.4412730596959591,-1.8491085061345611,1,4,2001,,,,,,,,,,
Jason Johnson,BAL,10,12,0,32,32,196.0,5.234693470025085,3.5357140104555396,1.285714185620196,0.266025641025641,0.71486928,,,,4.0867343757213375,,5.120565239542093,,1.1256920099258425,Jason Johnson,147,116595,1.48051948,0.13317757,0.08995327,0.0432243,0.2532637075718015,1.3826529535836236,94.53666517604432,114.19765779725566,,-1.0338308638207554,,15,2,0,,,856,194,109,89,28,77,3,13,9,0,114,-1.148973822593689,-15.6698637008667,14.52089023590088,-12.978399276733398,-1.2772237062454224,0.9698451161384584,0.8909473419189453,0.8729687333106995,1.302539944648743,30,-2.3380627632141113,1.1533645021469725,0,0,2001,,,,,,,,,,
John Rocker,- - -,5,9,23,68,0,66.2,10.664999186325137,5.5349995777130445,0.5399999588012727,0.3157894736842105,0.69105691,,,,4.319999670410182,,3.52913679275513,,1.1188509464263916,John Rocker,1273,132340,1.92682927,0.26333333,0.13666667,0.12666667,0.2283464566929134,1.4849998867035,97.77571857820683,80.08009529749306,,0.7908628776550519,,0,0,0,,,300,58,36,32,4,41,4,5,11,2,79,-1.1428821086883545,-10.020785808563232,8.877903938293457,1.2200007438659668,0.1577456593513488,1.8103231912010287,1.7027658239791268,1.694526476018569,1.6567999839782714,20,-0.1835641162469983,-0.4477497365740156,26,16,2001,,,,,,,,,,
Jeff Zimmerman,TEX,4,4,28,66,0,71.1,9.084114740422256,2.0186921645382787,1.2616826028364243,0.2222222222222222,0.90740741,,,,2.397196945389206,,3.693996826381504,,1.1172802448272705,Jeff Zimmerman,1014446,150293,4.5,0.26373626,0.05860806,0.20512821,0.1897233201581027,0.8971965175725684,50.96648672595187,81.08359026885402,,-1.2967998809922985,,0,0,0,,,273,48,19,19,10,16,1,4,0,0,72,4.5106377601623535,-6.209449768066406,10.720088005065918,26.464000701904297,2.4169087409973145,1.838403820991516,1.722073674201965,1.6158757209777832,1.7039384841918943,13,2.56058120727539,-0.1070192049240206,29,6,2001,,,,,,,,,,
Bryan Rekar,TBD,3,13,0,25,25,140.2,5.566349905822189,2.879146503011477,1.343601701405356,0.3099787685774947,0.60445387,,,,5.886255072823464,,4.840605764583362,,1.0627862215042114,Bryan Rekar,625,121057,1.93333333,0.13809524,0.07142857,0.06666667,0.2884283246977547,1.5071087867615631,131.41239510019884,110.08926511955268,,1.045649308240102,,9,0,0,,,630,167,104,92,21,45,2,6,6,1,87,-2.408953905105591,-12.446304321289062,10.037349700927734,-27.96179962158203,-2.683567762374878,0.9239792823791504,0.8511793613433838,0.8701279759407043,0.8578400015830994,25,-2.355098009109497,-0.2520534184666552,0,0,2001,,,,,,,,,,
David Weathers,- - -,4,5,4,80,0,86.0,6.906978429234587,3.55814040293903,0.627907129930417,0.2438016528925619,0.83333333,,,,2.406977331399932,,3.711927688747217,,1.0535530298948288,David Weathers,902,124000,1.94117647,0.18803419,0.0968661,0.09116809,0.2070063694267516,1.151163071539098,55.5902691009088,83.56741108623088,,-1.304950357347285,,0,0,0,,,351,65,24,23,6,34,8,3,0,0,66,2.6622101068496704,-5.99234414100647,8.65455412864685,24.901999473571777,2.4615439772605896,1.3190215802594516,1.3194803911096908,1.3302300453186036,1.206556318022988,55,1.684461772441864,0.333860100901568,27,8,2001,,,,,,,,,,
Jeff Tam,OAK,2,4,3,70,0,74.2,5.303574318790065,3.4955376192025427,0.3616073399175044,0.2813852813852814,0.76200418,,,,3.013394499312537,,3.6786014581215065,,1.043488621711731,Jeff Tam,940,134641,1.51724138,0.14193548,0.09354839,0.0483871,0.2446043165467626,1.299107850814738,68.72520628334307,83.40157033591777,,-0.66520695880897,,0,0,0,,,310,68,27,25,3,29,9,3,0,0,44,1.9026439189910889,-5.438844203948975,7.341487884521484,16.756999969482422,1.6413418054580688,1.2091693878173828,1.4379554986953735,1.6105343103408811,1.414494514465332,55,1.5180037021636963,0.0555094368229478,27,8,2001,,,,,,,,,,
Bud Smith,STL,6,3,0,16,14,84.2,6.271653166543966,2.5511809491026303,1.2755904745513151,0.2627450980392157,0.73394495,,,,3.826771423653945,,4.383782418490097,,1.0417523792712018,Bud Smith,1182,406873,2.45833333,0.16809117,0.06837607,0.0997151,0.2423312883435582,1.216535359988754,89.33100470523951,99.62276741977126,,-0.5570109948361517,,8,1,1,,,351,79,40,36,12,24,5,1,0,0,59,0.5404479957651347,-5.81716615188634,6.357613790081814,5.785200119018555,0.5928424894809723,0.9418831120175504,0.9081121464584804,0.76875002856832,1.0836571880749293,14,-0.2215389534831047,0.7953341398172923,0,0,2001,,,,,,,,,,
Chuck Smith,FLA,5,5,0,15,15,88.0,7.261363636363637,3.5795454545454546,1.0227272727272727,0.3003802281368821,0.71551724,,,,4.704545454545454,,4.310500465739858,,1.0377418994903564,Chuck Smith,1012114,276540,2.02857143,0.18441558,0.09090909,0.09350649,0.2587209302325581,1.4090909090909092,112.47828122238457,100.92961423018257,,0.3940449888055966,,7,0,0,,,385,89,47,46,10,35,4,6,0,1,71,-0.6468719840049744,-6.531251907348633,5.884379863739014,-4.474400043487549,-0.3916120827198028,0.9113879203796388,0.8090566992759705,0.8770400285720825,0.786786675453186,15,0.1536338925361633,-0.8633997008601532,0,0,2001,,,,,,,,,,
Ricardo Rincon,CLE,2,1,2,67,0,54.0,8.333336276773622,3.500001236244921,0.5000001766064173,0.2751677852348993,0.77302632,,,,2.8333343341030313,,3.086173879495215,,1.0251537561416626,Ricardo Rincon,401,121215,2.38095238,0.22421525,0.0941704,0.13004484,0.2178217821782178,1.203704128867301,63.15496316938576,69.61183728794445,,-0.2528395453921837,,0,0,0,,,223,44,18,17,3,21,5,0,1,0,50,1.3137319087982178,-2.486366033554077,3.800097942352295,17.683000564575195,1.6062333583831787,0.9244173169136048,1.1711050271987915,1.1858999729156494,1.2601749897003174,48,1.4286181926727295,-0.0074722613260127,18,5,2001,,,,,,,,,,
Adam Eaton,SDP,8,5,0,17,17,116.2,8.408571061986823,3.0857141511878248,1.5428570755939124,0.2707692307692307,0.736,,,,4.319999811662955,,4.566279620376902,,1.014317274093628,Adam Eaton,1029,284566,2.725,0.21843687,0.08016032,0.13827655,0.237885462555066,1.2685713732661057,106.17133196231434,107.55098440583475,,-0.2462798087139468,,8,2,0,,,499,108,61,56,20,40,3,5,3,0,109,-0.3583880960941314,-7.914299964904785,7.555915832519531,-0.2060001194477081,0.0464706160128116,0.8603237271308899,0.7996821403503418,0.8391529321670532,0.701093316078186,15,-0.2847338914871216,-0.131839643325555,0,0,2001,,,,,,,,,,
Scott Sullivan,CIN,7,1,0,79,0,103.1,7.141935835410621,3.135484025302224,0.8709677848061732,0.2790697674418604,0.75806452,,,,3.3096775822634585,,3.997523972831832,,0.9636889100074768,Scott Sullivan,357,122975,2.27777778,0.18764302,0.08237986,0.10526316,0.2391857506361323,1.2580645780533617,74.2250277982399,88.4461401673903,,-0.6878463905683732,,0,0,0,,,437,94,44,38,10,36,8,8,0,0,82,2.5530221462249756,-7.146535873413086,9.69955825805664,15.086000442504885,1.513993263244629,1.1418546438217163,1.2254687547683716,1.2918126583099363,1.5263460874557495,63,0.911402702331543,1.324452938348053,30,16,2001,,,,,,,,,,
Jason Grimsley,KCR,1,5,0,73,0,80.1,6.834025328958303,3.136929659193975,0.8962656169125642,0.2763157894736842,0.76837416,,,,3.0248964570799046,,3.945402446288785,,0.94101482629776,Jason Grimsley,602,115169,2.17857143,0.18654434,0.08562691,0.10091743,0.239057239057239,1.232365223254776,62.94246357860697,86.22041450862008,,-0.9205059892088804,,0,0,0,,,327,71,32,27,8,28,5,2,4,0,61,0.0658560246229171,-8.53654956817627,8.602405548095703,13.34999942779541,1.122770071029663,1.474501609802246,1.4191570281982422,1.4856274127960205,1.5350652933120728,49,1.1791027784347534,-1.1344395348105234,30,13,2001,,,,,,,,,,
Scott Sauerbeck,PIT,2,2,2,70,0,62.2,11.345748594521991,5.744682832669363,0.5744682832669362,0.3653846153846153,0.63655031,,,,5.601065761852628,,3.36828587563563,,0.9077709317207336,Scott Sauerbeck,1007,150261,1.975,0.28113879,0.14234875,0.13879004,0.2552301255230125,1.6117026836100157,128.1748443723801,76.90130066788517,,2.2327798862169983,,0,0,0,,,281,61,41,39,4,40,6,2,3,0,79,0.5432339906692505,-4.191760063171387,4.734993934631348,-3.6589996814727783,-0.3884860277175903,0.953203022480011,1.1472944021224976,1.1538771390914917,1.4894678592681885,56,0.5227532386779785,0.0471505256385497,16,11,2001,,,,,,,,,,
Norm Charlton,SEA,4,2,1,44,0,47.2,9.062941172939912,2.07692401879873,0.7552450977449927,0.2622950819672131,0.70484581,,,,3.020980390979971,,3.070115859869137,,0.8970489501953125,Norm Charlton,1002160,112213,4.36363636,0.25396825,0.05820106,0.1957672,0.2068965517241379,0.9860144331670738,70.12777745488543,70.90746471957668,,-0.0491354688891663,,0,0,0,,,189,36,19,16,4,11,0,4,4,0,48,1.2095743417739868,-2.6759839057922363,3.8855581283569336,8.682999610900879,0.9018501043319702,1.1008535623550415,1.1385104656219482,1.2532364130020142,1.2314000129699707,34,1.0997709035873413,-0.0010104661079364,16,5,2001,,,,,,,,,,
Jason Jennings,COL,4,1,0,7,7,39.1,5.949153311668436,4.347458189296165,0.4576271778206489,0.3174603174603174,0.69256757,,,,4.57627177820649,,3.913543720815224,,0.8850768208503723,Jason Jennings,434,407298,1.36842105,0.14942529,0.1091954,0.04022989,0.2727272727272727,1.550847658169977,87.61486857672179,80.50420890205216,,0.6627280573912655,,4,1,1,,,174,42,21,20,2,19,0,1,1,0,26,-0.0077119134366512,-2.9884159564971924,2.9807040691375732,0.1383999288082122,0.2068016976118087,0.9675646424293518,0.8204523921012878,0.8748000264167786,1.7634000778198242,6,0.0124012045562267,-0.0203716419807364,0,0,2001,,,,,,,,,,
Tim Worrell,SFG,2,5,0,73,0,78.1,7.238299752301091,3.7914903464434286,0.4595745874476883,0.2838983050847458,0.72978304,,,,3.446809405857662,,3.4831794952990376,,0.8846770524978638,Tim Worrell,1139,124580,1.90909091,0.18584071,0.09734513,0.08849558,0.2343234323432343,1.3276599192933218,82.49665491503244,82.68225408836496,,-0.0363700894413754,,0,0,0,,,339,71,33,30,4,33,4,3,2,0,63,-0.0122679267078638,-5.720767974853516,5.708499908447266,1.5939998626708984,0.137549951672554,0.961709439754486,1.116059184074402,1.15407395362854,1.271416425704956,61,0.315608412027359,-0.3283647874987235,19,13,2001,,,,,,,,,,
Juan Cruz,CHC,3,1,0,8,8,44.2,7.858208060397469,3.4253727442758195,0.8059700574766635,0.2926829268292683,0.80524345,,,,3.223880229906654,,3.743166601092237,,0.8788716793060303,Juan Cruz,273,407297,2.29411765,0.21081081,0.09189189,0.11891892,0.2409638554216867,1.2761192576713838,75.37164413890642,85.06157986634103,,-0.5192863711855829,,4,0,0,,,185,40,16,16,4,17,1,2,0,0,39,0.6883319616317749,-3.0256919860839844,3.714024066925049,6.4741997718811035,0.6766452193260193,1.0493481159210205,0.9309046268463136,0.8878750205039978,1.1012250185012815,8,0.3839256167411804,0.2720358808669044,0,0,2001,,,,,,,,,,
Nelson Figueroa,PHI,4,5,0,19,13,89.0,6.168538797053751,3.741572712967029,0.8089886946955739,0.3107142857142857,0.77464789,,,,3.943819886640923,,4.330035595977546,,0.8673335313796997,Nelson Figueroa,683,150153,1.64864865,0.15521628,0.09414758,0.0610687,0.2722063037249284,1.4831459402752187,92.2964549353572,100.40442750077592,,-0.3862157093366232,,6,0,0,,,393,95,40,39,8,37,3,7,2,0,61,0.1766460314393043,-6.154518157243729,6.331164196133614,5.49439962208271,0.5751155219040811,0.9123065054416656,0.8107154653260582,0.6718841979378148,1.0397555298275418,18,0.0207618884742259,0.1728638616280233,0,0,2001,,,,,,,,,,
Kevin Millwood,ATL,7,7,0,21,21,121.0,6.247934278247567,2.975206799165508,1.487603399582754,0.2729729729729729,0.71641791,,,,4.3140498587899865,,4.825996445544511,,0.8663370013237,Kevin Millwood,106,119154,2.1,0.1631068,0.0776699,0.08543689,0.2552742616033755,1.330578596293463,100.4683680781406,111.132065916936,,-0.5119465867545241,,13,0,0,,,515,121,66,58,20,40,6,1,5,1,84,-0.8262179493904114,-9.32204246520996,8.495823860168457,-5.502399921417236,-0.6852307319641113,0.97010737657547,0.8593151569366455,0.8654476404190063,0.925761878490448,21,-0.4305380284786224,-0.4211387748738108,0,0,2001,,,,,,,,,,
Chad Fox,MIL,5,2,2,65,0,66.2,10.800004119874618,4.8600018539435785,0.8100003089905964,0.2375,0.90078329,,,,1.8900007209780585,,3.664137063980192,,0.8533704280853271,Chad Fox,684,114354,2.22222222,0.27874564,0.12543554,0.1533101,0.1788617886178861,1.2000004577638466,43.2379934903485,82.04463560144227,,-1.7741363430021335,,0,0,0,,,287,44,16,14,6,36,7,5,5,1,80,2.278453826904297,-4.4552741050720215,6.733727931976318,16.38800048828125,1.6026183366775513,1.2211793661117554,1.2775356769561768,1.2977477312088013,1.2282285690307615,56,1.2334234714508057,0.6323579936904795,23,9,2001,,,,,,,,,,
Pat Hentgen,BAL,2,3,0,9,9,62.1,4.764705396366079,2.743315228210773,1.0106950840776532,0.2279792746113989,0.74750831,,,,3.4652402882662394,,4.364644716588405,,0.8507376909255981,Pat Hentgen,145,115797,1.73684211,0.13095238,0.07539683,0.05555556,0.2188841201716738,1.1229945378640591,80.15991027763883,97.49834516548503,,-0.8994044283221654,,7,1,0,,,252,51,25,24,7,19,3,0,1,0,33,0.8346060514450073,-3.9727258682250977,4.8073320388793945,6.502500057220459,0.6505764126777649,1.0117467641830444,1.0225389003753662,0.8755555748939514,1.712124943733215,8,1.0292788743972778,-0.2043629161842293,0,0,2001,,,,,,,,,,
Ted Lilly,NYY,5,6,0,26,21,120.2,8.353590411976361,3.803867062596378,1.4917125735672074,0.3054755043227665,0.66025641,,,,5.370165264841947,,4.78946816520463,,0.8465453833341599,Ted Lilly,833,150404,2.19607843,0.20856611,0.09497207,0.11359404,0.2630480167014614,1.4668506973410873,122.4512002739298,107.97272432142404,,0.5806970996373169,,7,0,0,,,537,126,81,72,20,51,1,7,9,2,112,-0.7194439768791199,-10.726024121046066,10.006580352783203,-14.244600057601929,-1.437224179506302,1.0337027879624532,0.9682623594999312,0.8093230701409854,1.2607083469629288,24,-1.1158341765403748,0.4198469108997098,1,0,2001,,,,,,,,,,
Paul Abbott,SEA,17,4,0,28,27,163.0,6.515336813397852,4.803680531911976,1.1595090939097872,0.259958071278826,0.76335878,,,,4.251533344335886,,5.006191860895915,,0.844555031741038,Paul Abbott,1061,110015,1.35632184,0.16619718,0.12253521,0.04366197,0.2353896103896104,1.423312750196141,98.6933199248259,114.92389429745224,,-0.7546585165600286,,11,1,0,,,710,145,79,77,21,87,5,7,11,0,118,0.1769181303679943,-11.069536209106444,11.246453583240507,8.876099705696106,0.8408336564898491,0.8839858225275089,0.8032714146128773,0.8800214380025864,1.0822740925682917,27,-0.0438242256641387,0.2439610670697471,1,0,2001,,,,,,,,,,
Ron Villone,- - -,6,10,0,53,12,114.2,8.869186243216632,4.159883813190101,1.4127907290079589,0.344311377245509,0.66344994,,,,5.886628037533162,,4.636346166903681,,0.8074126988649368,Ron Villone,1010,123725,2.13207547,0.21606119,0.10133843,0.11472275,0.2860215053763441,1.6220930592313605,122.5721589913204,100.842621218567,,1.2502818706294816,,0,0,0,,,523,133,81,75,18,53,5,5,4,1,113,-1.0196082293987274,-9.654701948165894,8.635096073150635,-12.547999620437622,-1.159772962331772,0.9321140183464568,0.9395876861535586,1.0010377056193802,0.9713316836008212,41,-1.1768783926963806,0.0830119672053417,13,7,2001,,,,,,,,,,
Kirk Rueter,SFG,14,12,0,34,34,195.1,3.8242321814900206,3.040955710582426,1.1518771630994038,0.283987915407855,0.71774194,,,,4.423208306301711,,4.938215376859243,,0.7978531122207642,Kirk Rueter,1128,121541,1.25757576,0.09880952,0.07857143,0.0202381,0.2766233766233766,1.428327682243261,105.86598975915238,117.65018432707429,,-0.515007070557532,,16,0,0,,,840,213,105,96,25,66,4,4,1,0,83,-0.4892022013664245,-15.377650260925291,14.888447761535645,-2.681000232696533,-0.3962969481945038,0.9642905592918396,0.8793224096298218,0.8800764679908752,0.9324941039085388,34,-1.5530177354812622,1.0456994830598267,0,0,2001,,,,,,,,,,
Jake Westbrook,CLE,4,4,0,23,6,64.2,6.680413027931786,3.061855971135402,0.8350516284914733,0.3476190476190476,0.64182195,,,,5.845361399440313,,3.9769719721445247,,0.7891693711280823,Jake Westbrook,412,150414,2.18181818,0.16551724,0.07586207,0.08965517,0.2992424242424242,1.5618558236599778,130.292983588282,89.39212199549662,,1.8683894272957888,,1,0,0,,,290,79,43,42,6,22,4,4,4,0,48,-0.1642260253429412,-4.364773869514465,4.200547933578491,-4.885499715805054,-0.4369163364171982,0.8696227894454706,0.8207468271255494,0.9786087378211644,1.6537000000476838,20,-0.116752028465271,-0.0720953974947394,4,2,2001,,,,,,,,,,
Mike DeJean,MIL,4,2,2,75,0,84.1,7.256919403260527,4.162056716575891,0.4268776119565016,0.2828685258964143,0.78364566,,,,2.7747044777172603,,3.76059951597039,,0.7878413200378418,Mike DeJean,682,113211,1.74358974,0.18328841,0.10512129,0.07816712,0.2321981424148606,1.3517791045289216,63.47757057102865,84.23003234110696,,-0.9858950382531296,,0,0,0,,,371,75,31,26,4,39,7,9,8,0,68,0.5062358975410461,-5.484702110290527,5.99093770980835,10.79900074005127,1.02947998046875,0.8806267976760864,0.8841227889060974,0.884330689907074,0.8304071426391602,56,0.6081179976463318,-0.0332593868511937,16,13,2001,,,,,,,,,,
Kevin Jarvis,SDP,12,11,0,32,32,193.1,6.1913789845760485,2.281034362738544,1.7224137024760435,0.2598290598290598,0.71129707,,,,4.794827333919797,,4.999136726774024,,0.7860833406448364,Kevin Jarvis,1037,116496,2.71428571,0.16440049,0.0605686,0.10383189,0.2503311258278146,1.231034417985881,117.84102471421475,117.84248967554096,,-0.2043093928542267,,14,1,1,,,809,189,107,103,37,49,4,5,1,0,133,-0.1180382519960403,-13.44874382019043,13.330705642700195,-3.626800537109375,-0.232212483882904,0.8955795764923096,0.8795826435089111,0.8777124881744385,1.1318129301071167,31,-1.5376293659210205,1.4058284013899207,0,0,2001,,,,,,,,,,
Bobby Jones,SDP,8,19,0,33,33,195.0,5.2153846153846155,1.7538461538461538,1.7076923076923076,0.3095930232558139,0.64529559,,,,5.123076923076923,,5.002982983222375,,0.7836707234382629,Bobby Jones,1039,116717,2.97368421,0.12840909,0.04318182,0.08522727,0.2983293556085918,1.476923076923077,125.90831582909072,117.9339373332595,,0.1200939398545477,,18,1,0,,,880,250,137,111,37,38,6,4,3,0,113,-3.748811960220337,-17.253076553344727,13.504263877868652,-38.82279968261719,-3.80340576171875,0.9207389950752258,0.8360499143600464,0.8770909309387207,0.9730812311172484,32,-3.7703707218170166,-0.3011544120935472,0,0,2001,,,,,,,,,,
Dicky Gonzalez,NYM,3,2,0,16,7,59.0,4.728813253576424,2.5932201713161036,0.6101694520743772,0.3269230769230769,0.67535545,,,,4.881355616595018,,3.7948994930226823,,0.7781433165073395,Dicky Gonzalez,777,276508,1.82352941,0.11877395,0.0651341,0.05363985,0.2962962962962963,1.5084744787394326,116.70951715245748,88.44791613030016,,1.0864561235723356,,1,0,0,,,261,72,33,32,4,17,3,1,5,0,31,-0.713900089263916,-3.9193080961704254,3.205408036708832,-5.837800741195679,-0.6410083323717117,0.762190889714012,0.7001191936433315,0.7268999963998795,0.7731285691261292,14,-0.3836096972227096,-0.5530324207797561,1,1,2001,,,,,,,,,,
Jamey Wright,MIL,11,12,0,33,33,194.2,5.964040940061571,4.53082179942662,1.2020547631131848,0.2941176470588235,0.72186837,,,,4.900684803461446,,5.278588825919478,,0.7664563059806824,Jamey Wright,715,124604,1.31632653,0.14861751,0.11290323,0.03571429,0.268,1.5359588639779584,112.11412529020711,118.62070788754326,,-0.3779040224580319,,16,1,1,,,868,201,115,106,26,98,10,20,6,1,129,-1.7893158197402954,-17.17957878112793,15.39026165008545,-11.103999137878418,-1.0998802185058594,1.0456836223602295,0.897929310798645,0.8720605969429016,1.4068437814712524,32,-1.711499810218811,0.0003552713939591,0,0,2001,,,,,,,,,,
Dan Reichert,KCR,8,8,0,27,19,123.0,5.634146778304153,4.902439404498418,1.0243903233280278,0.3015463917525773,0.65987124,,,,5.634146778304153,,5.106047557963452,,0.7649880647659302,Dan Reichert,624,150209,1.14925373,0.13898917,0.12093863,0.01805054,0.2734864300626304,1.609756222372615,117.23610491192665,111.27473854224088,,0.5280992203407013,,8,0,0,,,554,131,83,77,14,67,2,8,12,0,77,-0.5233040004968643,-9.497660100460052,8.97435599565506,-12.306000150740148,-1.0637796828523278,0.9237628434518388,0.8340030890384703,0.7758666762599239,0.9395826277525527,23,-0.9043136797845364,0.3378219614757264,1,0,2001,,,,,,,,,,
Chris Holt,DET,7,9,0,30,22,151.1,4.7577100706147215,3.389868425312989,1.0704847658883123,0.3364661654135338,0.67567568,,,,5.76872346062035,,4.82667017520311,,0.7628738079220057,Chris Holt,1005983,116108,1.40350877,0.11510791,0.08201439,0.03309353,0.3126984126984127,1.678414386022416,133.29517304452582,111.72742959272938,,0.9420532854172404,,8,1,0,,,695,197,102,97,18,57,5,8,3,0,80,-1.532772071659565,-11.536035805940628,10.003263860940931,-15.570399940013884,-1.5311845541000366,0.8588872614746782,0.7713074924015417,0.7555266777674358,0.9808230669452592,26,-1.531668385490775,-0.2529337857276581,0,1,2001,,,,,,,,,,
Calvin Maduro,BAL,5,6,0,22,12,93.2,4.900355905148353,3.459074756575308,0.9608540990486968,0.256140350877193,0.72477064,,,,4.227758035814265,,4.629208014478522,,0.7625295072793961,Calvin Maduro,151,118130,1.41666667,0.13212435,0.09326425,0.0388601,0.2398843930635838,1.270462642075499,97.79890473223084,103.34290830169454,,-0.4014499786642567,,8,0,0,,,386,83,44,44,10,36,0,4,1,0,51,0.2579440027475357,-5.808178067207336,6.066122055053711,6.944500207901001,0.6500505954027176,0.8678407743387389,0.8277058642284543,0.9858363758433948,1.009831588519247,19,0.9133139848709106,-0.616088951921659,3,2,2001,,,,,,,,,,
Danny Patterson,DET,5,4,1,60,0,64.2,3.757731663203944,1.6701029614239753,0.5567009871413251,0.2843601895734597,0.75268817,,,,3.061855429277288,,3.7604769796123585,,0.7533823847770691,Danny Patterson,485,120285,2.25,0.10465116,0.04651163,0.05813954,0.2644628099173554,1.1752576395205752,70.74884973580409,87.2941457667473,,-0.6986215503350706,,0,0,0,,,258,64,24,22,4,12,5,4,2,0,27,1.5410542488098145,-5.930240154266357,7.471293926239014,19.251998901367188,1.82123339176178,1.552018165588379,1.5682334899902344,1.6726133823394775,1.5004045963287354,44,1.149617075920105,-0.1566813726027459,23,14,2001,,,,,,,,,,
Kenny Rogers,TEX,5,7,0,20,20,120.2,5.519337481869648,3.65469644069747,1.3425415496439683,0.3275434243176178,0.65456546,,,,6.1906082566916325,,5.178971263070665,,0.7531964182853699,Kenny Rogers,1277,121386,1.51020408,0.13405797,0.08876812,0.04528986,0.303030303030303,1.649171409747838,131.61770214462527,113.25418733678126,,1.011636993620968,,9,0,0,,,552,150,88,83,18,49,2,8,4,1,74,-0.7905640602111816,-10.801586151123049,10.011021614074709,-10.69789981842041,-0.981315851211548,1.031550645828247,0.9230890274047852,0.8700000047683716,1.538450002670288,20,-1.07812762260437,0.3117434771352679,0,0,2001,,,,,,,,,,
Todd Van Poppel,CHC,4,1,0,59,0,75.0,10.800001098632924,4.560000463867235,1.0800001098632923,0.2887700534759358,0.89366516,,,,2.520000256347682,,3.729136898549405,,0.7419706583023071,Todd Van Poppel,1284,123650,2.36842105,0.27777778,0.11728395,0.16049383,0.2202797202797203,1.346666803656698,58.91551453724136,84.73908106419431,,-1.209136642201723,,0,0,0,,,324,63,22,21,9,38,4,0,5,1,90,0.4655300080776214,-4.365327835083008,4.830857753753662,17.25,1.847131609916687,0.768021285533905,0.8818211555480957,1.0432610511779783,1.1856731176376345,41,0.5370028018951416,0.0691392632352527,9,8,2001,,,,,,,,,,
