Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA,ERA,xERA,FIP,xFIP,fWAR,NameASCII,PlayerId,MLBAMID,K/BB,K%,BB%,K-BB%,AVG,WHIP,ERA-,FIP-,xFIP-,E-F,SIERA,QS,CG,ShO,HLD,BS,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,Year,EV,Barrel%,HardHit%,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%
Randy Johnson,ARI,21,6,0,35,34,249.2,13.409879566597432,2.559412497925854,0.684913203670299,0.3151750972762646,0.80525883,,,,2.487316371223717,,2.1279085437378074,,10.351997435092926,Randy Johnson,60,116615,5.23943662,0.37424547,0.07142857,0.3028169,0.2,1.0093457738299143,55.00765386312676,47.27248267196947,,0.3594078274859096,,27,3,2,,,994,181,74,69,19,71,2,18,8,1,372,6.230303853750229,-14.231009878218174,20.461313247680664,64.4188003540039,6.250666409730911,1.0363912662897987,0.9831230743663516,0.8807485478264945,1.073341965675354,31,5.843113899230957,0.1684225314591998,1,0,2001,,,,,,,,,,
Curt Schilling,ARI,22,6,0,35,35,256.2,10.274026381218706,1.3675325217321823,1.2974026488228398,0.3072196620583717,0.84813499,,,,2.9805195986470645,,3.1075783901340066,,7.233248710632324,Curt Schilling,73,121811,7.51282051,0.28697356,0.03819785,0.24877571,0.2415902140672783,1.0753247179432546,65.91497258307433,69.48222011972422,,-0.1270587914869421,,27,6,1,,,1021,237,86,85,37,39,0,1,4,0,293,5.563717842102051,-14.64627170562744,20.209989547729492,50.871700286865234,5.089052200317383,0.9713455438613892,0.9916337132453918,0.8683371543884277,1.13459312915802,29,3.701585054397583,2.0262611042254415,0,0,2001,,,,,,,,,,
Mike Mussina,NYY,17,11,0,34,34,228.2,8.42274033743321,1.6530611877205366,0.7871719941526364,0.2893481717011129,0.73181818,,,,3.1486879766105456,,2.917941497017448,,6.9215989112854,Mike Mussina,837,119608,5.0952381,0.23542354,0.04620462,0.18921892,0.2340672074159907,1.0670553698513516,71.79678892720268,66.20673301438221,,0.2307464795930975,,24,4,3,,,909,202,87,80,20,42,2,4,6,0,214,3.91361403465271,-12.88515567779541,16.798768997192383,35.30139923095703,3.4671645164489746,0.9441232085227966,0.9480618238449096,0.8730529546737671,0.9444133043289183,30,4.276155471801758,-0.1309189186446042,0,0,2001,,,,,,,,,,
Greg Maddux,ATL,17,11,0,34,34,233.0,6.682402995856748,1.0429183866366023,0.772532138249335,0.2857142857142857,0.74336283,,,,3.051501946084873,,3.117806352776162,,6.261125087738037,Greg Maddux,104,118120,6.40740741,0.18662352,0.02912621,0.1574973,0.2463605823068309,1.0600857674865876,71.06534016656157,71.44487431198824,,-0.0663044066912887,,24,3,3,,,927,220,86,79,20,27,10,7,2,0,173,3.2269139289855957,-13.11509609222412,16.342010498046875,28.82539939880371,3.0120997428894043,0.9365597367286682,0.924163579940796,0.8723765015602112,1.1242516040802002,31,3.0616211891174316,0.3838759878773432,0,0,2001,,,,,,,,,,
Matt Morris,STL,22,8,0,34,34,216.1,7.696455724380295,2.2465330222515454,0.540832023875372,0.3183229813664596,0.74587706,,,,3.161787216502175,,3.0491368293762213,,6.100847244262695,Matt Morris,1172,119403,3.42592593,0.20352035,0.05940594,0.14411441,0.2589073634204275,1.257318893111976,73.80781276051033,68.99404963231106,,0.1126503871259538,,24,2,1,,,909,218,86,76,13,54,3,13,5,1,185,3.403491973876953,-13.131999969482422,16.535491943359375,27.983200073242188,3.005350351333618,0.9835782051086426,0.9017912745475768,0.872988224029541,1.0037312507629397,32,2.7811930179595947,0.6791235651035845,0,0,2001,,,,,,,,,,
Javier Vazquez,MON,16,11,0,32,32,223.2,8.369596854188298,1.77049164223214,0.9657227139448036,0.2794830371567043,0.72243346,,,,3.4202679452211795,,3.2145615535241734,,6.097588539123535,Javier Vazquez,801,134320,4.72727273,0.23162584,0.04899777,0.18262806,0.2314923619271445,1.0774961762069335,75.00242530576851,71.13655640223274,,0.2057063916970061,,19,5,3,,,898,197,92,85,24,44,4,3,3,1,208,2.9054300785064697,-12.677769660949709,15.583200454711914,27.770299911499023,2.8206863403320312,0.9203895926475524,0.905119240283966,0.8741312623023987,0.9600370526313782,27,3.2720136642456055,-0.1152742772335941,0,0,2001,,,,,,,,,,
Andy Pettitte,NYY,15,10,0,31,31,200.2,7.355482100450996,1.838870525112749,0.6279070085750851,0.3317535545023696,0.66825776,,,,3.9916945545130407,,3.024219884591495,,5.790872573852539,Andy Pettitte,840,120485,4.0,0.19114219,0.04778555,0.14335664,0.2762022194821208,1.3205980735904566,91.01913353152965,68.57849842226906,,0.9674746699215456,,19,2,0,,,858,224,103,89,14,41,3,6,2,2,164,-0.3892039060592651,-15.758912086486816,15.369708061218262,2.658200263977051,0.2866632044315338,1.027459740638733,0.8725599646568298,0.8721548318862915,1.1044551134109497,29,0.6837459206581116,-1.0625480193343204,0,0,2001,,,,,,,,,,
Mark Mulder,OAK,21,8,0,34,34,229.1,6.004360598283825,2.0014535327612752,0.627906990670204,0.282051282051282,0.71890145,,,,3.4534884486861217,,3.3543693942853476,,5.65852165222168,Mark Mulder,932,150426,3.0,0.16504854,0.05501618,0.11003236,0.2456946039035591,1.1555232814416947,78.76224174672194,76.14673669989438,,0.099119054400774,,22,6,4,,,927,214,92,88,16,51,4,5,4,0,153,3.0329761505126953,-13.959327697753906,16.9923038482666,31.82900047302246,3.2045154571533203,0.9856000542640686,0.9413329362869264,0.8741176724433899,1.0856071710586548,28,3.86710262298584,-0.7898136786610865,0,0,2001,,,,,,,,,,
Roger Clemens,NYY,20,3,0,33,33,220.1,8.700453456101712,2.9409983513583255,0.7760967871640025,0.3054187192118227,0.73610023,,,,3.512859141900222,,3.285142869917321,,5.648586750030518,Roger Clemens,815,112388,2.95833333,0.23202614,0.07843137,0.15359477,0.2437574316290131,1.25718602365163,80.10066675882636,74.40139548388652,,0.2277162719829011,,21,0,0,,,918,205,94,86,19,72,1,5,14,0,213,2.293990135192871,-14.75611972808838,17.05010986328125,24.528799057006836,2.4043121337890625,0.9819785356521606,0.8940811157226562,0.8779818415641785,1.0246847867965698,33,2.4200806617736816,-0.0839907658073046,0,0,2001,,,,,,,,,,
Pedro Martínez,BOS,7,3,0,18,18,116.2,12.574285166090386,1.9285713444923904,0.3857142688984781,0.3073929961089494,0.75925926,,,,2.3914284671705643,,1.609136892155236,,5.53420877456665,Pedro Martinez,200,118377,6.52,0.35745614,0.05482456,0.30263158,0.1976470588235294,0.9342856735540914,52.50160160027967,38.07257552413185,,0.7822915750153283,,13,1,0,,,456,84,33,31,5,25,0,6,4,0,163,3.327754020690918,-5.58239221572876,8.91014575958252,32.14139938354492,3.1788172721862793,0.9948623180389404,0.9663709998130798,0.8707555532455444,1.3883764743804932,17,3.531327247619629,-0.1863879928586858,0,0,2001,,,,,,,,,,
Freddy Garcia,SEA,18,6,0,34,34,238.2,6.146647913700553,2.6019552518118907,0.603351942449134,0.2548746518105849,0.73822825,,,,3.054469208648741,,3.484891010033929,,5.335499286651611,Freddy Garcia,1077,150119,2.36231884,0.16786818,0.07106076,0.09680742,0.221850613154961,1.122905004002555,70.90517288575778,80.3373224205135,,-0.4304218013851879,,24,4,3,,,971,199,88,81,16,69,6,5,3,1,163,2.8461382389068604,-14.535307884216309,17.381446838378906,32.841697692871094,3.3440656661987305,0.9833425879478456,0.926348090171814,0.8693588376045227,1.5272200107574463,30,3.672048330307007,-0.7776977003332606,0,0,2001,,,,,,,,,,
John Burkett,ATL,12,12,0,34,34,219.1,7.67325192375522,2.8723402923147883,0.69756835670502,0.2733118971061093,0.75250836,,,,3.036474023304205,,3.3910821022708384,,5.135560035705566,John Burkett,179,111734,2.67142857,0.20731707,0.07760532,0.12971175,0.2263922518159806,1.1717324684522232,70.71536023429404,77.79401957228202,,-0.3546080789666335,,22,1,1,,,902,187,83,74,17,70,13,6,5,1,187,2.045409917831421,-13.633567810058594,15.678977966308594,23.929800033569336,2.3346264362335205,0.9622628688812256,0.9129833579063416,0.876800000667572,1.0240848064422607,33,3.1973564624786377,-1.0717315589535588,0,0,2001,,,,,,,,,,
Tim Hudson,OAK,18,9,0,35,35,235.0,6.931914893617021,2.7191489361702126,0.7659574468085106,0.2792022792022792,0.72830189,,,,3.370212765957447,,3.598072999588987,,5.105966091156006,Tim Hudson,921,218596,2.54929577,0.18469388,0.07244898,0.1122449,0.2392026578073089,1.221276595744681,76.86300868074932,81.59971100496013,,-0.22786023363154,,25,3,0,,,980,216,100,88,20,71,5,6,9,1,181,2.8200981616973877,-14.964519500732422,17.78462028503418,18.54199981689453,1.9320670366287231,0.9967769980430604,0.9385362863540648,0.8768742680549622,1.0900750160217283,32,2.4222846031188965,0.4069321296447952,0,0,2001,,,,,,,,,,
Barry Zito,OAK,17,8,0,35,35,214.1,8.608087908858462,3.3592538180911067,0.755832109070499,0.2832764505119454,0.73471009,,,,3.485225836269523,,3.529696750575366,,4.822361946105957,Barry Zito,944,217096,2.5625,0.22727273,0.0886918,0.13858093,0.2274412855377008,1.2317263999667392,79.48606284251981,80.06976265444843,,-0.0444709143058421,,24,3,2,,,902,184,92,83,18,80,0,13,6,1,205,1.305098295211792,-13.935369491577148,15.24046802520752,23.58799934387207,2.3152194023132324,0.953317642211914,0.8723388314247131,0.8766857385635376,1.4082499742507937,32,2.626504898071289,-1.2574981395435998,0,0,2001,,,,,,,,,,
Brad Penny,FLA,10,10,0,31,31,205.0,6.760975106515644,2.3707315308561347,0.6585365363489264,0.2786069651741293,0.68161435,,,,3.687804603553987,,3.390600218594183,,4.634068012237549,Brad Penny,535,207267,2.85185185,0.18487395,0.06482593,0.12004802,0.2370466321243523,1.1560974749236708,88.16960688327052,79.17469015388804,,0.2972043849598047,,18,1,1,,,833,183,92,84,15,54,3,7,2,0,154,0.609579861164093,-14.722490310668944,15.332070350646973,11.2839994430542,1.1956971883773804,1.0084943771362305,0.9782230854034424,0.8669225573539734,1.1080065965652466,30,2.1471056938171387,-1.5426602204620117,0,0,2001,,,,,,,,,,
Darryl Kile,STL,16,11,0,34,34,227.1,7.0865108981324045,2.5733140132883032,0.870967819882195,0.3033873343151693,0.80893119,,,,3.087976815945964,,3.735353899586435,,4.522169589996338,Darryl Kile,1163,117046,2.75384615,0.18723849,0.06799163,0.11924686,0.2590909090909091,1.288856420330723,72.0848049010321,84.7420123542806,,-0.6473770836404711,,22,2,1,,,956,228,83,78,22,65,3,11,6,1,179,3.5487239360809326,-14.382142066955566,17.930866241455078,39.57099914550781,3.924501419067383,1.019827365875244,0.91139817237854,0.8778588175773621,0.8516625165939331,32,2.231232166290283,1.2484978888404883,0,0,2001,,,,,,,,,,
Brad Radke,MIN,15,11,0,33,33,226.0,5.455752580744149,1.03539829999524,0.9557522769186833,0.2922437673130194,0.69924179,,,,3.942478142289568,,3.6951545721082937,,4.47991943359375,Brad Radke,748,120878,5.26923077,0.14907508,0.02829162,0.12078346,0.2661381653454133,1.1548673346100755,85.99303170413175,85.09676759544725,,0.2473235701812743,,20,6,2,,,919,235,105,99,24,26,0,10,4,1,137,1.2679758071899414,-15.254486083984377,16.522459030151367,17.720600128173828,1.6325641870498655,0.9426001906394958,0.902774214744568,0.871515154838562,1.011125922203064,27,2.136685371398926,-0.7914959477370249,0,0,2001,,,,,,,,,,
Jon Lieber,CHC,20,6,0,34,34,232.1,5.733142162813209,1.5882353288874431,0.96843617615088,0.2727272727272727,0.71129707,,,,3.7962698105114496,,3.7937566448166753,,4.445493221282959,Jon Lieber,287,117758,3.6097561,0.15448852,0.04279749,0.11169102,0.2483516483516483,1.1492109290323775,88.7536374828129,86.22448609702353,,0.0025131656947743,,22,5,1,,,958,226,104,98,25,41,4,7,4,1,148,1.82745623588562,-15.296735763549805,17.124191284179688,15.674599647521973,1.5119714736938477,0.9882904291152954,0.9458551406860352,0.878247082233429,1.2979516983032229,29,2.418471336364746,-0.5693628333900336,0,0,2001,,,,,,,,,,
Russ Ortiz,SFG,17,9,0,33,33,218.2,6.9557925211326666,3.745426742148359,0.5350609631640513,0.2727272727272727,0.72363356,,,,3.2926828502403156,,3.524746574410933,,4.413471221923828,Russ Ortiz,1124,133460,1.85714286,0.18551043,0.09989023,0.0856202,0.2280487804878049,1.2713414338427884,78.80775780038535,83.6812086440788,,-0.2320637241706173,,21,1,1,,,911,187,90,80,13,91,3,0,8,1,169,2.414039850234986,-14.888352394104004,17.302391052246094,24.68280029296875,2.610851526260376,1.0450944900512695,0.936672031879425,0.8634485006332397,1.4490687847137451,32,3.0483646392822266,-0.7384875198300334,0,0,2001,,,,,,,,,,
Chan Ho Park,LAD,15,11,0,36,35,234.0,8.384614837867225,3.499999771770264,0.8846153269309458,0.2543720190779014,0.7486631,,,,3.499999771770264,,3.886743612363977,,4.290173053741455,Chan Ho Park,1267,120221,2.3956044,0.22222222,0.09276249,0.12945974,0.2103448275862069,1.1709400945849235,85.1903953161508,88.56944118432602,,-0.3867438405937125,,26,2,1,,,981,183,98,91,23,91,1,20,3,3,218,2.5766980051994324,-15.682289898395538,18.258987426757812,19.857599020004272,2.0052811801433563,1.0353556005727678,0.985212335901812,0.8855778028567632,1.416617684504565,34,1.4673090279102323,1.0213992031303687,0,1,2001,,,,,,,,,,
Terry Adams,LAD,12,8,0,43,22,166.1,7.629258750327154,2.9218437767210377,0.4869739627868396,0.3253493013972056,0.67005545,,,,4.32865744699413,,3.0852089747678386,,4.277433156967163,Terry Adams,946,110067,2.61111111,0.19915254,0.07627119,0.12288136,0.2642089093701997,1.358717476417602,105.81027449911444,70.16647542018498,,1.2434484722262915,,13,0,0,,,708,172,84,80,9,54,1,3,7,2,141,0.4553740248084068,-13.366906642913818,13.822280168533323,1.7379999160766602,0.2455646097660064,1.0922150197165723,1.0471770555474038,0.9922325417052869,1.2315151691436768,33,0.3402121067047119,0.0767149787024961,7,4,2001,,,,,,,,,,
Roy Oswalt,HOU,14,3,0,28,20,141.2,9.148235951016485,1.5247059918360806,0.8258824122445436,0.2912371134020619,0.78374456,,,,2.7317649020396444,,2.8444309323241543,,4.233634650707245,Roy Oswalt,571,400061,6.0,0.25043478,0.04173913,0.20869565,0.2311926605504587,1.0588236054417226,60.47994771704326,63.690075302179615,,-0.1126660302845099,,14,3,1,,,575,126,48,43,13,24,2,6,0,0,144,2.133910059928894,-7.721049726009369,9.854959845542908,32.52680015563965,2.9938451051712036,0.8762956304871357,0.8490883043023194,0.8561357259750366,1.2787333329518635,21,2.8309575021266937,-0.3958089224828054,2,1,2001,,,,,,,,,,
Roy Halladay,TOR,5,3,0,17,16,105.1,8.202532505801976,2.136076173385931,0.2563291408063117,0.3061889250814332,0.69023569,,,,3.161392736611178,,2.337111438247577,,4.015764966607094,Roy Halladay,1303,136880,3.84,0.22222222,0.05787037,0.16435185,0.2389162561576354,1.1582279695692603,68.89619324401836,52.940891536216235,,0.824281298363601,,13,1,1,,,432,97,41,37,3,25,0,1,4,1,96,1.8758719228208065,-6.048703946173191,7.9245762303471565,16.39639902114868,1.558862566947937,0.9544283392136556,0.9313118463262504,0.8524235451922697,1.361562540754676,16,1.8058814108371737,0.1595588907011478,0,0,2001,,,,,,,,,,
Jeff Weaver,DET,13,16,0,33,33,229.1,5.965116014475445,2.6686045327916466,0.7456395018094306,0.2950819672131147,0.69214876,,,,4.081395167798989,,3.8732646997971703,,3.97184681892395,Jeff Weaver,503,213711,2.23529412,0.15431472,0.06903553,0.08527919,0.2602436323366556,1.321220871627237,94.30687375961584,89.87883153547804,,0.2081304680018183,,21,5,0,,,985,235,116,104,19,68,4,14,3,0,152,0.717100203037262,-15.715929985046388,16.433029174804688,11.26240062713623,1.068922758102417,0.9323355555534364,0.8607998490333557,0.8730303049087524,1.0422500371932983,28,1.335029363632202,-0.5658854660667062,0,0,2001,,,,,,,,,,
Mark Buehrle,CHW,16,8,0,32,32,221.1,5.123493740426777,1.9518071392102003,0.9759035696051004,0.2415316642120765,0.73669202,,,,3.2936745474172135,,4.0792572639593825,,3.955044031143189,Mark Buehrle,225,279824,2.625,0.14237288,0.05423729,0.08813559,0.226779252110977,1.066265011235202,72.70897890053675,89.26469497882171,,-0.7855827165421689,,20,4,2,,,885,188,89,81,24,48,2,8,1,5,126,2.5075299739837646,-13.632634162902832,16.14016342163086,38.434200286865234,3.680054187774658,0.9363473653793336,0.9066685438156128,0.8797937631607056,1.2672785520553589,28,3.8472893238067623,-1.1692981565352951,0,0,2001,,,,,,,,,,
Kerry Wood,CHC,12,6,0,28,28,174.1,11.202677191088505,4.749522127097431,0.8260038481908575,0.2740740740740741,0.7696031,,,,3.3556406332753586,,3.5080278561489195,,3.918822050094605,Kerry Wood,304,134268,2.35869565,0.29324324,0.12432432,0.16891892,0.1990595611285266,1.2562141857902624,78.45209301606347,79.65647855710148,,-0.152387222873561,,20,1,1,,,740,127,70,65,16,92,3,10,9,0,217,1.8172520399093628,-12.780821800231934,14.598073959350586,16.719200134277344,1.777950644493103,1.100927710533142,1.0026077032089231,0.8706428408622742,1.5216444730758667,27,1.621574640274048,0.0290805503645172,0,0,2001,,,,,,,,,,
Bartolo Colon,CLE,14,12,0,34,34,222.1,8.136431970243027,3.643178494138669,1.0524737871956154,0.3089171974522293,0.74746009,,,,4.088455865644506,,4.00266008957054,,3.868232727050781,Bartolo Colon,375,112526,2.23333333,0.21224921,0.09503696,0.11721225,0.2573099415204678,1.394302880472824,91.1315959103641,89.96252990328236,,0.085795776073966,,19,1,0,,,947,220,106,101,26,90,2,2,4,1,201,1.8664519786834717,-15.737775802612305,17.60422706604004,24.243000030517575,2.2664875984191895,1.001611590385437,0.9123347997665404,0.8741176724433899,1.026957631111145,33,0.7865375280380249,1.0769113343750285,0,0,2001,,,,,,,,,,
Al Leiter,NYM,11,11,0,29,29,187.1,6.822064797839485,2.2099646528212418,0.8647687771909207,0.2846975088967972,0.72485207,,,,3.3149469792318627,,3.5829447165311104,,3.8213953971862793,Al Leiter,883,117652,3.08695652,0.18393782,0.05958549,0.12435233,0.2465373961218836,1.1957296672269522,79.25787255017073,83.45162723141497,,-0.2679977372992477,,23,0,0,,,772,178,81,69,18,46,3,4,5,2,142,1.269868016242981,-12.970842361450195,14.240710258483888,7.688399791717529,0.9654857516288756,1.0014985799789429,0.9410895705223083,0.8671172261238098,0.9622827768325806,29,0.4058175683021545,0.8621502966844146,0,0,2001,,,,,,,,,,
Doug Davis,TEX,11,10,0,30,30,186.0,5.564516585525725,3.338709951315435,0.6774194104118274,0.328548644338118,0.6938326,,,,4.45161326842058,,3.952362709925324,,3.5660617351531982,Doug Davis,1244,150277,1.66666667,0.13888889,0.08333333,0.05555556,0.291005291005291,1.5537635683255406,94.6451600442834,86.68084806011866,,0.4992505584952562,,17,1,0,,,828,220,103,92,14,69,1,3,7,2,115,-0.5085338950157166,-15.678494453430176,15.169961929321287,1.912099838256836,0.219704270362854,1.043401837348938,0.8879496455192566,0.8673333525657654,1.3930069208145142,29,-0.2522065341472626,-0.2351741439506339,0,0,2001,,,,,,,,,,
Tony Armas,MON,9,14,0,34,34,196.2,8.05423707983406,4.1644066719596555,0.8237287922557561,0.2913669064748201,0.70367475,,,,4.02711853991703,,3.98981477114977,,3.5545084476470947,Tony Armas,761,150393,1.93406593,0.20681551,0.10693302,0.09988249,0.24,1.3779660660574686,88.30994013484236,88.5235833414814,,0.0373037687672601,,16,0,0,,,851,180,101,88,18,91,6,10,9,1,176,0.8053140640258789,-15.157095909118652,15.962409973144531,7.6782002449035645,0.7013047933578491,1.0412579774856567,0.9613178968429564,0.8715882301330566,0.9353529214859008,34,0.4687813818454742,0.3046235585617862,0,0,2001,,,,,,,,,,
Kevin Appier,NYM,11,10,0,33,33,206.2,7.49032294933309,2.7870969113797543,0.9580645632867906,0.2727272727272727,0.7460733,,,,3.5709679177053104,,3.915265904266804,,3.401609182357788,Kevin Appier,3,110293,2.6875,0.20093458,0.07476636,0.12616822,0.2329472329472329,1.1854839293195136,85.37913935740204,91.285244801313,,-0.3442979865614939,,22,1,1,,,856,181,89,82,22,64,4,15,12,0,172,1.1227362155914309,-14.606679916381836,15.729415893554688,7.314600467681885,0.7930831909179688,1.019627809524536,0.98092919588089,0.8686060905456543,1.2468750476837158,32,0.5411126613616943,0.5600109104982915,0,0,2001,,,,,,,,,,
Randy Wolf,PHI,10,11,0,28,25,163.0,8.392638036809815,2.815950920245399,0.8282208588957055,0.2960526315789473,0.72105263,,,,3.6993865030674846,,3.5031245594375706,,3.3693897128105164,Randy Wolf,976,150116,2.98039216,0.22222222,0.0745614,0.14766082,0.2407704654895666,1.2331288343558282,86.57602767951258,81.03902661560508,,0.196261943629914,,13,4,2,,,684,150,74,67,15,51,4,10,1,0,152,0.4547380022704601,-10.811877926811576,11.266616258770227,4.501000881195068,0.3476809561252594,0.9345715424908704,0.8391383247086283,0.7989143117197922,1.1452608782312144,23,1.0450214445590973,-0.5584476708076861,0,0,2001,,,,,,,,,,
Octavio Dotel,HOU,7,5,2,61,4,105.0,12.428571428571429,4.0285714285714285,0.4285714285714285,0.309623430962343,0.76859504,,,,2.657142857142857,,2.306279686519078,,3.3321620374917984,Octavio Dotel,555,136734,3.08510638,0.33105023,0.10730594,0.22374429,0.2030848329048843,1.2,58.827851897770216,51.45650460698538,,0.350863170623779,,1,0,0,,,438,79,35,31,5,47,2,2,4,0,145,1.8569819629192352,-7.8554099798202515,9.712392330169678,24.564600229263306,2.2492763847112656,1.1615957727557735,1.1711385940250598,1.2331015907350134,1.4961658221919365,41,2.231030076742172,-0.6323827620108822,24,8,2001,,,,,,,,,,
Rick Reed,- - -,12,12,0,32,32,202.1,6.316308926036033,1.378912512021951,1.245469365697246,0.2914012738853503,0.71703561,,,,4.04777543851605,,3.978296514896389,,3.2915078699588776,Rick Reed,750,120999,4.58064516,0.17026379,0.03717026,0.13309353,0.2644110275689223,1.1960459781695776,93.14089851385938,92.10206747148466,,0.0694789236196613,,22,3,1,,,834,211,98,91,28,31,3,5,3,0,142,0.1062678694725036,-13.501837730407717,13.60810661315918,4.419999599456787,0.6105638742446899,0.8976758107906435,0.8725349118835047,0.8756375014781952,0.9678276037347728,29,1.0073935389518738,-0.8890124171759551,0,0,2001,,,,,,,,,,
Mariano Rivera,NYY,4,6,50,71,0,80.2,9.260329994622223,1.338842890788755,0.5578512044953147,0.2679425837320574,0.74626866,,,,2.3429750588803215,,2.2805418365160097,,3.2311015129089355,Mariano Rivera,844,121250,6.91666667,0.26774194,0.03870968,0.22903226,0.2053872053872054,0.9049586206257326,53.42481916712868,51.98218087086348,,0.0624332223643118,,0,0,0,,,310,61,24,21,5,12,2,1,1,0,83,3.225879907608032,-8.7951021194458,12.020981788635254,19.951000213623047,1.948255181312561,2.0085301399230957,2.0702695846557617,2.0244648456573486,2.5536398887634277,5,2.0735621452331543,-0.4674722770813388,40,10,2001,,,,,,,,,,
Pedro Astacio,- - -,8,14,0,26,26,169.2,7.63850647550073,2.8644399283127737,1.166994044868167,0.318,0.67679558,,,,5.09233765033382,,4.2220247835619045,,3.201582372188568,Pedro Astacio,862,110359,2.66666667,0.19645293,0.07366985,0.12278308,0.2717717717717717,1.385068689616259,99.083388493577,87.85713294024399,,0.8703128667719158,,15,4,1,,,733,181,101,96,22,54,3,13,2,0,144,-0.7770941704511642,-11.745630025863647,10.968536138534546,-0.5913996696472168,0.0850562155246734,0.8565973828288274,0.7800566058480338,0.875400002186115,0.890545438636433,22,0.3992293179035187,-1.3064165052900694,0,0,2001,,,,,,,,,,
Steve Sparks,DET,14,9,0,35,33,232.0,4.499999907510036,2.4827585696607093,0.8534482583208689,0.2868217054263566,0.72033898,,,,3.646551649189167,,4.1870678404707125,,3.156780238263309,Steve Sparks,499,122562,1.8125,0.11812627,0.06517312,0.05295316,0.2675438596491228,1.3275861796102404,84.25914960433913,97.07006219917876,,-0.5405161912815455,,20,8,1,,,982,244,110,94,22,64,1,6,8,2,116,2.075619992800057,-16.741323649766855,18.816943642683327,14.005200266838074,1.340660721063614,1.0216856383423252,0.9745392067173172,0.8288342828729323,1.5621280670166016,25,1.2369318157434464,0.7946324099881883,0,0,2001,,,,,,,,,,
Glendon Rusch,NYM,8,12,0,33,33,179.0,7.843574750371773,2.162010988884527,1.1564244824266077,0.3471223021582734,0.70573139,,,,4.625697929706431,,3.814499892624749,,3.1537890434265137,Glendon Rusch,707,121556,3.62790698,0.19872611,0.05477707,0.14394904,0.2938775510204082,1.4469272509588955,110.59693541560492,88.90994515633352,,0.8111980370816818,,14,1,0,,,785,216,101,92,23,43,2,7,3,2,156,-1.744215965270996,-15.033557891845703,13.289341926574709,-17.034400939941406,-1.8182777166366575,0.9925760626792908,0.9436412453651428,0.8724242448806763,1.1769750118255615,32,-1.7535827159881592,-0.0036790504932737,0,0,2001,,,,,,,,,,
Joe Mays,MIN,17,13,0,34,34,233.2,4.7375177285466705,2.465049875016154,0.9629101074281852,0.2432432432432432,0.78242678,,,,3.1583451523644475,,4.27310256592938,,3.078782320022583,Joe Mays,740,150222,1.921875,0.12852665,0.06687565,0.06165099,0.2308558558558558,1.1512125284363637,68.88958290131175,98.23311661112616,,-1.114757413564933,,20,4,2,,,957,205,87,82,25,64,2,5,11,0,123,2.7721259593963623,-14.492708206176758,17.264833450317383,41.917999267578125,4.015418529510498,0.9328089356422424,0.8808244466781616,0.87147057056427,1.0502533912658691,30,3.0541274547576904,-0.0823227759273539,0,0,2001,,,,,,,,,,
Todd Ritchie,PIT,11,15,0,33,33,207.1,5.382637184131996,2.2572349481843856,0.998392380927709,0.2760646108663729,0.6391926,,,,4.4710615319806095,,4.148815393876307,,3.06143569946289,Todd Ritchie,253,121234,2.38461538,0.13979707,0.05862458,0.08117249,0.2548309178743961,1.2684888704540456,102.31581638338002,94.95049578807657,,0.3222461381043029,,16,4,2,,,887,211,118,103,23,52,7,7,7,0,124,-0.0808520168066024,-14.01927375793457,13.93842601776123,-8.328399658203125,-0.8848424553871155,0.8818671107292175,0.8416851162910461,0.8724242448806763,0.9703516960144044,29,0.2679365873336792,-0.3596193542981324,0,0,2001,,,,,,,,,,
Hideo Nomo,BOS,13,10,0,33,33,198.0,10.0,4.363636363636363,1.181818181818182,0.2876984126984127,0.70633562,,,,4.5,,4.033985314224706,,3.0379879474639893,Hideo Nomo,666,119827,2.29166667,0.25912839,0.1130742,0.14605418,0.228,1.3484848484848484,98.79334065165992,93.75736617720676,,0.4660146857752938,,16,2,2,,,849,171,105,99,26,96,2,3,6,0,220,0.1673220545053482,-15.338966369628906,15.506287574768066,6.576200485229492,0.6415007710456848,0.9979304671287536,0.9069880247116088,0.8619333505630493,1.2546581029891968,31,0.5842326879501343,-0.4165636368320064,0,0,2001,,,,,,,,,,
Jason Schmidt,- - -,13,7,0,25,25,150.1,8.501108935070128,3.6518848242202666,0.7782705363092371,0.2990430622009569,0.69755059,,,,4.070953574540625,,3.641154587765299,,3.019110202789306,Jason Schmidt,1131,121834,2.32786885,0.22152886,0.09516381,0.12636506,0.2408376963350785,1.323725100218275,94.73154694007096,84.38557930996794,,0.4297989867753262,,15,1,0,,,641,138,75,68,13,61,3,7,8,1,142,0.3437378406524658,-11.178865909576416,11.52260398864746,7.467399954795837,0.7769979685544968,1.0048530830277338,0.9097338941789442,0.866392011642456,1.145916650692622,24,1.1362974643707275,-0.7942197552425976,0,0,2001,,,,,,,,,,
