Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Ken Griffey Jr.,327,115135,CF,SEA,9.719396599950802,,9.7,43.444528418744085,33.471192717552185,2.5953788589686155,,,,,146.16154624235597,0.4225527008947654,,,,,1.019987613,0.627522935,0.392464678,0.302752293,0.324770642,0.290726817,140,638,545,125,140,49,77,342,165,88,26,2,16,78,13,104,0.163009404,0.122257053,,,2.659433603286743,-0.9336260011401444,,,,,32.0,,,,,,,
Alex Rodriguez,1274,121347,SS,SEA,9.245578576626018,,9.41,56.02802228080006,15.825123310089111,1.0195066685555505,,,,,158.5813349482689,0.4427250429765502,,,,,1.044922644,0.63061564,0.414307004,0.357737104,0.272878536,0.382478632,146,677,601,141,123,36,91,379,215,124,54,1,15,59,1,104,0.153618906,0.087149187,,,3.789060354232788,-0.5476420968817841,,,,,8.0,,,,,,,
Barry Bonds,1109,111188,LF,SFG,9.169184902715044,,9.65,72.14951199831798,3.5013904571533203,4.646528771787416,,,,,179.07702151093673,0.4458062249560688,,,,,1.07582778,0.61508704,0.46074074,0.30754352,0.30754352,0.288888888,158,675,517,122,129,42,72,318,159,87,27,3,40,151,30,76,0.112592592,0.223703703,,,7.680527687072754,-0.3244200568690329,,,,,10.0,,,,,,,
Chuck Knoblauch,609,117197,2B,MIN,8.11583140797348,,8.65,46.26654334890407,12.52286684513092,2.4589924990432337,,,,,145.0556192217467,0.4221335143494091,,,,,0.965232564,0.517301038,0.447931526,0.340830449,0.176470589,0.370221327,153,701,578,140,72,13,62,299,197,135,35,14,45,98,6,74,0.10556348,0.139800285,,,3.154223918914795,-0.9666928930289248,,,,,11.0,,,,,,,
Jeff Bagwell,547,110432,1B,HOU,7.748120201607879,,7.49,67.51150108469697,-7.807955741882324,0.8330223730881698,,,,,173.33104968214425,0.4332900040480541,,,,,1.021048404,0.570422535,0.450625869,0.315140845,0.25528169,0.344988344,162,719,568,111,120,31,81,324,179,98,48,2,21,135,20,114,0.158553546,0.187760778,,,7.055089950561523,0.0767322964623833,,,,,2.0,,,,,,,
Bernard Gilkey,1004706,114792,LF,NYM,7.593036958300408,,8.06,42.400064550516966,16.355607986450195,-0.8202314287191257,,,,,152.09727487217458,0.4054483259771197,,,,,0.95546431,0.562171628,0.393292682,0.31698774,0.245183888,0.356132075,153,656,571,108,117,30,77,321,181,104,44,3,17,73,7,125,0.19054878,0.111280487,,,5.217408657073975,0.5004217258845296,,,,,23.0,,,,,,,
Ken Caminiti,1001863,111908,3B,SDP,7.544745812375211,,7.6,55.658532236317406,4.310698866844177,-0.2104968238272704,,,,,169.13554249825984,0.4263248141747195,,,,,1.02840263,0.62087912,0.40752351,0.326007326,0.294871794,0.330935251,146,639,546,109,130,40,79,339,178,99,37,2,11,78,16,99,0.154929577,0.122065727,,,6.071837902069092,0.1605222743015941,,,,,3.0,,,,,,,
Jim Thome,409,123272,3B,CLE,7.43359218941563,,7.52,54.533939149140885,0.2071288824081421,-0.7002268961514346,,,,,162.61360260583402,0.4499371414351615,,,,,1.061566722,0.611881188,0.449685534,0.310891089,0.300990099,0.362804878,151,636,505,122,116,38,71,309,157,86,28,5,2,123,8,141,0.221698113,0.193396226,,,4.442393779754639,-0.5688276953891389,,,,,-1.0,,,,,,,
Mark McGwire,1008559,118743,1B,OAK,7.349047038808806,,6.44,68.39261930651782,-11.092132568359377,-0.1611113661783747,,,,,190.19210902836144,0.4887233987114483,,,,,1.197649737,0.730496453,0.467153284,0.312056737,0.418439716,0.307692307,130,548,423,104,113,52,73,309,132,59,21,0,0,116,16,112,0.204379562,0.211678832,,,5.331468105316162,-0.0471251679495212,,,,,-3.0,,,,,,,
Ellis Burks,372,111736,LF,COL,7.231721941377927,,7.92,47.56729386448908,7.118330955505371,3.5218749482301064,,,,,150.84418412077795,0.4427159558324253,,,,,1.04710261,0.639477977,0.407624633,0.344208809,0.295269168,0.370932754,156,685,613,142,128,40,93,392,211,118,45,8,32,61,2,114,0.166423357,0.089051094,,,4.217452049255371,0.0058309603791846,,,,,12.0,,,,,,,
Brady Anderson,364,110229,CF,BAL,6.9285561139829355,,6.92,52.871110929988525,-5.0567052364349365,0.4271373606170527,,,,,155.0372669888088,0.4343130059102002,,,,,1.033781469,0.637305699,0.39647577,0.297063903,0.340241796,0.285714285,149,687,579,117,110,50,92,369,172,80,37,5,21,76,1,106,0.154294032,0.110625909,,,3.5022475719451904,-0.6555230546599864,,,,,-7.0,,,,,,,
Barry Larkin,335,117501,SS,CIN,6.841014549975122,,7.19,47.507168436419335,5.674875736236572,2.5188935084152035,,,,,156.73654804416327,0.4169147769228006,,,,,0.976619498,0.566731141,0.409888357,0.29787234,0.268858801,0.275626423,152,627,517,117,89,33,69,293,154,85,32,4,36,96,3,52,0.082934609,0.153110047,,,3.535564422607422,-1.1280482523155633,,,,,-2.0,,,,,,,
Mike Piazza,893,120536,C,LAD,6.593658004597584,,5.39,50.18340298937717,0.6122770309448242,-1.5369835536112078,,,,,164.81320713869957,0.4162049095161625,,,,,0.984624387,0.563071297,0.42155309,0.336380255,0.226691042,0.352380952,148,631,547,87,105,36,52,308,184,132,16,0,0,81,21,93,0.147385103,0.12836767,,,7.2421793937683105,1.235508014002046,,,,,-8.0,,,,,,,
Gary Sheffield,114,122111,RF,FLA,6.509774434579158,,5.93,71.86246783362452,-22.90329074859619,-1.0646094128023833,,,,,185.17874735207383,0.4560683680341599,,,,,1.089565491,0.624277456,0.465288035,0.31406551,0.310211946,0.290167865,161,677,519,118,120,42,76,324,163,87,33,1,16,142,19,66,0.097488921,0.209748892,,,6.76155424118042,-2.2738793026027864,,,,,-16.0,,,,,,,
Lance Johnson,1006482,116603,CF,NYM,6.388922959553938,,7.17,24.917957208833617,19.32566785812378,4.411614391952753,,,,,122.39653104861094,0.3614641621102792,,,,,0.841469366,0.47947214,0.361997226,0.332844574,0.146627566,0.341692789,160,724,682,117,69,9,61,327,227,166,31,21,50,33,8,40,0.055248618,0.04558011,,,2.416271924972534,-0.33778991922299,,,,,17.0,,,,,,,
Chipper Jones Jr.,97,116706,3B,ATL,6.34083322159325,,6.21,40.52300128046076,5.070984840393066,2.1519656106247567,,,,,143.78258465612222,0.3987919781249383,,,,,0.923163917,0.530100334,0.393063583,0.309364548,0.220735786,0.318275154,157,693,598,114,110,30,67,317,185,118,32,5,14,87,0,88,0.126984126,0.125541125,,,4.529833793640137,-0.2218037097518586,,,,,2.0,,,,,,,
Mo Vaughn,899,123678,1B,BOS,6.236479176106335,,5.6,47.13431958152394,-9.598422050476074,0.1848632714827545,,,,,145.01225119082648,0.4224538720971403,,,,,1.00288993,0.582677165,0.420212765,0.325984251,0.256692914,0.366292134,161,752,635,118,143,44,74,370,207,133,29,1,2,95,19,154,0.204787234,0.126329787,,,3.768363714218139,0.149436378453573,,,,,1.0,,,,,,,
Frank Thomas,255,123245,1B,CHW,6.115345844634445,,5.55,60.325107734721485,-19.449931144714355,-0.4489991668378934,,,,,167.51369783532192,0.4514064087530965,,,,,1.085353908,0.626185958,0.45916795,0.34914611,0.277039848,0.338823529,141,649,527,110,134,40,66,330,184,118,26,0,1,109,26,70,0.107858243,0.167950693,,,4.212111949920654,-1.4273169120337568,,,,,-11.0,,,,,,,
Edgar Martinez,1086,118365,1B,SEA,5.941542319191236,,6.52,54.701089343080085,-15.698558807373049,-0.94566619314719,,,,,163.28030987313414,0.4503571639298626,,,,,1.058912777,0.59519038,0.463722397,0.326653306,0.268537074,0.348600508,139,634,499,121,103,26,80,297,163,83,52,2,3,123,12,84,0.132492113,0.194006309,,,5.62260627746582,-0.141426771124399,,,,,-1.0,,,,,,,
Scott Brosius,1001477,111515,3B,OAK,5.80489889645816,,5.31,21.809939967307795,19.625513553619385,0.3595869193668477,,,,,130.93017998796867,0.3924695949361781,,,,,0.909140711,0.51635514,0.392785571,0.303738317,0.212616823,0.331288343,114,500,428,73,71,22,47,221,130,83,25,0,7,59,4,85,0.17,0.118,,,1.5248438119888306,-0.0491774905080104,,,,,19.0,,,,,,,
Ivan Rodriguez,1275,121358,C,TEX,5.6385001165368624,,6.13,-0.4425417463931893,32.74231719970703,0.8475712971994653,,,,,98.64213935381972,0.3497238443136918,,,,,0.814219297,0.472613458,0.341605839,0.300469483,0.172143975,0.304042179,153,685,639,116,86,19,69,302,192,123,47,3,5,38,7,55,0.08029197,0.055474452,,,0.4284038543701172,0.19179586074343,,,,,25.0,,,,,,,
