Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,BB/K,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Mel Ott,1009904,120117.0,3B,NYG,8.627908471757545,,8.86,64.10098627428812,6.493827134370804,-0.3297423450276255,,,,,178.14196616160635,0.4592451788828923,,,,,1.024081155,0.582542694,0.441538461,0.311195445,0.271347249,0.288288288,150,652,527,116,116,36,65,307,164,99,23,6,2,118,,47.0,0.072085889,0.180981595,2.510638297,,,,,,,,,6.0,,,,,,,,0.0
Arky Vaughan,1013377,123671.0,SS,PIT,8.492808391801734,,8.85,41.381108021864485,27.074073791503903,2.034099285956472,,,,,147.86711497614772,0.4114056626648586,,,,,0.876389535,0.44362292,0.432766615,0.321626617,0.121996303,0.325536062,148,650,541,88,68,7,47,240,174,127,35,5,14,104,,21.0,0.032307692,0.16,4.952380952,,,,,,,,,18.0,,,,,,,,0.0
Jimmie Foxx,1004285,114367.0,1B,BOS,8.21245001730282,,7.42,72.57457289040593,-12.438271522521973,-1.5451567471027374,,,,,170.9267696591533,0.5084819282181778,,,,,1.166413082,0.704424778,0.461988304,0.348672566,0.355752212,0.334851936,149,685,565,139,175,50,92,398,197,105,33,9,5,119,,76.0,0.110948905,0.173722627,1.565789473,,,,,,,,,-6.0,,,,,,,,0.0
Hank Greenberg,1004996,115096.0,1B,DET,7.741144742994456,,6.54,60.53415268211265,-5.697530746459961,-1.5579212475568056,,,,,159.76624619287244,0.4887345622246947,,,,,1.121506334,0.683453237,0.438053097,0.314748201,0.368705036,0.288177339,155,681,556,144,146,58,85,380,175,90,23,4,7,119,,92.0,0.135095447,0.174743024,1.29347826,,,,,,,,,1.0,,,,,,,,0.0
Joe Cronin,1002796,112854.0,SS,BOS,6.6332331115354615,,6.12,30.80307567861432,13.765432357788086,-1.5020400765351951,,,,,133.24289169469623,0.4378595164599129,,,,,0.963964071,0.535849056,0.428115015,0.324528301,0.211320755,0.342163355,143,637,530,98,94,17,73,284,172,99,51,5,7,91,,60.0,0.094191522,0.142857142,1.516666666,,,,,,,,,5.0,,,,,,,,0.0
Johnny Mize,1009014,119207.0,1B,STL,6.5765941516191795,,6.41,57.640680816677566,-7.04938268661499,-0.5916829872876406,,,,,175.61117978983276,0.4596020143803313,,,,,1.035939253,0.613935969,0.422003284,0.337099811,0.276836158,0.332603938,149,609,531,85,102,27,77,326,179,102,34,16,0,74,,47.0,0.077175697,0.121510673,1.574468085,,,,,,,,,-1.0,,,,,,,,0.0
Harlond Clift,1002352,112404.0,3B,SLB,6.008313024056309,,6.34,32.5059949811047,4.759259223937988,-0.9579212386161088,,,,,133.33633073136707,0.4402938351783578,,,,,0.97744258,0.554307116,0.423135464,0.290262172,0.264044944,0.279445727,149,658,534,119,118,34,66,296,155,89,25,7,10,118,,67.0,0.101823708,0.179331306,1.761194029,,,,,,,,,2.0,,,,,,,,0.0
Joe DiMaggio,1003311,113376.0,OF,NYY,5.913354578095262,,5.67,35.964534283475814,0.209876537322998,0.1626812471076846,,,,,135.55727703305368,0.4302917358550158,,,,,0.967331916,0.58096828,0.386363636,0.323873121,0.257095159,0.296703296,145,660,599,129,140,32,77,348,194,117,32,13,6,59,,21.0,0.031818181,0.089393939,2.809523809,,,,,,,,,2.0,,,,,,,,0.0
Stan Hack,1005183,115283.0,3B,CHC,5.740182225153983,,5.79,33.5588607466192,4.814814805984497,2.4110893979668617,,,,,134.8374574868146,0.3944247270885266,,,,,0.842950805,0.4318555,0.411095305,0.320197044,0.111658456,0.33745583,152,707,609,109,67,4,49,263,195,146,34,11,16,94,,39.0,0.055162659,0.132956152,2.41025641,,,,,,,,,2.0,,,,,,,,0.0
Ival Goodman,1004857,114950.0,OF,CIN,5.671522200698593,,6.23,37.27906004876875,1.8641977310180664,0.0510496818460524,,,,,145.42905552749156,0.4044222583373387,,,,,0.901375232,0.533450704,0.367924528,0.292253521,0.241197183,0.27926078,145,648,568,103,92,30,67,303,166,99,27,10,3,53,,51.0,0.078703703,0.081790123,1.039215686,,,,,,,,,8.0,,,,,,,,0.0
Bill Dickey,1003271,113340.0,C,NYY,5.4840850119583076,,5.04,33.006607555735826,3.8888888359069824,0.0707724480889737,,,,,140.58111475884394,0.4397067842959459,,,,,0.980711316,0.568281938,0.412429378,0.31277533,0.255506608,0.283950617,132,532,454,84,115,27,58,258,142,84,27,4,3,75,,22.0,0.041353383,0.140977443,3.409090909,,,,,,,,,0.0,,,,,,,,0.0
Buddy Myer,1009415,119613.0,2B,WAS,5.209620154597044,,5.26,28.032705002239386,5.734567880630493,-1.1349113476462662,,,,,135.8035926517987,0.4296078757153168,,,,,0.918391532,0.464530892,0.45386064,0.336384439,0.128146453,0.353383458,127,534,437,79,71,6,36,203,147,111,22,8,9,93,,32.0,0.059925093,0.174157303,2.90625,,,,,,,,,2.0,,,,,,,,0.0
Charlie Gehringer,1004596,114682.0,2B,DET,5.195200643394546,,5.06,26.03343411736075,1.6913580894470217,1.5786021193489432,,,,,123.2993159598277,0.4203928017268216,,,,,0.91073301,0.485915492,0.424817518,0.306338028,0.179577464,0.292220113,152,688,568,133,107,20,57,276,174,117,32,5,14,113,,21.0,0.030523255,0.164244186,5.38095238,,,,,,,,,-3.0,,,,,,,,0.0
Ernie Lombardi,1007718,117880.0,C,CIN,5.157570217192394,,4.78,34.18824962469159,3.7962961196899414,-0.5160790500231087,,,,,151.87604559909113,0.4144377435763526,,,,,0.914821729,0.523517382,0.391304347,0.341513292,0.18200409,0.324561403,129,529,489,60,95,19,50,256,167,117,30,1,0,40,,14.0,0.026465028,0.075614366,2.857142857,,,,,,,,,0.0,,,,,,,,0.0
Earl Averill Sr.,1000378,110396.0,OF,CLE,5.087108631967499,,5.42,31.15209564933135,-0.0185184478759765,-0.519112944137305,,,,,136.61411179221005,0.4376482160057701,,,,,0.96459833,0.535269709,0.429328621,0.329875518,0.205394191,0.345238095,134,567,482,101,93,14,56,258,159,103,27,15,5,81,,48.0,0.084656084,0.142857142,1.6875,,,,,,,,,2.0,,,,,,,,0.0
Rudy York,1014354,124678.0,C,DET,5.069851143495295,,4.42,29.61257397720484,1.932098627090454,-1.2632317850366237,,,,,136.3354071059901,0.4448234136057499,,,,,0.995350748,0.578833693,0.416517055,0.298056155,0.280777538,0.29494382,135,557,463,85,127,33,62,268,138,76,27,2,1,92,,74.0,0.132854578,0.165170556,1.243243243,,,,,,,,,-1.0,,,,,,,,0.0
