Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Bob Rush,1011307,121558,CHC,5.272278308868408,,5.45,3.5,,3.274298555015499,,,,0.13555787,0.07612096,0.05943691,234.0,33,33,,,,,0.7307692307692307,0.2517006802721088,0.72900158,,0,0.2307692307692307,1.1837606837606838,85.57758567899698,78.56456648988566,,,,,,130,73,2,19,,14,3,91
Billy Pierce,1010326,120562,CHW,5.106597423553467,,6.95,1.969205493786323,,2.830228048809632,,,,0.18779904,0.07655502,0.11124402,205.2,33,26,,,,,0.7001619533462482,0.2449664429530201,0.86640852,,1,0.2106631989596879,1.0988652878906395,49.69400680632358,72.95889492182178,,,,,,157,64,3,16,,16,6,45
Robin Roberts,1011046,121283,PHI,5.098887920379639,,4.27,3.275409836065574,,3.6076599113276746,,,,0.12738854,0.04219745,0.08519108,305.0,41,38,,,,,1.2098360655737703,0.251,0.72513812,,3,0.2431307243963363,1.1311475409836065,82.82577817754756,89.68186117184814,,,,,,160,53,2,41,,26,1,111
Frank Sullivan,1012691,122945,BOS,4.724144458770752,,4.59,2.9076923076923076,,3.7029310336479777,,,,0.11727273,0.09090909,0.02636364,260.0,35,35,,,,,0.7961538461538461,0.2505910165484633,0.76771654,,0,0.2354709418837675,1.2884615384615383,68.18176317928857,88.25682903249343,,,,,,129,100,2,23,,16,3,84
Willard Nixon,1009610,119815,BOS,4.627620220184326,,2.14,4.0673076923076925,,3.349084879801824,,,,0.10520487,0.09413068,0.0110742,208.0,31,31,,,,,0.4326923076923077,0.2774647887323944,0.68683274,,0,0.2539877300613496,1.4038461538461535,95.37329968531438,79.95957742866466,,,,,,95,85,3,10,,7,3,94
Don Newcombe,1009529,119733,BRO,4.581046104431152,,2.94,3.1968611391417854,,3.5922812257321253,,,,0.15164369,0.04029692,0.11134677,233.2,34,31,,,,,1.3480739743368977,0.2575757575757575,0.74528302,,0,0.245575221238938,1.1126959788177566,76.4041205481128,84.3937801674905,,,,,,143,38,1,35,,17,1,83
Frank Lary,1007364,117519,DET,4.490231037139893,,2.85,3.102127659574468,,3.300230542649614,,,,0.09829488,0.0892678,0.00902708,235.0,36,31,,,,,0.3829787234042553,0.2795969773299748,0.72523962,,1,0.2572062084257206,1.3659574468085107,78.27215414353313,84.80690847550272,,,,,,98,89,6,10,,16,2,81
Billy Hoeft,1005893,116015,DET,4.43013858795166,,5.03,2.9863636363636363,,3.2274065581235023,,,,0.14679912,0.08278146,0.06401766,220.0,32,29,,,,,0.6954545454545454,0.2507374631268436,0.78772803,,0,0.2258454106280193,1.190909090909091,75.35122358767175,82.9694308576551,,,,,,133,75,3,17,,17,7,73
Mike Garcia,1004505,114586,CLE,4.41786527633667,,2.89,4.015822106113802,,3.118315522278433,,,,0.13422819,0.06263982,0.07158837,210.2,38,31,,,,,0.7262657000418579,0.3051575931232091,0.70889894,,3,0.2754491017964072,1.3575947072677863,101.82082267303778,80.60838792368067,,,,,,120,56,3,17,,6,2,94
Herb Score,1011671,121923,CLE,4.386789321899414,,5.63,2.8504403291200497,,3.287670631727177,,,,0.25051125,0.15746421,0.09304704,227.1,33,32,,,,,0.7126100822800124,0.25,0.79221682,,0,0.1919805589307412,1.372434232539283,72.272668365849,84.90237209735729,,,,,,245,154,1,18,,11,2,72
Joe Nuxhall,1009665,119872,CIN,4.178561687469482,,4.29,3.46692607003891,,3.839132769655161,,,,0.09236569,0.07351555,0.01885014,257.0,50,33,,,,,0.8754863813229572,0.2514619883040935,0.74652778,,3,0.2453987730061349,1.2373540856031129,82.41547013269648,89.81057423178441,,,,,,98,78,5,25,,14,5,99
Johnny Antonelli,1000277,110287,NYG,3.945502758026123,,4.08,3.3271959707972667,,3.6643498394453218,,,,0.14503043,0.0831643,0.06186613,235.1,38,34,,,,,0.9178471643578668,0.2506887052341597,0.73097212,,1,0.2306830907054871,1.2237962191438223,82.75740912493937,89.62318146605051,,,,,,143,82,11,24,,14,2,87
Early Wynn,1014309,124633,CLE,3.939960479736328,,6.13,2.8173913043478263,,3.4639678229456363,,,,0.12655602,0.08298755,0.04356847,230.0,32,31,,,,,0.7434782608695653,0.254054054054054,0.77448747,,0,0.2349602724177071,1.2478260869565216,71.43471319703653,89.37237215475045,,,,,,122,80,3,19,,16,6,72
Art Fowler,1004268,114349,CIN,3.794586181640625,,3.04,3.9004808722049695,,3.639583488862361,,,,0.10841984,0.07266436,0.03575548,207.2,46,28,,,,,0.8667735271566599,0.2583454281567489,0.70940171,,2,0.2465753424657534,1.256821614377157,92.72189782309223,85.06690578921058,,,,,,94,63,1,20,,8,3,90
Harvey Haddix,1005184,115289,STL,3.782731533050537,,1.44,4.456730769230769,,3.579854110571054,,,,0.16891892,0.06981982,0.0990991,208.0,37,30,,,,,1.1682692307692308,0.2934782608695652,0.70146819,,1,0.2630937880633374,1.3365384615384617,109.35496820279936,86.33928634864421,,,,,,150,62,5,27,,9,2,103
Bob Friend,1004355,114442,PIT,3.752310991287231,,5.98,2.8302833649032912,,3.3666519329490976,,,,0.12054121,0.06396064,0.05658057,200.1,44,20,,,,,0.8086523899723689,0.2488335925349922,0.73500967,,2,0.2345191040843214,1.1480867265039805,70.08403197556007,81.85220700196379,,,,,,98,52,2,18,,9,2,63
Johnny Podres,1010406,120637,BRO,3.634421825408935,,1.04,3.953975778933424,,3.309738453540551,,,,0.16666667,0.08333333,0.08333333,159.1,27,24,,,,,0.8472805240571623,0.2935222672064777,0.705,,0,0.2568218298555377,1.3619249905215127,94.4989566043672,77.64108397990498,,,,,,114,57,4,15,,5,2,70
Warren Spahn,1012299,122557,MIL,3.3083248138427734,,3.88,3.2605151312610743,,3.613905699177273,,,,0.10731707,0.06341463,0.04390244,245.2,39,32,,,,,0.9158750368710884,0.2721749696233292,0.77224199,,1,0.2599164926931106,1.2781544959000966,87.35392989012378,95.18425719218696,,,,,,110,65,2,25,,16,1,89
Dick Donovan,1003395,113462,CHW,3.2642219066619873,,2.41,3.320855614973262,,3.4271391784443574,,,,0.11369509,0.0620155,0.05167959,187.0,29,24,,,,,0.8181818181818182,0.273462783171521,0.75046904,,0,0.2572614107883817,1.2513368983957218,83.8036568829551,88.0222825837176,,,,,,88,48,3,17,,11,5,69
Bob Lemon,1007517,117671,CLE,3.258207321166992,,2.77,3.875394974663787,,3.589136043981625,,,,0.110011,0.08140814,0.02860286,211.1,35,31,,,,,0.7239748853767515,0.2819074333800841,0.71010249,,2,0.2626506024096385,1.3817037028105323,98.26030488314689,92.54600158893332,,,,,,100,74,5,17,,5,0,91
Ned Garver,1004556,114640,DET,3.1672723293304443,,1.02,3.979768171842339,,3.7686044502363782,,,,0.08366935,0.06754032,0.01612903,230.2,33,32,,,,,0.8193640353793051,0.2818627450980392,0.70844687,,0,0.2728260869565217,1.3786125039715291,100.41657274823469,96.62480854750332,,,,,,83,67,5,21,,16,1,102
Vern Law,1007410,117552,PIT,3.0713541507720947,,3.97,3.8122916823975377,,3.7088469726468904,,,,0.09479769,0.07052023,0.02427746,200.2,43,24,,,,,0.8521593172418025,0.2877492877492877,0.72152886,,1,0.2752179327521793,1.4053153652759551,94.40071460068808,90.3257077126877,,,,,,82,61,1,19,,8,1,85
Willard Schmidt,1011589,121839,STL,3.040152072906494,,3.99,2.7763488520667083,,3.1318115833509377,,,,0.16475096,0.1091954,0.05555556,129.2,20,15,,,,,0.4858610491116739,0.2222222222222222,0.78304598,,0,0.1926406926406926,1.125963701115943,68.12337476917773,75.3456502385333,,,,,,86,57,3,7,,8,1,40
Whitey Ford,1004227,114299,NYY,2.996803045272827,,3.76,2.625492404161835,,3.6613509471783616,,,,0.13339825,0.11002921,0.02336904,253.2,39,33,,,,,0.7095925416653609,0.2222222222222222,0.79927007,,2,0.2059145673603505,1.1865964168959646,70.16093020682881,99.46919979947214,,,,,,137,113,1,20,,18,5,74
Bob Porterfield,1010445,120687,WAS,2.8769452571868896,,1.17,4.449438202247191,,3.5031471097067506,,,,0.0961039,0.07012987,0.02597403,178.0,30,27,,,,,0.7078651685393258,0.292332268370607,0.64267352,,0,0.2759103641456583,1.4101123595505618,113.55712291458588,90.9601084206069,,,,,,74,54,2,14,,8,2,88
Saul Rogovin,1011143,121395,- - -,2.8204962611198425,,1.55,3.8125,,3.1877600934770376,,,,0.10455312,0.07419899,0.03035413,144.0,26,23,,,,,0.5,0.2746331236897275,0.67894131,,0,0.2541133455210237,1.2708333333333333,100.1942903766036,83.55935376222685,,,,,,62,44,2,8,,6,2,61
Jim Wilson,1014089,124404,BAL,2.7352852821350098,,3.49,3.4419268663420004,,3.651601962162573,,,,0.09687185,0.08779011,0.00908174,235.1,34,31,,,,,0.6501417414201556,0.2325285895806861,0.6998503,,0,0.2222222222222222,1.2195469267162395,92.8297149454506,100.12683057138064,,,,,,96,87,4,17,,14,4,90
