Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Dennis Leonard,1007531,117687,KCR,7.946804791688919,,5.56,3.044419240214467,,2.7619610184312964,,,,0.20573356,0.06661046,0.1391231,292.2,38,37,,,,,7.503417117296262,2.4293850502721503,3.08860759,0.5535307709480849,0.2724014336917563,0.70175439,,1,0.2238398544131028,1.1104783985069604,73.89855526631466,69.26577953901214,,,,3.8692281370749697,0.3928147971492404,244,79,8,18,24,21,5,99
Steve Rogers,1011138,121390,MON,7.025413990020752,,4.67,3.1027622216822355,,2.9170485349451214,,,,0.16680162,0.06558704,0.10121458,301.2,40,40,,,,,6.1458559391013505,2.4165744226563564,2.54320988,0.4773480341049593,0.2761596548004315,0.70321812,,0,0.2367275892080069,1.1701656669378515,80.51117967752806,76.30066905648837,,,,1.7381279468536377,-0.8270631479169619,206,81,5,16,24,17,4,104
Nolan Ryan Jr.,1011348,121597,CAL,6.567615032196045,,7.83,2.769230769230769,,3.115969443560444,,,,0.26808176,0.16037736,0.1077044,299.0,37,37,,,,,10.264214046822742,6.1404682274247495,1.67156863,0.3612040133779264,0.263456090651558,0.76357179,,0,0.1869688385269121,1.3444816053511706,71.29829242554553,79.23580739541131,,,,3.118246078491211,-0.9034616746743044,341,204,9,12,27,22,4,92
Rick Reuschel,1010852,121089,CHC,6.452653743559495,,9.45,2.7857143489681957,,3.0316938224743466,,,,0.16116505,0.07184466,0.08932039,252.0,39,37,,,,,5.928571563188725,2.6428572028672632,2.24324324,0.4642857248280326,0.2849740932642487,0.77603812,,1,0.2450052576235541,1.2182539959162908,64.86977844176889,72.59814204175531,,,,5.454028099775314,1.041735344455903,166,74,5,13,24,8,4,78
Tom Seaver,1011708,121961,- - -,6.24984073638916,,7.88,2.58290821353578,,2.9408491485519046,,,,0.19010669,0.06401552,0.12609117,261.1,33,33,,,,,6.750000131373505,2.2729592279114863,2.96969697,0.6543367474290643,0.24,0.78439597,,0,0.2062176165803108,1.0140306319807135,67.02762232024163,75.47055741041603,,,,4.7652939558029175,-0.1427068759281589,196,66,0,19,22,19,7,75
Dave Goltz,1004818,114906,MIN,6.049983978271484,,5.54,3.3564356435643563,,3.4179110089544418,,,,0.14832536,0.07256778,0.07575758,303.0,39,39,,,,,5.524752475247524,2.702970297029703,2.04395604,0.6831683168316832,0.2741596638655462,0.71925754,,0,0.2446167097329888,1.2376237623762376,80.89481630705963,83.58136052906605,,,,3.321390151977539,0.1255366191327986,186,91,2,23,25,19,2,113
Phil Niekro,1009583,119786,ATL,5.932373600546271,,8.94,4.032290748201576,,3.737033973286783,,,,0.18347339,0.11484594,0.06862745,330.1,44,43,,,,,7.138244432627115,4.4682140723314765,1.59756098,0.7083754017110877,0.2985537190082644,0.71238349,,0,0.250796178343949,1.4500505017932095,94.86866014996096,88.24604748070648,,,,-0.1313199996948242,-1.2102060393243308,262,164,8,26,23,20,2,148
Frank Tanana,1012818,123084,CAL,5.761101722717285,,8.27,2.5359116556559957,,2.970087225941278,,,,0.21068859,0.0626927,0.14799589,241.1,31,31,,,,,7.645027785433517,2.2748619263972905,3.36065574,0.7085635508450577,0.2692307692307692,0.81649151,,0,0.2233333333333333,1.0856353819965212,65.29111722983436,75.5309873687835,,,,2.0188639163970947,-1.0114133309800628,205,61,12,19,22,20,7,68
Ron Guidry,1005124,115228,NYY,5.69288843870163,,4.79,2.819620248909811,,2.733296186719887,,,,0.20705882,0.07647059,0.13058824,210.2,31,25,,,,,7.518987330426163,2.776898729986935,2.70769231,0.5126582270745111,0.271356783919598,0.75157516,,1,0.221656050955414,1.1344936691741496,71.39817592427973,67.85960575851946,,,,3.491650223731994,-0.3048654202091168,176,65,0,12,17,9,5,66
Jim Palmer,1009973,120196,BAL,5.546535015106201,,7.34,2.905955834850363,,3.46531567985294,,,,0.15208826,0.07801418,0.07407407,319.0,39,39,,,,,5.445140544913787,2.793103181069766,1.94949495,0.6771159226835797,0.251578947368421,0.78153289,,0,0.2253641816623821,1.134796129682666,76.6326733658755,88.30016014045178,,,,4.376577854156494,0.0837502081255605,193,99,3,24,25,22,3,103
Gaylord Perry,1010210,120438,TEX,5.224381446838379,,2.96,3.365546218487395,,3.1666144507271903,,,,0.17951318,0.05679513,0.12271805,238.0,34,34,,,,,6.69327731092437,2.1176470588235294,3.16071429,0.7941176470588235,0.2998624484181568,0.70953437,,0,0.2583783783783784,1.2394957983193278,82.66306445203759,79.29403991473163,,,,2.4717860221862793,0.8586849661114879,177,56,5,21,18,13,4,89
Burt Hooton,1006005,116131,LAD,5.16089316830039,,5.46,2.6194028657644304,,3.029087785018476,,,,0.17056856,0.06688963,0.10367893,223.1,32,31,,,,,6.165671360953198,2.417910337628705,2.55,0.5641790787800312,0.2548725637181409,0.76077397,,1,0.2206235011990407,1.0925372636692667,68.58745553266768,76.68594243731802,,,,3.537922292947769,-0.1662555441306001,153,60,3,14,24,6,2,65
Bruce Sutter,1012743,123004,CHC,5.157516002655029,,6.53,1.3416152564994817,,1.610713535791614,,,,0.31386861,0.05596107,0.25790754,107.1,62,0,,,,,10.816773005527072,1.928571931218005,5.60869565,0.419254767656088,0.2529644268774703,0.8372093,,31,0.1782945736434108,0.8571430805413356,31.241639859971126,38.51826992703992,,,,5.1791582107543945,-0.6730784486617534,129,23,1,5,0,0,0,16
Steve Carlton,1001964,112008,PHI,5.102059364318848,,5.92,2.639575971731449,,3.473025354311239,,,,0.17444934,0.0784141,0.09603524,283.0,36,36,,,,,6.296819787985866,2.8303886925795054,2.2247191,0.7950530035335689,0.2490842490842491,0.77700348,,0,0.2197696737044145,1.1236749116607774,66.62995360453449,87.37689938393426,,,,3.1240999698638916,-0.228064879606876,198,89,4,25,27,17,2,83
Tommy John,1006515,116550,LAD,5.062603950500488,,4.4,2.7776097464190035,,3.0512049053304535,,,,0.13576159,0.05518764,0.08057395,220.1,31,31,,,,,5.024205864846138,2.042360107661032,2.46,0.4901664258386476,0.2966573816155989,0.75038285,,0,0.2637749120750293,1.2481089546817417,72.73000555186486,77.24673570672749,,,,3.717329978942871,1.0345220545022058,123,50,3,12,23,11,3,68
J.R. Richard,1010913,121145,HOU,4.970701694488525,,4.91,2.966292134831461,,3.1799905876988332,,,,0.1959707,0.0952381,0.1007326,267.0,36,36,,,,,7.213483146067416,3.50561797752809,2.05769231,0.6067415730337079,0.2566137566137566,0.76341128,,0,0.2145748987854251,1.1835205992509363,82.18633376558199,85.31714892118111,,,,1.892780065536499,-0.0216741696916598,214,104,0,18,26,13,3,88
Vida Blue,1001094,111119,OAK,4.893794536590576,,3.57,3.82955913810354,,3.6176616477145584,,,,0.13260135,0.07263514,0.05996622,279.2,38,38,,,,,5.052443568758452,2.7675805535874325,1.8255814,0.7401668922384994,0.2846237731733915,0.68772137,,0,0.2588878760255241,1.3230036238079457,98.42365863340642,88.52189111056326,,,,0.4426181316375732,0.4255490654157006,157,86,1,23,23,16,1,119
Bert Blyleven,1001098,111126,TEX,4.865503311157227,,5.8,2.723011304616683,,3.2664521016118946,,,,0.19465241,0.07379679,0.12085562,234.2,30,30,,,,,6.980113485073751,2.646306760824664,2.63768116,0.7670454379201924,0.2450532724505327,0.76855895,,0,0.2107101280558789,1.065340886000267,66.88140478971671,81.7908480931915,,,,2.011742115020752,-1.8731775816892828,182,69,7,20,20,15,5,71
Dennis Eckersley,1003660,113726,CLE,4.640010356903076,,5.07,3.5296494505170446,,3.5628408318985763,,,,0.18986083,0.05367793,0.1361829,247.1,33,33,,,,,6.950134485038717,1.9649594879167056,3.53703704,1.1280322986188491,0.2531120331950207,0.75561313,,0,0.2264550264550264,1.083557906917031,87.0939757561979,86.11056901602757,,,,4.031550407409668,1.2217804318028709,191,54,7,31,17,12,3,97
Jerry Koosman,1007103,117255,NYM,4.63077974319458,,2.94,3.494117568652937,,3.143925365989184,,,,0.20425532,0.08617021,0.11808511,226.2,32,32,,,,,7.623529240697317,3.2161763984191807,2.37037037,0.6749999848534083,0.2755417956656347,0.69476971,,0,0.2280701754385964,1.217647031500266,93.48687035763828,81.96307666100331,,,,-1.8551682233810425,-3.102656519208592,192,81,4,17,21,6,1,88
Mike Flanagan,1004133,114216,BAL,4.390253871679306,,3.03,3.63829782066328,,3.329532375456576,,,,0.15297741,0.07186858,0.08110883,235.0,36,33,,,,,5.706382897671881,2.6808510257518905,2.12857143,0.6510638205397449,0.296195652173913,0.7309322,,1,0.2605321507760532,1.297872321990995,95.945191305023,84.84428294947384,,,,2.5356061458587646,1.57543599314215,149,70,2,17,20,15,2,95
Doug Rau,1010717,120944,LAD,4.346431732177734,,3.09,3.433281333674824,,3.2466772938112913,,,,0.140625,0.0546875,0.0859375,212.1,32,32,,,,,5.340659852383059,2.0769232759267453,2.57142857,0.6357928395694118,0.31,0.7518797,,0,0.2758620689655172,1.323391021622257,89.89836343323955,82.20305905575258,,,,1.4687319993972778,1.2389512177763513,126,49,6,15,18,4,2,81
Rich Gossage,1004894,114989,PIT,4.1692585945129395,,6.01,1.624059964051215,,2.4974415460000263,,,,0.28871893,0.09369025,0.19502868,133.0,72,0,,,,,10.218043940488894,3.3157890932712304,3.08163265,0.6090224865192055,0.2211538461538461,0.87628866,,26,0.1652542372881356,0.9548871084930756,41.020795750014486,63.07451896933125,,,,5.570839881896973,0.0136874090735705,151,49,2,9,0,0,0,24
Wayne Garland,1004538,114622,CLE,4.13446044921875,,4.07,3.5978770995318503,,3.916108975099819,,,,0.09966216,0.07432432,0.02533784,282.2,38,38,,,,,3.7570752012810473,2.8018865907858657,1.34090909,0.7323112680463059,0.2707240293809024,0.71133412,,0,0.2568555758683729,1.3054244343434147,88.77749059032043,94.63904866314046,,,,-1.2115079164505005,-2.728033572001754,118,88,2,23,21,21,1,113
Bill Bonham,1001165,111196,CHC,4.075957298278809,,3.73,4.360248653826442,,3.585869149288681,,,,0.14644809,0.08961749,0.0568306,214.2,34,34,,,,,5.61801268858407,3.437888361670849,1.63414634,0.6288820173788138,0.2819383259911894,0.66789668,,0,0.2493975903614458,1.3462733557220532,101.53530789311074,85.88912464296567,,,,0.2997798919677734,-0.8852178730673061,134,82,3,15,17,1,0,104
Jerry Reuss,1010853,121090,PIT,3.9026787281036377,,0.69,4.110576923076923,,3.3918891760019156,,,,0.12975391,0.07941834,0.05033557,208.0,33,33,,,,,5.019230769230769,3.0721153846153846,1.63380282,0.4759615384615384,0.3092485549132948,0.67111736,,0,0.2747252747252747,1.4230769230769231,103.82568384706762,85.70671377668894,,,,-1.3755918741226196,-1.3180669270705996,116,71,4,11,18,8,2,95
Jim Bibby,1000945,110973,CLE,3.830338597297669,,2.46,3.527419544742467,,3.5606237116018797,,,,0.1609589,0.08333333,0.07762557,206.2,37,30,,,,,6.1403229112183695,3.1790324292123473,1.93150685,0.7403226205015055,0.2808112324492979,0.69544365,,2,0.246558197747184,1.306451683237951,87.03895290982399,86.05704405010722,,,,-0.4496719278395176,-0.7846958237166647,141,73,4,17,15,9,2,81
Don Sutton,1012745,123006,LAD,3.791115045547486,,4.46,3.183079124230143,,3.632633887135475,,,,0.15321757,0.07048008,0.08273749,240.1,33,33,,,,,5.617198454523781,2.5839112890809393,2.17391304,0.8613037630269798,0.2506811989100817,0.75364668,,0,0.2282249173098125,1.1484050173693063,83.34697222161918,91.98922727147657,,,,0.7105920910835266,-1.0588699621538329,150,69,3,23,21,9,3,85
Paul Splittorff,1012346,122602,KCR,3.747199296951294,,3.05,3.694323144104803,,3.6114054675706098,,,,0.10102041,0.08469388,0.01632653,229.0,37,37,,,,,3.890829694323144,3.2620087336244543,1.19277108,0.4323144104803493,0.2955414012738853,0.7165707,,0,0.2715083798882681,1.4235807860262009,89.67396455457366,90.53739376669108,,,,0.3674100935459137,-0.008007038885908,99,83,2,11,18,6,2,94
