fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO
,1.94,4.1300192409542875,,4.631885897615764,4.511526827251807,,0.12890095,0.06648575,0.0624152,174.1,28,28,,,,0.440207972,1.2390057722862864,0.2601769911504424,0.72478992,0.113744075,0,0.25,1.2619503236249212,99.96233841170223,110.83248767725986,4.635413445206929,,,-0.8360440731048584,-0.3835773920439311,95,49,4,24,18,0,0
,2.01,2.0406979912355543,,3.7177056929947985,4.518728267770972,,0.14473684,0.0745614,0.07017544,57.1,57,0,,,,0.38150289,0.6279070742263244,0.2427745664739884,0.80479452,0.056338028,34,0.219047619047619,1.0988373798960678,45.64466445732224,81.79314337295301,4.275839075680647,,,2.72078800201416,0.6350625943877004,33,17,1,4,0,0,0
,0.37,5.119480113677573,,4.874576473618918,4.760011345477871,,0.16021127,0.08802817,0.0721831,128.1,24,22,,,,0.392156862,1.262337562276662,0.2997481108312342,0.70195627,0.113207547,1,0.2707509881422925,1.4571427416403442,114.50834615820122,107.02721382261002,4.564182185192107,,,-1.0363001227378843,0.1055334534212488,91,50,12,18,10,0,0
,-0.5,5.775773593375758,,4.365392083409166,4.872958219729029,,0.07890223,0.07890223,0.0,129.1,23,23,,,,0.546218487,0.5567010692410369,0.3242105263157894,0.61523438,0.06504065,0,0.3062381852551984,1.6082475333629955,132.7732800039374,102.2620820102492,4.939164547524242,,,-0.9051460474729538,0.7355865484089888,46,46,8,8,8,1,0
,1.68,4.689473818083223,,4.456873312358052,4.367211743591156,,0.14444444,0.06851852,0.07592593,126.2,24,22,,,,0.416464891,1.2078947713244663,0.2857142857142857,0.71524966,0.111842105,0,0.2654690618762475,1.342105301471629,108.49711372654228,104.76821083182192,4.49014436484509,,,-0.0076060220599174,0.1850735926557148,78,37,2,17,14,0,0
,2.87,2.03773565838966,,3.69927638553988,4.159054396549786,,0.20949721,0.10614525,0.10335196,88.1,64,5,,,,0.419913419,0.6113206975168979,0.2274678111587982,0.84566596,0.069767441,2,0.1878980891719745,1.098113104798872,50.14439770846134,89.92202572769484,3.904525254747858,,,1.253926157951355,-0.7412660201726988,75,38,6,6,2,0,0
,1.16,3.5719843032486502,,4.163999995221653,5.04744041128718,,0.19407008,0.13746631,0.05660377,85.2,26,13,,,,0.357446808,0.5252918093012721,0.2638297872340425,0.75630252,0.049019607,0,0.2147435897435897,1.3774318555011136,82.4029284275694,95.11321890549311,4.790958461738029,,,1.4956459999084473,1.1869855039142176,72,51,8,5,6,0,0
,1.02,2.0769238692066576,,2.535415596595107,3.3040358294853247,,0.24571429,0.06857143,0.17714286,43.1,47,0,,,,0.406779661,0.4153847738413315,0.2649572649572649,0.76388889,0.046511627,0,0.2037037037037037,1.0384619346033288,48.61725766685101,60.42788094018432,2.9180106525486265,,,0.7779902815818787,-0.1640325730902593,43,12,1,2,0,0,0
,1.03,4.488997165112987,,4.7510823604666355,4.462647447522039,,0.13043478,0.05043478,0.08,136.1,25,24,,,,0.456953642,1.3202932838567607,0.2785388127853881,0.71153846,0.125,0,0.2664165103189493,1.2542786196639226,100.53777056346168,107.6054402402001,4.378675027241888,,,-0.4400280620393459,-0.4326511174717444,75,29,13,20,12,2,0
,2.02,2.154255537708317,,3.1157758566414744,3.685197392344853,,0.27459016,0.08196721,0.19262295,62.2,65,0,,,,0.344827586,0.7180851792361056,0.2244897959183673,0.85714286,0.06849315,3,0.1735159817351598,0.9255320087932029,52.04728820330593,74.260635940635,2.867652951314947,,,2.1674039363861084,-0.1810836326440448,67,20,5,5,0,0,0
,2.86,1.7376240905202904,,3.198249021514638,3.2775663517260667,,0.23616236,0.08856089,0.14760148,67.1,69,0,,,,0.5,0.6683169578924194,0.2485875706214689,0.88059701,0.098039215,39,0.1991869918699187,1.0841586205810358,40.73663759319312,73.88656138684786,3.08508953654181,,,3.3680760860443115,1.24301536806434,64,24,1,5,0,0,0
,1.44,3.327014819504945,,3.233301346814157,3.1832310166539473,,0.24161074,0.08053691,0.16107383,70.1,68,0,,,,0.568527918,0.7677726506549872,0.3264248704663212,0.73059361,0.111111111,21,0.2546125461254612,1.322275120572478,74.33162629687722,74.86414845685238,2.8060454516328015,,,0.1092540547251701,-0.0712139846590656,72,24,3,6,0,0,0
,2.67,2.004950873677258,,3.747754075781739,4.342211505002142,,0.21755725,0.08015267,0.13740458,67.1,68,0,,,,0.322033898,0.9356437410493872,0.2011494252873563,0.90747331,0.07368421,1,0.1764705882352941,0.9356437410493872,44.845102153996315,82.44856921725938,3.622817167192393,,,3.5596401691436768,0.6916167430575224,57,21,3,7,0,0,0
,0.67,3.806169063894056,,3.2843484621804144,3.602361491177487,,0.27899687,0.12539185,0.15360502,75.2,75,0,,,,0.429347826,0.7136566994801355,0.2934782608695652,0.69868996,0.081081081,0,0.2150537634408602,1.3215864805187694,87.46265741639682,75.64147093504711,3.2767966126598673,,,0.4694899618625641,-0.1936147953580784,89,40,0,6,0,0,0
,1.43,5.524008702670913,,4.830052158221664,5.3426421605068395,,0.12464589,0.09915014,0.02549575,159.2,29,29,,,,0.36158192,1.0146138433477183,0.2944550669216061,0.66130474,0.07860262,0,0.273449920508744,1.5156577166058514,123.41650783771676,111.47146962764728,5.265987664808637,,,-1.3544501066207886,-0.3157773041943228,88,70,7,18,10,0,0
,2.17,2.2090915219647553,,3.2791221470478353,3.5992500529018696,,0.23958333,0.06597222,0.17361111,73.1,71,0,,,,0.372340425,0.8590911474307382,0.2421052631578947,0.87423313,0.084337349,3,0.1992481203007518,0.981818454206558,52.413973526967304,76.30412627122648,3.0278768159904472,,,1.71686589717865,-0.2157325826305653,69,19,3,7,0,0,0
,3.5,2.5522388059701493,,4.348389375031884,4.913393394626788,,0.14731369,0.11091854,0.03639515,134.0,44,20,,,,0.352657004,0.8059701492537313,0.2644230769230769,0.85106383,0.071428571,0,0.2378167641325536,1.388059701492537,61.13269590187333,103.3366402104954,5.013668232871909,,,2.357237935066223,1.5869479212153723,85,64,0,12,7,0,0
,-0.19,5.522729379481339,,3.26548580516472,4.133439465051046,,0.17732558,0.09883721,0.07848837,73.1,61,0,,,,0.495833333,0.2454546390880595,0.3621399176954732,0.63897764,0.03076923,1,0.2941176470588235,1.6909097359399656,121.05163814063228,74.38673578632785,3.858347294243144,,,-0.874523937702179,-0.8291727752608673,61,34,4,2,0,0,0
,0.41,4.761160389957402,,4.801281044738642,4.809727191828675,,0.14854518,0.10260337,0.04594181,149.1,26,25,,,,0.410638297,1.1450892077112738,0.2832618025751073,0.71647902,0.105555555,0,0.2594501718213058,1.4598213291289923,112.9655933924018,112.03090257530546,4.8864358097917995,,,-0.63888592015428,0.08836202910431,97,67,4,19,11,1,1
,-0.19,4.847599010504195,,4.660949694180148,4.615916480444836,,0.15208034,0.07317073,0.07890961,159.2,28,28,,,,0.354838709,1.3528183285127986,0.2923976608187134,0.69958848,0.108597285,0,0.270606531881804,1.4091857588674983,124.80260616662868,114.41767144848302,4.569541221250288,,,-1.3135839700698853,0.7261564753445524,106,51,3,24,10,0,0
,0.53,4.899192794800913,,4.132934220698102,4.128670873918502,,0.15151515,0.05785124,0.09366391,82.2,24,10,,,,0.446043165,1.0887095099557584,0.3175182481751825,0.70093458,0.106382978,0,0.2861356932153392,1.4274191352753278,111.956849640943,95.53813257412902,4.071190791047917,,,0.0570860123261809,0.1951348578233828,55,21,3,10,2,1,1
,2.0,1.816143808432234,,3.719582855250558,4.112385380350073,,0.20333333,0.05666667,0.14666667,74.1,74,0,,,,0.354838709,1.0896862850593405,0.2180094786729857,0.81433225,0.08490566,47,0.195729537366548,0.968610031163858,44.691487362867306,90.41941950239516,3.44895289070277,,,2.72176194190979,0.5870933618300342,61,17,2,9,0,0,0
,2.22,2.5837327176373868,,3.4937154976435147,4.025720064405406,,0.20962199,0.09621993,0.11340206,69.2,67,0,,,,0.391534391,0.6459331794093467,0.2666666666666666,0.8375,0.067567567,4,0.2183908045977011,1.2200960055509882,62.536261750242595,83.43168366811518,3.6932076256921698,,,1.1803799867630005,0.1231826132299006,61,28,2,5,0,0,0
,1.3,2.842106432928424,,3.1937154480889527,3.4179736093786155,,0.26353791,0.10469314,0.15884477,63.1,60,0,,,,0.503067484,0.5684212865856848,0.296969696969697,0.75242718,0.083333333,1,0.2190082644628099,1.2947373750007265,63.96544840224642,72.73327989953111,3.045191388108449,,,0.1633420884609222,0.1827748993004948,73,29,6,4,0,0,0
,-1.33,6.013100912472743,,4.847542227710533,4.689342827521231,,0.13778409,0.09090909,0.046875,152.2,35,24,,,,0.448863636,1.1790393946024986,0.3333333333333333,0.63404255,0.116959064,0,0.3033175355450237,1.6768560278791091,132.71117129446637,110.05550226886274,4.708800073040146,,,-2.892870105803013,-0.9730691111922316,97,64,7,20,7,0,0
,0.88,4.308510725721617,,4.328541830925448,3.6813804174123774,,0.18427518,0.08353808,0.1007371,94.0,26,13,,,,0.536332179,1.1489361935257647,0.2882562277580071,0.72048611,0.173913043,0,0.2527173913043478,1.3510638572015936,96.49550821267026,98.0998035215846,3.6923353562324377,,,-0.0659060161560773,-0.5131005633026565,75,34,5,12,5,0,0
,0.86,4.945054945054945,,4.4046465506920445,4.701644272398163,,0.15458937,0.11352657,0.0410628,91.0,16,16,,,,0.437710437,0.7912087912087912,0.3013698630136986,0.68991098,0.084210526,0,0.2637362637362637,1.5714285714285714,109.3854560691601,104.12383488342552,4.86442773221408,,,-0.7554320096969604,0.1112081236328064,64,47,3,8,5,0,0
,1.83,3.672000224121107,,4.340031246643072,4.051974889082335,,0.06722689,0.04481793,0.02240896,83.1,13,13,,,,0.616613418,0.8640000527343782,0.3029315960912052,0.75139147,0.137931034,0,0.2979351032448377,1.4040000856933643,78.75508252727063,97.37739730745064,3.985374069199175,,,1.3561519384384155,1.0586493071018002,24,16,2,8,10,2,0
,1.09,3.504807949418871,,3.9575312348512552,4.392629752791054,,0.09507042,0.06338028,0.03169014,69.1,12,12,,,,0.510638297,0.6490385091516429,0.2948717948717949,0.75294118,0.072463768,0,0.2781954887218045,1.326923174265581,83.94918142655891,93.98764399485115,4.726414184137771,,,0.4573318660259247,0.2147917785507581,27,18,0,5,6,1,1
,-1.29,6.2148347297273885,,4.746374146556491,4.505003490687585,,0.11428571,0.08067227,0.03361345,130.1,23,23,,,,0.525531914,1.1048595075070913,0.35,0.63715953,0.125,0,0.3253676470588235,1.72634298047983,143.22500785970504,106.65476983595444,4.631558879600266,,,-1.9288700819015503,0.1049796873210606,68,48,3,16,7,1,0
,0.72,2.745764132102906,,2.689522520545755,2.7499517525852135,,0.29761905,0.08928571,0.20833333,39.1,32,0,,,,0.445544554,0.6864410330257263,0.3131313131313131,0.76419214,0.1,6,0.2236842105263158,1.2457633562318735,61.415007525393875,59.36605208214018,2.5464128327999207,,,1.306973934173584,0.2750017360189654,50,15,1,3,0,0,0
,1.17,3.354037664429761,,3.82127349702377,4.409088307544417,,0.14746544,0.06451613,0.08294931,53.2,10,9,,,,0.345238095,0.8385094161074402,0.2590361445783132,0.74545455,0.071428571,0,0.2364532019704433,1.155279639970251,77.40420351522249,90.90852153838132,4.535640173696639,,,0.9210079982876778,0.3594749226894437,32,14,0,5,4,0,0
,0.98,5.097902369887472,,5.039262043038262,5.155612911358773,,0.11177885,0.07451923,0.03725962,190.2,32,30,,,,0.409365558,1.3216783921930482,0.2866043613707165,0.70719603,0.1,0,0.2778505897771953,1.4370630137337113,121.41683436822028,117.6997452207713,5.064345540077129,,,-0.6763678193092346,0.2735961668001406,93,62,7,28,15,2,1
,0.46,4.054946074839013,,3.7233280462655407,3.9206810885402983,,0.15625,0.08072917,0.07552083,91.0,48,6,,,,0.507042253,0.6923078664359291,0.2972027972027972,0.66254417,0.088607594,0,0.2606232294617563,1.3516486916130044,95.79166616715546,89.81945441885523,3.951528020482112,,,-1.550376057624817,-1.939842529900342,60,31,0,7,1,0,0
,1.47,2.700000823974861,,3.1400312026977653,3.613076512598525,,0.27358491,0.14622642,0.12735849,50.0,51,0,,,,0.5,0.3600001098633147,0.275,0.80996885,0.055555555,3,0.1944444444444444,1.320000402832154,64.52797996062327,74.9214008336186,3.560009722725419,,,1.509485960006714,0.2177479553029653,58,31,1,2,0,0,0
,0.44999999999999996,4.475936604983511,,3.565485806110493,4.156784574071945,,0.18439716,0.10638298,0.07801419,62.1,66,0,,,,0.518324607,0.433155155320985,0.3041237113402061,0.68281938,0.054545454,0,0.2489959839357429,1.47593608479743,103.16112339114224,83.20525668767034,3.8813463851661063,,,0.1392119526863098,-0.0299906795136196,52,30,3,3,0,0,0
,2.97,2.5661165114841022,,3.677056166601575,3.738532909081552,,0.21296296,0.08950617,0.12345679,80.2,79,0,,,,0.526785714,0.8925622648640357,0.2339449541284403,0.8203125,0.101265822,2,0.2,1.0909094348338213,59.55906107018271,85.38386538101321,3.4024020655415037,,,1.8446478843688965,0.2801429269654656,69,29,0,8,0,0,0
,1.09,3.3157916927616675,,3.493715693614041,4.053850009822072,,0.172,0.1,0.072,57.0,80,0,,,,0.582857142,0.3157896850249207,0.2954545454545454,0.74812968,0.047619047,1,0.2443438914027149,1.3859658398315964,74.26208843121738,79.31922880818604,3.6961245919912,,,0.0335338898003101,-0.479880306948849,43,25,4,2,0,0,0
,1.73,3.4239138952953243,,4.106987958233907,4.13728795454982,,0.11479592,0.07908163,0.03571429,92.0,48,8,,,,0.596091205,0.6847827790590649,0.2671009771986971,0.70409982,0.102941176,1,0.2479108635097493,1.304348150588695,75.04810708593817,93.36900699848417,4.069761604078916,,,0.4979079663753509,-0.6643513939830905,45,31,2,7,3,0,0
,0.9,4.803235192777451,,4.7666621452684605,4.427803306898312,,0.11775701,0.08411215,0.03364486,123.2,21,21,,,,0.50245098,1.0916443619948752,0.2867647058823529,0.69375,0.135135135,0,0.2716049382716049,1.431267052393281,108.05760813277642,108.26135255822976,4.709058072802482,,,-0.5627620220184326,-0.5022916459191323,63,45,4,15,11,2,0
,-0.18,5.567010610310646,,4.257144635034582,3.803800475733611,,0.20422535,0.07042254,0.13380282,64.2,15,11,,,,0.42,1.3917526525776616,0.3298969072164948,0.67073171,0.136986301,0,0.2824427480916031,1.4536083260255577,130.51228683286806,98.56654219332547,3.729560090683156,,,-0.7943658232688904,-0.126946692752369,58,20,2,10,6,0,0
,0.34,4.6073393205460205,,5.067737530763781,4.873245683676287,,0.13307494,0.0620155,0.07105943,181.2,31,31,,,,0.327868852,1.585321056531964,0.2683760683760683,0.72149344,0.115942028,0,0.2625,1.304587119437762,107.84998247969584,120.0263222993218,4.800754811878807,,,-0.4009837508201599,0.8947707207343261,103,48,6,32,16,1,0
,1.59,4.255434806732415,,4.805357263154052,4.895782118460938,,0.13157895,0.09210526,0.03947368,122.2,22,20,,,,0.445876288,1.027173918866445,0.2699228791773779,0.73232323,0.1,0,0.2515856236786469,1.36956522515526,98.35361949263024,111.57916709922914,4.903655229513409,,,-0.184701956808567,0.1851859058171744,70,49,10,14,11,0,0
,1.14,3.3575128206435756,,3.610704717856549,4.091934579609702,,0.23664122,0.09541985,0.14122137,64.1,49,0,,,,0.410714285,0.8393782051608939,0.1867469879518072,0.70671378,0.075949367,1,0.1581196581196581,0.9637305318513968,78.71310241106478,83.49978344506633,3.3954406141945177,,,0.7023239135742188,-0.8399678654122211,62,25,3,6,0,0,0
,1.27,4.281937606418692,,4.23588999259061,4.585315360008913,,0.13793103,0.06269592,0.07523511,75.2,31,6,,,,0.343873517,1.070484401604673,0.2775510204081632,0.71428571,0.086538461,4,0.2583892617449664,1.281938110563621,93.85496301860071,96.2767278724395,4.409719918613952,,,0.5906060338020325,-0.1614436748150178,44,20,1,9,2,0,0
,-0.31,4.137930308737865,,3.916582732969864,3.335069841523348,,0.21643836,0.06849315,0.14794521,87.0,78,0,,,,0.477911646,1.137930834902913,0.2991803278688524,0.71285141,0.164179104,0,0.2514970059880239,1.2528733434789647,95.45886715097936,89.42330935200276,3.0564381609225153,,,-0.6695540547370911,-0.1956213026888352,79,25,6,11,0,0,0
,0.97,2.715976392666436,,3.730090353701872,4.024407986381392,,0.20168067,0.06302521,0.13865546,56.1,58,0,,,,0.350877192,1.118343220509709,0.2678571428571428,0.76923077,0.089743589,36,0.2331838565022421,1.1893491392722302,64.68645962391314,87.31585938949303,3.4976546175288696,,,0.9663219451904296,0.0945591139058302,48,15,0,7,0,0,0
,0.97,3.2335335250276165,,3.576917495386972,3.910080270533484,,0.22707424,0.07860262,0.14847162,55.2,58,0,,,,0.342105263,0.970060057508285,0.2565789473684211,0.79136691,0.085714285,1,0.2142857142857142,1.1317367337596658,76.19900381655962,82.92528082824978,3.362196725443916,,,0.7907739281654358,0.1176643419840273,52,18,1,6,0,0,0
,1.39,1.6993001099992917,,2.9151360975581855,3.985726376780924,,0.14814815,0.08994709,0.05820106,47.2,24,1,,,,0.552447552,0.0,0.2291666666666666,0.76,0.0,0,0.191860465116279,1.048950685184748,43.74889134344727,71.30084406487838,3.9353150740487384,,,1.4640359580516815,0.6944764873658156,28,17,0,0,0,0,0
,1.48,2.9302328180918864,,3.6944498305581264,4.883616609101335,,0.13297872,0.09840426,0.03457447,86.0,79,0,,,,0.458181818,0.2093023441494204,0.2785714285714286,0.75907591,0.021505376,1,0.2409638554216867,1.3604652369712331,72.10687961602518,89.80380240107148,4.5604686839586925,,,1.3289960622787476,0.3149327569241097,50,37,7,2,0,0,0
,0.36,4.078127187677901,,3.613781484589152,4.051208359895334,,0.24390244,0.12195122,0.12195122,64.0,79,0,,,,0.434523809,0.562500301748676,0.3099415204678362,0.69593148,0.068965517,1,0.2326530612244897,1.4375007711355057,98.61230864739451,85.16487874512653,3.5903357261547386,,,-1.3665556609630585,-1.029503315062691,70,35,7,4,0,0,0
,1.99,2.1355937726538117,,3.596302501554673,3.813654788942305,,0.20816327,0.11020408,0.09795918,59.0,63,0,,,,0.509202453,0.6101696493296606,0.2407407407407407,0.87155963,0.085106382,39,0.1981566820276497,1.1864409848076731,51.59641584987684,85.81777887227699,3.680373515621096,,,2.045974016189575,0.1945711155454952,51,27,1,4,0,0,0
,0.73,4.130434782608695,,4.947567397960718,4.552181363508897,,0.11520737,0.07949309,0.03571429,207.0,33,32,,,,0.51319648,1.2608695652173914,0.2661654135338346,0.7101086,0.135514018,0,0.2594458438287154,1.328502415458937,99.79221395623578,118.31704132024396,4.73563996173763,,,-0.2349321842193603,-0.1356370014213661,100,69,5,29,18,3,1
,2.32,3.106195843727121,,3.7899429564021863,4.16428818660866,,0.23100304,0.12765957,0.10334347,75.1,67,0,,,,0.412621359,0.7168144254754896,0.3054187192118227,0.82046332,0.077922077,0,0.2385964912280701,1.4601775333759972,69.39812450104851,87.62578792723103,3.844018092303662,,,-0.328385978937149,-0.5026138930156316,76,42,2,6,0,0,0
,-0.25,4.927756207274284,,4.502920765487904,5.141596867325125,,0.15384615,0.12158809,0.03225806,87.2,21,14,,,,0.340425531,0.8212927012123806,0.3180212014134275,0.70906433,0.068965517,0,0.2776203966005666,1.676805931641944,118.03245879390133,107.03290040326996,5.112435510971574,,,-0.5583080351352692,0.4217377837868731,62,49,1,8,3,0,0
,0.76,3.276151359687694,,3.748064801562814,3.4368054563105765,,0.18237082,0.06990881,0.11246201,79.2,77,0,,,,0.582978723,0.7907951557866848,0.2832618025751073,0.7483731,0.145833333,0,0.2433333333333333,1.2050211897701864,77.73155115107467,87.31073625308451,3.068937893131386,,,0.5118319392204285,-0.6196236237392219,60,23,6,7,0,0,0
,-0.37,5.59285881918354,,2.912888276820271,3.407145343094375,,0.20873786,0.0631068,0.14563107,46.2,42,0,,,,0.448275862,0.5785716019845042,0.363013698630137,0.60790274,0.066666666,0,0.2916666666666667,1.4785718717381775,135.36867829286862,69.44859920084919,3.1749325338874685,,,-0.3462160229682922,-0.1578595543947889,43,13,1,3,0,0,0
,-0.26,5.333333333333333,,4.56324104261987,4.627000065644582,,0.13802817,0.08169014,0.05633803,81.0,15,14,,,,0.413284132,1.1111111111111112,0.3094339622641509,0.66972477,0.102040816,0,0.2839506172839506,1.4938271604938271,137.30795350709573,112.00453463286829,4.728373724796678,,,-1.2027759443153627,-0.565136238325417,49,29,2,10,6,0,0
,0.78,3.615062963457313,,4.049319926505479,3.926286229728439,,0.29393939,0.11818182,0.17575758,79.2,81,0,,,,0.260416666,1.3556486112964925,0.2430939226519337,0.78282828,0.113207547,10,0.193103448275862,1.1924686858626554,83.61918437977438,92.94655243728148,3.2065656503018145,,,1.597144067287445,0.0115855097470438,97,39,1,12,0,0,0
,1.82,2.3309355076780807,,4.077585239004678,4.979475963209117,,0.16574586,0.10497238,0.06077348,46.1,7,7,,,,0.294573643,0.7769785025593603,0.15625,0.82887701,0.058823529,0,0.1481481481481481,0.9280576558347914,55.06465237457748,98.4304407111742,5.015308312410355,,,1.616033911705017,-0.0627204045464693,30,19,0,4,6,1,0
,0.42,4.3875,,4.9700311660766605,4.470789014175534,,0.17630058,0.07514451,0.10115607,80.0,13,13,,,,0.352459016,1.575,0.3054393305439331,0.79476861,0.13592233,0,0.2770700636942675,1.4125,101.21624782817342,113.6496961816488,4.277427778549805,,,0.2320939600467682,0.870048782757386,61,26,6,14,9,0,0
,0.89,3.9399146791272703,,3.81831453243578,3.81868972786332,,0.18429003,0.08761329,0.09667674,77.2,73,0,,,,0.502145922,0.8111589045262028,0.2758620689655172,0.71583514,0.106060606,15,0.2366666666666666,1.2875538167082583,91.78288287821928,86.95785063910151,3.6337395537106394,,,1.5850880146026611,0.4820236129730999,61,29,2,7,0,0,0
,-0.51,5.78571743868007,,1.377173127932937,2.2638210803487855,,0.32352941,0.10294118,0.22058824,14.0,23,0,,,,0.459459459,0.0,0.4615384615384615,0.56,0.0,1,0.2950819672131147,1.7857152588518737,138.58284104357085,32.26765994785674,2.4327876941317705,,,0.9471219778060912,0.9261605203799144,22,7,0,0,0,0,0
,0.4,3.5904254590617755,,3.4508822211640733,3.840954855420768,,0.2173913,0.12318841,0.0942029,62.2,66,0,,,,0.47368421,0.430851055087413,0.2937853107344633,0.72580645,0.065217391,1,0.2291666666666666,1.4202127371399913,92.43636975066508,84.53231000010007,3.80166323644503,,,-0.3906620144844055,-0.3278995575143244,60,34,2,3,0,0,0
,1.7,2.177419019911517,,3.8426116847099,4.214632963714784,,0.1547619,0.10119048,0.05357143,41.1,6,6,,,,0.553719008,0.4354838039823033,0.2416666666666666,0.85062241,0.066666666,0,0.2094594594594594,1.161290143952809,52.03866963117584,91.8366338022291,4.344874581549069,,,0.9263859987258912,-0.0625139364138971,26,17,3,2,5,0,0
,-0.08,4.701492001947203,,3.6767475092057937,4.332853737926048,,0.20477816,0.10921502,0.09556314,67.0,56,0,,,,0.40609137,0.6716417145638862,0.3076923076923077,0.65934066,0.063291139,2,0.25,1.4477610291710437,114.73090255635483,87.7584513272897,3.9184022798390425,,,0.6526559591293335,1.032429908882197,60,32,1,5,0,0,0
,-0.33,5.463036093882227,,5.191237818773443,4.76167349541992,,0.12915601,0.10358056,0.02557545,171.1,34,27,,,,0.527145359,1.1556422506289326,0.3179396092362344,0.66867017,0.142857142,0,0.293002915451895,1.645914720592722,117.16825494642536,116.60059508887956,4.773496710708105,,,-2.1683340072631836,0.1523986322327557,101,81,15,22,13,0,0
,-0.47,5.61783483852613,,5.096464451064776,4.689362973210544,,0.12572254,0.05491329,0.07080925,157.0,29,25,,,,0.38172043,1.6624205134414058,0.302803738317757,0.64263323,0.127753303,0,0.293394777265745,1.458598841295333,130.88880511332417,117.4756969528395,4.6433423575783515,,,-2.5747938752174377,-0.7765157071841311,87,38,3,29,4,0,0
,0.35,5.236775718001441,,5.264363616648707,4.64278458928695,,0.16211604,0.08020478,0.08191126,132.1,25,23,,,,0.352112676,1.7002518564939744,0.2936893203883495,0.72121212,0.142045454,0,0.2744360902255639,1.4584382591259424,119.67735503371628,120.8883337163536,4.504610080777772,,,-0.4170879647135734,0.5780922324767975,95,47,7,25,12,0,0
,0.66,3.106195843727121,,3.126225895776733,4.099295060930939,,0.20886076,0.10759494,0.10126582,37.2,43,0,,,,0.475728155,0.2389381418251631,0.2952380952380952,0.76612903,0.027777777,0,0.2302158273381295,1.3008854388258884,74.40139436875796,74.10352321010578,3.756224169002228,,,-0.2058680355548858,-0.5471213573910966,33,17,2,1,0,0,0
,0.22,4.714285714285714,,5.237718240906592,4.680751919097641,,0.15749235,0.11314985,0.04434251,147.0,27,27,,,,0.456331877,1.346938775510204,0.2774049217002237,0.75557809,0.148648648,0,0.2552447552447552,1.4965986394557824,108.7549427213585,119.80575510235046,4.8061561691204355,,,-0.4666300117969513,0.0914334522398675,103,74,8,22,12,0,0
,0.42,4.77,,4.89003116607666,4.210975796282291,,0.12669683,0.04072398,0.08597285,100.0,17,17,,,,0.5,1.53,0.3265306122448979,0.67835366,0.153153153,0,0.3100961538461538,1.47,110.71076470353462,113.30588351590566,4.152882418087575,,,-2.029803991317749,-0.8553147284306979,56,18,8,17,8,1,1
,0.64,3.731708358683244,,3.9834460691354066,4.077562938370502,,0.20113314,0.101983,0.09915014,82.0,79,0,,,,0.441558441,0.8780490255725281,0.2851063829787234,0.75875486,0.098765432,8,0.2388535031847133,1.353658914424314,89.77422824251911,93.50833526160756,3.8055132360966777,,,0.2925241589546203,-0.1669272333908595,71,36,3,8,0,0,0
,0.86,3.3013105936026417,,4.015664519702854,3.995287471453705,,0.11838006,0.08099688,0.03738318,76.1,72,0,,,,0.652,0.5895197488576146,0.2690763052208835,0.71276596,0.108695652,1,0.2465753424657534,1.2838430086232495,76.0809025949442,90.34561644310212,3.543686342085856,,,0.7521080374717712,0.0879972270170775,38,26,3,5,0,0,0
,1.04,3.254465726718032,,3.9977101703993614,3.8424650512715495,,0.20327869,0.09180328,0.11147541,74.2,67,0,,,,0.492822966,0.9642861412497872,0.2892156862745098,0.7718894,0.119402985,1,0.2445255474452554,1.2723219919268027,72.88860217651566,90.65728532482834,3.5477560510818815,,,2.251863956451416,1.3755350063940297,62,28,3,8,0,0,0
,1.32,3.9789484069488785,,3.904241923176411,4.02285599499949,,0.23381295,0.11151079,0.12230216,63.1,59,0,,,,0.488505747,0.8526318014890454,0.3157894736842105,0.76484018,0.096774193,2,0.2479338842975206,1.436842480287095,88.89702092877599,90.2462212198284,3.5224680205331262,,,-0.0836018547415733,-0.1725066994020263,65,31,5,6,0,0,0
,1.39,2.239631493889698,,3.7665749973732265,4.156445949259492,,0.18881119,0.08041958,0.10839161,72.1,62,0,,,,0.395,0.7465438312965661,0.207070707070707,0.81081081,0.077922077,0,0.1821705426356589,0.9677420035325855,51.66657466195373,85.97354824762131,3.74631368214891,,,0.0886719673871994,-0.6537161357406462,54,23,5,6,0,0,0
,1.39,1.4862390522524815,,3.322783565609573,4.917122692109563,,0.11409396,0.08724832,0.02684564,36.1,24,0,,,,0.495575221,0.0,0.2051282051282051,0.82051282,0.0,1,0.1791044776119403,1.0183489802470709,35.9726970830339,79.31659477748804,4.648000693474671,,,1.290619969367981,0.3606196022249173,17,13,2,0,0,0,0
,-0.09,4.574117606002649,,4.975325266173472,4.804842162871655,,0.1390625,0.09375,0.0453125,141.2,29,24,,,,0.414225941,1.270588223889625,0.2854077253218884,0.68947368,0.116959064,0,0.2660869565217391,1.5035293982693894,107.23502985538184,115.30538213730446,4.848617577236896,,,-1.9731440246105192,-0.410830561207089,89,60,5,20,12,1,0
