Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,BB/K,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Ty Cobb,1002378,112431.0,OF,DET,6.517976165831346,,6.43,43.9497704519448,-3.765211582183838,3.4335686415433884,,,,,182.12057979311368,0.458622225399675,,,,,0.955094601,0.515439429,0.439655172,0.382422802,0.133016627,0.397984886,111,473,421,83,64,3,36,217,161,125,19,14,34,41,,21,0.044397463,0.086680761,1.952380952,,,,,,,,,-1.0,,,,,,,,4.0
George Sisler,1012021,122280.0,1B,SLB,6.4268085643020205,,6.85,31.92067926711025,8.542145729064941,5.65360695682466,,,,,149.7674713162175,0.4078500244459156,,,,,0.8406679,0.440265486,0.400402414,0.340707964,0.099557522,0.35103926,114,506,452,69,41,2,32,199,154,122,21,9,45,40,,17,0.033596837,0.079051383,2.352941176,,,,,,,,,12.0,,,,,,,,8.0
Tristram Speaker,1012309,122566.0,OF,CLE,5.598557958194227,,5.79,28.357839613582236,2.8641974925994873,1.933377208188176,,,,,146.14431868663937,0.4073081519523961,,,,,0.838589885,0.435244161,0.403345724,0.318471337,0.116772824,0.324675324,127,549,471,73,61,0,44,205,150,106,33,11,27,64,,9,0.016393442,0.116575591,7.111111111,,,,,,,,,6.0,,,,,,,,0.0
Charlie Hollocher,1005964,116087.0,SS,CHC,5.46563954241464,,5.23,21.60973529767727,7.086420059204102,1.5730709452182057,,,,,133.88022645244732,0.378848948436124,,,,,0.775428009,0.396856581,0.378571428,0.316306483,0.080550098,0.333333333,131,586,509,72,38,2,31,202,161,130,23,6,26,47,,30,0.051194539,0.080204778,1.566666666,,,,,,,,,-1.0,,,,,,,,0.0
George Burns,1001709,111746.0,1B,PHA,5.353353590156323,,5.66,28.202739217675784,0.9506173133850098,-1.846584565937519,,,,,152.95661603393137,0.4144893864642328,,,,,0.857252105,0.467326732,0.389925373,0.352475247,0.114851485,0.362869198,130,544,505,61,70,6,37,236,178,141,22,9,8,23,,25,0.045955882,0.042279411,0.92,,,,,,,,,5.0,,,,,,,,0.0
Babe Ruth,1011327,121578.0,OF,BOS,5.187783604494576,,4.73,34.17820636012135,-2.018518447875977,-0.9440962094813584,,,,,188.6102180579589,0.4608290331433243,,,,,0.96634563,0.555205047,0.411140583,0.299684542,0.255520505,0.338709677,95,380,317,50,66,11,48,176,95,47,26,11,6,58,,58,0.152631578,0.152631578,1.0,,,,,,,,,1.0,,,,,,,,166.1
Heinie Groh,1005078,115179.0,3B,CIN,5.166747001558843,,4.82,24.68924730207766,1.8888888359069824,-1.547158794477582,,,,,145.85004676209158,0.3879020747725283,,,,,0.790844384,0.395537525,0.395306859,0.320486815,0.07505071,0.335470085,126,567,493,86,37,1,32,195,158,126,28,3,11,54,,24,0.042328042,0.095238095,2.25,,,,,,,,,-2.0,,,,,,,,0.0
Harry Hooper,1006002,116127.0,OF,BOS,5.16367747366332,,4.76,27.170221273200347,-0.2222223281860351,1.2732623517513275,,,,,143.63358768994073,0.3894935143575961,,,,,0.795660036,0.405063291,0.390596745,0.289029535,0.116033756,0.303571428,126,569,474,81,44,1,40,192,137,97,26,13,24,75,,25,0.043936731,0.131810193,3.0,,,,,,,,,6.0,,,,,,,,0.0
Rogers Hornsby,1006030,116156.0,SS,STL,5.131207987358741,,5.35,14.529625191897493,16.60493803024292,-0.9047852884978056,,,,,132.81879467999573,0.3716051316209348,,,,,0.764449261,0.415865384,0.348583877,0.28125,0.134615384,0.304347826,115,466,416,51,60,5,35,173,117,82,19,11,8,40,,43,0.092274678,0.085836909,0.930232558,,,,,,,,,10.0,,,,,,,,0.0
Edd Roush,1011247,121497.0,OF,CIN,4.6952578535573934,,4.27,27.911265050992142,-2.790123462677002,2.07479365170002,,,,,152.03392593913904,0.3973916293748843,,,,,0.823364134,0.455172413,0.368191721,0.333333333,0.12183908,0.333333333,113,492,435,61,62,5,33,198,145,112,18,10,24,22,,10,0.020325203,0.044715447,2.2,,,,,,,,,0.0,,,,,,,,0.0
George Burns,1001708,111747.0,OF,NYG,4.585476185743834,,4.35,20.7791815774213,4.123456954956055,5.014296026900411,,,,,129.92532092745057,0.3635259316158855,,,,,0.743454747,0.389247311,0.354207436,0.29032258,0.098924731,0.308962264,119,522,465,80,51,4,32,181,135,103,22,6,40,43,,37,0.070881226,0.082375478,1.162162162,,,,,,,,,10.0,,,,,,,,0.0
Home Run Baker,1000453,110480.0,3B,NYY,4.491474134824647,,4.77,14.325384604892378,6.888888835906982,-1.586086893454194,,,,,127.43594828862086,0.3726674289826084,,,,,0.765347805,0.408730158,0.356617647,0.305555555,0.103174603,0.305154639,126,556,504,65,62,6,35,206,154,119,24,5,8,38,,13,0.023381294,0.068345323,2.923076923,,,,,,,,,3.0,,,,,,,,0.0
Max Carey,1001944,111989.0,OF,PIT,4.468891566979146,,4.07,17.92573985587343,4.888888835906982,8.17345386557281,,,,,117.60161760108087,0.3530968943338715,,,,,0.711586478,0.348290598,0.36329588,0.273504273,0.074786325,0.284090909,126,549,468,70,48,3,23,163,128,105,14,6,58,62,,25,0.04553734,0.112932604,2.48,,,,,,,,,8.0,,,,,,,,0.0
Art Fletcher,1004149,114232.0,SS,NYG,4.311622111679247,,4.62,-3.209887054631043,27.65432119369507,-0.2851298190653324,,,,,94.35074789222335,0.3089344941689345,,,,,0.625479809,0.314102564,0.311377245,0.262820512,0.051282052,0.278280542,124,513,468,51,47,0,22,147,123,101,20,2,12,18,,26,0.050682261,0.035087719,0.692307692,,,,,,,,,20.0,,,,,,,,0.0
Red Smith,1012197,122411.0,3B,BSN,3.7709362347771664,,3.7,15.117850647986426,1.6728394031524658,-1.4858954809606075,,,,,132.90444556863963,0.3672784176965554,,,,,0.745877038,0.372960372,0.372916666,0.298368298,0.074592074,0.331578947,119,500,429,55,65,2,25,160,128,103,20,3,8,45,,47,0.094,0.09,0.957446808,,,,,,,,,-2.0,,,,,,,,0.0
Ray Chapman,1002151,112203.0,SS,CLE,3.7138415657796138,,3.1,16.01833756674538,-4.184515476226807,2.3730709571391344,,,,,122.9102769597595,0.3704576274352287,,,,,0.74194331,0.352017937,0.389925373,0.266816143,0.085201794,0.295739348,128,571,446,84,32,1,28,157,119,91,19,8,30,84,,46,0.08056042,0.147110332,1.826086956,,,,,,,,,-12.0,,,,,,,,0.0
Billy Southworth,1012291,122551.0,OF,PIT,3.675581008450912,,3.78,17.63270636799869,6.839506149291992,1.8362483717501163,,,,,156.91746125222448,0.4134295487055813,,,,,0.851848554,0.44308943,0.408759124,0.341463414,0.101626016,0.34893617,64,275,246,37,43,2,14,109,84,70,5,7,19,26,,9,0.032727272,0.094545454,2.888888888,,,,,,,,,10.0,,,,,,,,0.0
Fred Merkle,1008783,118971.0,1B,CHC,3.5436744070321966,,3.43,12.92632059732534,2.0185186862945557,1.214295970275998,,,,,121.45127987659257,0.3597759420263103,,,,,0.737295018,0.387966804,0.349328214,0.296680497,0.091286307,0.316027088,129,541,482,55,65,3,33,187,143,110,25,5,21,35,,36,0.066543438,0.064695009,0.972222222,,,,,,,,,6.0,,,,,,,,0.0
George Cutshaw,1002913,112978.0,2B,PIT,3.461601029227111,,3.59,10.55189673257601,4.0,2.4150616321712732,,,,,115.50496065437076,0.3498794413389839,,,,,0.72111396,0.39524838,0.32586558,0.285097192,0.110151188,0.288636363,126,520,463,56,68,5,31,183,132,101,16,10,25,27,,18,0.034615384,0.051923076,1.5,,,,,,,,,4.0,,,,,,,,0.0
Larry Gardner,1004528,114617.0,3B,PHA,3.451203638700622,,3.95,4.899086747243862,8.919753074645996,-1.1255892179906368,,,,,111.06490303735454,0.3480467237973872,,,,,0.710860601,0.365010799,0.345849802,0.285097192,0.079913607,0.297727272,127,522,463,50,52,1,29,169,132,103,22,6,9,43,,22,0.042145593,0.082375478,1.954545454,,,,,,,,,5.0,,,,,,,,0.0
Ross Youngs,1014390,124717.0,OF,NYG,3.375904728574421,,2.76,15.125433251124658,-1.645960807800293,-1.3664314299821854,,,,,130.71684652277057,0.3647405778178731,,,,,0.743848036,0.375527426,0.36832061,0.301687763,0.073839663,0.33490566,121,532,474,70,25,1,25,178,143,118,16,8,10,44,,49,0.092105263,0.082706766,0.897959183,,,,,,,,,4.0,,,,,,,,0.0
Lee Magee,1007964,118134.0,2B,CIN,3.271648814604582,,2.75,12.40277483328171,0.0925925895571708,1.2751764617860315,,,,,121.45145826015032,0.3504608940539663,,,,,0.724930993,0.394335511,0.330595482,0.289760348,0.104575163,0.302272727,119,514,459,61,28,0,35,181,133,98,22,13,19,28,,19,0.03696498,0.054474708,1.47368421,,,,,,,,,0.0,,,,,,,,0.0
Tilly Walker,1013534,123814.0,OF,PHA,3.143624088072654,,3.33,14.848391088116848,-2.6913580894470215,-1.065091548487544,,,,,132.73887410782066,0.3824228866581331,,,,,0.782354436,0.422705314,0.359649122,0.29468599,0.128019324,0.3091922,114,466,414,56,48,11,31,175,122,91,20,0,8,41,,44,0.0944206,0.087982832,0.931818181,,,,,,,,,0.0,,,,,,,,0.0
Eddie Collins Sr.,1002451,112506.0,2B,CHW,3.122256793671645,,3.04,14.077160689499248,-1.0,1.3541811257600784,,,,,128.700160242303,0.3722290131945172,,,,,0.73725092,0.33030303,0.40694789,0.275757575,0.054545455,0.282539682,97,425,330,51,30,2,12,109,91,79,8,2,22,73,,13,0.030588235,0.171764705,5.615384615,,,,,,,,,-1.0,,,,,,,,0.0
Dode Paskert,1010042,120270.0,OF,CHC,3.078316390781239,,2.94,12.939066114250808,-2.802469253540039,0.8539897073060274,,,,,122.21667862238893,0.3609504949214847,,,,,0.733335854,0.370932754,0.3624031,0.286334056,0.084598698,0.315403422,127,539,461,69,59,3,30,171,132,102,24,3,20,53,,49,0.09090909,0.098330241,1.081632653,,,,,,,,,0.0,,,,,,,,0.0
Jake Daubert,1003005,113069.0,1B,BRO,3.065338499641818,,3.19,16.018779939005515,-3.2407407760620117,-0.5047852825373411,,,,,136.7927496541154,0.3814624071678268,,,,,0.789106013,0.429292929,0.359813084,0.308080808,0.121212121,0.319148936,108,445,396,50,47,2,29,170,122,93,12,15,10,27,,18,0.040449438,0.060674157,1.5,,,,,,,,,0.0,,,,,,,,0.0
Braggo Roth,1011238,121489.0,OF,CLE,3.0127227340818328,,2.83,20.20893308959268,-9.234568119049072,4.334908531978726,,,,,133.969836442652,0.3879987239290814,,,,,0.793694188,0.410666666,0.383027522,0.282666666,0.128,0.315315315,106,448,375,53,59,1,34,154,106,72,21,12,35,53,,41,0.091517857,0.118303571,1.292682926,,,,,,,,,-4.0,,,,,,,,0.0
Sherry Magee,1007965,118135.0,1B,CIN,2.9431007917497634,,2.67,19.450454645781832,-8.814814805984497,0.0948319043964147,,,,,142.05918020968514,0.3820847497392663,,,,,0.784955156,0.415,0.369955156,0.2975,0.1175,0.307894736,115,456,400,46,76,2,30,166,119,89,15,13,14,37,,18,0.039473684,0.08114035,2.055555555,,,,,,,,,-5.0,,,,,,,,0.0
Roger Peckinpaugh,1010116,120344.0,SS,NYY,2.8028234682667605,,3.2,-13.274052913395805,23.530864238739017,-0.2250149715691805,,,,,75.80239557098919,0.2907736490412456,,,,,0.580872433,0.278026905,0.302845528,0.230941704,0.047085201,0.254320987,122,517,446,59,43,0,18,124,103,85,15,3,12,43,,41,0.079303675,0.083172147,1.048780487,,,,,,,,,16.0,,,,,,,,0.0
Bob Fisher,1004076,114177.0,2B,STL,2.7659225814605586,,3.01,8.762637781653725,8.0,-0.142947731539607,,,,,133.174114473247,0.372150392367922,,,,,0.766890944,0.410569105,0.356321839,0.31707317,0.093495935,0.326180257,63,266,246,36,20,2,16,101,78,62,11,3,7,15,,11,0.041353383,0.056390977,1.363636363,,,,,,,,,8.0,,,,,,,,0.0
Al Wickland,1013920,124232.0,OF,BSN,2.742601086590657,,2.46,15.257443899436922,-3.6913580894470215,0.0354827009141445,,,,,137.8021248619019,0.3747942170431447,,,,,0.764515425,0.397590361,0.366925064,0.262048192,0.135542169,0.287197231,95,399,332,55,32,4,24,132,87,63,7,13,12,53,,39,0.09774436,0.13283208,1.358974358,,,,,,,,,1.0,,,,,,,,0.0
Del Pratt,1010512,120743.0,2B,NYY,2.723110584879317,,3.22,1.3887262148296546,6.0,-0.4053595140576362,,,,,103.20297337012154,0.3342325390544847,,,,,0.683242378,0.356394129,0.326848249,0.274633123,0.081761006,0.287305122,126,537,477,65,55,2,28,170,131,103,19,7,12,35,,26,0.048417132,0.065176908,1.346153846,,,,,,,,,6.0,,,,,,,,0.0
Clyde Milan,1008856,119046.0,OF,WAS,2.7166727281152063,,3.0,7.333259127689008,-1.0617284774780271,1.9137217476963997,,,,,109.4296384030362,0.3386580613167846,,,,,0.689674453,0.345924453,0.34375,0.290258449,0.055666004,0.298568507,128,551,503,56,56,0,23,174,146,123,18,5,26,36,,14,0.025408348,0.065335753,2.571428571,,,,,,,,,2.0,,,,,,,,0.0
Eddie Foster,1004248,114330.0,3B,WAS,2.7157616560233944,,3.23,-0.3924592465710041,5.919753074645996,-1.106699401512742,,,,,101.19086036249388,0.3255908861888661,,,,,0.659099853,0.319845857,0.339253996,0.283236994,0.036608863,0.294589178,129,575,519,70,29,0,16,166,147,131,13,3,12,41,,20,0.034782608,0.071304347,2.05,,,,,,,,,2.0,,,,,,,,0.0
Bobby Veach,1013388,123681.0,OF,DET,2.618893475065534,,3.32,9.52390640679173,-4.1981096267700195,1.3746022302657366,,,,,114.07706017956242,0.3507012955318153,,,,,0.721636581,0.390781563,0.330855018,0.278557114,0.112224449,0.287526427,127,555,499,59,78,3,37,195,139,102,21,13,21,35,,23,0.041441441,0.063063063,1.52173913,,,,,,,,,2.0,,,,,,,,2.0
Burt Shotton,1011933,122192.0,OF,WAS,2.60374554231914,,2.52,5.187149972976067,0.0,1.4532240722328424,,,,,106.2148068215892,0.3335591537998192,,,,,0.669832218,0.320792079,0.349040139,0.261386138,0.059405941,0.276729559,126,576,505,68,21,0,23,162,132,109,16,7,25,67,,28,0.048611111,0.116319444,2.392857142,,,,,,,,,6.0,,,,,,,,0.0
Doug Baird,1000438,110459.0,3B,STL,2.5372735170936256,,2.27,3.4643349612644374,8.482076406478882,3.3568609096109867,,,,,100.3008284160123,0.3217042510272466,,,,,0.658523946,0.354430379,0.304093567,0.246835443,0.107594936,0.279411764,82,354,316,41,25,2,22,112,78,56,12,8,25,25,,42,0.118644067,0.070621468,0.595238095,,,,,,,,,6.0,,,,,,,,0.0
Zack Wheat,1013828,124134.0,OF,BRO,2.5357757203781577,,2.77,11.244458039010338,-2.185184955596924,-1.0253978054970505,,,,,127.88505262629724,0.3677929814066522,,,,,0.75521758,0.386308068,0.368909512,0.334963325,0.051344743,0.349489795,105,436,409,39,51,0,18,158,137,119,15,3,9,16,,17,0.038990825,0.036697247,0.94117647,,,,,,,,,3.0,,,,,,,,0.0
Buck Weaver,1013694,124003.0,SS,CHW,2.530579538212665,,2.38,1.8490093858122585,5.388888835906982,1.535291312262416,,,,,100.66393529954952,0.3277619503060793,,,,,0.674961597,0.352380952,0.322580645,0.3,0.052380952,0.318181818,112,453,420,37,29,0,17,148,126,109,12,5,20,11,,24,0.052980132,0.02428256,0.458333333,,,,,,,,,-1.0,,,,,,,,0.0
Irish Meusel,1008818,119005.0,OF,PHI,2.4474394728012525,,2.2,5.21338638113261,1.382716178894043,1.0350998938083649,,,,,108.10206665264326,0.3435551860029735,,,,,0.706076545,0.382663847,0.323412698,0.279069767,0.10359408,0.285714285,124,511,473,48,62,4,35,181,132,97,25,6,18,30,,21,0.04109589,0.058708414,1.428571428,,,,,,,,,6.0,,,,,,,,0.0
Greasy Neale,1009474,119677.0,OF,CIN,2.4163598156738573,,2.07,7.796667181249209,1.2592592239379885,2.4559038411825895,,,,,112.6603452619491,0.3369703738766715,,,,,0.690766345,0.366576819,0.324189526,0.269541778,0.097035041,0.298192771,107,418,371,57,32,1,23,136,100,77,11,11,23,24,,38,0.09090909,0.057416267,0.631578947,,,,,,,,,6.0,,,,,,,,0.0
Joe Judge,1006644,116786.0,1B,WAS,2.412558899568658,,2.46,3.9005057088595816,-1.012345790863037,0.9341428373008966,,,,,104.87798144389367,0.3314388719764916,,,,,0.672168981,0.34063745,0.331531531,0.260956175,0.079681275,0.277185501,130,583,502,56,46,1,31,171,131,100,23,7,20,49,,32,0.054888507,0.084048027,1.53125,,,,,,,,,3.0,,,,,,,,0.0
Ray Demmitt,1003196,113258.0,OF,SLB,2.3592879540044533,,3.01,6.1965893437109845,0.3703703880310058,-0.5047852825373411,,,,,113.8461916449696,0.3508768119169085,,,,,0.716437785,0.37037037,0.346067415,0.281481481,0.088888889,0.306233062,116,464,405,45,61,1,29,150,114,85,23,5,10,38,,35,0.075431034,0.081896551,1.085714285,,,,,,,,,6.0,,,,,,,,0.0
Frank Schulte,1011631,121879.0,OF,WAS,2.3449261612150187,,2.59,11.634947338130145,-1.6790122985839844,-1.2643259074538946,,,,,137.58839366339845,0.3833194643259048,,,,,0.76954588,0.36329588,0.40625,0.288389513,0.074906367,0.333333333,93,329,267,35,44,0,17,97,77,60,14,3,5,47,,36,0.109422492,0.142857142,1.305555555,,,,,,,,,2.0,,,,,,,,0.0
Les Mann,1008073,118241.0,OF,CHC,2.30895890395779,,2.09,11.24669268893821,-8.370370388031006,1.2944491002708671,,,,,117.7683259058249,0.3541242156903099,,,,,0.726613086,0.384458077,0.342155009,0.288343558,0.096114519,0.314479638,129,555,489,69,55,2,36,188,141,105,27,7,21,38,,45,0.081081081,0.068468468,0.844444444,,,,,,,,,-2.0,,,,,,,,0.0
