Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Dwight Gooden,1004852,114947,NYM,8.899490356445312,,12.19,1.52891571886603,,2.127828582152345,,,,0.25164319,0.06478873,0.18685446,276.2,35,35,,,,,0.4228915818140083,0.2594670406732118,0.8692185,,0,0.1991951710261569,0.9650602764473524,43.63626891230909,58.49191473477303,,,,9.463197708129885,2.020662099965378,268,69,2,13,33,16,8,47
Bert Blyleven,1001098,111126,- - -,6.966132402420044,,6.76,3.1566402089480743,,3.1577808789163457,,,,0.17123857,0.06234414,0.10889443,293.2,37,37,,,,,0.704880823357337,0.2707865168539325,0.71880937,,0,0.2359249329758713,1.154370044048972,74.21371886801514,76.90051657600017,,,,2.6326041221618652,-0.8722159592475047,206,75,9,23,19,24,5,103
John Tudor,1013215,123499,STL,6.430849075317383,,8.1,1.930909090909091,,2.7062732904607603,,,,0.15913371,0.04613936,0.11299435,275.0,36,36,,,,,0.4581818181818182,0.2363636363636363,0.80115037,,0,0.2073412698412698,0.9381818181818182,54.63678733311741,75.267702087416,,,,5.714526176452637,-0.0409384977952065,169,49,5,14,27,14,10,59
Bret Saberhagen,1011355,121604,KCR,6.158599853515625,,7.14,2.868272016666229,,2.888421118716621,,,,0.16970999,0.04081633,0.12889366,235.1,32,32,,,,,0.726628910888778,0.2685314685314685,0.76544315,,0,0.2365470852017937,1.0580736772590975,68.7310691062309,72.02178640229914,,,,4.485343933105469,1.234803530681611,158,38,1,19,23,10,1,75
Mike Moore,1009122,119313,SEA,5.855141863226891,,6.29,3.4615385425643974,,3.275548239887493,,,,0.15255906,0.06889764,0.08366142,247.0,35,34,,,,,0.6558704606964122,0.2756827048114434,0.73170732,,0,0.2441613588110403,1.214574927215578,82.29722734976862,76.94529283438003,,,,3.379070277325809,0.6885162449180586,155,70,4,18,22,14,2,95
Orel Hershiser,1005741,115861,LAD,5.410118922591209,,5.87,2.027816497752501,,2.7345246517969612,,,,0.16474292,0.07135362,0.0933893,239.2,36,34,,,,,0.3004172589262965,0.2394957983193277,0.74855252,,0,0.2036405005688282,1.0305980965943782,58.756295738929374,76.44826809303652,,,,2.3954438865184784,-0.8754650447273091,157,68,6,8,25,9,5,54
Fernando Valenzuela,1013327,123619,LAD,5.395925521850586,,5.45,2.445532344392014,,2.948836983711985,,,,0.18755636,0.09107304,0.09648332,272.1,35,35,,,,,0.4626682813714621,0.2509554140127388,0.7532379,,0,0.2095332671300893,1.14565479196743,70.85967681270544,82.58747405481887,,,,2.2561662197113037,-0.876840062760742,208,101,1,14,24,14,5,74
Rick Reuschel,1010852,121089,PIT,5.158644199371338,,6.17,2.273195887463343,,2.581362324630635,,,,0.17852523,0.06727038,0.11125485,194.0,31,26,,,,,0.3247422696376204,0.2547993019197208,0.7568113,,1,0.213091922005571,1.0567010361224156,62.56050986987006,69.38147941917742,,,,2.6982503533363342,-1.0137239614551596,138,52,3,7,24,9,1,49
Bryn Smith,1012104,122358,MON,5.071732521057129,,3.17,2.9145425952851856,,2.8103921343647777,,,,0.14269663,0.04606742,0.09662921,222.1,32,32,,,,,0.4857570992141976,0.2552891396332863,0.68744271,,0,0.2275943396226415,1.0524737149640948,82.5212468091438,76.621038195531,,,,1.4928802251815796,-0.6063401053196136,127,41,1,12,25,4,2,72
Ron Guidry,1005124,115228,NYY,4.868978032376617,,4.54,3.266409014210226,,3.4720998354734123,,,,0.13843175,0.04065828,0.09777348,259.0,34,33,,,,,0.9729728978498544,0.2621951219512195,0.73637103,,0,0.2452068617558022,1.1003860154254308,80.83511503177652,86.09787861215295,,,,3.225650062784553,0.3884332196847144,143,42,0,28,22,11,2,94
Walt Terrell,1012924,123194,DET,4.838092803955078,,2.51,3.8515281276434266,,3.3569441468025416,,,,0.13224822,0.09664293,0.03560529,229.0,34,34,,,,,0.3537117668243963,0.2845637583892617,0.69290826,,0,0.25,1.379912571808756,95.4103870070122,81.66485027348783,,,,1.2753502130508425,0.1482576640312367,130,95,4,9,19,5,3,98
Mike Witt,1014174,124491,CAL,4.7200398445129395,,3.3,3.5639997824707166,,3.6124550520019567,,,,0.17159199,0.09342231,0.07816969,250.0,35,35,,,,,0.7919999516601592,0.276510067114094,0.71858289,,0,0.2407602956705385,1.303999920410161,87.08425796954482,86.2857985262923,,,,1.166176199913025,0.3317934259203212,180,98,4,22,24,6,1,99
Jack Morris,1009211,119399,DET,4.670119762420654,,4.88,3.3268482490272375,,3.602743046385769,,,,0.17734448,0.10213556,0.07520891,257.0,35,35,,,,,0.7354085603112841,0.2546666666666666,0.75604839,,0,0.2203742203742204,1.2529182879377432,82.41297179556152,87.54464342556031,,,,3.007702112197876,0.178618526824227,191,110,5,21,26,13,4,95
Oil Can Boyd,1001279,111312,BOS,4.607772350311279,,6.05,3.701346665743295,,3.5767440369914083,,,,0.1360424,0.05918728,0.07685512,272.1,35,35,,,,,0.8592411902618363,0.2803632236095346,0.73797139,,0,0.2573044297832234,1.2484701055086511,87.35007380589637,89.76136240235041,,,,1.1615861654281616,-1.2542648708122834,154,67,4,26,21,13,3,112
Danny Jackson,1006295,116424,KCR,4.562496185302734,,3.48,3.4182694815319854,,3.2084936086242757,,,,0.12765957,0.08510638,0.04255319,208.0,32,32,,,,,0.3028846376041,0.2927536231884058,0.70056899,,0,0.2577065351418002,1.3701924082090238,81.91040270719004,79.84830695836008,,,,0.972961962223053,0.02797236763273,114,76,6,7,20,4,3,79
Dave Stieb,1012532,122791,TOR,4.452469348907471,,6.75,2.479245283018868,,3.692002278453899,,,,0.15363385,0.08831647,0.06531739,265.0,36,36,,,,,0.7471698113207547,0.23203026481715,0.79229122,,0,0.2097759674134419,1.139622641509434,58.50979620706575,90.23962251602524,,,,3.356827974319458,-0.1520542958425128,167,96,9,22,27,8,2,73
Nolan Ryan Jr.,1011348,121597,HOU,4.384167194366455,,1.71,3.8017241379310343,,2.899972350021889,,,,0.21261445,0.09664293,0.11597152,232.0,35,35,,,,,0.4655172413793103,0.2933130699088146,0.68788501,,0,0.2332195676905574,1.293103448275862,111.62562487923331,83.93112760467032,,,,-0.2565139830112457,-0.7792720056491074,209,95,9,12,23,4,0,98
