Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Rogers Hornsby,1006030,116156.0,2B,STL,10.453249091920132,,10.08,91.81944676890672,-8.246913433074951,-1.2133316043764353,,,,,193.90548622831815,0.5192688659417439,,,,,1.180947099,0.722311396,0.458635703,0.401284109,0.321027287,0.391713747,154,704,623,141,152,42,102,450,250,148,46,14,17,65,,50.0,0.071022727,0.092329545,,,,,,,,,-13.0,,,,,,,
George Sisler,1012021,122280.0,1B,SLB,8.22707802492169,,8.66,63.89673436624321,-0.092592716217041,2.502898594364524,,,,,167.8301456416455,0.4806866273050398,,,,,1.060941294,0.593856655,0.467084639,0.419795221,0.174061434,0.421985815,142,654,586,134,105,8,68,348,246,178,42,18,51,49,,14.0,0.021406727,0.074923547,,,,,,,,,6.0,,,,,,,
Ken Williams,1014012,124321.0,OF,SLB,7.329563485776799,,7.92,51.66571043723247,1.7016596794128418,-0.8865947285667062,,,,,156.0064191931235,0.4606280165749627,,,,,1.040263339,0.627350427,0.412912912,0.331623931,0.295726496,0.300970873,153,678,585,128,155,39,84,367,194,110,34,11,37,74,,31.0,0.045722713,0.109144542,,,,,,,,,8.0,,,,,,,
Oscar Charleston,1014838,,OF,ABC,7.174432557849393,,0.0,54.88095490057693,6.320987701416016,4.669027047231793,,,,,187.34467024973424,0.4858835309945702,,,,,1.101737754,0.668329177,0.433408577,0.374064837,0.29426434,,101,443,401,105,102,19,62,268,150,88,25,18,21,41,,,,0.09255079,,,,,,,,,18.0,,,,,,,
Dave Bancroft,1000503,110524.0,SS,NYG,6.844573865107024,,6.15,15.484565032345351,26.629630088806152,-0.8671331247314811,,,,,115.5967540152411,0.3826212175546206,,,,,0.814817375,0.41781874,0.396998635,0.321044546,0.096774194,0.330645161,156,745,651,117,60,4,50,272,209,159,41,5,16,79,,27.0,0.03624161,0.106040268,,,,,,,,,17.0,,,,,,,
Tristram Speaker,1012309,122566.0,OF,CLE,6.6309614186426735,,6.91,54.78000463842797,-2.6913580894470215,0.8742032460868359,,,,,175.48515219179956,0.4860056810199268,,,,,1.079840151,0.605633802,0.474206349,0.377934272,0.22769953,0.371287128,131,516,426,85,71,11,67,258,161,94,48,8,8,77,,11.0,0.021317829,0.149224806,,,,,,,,,0.0,,,,,,,
Babe Ruth,1011327,121578.0,OF,NYY,6.3943321646671105,,6.36,49.78854185967817,0.2469134330749511,-1.3171725403517485,,,,,174.60020045192346,0.4835447110615049,,,,,1.106222346,0.672413793,0.433808553,0.315270935,0.357142858,0.319587628,110,495,406,94,99,35,67,273,128,61,24,8,2,84,,80.0,0.161616161,0.169696969,,,,,,,,,5.0,,,,,,,
Ty Cobb,1002378,112431.0,OF,DET,6.203240705418975,,6.74,51.77491967527812,-7.327160596847534,-3.283764213323593,,,,,165.00550455332552,0.4670485775694888,,,,,1.026177244,0.564638783,0.461538461,0.401140684,0.163498099,0.41566265,137,612,526,99,99,4,62,297,211,149,42,16,9,55,,24.0,0.039215686,0.089869281,,,,,,,,,-4.0,,,,,,,
Dobie Moore,1015976,,SS,KCM,6.157422152175247,,0.0,28.19602409173634,24.75308656692505,3.5932611348107457,,,,,154.95383771516617,0.4343593523122262,,,,,0.955526187,0.541033434,0.414492753,0.386018237,0.155015197,,77,345,329,69,63,7,34,178,127,93,24,3,16,16,,,,0.046376811,,,,,,,,,20.0,,,,,,,
Ray Grimes Sr.,1005065,115166.0,1B,CHC,5.864831365114504,,5.62,45.59849827704184,-6.962963104248047,-1.0559953022748232,,,,,155.62561859571483,0.4580132698608657,,,,,1.014082114,0.571709233,0.442372881,0.353634577,0.218074656,0.359307359,138,596,509,99,99,14,71,291,180,109,45,12,7,75,,33.0,0.055369127,0.125838926,,,,,,,,,-1.0,,,,,,,
