Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Hal Newhouser,1009535,119739.0,DET,8.03781509399414,,11.3,1.809574585582625,,2.5970479377549713,,,,0.16812054,0.08723236,0.08088818,313.1,40,36,,,,,6.089362097516135,3.159574673239504,1.92727273,0.1436170306017956,0.2505353319057816,0.80701754,,2,0.207645525629887,1.1138298595561484,51.67584008342861,67.0547289231669,,,,,,212,110,0,5,,29,8,63
Preacher Roe,1011122,121369.0,PIT,6.456648349761963,,7.28,2.872340425531915,,2.6385373054666723,,,,0.15811966,0.0491453,0.10897436,235.0,33,31,,,,,5.6680851063829785,1.7617021276595746,3.2173913,0.4212765957446808,0.2972602739726027,0.76271186,,1,0.2564679415073115,1.1659574468085103,73.02224252837081,65.71872561282453,,,,,,148,46,1,11,,15,3,75
Nels Potter,1010471,120703.0,SLB,5.173682689666748,,7.15,2.467363268332676,,2.9990006562035596,,,,0.12548638,0.06614786,0.05933852,255.1,32,32,,,,,4.546998023070216,2.3968671749517423,1.89705882,0.3524804669046679,0.2463414634146341,0.77153558,,0,0.2210636079249218,1.0966058970367447,71.09167140423011,79.23702408312539,,,,,,129,68,1,10,,21,3,70
Claude Passeau,1010046,120274.0,CHC,4.936032295227051,,5.04,2.458149779735683,,2.861407302654788,,,,0.10492505,0.06316916,0.04175589,227.0,34,27,,,,,3.8854625550660793,2.33920704845815,1.66101695,0.158590308370044,0.2607003891050584,0.75268817,,1,0.2348224513172966,1.1629955947136563,66.01309272065033,75.40624663997575,,,,,,98,59,2,4,,19,5,62
Nick Strincevich,1012622,122879.0,PIT,4.795383453369141,,4.4,3.3109494213832873,,3.123177845196956,,,,0.07660455,0.05072464,0.02587992,228.1,36,29,,,,,2.916788775980515,1.931387162473584,1.51020408,0.2759124517819406,0.2737094837935174,0.6962482,,2,0.2571115973741794,1.2437958143820815,84.17280538836084,78.03952809037615,,,,,,74,49,3,7,,18,1,84
Dutch Leonard,1007533,117689.0,WAS,4.686488151550293,,3.45,2.125,,2.6155270611798325,,,,0.10847458,0.03954802,0.06892655,216.0,31,29,,,,,4.0,1.4583333333333333,2.74285714,0.2083333333333333,0.2717536813922356,0.72689076,,1,0.2452830188679245,1.125,65.93121615299503,73.42685599430911,,,,,,96,35,2,5,,12,4,51
Roger Wolff,1014193,124517.0,WAS,4.650296688079834,,5.99,2.124,,2.8376011352539066,,,,0.108,0.053,0.055,250.0,33,29,,,,,3.888,1.908,2.03773585,0.252,0.2322503008423586,0.76167076,,2,0.2114164904862579,1.012,65.9001896983348,80.31702718478158,,,,,,108,53,1,7,,21,4,59
Hal Gregg,1005020,115116.0,BRO,4.312415599822998,,2.83,3.4678903937230094,,3.3619472319961226,,,,0.12728938,0.10989011,0.01739927,254.1,42,34,,,,,4.9187424972193705,4.246396400477154,1.15833333,0.1769331833532147,0.2634146341463415,0.68128655,,2,0.229253112033195,1.340760344965472,90.43179813054378,86.27449165125978,,,,,,139,120,8,5,,13,2,98
Dave Ferriss,1004012,114092.0,BOS,4.290134429931641,,3.6,2.9584380597371167,,3.3168051172671396,,,,0.08522212,0.07706256,0.00815957,264.2,35,31,,,,,3.196473305922862,2.8904279893983325,1.10588235,0.2040302110163528,0.2821075740944017,0.73283324,,2,0.2601384767556874,1.314861359883163,84.99568178043488,88.13955828210813,,,,,,94,85,7,6,,26,5,87
Red Barrett,1000600,110611.0,- - -,4.089937090873718,,5.29,3.0035125049066203,,3.5678211659283567,,,,0.06468085,0.04595745,0.01872341,284.2,45,34,,,,,2.402810003925296,1.7072597396311315,1.40740741,0.5690865798770438,0.2624390243902439,0.74575205,,2,0.256478999106345,1.1978921218399503,78.81217009221915,92.21559068049191,,,,,,76,54,2,18,,24,3,95
Dizzy Trout,1013196,123479.0,DET,4.057759761810303,,2.0,3.1420843513001575,,3.286353589570603,,,,0.09317963,0.07588857,0.01729107,246.1,41,31,,,,,3.5439788613501775,2.8863332994501447,1.2278481,0.2922869164000146,0.2847141190198366,0.69731082,,2,0.2619542619542619,1.3437079073389562,89.72818791779868,86.73916133928611,,,,,,97,79,0,8,,18,4,86
Paul Derringer,1003224,113285.0,CHC,4.026769161224365,,1.04,3.453977583580955,,3.101457540884156,,,,0.0954495,0.05660377,0.03884573,213.2,35,30,,,,,3.622464294975148,2.14820557027596,1.68627451,0.3369734227883859,0.2847682119205298,0.6671721,,4,0.2626619552414605,1.282371081166913,92.75583789060008,81.85274504478551,,,,,,86,51,1,8,,15,1,82
Steve Gromek,1005080,115181.0,CLE,3.9250173568725586,,5.65,2.545816733067729,,3.0322306173256197,,,,0.09844055,0.06432749,0.03411306,251.0,33,30,,,,,3.621513944223107,2.366533864541833,1.53030303,0.2151394422310757,0.2626619552414605,0.75361321,,1,0.2395397489539749,1.1752988047808766,79.76399107184147,87.20442960425831,,,,,,101,66,4,6,,21,3,71
Van Mungo,1009321,119518.0,NYG,3.847224473953247,,2.97,3.19672131147541,,3.099437200827677,,,,0.1309987,0.0920882,0.03891051,183.0,26,26,,,,,4.967213114754099,3.4918032786885247,1.42253521,0.1967213114754098,0.2656514382402707,0.69010417,,0,0.2313218390804597,1.26775956284153,82.65200858790301,78.75392001161511,,,,,,101,71,4,4,,7,2,65
Hank Wyse,1014315,124639.0,CHC,3.672197818756103,,4.92,2.683832531506752,,3.5770263498217347,,,,0.06760316,0.04828797,0.01931519,278.1,38,34,,,,,2.489820541277348,1.7784432437695346,1.4,0.5497006389833107,0.2588832487309644,0.76898118,,0,0.2520852641334569,1.174850385278056,72.07375531368282,94.62404488104744,,,,,,77,55,5,17,,23,2,83
