Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,K/9,BB/9,K/BB,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Spud Chandler,1002133,112187.0,NYY,6.264589309692383,,6.42,1.6363636363636365,,2.539705699988505,,,,0.13549039,0.05460061,0.08088979,253.0,30,30,,,,,4.766798418972332,1.9209486166007903,2.48148148,0.1778656126482213,0.2424242424242424,0.77822581,,0,0.2116004296455424,0.9920948616600792,49.9016068209918,68.11861824363869,,,,,,134,54,4,5,,20,5,46
Mort Cooper,1002598,112657.0,STL,5.79144287109375,,5.74,2.2992700729927007,,2.7820674321947307,,,,0.12714157,0.07123535,0.05590622,274.0,37,32,,,,,4.631386861313868,2.5948905109489053,1.78481013,0.1642335766423357,0.2536973833902161,0.75737705,,3,0.2224390243902439,1.1204379562043796,67.54703680969071,76.38390089126229,,,,,,141,79,5,5,,24,6,70
Max Lanier,1007325,117482.0,STL,4.491116046905518,,4.8,1.8984378168359928,,2.766830224692825,,,,0.13945578,0.08503401,0.05442177,213.1,32,25,,,,,5.18906336601838,3.1640630280599877,1.64,0.1265625211223995,0.2827687776141384,0.78416729,,3,0.2422360248447205,1.2656252112239952,55.77154706659672,75.93626830207779,,,,,,123,75,2,3,,14,2,45
Denny Galehouse,1004443,114530.0,SLB,4.188205718994141,,4.45,2.7723214285714284,,3.105223063060216,,,,0.12038015,0.0781415,0.04223865,224.0,31,28,,,,,4.580357142857143,2.9732142857142856,1.54054054,0.3214285714285714,0.2786666666666667,0.75498575,,1,0.2488532110091743,1.2991071428571428,81.39140242073888,82.181976310779,,,,,,114,74,1,8,,14,2,69
Virgil Trucks,1013203,123486.0,DET,4.178107738494873,,3.77,2.8421047638658887,,2.9799880434436585,,,,0.14443084,0.06364749,0.08078335,202.2,33,25,,,,,5.2401306583777325,2.3092101206410347,2.26923077,0.4884867562894496,0.2503937007874016,0.72736031,,2,0.2225130890052356,1.0953945444066446,81.95912463234589,77.11182936349333,,,,,,118,52,1,11,,10,2,64
Tommy Bridges,1001421,111458.0,DET,4.170003890991211,,4.87,2.394782163842902,,2.925634503346184,,,,0.16020672,0.07881137,0.08139535,191.2,25,22,,,,,5.822607614049409,2.8643472940081773,2.03278689,0.4226086171487475,0.2586206896551724,0.78592093,,0,0.2230014025245441,1.1478258737373388,69.05947040697514,75.54441051824334,,,,,,124,61,0,9,,11,3,51
Al Javery,1006369,116503.0,BSN,4.152750015258789,,2.59,3.207920792079208,,3.3473995128480514,,,,0.10419907,0.07698289,0.02721617,303.0,41,35,,,,,3.98019801980198,2.9405940594059405,1.35353535,0.3861386138613861,0.2654440154440154,0.7001073,,0,0.2434488588334742,1.2772277227722773,94.61951797340129,93.3654879161963,,,,,,134,99,4,13,,19,5,108
Johnny Wright,1016833,,HG,4.078043460845947,,0.0,2.5359116022099446,,2.400186559508519,,,,0.1261745,0.05369128,0.07248322,181.0,30,22,,,,,4.6740331491712706,1.988950276243094,2.35,0.0497237569060773,0.2635914332784184,0.73543929,,1,0.2293447293447293,1.1104972375690607,52.47231675556569,81.20336953884251,,,,,,94,40,3,1,,15,3,51
Dizzy Trout,1013196,123479.0,DET,4.063352108001709,,4.97,2.481080722962146,,3.2989247074712496,,,,0.10893032,0.09911678,0.00981354,246.2,44,30,,,,,4.049999415423503,3.685134603223188,1.0990099,0.2189188873201893,0.247191011235955,0.74848281,,6,0.2222222222222222,1.2364863080121806,71.54810293466043,86.30915738925763,,,,,,111,101,0,6,,18,5,68
Rip Sewell,1011768,122025.0,PIT,4.009742736816406,,4.95,2.5439700443110667,,3.328953373223553,,,,0.05840072,0.06738544,-0.00898473,265.1,35,31,,,,,2.2047740384029244,2.5439700443110667,0.86666667,0.2035176035448853,0.2704663212435233,0.74493445,,3,0.2577220077220077,1.2889448224509406,73.35617128481566,90.74354061793728,,,,,,65,75,2,6,,25,2,75
Charles Wensloff,1013778,124086.0,NYY,3.879436492919922,,2.35,2.5388063748862337,,3.0752257954046707,,,,0.1160221,0.07734807,0.03867403,223.1,29,27,,,,,4.231343958143723,2.820895972095815,1.5,0.2820895972095815,0.2382271468144044,0.70774355,,1,0.2146282973621103,1.114925550875965,77.42198292534465,84.44953189409271,,,,,,105,70,1,7,,18,1,63
Hal Newhouser,1009535,119739.0,DET,3.7214107513427734,,1.45,3.035774575373582,,3.0836316610206933,,,,0.16941176,0.13058824,0.03882353,195.2,37,25,,,,,6.623508164451453,5.105620876764661,1.2972973,0.1379897534260719,0.2702702702702703,0.68939956,,1,0.2205683355886332,1.4003404606942114,87.54407294976514,80.100649578125,,,,,,144,111,0,3,,10,1,66
Whit Wyatt,1014304,124627.0,BRO,3.660210132598877,,4.33,2.4907744168940775,,2.8425220507493556,,,,0.11126565,0.05980529,0.05146036,180.2,26,26,,,,,3.985239067030524,2.142065998528907,1.86046512,0.2490774416894077,0.2267343485617597,0.72571429,,0,0.2056213017751479,1.0073798752771603,73.74336451346451,78.76917577591878,,,,,,80,43,0,5,,13,3,50
Nate Andrews,1000259,110271.0,BSN,3.5903127193450928,,5.14,2.5699175595119628,,3.451039902007487,,,,0.06855184,0.06426735,0.00428449,283.2,36,34,,,,,2.538190182234038,2.37955329584441,1.06666667,0.3490011500571801,0.24321608040201,0.73446328,,0,0.2329650092081031,1.1562866385732835,75.80123590108818,96.42242239196482,,,,,,80,75,6,11,,23,3,81
Hi Bithorn,1000998,111026.0,CHC,3.495927095413208,,5.5,2.5954602440252836,,3.1870404103237826,,,,0.08431373,0.06372549,0.02058824,249.2,39,30,,,,,3.100133069252422,2.3431238314117144,1.32307692,0.2883844715583648,0.2549476135040745,0.7602546,,2,0.2381951731374606,1.1695592457644797,78.8944225339927,91.34463024867335,,,,,,86,65,2,8,,19,7,72
Claude Passeau,1010046,120274.0,CHC,3.4647293090820312,,4.1,2.906614785992218,,3.253551995800627,,,,0.08651163,0.06139535,0.02511628,257.0,35,31,,,,,3.2568093385214008,2.311284046692607,1.40909091,0.3501945525291828,0.2605321507760532,0.72757475,,1,0.2437810945273631,1.2101167315175096,88.3526132205271,93.36638848600155,,,,,,93,66,4,10,,18,1,83
Johnny Vander Meer,1013350,123638.0,CIN,3.32262921333313,,3.84,2.865051903114187,,3.387894219758189,,,,0.14451827,0.1345515,0.00996678,289.0,36,36,,,,,5.418685121107266,5.044982698961937,1.07407407,0.1557093425605536,0.2593023255813954,0.75388601,,0,0.21944177093359,1.3494809688581315,88.0660800758116,98.5430717765512,,,,,,174,162,3,5,,21,3,92
Schoolboy Rowe,1011259,121507.0,PHI,3.2980740070343018,,4.03,2.9396984924623117,,3.071415633053037,,,,0.0631068,0.03519417,0.02791262,199.0,27,25,,,,,2.351758793969849,1.3115577889447236,1.79310345,0.3165829145728643,0.2578444747612551,0.71035747,,1,0.2474747474747475,1.1306532663316582,88.11240928102708,86.60542977699637,,,,,,52,29,3,7,,11,3,65
Jesse Flores,1004170,114254.0,PHA,3.208768844604492,,4.63,3.112392409855007,,3.3805551015501933,,,,0.11783107,0.0729927,0.04483837,231.1,31,27,,,,,4.396254278920197,2.723343358623131,1.61428571,0.5057637666014386,0.2572559366754617,0.73640483,,0,0.2352941176470588,1.2017292915829054,93.99588824171146,92.85398427793729,,,,,,113,70,5,13,,13,0,80
Bill Byrd,1014768,,- - -,3.1766883954405785,,0.0,2.9333332815288036,,2.320996878470904,,,,0.1669627,0.06394316,0.10301954,135.0,19,13,,,,,6.2666665559933525,2.3999999576144755,2.61111111,0.1333333309785819,0.308411214953271,0.68742656,,0,0.2557251908396946,1.259259237019941,60.69564608004801,79.5648005825915,,,,,,94,36,3,2,,12,2,44
Hank Borowy,1001208,111245.0,NYY,3.1743686199188232,,2.49,2.8159513815583694,,3.2939008628399296,,,,0.12611607,0.08035714,0.04575893,217.1,29,27,,,,,4.67944861935435,2.981595580473568,1.56944444,0.4555215470167951,0.2636103151862464,0.76498423,,0,0.2372262773722627,1.2285278086210534,85.87363807583881,91.11812131652547,,,,,,113,72,2,11,,14,3,68
Johnny Niggeling,1009596,119799.0,- - -,3.127829670906067,,4.4399999999999995,2.592715690284624,,3.3347939024096833,,,,0.11786148,0.08991495,0.02794654,201.1,26,26,,,,,4.336093482027732,3.307947604845899,1.31081081,0.312913962620558,0.2222222222222222,0.73905109,,0,0.2005383580080753,1.1076160899108642,76.52426581605202,90.0290133268324,,,,,,97,74,6,7,,12,3,58
Red Barrett,1000600,110611.0,BSN,3.063820123672486,,2.43,3.176470588235294,,3.477859617682064,,,,0.06077873,0.05982906,0.00094967,255.0,38,31,,,,,2.2588235294117647,2.223529411764706,1.01587302,0.388235294117647,0.2508214676889376,0.68370166,,0,0.242914979757085,1.188235294117647,93.6918756403287,97.21348574227508,,,,,,64,63,2,11,,14,3,90
Bob Klinger,1007007,117163.0,PIT,2.99017071723938,,2.4,2.723076923076923,,3.279971231558384,,,,0.08034611,0.07169345,0.00865266,195.0,33,25,,,,,3.0,2.6769230769230767,1.12068966,0.2769230769230769,0.263235294117647,0.70758738,,0,0.2463382157123834,1.2461538461538462,78.52077410960834,89.33112525482309,,,,,,65,58,0,6,,14,3,59
Wally Hebert,1005570,115685.0,PIT,2.9780406951904297,,2.37,2.983695652173913,,3.1869389015695324,,,,0.0522293,0.05732484,-0.00509554,184.0,34,23,,,,,2.005434782608696,2.2010869565217392,0.91111111,0.1467391304347826,0.2795389048991354,0.70475396,,0,0.2669376693766938,1.315217391304348,86.03579661328216,86.64850894456076,,,,,,41,45,2,3,,12,1,61
Bob Muncrief,1009317,119514.0,SLB,2.944840669631958,,3.21,2.809756097560975,,3.4299399620149194,,,,0.09345794,0.05607477,0.03738318,205.0,35,27,,,,,3.5121951219512195,2.107317073170732,1.66666667,0.5707317073170731,0.2776998597475456,0.74546952,,1,0.2617866004962779,1.2634146341463417,82.49043090164108,91.71520125477676,,,,,,80,48,2,13,,12,3,64
