Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,fWAR,NameASCII,PlayerId,MLBAMID,AB,H,1B,2B,3B,BB,IBB,SO,HBP,SF,SH,GDP,CS,BB/K,OPS,Spd,UBR,wGDP,XBR,wSB,wRC,wRAA,WPA,-WPA,+WPA,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,PB,WP,FP,TZ,Pos,Year,bWAR,TB,XBH,BatSpd,Squared-Up%,EV,Barrel%,HardHit%,xBA,xSLG,maxEV,FRV,OAA,Chase%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Whiff%,Zone%,DRS
Cal Ripken Jr.,BAL,162,717,34,99,114,6,0.073919107,0.064156206,0.243076923,0.303972366,0.323076923,0.373779637,0.566153846,0.4052781798900702,,154.44644577937282,0.7833094535162672,46.87365269755316,31.81277751922607,10.571078680041632,Cal Ripken Jr.,1010978,121222,650,210,125,46,5,53,15,46,5,9,0,19,1,1.152173913,0.939933483,4.226360185679554,,,,0.7833094535162672,129.07792203839708,48.21524092521356,4.317043781280518,-11.068668365478516,15.385711669921877,49.36899948120117,4.933462619781494,0.986085057258606,,0,4.904850959777832,-0.5268880756405965,162.0,1427.2,267.0,528.0,11.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98635236,23.0,SS,1991,11.53,368,85,,,,,,,,,,,,,,,,,,
Barry Bonds,PIT,153,634,25,95,116,43,0.168769716,0.115141955,0.221568628,0.291764705,0.292156862,0.410094637,0.51372549,0.3964788172828348,,155.0441689843316,3.4426619063451653,43.01326799016594,11.353893280029297,7.771425146342156,Barry Bonds,1109,111188,510,149,91,28,5,107,25,73,4,13,0,8,13,1.465753424,0.923820127,6.3096409734317325,,,,3.4426619063451653,109.83342129106376,38.33141316587778,7.9857940673828125,-9.73445987701416,17.720252990722656,67.3759994506836,7.368206024169922,1.0933068990707395,1.3902000188827517,5,5.815682888031006,1.4885736516198165,147.0,1306.2,320.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99088146,18.0,LF,1991,7.98,262,58,,,,,,,,,,,,,,,,,,
Frank Thomas,CHW,158,701,32,104,109,1,0.196861626,0.159771754,0.234347048,0.350119904,0.31842576,0.452857142,0.552772808,0.4417771461922702,,178.7701149199069,-0.6208325486950343,64.57213482406486,-18.17981433868408,7.259099813942644,Frank Thomas,255,123245,559,178,113,31,2,138,13,112,1,2,0,20,2,1.232142857,1.00562995,2.1150162043336613,,,,-0.6208325486950343,145.9295412775126,66.87132724635275,4.424015522003174,-10.72214412689209,15.146160125732422,59.40800094604492,6.259977340698242,1.0333983898162842,3.1314001083374023,1,5.515518665313721,-1.2344828464078406,56.0,476.2,459.0,27.0,2.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99590164,-4.0,1B,1991,6.98,309,65,,,,,,,,,,,,,,,,,,
Ken Griffey Jr.,SEA,154,633,22,76,100,18,0.112164296,0.129541864,0.200729927,0.346578366,0.326642335,0.399046104,0.527372262,0.3991217635768024,,147.6484214683634,1.2089128577354131,36.81903634737506,9.072478771209717,6.918545430132382,Ken Griffey Jr.,327,115135,548,179,114,42,1,71,21,82,1,9,4,10,6,0.865853658,0.926418366,3.7634544565430983,,,,1.2089128577354131,110.95040609373795,39.56117716117848,4.274759769439697,-10.004841804504396,14.27960205078125,42.54899978637695,4.5637640953063965,1.037095069885254,1.73389995098114,6,3.671468734741211,0.4503903826805553,145.0,1271.2,361.0,15.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98947368,7.0,CF,1991,7.1,289,65,,,,,,,,,,,,,,,,,,
Ryne Sandberg,CHC,158,684,26,104,100,22,0.127192982,0.130116959,0.194871795,0.300626304,0.29059829,0.37920937,0.485470085,0.3833822693143572,,139.01105648019922,1.2151179736974882,31.471426385529107,7.885692596435547,6.422246362541824,Ryne Sandberg,1011411,121665,585,170,110,32,2,87,4,89,2,9,1,9,8,0.977528089,0.864679455,4.9755883457158365,,,,1.2151179736974882,111.5868292503307,34.44586149382091,6.091912269592285,-10.328791618347168,16.420703887939453,55.40399932861328,5.736449718475342,1.0662212371826172,1.9525333642959597,3,4.140169620513916,1.5733840559158958,154.0,1374.2,267.0,515.0,4.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99491094,6.0,2B,1991,7.03,284,60,,,,,,,,,,,,,,,,,,
Devon White,TOR,156,715,17,110,60,33,0.076923076,0.188811188,0.172897196,0.330645161,0.281931464,0.342253521,0.45482866,0.3547167230728483,,118.67741389094364,2.627791449209326,18.394608805997237,20.37311291694641,6.380647086800228,Devon White,1013862,124164,642,181,114,40,10,55,1,135,7,6,5,7,10,0.407407407,0.797082181,7.642525450747321,,,,2.627791449209326,100.83749989732384,20.200377169393292,1.5028876066207886,-12.925228118896484,14.428115844726562,12.541000366210938,1.3062803745269775,1.0639102458953855,,0,1.4482026100158691,-0.035595096911265,156.0,1384.0,439.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99776786,18.0,CF,1991,6.34,292,67,,,,,,,,,,,,,,,,,,
Terry Pendleton,ATL,153,644,22,94,86,10,0.066770186,0.108695652,0.197952219,0.329341317,0.319112627,0.362637362,0.517064846,0.3837618602288736,,140.54868521283666,1.189516820028075,30.799268759861818,8.320647478103638,6.257035386384106,Terry Pendleton,1010157,120381,586,187,123,34,8,43,8,70,1,7,7,16,2,0.614285714,0.879702208,5.886126179873738,,,,1.189516820028075,105.2498111427432,32.62001109129248,3.571157693862915,-10.475549697875977,14.046708106994627,32.8120002746582,3.210479974746704,1.0370442867279053,2.302000045776367,5,3.540107011795044,-0.0965147375145738,148.0,1283.2,108.0,349.0,24.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95010395,7.0,3B,1991,6.14,303,64,,,,,,,,,,,,,,,,,,
Wade Boggs,BOS,144,641,8,93,51,1,0.138845553,0.049921996,0.128205128,0.337890625,0.331501831,0.421216848,0.459706959,0.3851059269788977,,134.52031988052195,-0.6148816771019483,25.509985618441945,12.231141328811646,6.0634795405560435,Wade Boggs,1001124,111153,546,181,129,42,2,89,25,32,0,6,0,16,2,2.78125,0.880923807,2.5781548549562365,,,,-0.6148816771019483,105.42395093820546,33.132488464634164,4.144824028015137,-8.272356033325195,12.417180061340332,31.84119987487793,3.1835851669311523,0.9397245049476624,2.291249990463257,4,3.012190580368042,1.398489364863333,140.0,1196.2,89.0,276.0,12.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96816976,11.0,3B,1991,6.42,251,52,,,,,,,,,,,,,,,,,,
Lou Whitaker,DET,138,572,23,94,78,4,0.157342657,0.078671328,0.210638298,0.263414634,0.278723404,0.39122807,0.489361702,0.389361818420126,,141.09420796751024,-0.0113887652696575,27.74084182634391,12.13500678539276,6.058061905106991,Lou Whitaker,1013846,124154,470,131,80,26,2,90,6,45,2,8,2,3,2,2.0,0.880589772,3.743586482845214,,,,-0.0113887652696575,95.95307461126498,31.443376428920548,3.792001724243164,-8.951410293579102,12.743412017822266,39.76700210571289,3.875793218612671,1.0324782133102417,1.5921857357025146,14,3.770707368850708,-0.0979889759990286,119.0,1063.2,255.0,361.0,4.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99354839,11.0,2B,1991,6.75,230,51,,,,,,,,,,,,,,,,,,
Barry Larkin,CIN,123,527,20,88,69,24,0.104364326,0.121442125,0.20474138,0.314136125,0.301724137,0.377862595,0.506465517,0.3929088304877053,,148.13543171867622,2.411370844318298,31.17526032212563,9.370369911193848,6.035445617953572,Barry Larkin,335,117501,464,140,89,27,4,55,1,64,3,2,3,7,6,0.859375,0.884328112,6.617823676655837,,,,2.411370844318298,89.84592356647855,30.41128905232554,2.411520481109619,-8.881753921508789,11.29327392578125,31.448299407958984,3.225302219390869,1.0113643407821655,2.5108001232147217,2,3.014791965484619,-0.6303688808773393,120.0,1032.0,226.0,372.0,15.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97553018,3.0,SS,1991,6.12,235,51,,,,,,,,,,,,,,,,,,
Julio Franco,TEX,146,659,15,108,78,36,0.098634294,0.118361153,0.132427844,0.373493975,0.341256366,0.408194233,0.47368421,0.3934512360854083,,145.91231942639965,3.617444366798736,39.33945537701363,-4.239602446556091,5.938414164707832,Julio Franco,87,212297,589,201,156,27,3,65,8,78,3,2,0,13,9,0.833333333,0.881878443,6.031321753876829,,,,3.617444366798736,112.62569143162688,38.30420349077901,3.331154108047486,-11.20561408996582,14.536767959594728,32.90060043334961,3.238938808441162,1.0795376300811768,2.5686001777648926,2,3.898645401000977,-0.8129223884581007,144.0,1283.1,294.0,372.0,14.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97941176,-6.0,2B,1991,6.23,279,45,,,,,,,,,,,,,,,,,,
Rafael Palmeiro,TEX,159,714,26,115,88,4,0.095238095,0.100840336,0.210776546,0.327777777,0.321711568,0.389044943,0.532488114,0.4030133666645767,,152.1583824773066,-0.4093211474391864,43.55937413041026,-10.585046768188477,5.870534799885844,Rafael Palmeiro,1266,120191,631,203,125,49,3,68,10,72,6,7,2,17,3,0.944444444,0.921533057,3.5445851175144276,,,,-0.4093211474391864,127.29074052957654,46.76639699427248,1.389919996261597,-12.90566635131836,14.29558563232422,27.89459991455078,2.787621259689331,1.053104281425476,1.917449951171875,4,3.814768314361572,-2.4949370110644207,152.0,1366.0,1305.0,96.0,12.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99150743,-1.0,1B,1991,5.75,336,78,,,,,,,,,,,,,,,,,,
Edgar Martinez,SEA,150,642,14,98,52,0,0.130841121,0.112149532,0.145220588,0.331168831,0.306985294,0.4046875,0.452205882,0.3836707612602911,,137.55569852658655,-1.2107441938715056,27.255628062926256,7.059330582618713,5.732853134901069,Edgar Martinez,1086,118365,544,167,117,35,1,84,9,72,8,4,2,19,3,1.166666666,0.856893382,2.276509310916224,,,,-1.2107441938715056,104.87784371308706,32.473602046889276,3.0471460819244385,-9.736982345581056,12.784128189086914,22.37299919128418,2.396010637283325,0.9841693639755248,2.2070000171661377,4,3.0064423084259033,0.0897179597779107,143.0,1239.2,84.0,299.0,15.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96231156,6.0,3B,1991,6.1,246,50,,,,,,,,,,,,,,,,,,
Mickey Tettleton,DET,154,608,31,85,89,3,0.166118421,0.215460526,0.227544911,0.294460641,0.263473053,0.386513157,0.491017964,0.3880910493296653,,140.26413105144587,-0.6076393823605031,28.295376552894332,5.327297210693359,5.573656447934827,Mickey Tettleton,1012939,123211,501,132,82,17,2,101,9,131,2,4,0,12,3,0.770992366,0.877531121,2.998993284516766,,,,-0.6076393823605031,101.39622076733188,32.82647165043428,2.266957521438598,-10.422024726867676,12.688982009887695,27.86199951171875,2.6175432205200195,1.02889084815979,1.7903692722320557,13,2.5414905548095703,-0.3381883041450439,116.0,1019.2,562.0,55.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,39.0,2.99030695,1.0,C,1991,5.57,246,50,,,,,,,,,,,,,,,,,,
Chris Sabo,CIN,153,640,26,91,88,19,0.06875,0.1234375,0.204467354,0.310416666,0.300687285,0.354330708,0.505154639,0.3797855257422109,,139.20969576566492,1.4098184281319843,29.863965464754237,1.3408737182617188,5.4470301549702524,Chris Sabo,1011357,121606,582,175,111,35,3,44,3,79,6,3,5,13,6,0.556962025,0.859485347,5.333133673215882,,,,1.4098184281319843,102.63346737201044,30.454784091065612,-0.6061981320381165,-12.76419734954834,12.157999992370604,16.75320053100586,1.740965485572815,1.0599870681762695,2.348900079727173,2,1.986121416091919,-2.558013423303944,149.0,1303.1,86.0,255.0,12.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96600567,0.0,3B,1991,5.04,294,64,,,,,,,,,,,,,,,,,,
Robin Ventura,CHW,157,705,23,92,100,2,0.113475177,0.09503546,0.158415842,0.284894837,0.283828382,0.367288378,0.442244224,0.3634453018220082,,127.60310409740504,-1.206218601379078,21.76945708773767,7.65169483423233,5.4216524185952535,Robin Ventura,854,123697,606,172,123,25,1,80,3,67,4,7,8,22,4,1.19402985,0.809532602,2.122189468043002,,,,-1.206218601379078,104.17294331087234,24.663612509206565,3.288102388381958,-12.349355697631836,15.63746166229248,30.829999923706055,3.096825122833252,1.070009708404541,1.7270666360855105,3,2.491407871246338,0.5815571332345537,153.0,1371.3,225.0,291.0,18.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9589977200000002,7.0,3B,1991,5.3,268,49,,,,,,,,,,,,,,,,,,
Jose Canseco,OAK,154,665,44,115,122,26,0.117293233,0.228571428,0.29020979,0.282722513,0.265734265,0.359398496,0.555944055,0.3976775155582747,,152.09765828647858,2.810335916088661,43.7138951846549,-15.17042064666748,5.272298285461019,Jose Canseco,1001918,111962,572,152,75,32,1,78,8,152,9,6,0,16,6,0.513157894,0.915342551,5.581978642327485,,,,2.810335916088661,115.81858357146608,40.82042047485935,5.695384502410889,-10.849918365478516,16.54530143737793,46.23400115966797,4.801516532897949,0.9959045648574828,2.7067999839782715,5,4.094551086425781,1.6242544130006786,125.0,1084.1,245.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96525097,-7.0,RF,1991,5.28,318,77,,,,,,,,,,,,,,,,,,
Paul O'Neill,CIN,152,607,28,71,91,12,0.120263591,0.176276771,0.22556391,0.271356783,0.255639097,0.345963756,0.481203007,0.3613205594316904,,126.65086116833989,-0.3817750029847957,17.96129666389311,13.525361061096191,5.255740652922725,Paul O'Neill,1009818,120028,532,136,72,36,0,73,14,107,1,1,0,8,7,0.68224299,0.827166763,3.0349096139385976,,,,-0.3817750029847957,88.69752079747263,20.240550873201528,2.1559300422668457,-10.104602813720703,12.26053237915039,22.79599952697754,2.192732334136963,1.0161529779434204,1.237879991531372,5,1.2688333988189695,0.8528255335104973,145.0,1258.2,302.0,13.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99369085,20.0,RF,1991,4.94,256,64,,,,,,,,,,,,,,,,,,
Paul Molitor,MIL,158,752,17,133,75,19,0.102393617,0.082446808,0.163909774,0.339011925,0.32481203,0.399198931,0.488721804,0.3909831569106972,,145.28186038425775,0.6117544286389602,40.81520730088801,-14.887975692749023,5.248615035040036,Paul Molitor,1009040,119236,665,216,154,32,13,77,16,62,6,1,0,11,8,1.241935483,0.887920735,6.653958279907904,,,,0.6117544286389602,127.08839385411396,42.27844099900381,3.1990020275115967,-12.768843650817873,15.967845916748049,40.5620002746582,4.048579216003418,1.0398774147033691,,0,3.6317834854125977,-0.5554573893947032,46.0,406.2,389.0,32.0,6.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98594848,0.0,1B,1991,5.31,325,62,,,,,,,,,,,,,,,,,,
Tony Gwynn,SDP,134,569,4,69,62,8,0.059753954,0.033391915,0.115094339,0.3203125,0.316981132,0.355008787,0.432075471,0.346645492920901,,117.50163238012549,-1.579319296753965,9.712474754709945,21.95231580734253,5.102615535502652,Tony Gwynn,1005166,115270,530,168,126,27,11,34,8,19,0,5,0,11,8,1.789473684,0.787084258,5.201426057301841,,,,-1.579319296753965,76.70509808980972,12.533737485344714,3.2939341068267822,-8.884200096130371,12.178133964538574,19.89099884033203,2.1353981494903564,1.035120129585266,3.417200088500977,1,1.6193002462387085,1.5628754381879273,133.0,1175.2,290.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,28.0,RF,1991,5.65,229,42,,,,,,,,,,,,,,,,,,
Will Clark,SFG,148,622,29,84,116,4,0.081993569,0.14630225,0.23539823,0.31403118,0.300884955,0.3585209,0.536283185,0.3878324514529744,,150.63838842312575,-0.0084133294731145,35.70590664492028,-7.465910911560059,5.0681476868681035,Will Clark,1002318,112345,565,170,102,32,7,51,12,91,2,4,0,5,2,0.56043956,0.894804085,4.304282424148802,,,,-0.0084133294731145,103.60695458969548,33.45829677602723,6.038768768310547,-8.785947799682617,14.824715614318848,59.23400115966797,6.674968719482422,1.0100901126861572,1.499500036239624,6,4.795777320861816,1.1826682578712555,143.0,1234.1,1273.0,110.0,4.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99711608,1.0,1B,1991,5.23,303,68,,,,,,,,,,,,,,,,,,
Ozzie Smith,STL,150,641,3,96,50,35,0.129485179,0.056162246,0.081818182,0.30078125,0.285454545,0.379527559,0.367272727,0.3446066330582798,,118.65844313371151,3.4191261318774195,16.980558349711472,10.7366042137146,5.065980426738735,Ozzie Smith,1012186,122439,550,157,121,30,3,83,2,36,1,1,6,8,9,2.305555555,0.746800286,6.196960271481277,,,,3.4191261318774195,85.40328924137121,13.11182676779991,2.2539620399475098,-10.111942291259766,12.365903854370115,23.255199432373047,2.734123945236206,1.0391231775283811,,0,2.275958299636841,-0.1068583423933717,148.0,1253.1,244.0,387.0,8.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98748044,3.0,SS,1991,5.06,202,36,,,,,,,,,,,,,,,,,,
Matt Williams,SFG,157,635,34,72,98,5,0.051968503,0.201574803,0.23089983,0.285714285,0.268251273,0.31023622,0.499151103,0.3524503543949279,,126.57347017817165,-0.9913436640053988,18.142143173091068,9.442046642303469,5.00427393690951,Matt Williams,77,124326,589,158,95,24,5,33,6,128,6,7,0,11,5,0.2578125,0.809387323,3.733996886382269,,,,-0.9913436640053988,88.44509934628749,16.83031202847506,1.2442618608474731,-11.148477554321287,12.392740249633787,22.194000244140625,2.3947997093200684,1.0214767456054688,2.6693332195281982,3,2.2448394298553467,-1.0267384146335552,153.0,1331.2,134.0,295.0,16.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96363636,8.0,3B,1991,5.47,294,63,,,,,,,,,,,,,,,,,,
John Kruk,PHI,152,615,21,84,92,7,0.108943089,0.162601626,0.189591078,0.321596244,0.293680297,0.367479674,0.483271375,0.3688471565063489,,133.6409923357041,1.3798188041546382,24.83917225881327,2.789205551147461,4.930599497149576,John Kruk,1007184,117339,538,158,104,27,6,67,16,100,1,9,0,11,0,0.67,0.850751049,5.3315305801033155,,,,1.3798188041546382,93.4363395052644,24.077136039981493,4.325558185577393,-10.567086219787598,14.892643928527832,41.2760009765625,4.572877883911133,1.1559447050094604,2.1766998767852783,10,4.033957481384277,-0.2919461491536483,140.0,1244.5,848.0,53.0,3.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9856907599999998,10.0,1B,1991,4.74,260,54,,,,,,,,,,,,,,,,,,
Shane Mack,MIN,143,489,18,79,74,13,0.069529652,0.161554192,0.219457013,0.34,0.309954751,0.363449691,0.529411764,0.3922698107766516,,140.0191742292537,-0.9705245917866704,22.134063708486146,9.6298565864563,4.908397306623206,Shane Mack,1007928,118090,442,137,84,27,8,34,1,79,6,5,2,11,9,0.430379746,0.892861455,6.696332231455017,,,,-0.9705245917866704,83.12648151843248,27.977456324085587,0.0945141837000846,-8.423981666564941,8.5184965133667,20.73900032043457,2.106721878051758,0.9389954805374146,2.1308748722076416,8,2.207181453704834,-2.10652688650075,115.0,1064.3,293.0,6.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94103409,14.0,RF,1991,5.03,234,53,,,,,,,,,,,,,,,,,,
Dave Henderson,OAK,150,637,25,86,85,6,0.091051805,0.177394034,0.188811189,0.305045871,0.276223776,0.345911949,0.465034965,0.3614328235246559,,128.42232465362872,-1.1903109773847973,20.185385806100424,6.116477251052856,4.876295465299645,Dave Henderson,1005630,115744,572,158,100,33,0,58,3,113,4,2,1,8,6,0.513274336,0.810946914,2.718730417475688,,,,-1.1903109773847973,93.13640427363138,21.296058570565982,2.074078321456909,-11.555177688598633,13.629258155822754,21.243999481201172,2.376493215560913,1.05089008808136,1.5009499788284302,4,2.016829252243042,-0.043189625244929,138.0,1208.1,362.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.99726027,5.0,CF,1991,5.42,266,58,,,,,,,,,,,,,,,,,,
Tony Phillips,DET,146,655,17,87,72,10,0.120610687,0.145038167,0.154255319,0.312227074,0.283687943,0.371165644,0.437943262,0.3624513298503398,,123.51605350225164,0.000894344469998,18.1864674343474,6.744172096252441,4.769820306675435,Tony Phillips,1010300,120522,564,160,111,28,4,79,5,95,3,6,3,8,5,0.831578947,0.809108906,4.530747656428297,,,,0.000894344469998,96.28269342706564,22.412322256723677,1.4384899139404297,-10.940274238586426,12.378764152526855,20.12459945678711,1.9789066314697263,1.004699945449829,3.4739999771118164,7,1.950033187866211,-0.5182724711913613,121.0,1063.3,269.0,237.0,8.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91318977,9.0,3B,1991,5.22,247,49,,,,,,,,,,,,,,,,,,
Ruben Sierra,TEX,161,726,25,110,116,16,0.077134986,0.125344352,0.19515885,0.321299638,0.307110438,0.356749311,0.502269288,0.3761097375971883,,134.5847086959416,1.5971449764620047,31.241499252962164,-9.201644897460938,4.76260601447686,Ruben Sierra,1099,122218,661,203,129,44,5,56,7,91,0,9,0,17,4,0.615384615,0.859018599,5.517066208390299,,,,1.5971449764620047,114.36677003665964,32.48907618983787,2.977137565612793,-13.04584789276123,16.022985458374023,33.220001220703125,3.3855793476104736,1.0687050819396973,2.4447999000549316,1,2.504893064498902,0.2808498087447582,160.0,1420.0,305.0,15.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97826087,-2.0,RF,1991,5.05,332,74,,,,,,,,,,,,,,,,,,
Brett Butler,LAD,161,730,2,112,38,38,0.147945205,0.108219178,0.047154471,0.335820895,0.295934959,0.400826446,0.34308943,0.3472839363559131,,122.76001947000636,-3.49333531378943,15.34608841539132,6.415979862213135,4.731943672266037,Brett Butler,1001772,111812,615,182,162,13,5,108,4,79,1,2,4,3,28,1.367088607,0.743915876,5.572591124065819,,,,-3.49333531378943,98.76843429923004,16.439623681902347,2.0353400707244873,-12.155885696411133,14.1912260055542,18.416900634765625,2.0647060871124268,1.0517175197601318,2.5968000888824463,1,1.4234468936920166,0.5118066629746947,160.0,1409.0,372.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,CF,1991,5.13,211,20,,,,,,,,,,,,,,,,,,
Bobby Bonilla,PIT,157,680,18,102,100,2,0.132352941,0.098529411,0.190641247,0.310139165,0.301559792,0.39117647,0.492201039,0.3884866627908888,,149.60835368671954,-1.2044074665463995,37.045981184464935,-14.82716178894043,4.694187221319215,Bobby Bonilla,1001168,111199,577,174,106,44,6,90,8,67,2,11,0,14,4,1.343283582,0.883377509,3.6340161606778896,,,,-1.2044074665463995,113.61113682281768,36.921285836813794,3.4442355632781982,-11.099364280700684,14.54360008239746,44.266998291015625,4.75472354888916,1.071741223335266,3.3359999656677246,2,3.697089672088623,-0.4834075926033221,155.0,1358.2,247.0,144.0,15.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92082626,-11.0,RF,1991,3.96,284,68,,,,,,,,,,,,,,,,,,
Robby Thompson,SFG,144,573,19,74,48,14,0.109947643,0.165794066,0.18495935,0.290237467,0.262195121,0.352313167,0.447154471,0.3589596979320049,,131.00076061805402,0.0161551345954649,20.157993031381498,5.651577353477478,4.6302671768885535,Robby Thompson,1013023,123300,492,129,81,24,5,63,2,95,6,1,11,5,7,0.663157894,0.799467638,5.521729247709509,,,,0.0161551345954649,82.68601737358361,18.0635399986127,0.7517842650413513,-9.504413604736328,10.256197929382324,9.50409984588623,1.1935991048812866,1.0216023921966553,,0,2.437296152114868,-1.7014088139647876,142.0,1204.0,320.0,402.0,11.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98499318,4.0,2B,1991,5.16,220,48,,,,,,,,,,,,,,,,,,
Joe Carter,TOR,162,706,33,89,108,20,0.069405099,0.158640226,0.230407524,0.280876494,0.272727272,0.330028328,0.503134796,0.361018288719551,,122.79364886837448,0.4268880935997003,19.426284627717717,1.942732810974121,4.559050504623788,Joe Carter,1002018,112064,638,174,96,42,3,49,12,112,10,9,0,6,9,0.4375,0.833163124,4.973816861323664,,,,0.4268880935997003,102.99925929442342,23.37714930013116,-0.4796655178070068,-13.696032524108888,13.216365814208984,14.394001007080078,1.5159629583358765,1.0702005624771118,,0,1.349089503288269,-1.797291022353781,152.0,1335.1,285.0,13.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93543689,10.0,RF,1991,4.71,321,78,,,,,,,,,,,,,,,,,,
Mike Devereaux,BAL,149,668,19,82,59,16,0.070359281,0.172155688,0.171052631,0.290794979,0.259868421,0.313161875,0.430921052,0.3307165947597197,,105.74219958194884,-0.373888118963805,4.154837383840153,18.158778429031372,4.498723132352489,Mike Devereaux,1003242,113306,608,158,102,27,10,47,2,115,2,4,7,13,9,0.408695652,0.744082927,6.153619696389274,,,,-0.373888118963805,81.84490769894424,6.508407024458086,0.0783477276563644,-11.869600296020508,11.947948455810549,-1.8325997591018677,-0.1165204718708992,0.9841822385787964,1.1158499717712402,8,0.1703916937112808,-0.0907847626113027,138.0,1261.2,399.0,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99271845,16.0,CF,1991,4.85,262,56,,,,,,,,,,,,,,,,,,
Steve Finley,HOU,159,656,8,84,54,34,0.06402439,0.099085365,0.120805369,0.306238185,0.285234899,0.331269349,0.406040268,0.3277568300131144,,109.09263081016014,-0.3303117175091756,6.4330952713507354,15.945128336548803,4.481824846336218,Steve Finley,54,114135,596,170,124,28,10,42,5,65,2,6,10,8,18,0.646153846,0.737309617,7.077045203672096,,,,-0.3303117175091756,78.8772531716831,4.8941028087146465,1.249054193496704,-10.079693794250488,11.328747749328612,18.673099517822266,2.1519596576690674,0.95992249250412,1.137488842010498,9,1.4129289388656616,-0.1117257654320071,145.0,1274.2,324.0,13.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9570276500000001,16.0,CF,1991,5.15,242,46,,,,,,,,,,,,,,,,,,
Danny Tartabull,KCR,132,557,31,78,100,6,0.116696588,0.217235188,0.276859504,0.362017804,0.316115702,0.396768402,0.592975206,0.4295518600572908,,168.12990097698898,-0.0037583702069241,44.7999750994582,-20.97566795349121,4.457439137939474,Danny Tartabull,1012829,123096,484,153,84,35,3,65,6,121,3,5,0,9,3,0.537190082,0.989743608,3.9077798125974414,,,,-0.0037583702069241,110.70102816981084,47.883017876863555,3.7513697147369385,-8.8343505859375,12.58572006225586,50.10100173950195,5.153932094573975,0.9966088533401488,1.2925000190734863,2,3.772927284240722,-0.0087928375476504,124.0,1035.2,190.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96517413,-15.0,RF,1991,4.4,287,69,,,,,,,,,,,,,,,,,,
