Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Bullet Rogan,1016287,,KCM,8.03809642791748,,0.0,1.7381978233037716,,,,,,0.15584416,0.05032468,0.10551948,155.1,22,16,,,,,,,,,3,0.2153846153846154,1.0107298454025635,33.12430380672035,,,,,,,96,31,0,,,15,4,30
Dazzy Vance,1013342,123630.0,BRO,7.396605014801025,,5.95,3.5276384614446794,,2.918053160561191,,,,0.20293848,0.06060606,0.14233242,265.1,31,31,,,,,0.2713568047265138,0.3048469387755102,0.66709429,,0,0.2438302073050345,1.1796483316583168,84.0932556123222,64.20122118636854,,,,,,221,66,10,8.0,,26,4,104
Nip Winters,1016818,,HIL,6.315953731536865,,0.0,3.015,,,,,,0.10278114,0.06045949,0.04232164,200.0,28,22,,,,,,,,,0,0.2396907216494845,1.18,61.7878085890434,,,,,,,85,50,1,,,16,1,67
Pete Donohue,1003390,113455.0,CIN,5.999350070953369,,6.13,3.079734219269103,,3.452227385574797,,,,0.06331169,0.03977273,0.02353896,301.0,42,38,,,,,0.0897009966777408,0.2790909090909091,0.66984305,,2,0.2624894157493649,1.1926910299003322,75.03586351814458,78.63265831799166,,,,,,78,49,2,3.0,,27,3,103
Dolf Luque,1007843,118012.0,CIN,5.686777114868164,,6.26,2.6288659793814433,,3.5078837886299055,,,,0.11705686,0.06521739,0.05183947,291.0,36,36,,,,,0.2164948453608247,0.2641898864809081,0.70228091,,0,0.235663082437276,1.1718213058419245,64.05073126185997,79.98869295157283,,,,,,140,78,2,7.0,,22,4,85
Nelson Dean,1015018,,KCM,5.66131591796875,,0.0,2.7400982854602174,,,,,,0.12384473,0.06469501,0.05914972,134.2,18,13,,,,,,,,,0,0.2138613861386138,1.0618809073734716,52.21721420369981,,,,,,,67,35,1,,,12,1,41
Eppa Rixey,1011008,121255.0,CIN,4.668431282043457,,6.47,2.8816707376835544,,3.778101726264736,,,,0.05817875,0.03962901,0.01854975,287.1,39,36,,,,,0.250580064146396,0.2786729857819905,0.71635731,,1,0.2667844522968198,1.2146172553762806,70.21016645662708,86.5723897399709,,,,,,69,47,7,8.0,,22,2,92
Andy Cooper,1014902,,DS,4.604725360870361,,0.0,2.884090208968025,,,,,,0.08305085,0.04237288,0.04067797,146.2,30,13,,,,,,,,,4,0.2353982300884955,1.0772724657611064,54.96122420994931,,,,,,,49,25,0,,,8,1,47
Juan Padrón,1016079,,CAG,4.390980243682861,,0.0,3.089919155419543,,,,,,0.12,0.06,0.06,122.1,20,16,,,,,,,,,0,0.2319148936170212,1.1362401127071864,58.88364343235891,,,,,,,60,30,0,,,9,1,42
Rats Henderson,1015416,,AC,4.37007999420166,,0.0,3.823358260406891,,,,,,0.12690355,0.08020305,0.04670051,228.1,32,25,,,,,,,,,1,0.25027808676307,1.3313870689160308,78.35387342001953,,,,,,,125,79,7,,,20,1,97
Howard Ehmke,1003707,113775.0,BOS,4.241071701049805,,5.47,3.728899964713565,,4.107562057568407,,,,0.08377425,0.07495591,0.00881834,260.2,34,31,,,,,0.2762148122010048,0.2962566844919786,0.64899946,,1,0.2745664739884393,1.419437229366275,84.30217047258596,87.74056126693836,,,,,,95,85,11,8.0,,22,0,108
Herb Pennock,1010161,120386.0,NYY,4.177798271179199,,6.56,2.9566787003610107,,4.004106201075475,,,,0.07699038,0.06211724,0.01487314,277.0,47,31,,,,,0.3574007220216607,0.2636457260556127,0.68699938,,2,0.2495327102803738,1.220216606498195,68.8248376958177,87.93247935614275,,,,,,88,71,2,11.0,,21,2,91
Bob McClure,1015873,,BBS,4.032786846160889,,0.0,3.1079136690647484,,,,,,0.0976431,0.09090909,0.00673401,139.0,25,17,,,,,,,,,0,0.2393320964749536,1.316546762589928,63.691931971954965,,,,,,,58,54,1,,,9,1,48
Lee Meadows,1008705,118890.0,PIT,3.991165161132813,,3.75,3.6657968558085465,,4.092417285332316,,,,0.07967033,0.06135531,0.01831502,255.1,35,31,,,,,0.3877285135951347,0.2840043525571273,0.66043426,,1,0.2674532940019665,1.327676425340916,84.41775504978162,89.06380523044226,,,,,,87,67,8,11.0,,20,1,104
Bill Drake,1015067,,KCM,3.942840576171875,,0.0,3.3477079310679674,,,,,,0.11198428,0.06483301,0.04715128,123.2,22,13,,,,,,,,,0,0.2310924369747899,1.1563338988954572,63.79624521338679,,,,,,,57,33,0,,,8,3,46
William Bell,1014596,,KCM,3.910467624664306,,0.0,3.2142857142857144,,,,,,0.09799555,0.05790646,0.04008909,112.0,17,11,,,,,,,,,2,0.2180094786729857,1.0535714285714286,61.25365887251718,,,,,,,44,26,1,,,8,1,40
Willie Foster,1015189,,- - -,3.88823914527893,,0.0,1.6153846153846154,,,,,,0.15806452,0.06774194,0.09032258,78.0,12,9,,,,,,,,,0,0.1979166666666666,1.0,30.78389010003427,,,,,,,49,21,1,,,5,2,14
Phil Cockrell,1014877,,HIL,3.880701541900635,,0.0,3.1511927411573013,,,,,,0.1,0.06862745,0.03137255,125.2,17,13,,,,,,,,,1,0.2177589852008456,1.0981429249487566,64.57887028783094,,,,,,,51,35,2,,,11,1,44
