Name,PlayerId,MLBAMID,Team,fWAR,fWAR,bWAR,ERA,xERA,FIP,xFIP,vFA,vFA,K%,BB%,K-BB%,IP,G,GS,Barrel%,HardHit%,EV,GB%,HR/9,BABIP,LOB%,HR/FB,SV,AVG,WHIP,ERA-,FIP-,SIERA,Chase%,Whiff%,WPA,Clutch,SO,BB,HBP,HR,QS,CG,ShO,ER
Camilo Pascual,1010039,120266,WAS,7.574709415435791,,7.82,2.639664410689138,,2.4426155749147407,,,,0.18800813,0.07012195,0.11788618,238.2,32,30,,,,,0.377094915812734,0.2677824267782426,0.74615385,,0,0.2214912280701754,1.1354746909472324,67.09872770718376,60.07823800289317,,,,,,185,69,3,10,,17,6,70
Larry Jackson,1006304,116434,STL,6.794538974761963,,7.32,3.3046875,,2.86739296913147,,,,0.13413506,0.05920444,0.07493062,256.0,40,37,,,,,0.45703125,0.3017543859649123,0.73566085,,0,0.2675222112537019,1.30859375,79.35796867597242,70.75824522649913,,,,,,145,64,4,13,,12,3,94
Don Drysdale,1003516,113581,LAD,5.794560432434082,,5.88,3.4581278188825473,,3.234060866707363,,,,0.21190893,0.08143608,0.13047285,270.2,44,36,,,,,0.8645319547206368,0.2765399737876802,0.75417202,,2,0.2298739088263821,1.2192117310162829,83.63722681330407,80.13298728297302,,,,,,242,93,18,26,,15,4,104
Sam Jones,1006590,116725,SFG,5.097118377685547,,5.74,2.826354467355928,,3.1601692466457703,,,,0.18205575,0.09494774,0.08710801,270.2,50,35,,,,,0.5985221224989024,0.2661691542288557,0.77208153,,4,0.2250242483026188,1.2598521220501586,73.11751255165778,83.80159580401725,,,,,,209,109,8,18,,16,4,85
Don Mossi,1009250,119448,DET,4.797227382659912,,4.09,3.3552631578947367,,3.2712443945700667,,,,0.13484358,0.05285868,0.0819849,228.0,34,30,,,,,0.7894736842105263,0.2602739726027397,0.72649573,,0,0.24,1.1359649122807018,84.63726058567904,80.52161310817979,,,,,,125,49,3,20,,15,3,85
Jim Owens,1009923,120143,PHI,4.508060455322266,,4.5,3.2123499143313077,,3.189258660410481,,,,0.14594595,0.07891892,0.06702703,221.1,31,30,,,,,0.5692772000080798,0.2703862660944206,0.70276498,,1,0.2393867924528301,1.246988152398651,81.16482393543693,82.5819400299723,,,,,,135,73,4,14,,11,1,79
Warren Spahn,1012299,122557,MIL,4.415923595428467,,5.48,2.958904109589041,,3.228105725980785,,,,0.11886949,0.05818786,0.06068163,292.0,40,36,,,,,0.6472602739726028,0.2696280991735537,0.76328801,,0,0.2491166077738515,1.2054794520547945,82.25677122975722,91.94163537709892,,,,,,143,70,1,21,,21,4,96
Frank Lary,1007364,117519,DET,4.344364166259766,,2.09,3.5515695067264574,,3.4220979859476133,,,,0.1471536,0.04940924,0.09774436,223.0,32,32,,,,,0.9282511210762332,0.2829131652661064,0.69255404,,0,0.2574370709382151,1.2152466367713004,89.58913196470928,84.32692855524542,,,,,,137,46,11,23,,11,3,88
Milt Pappas,1009989,120213,BAL,4.304421424865723,,4.2,3.26751647931276,,3.025658377626483,,,,0.13986014,0.08741259,0.05244755,209.1,33,27,,,,,0.3439491030855536,0.2565284178187404,0.70840198,,3,0.2246469833119384,1.1942677190470612,88.69347942777215,79.98037966234887,,,,,,120,75,4,8,,15,4,76
Tom Brewer,1001409,111446,BOS,4.150791645050049,,2.84,3.761610529076395,,3.5184065785216463,,,,0.13052859,0.09492988,0.03559871,215.1,36,32,,,,,0.5851394156341059,0.292022792022792,0.73600553,,2,0.2616487455197133,1.4256968301561153,92.46658282704706,84.5429044872396,,,,,,121,88,2,14,,11,3,90
Johnny Antonelli,1000277,110287,SFG,4.1481757164001465,,4.89,3.095744680851064,,3.55026641771303,,,,0.14347826,0.06608696,0.0773913,282.0,40,38,,,,,0.925531914893617,0.2485746864310148,0.76734408,,1,0.23062558356676,1.1453900709219855,80.08661092343814,93.89337131601094,,,,,,165,76,3,29,,17,4,97
Hoyt Wilhelm,1013945,124261,BAL,4.112669944763184,,7.6,2.190265486725664,,3.215740590812886,,,,0.154102,0.08536585,0.06873614,226.0,32,27,,,,,0.5176991150442478,0.248868778280543,0.81442464,,0,0.2184049079754601,1.1283185840707963,59.45257449141319,85.1399719617516,,,,,,139,77,10,13,,13,3,55
Don Newcombe,1009529,119733,CIN,3.928760528564453,,4.87,3.1621621621621623,,3.538669714626966,,,,0.11123471,0.03003337,0.08120134,222.0,30,29,,,,,1.0135135135135136,0.2574123989218329,0.75586854,,1,0.2491349480968858,1.0945945945945943,77.2420857154313,88.37311015391339,,,,,,100,27,5,25,,17,2,78
Gene Conley,1002507,112562,PHI,3.8765053749084473,,4.79,3.0,,3.0820631080203587,,,,0.1399177,0.05761317,0.08230453,180.0,25,22,,,,,0.65,0.256140350877193,0.73051948,,1,0.2321167883211679,1.1166666666666667,75.79948582811762,79.87348411189485,,,,,,102,42,2,13,,12,3,60
Vern Law,1007410,117552,PIT,3.858853340148926,,6.54,2.9774436090225564,,3.5582118131164324,,,,0.10185185,0.04907407,0.05277778,266.0,34,33,,,,,0.8458646616541353,0.247191011235955,0.78867925,,1,0.2390243902439024,1.1203007518796992,77.26468788664864,94.39029830291408,,,,,,110,53,2,25,,20,2,88
Robin Roberts,1011046,121283,PHI,3.766653537750244,,2.32,4.266839715579311,,3.662345292070306,,,,0.12744186,0.03255814,0.09488372,257.1,35,35,,,,,1.189119264997513,0.2696759259259259,0.65535852,,0,0.2579710144927536,1.173575222317807,107.80808551730117,94.53518117396256,,,,,,137,35,5,34,,19,2,122
Bob Friend,1004355,114442,PIT,3.689207792282105,,0.51,4.026988025385332,,3.4636286249338317,,,,0.10246305,0.05123153,0.05123153,234.2,35,35,,,,,0.728693071260203,0.297719087635054,0.65798263,,0,0.2792887029288703,1.3593747937544138,104.50037473818436,91.93586373625848,,,,,,104,52,7,19,,7,2,105
Bob Shaw,1011819,122080,CHW,3.68534779548645,,4.82,2.692196116246288,,3.3972203300823858,,,,0.09378293,0.056902,0.03688093,230.2,47,26,,,,,0.5852600252709322,0.2573248407643312,0.80078125,,3,0.2440944881889764,1.174855309988316,71.35482271733048,87.94352927792991,,,,,,89,54,6,15,,8,3,69
Harvey Haddix,1005184,115289,PIT,3.6648008823394775,,3.79,3.12927241343589,,3.40350125017581,,,,0.16610925,0.05462653,0.11148272,224.1,31,29,,,,,1.0430908044786298,0.2429210134128167,0.74656189,,0,0.2234042553191489,1.0609214165209997,81.20464669884939,90.3755578315407,,,,,,149,49,2,26,,14,2,78
Early Wynn,1014309,124633,CHW,3.6259937286376953,,2.76,3.1681873032608703,,3.6618181311470366,,,,0.16635688,0.1105948,0.05576208,255.2,37,37,,,,,0.7040416229468601,0.2429906542056074,0.74172185,,0,0.2130801687763713,1.2555408942552335,83.970644632932,94.9565136115855,,,,,,179,119,9,20,,14,5,90
Jim Bunning,1001653,111691,DET,3.4160470962524414,,3.8,3.893190366037925,,3.8929737596199274,,,,0.19382835,0.07232401,0.12150434,249.2,40,35,,,,,1.3337781809574374,0.2566619915848527,0.76711251,,1,0.231335436382755,1.1815752654127447,98.206594241257,96.20487483973092,,,,,,201,75,11,37,,14,1,108
