Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Babe Ruth,1011327,121578.0,OF,NYY,12.929765870585024,,12.57,102.1996786711468,5.475308895111084,-2.6581846065819263,,,,,207.94195045974203,0.5433903450099545,,,,,1.258189725,0.772222222,0.485967503,0.355555555,0.416666667,0.337595907,151,691,540,158,164,60,97,417,192,95,29,8,7,137,,89.0,0.128798842,0.198263386,,,,,,,,,12.0,,,,,,,,0.0
Lou Gehrig,1004598,114680.0,1B,NYY,12.377304081864295,,11.87,102.9158242271719,-1.697530746459961,-2.8235197928734124,,,,,204.90223981660213,0.5380679528261053,,,,,1.239548889,0.765410958,0.474137931,0.373287671,0.392123287,0.377483443,155,717,584,149,175,47,117,447,218,101,52,18,10,109,,84.0,0.117154811,0.152022315,,,,,,,,,5.0,,,,,,,,0.0
Rogers Hornsby,1006030,116156.0,2B,NYG,10.360291435667,,10.22,67.00146631192327,16.783950328826904,0.4097688104957342,,,,,173.98536805803988,0.4679783666025179,,,,,1.034595872,0.586267605,0.448328267,0.360915492,0.225352113,0.35515873,155,684,568,133,125,26,67,333,205,138,32,9,9,86,,38.0,0.055555555,0.125730994,,,,,,,,,12.0,,,,,,,,0.0
Frankie Frisch,1004364,114448.0,2B,STL,9.664707940755074,,9.37,33.47862880716613,41.752885818481445,8.343914044089615,,,,,127.5627522306142,0.3953152101436655,,,,,0.858443548,0.471636952,0.386806596,0.337115072,0.13452188,0.331658291,153,693,617,112,78,10,52,291,208,156,31,11,48,43,,10.0,0.014430014,0.062049062,,,,,,,,,37.0,,,,,,,,0.0
Paul Waner,1013597,123905.0,OF,PIT,7.358122879842681,,7.08,53.673508372292545,-1.697530746459961,-0.4085237174294889,,,,,157.96804061605826,0.4495701463159945,,,,,0.986274445,0.548956661,0.437317784,0.380417335,0.168539326,0.38,155,709,623,114,131,9,69,342,237,168,42,18,5,60,,14.0,0.019746121,0.084626234,,,,,,,,,5.0,,,,,,,,0.0
Willie Wells,1016700,,SS,SLS,7.1395908418414775,,0.0,54.1948687651232,5.895061492919922,0.9890318172983824,,,,,199.4757619987922,0.5029728116030898,,,,,1.139511457,0.689750692,0.449760765,0.362880886,0.326869806,,96,418,361,90,108,29,55,249,131,76,21,5,9,56,,,,0.133971291,,,,,,,,,0.0,,,,,,,,0.0
Harry Heilmann,1005590,115705.0,OF,DET,6.890437490706538,,7.05,61.028478062149134,-11.833333492279053,-1.2346655363216996,,,,,174.31082607774974,0.4924372395497324,,,,,1.090798406,0.615841584,0.474956822,0.398019801,0.217821783,0.39368421,141,596,505,106,120,14,73,311,201,128,50,9,11,72,,16.0,0.026845637,0.120805369,,,,,,,,,-6.0,,,,,,,,0.0
Earle Combs,1002478,112533.0,OF,NYY,6.840071539411167,,7.15,38.97807353656833,4.24691367149353,-1.045989572070539,,,,,139.32329609406398,0.4232422675979271,,,,,0.925128311,0.510802469,0.414325842,0.356481481,0.154320988,0.368248772,152,724,648,137,64,6,65,331,231,166,36,23,15,62,,31.0,0.042817679,0.085635359,,,,,,,,,8.0,,,,,,,,0.0
Hack Wilson,1014083,124412.0,OF,CHC,6.580794146944534,,6.3,49.861333055584815,-3.604938268661499,1.5024490784853697,,,,,156.88864718521128,0.4396603302970813,,,,,0.980221253,0.578947368,0.401273885,0.317604355,0.261343013,0.32150776,146,646,551,119,129,30,72,319,175,103,30,12,13,71,,70.0,0.108359133,0.10990712,,,,,,,,,0.0,,,,,,,,0.0
Tony Lazzeri,1007422,117577.0,2B,NYY,6.28729657941317,,6.42,19.829400335214206,19.84375,-2.926840524189174,,,,,124.52584003021629,0.3973326091661886,,,,,0.86586772,0.48245614,0.38341158,0.308771929,0.173684211,0.336170212,153,660,570,92,102,18,55,275,176,121,29,8,22,69,,82.0,0.124242424,0.104545454,,,,,,,,,14.0,,,,,,,,0.0
