Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Willie Mays,1008315,118495,CF,SFG,9.831972539382798,,10.59,54.86096439793307,12.006858710199594,0.6971564650302753,,,,,174.2756613865837,0.4173046005022776,,,,,0.962244571,0.582214765,0.380029806,0.313758389,0.268456376,0.30912863,157,671,596,115,103,38,77,347,187,110,32,7,8,66,5,83,0.123695976,0.098360655,,,,,,,,,12.0,,,,,,,,1388.0
Hank Aaron,1000001,110001,RF,MIL,8.426647313223695,,9.13,65.00210957272733,-13.925925254821776,4.5744355553761125,,,,,177.87490401266862,0.4203238574595287,,,,,0.977127141,0.586370839,0.390756302,0.318541996,0.267828843,0.315261044,161,714,631,121,130,44,77,370,201,124,29,4,31,78,18,94,0.131652661,0.109243697,,,,,,,,,-5.0,,,,,,,,1446.0
Eddie Mathews,1008236,118416,3B,MIL,7.851833987239249,,7.97,34.382133629289505,14.88957267999649,-0.6381474706577137,,,,,147.73926336043607,0.3764013143963604,,,,,0.851900602,0.453382084,0.398518518,0.263254113,0.190127971,0.296568627,158,675,547,82,84,23,54,248,144,90,27,4,3,124,14,119,0.176296296,0.183703703,,,,,,,,,14.0,,,,,,,,1369.2
Dick Groat,1005075,115176,SS,STL,7.221956196986558,,7.08,24.674389806525227,17.37126064300537,0.4650421467376873,,,,,131.6424634033174,0.3667279374685219,,,,,0.827410659,0.450079239,0.37733142,0.318541996,0.131537243,0.341506129,158,704,631,85,73,6,60,284,201,141,43,11,3,56,2,58,0.082386363,0.079545454,,,,,,,,,8.0,,,,,,,,1366.1
Johnny Callison,1001851,111895,RF,PHI,7.123575277084377,,8.06,33.20026896369822,9.436235427856444,0.6739950709743425,,,,,143.2501958782847,0.3685784826455293,,,,,0.840330875,0.501597444,0.338733431,0.284345047,0.217252397,0.310204081,157,692,626,96,78,26,73,314,178,105,36,11,8,50,4,111,0.160404624,0.072254335,,,,,,,,,18.0,,,,,,,,1387.1
Bob Allison,1000166,110176,RF,MIN,6.9427771730578245,,7.4,37.330214528363626,10.31685209274292,1.0291419948916882,,,,,150.14303961193838,0.399427677329815,,,,,0.910806831,0.533206831,0.3776,0.271347248,0.261859583,0.278350515,148,626,527,99,91,35,64,281,143,79,25,4,6,90,2,109,0.174121405,0.143769968,,,,,,,,,18.0,,,,,,,,1304.2
Vada Pinson,1010360,120590,CF,CIN,6.531576804043235,,6.37,35.4498330759364,-0.0205739736557006,2.6492426017066464,,,,,143.42668872510805,0.375673677793817,,,,,0.860566269,0.51380368,0.346762589,0.312883435,0.200920245,0.327338129,162,695,652,96,106,22,73,335,204,131,37,14,27,36,3,80,0.115107913,0.051798561,,,,,,,,,1.0,,,,,,,,1423.1
Ron Santo,1011447,121697,3B,CHC,6.38356421029762,,6.66,21.340215002042186,13.9972562789917,-0.0786799013148993,,,,,128.6879939913139,0.3570650254102314,,,,,0.820108129,0.48095238,0.339155749,0.296825396,0.184126984,0.309160305,162,687,630,79,99,25,60,303,187,127,29,6,6,42,7,92,0.133915574,0.061135371,,,,,,,,,10.0,,,,,,,,1457.0
Willie McCovey,1008423,118605,LF,SFG,6.312116224670663,,6.48,42.522082893680704,-6.802694797515869,0.0013483071234077,,,,,162.40121939128878,0.3999976616550759,,,,,0.915443091,0.565602836,0.349840255,0.280141843,0.285460993,0.283582089,152,627,564,103,102,44,68,319,158,90,19,5,1,50,5,119,0.189792663,0.079744816,,,,,,,,,1.0,,,,,,,,1247.3
Carl Yastrzemski,1014326,124650,LF,BOS,6.293603512013098,,6.57,35.56545543118923,4.6584577560424805,0.0114937173202633,,,,,146.0232274860645,0.3966424344347032,,,,,0.89372945,0.475438596,0.418290854,0.321052631,0.154385965,0.348453608,151,668,570,91,68,14,57,271,183,126,40,3,8,95,6,72,0.107784431,0.142215568,,,,,,,,,13.0,,,,,,,,1353.1
