Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Bert Campaneris,1001868,111916,SS,OAK,4.140107450504411,,5.44,-4.941082288334075,24.172358512878414,5.629141728102695,,,,,84.50656023761366,0.2778716664451334,,,,,0.603166111,0.3248,0.278366111,0.24,0.0848,0.267419962,149,681,625,85,32,8,35,203,150,115,25,2,52,32,0,88,0.129221732,0.04698972,,,,,,,,,15.0,,,,,,,,1337.1
Graig Nettles,1009517,119720,3B,CLE,4.036293498136568,,4.77,6.315122678260707,12.70735216140747,-0.5390031426213682,,,,,110.98183196584785,0.3291485665680526,,,,,0.720254873,0.39497307,0.325281803,0.253141831,0.141831239,0.251521298,150,623,557,65,70,17,45,220,141,96,28,0,2,57,5,50,0.080256821,0.091492776,,,,,,,,,9.0,,,,,,,,1351.1
Roberto Clemente,1002340,112391,RF,PIT,3.9885693606552706,,4.81,15.851604100899475,6.542754650115967,0.0721708773635327,,,,,134.89185379470595,0.3701681961566944,,,,,0.834768181,0.478835978,0.355932203,0.312169312,0.166666666,0.332307692,102,413,378,68,60,10,36,181,118,82,19,7,0,29,7,49,0.118644067,0.070217917,,,,,,,,,11.0,,,,,,,,812.1
Carlos May,1008291,118468,LF,CHW,3.728061775492814,,4.35,30.018346874851403,-16.053936004638672,-0.1396305748494342,,,,,148.94832836170056,0.380044613721565,,,,,0.842736556,0.437858508,0.404878048,0.307839388,0.13001912,0.33483146,148,615,523,83,68,12,41,229,161,120,26,3,23,79,14,70,0.113821138,0.128455284,,,,,,,,,-9.0,,,,,,,,1279.1
Manny Sanguillen,1011434,121686,C,PIT,3.719941426344684,,3.38,1.4005106703380503,13.66892910003662,-0.4047209399286657,,,,,103.01389625623978,0.3209121051564145,,,,,0.72560118,0.403846153,0.321755027,0.298076923,0.10576923,0.307692307,136,547,520,55,71,7,33,210,155,122,18,8,1,21,11,38,0.069469835,0.038391224,,,,,,,,,6.0,,,,,,,,1143.1
Brooks Robinson,1011055,121301,3B,BAL,3.699601788700265,,3.51,-3.8634336232794375,21.630534648895264,0.3020107623306103,,,,,93.20607596341152,0.2941145203168818,,,,,0.644358196,0.341726618,0.302631578,0.25,0.091726618,0.256862745,153,612,556,48,64,8,33,190,139,106,23,2,1,43,4,45,0.073529411,0.070261437,,,,,,,,,18.0,,,,,,,,1323.1
Lou Piniella,1010356,120586,LF,KCR,3.6810588017557713,,3.49,23.41312692401068,-9.063538074493408,0.8174855017568916,,,,,136.14521837124545,0.3580206856009613,,,,,0.797218162,0.44076655,0.356451612,0.311846689,0.128919861,0.330708661,151,624,574,65,72,11,48,253,179,131,33,4,7,34,9,59,0.094551282,0.054487179,,,,,,,,,-2.0,,,,,,,,1287.1
Doug Rader,1010638,120874,3B,HOU,3.632056395370818,,3.08,5.474029770288473,5.723813056945801,-0.6492045896593481,,,,,108.93283360843444,0.32962135786747,,,,,0.734249663,0.424954792,0.309294871,0.236889692,0.1880651,0.259523809,152,626,553,70,90,22,53,235,131,78,24,7,5,57,8,120,0.19169329,0.091054313,,,,,,,,,2.0,,,,,,,,1357.1
Ken McMullen,1008650,118834,3B,CAL,3.508447737688761,,3.71,9.316979933461743,7.154101371765137,-0.3956995802582241,,,,,118.5373708464625,0.3241125620328463,,,,,0.703893109,0.368644067,0.335249042,0.269067796,0.099576271,0.290640394,137,523,472,36,34,9,28,174,127,99,18,1,1,48,2,59,0.112810707,0.091778202,,,,,,,,,4.0,,,,,,,,1149.2
Bill Freehan,1004315,114399,C,DET,3.50540596856209,,4.2,11.533363734847978,6.969361782073975,-0.2634992297971621,,,,,127.38475421609942,0.3496668155376727,,,,,0.755381872,0.401069518,0.354312354,0.262032085,0.139037433,0.280254777,111,430,374,51,56,10,30,150,98,68,18,2,0,48,0,51,0.118604651,0.111627906,,,,,,,,,1.0,,,,,,,,894.1
Thurman Munson,1009334,119531,C,NYY,3.4750668110317764,,3.51,8.167180050717043,5.956103801727295,-1.1247085054637864,,,,,116.3580564246184,0.3236214330546745,,,,,0.706798566,0.363992172,0.342806394,0.279843444,0.084148728,0.303571428,140,567,511,54,46,7,26,186,143,117,16,3,6,47,5,58,0.102292768,0.082892416,,,,,,,,,-2.0,,,,,,,,1160.0
Harmon Killebrew,1006905,117051,1B,MIN,3.427024770381669,,3.07,21.77397089370611,-6.826700687408447,-0.2496202149195596,,,,,141.32256499537868,0.3683184513678917,,,,,0.816887773,0.45034642,0.366541353,0.230946882,0.219399538,0.23125,139,532,433,53,74,26,41,195,100,59,13,2,0,94,12,91,0.171052631,0.176691729,,,,,,,,,0.0,,,,,,,,995.1
Reggie Smith,1012201,122360,RF,BOS,3.4078957944057153,,4.0,24.683018110279967,-10.928668975830078,1.701732463669032,,,,,142.24596740998462,0.375245972541766,,,,,0.840015615,0.475374732,0.364640883,0.26980728,0.205567452,0.271317829,131,543,467,75,74,21,50,222,126,76,25,4,15,68,12,63,0.116022099,0.125230202,,,,,,,,,-5.0,,,,,,,,1115.0
Joe Torre,1013133,123406,3B,STL,3.3584337966762767,,2.69,12.14187731203744,-3.889334797859192,0.7131139801931567,,,,,117.02634623635028,0.3473683749636014,,,,,0.776377027,0.419117647,0.35725938,0.288602941,0.130514706,0.306722689,149,613,544,71,81,11,43,228,157,114,26,6,3,54,13,64,0.104404567,0.088091353,,,,,,,,,-5.0,,,,,,,,1252.3
Ellie Rodriguez,1011104,121352,C,MIL,3.2898266389815074,,3.85,8.603213184974841,8.42203664779663,-1.0975736273103394,,,,,122.94590958275668,0.3385377712007882,,,,,0.733974251,0.352112676,0.381861575,0.284507042,0.067605634,0.314285714,116,422,355,31,35,2,18,125,101,83,14,2,1,52,5,43,0.101895734,0.123222748,,,,,,,,,2.0,,,,,,,,936.1
Ken Berry,1000908,110929,CF,CAL,3.2869634382950768,,3.93,11.05942541410134,5.681755900382996,0.0457299499539658,,,,,123.95141339670135,0.3317661142081357,,,,,0.723284269,0.376528117,0.346756152,0.288508557,0.08801956,0.315642458,119,459,409,41,39,5,23,154,118,95,15,3,5,35,2,47,0.102396514,0.076252723,,,,,,,,,7.0,,,,,,,,961.0
Amos Otis,1009893,120111,CF,KCR,3.264165527402532,,3.1,19.201360895573384,-8.632372975349426,1.537955211068038,,,,,129.142703479143,0.3481215921624395,,,,,0.765216718,0.412962962,0.352253756,0.292592592,0.12037037,0.308823529,143,605,540,75,54,11,41,223,158,117,28,2,28,50,3,59,0.097520661,0.082644628,,,,,,,,,-7.0,,,,,,,,1190.0
Al Oliver,1009773,119983,CF,PIT,3.2071790426452806,,3.15,16.382630567017713,-9.82898473739624,-0.8760611512698233,,,,,125.75367109419412,0.3560483718821794,,,,,0.789050301,0.437168141,0.35188216,0.311504424,0.125663717,0.317829457,140,612,565,88,89,12,43,247,176,133,27,4,2,34,4,44,0.071895424,0.055555555,,,,,,,,,-8.0,,,,,,,,1245.1
Bob Watson,1013677,123988,LF,HOU,3.2018601968980684,,2.9,28.196484934519297,-22.99133014678955,-0.0232500836718827,,,,,141.8364586094244,0.3804622546009634,,,,,0.841353811,0.463503649,0.377850162,0.312043795,0.151459854,0.341409691,147,616,548,74,86,16,47,254,171,124,27,4,1,53,5,83,0.134740259,0.086038961,,,,,,,,,-16.0,,,,,,,,1271.2
John Briggs,1001429,111465,LF,MIL,3.156223893441694,,3.58,18.787010529199993,-4.633285045623779,-0.4088846443919465,,,,,139.8358475495314,0.3624142036939922,,,,,0.801100777,0.454545454,0.346555323,0.265550239,0.188995215,0.267857142,135,481,418,58,65,21,36,190,111,75,14,1,1,54,4,67,0.139293139,0.112266112,,,,,,,,,1.0,,,,,,,,1033.1
Danny Thompson,1013003,123277,SS,MIN,3.1504387442121944,,2.93,-1.327453375558877,11.884292602539062,-0.6809188034967519,,,,,98.96576809416308,0.3084408364335044,,,,,0.673533216,0.356020942,0.317512274,0.27574171,0.080279232,0.299610894,144,624,573,54,48,4,32,204,158,126,22,6,3,34,1,57,0.091346153,0.054487179,,,,,,,,,3.0,,,,,,,,1295.1
Bobby Darwin,1002995,113059,CF,MIN,3.145006082207391,,2.87,15.159238631768725,-3.4238667488098145,-0.5508003052673303,,,,,127.9030523742764,0.3493479798469338,,,,,0.768698334,0.442495126,0.326203208,0.26705653,0.175438596,0.33045977,145,562,513,48,80,22,44,227,137,93,20,2,2,38,4,145,0.258007117,0.067615658,,,,,,,,,0.0,,,,,,,,1192.3000000000002
Leron Lee,1007458,117606,LF,SDP,3.094524483754623,,3.03,17.964130999183002,-4.556014060974121,-1.2734928746358491,,,,,143.3789566256659,0.380537573982058,,,,,0.850383716,0.497297297,0.353086419,0.3,0.197297297,0.326732673,101,405,370,50,47,12,42,184,111,69,23,7,2,29,4,58,0.143209876,0.071604938,,,,,,,,,0.0,,,,,,,,829.4000000000001
Don Kessinger,1006877,117024,SS,CHC,3.0675009458991926,,2.91,-8.969770844499232,14.847736358642578,-0.7038899771869183,,,,,88.56258440948147,0.3149345567528631,,,,,0.685338811,0.334488734,0.350850077,0.273830155,0.060658579,0.294559099,149,660,577,77,39,1,27,193,158,131,20,6,8,67,8,44,0.066666666,0.101515151,,,,,,,,,6.0,,,,,,,,1290.0
Bob Oliver,1009774,119989,1B,- - -,3.04966124462204,,3.08,13.232819244197197,-2.6922929883003235,0.0464239006978459,,,,,121.61322467208916,0.3293865820929135,,,,,0.735488649,0.43006993,0.305418719,0.269230769,0.160839161,0.299107142,150,609,572,54,76,20,47,246,154,107,22,5,5,29,8,109,0.178981937,0.047619047,,,,,,,,,6.0,,,,,,,,1308.3
Ed Kirkpatrick,1006969,117120,C,KCR,3.041665283655293,,3.51,10.034083233248584,4.259718418121338,-1.057532004546374,,,,,126.17370460951952,0.3439244718874915,,,,,0.760533304,0.395604395,0.364928909,0.274725274,0.120879121,0.294498381,113,423,364,43,43,9,25,144,100,75,15,1,3,51,9,50,0.118203309,0.120567375,,,,,,,,,-2.0,,,,,,,,916.2
Lee May,1008303,118474,1B,HOU,2.995321057391779,,2.83,26.596287103757348,-24.000890731811523,0.3545434984844178,,,,,137.04001066310812,0.3730510433827798,,,,,0.832986966,0.489864864,0.343122102,0.283783783,0.206081081,0.331742243,148,647,592,87,98,29,62,290,168,106,31,2,3,52,12,145,0.224111282,0.080370942,,,,,,,,,-15.0,,,,,,,,1312.1
Steve Braun,1001366,111404,3B,MIN,2.9890670586427337,,2.36,5.85757576147566,8.302696704864502,-0.8443469374324195,,,,,114.70275722238785,0.3306874047338435,,,,,0.715544792,0.355721393,0.359823399,0.288557213,0.06716418,0.311475409,121,455,402,40,50,2,23,143,116,93,21,0,4,45,1,38,0.083516483,0.098901098,,,,,,,,,6.0,,,,,,,,929.1
Ron Hunt,1006212,116325,2B,MON,2.9884664475163287,,3.58,-2.012001921572045,11.794696569442747,1.2181794584612362,,,,,94.44460320299328,0.3144283092530199,,,,,0.661429935,0.297968397,0.363461538,0.25282167,0.045146727,0.2705314,129,531,443,56,18,0,20,132,112,92,20,0,9,51,4,29,0.054613935,0.096045197,,,,,,,,,9.0,,,,,,,,1018.2
Dave Cash,1002041,112089,2B,PIT,2.951798161800284,,3.51,-1.9502468711149297,14.395061492919922,-1.25572847481817,,,,,98.59677273435037,0.3140870054651584,,,,,0.690375998,0.374117647,0.316258351,0.282352941,0.091764706,0.297709923,99,452,425,58,30,3,29,159,120,91,22,4,9,22,1,31,0.06858407,0.048672566,,,,,,,,,12.0,,,,,,,,873.0
Vic Davalillo,1003012,113077,LF,PIT,2.9111066180359044,,3.04,12.7188905265653,-0.2240490913391113,2.5316431567189284,,,,,123.08524572316642,0.3519252657282109,,,,,0.779877648,0.413043478,0.36683417,0.317934782,0.095108696,0.352024922,117,403,368,59,28,4,25,152,117,92,19,2,14,26,6,44,0.109181141,0.064516129,,,,,,,,,4.0,,,,,,,,790.1
Ken Henderson,1005634,115748,LF,SFG,2.8405978817263655,,2.9,6.570731346272508,3.3113856315612793,0.4364302767207846,,,,,111.574504853045,0.3400830315942524,,,,,0.754785015,0.43735763,0.317427385,0.257403189,0.179954441,0.265363128,130,484,439,60,51,18,41,192,113,72,21,2,14,38,6,66,0.136363636,0.078512396,,,,,,,,,8.0,,,,,,,,1012.0
Ken Singleton,1012011,122272,LF,MON,2.8398938938655047,,2.14,10.46721303954703,-4.71238899230957,-2.36572241637623,,,,,120.0333159148645,0.3539666002616286,,,,,0.773423363,0.41025641,0.363166953,0.274161735,0.136094675,0.315656565,142,585,507,77,50,14,39,208,139,100,23,2,5,70,5,99,0.169230769,0.119658119,,,,,,,,,2.0,,,,,,,,1223.1
Manny Mota,1009259,119453,LF,LAD,2.7695589229947792,,2.73,14.754181685337866,-4.278918743133545,-0.5093707810156047,,,,,133.9980855930853,0.3642959736642383,,,,,0.809270905,0.433962264,0.375308641,0.323450134,0.11051213,0.325779036,118,410,371,57,48,5,26,161,120,94,16,5,4,27,6,15,0.036585365,0.065853658,,,,,,,,,0.0,,,,,,,,787.1
Freddie Patek,1010052,120280,SS,KCR,2.7137450716210836,,3.62,-15.810584568266249,26.106995582580566,4.25100329896668,,,,,65.29434385841608,0.2578624656170974,,,,,0.556271933,0.276061776,0.280210157,0.212355212,0.063706564,0.240700218,136,577,518,59,32,0,29,143,110,81,25,4,33,47,4,64,0.110918544,0.081455805,,,,,,,,,18.0,,,,,,,,1182.0
Frank Robinson,1011066,121311,RF,LAD,2.692728925900563,,1.97,14.422809383368309,-4.442616939544678,-0.5632914186571725,,,,,133.7921887309398,0.3639778330002302,,,,,0.794606886,0.441520467,0.353086419,0.251461988,0.190058479,0.264822134,103,405,342,41,59,19,26,151,86,60,6,1,2,55,0,76,0.18765432,0.135802469,,,,,,,,,0.0,,,,,,,,809.2
Richie Scheinblum,1011541,121792,RF,KCR,2.6924822937547743,,2.76,21.396189075853467,-13.514402866363524,-0.2364351507858373,,,,,141.68599911947018,0.3658534010173753,,,,,0.800302048,0.417777777,0.382524271,0.3,0.117777777,0.313580246,134,518,450,60,66,8,33,188,135,102,21,4,0,58,3,40,0.077220077,0.111969111,,,,,,,,,-8.0,,,,,,,,1005.0
Davey Johnson,1006440,116576,2B,BAL,2.6448211454695296,,2.72,-1.2636471094582449,13.73159646987915,-0.0780721924384124,,,,,97.28572853134249,0.2998817143305926,,,,,0.655382879,0.335106382,0.320276497,0.22074468,0.114361702,0.255737704,118,436,376,31,32,5,30,126,83,53,22,3,1,52,8,68,0.155963302,0.119266055,,,,,,,,,11.0,,,,,,,,995.2
Dave Duncan,1003552,113617,C,OAK,2.5805298722343437,,2.77,1.3401961526054702,8.881549835205078,-0.6338668741518632,,,,,104.37884194042786,0.3059640841613236,,,,,0.675541695,0.392059553,0.283482142,0.218362282,0.173697271,0.214285714,121,450,403,39,59,19,32,158,88,56,13,0,0,34,5,68,0.151111111,0.075555555,,,,,,,,,2.0,,,,,,,,1003.1
