Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
Jim Davenport,1003017,113081,3B,SFG,4.188106582884792,,4.85,12.326840770515332,10.230918884277344,-1.5631308620795608,,,,,120.50117479607994,0.3597869189610158,,,,,0.812679448,0.455670103,0.357009345,0.296907216,0.158762887,0.326633165,144,543,485,83,58,14,44,221,144,100,25,5,2,45,3,76,0.139963167,0.082872928,,,,,,,,,7.0,,,,,,,
Ed Charles,1002158,112211,3B,KCA,4.139664263031787,,4.82,12.822165977113674,10.306822061538696,2.4544940202031285,,,,,113.77346788362304,0.3614853852937201,,,,,0.810508128,0.454205607,0.356302521,0.287850467,0.16635514,0.304444444,147,604,535,81,74,17,48,243,154,106,24,7,20,54,0,70,0.115894039,0.089403973,,,,,,,,,7.0,,,,,,,
Leo Cardenas,1001938,111982,SS,CIN,4.136265615187708,,4.27,-1.4980689639125115,20.13806438446045,-1.5508364415727556,,,,,100.06536409817208,0.3344813460045704,,,,,0.751525214,0.410865874,0.34065934,0.293718166,0.117147708,0.336776859,153,647,589,77,60,10,45,242,173,128,31,4,2,39,4,99,0.15301391,0.060278207,,,,,,,,,11.0,,,,,,,
Elston Howard,1006079,116204,C,NYY,4.062842845661157,,3.76,7.85197919348469,16.478257179260254,-0.1459073727019131,,,,,111.92866814350684,0.3450986437136761,,,,,0.791441219,0.47368421,0.317757009,0.279352226,0.194331984,0.288177339,136,538,494,63,91,21,49,234,138,89,23,5,1,31,1,76,0.14126394,0.057620817,,,,,,,,,9.0,,,,,,,
Tom Tresh,1013179,123461,SS,NYY,4.0614709200941235,,4.24,14.516624449191667,4.562205791473389,-2.3570945771061815,,,,,119.01646601318194,0.3562823784844511,,,,,0.799889469,0.440514469,0.359375,0.286173633,0.154340836,0.295327102,157,712,622,94,93,20,51,274,178,127,26,5,4,67,3,74,0.103932584,0.094101123,,,,,,,,,0.0,,,,,,,
George Altman,1000189,110199,RF,CHC,4.022201542727858,,3.8,27.28847294931176,-8.591906070709229,1.0349169201799668,,,,,134.89378202979765,0.3933726548136596,,,,,0.90427078,0.511235955,0.393034825,0.318352059,0.192883896,0.348235294,147,603,534,74,74,22,54,273,170,116,27,5,19,62,14,89,0.147595356,0.102819237,,,,,,,,,-1.0,,,,,,,
Rich Rollins,1011162,121413,3B,MIN,3.961195844979991,,3.9,13.954894432260817,3.889793872833252,0.3058316528913565,,,,,115.19030726257915,0.3595579012056415,,,,,0.801834194,0.427884615,0.373949579,0.298076923,0.129807692,0.305755395,159,721,624,96,96,16,44,267,186,142,23,5,3,75,2,61,0.084604715,0.104022191,,,,,,,,,0.0,,,,,,,
Stan Musial,1009405,119602,LF,STL,3.955724369947373,,3.63,25.9831950121988,-4.561728000640869,0.686060952488333,,,,,140.14737582010434,0.4079961950431565,,,,,0.923924724,0.50808314,0.415841584,0.330254041,0.177829099,0.332439678,135,505,433,57,82,19,38,220,143,105,18,1,3,64,4,46,0.091089108,0.126732673,,,,,,,,,1.0,,,,,,,
Vada Pinson,1010360,120590,CF,CIN,3.8548532497572254,,4.62,13.684371857707358,1.0,2.023951590177603,,,,,113.84483072365452,0.3562499067026698,,,,,0.817315861,0.476575121,0.34074074,0.292407108,0.184168013,0.295327102,155,675,619,107,100,23,61,295,181,120,31,7,26,45,7,68,0.10074074,0.066666666,,,,,,,,,1.0,,,,,,,
Clay Dalrymple,1002950,113014,C,PHI,3.7953432639646,,3.87,10.201013808760962,11.595795154571531,-0.9493964436696842,,,,,119.81488352998988,0.3632301658459531,,,,,0.809073358,0.416216216,0.392857142,0.275675675,0.140540541,0.274924471,123,451,370,40,54,11,27,154,102,75,13,3,1,70,7,32,0.070953436,0.155210643,,,,,,,,,5.0,,,,,,,
Roger Maris,1008110,118287,RF,NYY,3.7499603089314952,,3.67,22.553270824727335,-5.814814567565918,0.2845241439645178,,,,,126.00986092108154,0.3673171561735647,,,,,0.840430893,0.484745762,0.355685131,0.255932203,0.228813559,0.244813278,157,687,590,92,100,33,68,286,151,83,34,1,1,87,11,78,0.113537117,0.126637554,,,,,,,,,-1.0,,,,,,,
Floyd Robinson,1011064,121310,LF,CHW,3.7090808348602335,,3.61,26.89781558711954,-10.497943878173828,0.0815473494585603,,,,,131.45873329208337,0.3784148161787362,,,,,0.859388807,0.475,0.384388807,0.311666666,0.163333334,0.321755027,156,684,600,89,109,11,66,285,187,121,45,10,4,72,7,47,0.06871345,0.105263157,,,,,,,,,-2.0,,,,,,,
Curt Flood,1004165,114248,CF,STL,3.690720979637793,,4.29,-2.415966043762154,15.0,-0.7454092138796113,,,,,98.0900567836184,0.3415547770167154,,,,,0.762068377,0.415748031,0.346320346,0.296062992,0.119685039,0.307692307,151,701,635,99,70,12,47,264,188,141,30,5,8,42,0,57,0.08131241,0.059914407,,,,,,,,,15.0,,,,,,,
Tom Haller,1005244,115359,C,SFG,3.680302496013787,,3.59,16.775425475746584,7.910836219787598,-1.3818770304205827,,,,,143.96433967749414,0.3968536170250779,,,,,0.898852223,0.514705882,0.384146341,0.261029411,0.253676471,0.270408163,99,331,272,53,55,18,32,140,71,39,13,1,1,51,1,59,0.178247734,0.154078549,,,,,,,,,3.0,,,,,,,
Frank Howard,1006080,116205,RF,LAD,3.67991886276351,,3.43,28.327363195365407,-10.84158420562744,0.2583985003875568,,,,,141.81396370392582,0.3874481910772522,,,,,0.906206443,0.559837728,0.346368715,0.296146044,0.263691684,0.32122905,141,538,493,80,119,31,62,276,146,84,25,6,1,39,10,108,0.200743494,0.072490706,,,,,,,,,-4.0,,,,,,,
Roberto Clemente,1002340,112391,RF,PIT,3.62007433087617,,3.96,8.543717524123787,7.4156174659729,-0.353702301857993,,,,,112.27340796294878,0.3508254776067784,,,,,0.805255735,0.453531598,0.351724137,0.312267657,0.141263941,0.342733188,144,581,538,95,74,10,47,244,168,121,28,9,6,35,9,73,0.125645438,0.060240963,,,,,,,,,15.0,,,,,,,
Woodie Held,1005609,115723,SS,CLE,3.576022487839149,,3.74,8.003825914500243,10.939642906188965,0.6756078751059249,,,,,110.59508368985696,0.3473520662492546,,,,,0.767898239,0.405579399,0.36231884,0.248927038,0.156652361,0.28362573,139,555,466,55,58,19,33,189,116,83,12,2,5,73,5,107,0.192792792,0.131531531,,,,,,,,,3.0,,,,,,,
Smoky Burgess,1001665,111705,C,PIT,3.5442028971911728,,3.13,14.239945197539484,6.765891075134277,-0.3530791209777817,,,,,129.3122819781434,0.37774319316923,,,,,0.875314861,0.5,0.375314861,0.327777777,0.172222223,0.314371257,103,399,360,38,61,13,34,180,118,84,19,2,0,31,9,19,0.047619047,0.077694235,,,,,,,,,1.0,,,,,,,
Jim Gilliam,1004724,114810,2B,LAD,3.525585202200869,,4.08,4.869817207768776,5.723366022109985,0.6636038954020478,,,,,104.8021022234921,0.3289774987721894,,,,,0.704757448,0.335034013,0.369723435,0.270408163,0.06462585,0.28028933,160,702,588,83,43,4,29,197,159,130,24,1,17,93,0,35,0.049857549,0.132478632,,,,,,,,,2.0,,,,,,,
Don Demeter,1003193,113255,3B,PHI,3.418554197721048,,3.84,21.645432549687705,-9.566069602966309,-2.370718073216267,,,,,131.19575162962752,0.3812094624876582,,,,,0.879477124,0.52,0.359477124,0.307272727,0.212727273,0.318906605,153,617,550,85,107,29,56,286,169,113,24,3,2,41,6,93,0.150729335,0.066450567,,,,,,,,,-11.0,,,,,,,
Bob Skinner,1012037,122299,LF,PIT,3.38420569127351,,3.62,30.708238920044565,-18.28598690032959,0.459104398090858,,,,,140.60839655474084,0.39558859767557,,,,,0.898525277,0.503921568,0.394603709,0.301960784,0.201960784,0.331683168,144,597,510,87,75,20,56,257,154,98,29,7,10,76,5,89,0.149078726,0.127303182,,,,,,,,,-11.0,,,,,,,
Harmon Killebrew,1006905,117051,LF,MIN,3.3489247263317985,,2.84,30.9435603826387,-17.746912956237793,-0.528698009904474,,,,,137.91863290016562,0.395420600789966,,,,,0.911656221,0.545289855,0.366366366,0.242753623,0.302536232,0.234972677,155,666,552,85,126,48,70,301,134,64,21,1,1,106,6,142,0.213213213,0.159159159,,,,,,,,,-10.0,,,,,,,
Orlando Cepeda,1002103,112157,1B,SFG,3.340759190357042,,3.29,25.899448337607794,-16.466872215270996,0.454493990400806,,,,,130.16700528550382,0.3750568291415339,,,,,0.865066666,0.5184,0.346666666,0.3056,0.2128,0.312,162,676,625,105,114,35,62,324,191,129,26,1,10,37,8,97,0.143491124,0.054733727,,,,,,,,,-7.0,,,,,,,
Billy Moran,1009144,119346,2B,LAA,3.339171657067819,,3.3,1.090228101900486,10.890260219573976,0.6858532255282626,,,,,100.4500366597072,0.3255255671257668,,,,,0.730580601,0.406676783,0.323903818,0.282245827,0.124430956,0.298059964,160,721,659,90,74,17,45,268,186,141,25,3,5,39,2,80,0.110957004,0.054091539,,,,,,,,,7.0,,,,,,,
Del Crandall,1002729,112788,C,MIL,3.3352435549106048,,3.79,3.4542188518623345,16.160033702850342,-0.974193011643365,,,,,109.14731214441127,0.3410962796524951,,,,,0.765310396,0.417142857,0.348167539,0.297142857,0.12,0.29906542,107,388,350,35,45,8,23,146,104,81,12,3,3,27,2,24,0.06185567,0.069587628,,,,,,,,,11.0,,,,,,,
Pete Runnels,1011303,121555,1B,BOS,3.295236298160668,,3.38,21.64794800098928,-8.218106269836426,-0.9239907945739104,,,,,127.8647081961642,0.3821381892023698,,,,,0.863208321,0.455516014,0.407692307,0.325622775,0.129893239,0.345309381,152,650,562,80,60,10,48,256,183,135,33,5,3,79,11,57,0.087692307,0.121538461,,,,,,,,,1.0,,,,,,,
Jerry Lumpe,1007832,118001,2B,KCA,3.256023806368817,,3.9,1.0290065666166317,10.745322227478027,-0.721014000067953,,,,,102.00606086074065,0.3429177622458433,,,,,0.773635844,0.432137285,0.341498559,0.301092043,0.131045242,0.30398671,156,700,641,89,83,10,54,277,193,139,34,10,0,44,0,38,0.054285714,0.062857142,,,,,,,,,7.0,,,,,,,
Bobby Richardson,1010903,121161,2B,NYY,3.117039289965934,,3.25,1.8122849147257192,6.9515221118927,-1.3665231045451949,,,,,103.38292170213934,0.3316144327675011,,,,,0.742581625,0.406069364,0.336512261,0.302023121,0.104046243,0.302710843,161,754,692,99,59,8,51,281,209,158,38,5,11,37,1,24,0.031830238,0.049071618,,,,,,,,,3.0,,,,,,,
Lenny Green,1005005,115092,CF,MIN,3.1140131277853373,,2.26,7.591565763409403,2.004117429256439,0.0790828254539519,,,,,108.32614413066736,0.3487270364854329,,,,,0.768928378,0.402261712,0.366666666,0.271405492,0.13085622,0.268292682,158,724,619,97,63,14,50,249,168,118,33,3,8,88,2,36,0.049723756,0.121546961,,,,,,,,,3.0,,,,,,,
Lee Thomas,1012986,123252,1B,LAA,3.070678646837184,,2.17,20.981925000543093,-9.875399112701416,0.8838041584240273,,,,,124.73471151401314,0.3638440078543138,,,,,0.821490586,0.466552315,0.354938271,0.289879931,0.176672384,0.293634496,160,652,583,88,104,26,49,272,169,120,21,2,6,55,3,74,0.113496932,0.084355828,,,,,,,,,-2.0,,,,,,,
Billy Williams,1013975,124290,LF,CHC,2.9445715281138853,,3.44,15.651450137616033,-10.718085289001465,-1.762424970336724,,,,,119.9662023841304,0.3697903252196038,,,,,0.835118129,0.466019417,0.369098712,0.297734627,0.16828479,0.305084745,159,699,618,94,91,22,52,288,184,132,22,8,9,70,3,72,0.103004291,0.100143061,,,,,,,,,-2.0,,,,,,,
Bill Bruton,1001600,111638,CF,DET,2.8864204719154705,,2.84,6.993730058110621,3.0,0.0344046377576887,,,,,108.8219060168822,0.3475199082914071,,,,,0.775743863,0.429590017,0.346153846,0.278074866,0.151515151,0.291060291,147,633,561,90,74,16,48,241,156,108,27,5,14,55,0,67,0.105845181,0.086887835,,,,,,,,,3.0,,,,,,,
John Roseboro,1011199,121456,C,LAD,2.834018539359641,,2.94,0.185870376900592,12.087310314178469,1.2357478310004808,,,,,98.154767963638,0.3184761562130668,,,,,0.721926138,0.380462724,0.341463414,0.249357326,0.131105398,0.275229357,128,456,389,45,55,7,30,148,97,67,16,7,12,50,11,60,0.131578947,0.109649122,,,,,,,,,5.0,,,,,,,
Al Smith,1012090,122350,3B,CHW,2.790712424302698,,2.16,14.957787254039587,-4.445590496063232,-0.5427369599347003,,,,,121.63104661590704,0.362907850091726,,,,,0.82531779,0.46183953,0.36347826,0.291585127,0.170254403,0.302961275,142,575,511,62,82,16,47,236,149,102,23,8,3,57,7,60,0.104347826,0.099130434,,,,,,,,,-5.0,,,,,,,
Albie Pearson,1010108,120336,CF,LAA,2.781633617720197,,2.77,2.418808549912681,4.1687222719192505,0.664836157404352,,,,,101.9601860814721,0.3279084102750498,,,,,0.711847788,0.35179153,0.360056258,0.260586319,0.091205211,0.270034843,160,718,614,115,42,5,40,216,160,120,29,6,15,95,3,36,0.050139275,0.132311977,,,,,,,,,5.0,,,,,,,
Earl Battey,1000670,110690,C,MIN,2.71942053763265,,2.49,-0.9640319049895192,10.511658668518066,0.0850364085054025,,,,,98.57565471987218,0.3333418788581059,,,,,0.740919276,0.392720306,0.34819897,0.279693486,0.11302682,0.289079229,148,591,522,58,57,11,34,205,146,112,20,3,0,57,3,48,0.081218274,0.0964467,,,,,,,,,2.0,,,,,,,
Roy McMillan,1008643,118828,SS,MIL,2.708239866281749,,2.7,-4.481515224810337,12.55143976211548,-0.3353574846987612,,,,,93.89164680994732,0.3169956460177341,,,,,0.686875948,0.35042735,0.336448598,0.245726495,0.104700855,0.254320987,137,544,468,66,41,12,25,164,115,90,13,0,2,60,0,53,0.09742647,0.110294117,,,,,,,,,5.0,,,,,,,
Dick Groat,1005075,115176,SS,PIT,2.683508814265447,,2.87,-13.041200058225073,14.810218811035156,0.0914881593198515,,,,,85.4423070224964,0.3084381729821613,,,,,0.685869466,0.361356932,0.324512534,0.293510324,0.067846608,0.317230273,161,723,678,76,61,2,39,245,199,160,34,3,2,31,1,61,0.084370677,0.042876901,,,,,,,,,5.0,,,,,,,
Roy Sievers,1011959,122221,1B,PHI,2.683035765738704,,2.96,9.999336628729376,-2.1408090591430664,0.0643379807006567,,,,,114.66375520912447,0.3550925032960044,,,,,0.801151301,0.454926624,0.346224677,0.262054507,0.192872117,0.274406332,144,543,477,61,80,21,45,217,125,80,19,5,2,56,3,80,0.14732965,0.103130755,,,,,,,,,5.0,,,,,,,
Frank Malzone,1008048,118223,3B,BOS,2.6569510139405454,,2.76,-4.777434224259581,11.811604499816896,-0.3233676047530025,,,,,94.60933712903191,0.3296650153679753,,,,,0.745158988,0.426494345,0.318664643,0.282714054,0.143780291,0.275,156,663,619,74,95,21,44,264,175,131,20,3,0,35,2,43,0.064856711,0.052790346,,,,,,,,,8.0,,,,,,,
Chuck Hinton,1005852,115973,RF,WAS,2.6215587334299024,,2.29,18.659224387231767,-10.453356266021729,1.6117539773113094,,,,,122.87482358349976,0.3688916903583943,,,,,0.83366926,0.472324723,0.361344537,0.309963099,0.162361624,0.324731182,151,598,542,73,75,17,48,256,168,120,25,6,28,47,0,66,0.110367892,0.078595317,,,,,,,,,-5.0,,,,,,,
Jim Gentile,1004612,114696,1B,BAL,2.5932321235242606,,2.37,13.960813860338243,-7.019203186035156,0.2768401311477646,,,,,117.18345008312666,0.3538146261036109,,,,,0.821082252,0.475229357,0.345852895,0.251376146,0.223853211,0.246445497,152,639,545,80,87,33,55,259,137,82,21,1,1,77,16,100,0.156494522,0.120500782,,,,,,,,,2.0,,,,,,,
Bobby Del Greco,1003172,113235,CF,KCA,2.5497287253588383,,2.56,5.029878417997658,8.452674746513367,0.4525558336754329,,,,,109.11392532967656,0.3541331598162651,,,,,0.772366863,0.402366863,0.37,0.254437869,0.147928994,0.288389513,132,403,338,61,38,9,31,136,86,55,21,1,4,49,0,62,0.153846153,0.121588089,,,,,,,,,9.0,,,,,,,
Don Blasingame,1001056,111084,2B,CIN,2.422023162138492,,3.7,-4.725333737041678,9.156844854354858,-0.3278811988420784,,,,,93.8169390949926,0.3246101933216579,,,,,0.703717334,0.340080971,0.363636363,0.281376518,0.058704453,0.304444444,141,570,494,77,35,2,18,168,139,121,9,7,4,63,2,44,0.077192982,0.110526315,,,,,,,,,6.0,,,,,,,
Bob Johnson,1006429,116621,3B,WAS,2.3995896630305316,,2.05,0.4615442089355888,8.525608539581299,-0.5766575296875089,,,,,101.6529138071712,0.3354059427916884,,,,,0.750309012,0.416309012,0.334,0.287553648,0.128755364,0.301234567,135,504,466,58,43,12,34,194,134,100,20,2,9,32,1,50,0.099206349,0.063492063,,,,,,,,,4.0,,,,,,,
Bill Skowron,1012043,122303,1B,NYY,2.3758181589523635,,1.94,8.919002575978315,-0.656583309173584,-0.3453951081610285,,,,,114.18681463931615,0.3486617407357761,,,,,0.797851148,0.472803347,0.325047801,0.269874476,0.202928871,0.294444444,140,524,478,63,80,23,45,226,129,84,16,6,0,36,4,99,0.188931297,0.06870229,,,,,,,,,7.0,,,,,,,
Bill Mazeroski,1008316,118497,2B,PIT,2.3271933363212955,,2.32,-8.924774370453042,10.86921763420105,-1.1550313893822022,,,,,89.90750116164038,0.3154922086925857,,,,,0.733279321,0.417832167,0.315447154,0.27097902,0.146853147,0.273786407,159,617,572,55,81,14,47,239,155,108,24,9,0,37,16,47,0.07617504,0.059967585,,,,,,,,,7.0,,,,,,,
Ed Bailey,1000421,110449,C,SFG,2.321296926420465,,1.91,8.052709583797952,4.208963871002197,-0.1689594111521728,,,,,121.60415915630402,0.3615293943881988,,,,,0.827197624,0.476377952,0.350819672,0.232283464,0.244094488,0.212121212,96,305,254,32,45,17,27,121,59,32,9,1,1,42,5,42,0.137704918,0.137704918,,,,,,,,,0.0,,,,,,,
