Name,PlayerId,MLBAMID,Pos,Team,fWAR,fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,BB/K,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%,Inn
Art Fletcher,1004149,114232.0,SS,- - -,3.6896349893428786,,4.47,-4.683928000340516,20.827160358428955,-0.9881106428802012,,,,,94.57934180770752,0.3335946535027545,,,,,0.711146244,0.396363636,0.314782608,0.283636363,0.112727273,0.302186878,143,594,550,57,62,4,45,218,156,111,32,9,7,16,,43.0,0.072390572,0.026936026,0.372093023,,,,,,,,,12.0,,,,,,,,0.0
Roger Peckinpaugh,1010116,120344.0,SS,NYY,3.674858284122101,,3.56,-3.4867844617528885,17.45678997039795,-2.151509501039982,,,,,98.40182872541988,0.3552530221026329,,,,,0.742203433,0.38576779,0.356435643,0.269662921,0.116104869,0.283924843,139,620,534,109,55,8,40,206,144,104,26,6,8,72,,47.0,0.075806451,0.116129032,1.531914893,,,,,,,,,9.0,,,,,,,,0.0
Bingo DeMoss,1015029,,2B,CAG,3.6657053270515982,,0.0,15.532577382307917,11.012345552444458,2.7806064188480377,,,,,142.929313388698,0.3858492618059589,,,,,0.798589632,0.389830508,0.408759124,0.313559322,0.076271186,,67,274,236,65,36,0,16,92,74,58,14,2,11,34,,,,0.124087591,,,,,,,,,,9.0,,,,,,,,611.0
Bob Meusel,1008817,119006.0,OF,NYY,3.6225046110671206,,3.19,17.063901458853014,0.5370370149612427,-0.1098001101054251,,,,,125.79771660953658,0.4049405276280716,,,,,0.876312465,0.517391304,0.358921161,0.328260869,0.189130435,0.371352785,119,494,460,75,83,11,58,238,151,93,40,7,4,20,,72.0,0.145748987,0.040485829,0.277777777,,,,,,,,,2.0,,,,,,,,0.0
Jack Tobin,1013088,123368.0,OF,SLB,3.5571188618080223,,3.66,13.87513166342821,-2.3518519401550293,0.1620726711116731,,,,,115.6074176949552,0.3922375834514666,,,,,0.835220048,0.451939291,0.383280757,0.340640809,0.111298482,0.349823321,147,652,593,94,62,4,48,268,202,154,34,10,21,39,,23.0,0.035276073,0.05981595,1.695652173,,,,,,,,,4.0,,,,,,,,0.0
Pete Kilduff,1006897,117045.0,2B,BRO,3.4244405017575277,,3.32,1.386169459507503,13.290123462677002,-2.280576507560909,,,,,105.72498813955156,0.3414465160067402,,,,,0.710578903,0.359832635,0.350746268,0.271966527,0.087866108,0.298850574,141,558,478,62,58,0,34,172,130,96,26,8,2,58,,43.0,0.077060931,0.103942652,1.348837209,,,,,,,,,9.0,,,,,,,,0.0
Ken Williams,1014012,124321.0,OF,SLB,3.408799441296597,,3.55,13.53069392489823,-1.3333334922790527,1.284465188160539,,,,,115.35058621161438,0.3917717720931494,,,,,0.842037261,0.479846449,0.362190812,0.307101727,0.172744722,0.30927835,141,592,521,90,72,10,57,250,160,103,34,13,18,41,,26.0,0.043918918,0.069256756,1.576923076,,,,,,,,,4.0,,,,,,,,0.0
Jake Daubert,1003005,113069.0,1B,CIN,3.382295245927225,,3.31,18.531623721261333,-7.04938268661499,-1.970982988830656,,,,,128.35283553693347,0.3697838131863482,,,,,0.784672177,0.423146473,0.361525704,0.303797468,0.119349005,0.315384615,142,630,553,97,48,4,45,234,168,123,28,13,11,47,,29.0,0.046031746,0.074603174,1.620689655,,,,,,,,,-1.0,,,,,,,,0.0
Jack Fournier,1004264,114343.0,1B,STL,3.317564347722559,,3.35,21.438214614982616,-9.962963104248049,-1.8226256566122176,,,,,133.331110779921,0.3802528597720682,,,,,0.807598862,0.437735849,0.369863013,0.305660377,0.132075472,0.327835051,141,608,530,77,61,3,50,232,162,112,33,14,26,42,,42.0,0.069078947,0.069078947,1.0,,,,,,,,,-4.0,,,,,,,,0.0
Hurley McNair,1015904,,OF,KCM,3.311546811192884,,0.0,21.83822061989575,-1.2439813613891602,3.1927023911848664,,,,,150.1426784295579,0.3963741342110815,,,,,0.849279413,0.473186119,0.376093294,0.324921135,0.148264984,,78,343,317,63,47,4,31,150,103,72,19,8,13,25,,,,0.072886297,,,,,,,,,,5.0,,,,,,,,2127.0
Buck Weaver,1013694,124003.0,3B,CHW,3.306455693094442,,3.53,4.123278475789135,3.4270224571228027,-1.8251015739515424,,,,,106.39725883030852,0.3699164985711398,,,,,0.784721372,0.419713831,0.365007541,0.330683624,0.089030207,0.341059602,151,690,629,102,75,2,44,264,208,164,34,8,19,28,,23.0,0.033333333,0.04057971,1.217391304,,,,,,,,,-2.0,,,,,,,,0.0
Larry Doyle,1003467,113531.0,2B,NYG,3.296874677925789,,3.34,5.12122770702258,9.10493803024292,-0.4684805143624544,,,,,109.1884284165322,0.3435807445874581,,,,,0.7149804,0.363057324,0.351923076,0.284501061,0.078556263,0.296127562,137,530,471,48,50,4,27,171,134,107,21,2,11,47,,28.0,0.052830188,0.088679245,1.678571428,,,,,,,,,5.0,,,,,,,,0.0
Charlie Hollocher,1005964,116087.0,SS,CHC,3.291305025892411,,3.29,13.438247986596236,5.938271522521973,-0.88680763496086,,,,,133.82189352523713,0.3832775656727777,,,,,0.794501419,0.388704318,0.405797101,0.318936877,0.069767441,0.335664335,80,369,301,53,22,0,19,117,96,77,17,2,20,41,,15.0,0.040650406,0.111111111,2.733333333,,,,,,,,,1.0,,,,,,,,0.0
Zeb Terry,1012932,123204.0,SS,CHC,3.2558901243210694,,3.37,0.1078258645226033,12.265431880950928,-3.1140752406790853,,,,,104.88171395616496,0.3385701698570674,,,,,0.710280025,0.368951612,0.341328413,0.280241935,0.088709677,0.293248945,133,575,496,56,52,0,35,183,139,104,26,9,12,44,,22.0,0.038260869,0.076521739,2.0,,,,,,,,,6.0,,,,,,,,0.0
Ty Cobb,1002378,112431.0,OF,DET,3.132518960126746,,3.33,19.388421541912564,-6.765432119369507,-0.0153782009147107,,,,,129.08880562838286,0.4103453439034399,,,,,0.866918185,0.450934579,0.415983606,0.334112149,0.11682243,0.354271356,112,495,428,86,63,2,38,193,143,105,28,8,15,58,,28.0,0.056565656,0.117171717,2.071428571,,,,,,,,,-4.0,,,,,,,,0.0
Milt Stock,1012551,122809.0,3B,STL,3.108699848478947,,2.92,10.159017195853512,-4.216049671173096,-2.546477804426104,,,,,115.63458288436064,0.352914892662974,,,,,0.742140752,0.381846635,0.360294117,0.319248826,0.062597809,0.333333333,155,708,639,85,76,0,34,244,204,170,28,6,15,40,,27.0,0.038135593,0.056497175,1.481481481,,,,,,,,,-9.0,,,,,,,,0.0
George Carr,1014800,,1B,KCM,2.9865607594086803,,0.0,15.674344261033188,2.442129611968994,4.156414506956935,,,,,132.4903105870804,0.3706179277612528,,,,,0.789804996,0.435064935,0.354740061,0.314935064,0.120129871,,78,327,308,49,51,4,24,134,97,73,15,5,18,17,,,,0.051987767,,,,,,,,,,7.0,,,,,,,,851.8000000000001
Frankie Frisch,1004364,114448.0,3B,NYG,2.871373225558208,,3.11,0.6970397046027892,11.456233978271484,3.1050850818865,,,,,95.56461326777426,0.3225343894699345,,,,,0.685869565,0.375,0.310869565,0.279545454,0.095454546,0.284688995,110,473,440,57,77,4,24,165,123,99,10,10,34,20,,18.0,0.038054968,0.042283298,1.111111111,,,,,,,,,8.0,,,,,,,,0.0
Ed Konetchy,1007093,117245.0,1B,BRO,2.8396520138653782,,2.87,14.688435678631176,-5.617283821105957,0.6924424264580011,,,,,122.2917603421676,0.3670392128482825,,,,,0.782749226,0.430583501,0.352165725,0.307847082,0.122736419,0.312236286,131,547,497,62,63,5,39,214,153,114,22,12,3,33,,18.0,0.032906764,0.060329067,1.833333333,,,,,,,,,0.0,,,,,,,,0.0
Max Carey,1001944,111989.0,OF,PIT,2.839555558131281,,2.88,13.511132091879515,-5.185185194015503,7.469293673988432,,,,,109.28354858728342,0.348339583908618,,,,,0.717740628,0.348453608,0.36928702,0.288659793,0.059793815,0.306843267,130,567,485,74,35,1,23,169,140,117,18,4,52,59,,31.0,0.054673721,0.104056437,1.903225806,,,,,,,,,-2.0,,,,,,,,0.0
Fred Nicholson,1009562,119771.0,OF,PIT,2.7688883102613793,,2.74,19.796888968107872,-2.2160494327545166,-0.1241386011242866,,,,,164.04281496986576,0.4329328460513421,,,,,0.934137956,0.530364372,0.403773584,0.360323886,0.170040486,0.400943396,99,271,247,33,30,4,27,131,89,62,16,7,9,18,,31.0,0.114391143,0.066420664,0.580645161,,,,,,,,,0.0,,,,,,,,0.0
Doc Lavan,1007388,117544.0,SS,STL,2.658890558748629,,2.96,-3.8382928212130056,10.518518447875977,-2.577943964395672,,,,,98.07022590305291,0.3257811059517488,,,,,0.691874873,0.374031007,0.317843866,0.288759689,0.085271318,0.310272536,142,569,516,52,63,1,32,193,149,117,21,10,11,19,,38.0,0.066783831,0.033391915,0.5,,,,,,,,,2.0,,,,,,,,0.0
Pat Duncan,1003555,113619.0,OF,CIN,2.646480153646011,,2.45,6.530131933807798,-2.65432071685791,-2.474814989604056,,,,,112.03265677500664,0.344572059059143,,,,,0.721927777,0.371527777,0.3504,0.295138888,0.076388889,0.315789473,154,652,576,75,83,2,29,214,170,141,16,11,18,42,,42.0,0.064417177,0.064417177,1.0,,,,,,,,,4.0,,,,,,,,0.0
Dode Paskert,1010042,120270.0,OF,CHC,2.645794201743547,,2.47,12.659827939441028,-6.4012346267700195,-1.4146484034135938,,,,,121.43700868179444,0.36414513605166,,,,,0.762729893,0.396303901,0.366425992,0.27926078,0.117043121,0.308962264,139,572,487,57,71,5,37,193,136,99,22,10,16,64,,58.0,0.101398601,0.111888111,1.103448275,,,,,,,,,-3.0,,,,,,,,0.0
Ray Schalk,1011517,121766.0,C,CHW,2.638150463249376,,3.68,-4.268703899678095,9.660493850708008,1.422838983125985,,,,,92.66750401654724,0.3450150509138365,,,,,0.71061577,0.348453608,0.362162162,0.270103092,0.078350516,0.279569892,151,576,485,64,61,1,31,169,131,100,25,5,10,68,,19.0,0.032986111,0.118055555,3.578947368,,,,,,,,,5.0,,,,,,,,0.0
Carson Bigbee,1000956,110984.0,OF,PIT,2.637486604999525,,2.39,6.966715899138475,-1.6790122985839844,1.1900700773112476,,,,,108.2911546721324,0.3468065129937031,,,,,0.732007259,0.39090909,0.341098169,0.28,0.11090909,0.289575289,137,607,550,78,32,4,38,215,154,116,19,15,31,45,,28.0,0.0461285,0.07413509,1.607142857,,,,,,,,,4.0,,,,,,,,0.0
Billy Southworth,1012291,122551.0,OF,PIT,2.537834839844651,,2.63,0.3681739758902127,3.8641977310180664,-4.362745586317033,,,,,106.6801831121044,0.3443178503712018,,,,,0.721959706,0.373626373,0.348333333,0.283882783,0.08974359,0.291984732,146,617,546,64,53,2,32,204,155,123,17,13,23,52,,20.0,0.03241491,0.084278768,2.6,,,,,,,,,10.0,,,,,,,,0.0
Bienvenido Jiménez,1015578,,2B,CSW,2.532015701647513,,0.0,0.1997587367419289,17.6049382686615,2.574974990449846,,,,,89.90350550677199,0.308480397347481,,,,,0.625618259,0.298429319,0.32718894,0.235602094,0.062827225,,52,217,191,35,17,0,9,57,45,36,6,3,11,19,,,,0.087557603,,,,,,,,,,16.0,,,,,,,,442.1
Max Flack,1004124,114205.0,OF,CHC,2.4747743226888828,,2.29,13.59549408725092,-9.685184955596924,-3.960816316306591,,,,,125.83684687222627,0.3709420982831912,,,,,0.778826224,0.40576923,0.373056994,0.301923076,0.103846154,0.305389221,135,592,520,85,49,4,40,211,157,117,30,6,13,52,,15.0,0.025337837,0.087837837,3.466666666,,,,,,,,,-4.0,,,,,,,,0.0
Rabbit Maranville,1008099,118276.0,SS,BSN,2.4651390355536633,,2.96,-4.225901136395716,10.20987606048584,-0.8646750617772341,,,,,94.51616430497396,0.3177610990410803,,,,,0.676379095,0.371196754,0.305182341,0.265720081,0.105476673,0.277777777,134,534,493,48,43,1,35,183,131,96,19,15,14,28,,24.0,0.04494382,0.052434456,1.166666666,,,,,,,,,2.0,,,,,,,,0.0
Clyde Milan,1008856,119046.0,OF,WAS,2.454163072048406,,2.62,2.4370189750664046,1.685185432434082,-1.8119893269613383,,,,,105.5905274013886,0.3634137499089144,,,,,0.766798418,0.403162055,0.363636363,0.322134387,0.081027668,0.32586558,126,564,506,70,41,3,30,204,163,133,22,5,10,28,,12.0,0.021276595,0.04964539,2.333333333,,,,,,,,,7.0,,,,,,,,0.0
Wally Pipp,1010365,120594.0,1B,NYY,2.408221040590707,,2.23,-1.0113802340518203,0.3888888359069824,-2.185138317756355,,,,,101.26784500516838,0.3604510722749204,,,,,0.768363617,0.429508196,0.338855421,0.280327868,0.149180328,0.293577981,153,687,610,109,76,11,55,262,171,116,30,14,4,48,,54.0,0.07860262,0.069868995,0.888888888,,,,,,,,,7.0,,,,,,,,0.0
Dobie Moore,1015976,,SS,KCM,2.406492040128595,,0.0,11.852900859726391,4.592592477798462,1.17497496958822,,,,,148.04633127283583,0.3933153972393129,,,,,0.83838254,0.457894736,0.380487804,0.331578947,0.126315789,,48,205,190,37,31,2,16,87,63,47,10,4,4,13,,,,0.063414634,,,,,,,,,,2.0,,,,,,,,440.20000000000005
Mike Menosky,1008767,118952.0,OF,BOS,2.364902171058755,,2.39,7.839584221501507,-7.092592716217041,-1.8398566227406263,,,,,111.45584249536668,0.3721363646755911,,,,,0.775695425,0.392857142,0.382838283,0.296992481,0.095864661,0.324947589,141,627,532,80,64,3,36,209,158,122,24,9,23,65,,52.0,0.082934609,0.103668261,1.25,,,,,,,,,-1.0,,,,,,,,0.0
Irish Meusel,1008818,119005.0,OF,PHI,2.3375239735806854,,2.94,14.480938085524668,-10.962963104248049,-0.1497633722610771,,,,,122.64043260445868,0.3825214235349135,,,,,0.822063881,0.472972972,0.349090909,0.308880308,0.164092664,0.306079664,138,563,518,75,69,14,49,245,160,111,27,8,17,32,,27.0,0.047957371,0.056838365,1.185185185,,,,,,,,,-5.0,,,,,,,,0.0
Jimmy Johnston,1006466,116643.0,3B,BRO,2.318301840959086,,2.05,-0.8553378780389331,-0.6392450332641602,-1.0103465132415297,,,,,100.1907438753715,0.3328970995019464,,,,,0.698865215,0.360629921,0.338235294,0.291338582,0.069291339,0.301145662,155,708,635,87,52,1,30,229,185,155,17,12,19,43,,23.0,0.032485875,0.060734463,1.869565217,,,,,,,,,-5.0,,,,,,,,0.0
Dave Robertson,1011027,121288.0,OF,CHC,2.3084770282945004,,2.12,15.256192842927764,-11.790123462677002,-4.9778139046393335,,,,,131.76266064605775,0.3800964195715081,,,,,0.815049907,0.462,0.353049907,0.3,0.162,0.313901345,134,555,500,68,75,10,50,231,150,100,29,11,17,40,,44.0,0.079279279,0.072072072,0.909090909,,,,,,,,,-6.0,,,,,,,,0.0
