fWAR,bWAR,Off,Def,BsR,Barrel%,HardHit%,EV,maxEV,wRC+,wOBA,xwOBA,wOBA-xwOBA,xBA,xSLG,OPS,SLG,OBP,AVG,ISO,BABIP,G,PA,AB,R,RBI,HR,XBH,TB,H,1B,2B,3B,SB,BB,IBB,SO,K%,BB%,Chase%,Whiff%,WPA,Clutch,FRV,OAA,DRS,FRM,TZ,Swing%,Z-Swing%,O-Contact%,Z-Contact%,Zone%,BatSpd,Squared-Up%
,9.53,69.13206491047295,-6.851851940155029,4.847562994575128,,,,,183.89076415922312,0.4674033928883576,,,,,0.972930315,0.486678507,0.486251808,0.369449378,0.117229129,0.396518375,156,700,563,144,99,3,47,274,208,161,31,13,96,118,,43,0.061428571,0.168571428,,,,,,,,,-3.0,,,,,,,
,9.11,49.001329746755104,12.0,-2.2100156967062503,,,,,168.79599881555006,0.435887287753497,,,,,0.896165691,0.435700575,0.460465116,0.332053742,0.103646833,0.344897959,155,680,521,118,77,4,36,227,173,137,22,10,46,119,,27,0.039705882,0.175,,,,,,,,,12.0,,,,,,,
,6.57,59.40514399443739,-0.3580245971679687,10.4939333233051,,,,,175.2156710532926,0.456279467311055,,,,,0.955309801,0.50931677,0.445993031,0.341614906,0.167701864,0.363420427,136,581,483,92,83,12,46,246,165,119,23,11,55,85,,50,0.086058519,0.146299483,,,,,,,,,3.0,,,,,,,
,7.1,42.22757471332744,-1.3580245971679688,-1.4656758166383952,,,,,166.737410822601,0.4306620821502387,,,,,0.902086687,0.509578544,0.392508143,0.285440613,0.224137931,0.296912114,150,621,522,89,115,24,62,266,149,87,31,7,11,86,,77,0.123993558,0.138486312,,,,,,,,,6.0,,,,,,,
,7.12,30.183882134242324,6.2962963581085205,-3.731239941669628,,,,,147.51729349727216,0.40164364379222,,,,,0.827082583,0.411334552,0.415748031,0.321755027,0.089579525,0.330206378,150,652,547,108,69,0,37,225,176,139,25,12,29,81,,14,0.021472392,0.124233128,,,,,,,,,10.0,,,,,,,
,5.05,36.11807401912455,2.3086419105529785,4.999966292176396,,,,,143.71516464318086,0.4020582470201677,,,,,0.845542113,0.482638888,0.362903225,0.314236111,0.168402777,0.332684824,152,636,576,79,93,10,59,278,181,122,31,18,27,41,,52,0.081761006,0.064465408,,,,,,,,,7.0,,,,,,,
,5.87,38.01120932353584,-2.5,-1.9643845362588763,,,,,171.04568603665751,0.4395090970926418,,,,,0.919663043,0.490521327,0.429141716,0.322274881,0.168246446,0.344736842,126,514,422,86,77,5,43,207,136,93,20,18,21,64,,37,0.071984435,0.124513618,,,,,,,,,2.0,,,,,,,
,3.88,33.05859964469985,0.2779004573822021,4.380687546450645,,,,,140.3505870980077,0.3889301345839106,,,,,0.807894331,0.441605839,0.366288492,0.28649635,0.155109489,0.306382978,150,635,548,65,94,13,52,242,157,105,32,7,24,67,,65,0.102362204,0.105511811,,,,,,,,,4.0,,,,,,,
,5.59,12.719147758673266,14.04321002960205,-4.1550807452294976,,,,,123.64187168683875,0.3605375460611408,,,,,0.744608414,0.39011925,0.354489164,0.289608177,0.100511073,0.303085299,160,677,587,72,50,3,44,229,170,126,32,9,12,50,,33,0.04874446,0.073855243,,,,,,,,,10.0,,,,,,,
,5.69,14.85613421524631,12.777777671813965,-1.3351308775600046,,,,,124.57238803037578,0.3571879872547582,,,,,0.747384636,0.422261484,0.325123152,0.27385159,0.148409894,0.300403225,156,625,566,68,78,6,55,239,155,100,32,17,22,39,,64,0.1024,0.0624,,,,,,,,,5.0,,,,,,,
,5.73,26.326855661876067,3.6481480598449703,-1.0915129845961928,,,,,146.44085247172356,0.3991929219804541,,,,,0.832826235,0.456913827,0.375912408,0.314629258,0.142284569,0.328947368,141,560,499,55,62,7,50,228,157,107,36,7,9,42,,36,0.064285714,0.075,,,,,,,,,8.0,,,,,,,
